cohort,compartment,label,ligand,source_label,focused_direction,matching_receptors,eligible_IPF_donors,donors,minimum_required
GSE135893,AT2,AT2,WNT11,cDCs,False,,0,,3
GSE135893,AT2,AT2,WNT11,pDCs,False,,0,,3
GSE135893,AT2,AT2,WNT16,AT1,False,,0,,3
GSE135893,AT2,AT2,WNT16,AT2,False,,0,,3
GSE135893,AT2,AT2,WNT16,B Cells,False,,0,,3
GSE135893,AT2,AT2,WNT16,Basal,False,,0,,3
GSE135893,AT2,AT2,WNT16,Ciliated,False,,0,,3
GSE135893,AT2,AT2,WNT16,Differentiating Ciliated,False,,0,,3
GSE135893,AT2,AT2,WNT16,Endothelial Cells,False,,0,,3
GSE135893,AT2,AT2,WNT16,Fibroblasts,True,,0,,3
GSE135893,AT2,AT2,WNT16,HAS1 High Fibroblasts,True,,0,,3
GSE135893,AT2,AT2,WNT16,KRT5-/KRT17+,False,,0,,3
GSE135893,AT2,AT2,WNT16,Lymphatic Endothelial Cells,False,,0,,3
GSE135893,AT2,AT2,WNT16,MUC5AC+ High,False,,0,,3
GSE135893,AT2,AT2,WNT16,MUC5B+,False,,0,,3
GSE135893,AT2,AT2,WNT16,Macrophages,True,,0,,3
GSE135893,AT2,AT2,WNT16,Mast Cells,False,,0,,3
GSE135893,AT2,AT2,WNT16,Mesothelial Cells,False,,0,,3
GSE135893,AT2,AT2,WNT16,Monocytes,False,,0,,3
GSE135893,AT2,AT2,WNT16,Myofibroblasts,True,,0,,3
GSE135893,AT2,AT2,WNT16,NK Cells,False,,0,,3
GSE135893,AT2,AT2,WNT16,PLIN2+ Fibroblasts,True,,0,,3
GSE135893,AT2,AT2,WNT16,Plasma Cells,False,,0,,3
GSE135893,AT2,AT2,WNT16,Proliferating Epithelial Cells,False,,0,,3
GSE135893,AT2,AT2,WNT16,Proliferating Macrophages,True,,0,,3
GSE135893,AT2,AT2,WNT16,Proliferating T Cells,False,,0,,3
GSE135893,AT2,AT2,WNT16,SCGB3A2+,False,,0,,3
GSE135893,AT2,AT2,WNT16,SCGB3A2+ SCGB1A1+,False,,0,,3
GSE135893,AT2,AT2,WNT16,Smooth Muscle Cells,False,,0,,3
GSE135893,AT2,AT2,WNT16,T Cells,False,,0,,3
GSE135893,AT2,AT2,WNT16,Transitional AT2,False,,0,,3
GSE135893,AT2,AT2,WNT16,cDCs,False,,0,,3
GSE135893,AT2,AT2,WNT16,pDCs,False,,0,,3
GSE135893,AT2,AT2,WNT2,AT1,False,,0,,3
GSE135893,AT2,AT2,WNT2,AT2,False,,0,,3
GSE135893,AT2,AT2,WNT2,B Cells,False,,0,,3
GSE135893,AT2,AT2,WNT2,Basal,False,,0,,3
GSE135893,AT2,AT2,WNT2,Ciliated,False,,0,,3
GSE135893,AT2,AT2,WNT2,Differentiating Ciliated,False,,0,,3
GSE135893,AT2,AT2,WNT2,Endothelial Cells,False,,0,,3
GSE135893,AT2,AT2,WNT2,Fibroblasts,True,,0,,3
GSE135893,AT2,AT2,WNT2,HAS1 High Fibroblasts,True,,0,,3
GSE135893,AT2,AT2,WNT2,KRT5-/KRT17+,False,,0,,3
GSE135893,AT2,AT2,WNT2,Lymphatic Endothelial Cells,False,,0,,3
GSE135893,AT2,AT2,WNT2,MUC5AC+ High,False,,0,,3
GSE135893,AT2,AT2,WNT2,MUC5B+,False,,0,,3
GSE135893,AT2,AT2,WNT2,Macrophages,True,,0,,3
GSE135893,AT2,AT2,WNT2,Mast Cells,False,,0,,3
GSE135893,AT2,AT2,WNT2,Mesothelial Cells,False,,0,,3
GSE135893,AT2,AT2,WNT2,Monocytes,False,,0,,3
GSE135893,AT2,AT2,WNT2,Myofibroblasts,True,FZD5;LRP5;LRP6,2,TILD028;VUILD59,3
GSE135893,AT2,AT2,WNT2,NK Cells,False,,0,,3
GSE135893,AT2,AT2,WNT2,PLIN2+ Fibroblasts,True,,0,,3
GSE135893,AT2,AT2,WNT2,Plasma Cells,False,,0,,3
GSE135893,AT2,AT2,WNT2,Proliferating Epithelial Cells,False,,0,,3
GSE135893,AT2,AT2,WNT2,Proliferating Macrophages,True,,0,,3
GSE135893,AT2,AT2,WNT2,Proliferating T Cells,False,,0,,3
GSE135893,AT2,AT2,WNT2,SCGB3A2+,False,,0,,3
GSE135893,AT2,AT2,WNT2,SCGB3A2+ SCGB1A1+,False,,0,,3
GSE135893,AT2,AT2,WNT2,Smooth Muscle Cells,False,,0,,3
GSE135893,AT2,AT2,WNT2,T Cells,False,,0,,3
GSE135893,AT2,AT2,WNT2,Transitional AT2,False,,0,,3
GSE135893,AT2,AT2,WNT2,cDCs,False,,0,,3
GSE135893,AT2,AT2,WNT2,pDCs,False,,0,,3
GSE135893,AT2,AT2,WNT2B,AT1,False,,0,,3
GSE135893,AT2,AT2,WNT2B,AT2,False,,0,,3
GSE135893,AT2,AT2,WNT2B,B Cells,False,,0,,3
GSE135893,AT2,AT2,WNT2B,Basal,False,,0,,3
GSE135893,AT2,AT2,WNT2B,Ciliated,False,,0,,3
GSE135893,AT2,AT2,WNT2B,Differentiating Ciliated,False,,0,,3
GSE135893,AT2,AT2,WNT2B,Endothelial Cells,False,FZD5;FZD6;LRP5;LRP6,1,VUILD53,3
GSE135893,AT2,AT2,WNT2B,Fibroblasts,True,,0,,3
GSE135893,AT2,AT2,WNT2B,HAS1 High Fibroblasts,True,,0,,3
GSE135893,AT2,AT2,WNT2B,KRT5-/KRT17+,False,,0,,3
GSE135893,AT2,AT2,WNT2B,Lymphatic Endothelial Cells,False,,0,,3
GSE135893,AT2,AT2,WNT2B,MUC5AC+ High,False,,0,,3
GSE135893,AT2,AT2,WNT2B,MUC5B+,False,,0,,3
GSE135893,AT2,AT2,WNT2B,Macrophages,True,,0,,3
GSE135893,AT2,AT2,WNT2B,Mast Cells,False,,0,,3
GSE135893,AT2,AT2,WNT2B,Mesothelial Cells,False,,0,,3
GSE135893,AT2,AT2,WNT2B,Monocytes,False,,0,,3
GSE135893,AT2,AT2,WNT2B,Myofibroblasts,True,FZD5;FZD6;LRP5;LRP6,1,TILD028,3
GSE135893,AT2,AT2,WNT2B,NK Cells,False,,0,,3
GSE135893,AT2,AT2,WNT2B,PLIN2+ Fibroblasts,True,FZD5;FZD6;LRP5;LRP6,1,VUILD59,3
GSE135893,AT2,AT2,WNT2B,Plasma Cells,False,,0,,3
GSE135893,AT2,AT2,WNT2B,Proliferating Epithelial Cells,False,,0,,3
GSE135893,AT2,AT2,WNT2B,Proliferating Macrophages,True,,0,,3
GSE135893,AT2,AT2,WNT2B,Proliferating T Cells,False,,0,,3
GSE135893,AT2,AT2,WNT2B,SCGB3A2+,False,,0,,3
GSE135893,AT2,AT2,WNT2B,SCGB3A2+ SCGB1A1+,False,,0,,3
GSE135893,AT2,AT2,WNT2B,Smooth Muscle Cells,False,,0,,3
GSE135893,AT2,AT2,WNT2B,T Cells,False,,0,,3
GSE135893,AT2,AT2,WNT2B,Transitional AT2,False,,0,,3
GSE135893,AT2,AT2,WNT2B,cDCs,False,,0,,3
GSE135893,AT2,AT2,WNT2B,pDCs,False,,0,,3
GSE135893,AT2,AT2,WNT3,AT1,False,,0,,3
GSE135893,AT2,AT2,WNT3,AT2,False,,0,,3
GSE135893,AT2,AT2,WNT3,B Cells,False,,0,,3
GSE135893,AT2,AT2,WNT3,Basal,False,,0,,3
GSE135893,AT2,AT2,WNT3,Ciliated,False,,0,,3
GSE135893,AT2,AT2,WNT3,Differentiating Ciliated,False,,0,,3
GSE135893,AT2,AT2,WNT3,Endothelial Cells,False,,0,,3
GSE135893,AT2,AT2,WNT3,Fibroblasts,True,,0,,3
GSE135893,AT2,AT2,WNT3,HAS1 High Fibroblasts,True,,0,,3
GSE135893,AT2,AT2,WNT3,KRT5-/KRT17+,False,,0,,3
GSE135893,AT2,AT2,WNT3,Lymphatic Endothelial Cells,False,,0,,3
GSE135893,AT2,AT2,WNT3,MUC5AC+ High,False,,0,,3
GSE135893,AT2,AT2,WNT3,MUC5B+,False,,0,,3
GSE135893,AT2,AT2,WNT3,Macrophages,True,,0,,3
GSE135893,AT2,AT2,WNT3,Mast Cells,False,,0,,3
GSE135893,AT2,AT2,WNT3,Mesothelial Cells,False,,0,,3
GSE135893,AT2,AT2,WNT3,Monocytes,False,,0,,3
GSE135893,AT2,AT2,WNT3,Myofibroblasts,True,,0,,3
GSE135893,AT2,AT2,WNT3,NK Cells,False,,0,,3
GSE135893,AT2,AT2,WNT3,PLIN2+ Fibroblasts,True,,0,,3
GSE135893,AT2,AT2,WNT3,Plasma Cells,False,,0,,3
GSE135893,AT2,AT2,WNT3,Proliferating Epithelial Cells,False,,0,,3
GSE135893,AT2,AT2,WNT3,Proliferating Macrophages,True,,0,,3
GSE135893,AT2,AT2,WNT3,Proliferating T Cells,False,,0,,3
GSE135893,AT2,AT2,WNT3,SCGB3A2+,False,,0,,3
GSE135893,AT2,AT2,WNT3,SCGB3A2+ SCGB1A1+,False,,0,,3
GSE135893,AT2,AT2,WNT3,Smooth Muscle Cells,False,,0,,3
GSE135893,AT2,AT2,WNT3,T Cells,False,,0,,3
GSE135893,AT2,AT2,WNT3,Transitional AT2,False,,0,,3
GSE135893,AT2,AT2,WNT3,cDCs,False,,0,,3
GSE135893,AT2,AT2,WNT3,pDCs,False,,0,,3
GSE135893,AT2,AT2,WNT3A,AT1,False,,0,,3
GSE135893,AT2,AT2,WNT3A,AT2,False,,0,,3
GSE135893,AT2,AT2,WNT3A,B Cells,False,,0,,3
GSE135893,AT2,AT2,WNT3A,Basal,False,,0,,3
GSE135893,AT2,AT2,WNT3A,Ciliated,False,,0,,3
GSE135893,AT2,AT2,WNT3A,Differentiating Ciliated,False,,0,,3
GSE135893,AT2,AT2,WNT3A,Endothelial Cells,False,,0,,3
GSE135893,AT2,AT2,WNT3A,Fibroblasts,True,,0,,3
GSE135893,AT2,AT2,WNT3A,HAS1 High Fibroblasts,True,,0,,3
GSE135893,AT2,AT2,WNT3A,KRT5-/KRT17+,False,,0,,3
GSE135893,AT2,AT2,WNT3A,Lymphatic Endothelial Cells,False,,0,,3
GSE135893,AT2,AT2,WNT3A,MUC5AC+ High,False,,0,,3
GSE135893,AT2,AT2,WNT3A,MUC5B+,False,,0,,3
GSE135893,AT2,AT2,WNT3A,Macrophages,True,,0,,3
GSE135893,AT2,AT2,WNT3A,Mast Cells,False,,0,,3
GSE135893,AT2,AT2,WNT3A,Mesothelial Cells,False,,0,,3
GSE135893,AT2,AT2,WNT3A,Monocytes,False,,0,,3
GSE135893,AT2,AT2,WNT3A,Myofibroblasts,True,,0,,3
GSE135893,AT2,AT2,WNT3A,NK Cells,False,,0,,3
GSE135893,AT2,AT2,WNT3A,PLIN2+ Fibroblasts,True,,0,,3
GSE135893,AT2,AT2,WNT3A,Plasma Cells,False,,0,,3
GSE135893,AT2,AT2,WNT3A,Proliferating Epithelial Cells,False,,0,,3
GSE135893,AT2,AT2,WNT3A,Proliferating Macrophages,True,,0,,3
GSE135893,AT2,AT2,WNT3A,Proliferating T Cells,False,,0,,3
GSE135893,AT2,AT2,WNT3A,SCGB3A2+,False,,0,,3
GSE135893,AT2,AT2,WNT3A,SCGB3A2+ SCGB1A1+,False,,0,,3
GSE135893,AT2,AT2,WNT3A,Smooth Muscle Cells,False,,0,,3
GSE135893,AT2,AT2,WNT3A,T Cells,False,,0,,3
GSE135893,AT2,AT2,WNT3A,Transitional AT2,False,,0,,3
GSE135893,AT2,AT2,WNT3A,cDCs,False,,0,,3
GSE135893,AT2,AT2,WNT3A,pDCs,False,,0,,3
GSE135893,AT2,AT2,WNT4,AT1,False,,0,,3
GSE135893,AT2,AT2,WNT4,AT2,False,,0,,3
GSE135893,AT2,AT2,WNT4,B Cells,False,,0,,3
GSE135893,AT2,AT2,WNT4,Basal,False,FZD5;FZD6;LRP6;NOTCH1,1,VUILD61,3
GSE135893,AT2,AT2,WNT4,Ciliated,False,,0,,3
GSE135893,AT2,AT2,WNT4,Differentiating Ciliated,False,FZD5;FZD6;LRP5;LRP6;NOTCH1,3,VUILD60;VUILD61;VUILD65,3
GSE135893,AT2,AT2,WNT4,Endothelial Cells,False,,0,,3
GSE135893,AT2,AT2,WNT4,Fibroblasts,True,,0,,3
GSE135893,AT2,AT2,WNT4,HAS1 High Fibroblasts,True,,0,,3
GSE135893,AT2,AT2,WNT4,KRT5-/KRT17+,False,FZD5;FZD6;LRP5;LRP6;NOTCH1,2,VUILD59;VUILD60,3
GSE135893,AT2,AT2,WNT4,Lymphatic Endothelial Cells,False,,0,,3
GSE135893,AT2,AT2,WNT4,MUC5AC+ High,False,,0,,3
GSE135893,AT2,AT2,WNT4,MUC5B+,False,FZD5;LRP6;NOTCH1,1,VUILD64,3
GSE135893,AT2,AT2,WNT4,Macrophages,True,,0,,3
GSE135893,AT2,AT2,WNT4,Mast Cells,False,,0,,3
GSE135893,AT2,AT2,WNT4,Mesothelial Cells,False,,0,,3
GSE135893,AT2,AT2,WNT4,Monocytes,False,,0,,3
GSE135893,AT2,AT2,WNT4,Myofibroblasts,True,,0,,3
GSE135893,AT2,AT2,WNT4,NK Cells,False,,0,,3
GSE135893,AT2,AT2,WNT4,PLIN2+ Fibroblasts,True,,0,,3
GSE135893,AT2,AT2,WNT4,Plasma Cells,False,,0,,3
GSE135893,AT2,AT2,WNT4,Proliferating Epithelial Cells,False,,0,,3
GSE135893,AT2,AT2,WNT4,Proliferating Macrophages,True,,0,,3
GSE135893,AT2,AT2,WNT4,Proliferating T Cells,False,,0,,3
GSE135893,AT2,AT2,WNT4,SCGB3A2+,False,,0,,3
GSE135893,AT2,AT2,WNT4,SCGB3A2+ SCGB1A1+,False,,0,,3
GSE135893,AT2,AT2,WNT4,Smooth Muscle Cells,False,,0,,3
GSE135893,AT2,AT2,WNT4,T Cells,False,,0,,3
GSE135893,AT2,AT2,WNT4,Transitional AT2,False,,0,,3
GSE135893,AT2,AT2,WNT4,cDCs,False,,0,,3
GSE135893,AT2,AT2,WNT4,pDCs,False,,0,,3
GSE135893,AT2,AT2,WNT5A,AT1,False,,0,,3
GSE135893,AT2,AT2,WNT5A,AT2,False,FZD5;LRP5;LRP6,1,VUILD65,3
GSE135893,AT2,AT2,WNT5A,B Cells,False,,0,,3
GSE135893,AT2,AT2,WNT5A,Basal,False,,0,,3
GSE135893,AT2,AT2,WNT5A,Ciliated,False,,0,,3
GSE135893,AT2,AT2,WNT5A,Differentiating Ciliated,False,FZD5;FZD6;LRP5;LRP6;RYK,4,VUILD59;VUILD60;VUILD61;VUILD65,3
GSE135893,AT2,AT2,WNT5A,Endothelial Cells,False,,0,,3
GSE135893,AT2,AT2,WNT5A,Fibroblasts,True,,0,,3
GSE135893,AT2,AT2,WNT5A,HAS1 High Fibroblasts,True,,0,,3
GSE135893,AT2,AT2,WNT5A,KRT5-/KRT17+,False,FZD5;FZD6;LRP5;LRP6;RYK,2,VUILD59;VUILD60,3
GSE135893,AT2,AT2,WNT5A,Lymphatic Endothelial Cells,False,,0,,3
GSE135893,AT2,AT2,WNT5A,MUC5AC+ High,False,,0,,3
GSE135893,AT2,AT2,WNT5A,MUC5B+,False,FZD5;FZD6;LRP6;RYK,3,VUILD60;VUILD61;VUILD64,3
GSE135893,AT2,AT2,WNT5A,Macrophages,True,,0,,3
GSE135893,AT2,AT2,WNT5A,Mast Cells,False,,0,,3
GSE135893,AT2,AT2,WNT5A,Mesothelial Cells,False,,0,,3
GSE135893,AT2,AT2,WNT5A,Monocytes,False,,0,,3
GSE135893,AT2,AT2,WNT5A,Myofibroblasts,True,FZD5;FZD6;LRP5;LRP6;RYK,2,TILD028;VUILD59,3
GSE135893,AT2,AT2,WNT5A,NK Cells,False,,0,,3
GSE135893,AT2,AT2,WNT5A,PLIN2+ Fibroblasts,True,,0,,3
GSE135893,AT2,AT2,WNT5A,Plasma Cells,False,,0,,3
GSE135893,AT2,AT2,WNT5A,Proliferating Epithelial Cells,False,FZD5;FZD6;LRP5;LRP6;RYK,1,VUILD59,3
GSE135893,AT2,AT2,WNT5A,Proliferating Macrophages,True,,0,,3
GSE135893,AT2,AT2,WNT5A,Proliferating T Cells,False,,0,,3
GSE135893,AT2,AT2,WNT5A,SCGB3A2+,False,FZD5;FZD6;LRP5;LRP6;RYK,3,VUILD59;VUILD60;VUILD61,3
GSE135893,AT2,AT2,WNT5A,SCGB3A2+ SCGB1A1+,False,FZD5;LRP6;RYK,1,VUILD64,3
GSE135893,AT2,AT2,WNT5A,Smooth Muscle Cells,False,,0,,3
GSE135893,AT2,AT2,WNT5A,T Cells,False,,0,,3
GSE135893,AT2,AT2,WNT5A,Transitional AT2,False,,0,,3
GSE135893,AT2,AT2,WNT5A,cDCs,False,FZD5,1,VUILD60,3
GSE135893,AT2,AT2,WNT5A,pDCs,False,,0,,3
GSE135893,AT2,AT2,WNT5B,AT1,False,,0,,3
GSE135893,AT2,AT2,WNT5B,AT2,False,,0,,3
GSE135893,AT2,AT2,WNT5B,B Cells,False,,0,,3
GSE135893,AT2,AT2,WNT5B,Basal,False,FZD5,1,VUILD60,3
GSE135893,AT2,AT2,WNT5B,Ciliated,False,FZD5;FZD6;LRP6,2,VUILD60;VUILD61,3
GSE135893,AT2,AT2,WNT5B,Differentiating Ciliated,False,FZD5;FZD6;LRP5;LRP6,4,VUILD59;VUILD60;VUILD61;VUILD65,3
GSE135893,AT2,AT2,WNT5B,Endothelial Cells,False,,0,,3
GSE135893,AT2,AT2,WNT5B,Fibroblasts,True,,0,,3
GSE135893,AT2,AT2,WNT5B,HAS1 High Fibroblasts,True,,0,,3
GSE135893,AT2,AT2,WNT5B,KRT5-/KRT17+,False,FZD5;FZD6;LRP5;LRP6,2,VUILD59;VUILD60,3
GSE135893,AT2,AT2,WNT5B,Lymphatic Endothelial Cells,False,,0,,3
GSE135893,AT2,AT2,WNT5B,MUC5AC+ High,False,,0,,3
GSE135893,AT2,AT2,WNT5B,MUC5B+,False,,0,,3
GSE135893,AT2,AT2,WNT5B,Macrophages,True,,0,,3
GSE135893,AT2,AT2,WNT5B,Mast Cells,False,,0,,3
GSE135893,AT2,AT2,WNT5B,Mesothelial Cells,False,,0,,3
GSE135893,AT2,AT2,WNT5B,Monocytes,False,,0,,3
GSE135893,AT2,AT2,WNT5B,Myofibroblasts,True,,0,,3
GSE135893,AT2,AT2,WNT5B,NK Cells,False,,0,,3
GSE135893,AT2,AT2,WNT5B,PLIN2+ Fibroblasts,True,,0,,3
GSE135893,AT2,AT2,WNT5B,Plasma Cells,False,,0,,3
GSE135893,AT2,AT2,WNT5B,Proliferating Epithelial Cells,False,,0,,3
GSE135893,AT2,AT2,WNT5B,Proliferating Macrophages,True,,0,,3
GSE135893,AT2,AT2,WNT5B,Proliferating T Cells,False,,0,,3
GSE135893,AT2,AT2,WNT5B,SCGB3A2+,False,,0,,3
GSE135893,AT2,AT2,WNT5B,SCGB3A2+ SCGB1A1+,False,,0,,3
GSE135893,AT2,AT2,WNT5B,Smooth Muscle Cells,False,,0,,3
GSE135893,AT2,AT2,WNT5B,T Cells,False,,0,,3
GSE135893,AT2,AT2,WNT5B,Transitional AT2,False,,0,,3
GSE135893,AT2,AT2,WNT5B,cDCs,False,,0,,3
GSE135893,AT2,AT2,WNT5B,pDCs,False,,0,,3
GSE135893,AT2,AT2,WNT6,AT1,False,,0,,3
GSE135893,AT2,AT2,WNT6,AT2,False,,0,,3
GSE135893,AT2,AT2,WNT6,B Cells,False,,0,,3
GSE135893,AT2,AT2,WNT6,Basal,False,,0,,3
GSE135893,AT2,AT2,WNT6,Ciliated,False,,0,,3
GSE135893,AT2,AT2,WNT6,Differentiating Ciliated,False,,0,,3
GSE135893,AT2,AT2,WNT6,Endothelial Cells,False,,0,,3
GSE135893,AT2,AT2,WNT6,Fibroblasts,True,,0,,3
GSE135893,AT2,AT2,WNT6,HAS1 High Fibroblasts,True,,0,,3
GSE135893,AT2,AT2,WNT6,KRT5-/KRT17+,False,,0,,3
GSE135893,AT2,AT2,WNT6,Lymphatic Endothelial Cells,False,,0,,3
GSE135893,AT2,AT2,WNT6,MUC5AC+ High,False,,0,,3
GSE135893,AT2,AT2,WNT6,MUC5B+,False,,0,,3
GSE135893,AT2,AT2,WNT6,Macrophages,True,,0,,3
GSE135893,AT2,AT2,WNT6,Mast Cells,False,,0,,3
GSE135893,AT2,AT2,WNT6,Mesothelial Cells,False,,0,,3
GSE135893,AT2,AT2,WNT6,Monocytes,False,,0,,3
GSE135893,AT2,AT2,WNT6,Myofibroblasts,True,,0,,3
GSE135893,AT2,AT2,WNT6,NK Cells,False,,0,,3
GSE135893,AT2,AT2,WNT6,PLIN2+ Fibroblasts,True,,0,,3
GSE135893,AT2,AT2,WNT6,Plasma Cells,False,,0,,3
GSE135893,AT2,AT2,WNT6,Proliferating Epithelial Cells,False,,0,,3
GSE135893,AT2,AT2,WNT6,Proliferating Macrophages,True,,0,,3
GSE135893,AT2,AT2,WNT6,Proliferating T Cells,False,,0,,3
GSE135893,AT2,AT2,WNT6,SCGB3A2+,False,,0,,3
GSE135893,AT2,AT2,WNT6,SCGB3A2+ SCGB1A1+,False,,0,,3
GSE135893,AT2,AT2,WNT6,Smooth Muscle Cells,False,,0,,3
GSE135893,AT2,AT2,WNT6,T Cells,False,,0,,3
GSE135893,AT2,AT2,WNT6,Transitional AT2,False,,0,,3
GSE135893,AT2,AT2,WNT6,cDCs,False,,0,,3
GSE135893,AT2,AT2,WNT6,pDCs,False,,0,,3
GSE135893,AT2,AT2,WNT7A,AT1,False,,0,,3
GSE135893,AT2,AT2,WNT7A,AT2,False,,0,,3
GSE135893,AT2,AT2,WNT7A,B Cells,False,,0,,3
GSE135893,AT2,AT2,WNT7A,Basal,False,,0,,3
GSE135893,AT2,AT2,WNT7A,Ciliated,False,,0,,3
GSE135893,AT2,AT2,WNT7A,Differentiating Ciliated,False,,0,,3
GSE135893,AT2,AT2,WNT7A,Endothelial Cells,False,,0,,3
GSE135893,AT2,AT2,WNT7A,Fibroblasts,True,,0,,3
GSE135893,AT2,AT2,WNT7A,HAS1 High Fibroblasts,True,,0,,3
GSE135893,AT2,AT2,WNT7A,KRT5-/KRT17+,False,FZD5;LRP6,3,VUILD59;VUILD60;VUILD64,3
GSE135893,AT2,AT2,WNT7A,Lymphatic Endothelial Cells,False,,0,,3
GSE135893,AT2,AT2,WNT7A,MUC5AC+ High,False,,0,,3
GSE135893,AT2,AT2,WNT7A,MUC5B+,False,,0,,3
GSE135893,AT2,AT2,WNT7A,Macrophages,True,,0,,3
GSE135893,AT2,AT2,WNT7A,Mast Cells,False,,0,,3
GSE135893,AT2,AT2,WNT7A,Mesothelial Cells,False,,0,,3
GSE135893,AT2,AT2,WNT7A,Monocytes,False,,0,,3
GSE135893,AT2,AT2,WNT7A,Myofibroblasts,True,,0,,3
GSE135893,AT2,AT2,WNT7A,NK Cells,False,,0,,3
GSE135893,AT2,AT2,WNT7A,PLIN2+ Fibroblasts,True,,0,,3
GSE135893,AT2,AT2,WNT7A,Plasma Cells,False,,0,,3
GSE135893,AT2,AT2,WNT7A,Proliferating Epithelial Cells,False,,0,,3
GSE135893,AT2,AT2,WNT7A,Proliferating Macrophages,True,,0,,3
GSE135893,AT2,AT2,WNT7A,Proliferating T Cells,False,,0,,3
GSE135893,AT2,AT2,WNT7A,SCGB3A2+,False,,0,,3
GSE135893,AT2,AT2,WNT7A,SCGB3A2+ SCGB1A1+,False,,0,,3
GSE135893,AT2,AT2,WNT7A,Smooth Muscle Cells,False,,0,,3
GSE135893,AT2,AT2,WNT7A,T Cells,False,,0,,3
GSE135893,AT2,AT2,WNT7A,Transitional AT2,False,,0,,3
GSE135893,AT2,AT2,WNT7A,cDCs,False,,0,,3
GSE135893,AT2,AT2,WNT7A,pDCs,False,,0,,3
GSE135893,AT2,AT2,WNT7B,AT1,False,,0,,3
GSE135893,AT2,AT2,WNT7B,AT2,False,FZD5;FZD6;LRP5;LRP6;TMED5,4,TILD028;VUILD53;VUILD61;VUILD64,3
GSE135893,AT2,AT2,WNT7B,B Cells,False,,0,,3
GSE135893,AT2,AT2,WNT7B,Basal,False,FZD5;FZD6;LRP5;LRP6;TMED5,5,TILD028;VUILD59;VUILD60;VUILD61;VUILD65,3
GSE135893,AT2,AT2,WNT7B,Ciliated,False,FZD5;FZD6;LRP5;LRP6;TMED5,8,TILD028;VUILD53;VUILD59;VUILD60;VUILD61;VUILD63;VUILD64;VUILD65,3
GSE135893,AT2,AT2,WNT7B,Differentiating Ciliated,False,FZD5;FZD6;LRP5;LRP6;TMED5,4,VUILD59;VUILD60;VUILD61;VUILD65,3
GSE135893,AT2,AT2,WNT7B,Endothelial Cells,False,,0,,3
GSE135893,AT2,AT2,WNT7B,Fibroblasts,True,,0,,3
GSE135893,AT2,AT2,WNT7B,HAS1 High Fibroblasts,True,,0,,3
GSE135893,AT2,AT2,WNT7B,KRT5-/KRT17+,False,FZD5;FZD6;LRP5;LRP6;TMED5,3,VUILD59;VUILD60;VUILD64,3
GSE135893,AT2,AT2,WNT7B,Lymphatic Endothelial Cells,False,,0,,3
GSE135893,AT2,AT2,WNT7B,MUC5AC+ High,False,,0,,3
GSE135893,AT2,AT2,WNT7B,MUC5B+,False,FZD5;FZD6;LRP5;LRP6;TMED5,6,TILD028;VUILD59;VUILD60;VUILD61;VUILD64;VUILD65,3
GSE135893,AT2,AT2,WNT7B,Macrophages,True,,0,,3
GSE135893,AT2,AT2,WNT7B,Mast Cells,False,,0,,3
GSE135893,AT2,AT2,WNT7B,Mesothelial Cells,False,,0,,3
GSE135893,AT2,AT2,WNT7B,Monocytes,False,,0,,3
GSE135893,AT2,AT2,WNT7B,Myofibroblasts,True,,0,,3
GSE135893,AT2,AT2,WNT7B,NK Cells,False,,0,,3
GSE135893,AT2,AT2,WNT7B,PLIN2+ Fibroblasts,True,,0,,3
GSE135893,AT2,AT2,WNT7B,Plasma Cells,False,,0,,3
GSE135893,AT2,AT2,WNT7B,Proliferating Epithelial Cells,False,FZD5;FZD6;LRP5;LRP6;TMED5,1,VUILD59,3
GSE135893,AT2,AT2,WNT7B,Proliferating Macrophages,True,,0,,3
GSE135893,AT2,AT2,WNT7B,Proliferating T Cells,False,,0,,3
GSE135893,AT2,AT2,WNT7B,SCGB3A2+,False,FZD5;FZD6;LRP5;LRP6;TMED5,5,TILD028;VUILD59;VUILD60;VUILD61;VUILD65,3
GSE135893,AT2,AT2,WNT7B,SCGB3A2+ SCGB1A1+,False,FZD5;FZD6;LRP5;LRP6;TMED5,4,TILD028;VUILD60;VUILD61;VUILD64,3
GSE135893,AT2,AT2,WNT7B,Smooth Muscle Cells,False,,0,,3
GSE135893,AT2,AT2,WNT7B,T Cells,False,,0,,3
GSE135893,AT2,AT2,WNT7B,Transitional AT2,False,,0,,3
GSE135893,AT2,AT2,WNT7B,cDCs,False,,0,,3
GSE135893,AT2,AT2,WNT7B,pDCs,False,,0,,3
GSE135893,AT2,AT2,WNT8A,AT1,False,,0,,3
GSE135893,AT2,AT2,WNT8A,AT2,False,,0,,3
GSE135893,AT2,AT2,WNT8A,B Cells,False,,0,,3
GSE135893,AT2,AT2,WNT8A,Basal,False,,0,,3
GSE135893,AT2,AT2,WNT8A,Ciliated,False,,0,,3
GSE135893,AT2,AT2,WNT8A,Differentiating Ciliated,False,,0,,3
GSE135893,AT2,AT2,WNT8A,Endothelial Cells,False,,0,,3
GSE135893,AT2,AT2,WNT8A,Fibroblasts,True,,0,,3
GSE135893,AT2,AT2,WNT8A,HAS1 High Fibroblasts,True,,0,,3
GSE135893,AT2,AT2,WNT8A,KRT5-/KRT17+,False,,0,,3
GSE135893,AT2,AT2,WNT8A,Lymphatic Endothelial Cells,False,,0,,3
