gsm,module,assayed_genes,source_genes,assayed_fraction,eligible
GSM9226170,GENE_IFNG,1,1,1.0,True
GSM9226171,HALLMARK_E2F_TARGETS,191,200,0.955,True
GSM9226171,HALLMARK_G2M_CHECKPOINT,189,200,0.945,True
GSM9226171,HALLMARK_GLYCOLYSIS,191,200,0.955,True
GSM9226171,HALLMARK_HYPOXIA,195,200,0.975,True
GSM9226171,HALLMARK_IL6_JAK_STAT3_SIGNALING,86,87,0.9885057471264368,True
GSM9226171,HALLMARK_INFLAMMATORY_RESPONSE,198,200,0.99,True
GSM9226171,HALLMARK_INTERFERON_GAMMA_RESPONSE,188,200,0.94,True
GSM9226171,HALLMARK_OXIDATIVE_PHOSPHORYLATION,186,200,0.93,True
GSM9226171,HALLMARK_P53_PATHWAY,190,200,0.95,True
GSM9226171,HALLMARK_TGF_BETA_SIGNALING,53,54,0.9814814814814815,True
GSM9226171,HALLMARK_TNFA_SIGNALING_VIA_NFKB,196,200,0.98,True
GSM9226171,HALLMARK_WNT_BETA_CATENIN_SIGNALING,41,42,0.9761904761904762,True
GSM9226171,REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,294,300,0.98,True
GSM9226171,GENE_IL1B,1,1,1.0,True
GSM9226171,GENE_IL1A,1,1,1.0,True
GSM9226171,GENE_IL1R1,1,1,1.0,True
GSM9226171,GENE_IL1RAP,1,1,1.0,True
GSM9226171,GENE_IL1RN,1,1,1.0,True
GSM9226171,GENE_IL1R2,1,1,1.0,True
GSM9226171,GENE_SIGIRR,1,1,1.0,True
GSM9226171,GENE_TGFB1,1,1,1.0,True
GSM9226171,GENE_CCL2,1,1,1.0,True
GSM9226171,GENE_CXCL12,1,1,1.0,True
GSM9226171,GENE_AREG,1,1,1.0,True
GSM9226171,GENE_HBEGF,1,1,1.0,True
GSM9226171,GENE_FGF7,1,1,1.0,True
GSM9226171,GENE_FGF10,1,1,1.0,True
GSM9226171,GENE_COL1A1,1,1,1.0,True
GSM9226171,GENE_C1QA,1,1,1.0,True
GSM9226171,GENE_KRT8,1,1,1.0,True
GSM9226171,GENE_KRT5,1,1,1.0,True
GSM9226171,GENE_KRT17,1,1,1.0,True
GSM9226171,GENE_CLDN4,1,1,1.0,True
GSM9226171,GENE_SFTPC,1,1,1.0,True
GSM9226171,GENE_AGER,1,1,1.0,True
GSM9226171,GENE_AQP5,1,1,1.0,True
GSM9226171,GENE_CD3D,1,1,1.0,True
GSM9226171,GENE_CD8A,1,1,1.0,True
GSM9226171,GENE_TNF,1,1,1.0,True
GSM9226171,GENE_IFNG,1,1,1.0,True
GSM9226172,HALLMARK_E2F_TARGETS,191,200,0.955,True
GSM9226172,HALLMARK_G2M_CHECKPOINT,189,200,0.945,True
GSM9226172,HALLMARK_GLYCOLYSIS,191,200,0.955,True
GSM9226172,HALLMARK_HYPOXIA,195,200,0.975,True
GSM9226172,HALLMARK_IL6_JAK_STAT3_SIGNALING,86,87,0.9885057471264368,True
GSM9226172,HALLMARK_INFLAMMATORY_RESPONSE,198,200,0.99,True
GSM9226172,HALLMARK_INTERFERON_GAMMA_RESPONSE,188,200,0.94,True
GSM9226172,HALLMARK_OXIDATIVE_PHOSPHORYLATION,186,200,0.93,True
GSM9226172,HALLMARK_P53_PATHWAY,190,200,0.95,True
GSM9226172,HALLMARK_TGF_BETA_SIGNALING,53,54,0.9814814814814815,True
GSM9226172,HALLMARK_TNFA_SIGNALING_VIA_NFKB,196,200,0.98,True
GSM9226172,HALLMARK_WNT_BETA_CATENIN_SIGNALING,41,42,0.9761904761904762,True
GSM9226172,REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,294,300,0.98,True
GSM9226172,GENE_IL1B,1,1,1.0,True
GSM9226172,GENE_IL1A,1,1,1.0,True
GSM9226172,GENE_IL1R1,1,1,1.0,True
GSM9226172,GENE_IL1RAP,1,1,1.0,True
GSM9226172,GENE_IL1RN,1,1,1.0,True
GSM9226172,GENE_IL1R2,1,1,1.0,True
GSM9226172,GENE_SIGIRR,1,1,1.0,True
GSM9226172,GENE_TGFB1,1,1,1.0,True
GSM9226172,GENE_CCL2,1,1,1.0,True
GSM9226172,GENE_CXCL12,1,1,1.0,True
GSM9226172,GENE_AREG,1,1,1.0,True
GSM9226172,GENE_HBEGF,1,1,1.0,True
GSM9226172,GENE_FGF7,1,1,1.0,True
GSM9226172,GENE_FGF10,1,1,1.0,True
GSM9226172,GENE_COL1A1,1,1,1.0,True
GSM9226172,GENE_C1QA,1,1,1.0,True
GSM9226172,GENE_KRT8,1,1,1.0,True
GSM9226172,GENE_KRT5,1,1,1.0,True
GSM9226172,GENE_KRT17,1,1,1.0,True
GSM9226172,GENE_CLDN4,1,1,1.0,True
GSM9226172,GENE_SFTPC,1,1,1.0,True
GSM9226172,GENE_AGER,1,1,1.0,True
GSM9226172,GENE_AQP5,1,1,1.0,True
GSM9226172,GENE_CD3D,1,1,1.0,True
GSM9226172,GENE_CD8A,1,1,1.0,True
GSM9226172,GENE_TNF,1,1,1.0,True
GSM9226172,GENE_IFNG,1,1,1.0,True
GSM9226173,HALLMARK_E2F_TARGETS,191,200,0.955,True
GSM9226173,HALLMARK_G2M_CHECKPOINT,189,200,0.945,True
GSM9226173,HALLMARK_GLYCOLYSIS,191,200,0.955,True
GSM9226173,HALLMARK_HYPOXIA,195,200,0.975,True
GSM9226173,HALLMARK_IL6_JAK_STAT3_SIGNALING,86,87,0.9885057471264368,True
GSM9226173,HALLMARK_INFLAMMATORY_RESPONSE,198,200,0.99,True
GSM9226173,HALLMARK_INTERFERON_GAMMA_RESPONSE,188,200,0.94,True
GSM9226173,HALLMARK_OXIDATIVE_PHOSPHORYLATION,186,200,0.93,True
GSM9226173,HALLMARK_P53_PATHWAY,190,200,0.95,True
GSM9226173,HALLMARK_TGF_BETA_SIGNALING,53,54,0.9814814814814815,True
GSM9226173,HALLMARK_TNFA_SIGNALING_VIA_NFKB,196,200,0.98,True
GSM9226173,HALLMARK_WNT_BETA_CATENIN_SIGNALING,41,42,0.9761904761904762,True
GSM9226173,REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,294,300,0.98,True
GSM9226173,GENE_IL1B,1,1,1.0,True
GSM9226173,GENE_IL1A,1,1,1.0,True
GSM9226173,GENE_IL1R1,1,1,1.0,True
GSM9226173,GENE_IL1RAP,1,1,1.0,True
GSM9226173,GENE_IL1RN,1,1,1.0,True
GSM9226173,GENE_IL1R2,1,1,1.0,True
GSM9226173,GENE_SIGIRR,1,1,1.0,True
GSM9226173,GENE_TGFB1,1,1,1.0,True
GSM9226173,GENE_CCL2,1,1,1.0,True
GSM9226173,GENE_CXCL12,1,1,1.0,True
GSM9226173,GENE_AREG,1,1,1.0,True
GSM9226173,GENE_HBEGF,1,1,1.0,True
GSM9226173,GENE_FGF7,1,1,1.0,True
GSM9226173,GENE_FGF10,1,1,1.0,True
GSM9226173,GENE_COL1A1,1,1,1.0,True
GSM9226173,GENE_C1QA,1,1,1.0,True
GSM9226173,GENE_KRT8,1,1,1.0,True
GSM9226173,GENE_KRT5,1,1,1.0,True
GSM9226173,GENE_KRT17,1,1,1.0,True
GSM9226173,GENE_CLDN4,1,1,1.0,True
GSM9226173,GENE_SFTPC,1,1,1.0,True
GSM9226173,GENE_AGER,1,1,1.0,True
GSM9226173,GENE_AQP5,1,1,1.0,True
GSM9226173,GENE_CD3D,1,1,1.0,True
GSM9226173,GENE_CD8A,1,1,1.0,True
GSM9226173,GENE_TNF,1,1,1.0,True
GSM9226173,GENE_IFNG,1,1,1.0,True
GSM9226174,HALLMARK_E2F_TARGETS,191,200,0.955,True
GSM9226174,HALLMARK_G2M_CHECKPOINT,189,200,0.945,True
GSM9226174,HALLMARK_GLYCOLYSIS,191,200,0.955,True
GSM9226174,HALLMARK_HYPOXIA,195,200,0.975,True
GSM9226174,HALLMARK_IL6_JAK_STAT3_SIGNALING,86,87,0.9885057471264368,True
GSM9226174,HALLMARK_INFLAMMATORY_RESPONSE,198,200,0.99,True
GSM9226174,HALLMARK_INTERFERON_GAMMA_RESPONSE,188,200,0.94,True
GSM9226174,HALLMARK_OXIDATIVE_PHOSPHORYLATION,186,200,0.93,True
GSM9226174,HALLMARK_P53_PATHWAY,190,200,0.95,True
GSM9226174,HALLMARK_TGF_BETA_SIGNALING,53,54,0.9814814814814815,True
GSM9226174,HALLMARK_TNFA_SIGNALING_VIA_NFKB,196,200,0.98,True
GSM9226174,HALLMARK_WNT_BETA_CATENIN_SIGNALING,41,42,0.9761904761904762,True
GSM9226174,REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,294,300,0.98,True
GSM9226174,GENE_IL1B,1,1,1.0,True
GSM9226174,GENE_IL1A,1,1,1.0,True
GSM9226174,GENE_IL1R1,1,1,1.0,True
GSM9226174,GENE_IL1RAP,1,1,1.0,True
GSM9226174,GENE_IL1RN,1,1,1.0,True
GSM9226174,GENE_IL1R2,1,1,1.0,True
GSM9226174,GENE_SIGIRR,1,1,1.0,True
GSM9226174,GENE_TGFB1,1,1,1.0,True
GSM9226174,GENE_CCL2,1,1,1.0,True
GSM9226174,GENE_CXCL12,1,1,1.0,True
GSM9226174,GENE_AREG,1,1,1.0,True
GSM9226174,GENE_HBEGF,1,1,1.0,True
GSM9226174,GENE_FGF7,1,1,1.0,True
GSM9226174,GENE_FGF10,1,1,1.0,True
GSM9226174,GENE_COL1A1,1,1,1.0,True
GSM9226174,GENE_C1QA,1,1,1.0,True
GSM9226174,GENE_KRT8,1,1,1.0,True
GSM9226174,GENE_KRT5,1,1,1.0,True
GSM9226174,GENE_KRT17,1,1,1.0,True
GSM9226174,GENE_CLDN4,1,1,1.0,True
GSM9226174,GENE_SFTPC,1,1,1.0,True
GSM9226174,GENE_AGER,1,1,1.0,True
GSM9226174,GENE_AQP5,1,1,1.0,True
GSM9226174,GENE_CD3D,1,1,1.0,True
GSM9226174,GENE_CD8A,1,1,1.0,True
GSM9226174,GENE_TNF,1,1,1.0,True
GSM9226174,GENE_IFNG,1,1,1.0,True
GSM9226175,HALLMARK_E2F_TARGETS,191,200,0.955,True
GSM9226175,HALLMARK_G2M_CHECKPOINT,189,200,0.945,True
GSM9226175,HALLMARK_GLYCOLYSIS,191,200,0.955,True
GSM9226175,HALLMARK_HYPOXIA,195,200,0.975,True
GSM9226175,HALLMARK_IL6_JAK_STAT3_SIGNALING,86,87,0.9885057471264368,True
GSM9226175,HALLMARK_INFLAMMATORY_RESPONSE,198,200,0.99,True
GSM9226175,HALLMARK_INTERFERON_GAMMA_RESPONSE,188,200,0.94,True
GSM9226175,HALLMARK_OXIDATIVE_PHOSPHORYLATION,186,200,0.93,True
GSM9226175,HALLMARK_P53_PATHWAY,190,200,0.95,True
GSM9226175,HALLMARK_TGF_BETA_SIGNALING,53,54,0.9814814814814815,True
GSM9226175,HALLMARK_TNFA_SIGNALING_VIA_NFKB,196,200,0.98,True
GSM9226175,HALLMARK_WNT_BETA_CATENIN_SIGNALING,41,42,0.9761904761904762,True
GSM9226175,REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,294,300,0.98,True
GSM9226175,GENE_IL1B,1,1,1.0,True
GSM9226175,GENE_IL1A,1,1,1.0,True
GSM9226175,GENE_IL1R1,1,1,1.0,True
GSM9226175,GENE_IL1RAP,1,1,1.0,True
GSM9226175,GENE_IL1RN,1,1,1.0,True
GSM9226175,GENE_IL1R2,1,1,1.0,True
GSM9226175,GENE_SIGIRR,1,1,1.0,True
GSM9226175,GENE_TGFB1,1,1,1.0,True
GSM9226175,GENE_CCL2,1,1,1.0,True
GSM9226175,GENE_CXCL12,1,1,1.0,True
GSM9226175,GENE_AREG,1,1,1.0,True
GSM9226175,GENE_HBEGF,1,1,1.0,True
GSM9226175,GENE_FGF7,1,1,1.0,True
GSM9226175,GENE_FGF10,1,1,1.0,True
GSM9226175,GENE_COL1A1,1,1,1.0,True
GSM9226175,GENE_C1QA,1,1,1.0,True
GSM9226175,GENE_KRT8,1,1,1.0,True
GSM9226175,GENE_KRT5,1,1,1.0,True
GSM9226175,GENE_KRT17,1,1,1.0,True
GSM9226175,GENE_CLDN4,1,1,1.0,True
GSM9226175,GENE_SFTPC,1,1,1.0,True
GSM9226175,GENE_AGER,1,1,1.0,True
GSM9226175,GENE_AQP5,1,1,1.0,True
GSM9226175,GENE_CD3D,1,1,1.0,True
GSM9226175,GENE_CD8A,1,1,1.0,True
GSM9226175,GENE_TNF,1,1,1.0,True
GSM9226175,GENE_IFNG,1,1,1.0,True
GSM9226176,HALLMARK_E2F_TARGETS,191,200,0.955,True
GSM9226176,HALLMARK_G2M_CHECKPOINT,189,200,0.945,True
GSM9226176,HALLMARK_GLYCOLYSIS,191,200,0.955,True
GSM9226176,HALLMARK_HYPOXIA,195,200,0.975,True
GSM9226176,HALLMARK_IL6_JAK_STAT3_SIGNALING,86,87,0.9885057471264368,True
GSM9226176,HALLMARK_INFLAMMATORY_RESPONSE,198,200,0.99,True
GSM9226176,HALLMARK_INTERFERON_GAMMA_RESPONSE,188,200,0.94,True
GSM9226176,HALLMARK_OXIDATIVE_PHOSPHORYLATION,186,200,0.93,True
GSM9226176,HALLMARK_P53_PATHWAY,190,200,0.95,True
GSM9226176,HALLMARK_TGF_BETA_SIGNALING,53,54,0.9814814814814815,True
GSM9226176,HALLMARK_TNFA_SIGNALING_VIA_NFKB,196,200,0.98,True
GSM9226176,HALLMARK_WNT_BETA_CATENIN_SIGNALING,41,42,0.9761904761904762,True
GSM9226176,REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,294,300,0.98,True
GSM9226176,GENE_IL1B,1,1,1.0,True
GSM9226176,GENE_IL1A,1,1,1.0,True
GSM9226176,GENE_IL1R1,1,1,1.0,True
GSM9226176,GENE_IL1RAP,1,1,1.0,True
GSM9226176,GENE_IL1RN,1,1,1.0,True
GSM9226176,GENE_IL1R2,1,1,1.0,True
GSM9226176,GENE_SIGIRR,1,1,1.0,True
GSM9226176,GENE_TGFB1,1,1,1.0,True
GSM9226176,GENE_CCL2,1,1,1.0,True
GSM9226176,GENE_CXCL12,1,1,1.0,True
GSM9226176,GENE_AREG,1,1,1.0,True
GSM9226176,GENE_HBEGF,1,1,1.0,True
GSM9226176,GENE_FGF7,1,1,1.0,True
GSM9226176,GENE_FGF10,1,1,1.0,True
GSM9226176,GENE_COL1A1,1,1,1.0,True
GSM9226176,GENE_C1QA,1,1,1.0,True
GSM9226176,GENE_KRT8,1,1,1.0,True
GSM9226176,GENE_KRT5,1,1,1.0,True
GSM9226176,GENE_KRT17,1,1,1.0,True
GSM9226176,GENE_CLDN4,1,1,1.0,True
GSM9226176,GENE_SFTPC,1,1,1.0,True
GSM9226176,GENE_AGER,1,1,1.0,True
GSM9226176,GENE_AQP5,1,1,1.0,True
GSM9226176,GENE_CD3D,1,1,1.0,True
GSM9226176,GENE_CD8A,1,1,1.0,True
GSM9226176,GENE_TNF,1,1,1.0,True
GSM9226176,GENE_IFNG,1,1,1.0,True
GSM9226177,HALLMARK_E2F_TARGETS,191,200,0.955,True
GSM9226177,HALLMARK_G2M_CHECKPOINT,189,200,0.945,True
GSM9226177,HALLMARK_GLYCOLYSIS,191,200,0.955,True
GSM9226177,HALLMARK_HYPOXIA,195,200,0.975,True
GSM9226177,HALLMARK_IL6_JAK_STAT3_SIGNALING,86,87,0.9885057471264368,True
GSM9226177,HALLMARK_INFLAMMATORY_RESPONSE,198,200,0.99,True
GSM9226177,HALLMARK_INTERFERON_GAMMA_RESPONSE,188,200,0.94,True
GSM9226177,HALLMARK_OXIDATIVE_PHOSPHORYLATION,186,200,0.93,True
GSM9226177,HALLMARK_P53_PATHWAY,190,200,0.95,True
GSM9226177,HALLMARK_TGF_BETA_SIGNALING,53,54,0.9814814814814815,True
GSM9226177,HALLMARK_TNFA_SIGNALING_VIA_NFKB,196,200,0.98,True
GSM9226177,HALLMARK_WNT_BETA_CATENIN_SIGNALING,41,42,0.9761904761904762,True
GSM9226177,REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,294,300,0.98,True
GSM9226177,GENE_IL1B,1,1,1.0,True
GSM9226177,GENE_IL1A,1,1,1.0,True
GSM9226177,GENE_IL1R1,1,1,1.0,True
GSM9226177,GENE_IL1RAP,1,1,1.0,True
GSM9226177,GENE_IL1RN,1,1,1.0,True
GSM9226177,GENE_IL1R2,1,1,1.0,True
GSM9226177,GENE_SIGIRR,1,1,1.0,True
GSM9226177,GENE_TGFB1,1,1,1.0,True
GSM9226177,GENE_CCL2,1,1,1.0,True
GSM9226177,GENE_CXCL12,1,1,1.0,True
GSM9226177,GENE_AREG,1,1,1.0,True
GSM9226177,GENE_HBEGF,1,1,1.0,True
GSM9226177,GENE_FGF7,1,1,1.0,True
GSM9226177,GENE_FGF10,1,1,1.0,True
GSM9226177,GENE_COL1A1,1,1,1.0,True
GSM9226177,GENE_C1QA,1,1,1.0,True
GSM9226177,GENE_KRT8,1,1,1.0,True
GSM9226177,GENE_KRT5,1,1,1.0,True
GSM9226177,GENE_KRT17,1,1,1.0,True
GSM9226177,GENE_CLDN4,1,1,1.0,True
GSM9226177,GENE_SFTPC,1,1,1.0,True
GSM9226177,GENE_AGER,1,1,1.0,True
GSM9226177,GENE_AQP5,1,1,1.0,True
GSM9226177,GENE_CD3D,1,1,1.0,True
GSM9226177,GENE_CD8A,1,1,1.0,True
GSM9226177,GENE_TNF,1,1,1.0,True
GSM9226177,GENE_IFNG,1,1,1.0,True
GSM9226178,HALLMARK_E2F_TARGETS,191,200,0.955,True
GSM9226178,HALLMARK_G2M_CHECKPOINT,189,200,0.945,True
GSM9226178,HALLMARK_GLYCOLYSIS,191,200,0.955,True
GSM9226178,HALLMARK_HYPOXIA,195,200,0.975,True
GSM9226178,HALLMARK_IL6_JAK_STAT3_SIGNALING,86,87,0.9885057471264368,True
GSM9226178,HALLMARK_INFLAMMATORY_RESPONSE,198,200,0.99,True
GSM9226178,HALLMARK_INTERFERON_GAMMA_RESPONSE,188,200,0.94,True
GSM9226178,HALLMARK_OXIDATIVE_PHOSPHORYLATION,186,200,0.93,True
GSM9226178,HALLMARK_P53_PATHWAY,190,200,0.95,True
GSM9226178,HALLMARK_TGF_BETA_SIGNALING,53,54,0.9814814814814815,True
GSM9226178,HALLMARK_TNFA_SIGNALING_VIA_NFKB,196,200,0.98,True
GSM9226178,HALLMARK_WNT_BETA_CATENIN_SIGNALING,41,42,0.9761904761904762,True
GSM9226178,REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,294,300,0.98,True
GSM9226178,GENE_IL1B,1,1,1.0,True
GSM9226178,GENE_IL1A,1,1,1.0,True
GSM9226178,GENE_IL1R1,1,1,1.0,True
GSM9226178,GENE_IL1RAP,1,1,1.0,True
GSM9226178,GENE_IL1RN,1,1,1.0,True
GSM9226178,GENE_IL1R2,1,1,1.0,True
GSM9226178,GENE_SIGIRR,1,1,1.0,True
GSM9226178,GENE_TGFB1,1,1,1.0,True
GSM9226178,GENE_CCL2,1,1,1.0,True
GSM9226178,GENE_CXCL12,1,1,1.0,True
GSM9226178,GENE_AREG,1,1,1.0,True
GSM9226178,GENE_HBEGF,1,1,1.0,True
GSM9226178,GENE_FGF7,1,1,1.0,True
GSM9226178,GENE_FGF10,1,1,1.0,True
GSM9226178,GENE_COL1A1,1,1,1.0,True
GSM9226178,GENE_C1QA,1,1,1.0,True
GSM9226178,GENE_KRT8,1,1,1.0,True
GSM9226178,GENE_KRT5,1,1,1.0,True
GSM9226178,GENE_KRT17,1,1,1.0,True
GSM9226178,GENE_CLDN4,1,1,1.0,True
GSM9226178,GENE_SFTPC,1,1,1.0,True
GSM9226178,GENE_AGER,1,1,1.0,True
GSM9226178,GENE_AQP5,1,1,1.0,True
GSM9226178,GENE_CD3D,1,1,1.0,True
GSM9226178,GENE_CD8A,1,1,1.0,True
GSM9226178,GENE_TNF,1,1,1.0,True
GSM9226178,GENE_IFNG,1,1,1.0,True
GSM9226179,HALLMARK_E2F_TARGETS,191,200,0.955,True
GSM9226179,HALLMARK_G2M_CHECKPOINT,189,200,0.945,True
GSM9226179,HALLMARK_GLYCOLYSIS,191,200,0.955,True
GSM9226179,HALLMARK_HYPOXIA,195,200,0.975,True
