gene	gene_group	mark	window_1kb	replicate	contrast	eligible_1kb	log2_ratio_difference_1kb	raw_mark_log2_ratio_1kb	H3_log2_ratio_1kb	window_5kb	eligible_5kb	log2_ratio_difference_5kb	raw_mark_log2_ratio_5kb	H3_log2_ratio_5kb	both_windows_eligible	same_direction_across_windows	H3_changes_direction_1kb	H3_changes_direction_5kb
TP63	transition_stress	H3K27me3	promoter	CUT1	iATCs_minus_iAT1	True	0.5770188815499893	0.7116746913959235	0.1346558098459342	broad_promoter	True	-1.0689143400479508	-0.4923443779065178	0.5765699621414332	True	0.0	0.0	0.0
COL1A1	transition_stress	H3K27me3	promoter	CUT1	iATCs_minus_iAT2	True	-2.154234429169681	-1.7819427643983998	0.3722916647712815	broad_promoter	True	-1.7337167352662752	-1.5221504546427498	0.2115662806235254	True	1.0	0.0	0.0
COL1A1	transition_stress	H3K27me3	promoter	CUT1	iATCs_minus_iAT1	True	-3.242307539514401	-2.0712523438850243	1.1710551956293769	broad_promoter	True	-2.7155702471906187	-1.6653724649746893	1.050197782215929	True	1.0	0.0	0.0
ATF3	regulators	H3K27me3	promoter	CUT1	iATCs_minus_iAT2	True	-0.8953315188514313	-0.7801517129083679	0.1151798059430633	broad_promoter	True	-0.6948977350561749	0.6167489801846066	1.3116467152407816	True	1.0	0.0	1.0
ATF3	regulators	H3K27me3	promoter	CUT1	iATCs_minus_iAT1	True	-1.3167183625834675	-0.121508679985897	1.1952096825975704	broad_promoter	True	-0.4613438095301237	0.0642883794002009	0.5256321889303247	True	1.0	0.0	1.0
HNF1B	regulators	H3K27me3	promoter	CUT1	iATCs_minus_iAT2	True	-0.9633598599975612	-0.1754938471573722	0.7878660128401888	broad_promoter	True	-1.4838734190699352	-0.1238198191771361	1.3600535998927992	True	1.0	0.0	0.0
HNF1B	regulators	H3K27me3	promoter	CUT1	iATCs_minus_iAT1	True	-1.834100797883096	0.2125369533364727	2.0466377512195684	broad_promoter	True	-1.0705608820259822	0.1888490210397044	1.259409903065687	True	1.0	1.0	1.0
TP53	regulators	H3K27me3	promoter	CUT1	iATCs_minus_iAT2	True	-0.1771241353539544	0.2929135226828087	0.4700376580367633	broad_promoter	True	0.0311795425968138	0.3824957185636349	0.3513161759668212	True	0.0	1.0	0.0
TP53	regulators	H3K27me3	promoter	CUT1	iATCs_minus_iAT1	True	-0.8161770119040511	-0.0437796690215038	0.7723973428825474	broad_promoter	True	-0.973062035319733	0.2128300315495467	1.1858920668692798	True	1.0	0.0	1.0
CEBPA	regulators	H3K27me3	promoter	CUT1	iATCs_minus_iAT2	True	-0.3195234484884848	-0.4386467373196672	-0.1191232888311823	broad_promoter	True	-0.8174446979800863	-0.7060817585277828	0.1113629394523036	True	1.0	0.0	0.0
CEBPA	regulators	H3K27me3	promoter	CUT1	iATCs_minus_iAT1	True	-1.0637451666144464	-0.3516198854462614	0.7121252811681851	broad_promoter	True	-1.02826479283932	-0.4069328609651743	0.6213319318741455	True	1.0	0.0	0.0
SFTPC	AT2	H3K27me3	promoter	CUT2	iATCs_minus_iAT2	True	-0.8514491392814842	-0.1318694866695446	0.71957965261194	broad_promoter	True	-0.3851209698365587	-0.1267032274208973	0.2584177424156615	True	1.0	0.0	0.0
SFTPC	AT2	H3K27me3	promoter	CUT2	iATCs_minus_iAT1	True	-1.376107820930216	-0.5676420064911857	0.8084658144390308	broad_promoter	True	-0.767492481358043	-0.5648072987537973	0.2026851826042456	True	1.0	0.0	0.0
ABCA3	AT2	H3K27me3	promoter	CUT2	iATCs_minus_iAT2	True	1.3749096359599158	1.7229609434958637	0.3480513075359478	broad_promoter	True	1.2853077970514135	1.741681055112035	0.4563732580606207	True	1.0	0.0	0.0
ABCA3	AT2	H3K27me3	promoter	CUT2	iATCs_minus_iAT1	True	1.195419017756946	1.9244196574984724	0.7290006397415264	broad_promoter	True	0.9400311471507004	1.7588955999323317	0.8188644527816309	True	1.0	0.0	0.0
NKX2-1	AT2	H3K27me3	promoter	CUT2	iATCs_minus_iAT2	True	0.26892008982522	1.3018449008398594	1.0329248110146396	broad_promoter	True	0.6920024484693688	1.67173855248676	0.9797361040173912	True	1.0	0.0	0.0
NKX2-1	AT2	H3K27me3	promoter	CUT2	iATCs_minus_iAT1	True	1.2902757196344827	2.022121994706882	0.7318462750723994	broad_promoter	True	1.1559776451921715	2.091484054388263	0.9355064091960912	True	1.0	0.0	0.0
ETV5	AT2	H3K27me3	promoter	CUT2	iATCs_minus_iAT2	True	0.2525624366370603	0.4520107533218754	0.199448316684815	broad_promoter	True	-0.0230814329922999	0.3228311399842477	0.3459125729765476	True	0.0	0.0	1.0
ETV5	AT2	H3K27me3	promoter	CUT2	iATCs_minus_iAT1	True	-1.561390830693672	-0.4815831299321125	1.0798077007615592	broad_promoter	True	-1.7335813729440002	-0.8544713534220849	0.8791100195219153	True	1.0	0.0	0.0
SFTPB	AT2	H3K27me3	promoter	CUT2	iATCs_minus_iAT2	True	1.1745934042383852	0.7139574178593043	-0.460635986379081	broad_promoter	True	1.22951211022637	1.548706697232071	0.3191945870057013	True	1.0	0.0	0.0
SFTPB	AT2	H3K27me3	promoter	CUT2	iATCs_minus_iAT1	True	1.3471153495892043	0.9153249322651984	-0.4317904173240058	broad_promoter	True	1.9933147226221608	2.3719716787191625	0.3786569560970019	True	1.0	0.0	0.0
AGER	AT1	H3K27me3	promoter	CUT2	iATCs_minus_iAT2	False			2.385592038788116	broad_promoter	True	-1.2320195452597609	-0.3038731389858518	0.9281464062739092	False			0.0
AGER	AT1	H3K27me3	promoter	CUT2	iATCs_minus_iAT1	False			1.18781383125292	broad_promoter	True	-1.77379612353521	-0.7355068439710339	1.0382892795641765	False			0.0
PDPN	AT1	H3K27me3	promoter	CUT2	iATCs_minus_iAT2	True	-0.4115397788783552	0.141518894668739	0.5530586735470944	broad_promoter	True	-0.4480107375581788	0.0620350337922396	0.5100457713504184	True	1.0	1.0	1.0
PDPN	AT1	H3K27me3	promoter	CUT2	iATCs_minus_iAT1	True	-0.0893042657362308	1.4273077108274923	1.5166119765637232	broad_promoter	True	0.1708520543934255	1.3921588108135698	1.2213067564201443	True	0.0	1.0	0.0
HOPX	AT1	H3K27me3	promoter	CUT2	iATCs_minus_iAT2	True	1.0989894905025637	0.7993309751599709	-0.2996585153425925	broad_promoter	True	0.4557209096779006	0.5067876159205309	0.0510667062426304	True	1.0	0.0	0.0
HOPX	AT1	H3K27me3	promoter	CUT2	iATCs_minus_iAT1	True	-0.3781469231001685	0.4522543559700577	0.8304012790702264	broad_promoter	True	-0.7600537459445456	0.7900974430828365	1.5501511890273822	True	1.0	1.0	1.0
CAV1	AT1	H3K27me3	promoter	CUT2	iATCs_minus_iAT2	True	0.4636412353575654	-0.0188647969905859	-0.4825060323481516	broad_promoter	True	0.3986060391658392	-0.1093170210147334	-0.5079230601805726	True	1.0	1.0	1.0
CAV1	AT1	H3K27me3	promoter	CUT2	iATCs_minus_iAT1	True	2.8978804647387184	1.97262286226964	-0.9252576024690786	broad_promoter	True	1.8933877068155565	1.878660287630526	-0.0147274191850299	True	1.0	0.0	0.0
AQP5	AT1	H3K27me3	promoter	CUT2	iATCs_minus_iAT2	True	-0.6379308435673585	-1.033306820480154	-0.3953759769127956	broad_promoter	True	-0.6307734174136645	-1.134075706943513	-0.5033022895298482	True	1.0	0.0	0.0
AQP5	AT1	H3K27me3	promoter	CUT2	iATCs_minus_iAT1	True	-1.757034889238147	-1.3000799686708957	0.456954920567252	broad_promoter	True	-1.4558380523838088	-1.3126749499413408	0.1431631024424681	True	1.0	0.0	0.0
KRT8	transition_stress	H3K27me3	promoter	CUT2	iATCs_minus_iAT2	True	0.407782488769831	0.1539534699889264	-0.2538290187809046	broad_promoter	True	-0.1330676733272073	-0.0774203362932728	0.0556473370339345	True	0.0	0.0	0.0
KRT8	transition_stress	H3K27me3	promoter	CUT2	iATCs_minus_iAT1	True	-0.913855419860921	0.5348533447516411	1.4487087646125625	broad_promoter	True	-0.7376632496159068	-0.0772154584752968	0.6604477911406099	True	1.0	1.0	0.0
CLDN4	transition_stress	H3K27me3	promoter	CUT2	iATCs_minus_iAT2	True	-1.2654456224657658	0.0366179642164867	1.3020635866822527	broad_promoter	True	-0.3937968422147466	-0.0878833590476569	0.3059134831670898	True	1.0	1.0	0.0
CLDN4	transition_stress	H3K27me3	promoter	CUT2	iATCs_minus_iAT1	True	-1.7492723538544843	0.3330063728969055	2.0822787267513903	broad_promoter	True	-1.0287552531412474	-0.2873219431358023	0.7414333100054448	True	1.0	1.0	0.0
KRT19	transition_stress	H3K27me3	promoter	CUT2	iATCs_minus_iAT2	True	-1.8998243403468569	-0.8781568493202853	1.0216674910265715	broad_promoter	True	-1.1988848663318938	-0.5591720223514444	0.6397128439804495	True	1.0	0.0	0.0
KRT19	transition_stress	H3K27me3	promoter	CUT2	iATCs_minus_iAT1	True	-1.6354368643813697	0.3903036889120256	2.0257405532933954	broad_promoter	True	-0.961022429425612	0.2901075804008826	1.2511300098264944	True	1.0	1.0	1.0
CDKN1A	transition_stress	H3K27me3	promoter	CUT2	iATCs_minus_iAT2	True	-0.8881670994820342	-1.6693585799809425	-0.7811914804989081	broad_promoter	True	-1.9178135636798368	-1.83335844131052	0.0844551223693168	True	1.0	0.0	0.0
CDKN1A	transition_stress	H3K27me3	promoter	CUT2	iATCs_minus_iAT1	True	-1.7365351119880077	-1.43563721260404	0.3008978993839677	broad_promoter	True	-1.8129822562642215	-0.9323939725478608	0.8805882837163608	True	1.0	0.0	0.0
SFN	transition_stress	H3K27me3	promoter	CUT2	iATCs_minus_iAT2	True	-0.3806498383178121	0.2209476359233272	0.6015974742411393	broad_promoter	True	-0.4906957665973044	-0.1034326022002514	0.3872631643970531	True	1.0	1.0	0.0
SFN	transition_stress	H3K27me3	promoter	CUT2	iATCs_minus_iAT1	True	-0.7409039757399134	-0.0612131089063675	0.679690866833546	broad_promoter	True	-0.171475489246778	0.3445078022649429	0.515983291511721	True	1.0	0.0	1.0
ITGB6	transition_stress	H3K27me3	promoter	CUT2	iATCs_minus_iAT2	False			0.8148319946382433	broad_promoter	True	-1.0721390935482975	-0.8619083862923506	0.210230707255947	False			0.0
ITGB6	transition_stress	H3K27me3	promoter	CUT2	iATCs_minus_iAT1	True	0.5423381370347715	0.359297518481421	-0.1830406185533507	broad_promoter	True	-0.8830848022122939	-0.4831612045320991	0.3999235976801948	True	0.0	0.0	0.0
KRT17	transition_stress	H3K27me3	promoter	CUT2	iATCs_minus_iAT2	True	-0.352051459445281	0.2483507521546461	0.6004022115999271	broad_promoter	True	-0.0390343931807311	0.1330272100787423	0.1720616032594736	True	1.0	1.0	1.0
KRT17	transition_stress	H3K27me3	promoter	CUT2	iATCs_minus_iAT1	True	-1.2028517340762446	0.4399230742597181	1.6427748083359623	broad_promoter	True	-0.6528542822813326	0.1992173815673151	0.8520716638486479	True	1.0	1.0	1.0
TP63	transition_stress	H3K27me3	promoter	CUT2	iATCs_minus_iAT2	True	-0.9688470101892066	-2.052615982780641	-1.0837689725914348	broad_promoter	True	-0.5913748754227366	-1.2759222444981262	-0.68454736907539	True	1.0	0.0	0.0
TP63	transition_stress	H3K27me3	promoter	CUT2	iATCs_minus_iAT1	True	-0.9363591001568612	-1.441064810883428	-0.504705710726567	broad_promoter	True	-0.7193013151459571	-0.8303534977621264	-0.1110521826161694	True	1.0	0.0	0.0
COL1A1	transition_stress	H3K27me3	promoter	CUT2	iATCs_minus_iAT2	True	-2.0780570065639967	-1.6452446192544463	0.4328123873095503	broad_promoter	True	-1.905000356318264	-1.7332431228006562	0.1717572335176072	True	1.0	0.0	0.0
COL1A1	transition_stress	H3K27me3	promoter	CUT2	iATCs_minus_iAT1	True	-2.206826962786591	-1.8157505427861516	0.3910764200004394	broad_promoter	True	-2.2363611804280032	-1.6195265694032095	0.6168346110247935	True	1.0	0.0	0.0
ATF3	regulators	H3K27me3	promoter	CUT2	iATCs_minus_iAT2	True	-1.260238356403771	-0.6556085663330508	0.6046297900707203	broad_promoter	True	0.1695124178062557	0.2719723226400898	0.1024599048338341	True	0.0	0.0	0.0
ATF3	regulators	H3K27me3	promoter	CUT2	iATCs_minus_iAT1	True	-1.1395541464187549	-0.6609996631527009	0.4785544832660541	broad_promoter	True	0.1966926111209096	0.1151726374732788	-0.0815199736476308	True	0.0	0.0	0.0
HNF1B	regulators	H3K27me3	promoter	CUT2	iATCs_minus_iAT2	True	-1.697320001934526	-1.6152958199010783	0.0820241820334477	broad_promoter	True	-2.3095237495252663	-1.66913354862634	0.6403902008989258	True	1.0	0.0	0.0
HNF1B	regulators	H3K27me3	promoter	CUT2	iATCs_minus_iAT1	True	-0.8281779023701132	-0.842614404460311	-0.0144365020901977	broad_promoter	True	-1.5340913919610797	-0.8686540581303092	0.6654373338307705	True	1.0	0.0	0.0
TP53	regulators	H3K27me3	promoter	CUT2	iATCs_minus_iAT2	True	-0.109886491374341	0.504685666107722	0.614572157482063	broad_promoter	True	-0.1171298458513515	0.5922031969938004	0.7093330428451518	True	1.0	1.0	1.0
TP53	regulators	H3K27me3	promoter	CUT2	iATCs_minus_iAT1	True	-0.7430922609767464	0.1556882846157921	0.8987805455925387	broad_promoter	True	-0.6518944513044564	0.3051628538037439	0.9570573051082002	True	1.0	1.0	1.0
CEBPA	regulators	H3K27me3	promoter	CUT2	iATCs_minus_iAT2	True	-0.7155265411983249	-0.6607259844310075	0.0548005567673176	broad_promoter	True	-1.0587787736711425	-0.8807041695507245	0.1780746041204176	True	1.0	0.0	0.0
CEBPA	regulators	H3K27me3	promoter	CUT2	iATCs_minus_iAT1	True	-0.5704365409747787	-0.1711259033360682	0.3993106376387104	broad_promoter	True	-0.9078315701475932	-0.360810156300735	0.547021413846858	True	1.0	0.0	0.0
