label,uncertainty_cutoff,cells,gene,detection_fraction,mean_normalized_10000
AT1,0.2,3820,C1QB,0.1463350785340314,0.8218005644268445
AT1,0.2,3820,CD68,0.16910994764397905,0.8498297420050656
AT1,0.2,3820,CSF1R,0.03534031413612566,0.17785226091820186
AT1,0.2,3820,PPARG,0.026963350785340314,0.10907149719623138
AT1,0.2,3820,FABP4,0.018848167539267015,0.10311827204920634
AT1,0.2,3820,COL1A1,0.15261780104712042,0.8343684875914624
AT1,0.2,3820,COL1A2,0.17356020942408376,1.055027753838726
AT1,0.2,3820,COL3A1,0.13141361256544504,0.7298177646365286
AT1,0.2,3820,DCN,0.2518324607329843,1.7588131835964178
AT1,0.2,3820,LUM,0.15,0.8697335187560999
AT1,0.2,3820,PDGFRA,0.01832460732984293,0.07076371130085743
AT1,0.2,3820,PI16,0.006544502617801047,0.029365473465068674
AT1,0.2,3820,ACTA2,0.04869109947643979,0.23722594701709937
AT1,0.2,3820,TAGLN,0.325130890052356,2.3863487675259494
AT1,0.2,3820,MYH11,0.032722513089005235,0.1857913573764206
AT1,0.2,3820,PECAM1,0.1238219895287958,0.7551816302625212
AT1,0.2,3820,VWF,0.051047120418848166,0.2983766997621163
AT1,0.2,3820,MKI67,0.0075916230366492145,0.03602270384842692
AT1,0.2,3820,CLDN4,0.5965968586387435,5.015910266669242
AT1,0.2,3820,KRT17,0.0075916230366492145,0.04884172277928495
AT2,0.2,11129,EPCAM,0.5133435169377303,2.309424931591852
AT2,0.2,11129,KRT8,0.542905921466439,3.2713301886716155
AT2,0.2,11129,SFTPC,0.9989217360050319,592.5058871631825
AT2,0.2,11129,SFTPA1,0.9977536166771498,276.5943411900326
AT2,0.2,11129,ABCA3,0.9128403270734118,18.004509709144603
AT2,0.2,11129,AGER,0.5835205319435709,4.609798053364783
AT2,0.2,11129,HOPX,0.6371641656932339,3.976575192402576
AT2,0.2,11129,SCGB1A1,0.1052205948423039,0.48493517662517777
AT2,0.2,11129,FOXJ1,0.031269655854074936,0.07632496602073793
AT2,0.2,11129,PTPRC,0.04816245844190853,0.142856389264896
AT2,0.2,11129,LST1,0.04591607511905832,0.1405397065877498
AT2,0.2,11129,TYROBP,0.1468236139814898,0.5319321471203031
AT2,0.2,11129,C1QA,0.2533021834845898,1.0414002983378892
AT2,0.2,11129,C1QB,0.2223919489621709,0.9180951960467443
AT2,0.2,11129,CD68,0.2405427262108006,0.8920589465029316
AT2,0.2,11129,CSF1R,0.06370743103603199,0.23882004341111038
AT2,0.2,11129,PPARG,0.03818851648845359,0.10275197708152162
AT2,0.2,11129,FABP4,0.03171893251864498,0.11809997267972135
AT2,0.2,11129,COL1A1,0.32401833048791445,1.6583476031538409
AT2,0.2,11129,COL1A2,0.28996315931350525,1.5469269316068421
AT2,0.2,11129,COL3A1,0.2150238116632222,1.1199769062745975
AT2,0.2,11129,DCN,0.3454937550543625,1.9531224448450428
AT2,0.2,11129,LUM,0.23407314224099202,1.110586939479247
AT2,0.2,11129,PDGFRA,0.03962620181507773,0.1033232084249104
AT2,0.2,11129,PI16,0.008266690628088777,0.024254353985103238
AT2,0.2,11129,ACTA2,0.07718573097313325,0.2553629354195189
AT2,0.2,11129,TAGLN,0.28232545601581455,1.2176529199205959
AT2,0.2,11129,MYH11,0.04375954712912211,0.16214843375245133
AT2,0.2,11129,PECAM1,0.2515949321592236,1.0999349031950734
AT2,0.2,11129,VWF,0.07188426633120676,0.294931304461365
AT2,0.2,11129,MKI67,0.014466708599155359,0.04867283568747218
AT2,0.2,11129,CLDN4,0.5738161559888579,3.297990961907243
AT2,0.2,11129,KRT17,0.007817413963518734,0.04239238172353407
AT2 proliferating,0.2,24,EPCAM,0.9583333333333334,3.4468801499203483
AT2 proliferating,0.2,24,KRT8,1.0,7.959618271469625
AT2 proliferating,0.2,24,SFTPC,1.0,374.92465217126727
AT2 proliferating,0.2,24,SFTPA1,1.0,122.2670579316037
AT2 proliferating,0.2,24,ABCA3,0.8333333333333334,7.064834190261818
AT2 proliferating,0.2,24,AGER,0.9166666666666666,4.5724863937708955
AT2 proliferating,0.2,24,HOPX,0.9583333333333334,4.363994801383078
AT2 proliferating,0.2,24,SCGB1A1,0.25,0.39269054846169577
AT2 proliferating,0.2,24,FOXJ1,0.20833333333333334,0.48781590747364373
AT2 proliferating,0.2,24,PTPRC,0.20833333333333334,0.23568145704373455
AT2 proliferating,0.2,24,LST1,0.08333333333333333,0.025070980738167627
AT2 proliferating,0.2,24,TYROBP,0.20833333333333334,0.36455270139087287
AT2 proliferating,0.2,24,C1QA,0.4166666666666667,0.5744875938691878
AT2 proliferating,0.2,24,C1QB,0.4166666666666667,0.6174325749482111
AT2 proliferating,0.2,24,CD68,0.4583333333333333,0.8043500493503308
AT2 proliferating,0.2,24,CSF1R,0.041666666666666664,0.03489378332356307
AT2 proliferating,0.2,24,PPARG,0.041666666666666664,0.017031132910961234
AT2 proliferating,0.2,24,FABP4,0.041666666666666664,0.035713265335276134
AT2 proliferating,0.2,24,COL1A1,0.5833333333333334,1.1376418799079324
AT2 proliferating,0.2,24,COL1A2,0.4166666666666667,0.8538537885735481
AT2 proliferating,0.2,24,COL3A1,0.4583333333333333,1.1213200740151177
AT2 proliferating,0.2,24,DCN,0.5416666666666666,1.2314463362692796
AT2 proliferating,0.2,24,LUM,0.16666666666666666,0.5917724767046969
AT2 proliferating,0.2,24,PDGFRA,0.08333333333333333,0.15435729064693965
AT2 proliferating,0.2,24,PI16,0.0,0.0
AT2 proliferating,0.2,24,ACTA2,0.125,0.2888057070347464
AT2 proliferating,0.2,24,TAGLN,0.2916666666666667,0.8790715790396831
AT2 proliferating,0.2,24,MYH11,0.0,0.0
AT2 proliferating,0.2,24,PECAM1,0.041666666666666664,0.01655541428268701
AT2 proliferating,0.2,24,VWF,0.041666666666666664,0.08564576909900651
AT2 proliferating,0.2,24,MKI67,1.0,9.106462779897548
AT2 proliferating,0.2,24,CLDN4,0.8333333333333334,2.6620214648582237
AT2 proliferating,0.2,24,KRT17,0.0,0.0
Adventitial fibroblasts,0.2,297,EPCAM,0.0707070707070707,0.2703363348799637
Adventitial fibroblasts,0.2,297,KRT8,0.13131313131313133,0.5733769115265758
Adventitial fibroblasts,0.2,297,SFTPC,0.8619528619528619,26.005840342875118
Adventitial fibroblasts,0.2,297,SFTPA1,0.7407407407407407,14.465727950242156
Adventitial fibroblasts,0.2,297,ABCA3,0.18518518518518517,0.7881224844386093
Adventitial fibroblasts,0.2,297,AGER,0.3569023569023569,3.417944329697043
Adventitial fibroblasts,0.2,297,HOPX,0.10437710437710437,0.5434388328013332
Adventitial fibroblasts,0.2,297,SCGB1A1,0.13804713804713806,0.9926249219540833
Adventitial fibroblasts,0.2,297,FOXJ1,0.020202020202020204,0.09036497873561591
Adventitial fibroblasts,0.2,297,PTPRC,0.04377104377104377,0.16944456774945368
Adventitial fibroblasts,0.2,297,LST1,0.04040404040404041,0.177363174888024
Adventitial fibroblasts,0.2,297,TYROBP,0.13804713804713806,0.6105577093597264
Adventitial fibroblasts,0.2,297,C1QA,0.20875420875420875,1.0841799511238113
Adventitial fibroblasts,0.2,297,C1QB,0.1717171717171717,0.7852060091755267
Adventitial fibroblasts,0.2,297,CD68,0.21885521885521886,1.0450606475893132
Adventitial fibroblasts,0.2,297,CSF1R,0.05723905723905724,0.28292388672484503
Adventitial fibroblasts,0.2,297,PPARG,0.030303030303030304,0.10850587588668417
Adventitial fibroblasts,0.2,297,FABP4,0.013468013468013467,0.08169165344121454
Adventitial fibroblasts,0.2,297,COL1A1,0.9528619528619529,26.774448661502095
Adventitial fibroblasts,0.2,297,COL1A2,0.9764309764309764,44.96941677657043
Adventitial fibroblasts,0.2,297,COL3A1,0.8821548821548821,18.735500760146984
Adventitial fibroblasts,0.2,297,DCN,0.9865319865319865,159.61468997154185
Adventitial fibroblasts,0.2,297,LUM,0.7407407407407407,17.979196566092128
Adventitial fibroblasts,0.2,297,PDGFRA,0.4983164983164983,3.6825078115016154
Adventitial fibroblasts,0.2,297,PI16,0.6902356902356902,15.632337215559472
Adventitial fibroblasts,0.2,297,ACTA2,0.10774410774410774,0.3529361515781567
Adventitial fibroblasts,0.2,297,TAGLN,0.5555555555555556,5.888080378446898
Adventitial fibroblasts,0.2,297,MYH11,0.04040404040404041,0.16779776146654823
Adventitial fibroblasts,0.2,297,PECAM1,0.13468013468013468,0.5708675376378044
Adventitial fibroblasts,0.2,297,VWF,0.08080808080808081,0.46708843104563685
Adventitial fibroblasts,0.2,297,MKI67,0.003367003367003367,0.007112385650619702
Adventitial fibroblasts,0.2,297,CLDN4,0.07407407407407407,0.3077738037646928
Adventitial fibroblasts,0.2,297,KRT17,0.003367003367003367,0.006209891860943133
Alveolar Mph proliferating,0.2,2,EPCAM,0.0,0.0
Alveolar Mph proliferating,0.2,2,KRT8,0.0,0.0
Alveolar Mph proliferating,0.2,2,SFTPC,1.0,4.79358745266247
Alveolar Mph proliferating,0.2,2,SFTPA1,1.0,8.273804797628593
Alveolar Mph proliferating,0.2,2,ABCA3,0.0,0.0
Alveolar Mph proliferating,0.2,2,AGER,0.5,1.3133701076963489
Alveolar Mph proliferating,0.2,2,HOPX,0.0,0.0
Alveolar Mph proliferating,0.2,2,SCGB1A1,0.0,0.0
Alveolar Mph proliferating,0.2,2,FOXJ1,0.0,0.0
Alveolar Mph proliferating,0.2,2,PTPRC,1.0,2.396793726331235
Alveolar Mph proliferating,0.2,2,LST1,0.0,0.0
Alveolar Mph proliferating,0.2,2,TYROBP,1.0,15.464185976622296
Alveolar Mph proliferating,0.2,2,C1QA,1.0,34.80217344966121
Alveolar Mph proliferating,0.2,2,C1QB,1.0,24.59146790382431
Alveolar Mph proliferating,0.2,2,CD68,1.0,32.24174206094094
Alveolar Mph proliferating,0.2,2,CSF1R,0.0,0.0
Alveolar Mph proliferating,0.2,2,PPARG,0.5,2.1668472372697725
Alveolar Mph proliferating,0.2,2,FABP4,0.5,5.417118093174431
Alveolar Mph proliferating,0.2,2,COL1A1,0.0,0.0
Alveolar Mph proliferating,0.2,2,COL1A2,0.5,1.3133701076963489
Alveolar Mph proliferating,0.2,2,COL3A1,0.0,0.0
Alveolar Mph proliferating,0.2,2,DCN,0.5,1.3133701076963489
Alveolar Mph proliferating,0.2,2,LUM,0.0,0.0
Alveolar Mph proliferating,0.2,2,PDGFRA,0.0,0.0
Alveolar Mph proliferating,0.2,2,PI16,0.0,0.0
Alveolar Mph proliferating,0.2,2,ACTA2,0.0,0.0
Alveolar Mph proliferating,0.2,2,TAGLN,0.5,4.333694474539545
Alveolar Mph proliferating,0.2,2,MYH11,0.0,0.0
Alveolar Mph proliferating,0.2,2,PECAM1,1.0,3.710163834027584
Alveolar Mph proliferating,0.2,2,VWF,0.0,0.0
Alveolar Mph proliferating,0.2,2,MKI67,1.0,20.947612896469153
Alveolar Mph proliferating,0.2,2,CLDN4,0.0,0.0
Alveolar Mph proliferating,0.2,2,KRT17,0.0,0.0
Alveolar fibroblasts,0.2,5873,EPCAM,0.1658436914694364,0.8926159523870715
Alveolar fibroblasts,0.2,5873,KRT8,0.1486463476928316,0.8204606369410233
Alveolar fibroblasts,0.2,5873,SFTPC,0.826834667120722,34.274834733493435
Alveolar fibroblasts,0.2,5873,SFTPA1,0.8075940745785799,20.749260177576225
Alveolar fibroblasts,0.2,5873,ABCA3,0.12651115273284522,0.8081535552558409
Alveolar fibroblasts,0.2,5873,AGER,0.4876553720415461,7.161687147285843
Alveolar fibroblasts,0.2,5873,HOPX,0.1718031670355866,0.9956336820732894
Alveolar fibroblasts,0.2,5873,SCGB1A1,0.08530563596117827,0.5680557129749545
Alveolar fibroblasts,0.2,5873,FOXJ1,0.0059594755661501785,0.027165824104000518
Alveolar fibroblasts,0.2,5873,PTPRC,0.03660820704920824,0.1498734762266692
Alveolar fibroblasts,0.2,5873,LST1,0.04529201430274136,0.19230533484954548
Alveolar fibroblasts,0.2,5873,TYROBP,0.1270219649242295,0.7619972594616375
Alveolar fibroblasts,0.2,5873,C1QA,0.2026221692491061,1.58930617316635
Alveolar fibroblasts,0.2,5873,C1QB,0.18235995232419547,1.4109432324372342
Alveolar fibroblasts,0.2,5873,CD68,0.20449514728418186,1.2666531010620543
Alveolar fibroblasts,0.2,5873,CSF1R,0.06742720926272773,0.4688552288330491
Alveolar fibroblasts,0.2,5873,PPARG,0.028435211987059426,0.12908160552212214
Alveolar fibroblasts,0.2,5873,FABP4,0.028605482717520857,0.18616446815647358
Alveolar fibroblasts,0.2,5873,COL1A1,0.8859186105908394,18.114483120431995
Alveolar fibroblasts,0.2,5873,COL1A2,0.9330836029286566,25.68403845940767
Alveolar fibroblasts,0.2,5873,COL3A1,0.8431806572450196,15.87699586622956
Alveolar fibroblasts,0.2,5873,DCN,0.9390430784948067,29.838439053758705
Alveolar fibroblasts,0.2,5873,LUM,0.8596969180997787,19.409946572520866
Alveolar fibroblasts,0.2,5873,PDGFRA,0.5029797377830751,4.191645330192726
Alveolar fibroblasts,0.2,5873,PI16,0.02128384130767921,0.17761076356988373
Alveolar fibroblasts,0.2,5873,ACTA2,0.1789545377149668,1.3238696298809411
Alveolar fibroblasts,0.2,5873,TAGLN,0.4006470287757534,4.060895301097802
Alveolar fibroblasts,0.2,5873,MYH11,0.04682445087689426,0.31013063420025927
Alveolar fibroblasts,0.2,5873,PECAM1,0.138600374595607,0.9421482509487255
Alveolar fibroblasts,0.2,5873,VWF,0.062148816618423294,0.3856135465110569
Alveolar fibroblasts,0.2,5873,MKI67,0.010727056019070322,0.05623617261081382
Alveolar fibroblasts,0.2,5873,CLDN4,0.05874340200919462,0.2590866224758702
Alveolar fibroblasts,0.2,5873,KRT17,0.0027243316873829387,0.010930713572639424
Alveolar macrophages,0.2,2515,EPCAM,0.06759443339960239,0.07803925494076634
Alveolar macrophages,0.2,2515,KRT8,0.263220675944334,0.358373112996214
Alveolar macrophages,0.2,2515,SFTPC,0.9634194831013917,12.720491981159709
Alveolar macrophages,0.2,2515,SFTPA1,0.9339960238568589,8.520337797694378
Alveolar macrophages,0.2,2515,ABCA3,0.24652087475149106,0.32713910865339735
Alveolar macrophages,0.2,2515,AGER,0.551093439363817,1.2581471558591537
Alveolar macrophages,0.2,2515,HOPX,0.2560636182902585,0.35088277059035045
Alveolar macrophages,0.2,2515,SCGB1A1,0.24532803180914514,0.4024677760120896
Alveolar macrophages,0.2,2515,FOXJ1,0.013518886679920477,0.009647404609634338
Alveolar macrophages,0.2,2515,PTPRC,0.6675944333996023,1.3425670266607765
Alveolar macrophages,0.2,2515,LST1,0.8453280318091452,3.0352560432196634
Alveolar macrophages,0.2,2515,TYROBP,0.9848906560636183,17.42529736039864
Alveolar macrophages,0.2,2515,C1QA,0.9940357852882704,48.36967286123063
Alveolar macrophages,0.2,2515,C1QB,0.989662027833002,45.07884479592876
Alveolar macrophages,0.2,2515,CD68,0.9952286282306163,29.47742103361412
Alveolar macrophages,0.2,2515,CSF1R,0.8266401590457256,3.521265278226893
Alveolar macrophages,0.2,2515,PPARG,0.8596421471172963,5.7009344200968055
Alveolar macrophages,0.2,2515,FABP4,0.7105367793240557,14.430372715250192
Alveolar macrophages,0.2,2515,COL1A1,0.35785288270377735,0.8509288392445258
Alveolar macrophages,0.2,2515,COL1A2,0.3491053677932406,0.7407639238744199
Alveolar macrophages,0.2,2515,COL3A1,0.24652087475149106,0.5130014582166138
Alveolar macrophages,0.2,2515,DCN,0.37773359840954274,0.8527871223802113
Alveolar macrophages,0.2,2515,LUM,0.2238568588469185,0.4682314635652481
Alveolar macrophages,0.2,2515,PDGFRA,0.04055666003976143,0.06169059596910197
Alveolar macrophages,0.2,2515,PI16,0.01073558648111332,0.013043053305049315
Alveolar macrophages,0.2,2515,ACTA2,0.24453280318091453,0.3268612889290386
Alveolar macrophages,0.2,2515,TAGLN,0.8747514910536779,4.980596031220949
Alveolar macrophages,0.2,2515,MYH11,0.04970178926441352,0.07032933302046297
Alveolar macrophages,0.2,2515,PECAM1,0.9399602385685885,7.99181450290062
Alveolar macrophages,0.2,2515,VWF,0.14353876739562624,0.20799505960179399
Alveolar macrophages,0.2,2515,MKI67,0.033399602385685886,0.05289164915504624
Alveolar macrophages,0.2,2515,CLDN4,0.12445328031809146,0.12825264855531612
Alveolar macrophages,0.2,2515,KRT17,0.0075546719681908545,0.01172880932384121
B cells,0.2,137,EPCAM,0.029197080291970802,0.20525532053714543
B cells,0.2,137,KRT8,0.0948905109489051,0.8783214523267274
B cells,0.2,137,SFTPC,0.6934306569343066,17.12423313096788
B cells,0.2,137,SFTPA1,0.6131386861313869,12.33656705371085
B cells,0.2,137,ABCA3,0.058394160583941604,0.5162978351374943
B cells,0.2,137,AGER,0.21897810218978103,2.4849995297124656
B cells,0.2,137,HOPX,0.06569343065693431,0.5721141334568898
B cells,0.2,137,SCGB1A1,0.12408759124087591,0.9698275195916222
B cells,0.2,137,FOXJ1,0.014598540145985401,0.10947278199516747
B cells,0.2,137,PTPRC,0.2846715328467153,2.6453269952152825
B cells,0.2,137,LST1,0.043795620437956206,0.3693156056625524
B cells,0.2,137,TYROBP,0.06569343065693431,0.5217525944233591
B cells,0.2,137,C1QA,0.1386861313868613,1.2034133498459667
B cells,0.2,137,C1QB,0.0948905109489051,0.8349192376143063
B cells,0.2,137,CD68,0.0948905109489051,0.73836813539707
B cells,0.2,137,CSF1R,0.0,0.0
B cells,0.2,137,PPARG,0.021897810218978103,0.18400875166712904
B cells,0.2,137,FABP4,0.014598540145985401,0.12403111749801511
B cells,0.2,137,COL1A1,0.058394160583941604,0.5876345861047304
B cells,0.2,137,COL1A2,0.0948905109489051,1.0364586649342025
B cells,0.2,137,COL3A1,0.08029197080291971,0.5818492797762735
B cells,0.2,137,DCN,0.12408759124087591,1.3742940767457563
B cells,0.2,137,LUM,0.12408759124087591,1.1987996542615618
B cells,0.2,137,PDGFRA,0.0072992700729927005,0.06629673090819892
B cells,0.2,137,PI16,0.0,0.0
B cells,0.2,137,ACTA2,0.072992700729927,0.9009771282188992
B cells,0.2,137,TAGLN,0.21897810218978103,2.6138927456895114
B cells,0.2,137,MYH11,0.043795620437956206,0.33490172246007505
B cells,0.2,137,PECAM1,0.08759124087591241,0.7054826407718146
B cells,0.2,137,VWF,0.051094890510948905,0.5044433496960334
B cells,0.2,137,MKI67,0.0072992700729927005,0.13280454988387902
B cells,0.2,137,CLDN4,0.0072992700729927005,0.06708887934735938
B cells,0.2,137,KRT17,0.0,0.0
Basal resting,0.2,147,EPCAM,0.19727891156462585,1.0442209402453653
Basal resting,0.2,147,KRT8,0.3877551020408163,2.511319264312217
Basal resting,0.2,147,SFTPC,0.6870748299319728,7.904168609417179
Basal resting,0.2,147,SFTPA1,0.5918367346938775,7.671603911960773
Basal resting,0.2,147,ABCA3,0.06802721088435375,0.3822607954021937
Basal resting,0.2,147,AGER,0.3197278911564626,1.802236416428388
Basal resting,0.2,147,HOPX,0.1360544217687075,0.6151097794581084
Basal resting,0.2,147,SCGB1A1,0.3741496598639456,12.213690338104255
Basal resting,0.2,147,FOXJ1,0.07482993197278912,0.33764194435684164
Basal resting,0.2,147,PTPRC,0.013605442176870748,0.07448983097826994
Basal resting,0.2,147,LST1,0.027210884353741496,0.17793409957902676
Basal resting,0.2,147,TYROBP,0.08843537414965986,0.4817042786544516
Basal resting,0.2,147,C1QA,0.19047619047619047,0.9250516836455441
Basal resting,0.2,147,C1QB,0.06802721088435375,0.34223005787675853
Basal resting,0.2,147,CD68,0.14285714285714285,0.8503182125063531
Basal resting,0.2,147,CSF1R,0.013605442176870748,0.06877669489191797
Basal resting,0.2,147,PPARG,0.027210884353741496,0.19179716234081073
Basal resting,0.2,147,FABP4,0.027210884353741496,0.16957020755801394
Basal resting,0.2,147,COL1A1,0.23809523809523808,1.4855040979148435
Basal resting,0.2,147,COL1A2,0.14285714285714285,0.7880802131499459
Basal resting,0.2,147,COL3A1,0.08163265306122448,0.5667855867090676
Basal resting,0.2,147,DCN,0.22448979591836735,1.7096596063523464
Basal resting,0.2,147,LUM,0.061224489795918366,0.28174795757491966
Basal resting,0.2,147,PDGFRA,0.02040816326530612,0.1309297313978942
Basal resting,0.2,147,PI16,0.0,0.0
Basal resting,0.2,147,ACTA2,0.06802721088435375,0.29827151020085196
Basal resting,0.2,147,TAGLN,0.1360544217687075,0.9863677726311472
Basal resting,0.2,147,MYH11,0.013605442176870748,0.03302225724805798
Basal resting,0.2,147,PECAM1,0.08843537414965986,0.5007489908161683
Basal resting,0.2,147,VWF,0.047619047619047616,0.30661117046284314
Basal resting,0.2,147,MKI67,0.0,0.0
Basal resting,0.2,147,CLDN4,0.1836734693877551,1.1648403735528918
Basal resting,0.2,147,KRT17,0.7210884353741497,19.179685829843667
CD4 T cells,0.2,1733,EPCAM,0.022504327755337564,0.1371580872456213
CD4 T cells,0.2,1733,KRT8,0.08886324293133295,0.6131243604475004
CD4 T cells,0.2,1733,SFTPC,0.7362954414310444,14.018556894078847
CD4 T cells,0.2,1733,SFTPA1,0.7253317945758799,11.26356534051033
CD4 T cells,0.2,1733,ABCA3,0.06982111944604731,0.4745333458925718
CD4 T cells,0.2,1733,AGER,0.32602423542989034,2.808803438787884
CD4 T cells,0.2,1733,HOPX,0.20484708597807272,1.6199329331805945
CD4 T cells,0.2,1733,SCGB1A1,0.07847663012117714,0.824450751809703
CD4 T cells,0.2,1733,FOXJ1,0.006924408540103866,0.04679192041163338
CD4 T cells,0.2,1733,PTPRC,0.4229659549913445,3.573115187239588
CD4 T cells,0.2,1733,LST1,0.044431621465666475,0.2983703453786947
CD4 T cells,0.2,1733,TYROBP,0.06001154068090017,0.4115385881646899
CD4 T cells,0.2,1733,C1QA,0.11598384304673975,0.7874494700692066
CD4 T cells,0.2,1733,C1QB,0.10444316214656665,0.7079503782855932
CD4 T cells,0.2,1733,CD68,0.12290825158684363,0.8712541032863382
CD4 T cells,0.2,1733,CSF1R,0.02192729371032891,0.15152205419066075
CD4 T cells,0.2,1733,PPARG,0.14714368147720716,1.2203689716983939
CD4 T cells,0.2,1733,FABP4,0.017311021350259664,0.11489809291019472
CD4 T cells,0.2,1733,COL1A1,0.0894402769763416,0.669205858156973
CD4 T cells,0.2,1733,COL1A2,0.09924985574148874,0.7584498066287126
CD4 T cells,0.2,1733,COL3A1,0.06866705135603,0.5101692756158459
CD4 T cells,0.2,1733,DCN,0.1257934218118869,0.9850030396325474
CD4 T cells,0.2,1733,LUM,0.06347374495095211,0.4823779737514643
CD4 T cells,0.2,1733,PDGFRA,0.0103866128101558,0.06848194556069884
CD4 T cells,0.2,1733,PI16,0.018465089440276975,0.14333030695732393
CD4 T cells,0.2,1733,ACTA2,0.03981534910559723,0.26089808064168724
CD4 T cells,0.2,1733,TAGLN,0.09117137911136756,0.6677038361615297
CD4 T cells,0.2,1733,MYH11,0.02308136180034622,0.15939413112239598
CD4 T cells,0.2,1733,PECAM1,0.07443739180611655,0.5344479949815839
CD4 T cells,0.2,1733,VWF,0.027120600115406807,0.18162981096365857
CD4 T cells,0.2,1733,MKI67,0.031736872475476054,0.254240307323819
CD4 T cells,0.2,1733,CLDN4,0.026543566070398154,0.1791487885671586
CD4 T cells,0.2,1733,KRT17,0.0028851702250432777,0.040805249440723806
CD8 T cells,0.2,1934,EPCAM,0.014477766287487074,0.10720549987996938
CD8 T cells,0.2,1934,KRT8,0.07652533609100311,0.5986525658718368
CD8 T cells,0.2,1934,SFTPC,0.7580144777662875,16.087287334809073
CD8 T cells,0.2,1934,SFTPA1,0.7125129265770423,12.215472717008936
CD8 T cells,0.2,1934,ABCA3,0.0687693898655636,0.49496577473609826
CD8 T cells,0.2,1934,AGER,0.30920372285418823,3.082734535721289
CD8 T cells,0.2,1934,HOPX,0.25853154084798347,2.2029395564409473
CD8 T cells,0.2,1934,SCGB1A1,0.07911065149948293,0.9708151708357874
CD8 T cells,0.2,1934,FOXJ1,0.004653567735263702,0.029807931126429814
CD8 T cells,0.2,1934,PTPRC,0.4250258531540848,3.932359461819876
CD8 T cells,0.2,1934,LST1,0.04498448810754912,0.27924755834578074
CD8 T cells,0.2,1934,TYROBP,0.1468459152016546,1.1694160832476632
CD8 T cells,0.2,1934,C1QA,0.21302998965873837,2.114366451894741
CD8 T cells,0.2,1934,C1QB,0.20527404343329886,1.9696171485122242
CD8 T cells,0.2,1934,CD68,0.18872802481902792,1.6250381269949805
CD8 T cells,0.2,1934,CSF1R,0.05997931747673216,0.5573040053136579
CD8 T cells,0.2,1934,PPARG,0.07290589451913133,0.5978983716892585
CD8 T cells,0.2,1934,FABP4,0.016546018614270942,0.10864087870144452
