cell_type,day,gene,mean_log2_cpm,animals,mean_detection_1000
AT2,11.0,Axin2,4.028915256009593,1,0.016112260793611912
AT2,11.0,Lef1,0.5116343355076969,1,0.0004185305224043607
AT2,11.0,Porcn,3.1146931481241036,1,0.007142088537498189
AT2,11.0,Wls,7.666689523057627,1,0.18010984760568743
AT2,11.0,Wnt2,1.434378585264821,1,0.0020268094556964793
AT2,11.0,Wnt2b,0.0,1,0.0
AT2,11.0,Wnt4,2.707886127874369,1,0.005667978144656948
AT2,11.0,Wnt5a,0.8885610247578825,1,0.0005082467503756692
AT2,11.0,Wnt7b,3.593027713192289,1,0.011800517596684745
AT2,11.0,Wnt9a,1.187129837933979,1,0.000745204641799058
AT2,19.0,Axin2,3.866877070290285,2,0.014149516964584212
AT2,19.0,Lef1,0.309927414350425,2,0.00015816933543975103
AT2,19.0,Porcn,2.9506559964549357,2,0.006756698273256671
AT2,19.0,Wls,7.529159540304944,2,0.16888578598862536
AT2,19.0,Wnt2,0.7413759270488536,2,0.0005429773836822616
AT2,19.0,Wnt2b,0.309927414350425,2,0.00011539951100961323
AT2,19.0,Wnt4,2.677793892202075,2,0.00582723413311329
AT2,19.0,Wnt5a,0.43144851269842854,2,0.0010269126442017428
AT2,19.0,Wnt7b,3.3601598356420777,2,0.009627299965268541
AT2,19.0,Wnt9a,1.8022710717622037,2,0.0024125151299713224
AT2,25.0,Axin2,3.5009832792514963,2,0.009682636474085795
AT2,25.0,Lef1,0.0,2,0.0
AT2,25.0,Porcn,2.342057866116157,2,0.003902448204486277
AT2,25.0,Wls,7.377143580980259,2,0.15112771731058622
AT2,25.0,Wnt2,0.9323245377376745,2,0.0005004488632849402
AT2,25.0,Wnt2b,0.1782742521132553,2,0.00023766721077758405
AT2,25.0,Wnt4,2.4804583053662412,2,0.0039003912271701304
AT2,25.0,Wnt5a,1.3631090017278793,2,0.0013581790227439115
AT2,25.0,Wnt7b,3.229671645113645,2,0.00755659885778107
AT2,25.0,Wnt9a,1.2221360046872287,2,0.0015442631689547785
AT2,42.0,Axin2,3.8922153434880946,8,0.0141376303392691
AT2,42.0,Lef1,0.1999637503899398,8,0.0003390384621374397
AT2,42.0,Porcn,2.0617825013452142,8,0.003167912500578003
AT2,42.0,Wls,7.329153970962622,8,0.14812052709618737
AT2,42.0,Wnt2,0.19042821790309117,8,0.00019497135944159826
AT2,42.0,Wnt2b,0.09899560970306485,8,0.00013950581460579655
AT2,42.0,Wnt4,2.3449142652444133,8,0.007617851993879307
AT2,42.0,Wnt5a,0.23685973789301684,8,0.00041074260968862485
AT2,42.0,Wnt7b,3.254380307258132,8,0.009167400166587545
AT2,42.0,Wnt9a,1.3582710538946814,8,0.0015473634424758376
AT2,90.0,Axin2,3.740759531393003,4,0.013165661870465183
AT2,90.0,Lef1,0.5608775559681692,4,0.0004395377438224766
AT2,90.0,Porcn,2.276858846068945,4,0.003709549244530359
AT2,90.0,Wls,6.986187218631244,4,0.12539524631061755
