group,names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference
7,H2-D1,33.64886,0.7691722,3.2398273815917983e-248,2.0882631370788093e-244,1.0,0.9928338299985809
7,Ly6c1,33.478687,1.4682466,9.8461091405687e-246,5.288673423037469e-242,0.9944289693593314,0.9345347902180597
7,H2-Q4,32.78466,1.32654,9.74137630197727e-236,4.484929649430335e-232,0.9814298978644382,0.8534364504990303
7,Rps13-ps1,32.341225,4.793614,1.843209372038843e-229,7.42536895525848e-226,0.6081708449396471,0.042027340239345345
7,Cd200,31.920635,1.5615071,1.3812055947473493e-223,4.945943767501952e-220,0.9424326833797586,0.7562083155952888
7,Uba52,30.535913,1.6088686,8.698510021557591e-205,2.8033558097475804e-201,0.903435468895079,0.6591693865001655
7,H2-T22,30.32243,1.8181938,5.804200767708973e-202,1.70052529401568e-198,0.8430826369545033,0.553970956908377
7,Rbm3,30.114536,1.5083969,3.126348142318815e-199,8.396328994220898e-196,0.8857938718662952,0.6580814531006102
7,Psmb8,29.812084,1.4318213,2.723927306300605e-195,6.752825325188915e-192,0.9182915506035283,0.7494915093893383
7,Rps15a-ps7,29.581278,4.414811,2.6020256557824544e-192,5.59053885563713e-189,0.564531104921077,0.05070715670971099
7,Ly6a,28.28359,1.0411556,5.5008324912834174e-176,1.1080051845567625e-172,0.9962859795728877,0.9758526086750863
7,Fxyd5,27.658613,1.7386031,2.198559075619131e-168,4.1679506993560793e-165,0.8282265552460538,0.5673336171420462
7,Ackr3,27.029942,2.0440187,6.574708520274519e-161,1.1771650343967068e-157,0.7465181058495822,0.4053734449647604
7,Flt1,25.271393,0.9603334,6.591673704887748e-141,1.1180866324269598e-137,0.9805013927576601,0.9008088548318434
7,Adgrl4,25.188261,1.0064937,5.386566980690267e-140,8.266584793032662e-137,0.9563602599814299,0.8461520268672248
7,Itm2b,24.387241,0.6173565,2.335783277577985e-131,3.4217101577174225e-128,0.9990714948932219,0.9895936805259922
8,Fth1,23.44877,1.3235905,1.3606564039169044e-121,4.3851234585433994e-117,0.989517819706499,0.9322559582109043
8,Limch1,21.754635,2.910228,6.244236871091427e-105,1.0061963294076726e-100,0.7232704402515723,0.22174805279604495
8,Inmt,18.245771,4.410246,2.2356118206141815e-74,2.4016432584917946e-70,0.5241090146750524,0.04528706683456928
8,Mgp,18.083626,3.7139611,4.289336628927402e-73,3.455918521926808e-69,0.570230607966457,0.1171587146121916
8,Gpx3,17.569653,3.122222,4.2074700100773425e-69,2.7119668696954517e-65,0.5639412997903563,0.10643160300359125
8,Gsn,17.372448,3.8390274,1.3341095147359089e-67,7.165946906818146e-64,0.5220125786163522,0.07126533277365794
8,Mettl7a1,17.329967,2.8313568,2.7948855747633964e-67,1.2867653186210677e-63,0.5744234800838575,0.13070752297001073
8,Bgn,16.742702,2.9212976,6.401377450489309e-63,2.5787949059296185e-59,0.549266247379455,0.11256471246676927
