donor,disease,label,gene,cells,detected_cells,detection_fraction,count_sum,full_library_sum,mean_normalized_10000,cohort
065C,control,Macrophage,IL1B,1123,51,0.0454140694568121,130,4623788,0.2618186935229566,GSE136831
081C,control,Macrophage,IL1B,830,174,0.2096385542168674,444,3353346,1.2369576941377112,GSE136831
084C,control,Macrophage,IL1B,157,29,0.1847133757961783,72,1123153,0.7470788978034929,GSE136831
092C,control,Macrophage,IL1B,1345,431,0.3204460966542751,1449,8640951,1.6256111199094487,GSE136831
098C,control,Macrophage,IL1B,1333,188,0.1410352588147036,575,7688213,0.7328799947473583,GSE136831
133C,control,Macrophage,IL1B,4339,1595,0.3675962203272643,4833,26350460,1.7527682082218694,GSE136831
137C,control,Macrophage,IL1B,478,68,0.1422594142259414,300,3364679,1.0175946731362857,GSE136831
160C,control,Macrophage,IL1B,2666,530,0.1987996999249812,1181,16165541,0.7042881203296255,GSE136831
192C,control,Macrophage,IL1B,2797,1247,0.4458348230246693,6056,17645103,3.6468280729918106,GSE136831
208C,control,Macrophage,IL1B,1407,259,0.1840796019900497,795,6680230,1.3346680600100889,GSE136831
218C,control,Macrophage,IL1B,3659,1166,0.3186663022683793,3707,17404702,2.196934785443,GSE136831
222C,control,Macrophage,IL1B,2583,384,0.148664343786295,1115,14381841,0.6863477593149546,GSE136831
226C,control,Macrophage,IL1B,9042,7013,0.7756027427560275,47111,36576623,15.08870749795239,GSE136831
253C,control,Macrophage,IL1B,226,54,0.2389380530973451,160,2132074,0.9077023194192284,GSE136831
296C,control,Macrophage,IL1B,636,150,0.2358490566037736,575,5227087,1.0092870194584238,GSE136831
388C,control,Macrophage,IL1B,811,329,0.4056720098643649,1015,2619974,4.578637310713483,GSE136831
396C,control,Macrophage,IL1B,368,67,0.1820652173913043,142,1101793,1.5700665899626065,GSE136831
439C,control,Macrophage,IL1B,1129,183,0.162090345438441,651,5978653,1.0983809016813384,GSE136831
454C,control,Macrophage,IL1B,467,127,0.2719486081370449,412,2646630,1.6885327006167246,GSE136831
465C,control,Macrophage,IL1B,183,61,0.3333333333333333,237,1616492,1.3684869756216775,GSE136831
483C,control,Macrophage,IL1B,690,248,0.3594202898550724,756,5141364,1.7012102911950724,GSE136831
484C,control,Macrophage,IL1B,276,191,0.6920289855072463,2722,2067824,15.236894692396236,GSE136831
1372C,control,Macrophage,IL1B,1774,159,0.0896279594137542,341,10706830,0.2841428633204415,GSE136831
010I,IPF,Macrophage,IL1B,2031,196,0.0965041851304776,469,14739639,0.3057577936199743,GSE136831
021I,IPF,Macrophage,IL1B,612,77,0.1258169934640522,223,4891766,0.4618724951883161,GSE136831
022I,IPF,Macrophage,IL1B,1145,175,0.1528384279475982,507,7404276,0.6283622539648773,GSE136831
025I,IPF,Macrophage,IL1B,845,140,0.165680473372781,315,5873535,0.4313931505862591,GSE136831
29I,IPF,Macrophage,IL1B,463,129,0.2786177105831533,440,5456901,0.738593464820343,GSE136831
034I,IPF,Macrophage,IL1B,1656,383,0.2312801932367149,1568,12948884,0.9947218337043836,GSE136831
040I,IPF,Macrophage,IL1B,1639,327,0.1995118974984746,1027,11017529,0.9684098523613128,GSE136831
041I,IPF,Macrophage,IL1B,2008,486,0.2420318725099601,1462,18794605,0.7346154414856495,GSE136831
47I,IPF,Macrophage,IL1B,975,237,0.243076923076923,1175,7921322,1.8064715627283257,GSE136831
49I,IPF,Macrophage,IL1B,1896,194,0.1023206751054852,468,11462735,0.4207328369407792,GSE136831
051I,IPF,Macrophage,IL1B,4120,335,0.0813106796116504,1330,25950600,0.8014942629327982,GSE136831
053I,IPF,Macrophage,IL1B,1707,363,0.2126537785588752,1578,17545150,1.4369847474654158,GSE136831
59I,IPF,Macrophage,IL1B,266,40,0.150375939849624,161,3918155,0.3964763020178395,GSE136831
063I,IPF,Macrophage,IL1B,544,146,0.2683823529411764,462,2999991,1.889799784386981,GSE136831
123I,IPF,Macrophage,IL1B,751,131,0.1744340878828229,338,7934793,0.4819315008812011,GSE136831
135I,IPF,Macrophage,IL1B,3638,630,0.1731720725673446,1766,27828988,0.632749962756943,GSE136831
138I,IPF,Macrophage,IL1B,1889,392,0.2075172048703017,1175,19720721,0.5356836483097926,GSE136831
145I,IPF,Macrophage,IL1B,1333,204,0.1530382595648912,547,9697873,0.5506221195686808,GSE136831
157I,IPF,Macrophage,IL1B,3222,364,0.1129733085040347,1049,26166938,0.4852704718956201,GSE136831
158I,IPF,Macrophage,IL1B,2453,205,0.0835711373827965,428,17390425,0.2628931128174336,GSE136831
166I,IPF,Macrophage,IL1B,2495,344,0.137875751503006,633,12138589,0.5138094460312378,GSE136831
174I,IPF,Macrophage,IL1B,1503,298,0.1982701264138389,708,12255266,0.7111547631719765,GSE136831
177I,IPF,Macrophage,IL1B,1360,84,0.0617647058823529,119,7906529,0.146233174460455,GSE136831
179I,IPF,Macrophage,IL1B,2283,440,0.1927288655278143,1208,16691535,0.6926171273051941,GSE136831
209I,IPF,Macrophage,IL1B,2228,483,0.216786355475763,1500,18828240,0.8688908886989226,GSE136831
210I,IPF,Macrophage,IL1B,1379,779,0.564902102973169,4762,11062199,4.45819044311292,GSE136831
212I,IPF,Macrophage,IL1B,1788,1531,0.8562639821029083,18563,14979691,17.25528725585846,GSE136831
214I,IPF,Macrophage,IL1B,560,118,0.2107142857142857,427,3216289,1.1295201944386375,GSE136831
221I,IPF,Macrophage,IL1B,2746,595,0.2166788055353241,1651,21284557,0.7690362627871288,GSE136831
222I,IPF,Macrophage,IL1B,3723,1108,0.2976094547408004,5061,36907450,1.5165934703056465,GSE136831
225I,IPF,Macrophage,IL1B,5193,1229,0.2366647409974966,3896,37480347,0.9732474760451,GSE136831
228I,IPF,Macrophage,IL1B,2032,360,0.1771653543307086,1080,12101269,0.9416855225468996,GSE136831
003C,control,cDC2,IL1B,96,38,0.3958333333333333,145,799582,2.3124359974872606,GSE136831
098C,control,cDC2,IL1B,176,64,0.3636363636363636,261,871031,2.64438260135026,GSE136831
133C,control,cDC2,IL1B,111,60,0.5405405405405406,338,1155777,2.635024591413932,GSE136831
222C,control,cDC2,IL1B,131,34,0.2595419847328244,146,1381864,1.1560750662086994,GSE136831
226C,control,cDC2,IL1B,141,84,0.5957446808510638,371,1099592,3.989047679620294,GSE136831
439C,control,cDC2,IL1B,60,21,0.35,101,365425,2.2900681386268893,GSE136831
454C,control,cDC2,IL1B,61,23,0.3770491803278688,119,610759,1.723139125154055,GSE136831
484C,control,cDC2,IL1B,90,60,0.6666666666666666,691,1076235,5.435965976991134,GSE136831
1372C,control,cDC2,IL1B,100,21,0.21,98,748800,1.336778189114826,GSE136831
010I,IPF,cDC2,IL1B,120,13,0.1083333333333333,38,974702,0.3538189693066872,GSE136831
021I,IPF,cDC2,IL1B,53,7,0.1320754716981132,10,552138,0.2072335841790384,GSE136831
022I,IPF,cDC2,IL1B,92,8,0.0869565217391304,13,576267,0.2008083820052997,GSE136831
025I,IPF,cDC2,IL1B,81,16,0.1975308641975308,55,577696,0.6933478352697208,GSE136831
034I,IPF,cDC2,IL1B,74,13,0.1756756756756756,52,624599,0.6948017343397151,GSE136831
041I,IPF,cDC2,IL1B,114,21,0.1842105263157894,53,1053304,0.4904711878262882,GSE136831
49I,IPF,cDC2,IL1B,110,10,0.0909090909090909,21,857055,0.2070904317188867,GSE136831
053I,IPF,cDC2,IL1B,150,35,0.2333333333333333,275,1268332,2.1242363090468386,GSE136831
135I,IPF,cDC2,IL1B,176,24,0.1363636363636363,53,1595462,0.3630609671048542,GSE136831
138I,IPF,cDC2,IL1B,113,13,0.1150442477876106,46,1258429,0.4004385662634816,GSE136831
145I,IPF,cDC2,IL1B,256,55,0.21484375,168,1997492,0.7859469753096718,GSE136831
157I,IPF,cDC2,IL1B,291,28,0.0962199312714776,109,2563926,0.4609330510180335,GSE136831
158I,IPF,cDC2,IL1B,93,10,0.1075268817204301,19,688733,0.3553866278428465,GSE136831
174I,IPF,cDC2,IL1B,339,57,0.168141592920354,142,2797702,0.5470000335344842,GSE136831
177I,IPF,cDC2,IL1B,193,9,0.0466321243523316,17,1055550,0.1396611412801769,GSE136831
179I,IPF,cDC2,IL1B,230,43,0.1869565217391304,102,1916994,0.5006721391066826,GSE136831
209I,IPF,cDC2,IL1B,79,10,0.1265822784810126,19,665259,0.2434929032556873,GSE136831
210I,IPF,cDC2,IL1B,153,51,0.3333333333333333,217,1140372,1.7501850392347469,GSE136831
212I,IPF,cDC2,IL1B,57,52,0.912280701754386,820,647379,13.98725815804008,GSE136831
221I,IPF,cDC2,IL1B,112,12,0.1071428571428571,39,844889,0.502852589876382,GSE136831
222I,IPF,cDC2,IL1B,195,69,0.3538461538461538,357,1919770,1.5705736922617126,GSE136831
225I,IPF,cDC2,IL1B,341,76,0.2228739002932551,277,2950205,0.9073475787799562,GSE136831
001C,control,Macrophage_Alveolar,IL1B,480,90,0.1875,174,3751121,0.4691814969675145,GSE136831
002C,control,Macrophage_Alveolar,IL1B,142,31,0.2183098591549295,121,1261884,1.13897080943763,GSE136831
003C,control,Macrophage_Alveolar,IL1B,953,222,0.2329485834207764,440,10792629,0.4624657324092638,GSE136831
034C,control,Macrophage_Alveolar,IL1B,120,82,0.6833333333333333,767,1218374,5.836020678813705,GSE136831
065C,control,Macrophage_Alveolar,IL1B,366,70,0.1912568306010929,163,1949363,0.6725688194865508,GSE136831
084C,control,Macrophage_Alveolar,IL1B,191,48,0.2513089005235602,104,1438350,0.6346446018022657,GSE136831
092C,control,Macrophage_Alveolar,IL1B,2633,1242,0.4717052791492594,3567,25234495,1.4356196388117384,GSE136831
098C,control,Macrophage_Alveolar,IL1B,4160,1130,0.2716346153846153,2508,41433688,0.6180485370022578,GSE136831
133C,control,Macrophage_Alveolar,IL1B,1136,760,0.6690140845070423,3657,12282464,3.1533996644070084,GSE136831
137C,control,Macrophage_Alveolar,IL1B,217,44,0.2027649769585253,74,3281605,0.2347227986109037,GSE136831
160C,control,Macrophage_Alveolar,IL1B,1141,326,0.2857142857142857,783,8065220,0.9451735732691816,GSE136831
192C,control,Macrophage_Alveolar,IL1B,287,112,0.3902439024390244,306,3296655,0.913760801023114,GSE136831
208C,control,Macrophage_Alveolar,IL1B,340,147,0.4323529411764706,535,2017529,2.512303539856787,GSE136831
218C,control,Macrophage_Alveolar,IL1B,160,112,0.7,611,1095558,4.542921835999472,GSE136831
222C,control,Macrophage_Alveolar,IL1B,2779,1006,0.3620007196833393,3486,27613991,1.2062835071784397,GSE136831
226C,control,Macrophage_Alveolar,IL1B,225,144,0.64,454,1165333,4.018075689747271,GSE136831
253C,control,Macrophage_Alveolar,IL1B,124,58,0.4677419354838709,168,2511615,0.6899965099537972,GSE136831
296C,control,Macrophage_Alveolar,IL1B,1276,228,0.1786833855799373,489,9164716,0.5297465422717645,GSE136831
388C,control,Macrophage_Alveolar,IL1B,953,582,0.6107030430220357,1860,4925958,4.05255216356409,GSE136831
396C,control,Macrophage_Alveolar,IL1B,587,125,0.2129471890971039,293,1662094,1.8301768039808497,GSE136831
439C,control,Macrophage_Alveolar,IL1B,2474,1016,0.4106709781729992,3324,24090389,1.246268256183815,GSE136831
454C,control,Macrophage_Alveolar,IL1B,61,25,0.4098360655737705,134,610170,2.018921009844931,GSE136831
465C,control,Macrophage_Alveolar,IL1B,822,387,0.4708029197080292,1408,12651853,1.0911034863851712,GSE136831
483C,control,Macrophage_Alveolar,IL1B,1141,419,0.3672217353198948,1367,7836209,1.603192078719962,GSE136831
484C,control,Macrophage_Alveolar,IL1B,273,181,0.663003663003663,819,3002272,2.566247233260261,GSE136831
1372C,control,Macrophage_Alveolar,IL1B,844,478,0.566350710900474,2058,9320837,2.073077461071293,GSE136831
010I,IPF,Macrophage_Alveolar,IL1B,771,197,0.2555123216601815,448,7532081,0.5796469136886311,GSE136831
021I,IPF,Macrophage_Alveolar,IL1B,210,103,0.4904761904761904,373,2541335,1.4612149203638352,GSE136831
022I,IPF,Macrophage_Alveolar,IL1B,1079,419,0.3883225208526413,1326,9460761,1.3078268607207844,GSE136831
025I,IPF,Macrophage_Alveolar,IL1B,1761,647,0.3674048835888699,1408,16239125,0.8450715592603476,GSE136831
29I,IPF,Macrophage_Alveolar,IL1B,451,227,0.5033259423503326,736,7873696,0.9193025797030576,GSE136831
040I,IPF,Macrophage_Alveolar,IL1B,1700,680,0.4,2433,15123151,1.562025503543489,GSE136831
041I,IPF,Macrophage_Alveolar,IL1B,360,200,0.5555555555555556,664,3661452,1.7337800918755772,GSE136831
47I,IPF,Macrophage_Alveolar,IL1B,850,271,0.3188235294117647,688,9150229,0.8089015112799858,GSE136831
49I,IPF,Macrophage_Alveolar,IL1B,563,146,0.2593250444049733,385,5446704,0.7742722835528959,GSE136831
051I,IPF,Macrophage_Alveolar,IL1B,74,7,0.0945945945945946,9,604516,0.1269269970168704,GSE136831
053I,IPF,Macrophage_Alveolar,IL1B,525,129,0.2457142857142857,350,6007213,0.5426904881621889,GSE136831
59I,IPF,Macrophage_Alveolar,IL1B,77,21,0.2727272727272727,57,1491004,0.4320165525838654,GSE136831
063I,IPF,Macrophage_Alveolar,IL1B,2047,561,0.2740595994137763,1309,16535201,0.8067592916422869,GSE136831
123I,IPF,Macrophage_Alveolar,IL1B,246,121,0.491869918699187,528,3826267,1.226959640228816,GSE136831
135I,IPF,Macrophage_Alveolar,IL1B,349,120,0.3438395415472779,331,4143718,0.7616065082104437,GSE136831
145I,IPF,Macrophage_Alveolar,IL1B,1337,585,0.43754674644727,2318,13640963,1.5072630678047945,GSE136831
157I,IPF,Macrophage_Alveolar,IL1B,825,258,0.3127272727272727,989,10192635,0.864275072174145,GSE136831
158I,IPF,Macrophage_Alveolar,IL1B,1374,274,0.1994177583697234,588,13424819,0.4286518560302322,GSE136831
166I,IPF,Macrophage_Alveolar,IL1B,1361,609,0.4474650991917707,1656,10682259,1.548205915456124,GSE136831
174I,IPF,Macrophage_Alveolar,IL1B,1470,460,0.3129251700680272,1073,15071414,0.7124336146607112,GSE136831
177I,IPF,Macrophage_Alveolar,IL1B,3049,370,0.1213512627090849,688,19138085,0.3100576656341741,GSE136831
179I,IPF,Macrophage_Alveolar,IL1B,707,324,0.4582743988684583,1217,7588292,1.581353332221932,GSE136831
209I,IPF,Macrophage_Alveolar,IL1B,591,211,0.3570219966159052,815,6914371,1.0940857457631887,GSE136831
210I,IPF,Macrophage_Alveolar,IL1B,486,245,0.5041152263374485,1067,3803105,2.626163456125361,GSE136831
212I,IPF,Macrophage_Alveolar,IL1B,596,497,0.8338926174496645,5294,7498031,7.11037944480494,GSE136831
221I,IPF,Macrophage_Alveolar,IL1B,575,169,0.2939130434782608,510,6008682,0.7711594713626562,GSE136831
222I,IPF,Macrophage_Alveolar,IL1B,824,328,0.3980582524271844,1381,10504596,1.2889875099790642,GSE136831
225I,IPF,Macrophage_Alveolar,IL1B,2893,1403,0.4849637054960249,6031,33528466,1.8026653722835089,GSE136831
228I,IPF,Macrophage_Alveolar,IL1B,183,33,0.180327868852459,90,1538983,0.5552744323876202,GSE136831
003C,control,ncMonocyte,IL1B,78,19,0.2435897435897435,74,333177,1.9735154312139904,GSE136831
098C,control,ncMonocyte,IL1B,71,17,0.2394366197183098,28,237381,1.2184619504682994,GSE136831
222C,control,ncMonocyte,IL1B,55,14,0.2545454545454545,38,266622,1.425969948927071,GSE136831
439C,control,ncMonocyte,IL1B,389,188,0.4832904884318766,614,1666957,3.7267437518651008,GSE136831
454C,control,ncMonocyte,IL1B,84,21,0.25,40,346277,1.2792409651940984,GSE136831
021I,IPF,ncMonocyte,IL1B,125,21,0.168,50,632133,0.7283488950846919,GSE136831
022I,IPF,ncMonocyte,IL1B,121,28,0.2314049586776859,58,462788,1.2616777377335346,GSE136831
041I,IPF,ncMonocyte,IL1B,61,18,0.2950819672131147,63,337334,1.925804946763303,GSE136831
49I,IPF,ncMonocyte,IL1B,65,12,0.1846153846153846,26,319951,0.8180545901172864,GSE136831
135I,IPF,ncMonocyte,IL1B,95,20,0.2105263157894736,40,552292,0.7114635050641891,GSE136831
145I,IPF,ncMonocyte,IL1B,105,29,0.2761904761904762,92,502529,1.9382290954875896,GSE136831
157I,IPF,ncMonocyte,IL1B,88,13,0.1477272727272727,44,570367,0.4773293446600006,GSE136831
158I,IPF,ncMonocyte,IL1B,95,13,0.1368421052631579,19,404308,0.5936737698396031,GSE136831
166I,IPF,ncMonocyte,IL1B,88,18,0.2045454545454545,29,239013,1.2777280112802805,GSE136831
174I,IPF,ncMonocyte,IL1B,63,18,0.2857142857142857,53,329551,1.7467594595882387,GSE136831
177I,IPF,ncMonocyte,IL1B,207,23,0.1111111111111111,42,720795,0.532728899292643,GSE136831
221I,IPF,ncMonocyte,IL1B,102,15,0.1470588235294117,34,441969,0.6636564047732022,GSE136831
222I,IPF,ncMonocyte,IL1B,188,58,0.3085106382978723,231,969837,2.048519153393495,GSE136831
225I,IPF,ncMonocyte,IL1B,192,55,0.2864583333333333,137,952674,1.2499225540341208,GSE136831
133C,control,ATI,IL1B,118,5,0.0423728813559322,5,414645,0.1118582743674438,GSE136831
222C,control,ATI,IL1B,75,2,0.0266666666666666,2,314874,0.0638984370433782,GSE136831
244C,control,ATI,IL1B,61,2,0.0327868852459016,2,123717,0.182485318712518,GSE136831
454C,control,ATI,IL1B,50,0,0.0,0,194247,0.0,GSE136831
001C,control,NK,IL1B,61,0,0.0,0,125797,0.0,GSE136831
003C,control,NK,IL1B,70,0,0.0,0,196644,0.0,GSE136831
092C,control,NK,IL1B,65,2,0.0307692307692307,2,143321,0.1321423478117119,GSE136831
098C,control,NK,IL1B,549,5,0.0091074681238615,5,1087216,0.0416524192256511,GSE136831
133C,control,NK,IL1B,80,4,0.05,5,177300,0.3109382336786118,GSE136831
137C,control,NK,IL1B,114,0,0.0,0,392115,0.0,GSE136831
160C,control,NK,IL1B,79,0,0.0,0,159833,0.0,GSE136831
192C,control,NK,IL1B,135,7,0.0518518518518518,7,365293,0.1916418253629093,GSE136831
218C,control,NK,IL1B,189,4,0.0211640211640211,4,468233,0.0809274329045544,GSE136831
222C,control,NK,IL1B,519,6,0.0115606936416184,6,1332444,0.0503801182401173,GSE136831
226C,control,NK,IL1B,87,9,0.1034482758620689,10,172365,0.4345391494194325,GSE136831
296C,control,NK,IL1B,83,3,0.036144578313253,3,199406,0.1987348244718149,GSE136831
388C,control,NK,IL1B,55,1,0.0181818181818181,1,99444,0.092954080684142,GSE136831
439C,control,NK,IL1B,319,7,0.0219435736677116,7,843938,0.1092829460866092,GSE136831
465C,control,NK,IL1B,146,5,0.0342465753424657,5,518325,0.0752399269368859,GSE136831
021I,IPF,NK,IL1B,164,1,0.0060975609756097,1,468041,0.0169470844235957,GSE136831
022I,IPF,NK,IL1B,90,2,0.0222222222222222,2,233659,0.1006042555403216,GSE136831
47I,IPF,NK,IL1B,77,0,0.0,0,266953,0.0,GSE136831
49I,IPF,NK,IL1B,148,0,0.0,0,480625,0.0,GSE136831
051I,IPF,NK,IL1B,187,0,0.0,0,439103,0.0,GSE136831
053I,IPF,NK,IL1B,391,2,0.0051150895140664,2,1095704,0.0157849383582776,GSE136831
59I,IPF,NK,IL1B,164,0,0.0,0,550651,0.0,GSE136831
123I,IPF,NK,IL1B,94,1,0.0106382978723404,1,300340,0.0307643084798739,GSE136831
135I,IPF,NK,IL1B,155,1,0.0064516129032258,1,467439,0.0157318042019649,GSE136831
138I,IPF,NK,IL1B,92,1,0.0108695652173913,1,238021,0.0330582883740611,GSE136831
145I,IPF,NK,IL1B,56,2,0.0357142857142857,2,136023,0.0971913539455087,GSE136831
157I,IPF,NK,IL1B,235,2,0.0085106382978723,2,732913,0.0188920267818447,GSE136831
158I,IPF,NK,IL1B,85,1,0.0117647058823529,2,184567,0.0291349823733356,GSE136831
166I,IPF,NK,IL1B,98,3,0.0306122448979591,6,173590,0.1146419313357742,GSE136831
174I,IPF,NK,IL1B,172,0,0.0,0,427382,0.0,GSE136831
177I,IPF,NK,IL1B,205,0,0.0,0,380670,0.0,GSE136831
179I,IPF,NK,IL1B,254,1,0.0039370078740157,1,536455,0.0267459774049982,GSE136831
209I,IPF,NK,IL1B,56,0,0.0,0,134760,0.0,GSE136831
212I,IPF,NK,IL1B,77,5,0.0649350649350649,10,212469,0.3553820481947938,GSE136831
221I,IPF,NK,IL1B,269,1,0.0037174721189591,1,570084,0.0127792097592269,GSE136831
222I,IPF,NK,IL1B,350,1,0.0028571428571428,1,851439,0.0086449103090555,GSE136831
225I,IPF,NK,IL1B,278,2,0.0071942446043165,2,715392,0.0262336985307595,GSE136831
228I,IPF,NK,IL1B,124,0,0.0,0,351396,0.0,GSE136831
034I,IPF,Mast,IL1B,62,0,0.0,0,188482,0.0,GSE136831
222I,IPF,Mast,IL1B,63,3,0.0476190476190476,5,183696,0.1261754323173159,GSE136831
225I,IPF,Mast,IL1B,90,2,0.0222222222222222,2,193266,0.0794873948270767,GSE136831
THD0001,control,Monocytes,IL1B,437,193,0.4416475972540046,1163,2875908,3.7438030628748376,GSE135893
THD0002,control,Monocytes,IL1B,349,185,0.5300859598853869,1407,1926055,7.368945433382084,GSE135893
THD0005,control,Monocytes,IL1B,863,408,0.4727694090382387,2734,4066104,6.996518976359246,GSE135893
VUHD67,control,Monocytes,IL1B,918,85,0.0925925925925925,221,5526141,0.3734621968075162,GSE135893
VUHD68,control,Monocytes,IL1B,100,79,0.79,628,462824,12.372161984395932,GSE135893
VUHD69,control,Monocytes,IL1B,89,35,0.3932584269662921,252,615070,4.350512706600571,GSE135893
TILD001,IPF,Monocytes,IL1B,243,102,0.419753086419753,617,1210225,5.010701053798609,GSE135893
TILD015,IPF,Monocytes,IL1B,1042,795,0.7629558541266794,8576,6481802,13.489477137432646,GSE135893
TILD028,IPF,Monocytes,IL1B,438,287,0.6552511415525114,3244,2117871,13.627996825538998,GSE135893
VUILD60,IPF,Monocytes,IL1B,100,43,0.43,145,621231,2.3229445969146583,GSE135893
VUILD61,IPF,Monocytes,IL1B,108,82,0.7592592592592593,750,616796,11.079287089375889,GSE135893
VUILD63,IPF,Monocytes,IL1B,79,16,0.2025316455696202,60,484172,1.2966887975123211,GSE135893
THD0001,control,Macrophages,IL1B,292,70,0.2397260273972602,566,3158898,1.920280524733194,GSE135893
THD0002,control,Macrophages,IL1B,748,248,0.3315508021390374,2029,6311427,3.357139444476083,GSE135893
THD0005,control,Macrophages,IL1B,958,333,0.3475991649269311,2034,6607378,3.3157843631989303,GSE135893
VUHD65,control,Macrophages,IL1B,791,169,0.213653603034134,390,14111851,0.2985971698294233,GSE135893
VUHD66,control,Macrophages,IL1B,169,79,0.4674556213017751,472,2322725,2.2390521106104213,GSE135893
VUHD67,control,Macrophages,IL1B,2073,321,0.1548480463096961,626,25868711,0.2308872955652856,GSE135893
VUHD68,control,Macrophages,IL1B,4492,1793,0.3991540516473731,8168,54127245,1.788530822575334,GSE135893
