donor,disease,label,cells,recovered_donor_cells,recovered_cell_fraction
001C,control,ATI,40,1862,0.021482277121374866
001C,control,ATII,10,1862,0.0053705692803437165
001C,control,B,32,1862,0.017185821697099892
001C,control,B_Plasma,8,1862,0.004296455424274973
001C,control,Basal,19,1862,0.01020408163265306
001C,control,Ciliated,14,1862,0.007518796992481203
001C,control,Club,14,1862,0.007518796992481203
001C,control,Fibroblast,9,1862,0.004833512352309345
001C,control,Goblet,1,1862,0.0005370569280343716
001C,control,ILC_A,4,1862,0.0021482277121374865
001C,control,ILC_B,3,1862,0.001611170784103115
001C,control,Lymphatic,50,1862,0.02685284640171858
001C,control,Macrophage,390,1862,0.20945220193340494
001C,control,Macrophage_Alveolar,480,1862,0.2577873254564984
001C,control,Mesothelial,1,1862,0.0005370569280343716
001C,control,Multiplet,13,1862,0.006981740064446832
001C,control,Myofibroblast,7,1862,0.0037593984962406013
001C,control,NK,61,1862,0.03276047261009667
001C,control,SMC,1,1862,0.0005370569280343716
001C,control,T,14,1862,0.007518796992481203
001C,control,T_Cytotoxic,25,1862,0.01342642320085929
001C,control,T_Regulatory,3,1862,0.001611170784103115
001C,control,VE_Arterial,4,1862,0.0021482277121374865
001C,control,VE_Capillary_A,4,1862,0.0021482277121374865
001C,control,VE_Capillary_B,6,1862,0.00322234156820623
001C,control,VE_Venous,6,1862,0.00322234156820623
001C,control,cDC2,25,1862,0.01342642320085929
001C,control,cMonocyte,601,1862,0.32277121374865736
001C,control,ncMonocyte,17,1862,0.009129967776584319
002C,control,ATII,4,700,0.005714285714285714
002C,control,B,17,700,0.024285714285714285
002C,control,Ciliated,15,700,0.02142857142857143
002C,control,DC_Langerhans,1,700,0.0014285714285714286
002C,control,ILC_A,1,700,0.0014285714285714286
002C,control,Macrophage,436,700,0.6228571428571429
002C,control,Macrophage_Alveolar,142,700,0.20285714285714285
002C,control,Mast,2,700,0.002857142857142857
002C,control,Multiplet,7,700,0.01
002C,control,NK,8,700,0.011428571428571429
002C,control,T,20,700,0.02857142857142857
002C,control,T_Cytotoxic,12,700,0.017142857142857144
002C,control,T_Regulatory,3,700,0.004285714285714286
002C,control,VE_Capillary_B,2,700,0.002857142857142857
002C,control,cDC1,1,700,0.0014285714285714286
002C,control,cDC2,6,700,0.008571428571428572
002C,control,cMonocyte,20,700,0.02857142857142857
002C,control,ncMonocyte,3,700,0.004285714285714286
003C,control,ATI,3,3460,0.0008670520231213873
003C,control,ATII,15,3460,0.004335260115606936
003C,control,B,122,3460,0.03526011560693642
003C,control,B_Plasma,21,3460,0.0060693641618497106
003C,control,Ciliated,26,3460,0.007514450867052023
003C,control,Club,17,3460,0.004913294797687861
003C,control,DC_Langerhans,2,3460,0.0005780346820809249
003C,control,DC_Mature,8,3460,0.0023121387283236996
003C,control,Fibroblast,24,3460,0.006936416184971098
003C,control,Goblet,4,3460,0.0011560693641618498
003C,control,ILC_A,13,3460,0.0037572254335260114
003C,control,ILC_B,6,3460,0.0017341040462427746
003C,control,Lymphatic,40,3460,0.011560693641618497
003C,control,Macrophage,1097,3460,0.3170520231213873
003C,control,Macrophage_Alveolar,953,3460,0.2754335260115607
003C,control,Mast,10,3460,0.002890173410404624
003C,control,Multiplet,45,3460,0.01300578034682081
003C,control,Myofibroblast,16,3460,0.004624277456647399
003C,control,NK,70,3460,0.02023121387283237
003C,control,Pericyte,1,3460,0.00028901734104046245
003C,control,SMC,3,3460,0.0008670520231213873
003C,control,T,83,3460,0.02398843930635838
003C,control,T_Cytotoxic,146,3460,0.042196531791907514
003C,control,T_Regulatory,14,3460,0.004046242774566474
003C,control,VE_Arterial,6,3460,0.0017341040462427746
003C,control,VE_Capillary_A,12,3460,0.003468208092485549
003C,control,VE_Capillary_B,18,3460,0.005202312138728324
003C,control,VE_Peribronchial,1,3460,0.00028901734104046245
003C,control,VE_Venous,2,3460,0.0005780346820809249
003C,control,cDC1,22,3460,0.006358381502890174
003C,control,cDC2,96,3460,0.027745664739884393
003C,control,cMonocyte,451,3460,0.13034682080924856
003C,control,ncMonocyte,78,3460,0.02254335260115607
003C,control,pDC,35,3460,0.010115606936416185
010I,IPF,ATI,11,4867,0.0022601191699198686
010I,IPF,ATII,31,4867,0.006369426751592357
010I,IPF,Aberrant_Basaloid,26,4867,0.005342099856174234
010I,IPF,B,98,4867,0.020135607150195193
010I,IPF,B_Plasma,5,4867,0.001027326895418122
010I,IPF,Basal,40,4867,0.008218615163344977
010I,IPF,Ciliated,424,4867,0.08711732073145675
010I,IPF,Club,144,4867,0.029587014588041916
010I,IPF,DC_Langerhans,7,4867,0.0014382576535853708
010I,IPF,DC_Mature,8,4867,0.0016437230326689953
010I,IPF,Fibroblast,55,4867,0.011300595849599342
010I,IPF,Goblet,76,4867,0.015615368810355456
010I,IPF,ILC_A,5,4867,0.001027326895418122
010I,IPF,ILC_B,4,4867,0.0008218615163344976
010I,IPF,Ionocyte,1,4867,0.0002054653790836244
010I,IPF,Lymphatic,12,4867,0.002465584549003493
010I,IPF,Macrophage,2031,4867,0.4173001849188412
010I,IPF,Macrophage_Alveolar,771,4867,0.15841380727347443
010I,IPF,Mast,22,4867,0.004520238339839737
010I,IPF,Mesothelial,1,4867,0.0002054653790836244
010I,IPF,Multiplet,146,4867,0.029997945346209164
010I,IPF,Myofibroblast,12,4867,0.002465584549003493
010I,IPF,NK,24,4867,0.004931169098006986
010I,IPF,Pericyte,1,4867,0.0002054653790836244
010I,IPF,SMC,1,4867,0.0002054653790836244
010I,IPF,T,349,4867,0.07170741730018491
010I,IPF,T_Cytotoxic,142,4867,0.029176083829874667
010I,IPF,T_Regulatory,50,4867,0.01027326895418122
010I,IPF,VE_Arterial,8,4867,0.0016437230326689953
010I,IPF,VE_Capillary_A,3,4867,0.0006163961372508733
010I,IPF,VE_Capillary_B,2,4867,0.0004109307581672488
010I,IPF,VE_Peribronchial,17,4867,0.003492911444421615
010I,IPF,VE_Venous,13,4867,0.002671049928087117
010I,IPF,cDC1,17,4867,0.003492911444421615
010I,IPF,cDC2,120,4867,0.02465584549003493
010I,IPF,cMonocyte,165,4867,0.03390178754879803
010I,IPF,ncMonocyte,15,4867,0.003081980686254366
010I,IPF,pDC,10,4867,0.002054653790836244
021I,IPF,ATI,31,3122,0.009929532351057015
021I,IPF,ATII,20,3122,0.0064061499039077515
021I,IPF,Aberrant_Basaloid,17,3122,0.005445227418321589
021I,IPF,B,9,3122,0.0028827674567584883
021I,IPF,B_Plasma,4,3122,0.0012812299807815502
021I,IPF,Basal,39,3122,0.012491992312620116
021I,IPF,Ciliated,144,3122,0.04612427930813581
021I,IPF,Club,41,3122,0.01313260730301089
021I,IPF,DC_Langerhans,1,3122,0.00032030749519538755
021I,IPF,DC_Mature,8,3122,0.0025624599615631004
021I,IPF,Fibroblast,120,3122,0.03843689942344651
021I,IPF,Goblet,21,3122,0.006726457399103139
021I,IPF,ILC_A,15,3122,0.004804612427930814
021I,IPF,ILC_B,11,3122,0.003523382447149263
021I,IPF,Lymphatic,83,3122,0.026585522101217167
021I,IPF,Macrophage,612,3122,0.1960281870595772
021I,IPF,Macrophage_Alveolar,210,3122,0.06726457399103139
021I,IPF,Mast,4,3122,0.0012812299807815502
021I,IPF,Mesothelial,9,3122,0.0028827674567584883
021I,IPF,Multiplet,57,3122,0.01825752722613709
021I,IPF,Myofibroblast,286,3122,0.09160794362588084
021I,IPF,NK,164,3122,0.05253042921204356
021I,IPF,Pericyte,39,3122,0.012491992312620116
021I,IPF,SMC,55,3122,0.017616912235746317
021I,IPF,T,255,3122,0.08167841127482384
021I,IPF,T_Cytotoxic,196,3122,0.06278026905829596
021I,IPF,T_Regulatory,25,3122,0.008007687379884689
021I,IPF,VE_Arterial,15,3122,0.004804612427930814
021I,IPF,VE_Capillary_A,15,3122,0.004804612427930814
021I,IPF,VE_Capillary_B,28,3122,0.008968609865470852
021I,IPF,VE_Peribronchial,217,3122,0.06950672645739911
021I,IPF,VE_Venous,27,3122,0.008648302370275465
021I,IPF,cDC1,9,3122,0.0028827674567584883
021I,IPF,cDC2,53,3122,0.016976297245355543
021I,IPF,cMonocyte,145,3122,0.046444586803331196
021I,IPF,ncMonocyte,125,3122,0.04003843689942345
021I,IPF,pDC,12,3122,0.003843689942344651
022I,IPF,ATI,19,4843,0.0039231881065455295
022I,IPF,ATII,53,4843,0.010943629981416477
022I,IPF,Aberrant_Basaloid,4,4843,0.0008259343382201115
022I,IPF,B,107,4843,0.02209374354738798
022I,IPF,B_Plasma,14,4843,0.0028907701837703904
022I,IPF,Basal,93,4843,0.019202973363617593
022I,IPF,Ciliated,110,4843,0.022713194301053067
022I,IPF,Club,58,4843,0.011976047904191617
022I,IPF,DC_Langerhans,4,4843,0.0008259343382201115
022I,IPF,DC_Mature,21,4843,0.0043361552756555856
022I,IPF,Fibroblast,134,4843,0.027668800330373736
022I,IPF,Goblet,21,4843,0.0043361552756555856
022I,IPF,ILC_A,9,4843,0.001858352260995251
022I,IPF,ILC_B,4,4843,0.0008259343382201115
022I,IPF,Ionocyte,2,4843,0.00041296716911005574
022I,IPF,Lymphatic,40,4843,0.008259343382201115
022I,IPF,Macrophage,1145,4843,0.2364237043155069
022I,IPF,Macrophage_Alveolar,1079,4843,0.22279578773487507
022I,IPF,Mast,25,4843,0.005162089613875697
022I,IPF,Mesothelial,2,4843,0.00041296716911005574
022I,IPF,Multiplet,109,4843,0.022506710716498037
022I,IPF,Myofibroblast,291,4843,0.060086723105513114
022I,IPF,NK,90,4843,0.01858352260995251
022I,IPF,PNEC,1,4843,0.00020648358455502787
022I,IPF,Pericyte,78,4843,0.016105719595292174
022I,IPF,SMC,76,4843,0.015692752426182118
022I,IPF,T,319,4843,0.0658682634730539
022I,IPF,T_Cytotoxic,159,4843,0.03283088994424943
022I,IPF,T_Regulatory,19,4843,0.0039231881065455295
022I,IPF,VE_Arterial,21,4843,0.0043361552756555856
022I,IPF,VE_Capillary_A,30,4843,0.006194507536650836
022I,IPF,VE_Capillary_B,58,4843,0.011976047904191617
022I,IPF,VE_Peribronchial,238,4843,0.049143093124096635
022I,IPF,VE_Venous,19,4843,0.0039231881065455295
022I,IPF,cDC1,13,4843,0.0026842865992153624
022I,IPF,cDC2,92,4843,0.018996489779062563
022I,IPF,cMonocyte,150,4843,0.03097253768325418
022I,IPF,ncMonocyte,121,4843,0.024984513731158373
022I,IPF,pDC,15,4843,0.003097253768325418
025I,IPF,ATI,3,3239,0.0009262117937635072
025I,IPF,ATII,1,3239,0.00030873726458783575
025I,IPF,Aberrant_Basaloid,3,3239,0.0009262117937635072
025I,IPF,B,19,3239,0.005866008027168879
025I,IPF,B_Plasma,1,3239,0.00030873726458783575
025I,IPF,Basal,12,3239,0.003704847175054029
025I,IPF,Ciliated,114,3239,0.03519604816301328
025I,IPF,Club,20,3239,0.006174745291756715
025I,IPF,DC_Langerhans,7,3239,0.00216116085211485
025I,IPF,DC_Mature,4,3239,0.001234949058351343
025I,IPF,Fibroblast,16,3239,0.004939796233405372
025I,IPF,Goblet,45,3239,0.01389317690645261
025I,IPF,ILC_A,5,3239,0.0015436863229391787
025I,IPF,ILC_B,3,3239,0.0009262117937635072
025I,IPF,Lymphatic,40,3239,0.01234949058351343
025I,IPF,Macrophage,845,3239,0.2608829885767212
025I,IPF,Macrophage_Alveolar,1761,3239,0.5436863229391787
025I,IPF,Mesothelial,5,3239,0.0015436863229391787
025I,IPF,Multiplet,31,3239,0.009570855202222908
025I,IPF,Myofibroblast,16,3239,0.004939796233405372
025I,IPF,NK,27,3239,0.008335906143871565
025I,IPF,Pericyte,3,3239,0.0009262117937635072
025I,IPF,SMC,11,3239,0.0033961099104661933
025I,IPF,T,21,3239,0.006483482556344551
025I,IPF,T_Cytotoxic,29,3239,0.008953380673047236
025I,IPF,T_Regulatory,3,3239,0.0009262117937635072
025I,IPF,VE_Arterial,8,3239,0.002469898116702686
025I,IPF,VE_Capillary_A,3,3239,0.0009262117937635072
025I,IPF,VE_Capillary_B,5,3239,0.0015436863229391787
025I,IPF,VE_Peribronchial,18,3239,0.005557270762581044
025I,IPF,VE_Venous,4,3239,0.001234949058351343
025I,IPF,cDC1,19,3239,0.005866008027168879
025I,IPF,cDC2,81,3239,0.025007718431614697
025I,IPF,cMonocyte,29,3239,0.008953380673047236
025I,IPF,ncMonocyte,21,3239,0.006483482556344551
025I,IPF,pDC,6,3239,0.0018524235875270144
29I,IPF,ATI,1,1263,0.000791765637371338
29I,IPF,ATII,4,1263,0.003167062549485352
29I,IPF,Aberrant_Basaloid,8,1263,0.006334125098970704
29I,IPF,B,12,1263,0.009501187648456057
29I,IPF,Basal,4,1263,0.003167062549485352
29I,IPF,Ciliated,85,1263,0.06730007917656373
29I,IPF,Club,8,1263,0.006334125098970704
29I,IPF,DC_Langerhans,7,1263,0.0055423594615993665
29I,IPF,DC_Mature,4,1263,0.003167062549485352
29I,IPF,Fibroblast,5,1263,0.00395882818685669
29I,IPF,Goblet,13,1263,0.010292953285827395
29I,IPF,ILC_A,1,1263,0.000791765637371338
29I,IPF,ILC_B,2,1263,0.001583531274742676
29I,IPF,Ionocyte,1,1263,0.000791765637371338
29I,IPF,Macrophage,463,1263,0.3665874901029295
29I,IPF,Macrophage_Alveolar,451,1263,0.3570863024544735
29I,IPF,Mast,1,1263,0.000791765637371338
29I,IPF,Multiplet,9,1263,0.007125890736342043
29I,IPF,NK,8,1263,0.006334125098970704
29I,IPF,Pericyte,3,1263,0.0023752969121140144
29I,IPF,SMC,5,1263,0.00395882818685669
29I,IPF,T,16,1263,0.012668250197941409
29I,IPF,T_Cytotoxic,19,1263,0.015043547110055424
29I,IPF,T_Regulatory,2,1263,0.001583531274742676
29I,IPF,VE_Capillary_A,3,1263,0.0023752969121140144
29I,IPF,VE_Capillary_B,2,1263,0.001583531274742676
29I,IPF,VE_Peribronchial,17,1263,0.013460015835312747
29I,IPF,VE_Venous,2,1263,0.001583531274742676
29I,IPF,cDC1,8,1263,0.006334125098970704
29I,IPF,cDC2,30,1263,0.023752969121140142
29I,IPF,cMonocyte,58,1263,0.04592240696753761
29I,IPF,ncMonocyte,6,1263,0.004750593824228029
29I,IPF,pDC,5,1263,0.00395882818685669
034C,control,ATI,1,706,0.00141643059490085
034C,control,ATII,2,706,0.0028328611898017
034C,control,B,29,706,0.04107648725212465
034C,control,Ciliated,9,706,0.012747875354107648
034C,control,Fibroblast,3,706,0.00424929178470255
034C,control,Lymphatic,4,706,0.0056657223796034
034C,control,Macrophage,481,706,0.6813031161473088
034C,control,Macrophage_Alveolar,120,706,0.16997167138810199
034C,control,Multiplet,1,706,0.00141643059490085
034C,control,NK,6,706,0.0084985835694051
034C,control,PNEC,1,706,0.00141643059490085
034C,control,Pericyte,1,706,0.00141643059490085
034C,control,T,16,706,0.0226628895184136
034C,control,T_Cytotoxic,6,706,0.0084985835694051
034C,control,VE_Arterial,3,706,0.00424929178470255
034C,control,VE_Peribronchial,2,706,0.0028328611898017
034C,control,cDC1,3,706,0.00424929178470255
034C,control,cDC2,3,706,0.00424929178470255
034C,control,cMonocyte,11,706,0.015580736543909348
034C,control,ncMonocyte,4,706,0.0056657223796034
034I,IPF,ATI,4,4279,0.0009347978499649451
034I,IPF,ATII,19,4279,0.004440289787333489
034I,IPF,Aberrant_Basaloid,5,4279,0.0011684973124561813
034I,IPF,B,43,4279,0.01004907688712316
034I,IPF,B_Plasma,10,4279,0.0023369946249123625
034I,IPF,Basal,523,4279,0.12222481888291657
034I,IPF,Ciliated,70,4279,0.01635896237438654
034I,IPF,Club,131,4279,0.03061462958635195
034I,IPF,DC_Langerhans,1,4279,0.00023369946249123628
034I,IPF,DC_Mature,1,4279,0.00023369946249123628
034I,IPF,Fibroblast,38,4279,0.008880579574666978
034I,IPF,Goblet,37,4279,0.008646880112175742
034I,IPF,ILC_A,2,4279,0.00046739892498247256
034I,IPF,ILC_B,5,4279,0.0011684973124561813
034I,IPF,Lymphatic,82,4279,0.019163355924281374
034I,IPF,Macrophage,1656,4279,0.3870063098854873
034I,IPF,Macrophage_Alveolar,21,4279,0.004907688712315962
034I,IPF,Mast,62,4279,0.014489366674456649
034I,IPF,Mesothelial,1,4279,0.00023369946249123628
034I,IPF,Multiplet,121,4279,0.028277634961439587
034I,IPF,Myofibroblast,419,4279,0.097920074783828
034I,IPF,NK,36,4279,0.008413180649684505
034I,IPF,Pericyte,159,4279,0.037158214536106564
034I,IPF,SMC,68,4279,0.015891563449404067
034I,IPF,T,82,4279,0.019163355924281374
034I,IPF,T_Cytotoxic,86,4279,0.02009815377424632
034I,IPF,T_Regulatory,14,4279,0.003271792474877308
034I,IPF,VE_Arterial,30,4279,0.0070109838747370885
034I,IPF,VE_Capillary_A,6,4279,0.0014021967749474175
034I,IPF,VE_Capillary_B,132,4279,0.030848329048843187
034I,IPF,VE_Peribronchial,222,4279,0.051881280673054454
034I,IPF,VE_Venous,34,4279,0.007945781724702033
034I,IPF,cDC1,9,4279,0.0021032951624211263
034I,IPF,cDC2,74,4279,0.017293760224351484
034I,IPF,cMonocyte,67,4279,0.01565786398691283
034I,IPF,ncMonocyte,8,4279,0.0018695956999298902
034I,IPF,pDC,1,4279,0.00023369946249123628
040I,IPF,ATI,9,4949,0.0018185492018589614
040I,IPF,ATII,12,4949,0.0024247322691452818
040I,IPF,Aberrant_Basaloid,3,4949,0.0006061830672863204
040I,IPF,B,75,4949,0.015154576682158012
040I,IPF,B_Plasma,22,4949,0.004445342493433016
040I,IPF,Basal,27,4949,0.005455647605576884
040I,IPF,Ciliated,201,4949,0.04061426550818347
040I,IPF,Club,14,4949,0.002828854314002829
040I,IPF,DC_Langerhans,4,4949,0.0008082440897150939
040I,IPF,DC_Mature,2,4949,0.00040412204485754696
040I,IPF,Fibroblast,102,4949,0.020610224287734895
040I,IPF,Goblet,32,4949,0.006465952717720751
040I,IPF,ILC_A,4,4949,0.0008082440897150939
040I,IPF,ILC_B,5,4949,0.0010103051121438675
040I,IPF,Lymphatic,55,4949,0.011113356233582542
040I,IPF,Macrophage,1639,4949,0.3311780157607597
040I,IPF,Macrophage_Alveolar,1700,4949,0.34350373812891494
040I,IPF,Mast,7,4949,0.0014144271570014145
040I,IPF,Mesothelial,4,4949,0.0008082440897150939
040I,IPF,Multiplet,57,4949,0.011517478278440088
040I,IPF,Myofibroblast,146,4949,0.02950090927460093
040I,IPF,NK,29,4949,0.005859769650434431
040I,IPF,Pericyte,30,4949,0.006061830672863205
040I,IPF,SMC,29,4949,0.005859769650434431
040I,IPF,T,205,4949,0.04142250959789857
040I,IPF,T_Cytotoxic,132,4949,0.0266720549605981
040I,IPF,T_Regulatory,23,4949,0.00464740351586179
040I,IPF,VE_Arterial,4,4949,0.0008082440897150939
040I,IPF,VE_Capillary_A,7,4949,0.0014144271570014145
040I,IPF,VE_Capillary_B,16,4949,0.0032329763588603757
040I,IPF,VE_Peribronchial,154,4949,0.031117397454031116
040I,IPF,VE_Venous,17,4949,0.0034350373812891493
040I,IPF,cDC1,7,4949,0.0014144271570014145
040I,IPF,cDC2,48,4949,0.009698929076581127
040I,IPF,cMonocyte,87,4949,0.017579308951303295
040I,IPF,ncMonocyte,39,4949,0.007880379874722166
040I,IPF,pDC,2,4949,0.00040412204485754696
041I,IPF,ATI,5,3670,0.0013623978201634877
041I,IPF,ATII,4,3670,0.0010899182561307902
041I,IPF,Aberrant_Basaloid,16,3670,0.004359673024523161
041I,IPF,B,142,3670,0.038692098092643054
041I,IPF,B_Plasma,7,3670,0.0019073569482288828
041I,IPF,Basal,24,3670,0.006539509536784741
041I,IPF,Ciliated,164,3670,0.0446866485013624
041I,IPF,Club,32,3670,0.008719346049046322
041I,IPF,DC_Langerhans,6,3670,0.0016348773841961854
041I,IPF,DC_Mature,9,3670,0.002452316076294278
041I,IPF,Fibroblast,92,3670,0.025068119891008173
041I,IPF,Goblet,43,3670,0.011716621253405994
041I,IPF,ILC_A,4,3670,0.0010899182561307902
041I,IPF,ILC_B,2,3670,0.0005449591280653951
041I,IPF,Lymphatic,7,3670,0.0019073569482288828
041I,IPF,Macrophage,2008,3670,0.5471389645776567
041I,IPF,Macrophage_Alveolar,360,3670,0.09809264305177112
041I,IPF,Mast,1,3670,0.00027247956403269756
041I,IPF,Mesothelial,5,3670,0.0013623978201634877
041I,IPF,Multiplet,37,3670,0.010081743869209809
041I,IPF,Myofibroblast,37,3670,0.010081743869209809
041I,IPF,NK,26,3670,0.007084468664850136
041I,IPF,Pericyte,12,3670,0.0032697547683923707
041I,IPF,SMC,8,3670,0.0021798365122615805
041I,IPF,T,102,3670,0.02779291553133515
041I,IPF,T_Cytotoxic,98,3670,0.02670299727520436
041I,IPF,T_Regulatory,23,3670,0.006267029972752043
041I,IPF,VE_Arterial,13,3670,0.003542234332425068
041I,IPF,VE_Capillary_A,7,3670,0.0019073569482288828
041I,IPF,VE_Capillary_B,11,3670,0.002997275204359673
041I,IPF,VE_Peribronchial,67,3670,0.018256130790190735
041I,IPF,VE_Venous,14,3670,0.0038147138964577656
041I,IPF,cDC1,2,3670,0.0005449591280653951
041I,IPF,cDC2,114,3670,0.03106267029972752
041I,IPF,cMonocyte,104,3670,0.028337874659400544
041I,IPF,ncMonocyte,61,3670,0.01662125340599455
041I,IPF,pDC,3,3670,0.0008174386920980927
47I,IPF,ATI,2,2463,0.0008120178643930166
47I,IPF,B,87,2463,0.03532277710109622
47I,IPF,B_Plasma,2,2463,0.0008120178643930166
47I,IPF,Basal,11,2463,0.004466098254161592
47I,IPF,Ciliated,66,2463,0.02679658952496955
47I,IPF,Club,5,2463,0.0020300446609825416
47I,IPF,DC_Langerhans,4,2463,0.0016240357287860333
47I,IPF,DC_Mature,4,2463,0.0016240357287860333
47I,IPF,Fibroblast,20,2463,0.008120178643930167
47I,IPF,Goblet,6,2463,0.00243605359317905
47I,IPF,ILC_A,4,2463,0.0016240357287860333
47I,IPF,Lymphatic,25,2463,0.010150223304912708
47I,IPF,Macrophage,975,2463,0.39585870889159563
47I,IPF,Macrophage_Alveolar,850,2463,0.3451075923670321
47I,IPF,Mast,2,2463,0.0008120178643930166
47I,IPF,Mesothelial,7,2463,0.0028420625253755584
47I,IPF,Multiplet,12,2463,0.0048721071863581
47I,IPF,Myofibroblast,23,2463,0.00933820544051969
47I,IPF,NK,77,2463,0.03126268777913114
47I,IPF,SMC,5,2463,0.0020300446609825416
47I,IPF,T,32,2463,0.012992285830288266
47I,IPF,T_Cytotoxic,103,2463,0.04181892001624036
47I,IPF,T_Regulatory,4,2463,0.0016240357287860333
47I,IPF,VE_Arterial,4,2463,0.0016240357287860333
47I,IPF,VE_Capillary_A,2,2463,0.0008120178643930166
47I,IPF,VE_Capillary_B,1,2463,0.0004060089321965083
47I,IPF,VE_Peribronchial,13,2463,0.005278116118554608
47I,IPF,VE_Venous,2,2463,0.0008120178643930166
47I,IPF,cDC1,1,2463,0.0004060089321965083
47I,IPF,cDC2,36,2463,0.014616321559074299
47I,IPF,cMonocyte,47,2463,0.01908241981323589
47I,IPF,ncMonocyte,29,2463,0.011774259033698742
47I,IPF,pDC,2,2463,0.0008120178643930166
49I,IPF,ATI,2,4624,0.00043252595155709344
49I,IPF,ATII,1,4624,0.00021626297577854672
49I,IPF,Aberrant_Basaloid,2,4624,0.00043252595155709344
49I,IPF,B,356,4624,0.07698961937716263
49I,IPF,B_Plasma,9,4624,0.0019463667820069203
49I,IPF,Basal,45,4624,0.009731833910034602
49I,IPF,Ciliated,253,4624,0.05471453287197232
49I,IPF,Club,16,4624,0.0034602076124567475
49I,IPF,DC_Langerhans,7,4624,0.001513840830449827
49I,IPF,DC_Mature,7,4624,0.001513840830449827
49I,IPF,Fibroblast,25,4624,0.005406574394463667
49I,IPF,Goblet,16,4624,0.0034602076124567475
49I,IPF,ILC_A,14,4624,0.003027681660899654
49I,IPF,ILC_B,13,4624,0.0028114186851211074
49I,IPF,Lymphatic,43,4624,0.009299307958477509
49I,IPF,Macrophage,1896,4624,0.4100346020761246
49I,IPF,Macrophage_Alveolar,563,4624,0.1217560553633218
49I,IPF,Mast,2,4624,0.00043252595155709344
49I,IPF,Mesothelial,11,4624,0.002378892733564014
49I,IPF,Multiplet,50,4624,0.010813148788927335
49I,IPF,Myofibroblast,78,4624,0.016868512110726645
49I,IPF,NK,148,4624,0.03200692041522491
49I,IPF,Pericyte,32,4624,0.006920415224913495
49I,IPF,SMC,16,4624,0.0034602076124567475
49I,IPF,T,226,4624,0.048875432525951557
49I,IPF,T_Cytotoxic,299,4624,0.06466262975778547
49I,IPF,T_Regulatory,54,4624,0.011678200692041523
49I,IPF,VE_Arterial,11,4624,0.002378892733564014
49I,IPF,VE_Capillary_A,18,4624,0.0038927335640138406
49I,IPF,VE_Capillary_B,26,4624,0.005622837370242215
49I,IPF,VE_Peribronchial,84,4624,0.018166089965397925
49I,IPF,VE_Venous,16,4624,0.0034602076124567475
49I,IPF,cDC1,20,4624,0.004325259515570935
49I,IPF,cDC2,110,4624,0.02378892733564014
49I,IPF,cMonocyte,85,4624,0.01838235294117647
49I,IPF,ncMonocyte,65,4624,0.014057093425605537
49I,IPF,pDC,5,4624,0.0010813148788927337
051I,IPF,ATI,3,6839,0.0004386606228980845
051I,IPF,ATII,3,6839,0.0004386606228980845
051I,IPF,Aberrant_Basaloid,15,6839,0.0021933031144904225
051I,IPF,B,403,6839,0.05892674367597602
051I,IPF,B_Plasma,18,6839,0.002631963737388507
051I,IPF,Basal,38,6839,0.005556367890042404
051I,IPF,Ciliated,336,6839,0.04912998976458546
051I,IPF,Club,54,6839,0.007895891212165522
051I,IPF,DC_Langerhans,3,6839,0.0004386606228980845
051I,IPF,DC_Mature,2,6839,0.00029244041526538966
051I,IPF,Fibroblast,144,6839,0.021055709899108058
051I,IPF,Goblet,24,6839,0.003509284983184676
051I,IPF,ILC_A,13,6839,0.0019008626992250328
051I,IPF,ILC_B,1,6839,0.00014622020763269483
051I,IPF,Ionocyte,1,6839,0.00014622020763269483
051I,IPF,Lymphatic,18,6839,0.002631963737388507
051I,IPF,Macrophage,4120,6839,0.6024272554467027
051I,IPF,Macrophage_Alveolar,74,6839,0.010820295364819418
051I,IPF,Mast,25,6839,0.003655505190817371
051I,IPF,Mesothelial,12,6839,0.001754642491592338
051I,IPF,Multiplet,102,6839,0.014914461178534873
051I,IPF,Myofibroblast,219,6839,0.03202222547156017
051I,IPF,NK,187,6839,0.027343178827313935
051I,IPF,Pericyte,8,6839,0.0011697616610615586
051I,IPF,SMC,8,6839,0.0011697616610615586
051I,IPF,T,191,6839,0.027928059657844714
051I,IPF,T_Cytotoxic,351,6839,0.05132329287907589
051I,IPF,T_Regulatory,76,6839,0.011112735780084808
051I,IPF,VE_Arterial,9,6839,0.0013159818686942536
051I,IPF,VE_Capillary_B,17,6839,0.0024857435297558125
051I,IPF,VE_Peribronchial,63,6839,0.009211873080859774
051I,IPF,VE_Venous,6,6839,0.000877321245796169
051I,IPF,cDC1,8,6839,0.0011697616610615586
051I,IPF,cDC2,33,6839,0.004825266851878929
051I,IPF,cMonocyte,253,6839,0.036993712531071796
051I,IPF,ncMonocyte,1,6839,0.00014622020763269483
053I,IPF,ATI,1,3718,0.00026896180742334586
053I,IPF,ATII,2,3718,0.0005379236148466917
053I,IPF,Aberrant_Basaloid,3,3718,0.0008068854222700376
053I,IPF,B,80,3718,0.02151694459386767
053I,IPF,B_Plasma,2,3718,0.0005379236148466917
053I,IPF,Basal,6,3718,0.0016137708445400753
053I,IPF,Ciliated,128,3718,0.03442711135018827
053I,IPF,Club,14,3718,0.0037654653039268424
053I,IPF,DC_Langerhans,2,3718,0.0005379236148466917
053I,IPF,DC_Mature,16,3718,0.004303388918773534
053I,IPF,Fibroblast,10,3718,0.0026896180742334587
