gene	gene_group	mark	contrast	half_width_bp	replicate	total_tss	alternative_tss	eligible_tss	held_tss	eligible_alternatives	baseline_eligible	baseline_effect	minimum_effect	maximum_effect	effect_span	direction_changes	direction_comparisons	max_abs_change
SFTPB	AT2	H3K4me3	iATCs_minus_iAT2	1000	CUT2	2	1	2	0	1	True	-5.145279432481971	-5.652146648640273	-5.145279432481971	0.5068672161583025	0	1	0.5068672161583025
SFTPB	AT2	H3K4me3	iATCs_minus_iAT1	1000	CUT2	2	1	2	0	1	True	-3.9023153114101152	-4.407230917870436	-3.9023153114101152	0.5049156064603206	0	1	0.5049156064603206
SFTPB	AT2	H3K4me3	iATCs_minus_iAT2	5000	CUT2	2	1	2	0	1	True	-6.735993048347045	-6.760541508730077	-6.735993048347045	0.02454846038303149	0	1	0.02454846038303149
SFTPB	AT2	H3K4me3	iATCs_minus_iAT1	5000	CUT2	2	1	2	0	1	True	-5.711294266845968	-5.816370239308536	-5.711294266845968	0.10507597246256761	0	1	0.10507597246256761
AGER	AT1	H3K4me3	iATCs_minus_iAT2	1000	CUT2	1	0	1	0	0	True	-0.15432707595499506	-0.15432707595499506	-0.15432707595499506	0.0	0	0	
AGER	AT1	H3K4me3	iATCs_minus_iAT1	1000	CUT2	1	0	1	0	0	True	-2.662049816884924	-2.662049816884924	-2.662049816884924	0.0	0	0	
AGER	AT1	H3K4me3	iATCs_minus_iAT2	5000	CUT2	1	0	1	0	0	True	-0.1923605984011414	-0.1923605984011414	-0.1923605984011414	0.0	0	0	
AGER	AT1	H3K4me3	iATCs_minus_iAT1	5000	CUT2	1	0	1	0	0	True	-1.1111528987328732	-1.1111528987328732	-1.1111528987328732	0.0	0	0	
PDPN	AT1	H3K4me3	iATCs_minus_iAT2	1000	CUT2	4	3	4	0	3	True	0.20292810402665307	-0.9165230801142052	0.20889185656746156	1.1254149366816668	1	3	1.1194511841408583
PDPN	AT1	H3K4me3	iATCs_minus_iAT1	1000	CUT2	4	3	4	0	3	True	-4.43526003877667	-5.697673216445624	-4.43526003877667	1.2624131776689538	0	3	1.2624131776689538
PDPN	AT1	H3K4me3	iATCs_minus_iAT2	5000	CUT2	4	3	4	0	3	True	-0.6974756238413786	-0.7544348947306108	-0.6865578049283229	0.0678770898022879	0	3	0.05695927088923214
PDPN	AT1	H3K4me3	iATCs_minus_iAT1	5000	CUT2	4	3	4	0	3	True	-4.035618137610939	-4.09039518857639	-4.015274715091129	0.07512047348526085	0	3	0.054777050965451046
HOPX	AT1	H3K4me3	iATCs_minus_iAT2	1000	CUT2	4	3	3	1	2	True	-3.241804017907672	-3.241804017907672	-2.336403776967804	0.9054002409398678	0	2	0.9054002409398678
HOPX	AT1	H3K4me3	iATCs_minus_iAT1	1000	CUT2	4	3	4	0	3	True	-5.36669251954278	-6.9059755848285445	-1.078837680549708	5.827137904278836	0	3	4.287854838993072
HOPX	AT1	H3K4me3	iATCs_minus_iAT2	5000	CUT2	4	3	4	0	3	True	-3.6735927936801542	-3.6735927936801542	-2.1048066390465214	1.5687861546336328	0	3	1.5687861546336328
HOPX	AT1	H3K4me3	iATCs_minus_iAT1	5000	CUT2	4	3	4	0	3	True	-6.1297419914745825	-6.1297419914745825	-1.4577443754218615	4.671997616052721	0	3	4.671997616052721
CAV1	AT1	H3K4me3	iATCs_minus_iAT2	1000	CUT2	3	2	3	0	2	True	-0.3967948545827584	-0.8744752223603658	-0.3967948545827584	0.47768036777760736	0	2	0.47768036777760736
CAV1	AT1	H3K4me3	iATCs_minus_iAT1	1000	CUT2	3	2	3	0	2	True	-2.4683212337588945	-3.794549878277678	-2.4683212337588945	1.3262286445187836	0	2	1.3262286445187836
CAV1	AT1	H3K4me3	iATCs_minus_iAT2	5000	CUT2	3	2	3	0	2	True	-0.31064652009252625	-0.3355845308956332	-0.31064652009252625	0.02493801080310698	0	2	0.02493801080310698
CAV1	AT1	H3K4me3	iATCs_minus_iAT1	5000	CUT2	3	2	3	0	2	True	-3.4003382261968054	-3.402979720678293	-3.3883589746632543	0.014620746015038488	0	2	0.01197925153355106
AQP5	AT1	H3K4me3	iATCs_minus_iAT2	1000	CUT2	1	0	1	0	0	True	1.636788895122	1.636788895122	1.636788895122	0.0	0	0	
AQP5	AT1	H3K4me3	iATCs_minus_iAT1	1000	CUT2	1	0	1	0	0	True	-1.0082315657548568	-1.0082315657548568	-1.0082315657548568	0.0	0	0	
AQP5	AT1	H3K4me3	iATCs_minus_iAT2	5000	CUT2	1	0	1	0	0	True	0.9483898698781102	0.9483898698781102	0.9483898698781102	0.0	0	0	
AQP5	AT1	H3K4me3	iATCs_minus_iAT1	5000	CUT2	1	0	1	0	0	True	-0.05545519858752612	-0.05545519858752612	-0.05545519858752612	0.0	0	0	
KRT8	transition_stress	H3K4me3	iATCs_minus_iAT2	1000	CUT2	3	2	3	0	2	True	1.0061174746024522	-0.5755727781690547	1.0061174746024522	1.5816902527715069	1	2	1.5816902527715069
KRT8	transition_stress	H3K4me3	iATCs_minus_iAT1	1000	CUT2	3	2	3	0	2	True	-1.3177681467187767	-1.4213343537829224	-0.18101161785612696	1.2403227359267954	0	2	1.1367565288626498
KRT8	transition_stress	H3K4me3	iATCs_minus_iAT2	5000	CUT2	3	2	3	0	2	True	0.71941160204537	-0.628081761102385	0.71941160204537	1.347493363147755	1	2	1.347493363147755
KRT8	transition_stress	H3K4me3	iATCs_minus_iAT1	5000	CUT2	3	2	3	0	2	True	-0.6030915104283707	-1.5703771971122316	-0.5093659186942858	1.0610112784179457	0	2	0.9672856866838608
CLDN4	transition_stress	H3K4me3	iATCs_minus_iAT2	1000	CUT2	1	0	1	0	0	True	-0.43864357655059205	-0.43864357655059205	-0.43864357655059205	0.0	0	0	
CLDN4	transition_stress	H3K4me3	iATCs_minus_iAT1	1000	CUT2	1	0	1	0	0	True	-0.48944672904349407	-0.48944672904349407	-0.48944672904349407	0.0	0	0	
CLDN4	transition_stress	H3K4me3	iATCs_minus_iAT2	5000	CUT2	1	0	1	0	0	True	0.43709935572221603	0.43709935572221603	0.43709935572221603	0.0	0	0	
CLDN4	transition_stress	H3K4me3	iATCs_minus_iAT1	5000	CUT2	1	0	1	0	0	True	0.5768387600619969	0.5768387600619969	0.5768387600619969	0.0	0	0	
KRT19	transition_stress	H3K4me3	iATCs_minus_iAT2	1000	CUT2	1	0	1	0	0	True	-0.3245699417850174	-0.3245699417850174	-0.3245699417850174	0.0	0	0	
KRT19	transition_stress	H3K4me3	iATCs_minus_iAT1	1000	CUT2	1	0	1	0	0	True	-1.8166580603454587	-1.8166580603454587	-1.8166580603454587	0.0	0	0	
KRT19	transition_stress	H3K4me3	iATCs_minus_iAT2	5000	CUT2	1	0	1	0	0	True	0.17871501616242114	0.17871501616242114	0.17871501616242114	0.0	0	0	
KRT19	transition_stress	H3K4me3	iATCs_minus_iAT1	5000	CUT2	1	0	1	0	0	True	-1.0542551237392823	-1.0542551237392823	-1.0542551237392823	0.0	0	0	
CDKN1A	transition_stress	H3K4me3	iATCs_minus_iAT2	1000	CUT2	2	1	2	0	1	True	0.794615693663689	0.7235564509113388	0.794615693663689	0.0710592427523502	0	1	0.0710592427523502
CDKN1A	transition_stress	H3K4me3	iATCs_minus_iAT1	1000	CUT2	2	1	2	0	1	True	0.3364532571619878	-0.30402005163062373	0.3364532571619878	0.6404733087926116	1	1	0.6404733087926116
CDKN1A	transition_stress	H3K4me3	iATCs_minus_iAT2	5000	CUT2	2	1	2	0	1	True	0.6221980267508833	0.6221980267508833	0.6261046808530866	0.003906654102203255	0	1	0.003906654102203255
CDKN1A	transition_stress	H3K4me3	iATCs_minus_iAT1	5000	CUT2	2	1	2	0	1	True	-0.34833404366993115	-0.4166024818996359	-0.34833404366993115	0.06826843822970474	0	1	0.06826843822970474
SFN	transition_stress	H3K4me3	iATCs_minus_iAT2	1000	CUT2	1	0	1	0	0	True	-0.7514891866801539	-0.7514891866801539	-0.7514891866801539	0.0	0	0	
SFN	transition_stress	H3K4me3	iATCs_minus_iAT1	1000	CUT2	1	0	1	0	0	True	-1.6008086443819631	-1.6008086443819631	-1.6008086443819631	0.0	0	0	
SFN	transition_stress	H3K4me3	iATCs_minus_iAT2	5000	CUT2	1	0	1	0	0	True	0.07365664090937774	0.07365664090937774	0.07365664090937774	0.0	0	0	
SFN	transition_stress	H3K4me3	iATCs_minus_iAT1	5000	CUT2	1	0	1	0	0	True	-0.5201631249310339	-0.5201631249310339	-0.5201631249310339	0.0	0	0	
ITGB6	transition_stress	H3K4me3	iATCs_minus_iAT2	1000	CUT2	1	0	1	0	0	True	2.058535966239292	2.058535966239292	2.058535966239292	0.0	0	0	
ITGB6	transition_stress	H3K4me3	iATCs_minus_iAT1	1000	CUT2	1	0	1	0	0	True	1.4887855897450448	1.4887855897450448	1.4887855897450448	0.0	0	0	
ITGB6	transition_stress	H3K4me3	iATCs_minus_iAT2	5000	CUT2	1	0	1	0	0	True	2.1780238641694862	2.1780238641694862	2.1780238641694862	0.0	0	0	
ITGB6	transition_stress	H3K4me3	iATCs_minus_iAT1	5000	CUT2	1	0	1	0	0	True	0.6106789183761512	0.6106789183761512	0.6106789183761512	0.0	0	0	
KRT17	transition_stress	H3K4me3	iATCs_minus_iAT2	1000	CUT2	1	0	1	0	0	True	2.413600322137899	2.413600322137899	2.413600322137899	0.0	0	0	
KRT17	transition_stress	H3K4me3	iATCs_minus_iAT1	1000	CUT2	1	0	0	1	0	False					0	0	
KRT17	transition_stress	H3K4me3	iATCs_minus_iAT2	5000	CUT2	1	0	1	0	0	True	0.5230693550418332	0.5230693550418332	0.5230693550418332	0.0	0	0	
KRT17	transition_stress	H3K4me3	iATCs_minus_iAT1	5000	CUT2	1	0	1	0	0	True	2.310897281279069	2.310897281279069	2.310897281279069	0.0	0	0	
TP63	transition_stress	H3K4me3	iATCs_minus_iAT2	1000	CUT2	3	2	1	2	1	False		-0.6682412768757597	-0.6682412768757597	0.0	0	0	
TP63	transition_stress	H3K4me3	iATCs_minus_iAT1	1000	CUT2	3	2	0	3	0	False					0	0	
TP63	transition_stress	H3K4me3	iATCs_minus_iAT2	5000	CUT2	3	2	1	2	1	False		0.87192022712109	0.87192022712109	0.0	0	0	
TP63	transition_stress	H3K4me3	iATCs_minus_iAT1	5000	CUT2	3	2	2	1	2	False		0.9827899245909817	2.268810196680792	1.2860202720898102	0	0	
COL1A1	transition_stress	H3K4me3	iATCs_minus_iAT2	1000	CUT2	1	0	1	0	0	True	-0.6621586662671326	-0.6621586662671326	-0.6621586662671326	0.0	0	0	
COL1A1	transition_stress	H3K4me3	iATCs_minus_iAT1	1000	CUT2	1	0	1	0	0	True	-0.49527307705207274	-0.49527307705207274	-0.49527307705207274	0.0	0	0	
COL1A1	transition_stress	H3K4me3	iATCs_minus_iAT2	5000	CUT2	1	0	1	0	0	True	0.6729965332970899	0.6729965332970899	0.6729965332970899	0.0	0	0	
COL1A1	transition_stress	H3K4me3	iATCs_minus_iAT1	5000	CUT2	1	0	1	0	0	True	-0.06596418205661525	-0.06596418205661525	-0.06596418205661525	0.0	0	0	
ATF3	regulators	H3K4me3	iATCs_minus_iAT2	1000	CUT2	5	4	4	1	3	True	-0.36321687186151597	-1.156516565601752	-0.36321687186151597	0.793299693740236	0	3	0.793299693740236
ATF3	regulators	H3K4me3	iATCs_minus_iAT1	1000	CUT2	5	4	3	2	3	False		-1.6512424770548124	0.2557677335710866	1.907010210625899	0	0	
ATF3	regulators	H3K4me3	iATCs_minus_iAT2	5000	CUT2	5	4	5	0	4	True	-0.8949947811488874	-1.5763029802846997	-0.39638446952911455	1.1799185107555852	0	4	0.6813081991358123
ATF3	regulators	H3K4me3	iATCs_minus_iAT1	5000	CUT2	5	4	5	0	4	True	0.9590866272639001	-1.1349750089022352	0.9590866272639001	2.0940616361661353	4	4	2.0940616361661353
HNF1B	regulators	H3K4me3	iATCs_minus_iAT2	1000	CUT2	1	0	1	0	0	True	0.7529973127333358	0.7529973127333358	0.7529973127333358	0.0	0	0	
HNF1B	regulators	H3K4me3	iATCs_minus_iAT1	1000	CUT2	1	0	1	0	0	True	0.7528434603620555	0.7528434603620555	0.7528434603620555	0.0	0	0	
HNF1B	regulators	H3K4me3	iATCs_minus_iAT2	5000	CUT2	1	0	1	0	0	True	0.2073016857795844	0.2073016857795844	0.2073016857795844	0.0	0	0	
HNF1B	regulators	H3K4me3	iATCs_minus_iAT1	5000	CUT2	1	0	1	0	0	True	0.07884987378936081	0.07884987378936081	0.07884987378936081	0.0	0	0	
TP53	regulators	H3K4me3	iATCs_minus_iAT2	1000	CUT2	2	1	1	1	0	True	-0.814745990702531	-0.814745990702531	-0.814745990702531	0.0	0	0	
TP53	regulators	H3K4me3	iATCs_minus_iAT1	1000	CUT2	2	1	1	1	0	True	-1.0959265012859678	-1.0959265012859678	-1.0959265012859678	0.0	0	0	
TP53	regulators	H3K4me3	iATCs_minus_iAT2	5000	CUT2	2	1	2	0	1	True	-0.7477984663240358	-1.0720740126858108	-0.7477984663240358	0.324275546361775	0	1	0.324275546361775
TP53	regulators	H3K4me3	iATCs_minus_iAT1	5000	CUT2	2	1	2	0	1	True	-0.9814785957019021	-2.6728213606687214	-0.9814785957019021	1.6913427649668193	0	1	1.6913427649668193
CEBPA	regulators	H3K4me3	iATCs_minus_iAT2	1000	CUT2	1	0	1	0	0	True	-0.2620552117649493	-0.2620552117649493	-0.2620552117649493	0.0	0	0	
CEBPA	regulators	H3K4me3	iATCs_minus_iAT1	1000	CUT2	1	0	1	0	0	True	-0.3989883902996887	-0.3989883902996887	-0.3989883902996887	0.0	0	0	
CEBPA	regulators	H3K4me3	iATCs_minus_iAT2	5000	CUT2	1	0	1	0	0	True	-0.6181317672908941	-0.6181317672908941	-0.6181317672908941	0.0	0	0	
CEBPA	regulators	H3K4me3	iATCs_minus_iAT1	5000	CUT2	1	0	1	0	0	True	-0.6684064958311142	-0.6684064958311142	-0.6684064958311142	0.0	0	0	
SFTPC	AT2	H3K27me3	iATCs_minus_iAT2	1000	CUT1	4	3	4	0	3	True	-0.4194360632361587	-0.4194360632361587	0.08368530593860557	0.5031213691747642	1	3	0.5031213691747642
SFTPC	AT2	H3K27me3	iATCs_minus_iAT1	1000	CUT1	4	3	4	0	3	True	-1.2975050381045725	-1.2975050381045725	-0.4642295549839641	0.8332754831206084	0	3	0.8332754831206084
SFTPC	AT2	H3K27me3	iATCs_minus_iAT2	5000	CUT1	4	3	4	0	3	True	-0.4075628579291122	-0.5613605443598471	-0.4075628579291122	0.15379768643073488	0	3	0.15379768643073488
SFTPC	AT2	H3K27me3	iATCs_minus_iAT1	5000	CUT1	4	3	4	0	3	True	-0.8003817201126857	-0.998203659284242	-0.8003817201126857	0.19782193917155633	0	3	0.19782193917155633
ABCA3	AT2	H3K27me3	iATCs_minus_iAT2	1000	CUT1	1	0	1	0	0	True	0.9532205904876647	0.9532205904876647	0.9532205904876647	0.0	0	0	
ABCA3	AT2	H3K27me3	iATCs_minus_iAT1	1000	CUT1	1	0	1	0	0	True	0.2816582505489632	0.2816582505489632	0.2816582505489632	0.0	0	0	
ABCA3	AT2	H3K27me3	iATCs_minus_iAT2	5000	CUT1	1	0	1	0	0	True	0.7677092030547114	0.7677092030547114	0.7677092030547114	0.0	0	0	
ABCA3	AT2	H3K27me3	iATCs_minus_iAT1	5000	CUT1	1	0	1	0	0	True	0.33578443878362263	0.33578443878362263	0.33578443878362263	0.0	0	0	
NKX2-1	AT2	H3K27me3	iATCs_minus_iAT2	1000	CUT1	2	1	2	0	1	True	1.9619976276436901	1.778199710317391	1.9619976276436901	0.18379791732629913	0	1	0.18379791732629913
NKX2-1	AT2	H3K27me3	iATCs_minus_iAT1	1000	CUT1	2	1	2	0	1	True	0.48942930023305575	0.2614787324896498	0.48942930023305575	0.22795056774340594	0	1	0.22795056774340594
NKX2-1	AT2	H3K27me3	iATCs_minus_iAT2	5000	CUT1	2	1	2	0	1	True	1.3966720245550386	1.3690569098556633	1.3966720245550386	0.027615114699375276	0	1	0.027615114699375276
NKX2-1	AT2	H3K27me3	iATCs_minus_iAT1	5000	CUT1	2	1	2	0	1	True	0.9093900356444153	0.8496185801232022	0.9093900356444153	0.0597714555212131	0	1	0.0597714555212131
ETV5	AT2	H3K27me3	iATCs_minus_iAT2	1000	CUT1	1	0	1	0	0	True	0.15110231236097094	0.15110231236097094	0.15110231236097094	0.0	0	0	
ETV5	AT2	H3K27me3	iATCs_minus_iAT1	1000	CUT1	1	0	1	0	0	True	-1.2057537008814787	-1.2057537008814787	-1.2057537008814787	0.0	0	0	
ETV5	AT2	H3K27me3	iATCs_minus_iAT2	5000	CUT1	1	0	1	0	0	True	0.6457215029473038	0.6457215029473038	0.6457215029473038	0.0	0	0	
ETV5	AT2	H3K27me3	iATCs_minus_iAT1	5000	CUT1	1	0	1	0	0	True	-1.3432928599512546	-1.3432928599512546	-1.3432928599512546	0.0	0	0	
SFTPB	AT2	H3K27me3	iATCs_minus_iAT2	1000	CUT1	2	1	2	0	1	True	2.288592051794179	1.7062458558833664	2.288592051794179	0.5823461959108127	0	1	0.5823461959108127
SFTPB	AT2	H3K27me3	iATCs_minus_iAT1	1000	CUT1	2	1	2	0	1	True	0.797005941469344	0.6059272478501645	0.797005941469344	0.1910786936191795	0	1	0.1910786936191795
SFTPB	AT2	H3K27me3	iATCs_minus_iAT2	5000	CUT1	2	1	2	0	1	True	1.4407603845275618	1.2522312234956494	1.4407603845275618	0.18852916103191242	0	1	0.18852916103191242
SFTPB	AT2	H3K27me3	iATCs_minus_iAT1	5000	CUT1	2	1	2	0	1	True	1.4281714601694937	1.3409698349424775	1.4281714601694937	0.08720162522701624	0	1	0.08720162522701624
AGER	AT1	H3K27me3	iATCs_minus_iAT2	1000	CUT1	1	0	1	0	0	True	0.49449832031303675	0.49449832031303675	0.49449832031303675	0.0	0	0	
AGER	AT1	H3K27me3	iATCs_minus_iAT1	1000	CUT1	1	0	1	0	0	True	-0.14204188306564902	-0.14204188306564902	-0.14204188306564902	0.0	0	0	
AGER	AT1	H3K27me3	iATCs_minus_iAT2	5000	CUT1	1	0	1	0	0	True	0.22009488139647382	0.22009488139647382	0.22009488139647382	0.0	0	0	
AGER	AT1	H3K27me3	iATCs_minus_iAT1	5000	CUT1	1	0	1	0	0	True	-1.053432877851244	-1.053432877851244	-1.053432877851244	0.0	0	0	
PDPN	AT1	H3K27me3	iATCs_minus_iAT2	1000	CUT1	4	3	4	0	3	True	-0.7280729549667493	-0.8690189332317666	-0.708538723968376	0.16048020926339057	0	3	0.1409459782650173
PDPN	AT1	H3K27me3	iATCs_minus_iAT1	1000	CUT1	4	3	4	0	3	True	0.5493979077574573	0.14882905250866596	0.5493979077574573	0.4005688552487914	0	3	0.4005688552487914
PDPN	AT1	H3K27me3	iATCs_minus_iAT2	5000	CUT1	4	3	4	0	3	True	-0.7213278667843914	-0.9581416045322524	-0.7213278667843914	0.23681373774786096	0	3	0.23681373774786096
PDPN	AT1	H3K27me3	iATCs_minus_iAT1	5000	CUT1	4	3	4	0	3	True	0.23384473424081675	0.06023835035548508	0.310061248840112	0.2498228984846269	0	3	0.17360638388533167
HOPX	AT1	H3K27me3	iATCs_minus_iAT2	1000	CUT1	4	3	4	0	3	True	0.6928899884983393	0.24269529020906244	2.732862440707816	2.4901671504987535	0	3	2.0399724522094766
HOPX	AT1	H3K27me3	iATCs_minus_iAT1	1000	CUT1	4	3	4	0	3	True	0.6445679983613312	0.6445679983613312	2.6267976801147244	1.982229681753393	0	3	1.982229681753393
HOPX	AT1	H3K27me3	iATCs_minus_iAT2	5000	CUT1	4	3	4	0	3	True	1.1589553668836696	1.0186340925909458	1.2211359474326176	0.2025018548416717	0	3	0.14032127429272379
HOPX	AT1	H3K27me3	iATCs_minus_iAT1	5000	CUT1	4	3	4	0	3	True	0.9050826086724709	0.6922194432202822	2.6579714834402672	1.965752040219985	0	3	1.7528888747677964
CAV1	AT1	H3K27me3	iATCs_minus_iAT2	1000	CUT1	3	2	3	0	2	True	0.4891095017652638	0.07487797087998005	0.4891095017652638	0.41423153088528375	0	2	0.41423153088528375
CAV1	AT1	H3K27me3	iATCs_minus_iAT1	1000	CUT1	3	2	3	0	2	True	2.1561851665833554	1.408789654027958	2.1561851665833554	0.7473955125553973	0	2	0.7473955125553973
CAV1	AT1	H3K27me3	iATCs_minus_iAT2	5000	CUT1	3	2	3	0	2	True	0.020247917973228002	-0.005945341467762155	0.021602948532398525	0.02754829000016068	1	2	0.026193259440990158
CAV1	AT1	H3K27me3	iATCs_minus_iAT1	5000	CUT1	3	2	3	0	2	True	1.8085739329521853	1.8085739329521853	1.911960884995879	0.10338695204369364	0	2	0.10338695204369364
AQP5	AT1	H3K27me3	iATCs_minus_iAT2	1000	CUT1	1	0	1	0	0	True	-1.2108733659657216	-1.2108733659657216	-1.2108733659657216	0.0	0	0	
AQP5	AT1	H3K27me3	iATCs_minus_iAT1	1000	CUT1	1	0	1	0	0	True	-2.6354723709288495	-2.6354723709288495	-2.6354723709288495	0.0	0	0	
AQP5	AT1	H3K27me3	iATCs_minus_iAT2	5000	CUT1	1	0	1	0	0	True	-1.3239092886055914	-1.3239092886055914	-1.3239092886055914	0.0	0	0	
AQP5	AT1	H3K27me3	iATCs_minus_iAT1	5000	CUT1	1	0	1	0	0	True	-2.1157403861467334	-2.1157403861467334	-2.1157403861467334	0.0	0	0	
KRT8	transition_stress	H3K27me3	iATCs_minus_iAT2	1000	CUT1	3	2	3	0	2	True	0.9918712777032104	-0.8327803032367656	0.9918712777032104	1.824651580939976	1	2	1.824651580939976
KRT8	transition_stress	H3K27me3	iATCs_minus_iAT1	1000	CUT1	3	2	3	0	2	True	-1.3158342060676158	-1.3158342060676158	-0.3922553021115551	0.9235789039560607	0	2	0.9235789039560607
KRT8	transition_stress	H3K27me3	iATCs_minus_iAT2	5000	CUT1	3	2	3	0	2	True	-0.09076887102254716	-0.09076887102254716	0.07974501427677039	0.17051388529931755	2	2	0.17051388529931755
KRT8	transition_stress	H3K27me3	iATCs_minus_iAT1	5000	CUT1	3	2	3	0	2	True	-1.7682738837014653	-1.7682738837014653	-0.5252143761196331	1.2430595075818323	0	2	1.2430595075818323
CLDN4	transition_stress	H3K27me3	iATCs_minus_iAT2	1000	CUT1	1	0	1	0	0	True	0.8525540494289252	0.8525540494289252	0.8525540494289252	0.0	0	0	
CLDN4	transition_stress	H3K27me3	iATCs_minus_iAT1	1000	CUT1	1	0	1	0	0	True	-1.6827114919767958	-1.6827114919767958	-1.6827114919767958	0.0	0	0	
CLDN4	transition_stress	H3K27me3	iATCs_minus_iAT2	5000	CUT1	1	0	1	0	0	True	0.552336061543594	0.552336061543594	0.552336061543594	0.0	0	0	
CLDN4	transition_stress	H3K27me3	iATCs_minus_iAT1	5000	CUT1	1	0	1	0	0	True	-0.7003186559707743	-0.7003186559707743	-0.7003186559707743	0.0	0	0	
KRT19	transition_stress	H3K27me3	iATCs_minus_iAT2	1000	CUT1	1	0	1	0	0	True	-2.226771966188032	-2.226771966188032	-2.226771966188032	0.0	0	0	
KRT19	transition_stress	H3K27me3	iATCs_minus_iAT1	1000	CUT1	1	0	1	0	0	True	-2.0310206496084797	-2.0310206496084797	-2.0310206496084797	0.0	0	0	
KRT19	transition_stress	H3K27me3	iATCs_minus_iAT2	5000	CUT1	1	0	1	0	0	True	-1.529592923747198	-1.529592923747198	-1.529592923747198	0.0	0	0	
KRT19	transition_stress	H3K27me3	iATCs_minus_iAT1	5000	CUT1	1	0	1	0	0	True	-1.1927676415365027	-1.1927676415365027	-1.1927676415365027	0.0	0	0	
CDKN1A	transition_stress	H3K27me3	iATCs_minus_iAT2	1000	CUT1	2	1	2	0	1	True	-1.3825032327936237	-2.5664381473145617	-1.3825032327936237	1.183934914520938	0	1	1.183934914520938
CDKN1A	transition_stress	H3K27me3	iATCs_minus_iAT1	1000	CUT1	2	1	2	0	1	True	-1.780393318368465	-2.583556347613746	-1.780393318368465	0.8031630292452809	0	1	0.8031630292452809
CDKN1A	transition_stress	H3K27me3	iATCs_minus_iAT2	5000	CUT1	2	1	2	0	1	True	-2.328443169432404	-2.328443169432404	-2.2909772005996745	0.03746596883272968	0	1	0.03746596883272968
CDKN1A	transition_stress	H3K27me3	iATCs_minus_iAT1	5000	CUT1	2	1	2	0	1	True	-2.283827525143032	-2.4628585262067446	-2.283827525143032	0.17903100106371284	0	1	0.17903100106371284
SFN	transition_stress	H3K27me3	iATCs_minus_iAT2	1000	CUT1	1	0	1	0	0	True	-0.3399086742853601	-0.3399086742853601	-0.3399086742853601	0.0	0	0	
SFN	transition_stress	H3K27me3	iATCs_minus_iAT1	1000	CUT1	1	0	1	0	0	True	-1.2495519836826365	-1.2495519836826365	-1.2495519836826365	0.0	0	0	
SFN	transition_stress	H3K27me3	iATCs_minus_iAT2	5000	CUT1	1	0	1	0	0	True	-0.23041358265475087	-0.23041358265475087	-0.23041358265475087	0.0	0	0	
SFN	transition_stress	H3K27me3	iATCs_minus_iAT1	5000	CUT1	1	0	1	0	0	True	-0.6871385081122475	-0.6871385081122475	-0.6871385081122475	0.0	0	0	
ITGB6	transition_stress	H3K27me3	iATCs_minus_iAT2	1000	CUT1	1	0	0	1	0	False					0	0	
ITGB6	transition_stress	H3K27me3	iATCs_minus_iAT1	1000	CUT1	1	0	0	1	0	False					0	0	
ITGB6	transition_stress	H3K27me3	iATCs_minus_iAT2	5000	CUT1	1	0	1	0	0	True	-1.0602527821712977	-1.0602527821712977	-1.0602527821712977	0.0	0	0	
ITGB6	transition_stress	H3K27me3	iATCs_minus_iAT1	5000	CUT1	1	0	1	0	0	True	-2.207414572854689	-2.207414572854689	-2.207414572854689	0.0	0	0	
KRT17	transition_stress	H3K27me3	iATCs_minus_iAT2	1000	CUT1	1	0	1	0	0	True	-1.3175486470074542	-1.3175486470074542	-1.3175486470074542	0.0	0	0	
KRT17	transition_stress	H3K27me3	iATCs_minus_iAT1	1000	CUT1	1	0	1	0	0	True	-1.6209037678858365	-1.6209037678858365	-1.6209037678858365	0.0	0	0	
KRT17	transition_stress	H3K27me3	iATCs_minus_iAT2	5000	CUT1	1	0	1	0	0	True	-1.2355921346961745	-1.2355921346961745	-1.2355921346961745	0.0	0	0	
KRT17	transition_stress	H3K27me3	iATCs_minus_iAT1	5000	CUT1	1	0	1	0	0	True	-1.2613966989311396	-1.2613966989311396	-1.2613966989311396	0.0	0	0	
TP63	transition_stress	H3K27me3	iATCs_minus_iAT2	1000	CUT1	3	2	3	0	2	True	-0.31344353505095146	-5.550459287392017	0.12866686928556814	5.679126156677585	1	2	5.237015752341065
TP63	transition_stress	H3K27me3	iATCs_minus_iAT1	1000	CUT1	3	2	3	0	2	True	0.5770188815499893	-5.857914331790645	0.5770188815499893	6.434933213340634	2	2	6.434933213340634
TP63	transition_stress	H3K27me3	iATCs_minus_iAT2	5000	CUT1	3	2	3	0	2	True	-1.563661300728155	-1.563661300728155	1.066506066338386	2.630167367066541	1	2	2.630167367066541
TP63	transition_stress	H3K27me3	iATCs_minus_iAT1	5000	CUT1	3	2	3	0	2	True	-1.0689143400479508	-1.0689143400479508	-0.31230543294412794	0.7566089071038229	0	2	0.7566089071038229
COL1A1	transition_stress	H3K27me3	iATCs_minus_iAT2	1000	CUT1	1	0	1	0	0	True	-2.154234429169681	-2.154234429169681	-2.154234429169681	0.0	0	0	
COL1A1	transition_stress	H3K27me3	iATCs_minus_iAT1	1000	CUT1	1	0	1	0	0	True	-3.242307539514401	-3.242307539514401	-3.242307539514401	0.0	0	0	
COL1A1	transition_stress	H3K27me3	iATCs_minus_iAT2	5000	CUT1	1	0	1	0	0	True	-1.7337167352662752	-1.7337167352662752	-1.7337167352662752	0.0	0	0	
