logFC	logCPM	F	PValue	FDR	feature_id	contrast	FDR_all_three
0.0378057297719553	0.453227391580351	0.013957047393192	0.906792905890855	0.937424127377074	212712	WT_positive_minus_negative	0.938612323402435
0.292597023050966	-0.730725408343439	0.393077547904459	0.535634959724345	0.645936827880314	329160	WT_positive_minus_negative	0.647689390541371
0.356606477844121	2.42296982671637	5.02193998563797	0.0330556762704455	0.072025259515831	73467	WT_positive_minus_negative	0.0705232202326839
0.248237607496103	2.54175402768863	2.24409031941197	0.145203086994512	0.239779972011976	68736	WT_positive_minus_negative	0.237438272011297
-0.0690012408530079	3.62488203334376	0.277802905438107	0.602254308906048	0.703393139404308	68115	WT_positive_minus_negative	0.704101335231816
1.90577461617252	2.87659153617338	85.2953358652035	4.91546112130955e-10	7.61921026555834e-09	67198	WT_positive_minus_negative	8.51208646855346e-09
-0.0594982906217037	2.96699632763072	0.173427479424516	0.680226512222684	0.770165309987972	51960	WT_positive_minus_negative	0.768953145953845
1.54809187734129	2.83401054798371	81.9380069047186	7.54177720708166e-10	1.11339881203691e-08	68549	WT_positive_minus_negative	1.24179216637862e-08
0.123066000232875	6.41450221419319	4.40090156570667	0.044974117621268	0.0932538298826132	11761	WT_positive_minus_negative	0.0911505737377448
-0.531637698455312	8.57636084245991	193.733314136353	3.49810567805353e-14	1.76222752274931e-12	71724	WT_positive_minus_negative	1.89557419210752e-12
0.0639841032744417	-0.472998136463505	0.0429982857379197	0.837041349464834	0.887942590491934	71872	WT_positive_minus_negative	0.889056925418166
0.0122345431973993	6.60311018673473	0.0629821375625172	0.803657162481555	0.866121034456054	66882	WT_positive_minus_negative	0.864939505183617
-0.0854100331903563	7.13997935969801	3.38720563207232	0.0762175052415325	0.143937537892845	12747	WT_positive_minus_negative	0.140997235274734
-0.214881885653687	3.27156049881304	3.04140701382246	0.0920250364552621	0.167216356205627	70225	WT_positive_minus_negative	0.164591466277668
-0.160301107563514	3.72338907139473	1.64976658931939	0.209410374275898	0.319678410789535	65102	WT_positive_minus_negative	0.318134272251779
-0.192555294329836	4.546200665849	3.83727943730465	0.0600488876766174	0.118443613652515	18393	WT_positive_minus_negative	0.115971936916903
-0.222850165892175	6.37646397683898	25.0059678684038	2.69733588968916e-05	0.000141582759351884	213056	WT_positive_minus_negative	0.000143197526224055
-0.382213287300273	2.98516003115374	7.30935459534108	0.0114775746243133	0.0296020691274675	66495	WT_positive_minus_negative	0.0288773018276917
-0.199311477461516	0.109740513635224	0.39280821365768	0.535867255932099	0.645988372546224	100504501	WT_positive_minus_negative	0.647833909802544
-0.0569392504861729	6.77722950713051	1.60747846638247	0.215183325383205	0.326244330334747	12633	WT_positive_minus_negative	0.32493198695703
0.0247382077604183	4.91773355836777	0.0797215430525559	0.779730736352152	0.847813742483531	12370	WT_positive_minus_negative	0.847160710401231
0.143911013472152	6.07698321599048	6.66426211355906	0.0153030079389864	0.0377850845291714	70827	WT_positive_minus_negative	0.0368253462154158
-0.0749213405556783	3.950974730945	0.404443146784047	0.529915638863787	0.640755225421643	227154	WT_positive_minus_negative	0.642608132286871
0.212029611227798	2.49824855589776	2.0348795415981	0.164671116023321	0.264113813956777	381259	WT_positive_minus_negative	0.262620725276786
0.0244976920891995	5.0543536467885	0.09063078518029	0.765578531480358	0.836352636376064	74018	WT_positive_minus_negative	0.835764194360743
-0.209078720213007	6.83495171179906	20.8313509805471	8.93689339067637e-05	0.00041134630035519	14369	WT_positive_minus_negative	0.000414708915909883
1.7963317366771	1.21230363410266	45.8287162346149	2.26018300318001e-07	1.90488861908425e-06	381260	WT_positive_minus_negative	1.99823358845248e-06
0.00827821569494658	4.39626125712792	0.00851414107953654	0.927132225111338	0.951351339516403	22218	WT_positive_minus_negative	0.952716473453189
0.14644262834315	5.01635057122421	3.89829275017841	0.0581706192401	0.115389328577013	55989	WT_positive_minus_negative	0.113005550034981
0.242604824548799	6.87963255012532	26.8067312533651	1.65906912464035e-05	9.1348887643434e-05	12168	WT_positive_minus_negative	9.30325859700748e-05
-0.0348005092643409	3.13620940268914	0.0541203670141406	0.817717657602913	0.875618162551194	100504533	WT_positive_minus_negative	0.875356381254753
