cluster,gene,scores,log2FC,pval,pval_adj,frac_expressing_in_cluster,frac_expressing_other
27,LIFR,54.78302,5.6985817,0.0,0.0,0.9667747163695299,0.16739007359879224
27,HSPG2,53.875195,5.3615346,0.0,0.0,0.9408427876823339,0.1416116248348745
27,NUAK1,52.86348,6.6278467,0.0,0.0,0.9051863857374393,0.05952066427627854
27,PRSS23,52.696556,5.238942,0.0,0.0,0.9481361426256077,0.15097188148707302
27,ACKR1,52.57957,7.7584667,0.0,0.0,0.899513776337115,0.027929798075108512
27,SPARCL1,51.61919,5.0599155,0.0,0.0,0.9918962722852512,0.32779769767880734
27,ENG,51.063553,4.3664827,0.0,0.0,0.9708265802269044,0.20943574259294206
27,MKL2,50.835926,4.8225183,0.0,0.0,0.9051863857374393,0.1334214002642008
27,CLEC14A,50.217693,4.635999,0.0,0.0,0.9505672609400324,0.10024532930741649
27,GSN,49.897903,3.6082892,0.0,0.0,0.979740680713128,0.4957161728628043
27,NPDC1,49.754932,4.2691436,0.0,0.0,0.9408427876823339,0.19218720513304396
27,SLCO2A1,49.702477,4.8690076,0.0,0.0,0.93354943273906,0.11047367427816569
27,PTPRB,48.862057,4.590725,0.0,0.0,0.9124797406807131,0.07624080015097189
27,CALCRL,48.57402,4.3319926,0.0,0.0,0.9497568881685575,0.13202491036044536
27,EMCN,48.504173,4.494436,0.0,0.0,0.9051863857374393,0.07642951500283073
27,PECAM1,48.50284,4.153231,0.0,0.0,0.9878444084278768,0.24891488960181166
27,NOSTRIN,48.048946,4.796986,0.0,0.0,0.873581847649919,0.07363653519531987
27,IL6ST,47.887413,3.2746613,0.0,0.0,0.9643435980551054,0.4517456123796943
27,ADGRL4,47.74532,4.7963295,0.0,0.0,0.8687196110210696,0.059030005661445555
28,TPM2,41.796257,7.3854733,0.0,0.0,0.9164420485175202,0.15288842776151482
28,MYL9,41.0713,6.2102556,0.0,0.0,0.9191374663072777,0.2597176418275466
28,TAGLN,40.73705,7.9659595,0.0,0.0,0.9002695417789758,0.17304628154296514
28,PPP1R14A,39.745518,6.2149205,0.0,0.0,0.8840970350404312,0.11023826286730648
28,ACTA2,39.128826,8.173343,0.0,0.0,0.8557951482479784,0.08563382369288917
28,CALD1,39.072136,5.1248302,0.0,0.0,0.8935309973045822,0.2688701967614036
28,IGFBP7,36.15549,4.0819197,3.050056047637685e-286,1.0762776347528353e-282,0.9150943396226415,0.48612294808611556
28,TPM1,34.846428,4.8255916,4.82281600881046e-266,1.4891047279203398e-262,0.8355795148247979,0.36858487419868824
28,LGALS1,33.13194,2.9125538,1.0309432258627855e-240,2.829480958004074e-237,0.9433962264150944,0.6300811501834217
28,MYL6,33.07143,1.82964,7.654532622279483e-240,1.8907461030292552e-236,0.9649595687331537,0.9093267128617483
28,SPARCL1,31.481478,4.1035185,1.5574390882407802e-217,3.4973002653305012e-214,0.8746630727762803,0.34312817282395225
28,NEXN,29.104834,5.259233,3.118313148009609e-186,6.418787755748779e-183,0.6644204851752021,0.08059436024752659
28,DSTN,29.016808,2.6556892,4.0384056420477417e-185,7.673281366478559e-182,0.8773584905660378,0.6603549857338719
28,MYH11,28.464968,6.7296724,3.181221242647842e-178,5.612810422474597e-175,0.6293800539083558,0.037499536814021565
28,GPX3,27.35305,3.2484703,9.933291909668451e-165,1.6357482897381362e-161,0.7776280323450134,0.2959202579019528
28,BGN,27.02331,4.3826637,7.867151340888968e-161,1.214540657945615e-157,0.6522911051212938,0.09645384814910883
28,CST3,26.555517,2.122283,2.217726000634363e-155,3.2223558789217292e-152,0.9043126684636119,0.6660614369881795
28,HSPB1,26.151728,2.3714936,9.419356797483603e-151,1.2925974014146804e-147,0.7964959568733153,0.5511913143365325
28,MYLK,26.133997,4.099731,1.4983729882727838e-150,1.947963746490844e-147,0.6509433962264151,0.16367139733945973
28,COL6A2,25.897568,3.6168818,7.093263656954314e-148,8.760535279521426e-145,0.6778975741239892,0.15978063512061363
29,SEC11C,9.491308,5.7572536,2.281517350845435e-21,5.63557600832331e-17,1.0,0.3319734276843093
29,PCSK1N,8.097586,6.274318,5.606042861092237e-16,6.923743235591968e-12,0.8709677419354839,0.097624377211351
29,TFF3,7.4931164,5.2573442,6.725711783309961e-14,4.5472555614863204e-10,0.8387096774193549,0.12726550653476784
29,EPCAM,7.4812183,3.542179,7.363678493156261e-14,4.5472555614863204e-10,0.9354838709677419,0.24564950537944977
29,CD24,7.4147334,4.2989645,1.2186968875642622e-13,6.020606363944969e-10,0.8709677419354839,0.15863961296844536
29,BEX2,7.277229,4.0375676,3.407466297118047e-13,1.402797083418548e-09,0.8387096774193549,0.134738970322767
29,SPINT2,7.1287355,2.9503658,1.0129524068411082e-12,2.8917339752760363e-09,0.9354838709677419,0.3653332370568272
29,SCG2,7.1272426,9.523538,1.0239959426977442e-12,2.8917339752760363e-09,0.7419354838709677,0.004837894432811033
29,TMEM61,7.123314,5.0914598,1.053625593193973e-12,2.8917339752760363e-09,0.7741935483870968,0.042169109683009603
29,BEX1,7.102346,8.167481,1.226568735034276e-12,3.029747432408165e-09,0.7419354838709677,0.008484367102317857
29,PROX1,7.026286,6.2366595,2.1210321179190314e-12,4.7628740313379995e-09,0.7419354838709677,0.013502779984114376
29,SCGN,6.837394,12.584722,8.06465154550194e-12,1.6600413152120284e-08,0.7096774193548387,0.00043324427756516714
29,PCLO,6.733643,4.582566,1.6546682235749985e-11,3.1439969069635415e-08,0.7419354838709677,0.05791031843454401
29,IGFBP5,6.6136045,3.5332975,3.750730600148389e-11,6.617628325304669e-08,0.8387096774193549,0.19611524297783234
29,HEPACAM2,6.522268,11.159107,6.925219866269923e-11,1.0691240994795836e-07,0.6774193548387096,0.0012636291428984043
29,SCG5,6.511986,10.256746,7.4163687915311e-11,1.0775983854094689e-07,0.6774193548387096,0.00382699111849231
29,MSI2,6.472205,2.5122404,9.658295278491843e-11,1.3253863981890392e-07,0.9032258064516129,0.2738825908007798
29,TPD52,6.3787694,3.3783906,1.785166664885029e-10,2.3208106204907948e-07,0.7741935483870968,0.1595783089031699
29,CPE,6.278767,4.726606,3.4126828369864814e-10,4.214833937820154e-07,0.7096774193548387,0.08080005776590368
29,CHGA,6.216447,12.877719,5.085388508961556e-10,5.843776773687647e-07,0.6451612903225806,0.00025272582857968086
3,EPAS1,25.818438,4.6782284,5.505646372932067e-147,1.3599497105779498e-142,0.9713375796178344,0.44351632318074047
3,PTPRB,25.304077,5.703383,2.88064763863742e-141,3.557743866099146e-137,0.8726114649681529,0.1047601677913551
3,CLDN5,24.406271,4.842324,1.4671567883796694e-131,1.2080079943255405e-127,0.9522292993630573,0.23432427503191683
3,TFPI,24.075092,4.0482974,4.5593334963665174e-128,2.815502417343734e-124,0.9012738853503185,0.3787342695604596
3,DKK2,23.960312,10.400224,7.214461382865386e-127,3.564088212363158e-123,0.7866242038216561,0.003611161772752143
3,GJA5,23.681273,6.1214213,5.623635453425231e-124,2.3151569889176105e-120,0.8057324840764332,0.0486230165967536
3,EFNB2,23.30188,4.886663,4.2428511407754246e-120,1.4971809432613395e-116,0.8280254777070064,0.18905708553711473
3,FAM107A,23.287172,5.003554,5.9804364282436055e-120,1.8465345026755664e-116,0.821656050955414,0.13295641072405617
3,TMEM100,23.047623,4.7215242,1.553881847299519e-117,4.264715056682824e-114,0.8757961783439491,0.16702535108517236
3,CALCRL,22.982574,4.68251,6.96345717019108e-117,1.7200435556088987e-113,0.8503184713375797,0.16060550793361297
3,CLEC14A,22.856493,4.7325177,1.259485585357441e-115,2.8282321312649224e-112,0.8248407643312102,0.13022068210833485
3,IFI27,22.577785,4.1284356,7.164893927146528e-113,1.4748337074537198e-109,0.9394904458598726,0.3341236549334306
3,IFITM3,22.540474,3.056912,1.6652621736503911e-112,3.164126227026024e-109,0.9745222929936306,0.6658033923034835
3,ID1,21.949015,3.5028114,8.849718396318155e-107,1.5614063864818197e-103,0.9203821656050956,0.4875797920846252
3,IL33,21.513973,4.5211334,1.1520176771167644e-102,1.8970659094974133e-99,0.7738853503184714,0.1358380448659493
3,PECAM1,21.453444,3.8473246,4.240593524455942e-102,6.54668129047414e-99,0.8662420382165605,0.275104869596936
3,VWF,21.375992,4.4342327,2.2352525490646505e-101,3.247821953790937e-98,0.8248407643312102,0.13499908809046143
3,CD93,20.979357,3.977531,1.0125417576754526e-97,1.3894885531300753e-94,0.8057324840764332,0.19668064927959147
3,TIMP3,20.41518,3.638146,1.22576630145131e-92,1.593560705902569e-89,0.9012738853503185,0.3639613350355645
3,SMAD6,20.372505,4.431728,2.9328399708424215e-92,3.622204005988933e-89,0.7484076433121019,0.11701623198978661
30,NCOA7,22.086777,3.9593713,4.235603858329193e-108,1.046236509045894e-103,0.9954954954954955,0.37470462064201837
30,ELF3,21.777021,4.406592,3.831857579318778e-105,4.732535703337657e-101,1.0,0.29643363507470827
30,ZMYND10,21.44322,3.891951,5.282844104508111e-102,4.349717740848495e-98,0.9954954954954955,0.12542261969680446
30,SOX4,21.38878,3.559059,1.6994487031097568e-101,1.0494520603878526e-97,1.0,0.428981713745592
30,CCDC170,21.365816,3.7535627,2.779575103833419e-101,1.3731656927957855e-97,0.9819819819819819,0.13043952448467663
30,FABP6,21.311253,3.880096,8.927395092508448e-101,3.67525976966752e-97,0.9594594594594594,0.09913840113425673
30,SCGB3A2,21.303188,5.8997545,1.0605108393752038e-100,3.74223974905813e-97,0.990990990990991,0.4901297851455993
30,C11orf97,21.285246,3.604055,1.555315985798146e-100,4.802232520650001e-97,0.9684684684684685,0.09884756607409023
30,TPPP3,21.262714,4.5324526,2.5144700169321534e-100,6.444901770538295e-97,1.0,0.19166030464972553
30,EGR1,21.258463,3.7044568,2.752868918183858e-100,6.444901770538295e-97,1.0,0.5033627803831752
30,CAPSL,21.256506,3.682073,2.8700829713744886e-100,6.444901770538295e-97,0.990990990990991,0.11513432944341441
30,LRRC46,21.248034,3.5996017,3.437711295433715e-100,7.076242225709017e-97,0.9774774774774775,0.11164430872141637
30,C9orf116,21.241745,3.713015,3.930223822321243e-100,7.467727587319772e-97,0.990990990990991,0.13425673464936197
30,DNAAF1,21.235296,3.818404,4.5084407510413456e-100,7.954499642248021e-97,0.9864864864864865,0.12513178463663796
30,FOXJ1,21.228777,3.4507952,5.179389693523157e-100,8.5290736546477e-97,0.9774774774774775,0.1139709892027484
30,C17orf97,21.187603,3.5520737,1.2426488515608421e-99,1.9184168301502725e-96,0.954954954954955,0.10939033700512597
30,SNTN,21.157322,4.007328,2.3626278118421332e-99,3.4328982106066197e-96,0.9819819819819819,0.12251426909513942
30,CETN2,21.137276,4.132257,3.6134989078020804e-99,4.958724251201066e-96,1.0,0.2702948340422438
30,CFAP53,21.078331,3.7809253,1.257405091815363e-98,1.6346927985753305e-95,0.9684684684684685,0.11160795433889556
30,CDHR3,21.07442,3.6069775,1.3656745931687934e-98,1.6688044923013015e-95,0.9684684684684685,0.10993565274293816
4,CCL5,51.715195,6.140399,0.0,0.0,0.9677996422182469,0.10480628311600466
4,CD69,42.9671,4.3954234,0.0,0.0,0.907871198568873,0.22599676825372966
4,CD3D,42.141922,4.9788203,0.0,0.0,0.7996422182468694,0.06895644658224043
4,RPS27,41.959183,1.5840365,0.0,0.0,1.0,0.9371688399534027
4,CXCR4,41.439125,3.8185875,0.0,0.0,0.9186046511627907,0.3100973281725602
4,IL32,41.037792,3.8396823,0.0,0.0,0.8810375670840788,0.24358348051557627
4,BTG1,40.61952,2.4046524,0.0,0.0,0.9919499105545617,0.7793769493818345
4,ZFP36L2,39.983162,2.6495993,0.0,0.0,0.9686940966010733,0.6693848408552854
4,RPS3,39.97625,1.7116824,0.0,0.0,0.9973166368515206,0.8946676186539401
4,CD2,39.741497,4.5534463,0.0,0.0,0.7665474060822898,0.08549096238397655
4,CD3E,39.70876,4.5597425,0.0,0.0,0.7647584973166368,0.08053060764345571
4,RPS15A,39.573185,1.5046957,0.0,0.0,0.998211091234347,0.9020329938747135
