"cohort","comp","label","cell_floor","donor","disease","cells","library_size","TMM_factor"
"GSE136831","fibroblasts","Fibroblast",30,"222I","IPF",44,309824,1.08232239681422
"GSE136831","fibroblasts","Fibroblast",30,"225I","IPF",36,259770,1.14307777568274
"GSE136831","fibroblasts","Fibroblast",30,"228I","IPF",55,612189,0.983372028437043
"GSE136831","fibroblasts","Fibroblast",100,"021I","IPF",120,1101668,0.98570097188203
"GSE136831","fibroblasts","Fibroblast",100,"022I","IPF",134,937444,0.973651365081554
"GSE136831","fibroblasts","Fibroblast",100,"040I","IPF",102,908546,1.07384626773279
"GSE136831","fibroblasts","Fibroblast",100,"051I","IPF",144,829236,1.04537049575504
"GSE136831","fibroblasts","Fibroblast",100,"098C","control",177,723477,1.09647937739597
"GSE136831","fibroblasts","Fibroblast",100,"1372C","control",190,1216279,0.9698812824552
"GSE136831","fibroblasts","Fibroblast",100,"138I","IPF",187,2150944,0.993203364602208
"GSE136831","fibroblasts","Fibroblast",100,"192C","control",111,1436264,0.878783227899723
"GSE136831","fibroblasts","Myofibroblast",50,"021I","IPF",286,2379894,0.919728794128526
"GSE136831","fibroblasts","Myofibroblast",50,"022I","IPF",291,1939227,1.00652305146434
"GSE136831","fibroblasts","Myofibroblast",50,"034I","IPF",419,3038895,0.924202759658861
"GSE136831","fibroblasts","Myofibroblast",50,"040I","IPF",146,1714223,1.01778257610714
"GSE136831","fibroblasts","Myofibroblast",50,"051I","IPF",219,2396893,0.902935883147637
"GSE136831","fibroblasts","Myofibroblast",50,"063I","IPF",229,909058,0.971667260530554
"GSE136831","fibroblasts","Myofibroblast",50,"138I","IPF",77,587918,1.0772189974836
"GSE136831","fibroblasts","Myofibroblast",50,"222C","control",52,169782,1.1735961969288
"GSE136831","fibroblasts","Myofibroblast",50,"225I","IPF",572,4103574,0.964628704081032
"GSE136831","fibroblasts","Myofibroblast",50,"228I","IPF",185,2322932,0.935321245863543
"GSE136831","fibroblasts","Myofibroblast",50,"49I","IPF",78,413417,1.14756173505226
"GSE136831","fibroblasts","Myofibroblast",30,"021I","IPF",286,2379894,0.895983411446907
"GSE136831","fibroblasts","Myofibroblast",30,"022I","IPF",291,1939227,0.980536831192163
"GSE136831","fibroblasts","Myofibroblast",30,"034I","IPF",419,3038895,0.900341868988039
"GSE136831","fibroblasts","Myofibroblast",30,"040I","IPF",146,1714223,0.991505659574106
"GSE136831","fibroblasts","Myofibroblast",30,"041I","IPF",37,253075,1.12553739022073
"GSE136831","fibroblasts","Myofibroblast",30,"051I","IPF",219,2396893,0.87962405664054
"GSE136831","fibroblasts","Myofibroblast",30,"063I","IPF",229,909058,0.946580940424245
"GSE136831","fibroblasts","Myofibroblast",30,"138I","IPF",77,587918,1.04940756275366
"GSE136831","fibroblasts","Myofibroblast",30,"166I","IPF",49,216626,1.11888556762785
"GSE136831","fibroblasts","Myofibroblast",30,"222C","control",52,169782,1.14329651403568
"GSE136831","fibroblasts","Myofibroblast",30,"222I","IPF",49,363809,0.98937352371647
"GSE136831","fibroblasts","Myofibroblast",30,"225I","IPF",572,4103574,0.939724104083396
"GSE136831","fibroblasts","Myofibroblast",30,"228I","IPF",185,2322932,0.911173300235372
"GSE136831","fibroblasts","Myofibroblast",30,"49I","IPF",78,413417,1.117934204933
"GSE136831","fibroblasts","Myofibroblast",30,"59I","IPF",30,203742,1.07016827712964
"GSE136831","fibroblasts","Myofibroblast",100,"021I","IPF",286,2379894,0.97769606897451
"GSE136831","fibroblasts","Myofibroblast",100,"022I","IPF",291,1939227,1.0170045489324
"GSE136831","fibroblasts","Myofibroblast",100,"034I","IPF",419,3038895,0.994081997115368
"GSE136831","fibroblasts","Myofibroblast",100,"040I","IPF",146,1714223,1.01543573185733
"GSE136831","fibroblasts","Myofibroblast",100,"051I","IPF",219,2396893,0.97303366795614
"GSE136831","fibroblasts","Myofibroblast",100,"063I","IPF",229,909058,1.01392876218635
"GSE136831","fibroblasts","Myofibroblast",100,"225I","IPF",572,4103574,0.9910508947399
"GSE136831","fibroblasts","Myofibroblast",100,"228I","IPF",185,2322932,1.0189838872318
"GSE136831","macrophages","__broad__",50,"001C","control",870,5957659,1.15002044479429
"GSE136831","macrophages","__broad__",50,"002C","control",578,4992673,1.19188436869463
"GSE136831","macrophages","__broad__",50,"003C","control",2050,21054089,0.931578992886855
"GSE136831","macrophages","__broad__",50,"010I","IPF",2802,22271720,0.931253181824587
"GSE136831","macrophages","__broad__",50,"021I","IPF",822,7433101,0.995597821624076
"GSE136831","macrophages","__broad__",50,"022I","IPF",2224,16865037,0.968345525097296
"GSE136831","macrophages","__broad__",50,"025I","IPF",2606,22112660,1.00117474727749
"GSE136831","macrophages","__broad__",50,"034C","control",601,3724814,1.33636348128767
"GSE136831","macrophages","__broad__",50,"034I","IPF",1677,13112144,0.803315969790734
"GSE136831","macrophages","__broad__",50,"040I","IPF",3339,26140680,0.957969889851828
"GSE136831","macrophages","__broad__",50,"041I","IPF",2368,22456057,0.897712399239418
"GSE136831","macrophages","__broad__",50,"051I","IPF",4194,26555116,0.948559413511167
"GSE136831","macrophages","__broad__",50,"053I","IPF",2232,23552363,1.00424904136705
"GSE136831","macrophages","__broad__",50,"063I","IPF",2591,19535192,0.905106083689748
"GSE136831","macrophages","__broad__",50,"065C","control",1489,6573151,1.29265497383737
"GSE136831","macrophages","__broad__",50,"081C","control",845,3531387,1.31456943111297
"GSE136831","macrophages","__broad__",50,"084C","control",348,2561503,1.60543992159444
"GSE136831","macrophages","__broad__",50,"092C","control",3978,33875446,0.781505208011617
"GSE136831","macrophages","__broad__",50,"098C","control",5493,49121901,0.861493202716073
"GSE136831","macrophages","__broad__",50,"123I","IPF",997,11761060,0.932251159273083
"GSE136831","macrophages","__broad__",50,"133C","control",5475,38632924,0.82239220307866
"GSE136831","macrophages","__broad__",50,"135I","IPF",3987,31972706,0.905447821091586
"GSE136831","macrophages","__broad__",50,"1372C","control",2618,20027667,0.954800618867563
"GSE136831","macrophages","__broad__",50,"137C","control",695,6646284,1.09478777201887
"GSE136831","macrophages","__broad__",50,"138I","IPF",1919,19999991,1.023051986484
"GSE136831","macrophages","__broad__",50,"145I","IPF",2670,23338836,0.846213108940725
"GSE136831","macrophages","__broad__",50,"157I","IPF",4047,36359573,0.939452628405604
"GSE136831","macrophages","__broad__",50,"158I","IPF",3827,30815244,0.81271848754835
"GSE136831","macrophages","__broad__",50,"160C","control",3807,24230761,0.967826563194216
"GSE136831","macrophages","__broad__",50,"166I","IPF",3856,22820848,1.00181739806781
"GSE136831","macrophages","__broad__",50,"174I","IPF",2973,27326680,0.852908320350401
"GSE136831","macrophages","__broad__",50,"177I","IPF",4409,27044614,0.767734617956503
"GSE136831","macrophages","__broad__",50,"179I","IPF",2990,24279827,0.806588740151768
"GSE136831","macrophages","__broad__",50,"192C","control",3084,20941758,0.976087869241115
"GSE136831","macrophages","__broad__",50,"208C","control",1747,8697759,1.12795356675828
"GSE136831","macrophages","__broad__",50,"209I","IPF",2819,25742611,0.847046548360825
"GSE136831","macrophages","__broad__",50,"210I","IPF",1865,14865304,0.937911674952273
"GSE136831","macrophages","__broad__",50,"212I","IPF",2384,22477722,0.908514454310212
"GSE136831","macrophages","__broad__",50,"214I","IPF",578,3415410,1.36557468391416
"GSE136831","macrophages","__broad__",50,"218C","control",3819,18500260,1.10722105314935
"GSE136831","macrophages","__broad__",50,"221I","IPF",3321,27293239,0.897156552517832
"GSE136831","macrophages","__broad__",50,"222C","control",5362,41995832,0.962320266943095
"GSE136831","macrophages","__broad__",50,"222I","IPF",4547,47412046,0.868336936202921
"GSE136831","macrophages","__broad__",50,"225I","IPF",8086,71008813,0.875527504854855
"GSE136831","macrophages","__broad__",50,"226C","control",9267,37741956,0.812456434153165
"GSE136831","macrophages","__broad__",50,"228I","IPF",2215,13640252,1.17886722998763
"GSE136831","macrophages","__broad__",50,"253C","control",350,4643689,1.16025544503555
"GSE136831","macrophages","__broad__",50,"296C","control",1912,14391803,1.28117488818944
"GSE136831","macrophages","__broad__",50,"29I","IPF",914,13330597,0.835863710328262
"GSE136831","macrophages","__broad__",50,"388C","control",1764,7545932,1.15378922993653
"GSE136831","macrophages","__broad__",50,"396C","control",955,2763887,1.28799924639552
"GSE136831","macrophages","__broad__",50,"439C","control",3603,30069042,1.11780921065192
"GSE136831","macrophages","__broad__",50,"454C","control",528,3256800,1.12512826519273
"GSE136831","macrophages","__broad__",50,"465C","control",1005,14268345,0.961637240827714
"GSE136831","macrophages","__broad__",50,"47I","IPF",1825,17071551,1.02171970770338
"GSE136831","macrophages","__broad__",50,"483C","control",1831,12977573,1.20199889575362
"GSE136831","macrophages","__broad__",50,"484C","control",549,5070096,1.04690092000181
"GSE136831","macrophages","__broad__",50,"49I","IPF",2459,16909439,1.06793123572069
"GSE136831","macrophages","__broad__",50,"59I","IPF",343,5409159,1.04758634111594
"GSE136831","macrophages","__broad__",30,"001C","control",870,5957659,1.15002044479429
"GSE136831","macrophages","__broad__",30,"002C","control",578,4992673,1.19188436869463
"GSE136831","macrophages","__broad__",30,"003C","control",2050,21054089,0.931578992886855
"GSE136831","macrophages","__broad__",30,"010I","IPF",2802,22271720,0.931253181824587
"GSE136831","macrophages","__broad__",30,"021I","IPF",822,7433101,0.995597821624076
"GSE136831","macrophages","__broad__",30,"022I","IPF",2224,16865037,0.968345525097296
"GSE136831","macrophages","__broad__",30,"025I","IPF",2606,22112660,1.00117474727749
"GSE136831","macrophages","__broad__",30,"034C","control",601,3724814,1.33636348128767
"GSE136831","macrophages","__broad__",30,"034I","IPF",1677,13112144,0.803315969790734
"GSE136831","macrophages","__broad__",30,"040I","IPF",3339,26140680,0.957969889851828
"GSE136831","macrophages","__broad__",30,"041I","IPF",2368,22456057,0.897712399239418
"GSE136831","macrophages","__broad__",30,"051I","IPF",4194,26555116,0.948559413511167
"GSE136831","macrophages","__broad__",30,"053I","IPF",2232,23552363,1.00424904136705
"GSE136831","macrophages","__broad__",30,"063I","IPF",2591,19535192,0.905106083689748
"GSE136831","macrophages","__broad__",30,"065C","control",1489,6573151,1.29265497383737
"GSE136831","macrophages","__broad__",30,"081C","control",845,3531387,1.31456943111297
"GSE136831","macrophages","__broad__",30,"084C","control",348,2561503,1.60543992159444
"GSE136831","macrophages","__broad__",30,"092C","control",3978,33875446,0.781505208011617
"GSE136831","macrophages","__broad__",30,"098C","control",5493,49121901,0.861493202716073
"GSE136831","macrophages","__broad__",30,"123I","IPF",997,11761060,0.932251159273083
"GSE136831","macrophages","__broad__",30,"133C","control",5475,38632924,0.82239220307866
"GSE136831","macrophages","__broad__",30,"135I","IPF",3987,31972706,0.905447821091586
"GSE136831","macrophages","__broad__",30,"1372C","control",2618,20027667,0.954800618867563
"GSE136831","macrophages","__broad__",30,"137C","control",695,6646284,1.09478777201887
"GSE136831","macrophages","__broad__",30,"138I","IPF",1919,19999991,1.023051986484
"GSE136831","macrophages","__broad__",30,"145I","IPF",2670,23338836,0.846213108940725
"GSE136831","macrophages","__broad__",30,"157I","IPF",4047,36359573,0.939452628405604
"GSE136831","macrophages","__broad__",30,"158I","IPF",3827,30815244,0.81271848754835
"GSE136831","macrophages","__broad__",30,"160C","control",3807,24230761,0.967826563194216
"GSE136831","macrophages","__broad__",30,"166I","IPF",3856,22820848,1.00181739806781
"GSE136831","macrophages","__broad__",30,"174I","IPF",2973,27326680,0.852908320350401
"GSE136831","macrophages","__broad__",30,"177I","IPF",4409,27044614,0.767734617956503
"GSE136831","macrophages","__broad__",30,"179I","IPF",2990,24279827,0.806588740151768
"GSE136831","macrophages","__broad__",30,"192C","control",3084,20941758,0.976087869241115
"GSE136831","macrophages","__broad__",30,"208C","control",1747,8697759,1.12795356675828
"GSE136831","macrophages","__broad__",30,"209I","IPF",2819,25742611,0.847046548360825
"GSE136831","macrophages","__broad__",30,"210I","IPF",1865,14865304,0.937911674952273
"GSE136831","macrophages","__broad__",30,"212I","IPF",2384,22477722,0.908514454310212
"GSE136831","macrophages","__broad__",30,"214I","IPF",578,3415410,1.36557468391416
"GSE136831","macrophages","__broad__",30,"218C","control",3819,18500260,1.10722105314935
"GSE136831","macrophages","__broad__",30,"221I","IPF",3321,27293239,0.897156552517832
"GSE136831","macrophages","__broad__",30,"222C","control",5362,41995832,0.962320266943095
"GSE136831","macrophages","__broad__",30,"222I","IPF",4547,47412046,0.868336936202921
"GSE136831","macrophages","__broad__",30,"225I","IPF",8086,71008813,0.875527504854855
"GSE136831","macrophages","__broad__",30,"226C","control",9267,37741956,0.812456434153165
"GSE136831","macrophages","__broad__",30,"228I","IPF",2215,13640252,1.17886722998763
"GSE136831","macrophages","__broad__",30,"253C","control",350,4643689,1.16025544503555
"GSE136831","macrophages","__broad__",30,"296C","control",1912,14391803,1.28117488818944
"GSE136831","macrophages","__broad__",30,"29I","IPF",914,13330597,0.835863710328262
"GSE136831","macrophages","__broad__",30,"388C","control",1764,7545932,1.15378922993653
"GSE136831","macrophages","__broad__",30,"396C","control",955,2763887,1.28799924639552
"GSE136831","macrophages","__broad__",30,"439C","control",3603,30069042,1.11780921065192
"GSE136831","macrophages","__broad__",30,"454C","control",528,3256800,1.12512826519273
"GSE136831","macrophages","__broad__",30,"465C","control",1005,14268345,0.961637240827714
"GSE136831","macrophages","__broad__",30,"47I","IPF",1825,17071551,1.02171970770338
"GSE136831","macrophages","__broad__",30,"483C","control",1831,12977573,1.20199889575362
"GSE136831","macrophages","__broad__",30,"484C","control",549,5070096,1.04690092000181
"GSE136831","macrophages","__broad__",30,"49I","IPF",2459,16909439,1.06793123572069
"GSE136831","macrophages","__broad__",30,"59I","IPF",343,5409159,1.04758634111594
"GSE136831","macrophages","__broad__",100,"001C","control",870,5957659,1.15002044479429
"GSE136831","macrophages","__broad__",100,"002C","control",578,4992673,1.19188436869463
"GSE136831","macrophages","__broad__",100,"003C","control",2050,21054089,0.931578992886855
"GSE136831","macrophages","__broad__",100,"010I","IPF",2802,22271720,0.931253181824587
"GSE136831","macrophages","__broad__",100,"021I","IPF",822,7433101,0.995597821624076
"GSE136831","macrophages","__broad__",100,"022I","IPF",2224,16865037,0.968345525097296
"GSE136831","macrophages","__broad__",100,"025I","IPF",2606,22112660,1.00117474727749
"GSE136831","macrophages","__broad__",100,"034C","control",601,3724814,1.33636348128767
"GSE136831","macrophages","__broad__",100,"034I","IPF",1677,13112144,0.803315969790734
"GSE136831","macrophages","__broad__",100,"040I","IPF",3339,26140680,0.957969889851828
"GSE136831","macrophages","__broad__",100,"041I","IPF",2368,22456057,0.897712399239418
"GSE136831","macrophages","__broad__",100,"051I","IPF",4194,26555116,0.948559413511167
"GSE136831","macrophages","__broad__",100,"053I","IPF",2232,23552363,1.00424904136705
"GSE136831","macrophages","__broad__",100,"063I","IPF",2591,19535192,0.905106083689748
"GSE136831","macrophages","__broad__",100,"065C","control",1489,6573151,1.29265497383737
"GSE136831","macrophages","__broad__",100,"081C","control",845,3531387,1.31456943111297
"GSE136831","macrophages","__broad__",100,"084C","control",348,2561503,1.60543992159444
"GSE136831","macrophages","__broad__",100,"092C","control",3978,33875446,0.781505208011617
"GSE136831","macrophages","__broad__",100,"098C","control",5493,49121901,0.861493202716073
"GSE136831","macrophages","__broad__",100,"123I","IPF",997,11761060,0.932251159273083
