cohort,view,resource,family,ligand,receptor,source,source_label,target,target_label,cell_floor,prior_count,n_control,n_IPF,status,missing_genes
GSE136831,subtype,cellchatdb,core,AREG,EGFR_ERBB2,macrophages,Macrophage,fibroblasts,Myofibroblast,30,2.0,1,14,insufficient_same_donor_coverage,
GSE136831,subtype,cellchatdb,core,AREG,EGFR_ERBB2,macrophages,Macrophage_Alveolar,fibroblasts,Fibroblast,30,2.0,4,13,eligible_descriptive,
GSE136831,subtype,cellchatdb,core,AREG,EGFR_ERBB2,macrophages,Macrophage_Alveolar,fibroblasts,Myofibroblast,30,2.0,1,13,insufficient_same_donor_coverage,
GSE136831,subtype,cellchatdb,core,AREG,EGFR_ERBB2,AT2,ATII,fibroblasts,Fibroblast,30,2.0,4,2,insufficient_same_donor_coverage,
GSE136831,subtype,cellchatdb,core,AREG,EGFR_ERBB2,AT2,ATII,fibroblasts,Myofibroblast,30,2.0,1,2,insufficient_same_donor_coverage,
GSE136831,subtype,cellchatdb,core,HBEGF,EGFR_ERBB2,macrophages,Macrophage,fibroblasts,Fibroblast,30,2.0,4,14,eligible_descriptive,
GSE136831,subtype,cellchatdb,core,HBEGF,EGFR_ERBB2,macrophages,Macrophage,fibroblasts,Myofibroblast,30,2.0,1,14,insufficient_same_donor_coverage,
GSE136831,subtype,cellchatdb,core,HBEGF,EGFR_ERBB2,macrophages,Macrophage_Alveolar,fibroblasts,Fibroblast,30,2.0,4,13,eligible_descriptive,
GSE136831,subtype,cellchatdb,core,HBEGF,EGFR_ERBB2,macrophages,Macrophage_Alveolar,fibroblasts,Myofibroblast,30,2.0,1,13,insufficient_same_donor_coverage,
GSE136831,subtype,cellchatdb,core,HBEGF,EGFR_ERBB2,AT2,ATII,fibroblasts,Fibroblast,30,2.0,4,2,insufficient_same_donor_coverage,
GSE136831,subtype,cellchatdb,core,HBEGF,EGFR_ERBB2,AT2,ATII,fibroblasts,Myofibroblast,30,2.0,1,2,insufficient_same_donor_coverage,
GSE136831,subtype,cellchatdb,core,HBEGF,ERBB2_ERBB4,macrophages,Macrophage,fibroblasts,Fibroblast,30,2.0,4,14,eligible_descriptive,
GSE136831,subtype,cellchatdb,core,HBEGF,ERBB2_ERBB4,macrophages,Macrophage,fibroblasts,Myofibroblast,30,2.0,1,14,insufficient_same_donor_coverage,
GSE136831,subtype,cellchatdb,core,HBEGF,ERBB2_ERBB4,macrophages,Macrophage_Alveolar,fibroblasts,Fibroblast,30,2.0,4,13,eligible_descriptive,
GSE136831,subtype,cellchatdb,core,HBEGF,ERBB2_ERBB4,macrophages,Macrophage_Alveolar,fibroblasts,Myofibroblast,30,2.0,1,13,insufficient_same_donor_coverage,
GSE136831,subtype,cellchatdb,core,HBEGF,ERBB2_ERBB4,AT2,ATII,fibroblasts,Fibroblast,30,2.0,4,2,insufficient_same_donor_coverage,
GSE136831,subtype,cellchatdb,core,HBEGF,ERBB2_ERBB4,AT2,ATII,fibroblasts,Myofibroblast,30,2.0,1,2,insufficient_same_donor_coverage,
GSE136831,broad,consensus,exploratory,FGF10,FGFR1,fibroblasts,__broad__,AT2,__broad__,100,1.0,3,0,insufficient_same_donor_coverage,
GSE136831,broad,consensus,exploratory,FGF10,FGFR2,fibroblasts,__broad__,AT2,__broad__,100,1.0,3,0,insufficient_same_donor_coverage,
GSE136831,broad,consensus,exploratory,FGF10,FGFRL1,fibroblasts,__broad__,AT2,__broad__,100,1.0,3,0,insufficient_same_donor_coverage,
GSE136831,broad,consensus,core,TGFB1,ITGAV_ITGB6,macrophages,__broad__,fibroblasts,__broad__,100,1.0,4,11,eligible_descriptive,
GSE136831,broad,consensus,core,TGFB1,ACVR1B_TGFBR2,macrophages,__broad__,fibroblasts,__broad__,100,1.0,4,11,eligible_descriptive,
GSE136831,broad,consensus,core,TGFB1,TGFBR1_TGFBR2,macrophages,__broad__,fibroblasts,__broad__,100,1.0,4,11,eligible_descriptive,
GSE136831,broad,consensus,core,TGFB1,ACVR1_TGFBR1_TGFBR2,macrophages,__broad__,fibroblasts,__broad__,100,1.0,4,11,eligible_descriptive,
GSE136831,broad,consensus,core,TGFB1,ACVR1_TGFBR2,macrophages,__broad__,fibroblasts,__broad__,100,1.0,4,11,eligible_descriptive,
GSE136831,broad,consensus,core,TGFB1,ACVR1C_TGFBR2,macrophages,__broad__,fibroblasts,__broad__,100,1.0,4,11,eligible_descriptive,
GSE136831,broad,consensus,core,TGFB1,EGFR,macrophages,__broad__,fibroblasts,__broad__,100,1.0,4,11,eligible_descriptive,
GSE136831,broad,consensus,core,TGFB1,ITGB3,macrophages,__broad__,fibroblasts,__broad__,100,1.0,4,11,eligible_descriptive,
GSE136831,broad,consensus,core,TGFB1,ITGB1,macrophages,__broad__,fibroblasts,__broad__,100,1.0,4,11,eligible_descriptive,
GSE136831,broad,consensus,core,TGFB1,ITGB5,macrophages,__broad__,fibroblasts,__broad__,100,1.0,4,11,eligible_descriptive,
GSE136831,broad,consensus,core,TGFB1,ITGB8,macrophages,__broad__,fibroblasts,__broad__,100,1.0,4,11,eligible_descriptive,
GSE136831,broad,consensus,core,TGFB1,SDC2,macrophages,__broad__,fibroblasts,__broad__,100,1.0,4,11,eligible_descriptive,
GSE136831,broad,consensus,core,TGFB1,ACVRL1,macrophages,__broad__,fibroblasts,__broad__,100,1.0,4,11,eligible_descriptive,
GSE136831,broad,consensus,core,TGFB1,CXCR4,macrophages,__broad__,fibroblasts,__broad__,100,1.0,4,11,eligible_descriptive,
GSE136831,broad,consensus,core,TGFB1,TGFBR3,macrophages,__broad__,fibroblasts,__broad__,100,1.0,4,11,eligible_descriptive,
GSE136831,broad,consensus,core,TGFB1,VASN,macrophages,__broad__,fibroblasts,__broad__,100,1.0,4,11,eligible_descriptive,
GSE136831,broad,consensus,core,IL1A,IL1R1_IL1RAP,macrophages,__broad__,fibroblasts,__broad__,100,1.0,4,11,eligible_descriptive,
GSE136831,broad,consensus,core,IL1A,IL1R1_IL1RAP,macrophages,__broad__,AT2,__broad__,100,1.0,6,1,insufficient_same_donor_coverage,
GSE136831,broad,consensus,core,IL1A,IL1R1_IL1RAP,AT2,__broad__,fibroblasts,__broad__,100,1.0,3,0,insufficient_same_donor_coverage,
GSE136831,broad,consensus,core,IL1A,IL1R2_IL1RAP,macrophages,__broad__,fibroblasts,__broad__,100,1.0,4,11,eligible_descriptive,
GSE136831,broad,consensus,core,IL1A,IL1R2_IL1RAP,macrophages,__broad__,AT2,__broad__,100,1.0,6,1,insufficient_same_donor_coverage,
GSE136831,broad,consensus,core,IL1A,IL1R2_IL1RAP,AT2,__broad__,fibroblasts,__broad__,100,1.0,3,0,insufficient_same_donor_coverage,
GSE136831,broad,consensus,core,IL1B,IL1R1_IL1RAP,macrophages,__broad__,fibroblasts,__broad__,100,1.0,4,11,eligible_descriptive,
GSE136831,broad,consensus,core,IL1B,IL1R1_IL1RAP,macrophages,__broad__,AT2,__broad__,100,1.0,6,1,insufficient_same_donor_coverage,
GSE136831,broad,consensus,core,IL1B,IL1R1_IL1RAP,AT2,__broad__,fibroblasts,__broad__,100,1.0,3,0,insufficient_same_donor_coverage,
GSE136831,broad,consensus,core,IL1B,IL1R2_IL1RAP,macrophages,__broad__,fibroblasts,__broad__,100,1.0,4,11,eligible_descriptive,
GSE136831,broad,consensus,core,IL1B,IL1R2_IL1RAP,macrophages,__broad__,AT2,__broad__,100,1.0,6,1,insufficient_same_donor_coverage,
GSE136831,broad,consensus,core,IL1B,IL1R2_IL1RAP,AT2,__broad__,fibroblasts,__broad__,100,1.0,3,0,insufficient_same_donor_coverage,
GSE136831,broad,consensus,core,IL1B,ADRB2,macrophages,__broad__,fibroblasts,__broad__,100,1.0,4,11,eligible_descriptive,
GSE136831,broad,consensus,core,IL1B,ADRB2,macrophages,__broad__,AT2,__broad__,100,1.0,6,1,insufficient_same_donor_coverage,
GSE136831,broad,consensus,core,IL1B,ADRB2,AT2,__broad__,fibroblasts,__broad__,100,1.0,3,0,insufficient_same_donor_coverage,
GSE136831,broad,consensus,core,IL1B,SIGIRR,macrophages,__broad__,fibroblasts,__broad__,100,1.0,4,11,eligible_descriptive,
GSE136831,broad,consensus,core,IL1B,SIGIRR,macrophages,__broad__,AT2,__broad__,100,1.0,6,1,insufficient_same_donor_coverage,
GSE136831,broad,consensus,core,IL1B,SIGIRR,AT2,__broad__,fibroblasts,__broad__,100,1.0,3,0,insufficient_same_donor_coverage,
GSE136831,broad,consensus,exploratory,CCL2,CCR1,fibroblasts,__broad__,macrophages,__broad__,100,1.0,4,11,eligible_descriptive,
GSE136831,broad,consensus,exploratory,CCL2,CCR2,fibroblasts,__broad__,macrophages,__broad__,100,1.0,4,11,eligible_descriptive,
GSE136831,broad,consensus,exploratory,CCL2,CCR10,fibroblasts,__broad__,macrophages,__broad__,100,1.0,4,11,eligible_descriptive,
GSE136831,broad,consensus,exploratory,CCL2,CCR3,fibroblasts,__broad__,macrophages,__broad__,100,1.0,4,11,eligible_descriptive,
GSE136831,broad,consensus,exploratory,CCL2,CCR4,fibroblasts,__broad__,macrophages,__broad__,100,1.0,4,11,eligible_descriptive,
GSE136831,broad,consensus,exploratory,CCL2,CCR5,fibroblasts,__broad__,macrophages,__broad__,100,1.0,4,11,eligible_descriptive,
GSE136831,broad,consensus,exploratory,CCL2,ACKR1,fibroblasts,__broad__,macrophages,__broad__,100,1.0,4,11,eligible_descriptive,
GSE136831,broad,consensus,exploratory,CCL2,ACKR4,fibroblasts,__broad__,macrophages,__broad__,100,1.0,4,11,eligible_descriptive,
GSE136831,broad,consensus,core,AREG,EGFR_ERBB2,macrophages,__broad__,fibroblasts,__broad__,100,1.0,4,11,eligible_descriptive,
GSE136831,broad,consensus,core,AREG,EGFR_ERBB2,AT2,__broad__,fibroblasts,__broad__,100,1.0,3,0,insufficient_same_donor_coverage,
GSE136831,broad,consensus,core,AREG,ERBB3,macrophages,__broad__,fibroblasts,__broad__,100,1.0,4,11,eligible_descriptive,
GSE136831,broad,consensus,core,AREG,ERBB3,AT2,__broad__,fibroblasts,__broad__,100,1.0,3,0,insufficient_same_donor_coverage,
GSE136831,broad,consensus,exploratory,FGF7,NRP1,fibroblasts,__broad__,AT2,__broad__,100,1.0,3,0,insufficient_same_donor_coverage,
GSE136831,broad,consensus,exploratory,FGF7,FGFR1,fibroblasts,__broad__,AT2,__broad__,100,1.0,3,0,insufficient_same_donor_coverage,
GSE136831,broad,consensus,exploratory,FGF7,FGFR2,fibroblasts,__broad__,AT2,__broad__,100,1.0,3,0,insufficient_same_donor_coverage,
GSE136831,broad,consensus,exploratory,FGF7,FGFR4,fibroblasts,__broad__,AT2,__broad__,100,1.0,3,0,insufficient_same_donor_coverage,
GSE136831,broad,consensus,exploratory,FGF7,FGFR3,fibroblasts,__broad__,AT2,__broad__,100,1.0,3,0,insufficient_same_donor_coverage,
GSE136831,broad,consensus,exploratory,CXCL12,CD4,fibroblasts,__broad__,macrophages,__broad__,100,1.0,4,11,eligible_descriptive,
GSE136831,broad,consensus,exploratory,CXCL12,ITGB3,fibroblasts,__broad__,macrophages,__broad__,100,1.0,4,11,eligible_descriptive,
GSE136831,broad,consensus,exploratory,CXCL12,ITGB1,fibroblasts,__broad__,macrophages,__broad__,100,1.0,4,11,eligible_descriptive,
GSE136831,broad,consensus,exploratory,CXCL12,ITGAV,fibroblasts,__broad__,macrophages,__broad__,100,1.0,4,11,eligible_descriptive,
GSE136831,broad,consensus,exploratory,CXCL12,ITGA5,fibroblasts,__broad__,macrophages,__broad__,100,1.0,4,11,eligible_descriptive,
GSE136831,broad,consensus,exploratory,CXCL12,ITGA4,fibroblasts,__broad__,macrophages,__broad__,100,1.0,4,11,eligible_descriptive,
GSE136831,broad,consensus,exploratory,CXCL12,ACKR3,fibroblasts,__broad__,macrophages,__broad__,100,1.0,4,11,eligible_descriptive,
GSE136831,broad,consensus,exploratory,CXCL12,AVPR1A,fibroblasts,__broad__,macrophages,__broad__,100,1.0,4,11,eligible_descriptive,
GSE136831,broad,consensus,exploratory,CXCL12,MTNR1A,fibroblasts,__broad__,macrophages,__broad__,100,1.0,0,0,missing_assay_subunits,MTNR1A
GSE136831,broad,consensus,exploratory,CXCL12,CXCR3,fibroblasts,__broad__,macrophages,__broad__,100,1.0,4,11,eligible_descriptive,
GSE136831,broad,consensus,exploratory,CXCL12,CCR4,fibroblasts,__broad__,macrophages,__broad__,100,1.0,4,11,eligible_descriptive,
GSE136831,broad,consensus,exploratory,CXCL12,CXCR4,fibroblasts,__broad__,macrophages,__broad__,100,1.0,4,11,eligible_descriptive,
GSE136831,broad,consensus,exploratory,CXCL12,GRM7,fibroblasts,__broad__,macrophages,__broad__,100,1.0,4,11,eligible_descriptive,
GSE136831,broad,consensus,core,HBEGF,EGFR_ERBB2,macrophages,__broad__,fibroblasts,__broad__,100,1.0,4,11,eligible_descriptive,
GSE136831,broad,consensus,core,HBEGF,EGFR_ERBB2,AT2,__broad__,fibroblasts,__broad__,100,1.0,3,0,insufficient_same_donor_coverage,
GSE136831,broad,consensus,core,HBEGF,ERBB2_ERBB4,macrophages,__broad__,fibroblasts,__broad__,100,1.0,4,11,eligible_descriptive,
GSE136831,broad,consensus,core,HBEGF,ERBB2_ERBB4,AT2,__broad__,fibroblasts,__broad__,100,1.0,3,0,insufficient_same_donor_coverage,
GSE136831,broad,consensus,core,HBEGF,CD44,macrophages,__broad__,fibroblasts,__broad__,100,1.0,4,11,eligible_descriptive,
GSE136831,broad,consensus,core,HBEGF,CD44,AT2,__broad__,fibroblasts,__broad__,100,1.0,3,0,insufficient_same_donor_coverage,
GSE136831,broad,consensus,core,HBEGF,PRLR,macrophages,__broad__,fibroblasts,__broad__,100,1.0,4,11,eligible_descriptive,
GSE136831,broad,consensus,core,HBEGF,PRLR,AT2,__broad__,fibroblasts,__broad__,100,1.0,3,0,insufficient_same_donor_coverage,
GSE136831,broad,consensus,exploratory,CCL2,ACKR2,fibroblasts,__broad__,macrophages,__broad__,100,1.0,4,11,eligible_descriptive,
GSE136831,broad,consensus,exploratory,CXCL12,DPP4,fibroblasts,__broad__,macrophages,__broad__,100,1.0,4,11,eligible_descriptive,
GSE136831,broad,consensus,core,TGFB1,ENG,macrophages,__broad__,fibroblasts,__broad__,100,1.0,4,11,eligible_descriptive,
GSE136831,broad,consensus,core,HBEGF,CD9,macrophages,__broad__,fibroblasts,__broad__,100,1.0,4,11,eligible_descriptive,
GSE136831,broad,consensus,core,HBEGF,CD9,AT2,__broad__,fibroblasts,__broad__,100,1.0,3,0,insufficient_same_donor_coverage,
GSE136831,broad,consensus,core,HBEGF,CD82,macrophages,__broad__,fibroblasts,__broad__,100,1.0,4,11,eligible_descriptive,
GSE136831,broad,consensus,core,HBEGF,CD82,AT2,__broad__,fibroblasts,__broad__,100,1.0,3,0,insufficient_same_donor_coverage,
GSE136831,broad,consensus,core,TGFB1,CAV1,macrophages,__broad__,fibroblasts,__broad__,100,1.0,4,11,eligible_descriptive,
GSE136831,broad,consensus,exploratory,CXCL12,SDC4,fibroblasts,__broad__,macrophages,__broad__,100,1.0,4,11,eligible_descriptive,
GSE136831,broad,consensus,core,TGFB1,LPP,macrophages,__broad__,fibroblasts,__broad__,100,1.0,4,11,eligible_descriptive,
GSE136831,broad,cellchatdb,core,IL1B,IL1R2,macrophages,__broad__,fibroblasts,__broad__,100,1.0,4,11,eligible_descriptive,
GSE136831,broad,cellchatdb,core,IL1B,IL1R2,macrophages,__broad__,AT2,__broad__,100,1.0,6,1,insufficient_same_donor_coverage,
GSE136831,broad,cellchatdb,core,IL1B,IL1R2,AT2,__broad__,fibroblasts,__broad__,100,1.0,3,0,insufficient_same_donor_coverage,
GSE136831,broad,cellchatdb,core,AREG,EGFR,macrophages,__broad__,fibroblasts,__broad__,100,1.0,4,11,eligible_descriptive,
GSE136831,broad,cellchatdb,core,AREG,EGFR,AT2,__broad__,fibroblasts,__broad__,100,1.0,3,0,insufficient_same_donor_coverage,
GSE136831,broad,cellchatdb,core,HBEGF,EGFR,macrophages,__broad__,fibroblasts,__broad__,100,1.0,4,11,eligible_descriptive,
GSE136831,broad,cellchatdb,core,HBEGF,EGFR,AT2,__broad__,fibroblasts,__broad__,100,1.0,3,0,insufficient_same_donor_coverage,
GSE136831,broad,cellchatdb,exploratory,FGF7,FGFR2,fibroblasts,__broad__,AT2,__broad__,100,1.0,3,0,insufficient_same_donor_coverage,
GSE136831,broad,cellchatdb,exploratory,FGF10,FGFR2,fibroblasts,__broad__,AT2,__broad__,100,1.0,3,0,insufficient_same_donor_coverage,
GSE136831,broad,cellchatdb,core,HBEGF,ERBB4,macrophages,__broad__,fibroblasts,__broad__,100,1.0,4,11,eligible_descriptive,
GSE136831,broad,cellchatdb,core,HBEGF,ERBB4,AT2,__broad__,fibroblasts,__broad__,100,1.0,3,0,insufficient_same_donor_coverage,
GSE136831,broad,cellchatdb,exploratory,CXCL12,ACKR3,fibroblasts,__broad__,macrophages,__broad__,100,1.0,4,11,eligible_descriptive,
GSE136831,broad,cellchatdb,exploratory,CCL2,CCR2,fibroblasts,__broad__,macrophages,__broad__,100,1.0,4,11,eligible_descriptive,
GSE136831,broad,cellchatdb,exploratory,CXCL12,CXCR4,fibroblasts,__broad__,macrophages,__broad__,100,1.0,4,11,eligible_descriptive,
GSE136831,broad,cellchatdb,exploratory,CCL2,ACKR1,fibroblasts,__broad__,macrophages,__broad__,100,1.0,4,11,eligible_descriptive,
GSE136831,broad,cellchatdb,exploratory,CCL2,ACKR2,fibroblasts,__broad__,macrophages,__broad__,100,1.0,4,11,eligible_descriptive,
GSE136831,broad,cellchatdb,core,IL1A,IL1R1_IL1RAP,macrophages,__broad__,fibroblasts,__broad__,100,1.0,4,11,eligible_descriptive,
GSE136831,broad,cellchatdb,core,IL1A,IL1R1_IL1RAP,macrophages,__broad__,AT2,__broad__,100,1.0,6,1,insufficient_same_donor_coverage,
GSE136831,broad,cellchatdb,core,IL1A,IL1R1_IL1RAP,AT2,__broad__,fibroblasts,__broad__,100,1.0,3,0,insufficient_same_donor_coverage,
GSE136831,broad,cellchatdb,core,IL1B,IL1R1_IL1RAP,macrophages,__broad__,fibroblasts,__broad__,100,1.0,4,11,eligible_descriptive,
GSE136831,broad,cellchatdb,core,IL1B,IL1R1_IL1RAP,macrophages,__broad__,AT2,__broad__,100,1.0,6,1,insufficient_same_donor_coverage,
GSE136831,broad,cellchatdb,core,IL1B,IL1R1_IL1RAP,AT2,__broad__,fibroblasts,__broad__,100,1.0,3,0,insufficient_same_donor_coverage,
GSE136831,broad,cellchatdb,core,TGFB1,TGFBR1_TGFBR2,macrophages,__broad__,fibroblasts,__broad__,100,1.0,4,11,eligible_descriptive,
GSE136831,broad,cellchatdb,core,IL1A,IL1R2,macrophages,__broad__,fibroblasts,__broad__,100,1.0,4,11,eligible_descriptive,
GSE136831,broad,cellchatdb,core,IL1A,IL1R2,macrophages,__broad__,AT2,__broad__,100,1.0,6,1,insufficient_same_donor_coverage,
GSE136831,broad,cellchatdb,core,IL1A,IL1R2,AT2,__broad__,fibroblasts,__broad__,100,1.0,3,0,insufficient_same_donor_coverage,
GSE136831,broad,cellchatdb,exploratory,FGF10,FGFR1,fibroblasts,__broad__,AT2,__broad__,100,1.0,3,0,insufficient_same_donor_coverage,
GSE136831,broad,cellchatdb,exploratory,FGF7,FGFR1,fibroblasts,__broad__,AT2,__broad__,100,1.0,3,0,insufficient_same_donor_coverage,
GSE136831,broad,cellchatdb,core,TGFB1,ACVR1B_TGFBR2,macrophages,__broad__,fibroblasts,__broad__,100,1.0,4,11,eligible_descriptive,
GSE136831,broad,cellchatdb,core,TGFB1,ACVR1C_TGFBR2,macrophages,__broad__,fibroblasts,__broad__,100,1.0,4,11,eligible_descriptive,
GSE136831,broad,cellchatdb,core,TGFB1,ACVR1_TGFBR1_TGFBR2,macrophages,__broad__,fibroblasts,__broad__,100,1.0,4,11,eligible_descriptive,
GSE136831,broad,cellchatdb,core,AREG,EGFR_ERBB2,macrophages,__broad__,fibroblasts,__broad__,100,1.0,4,11,eligible_descriptive,
GSE136831,broad,cellchatdb,core,AREG,EGFR_ERBB2,AT2,__broad__,fibroblasts,__broad__,100,1.0,3,0,insufficient_same_donor_coverage,
GSE136831,broad,cellchatdb,core,HBEGF,EGFR_ERBB2,macrophages,__broad__,fibroblasts,__broad__,100,1.0,4,11,eligible_descriptive,
GSE136831,broad,cellchatdb,core,HBEGF,EGFR_ERBB2,AT2,__broad__,fibroblasts,__broad__,100,1.0,3,0,insufficient_same_donor_coverage,
GSE136831,broad,cellchatdb,core,HBEGF,ERBB2_ERBB4,macrophages,__broad__,fibroblasts,__broad__,100,1.0,4,11,eligible_descriptive,
GSE136831,broad,cellchatdb,core,HBEGF,ERBB2_ERBB4,AT2,__broad__,fibroblasts,__broad__,100,1.0,3,0,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,exploratory,FGF10,FGFR1,fibroblasts,Fibroblast,AT2,ATII,100,1.0,2,0,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,exploratory,FGF10,FGFR1,fibroblasts,Myofibroblast,AT2,ATII,100,1.0,0,0,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,exploratory,FGF10,FGFR2,fibroblasts,Fibroblast,AT2,ATII,100,1.0,2,0,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,exploratory,FGF10,FGFR2,fibroblasts,Myofibroblast,AT2,ATII,100,1.0,0,0,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,exploratory,FGF10,FGFRL1,fibroblasts,Fibroblast,AT2,ATII,100,1.0,2,0,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,exploratory,FGF10,FGFRL1,fibroblasts,Myofibroblast,AT2,ATII,100,1.0,0,0,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,core,TGFB1,ITGAV_ITGB6,macrophages,Macrophage,fibroblasts,Fibroblast,100,1.0,3,5,eligible_descriptive,
GSE136831,subtype,consensus,core,TGFB1,ITGAV_ITGB6,macrophages,Macrophage,fibroblasts,Myofibroblast,100,1.0,0,8,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,core,TGFB1,ITGAV_ITGB6,macrophages,Macrophage_Alveolar,fibroblasts,Fibroblast,100,1.0,3,3,eligible_descriptive,
GSE136831,subtype,consensus,core,TGFB1,ITGAV_ITGB6,macrophages,Macrophage_Alveolar,fibroblasts,Myofibroblast,100,1.0,0,6,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,core,TGFB1,ACVR1B_TGFBR2,macrophages,Macrophage,fibroblasts,Fibroblast,100,1.0,3,5,eligible_descriptive,
GSE136831,subtype,consensus,core,TGFB1,ACVR1B_TGFBR2,macrophages,Macrophage,fibroblasts,Myofibroblast,100,1.0,0,8,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,core,TGFB1,ACVR1B_TGFBR2,macrophages,Macrophage_Alveolar,fibroblasts,Fibroblast,100,1.0,3,3,eligible_descriptive,
GSE136831,subtype,consensus,core,TGFB1,ACVR1B_TGFBR2,macrophages,Macrophage_Alveolar,fibroblasts,Myofibroblast,100,1.0,0,6,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,core,TGFB1,TGFBR1_TGFBR2,macrophages,Macrophage,fibroblasts,Fibroblast,100,1.0,3,5,eligible_descriptive,
GSE136831,subtype,consensus,core,TGFB1,TGFBR1_TGFBR2,macrophages,Macrophage,fibroblasts,Myofibroblast,100,1.0,0,8,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,core,TGFB1,TGFBR1_TGFBR2,macrophages,Macrophage_Alveolar,fibroblasts,Fibroblast,100,1.0,3,3,eligible_descriptive,
GSE136831,subtype,consensus,core,TGFB1,TGFBR1_TGFBR2,macrophages,Macrophage_Alveolar,fibroblasts,Myofibroblast,100,1.0,0,6,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,core,TGFB1,ACVR1_TGFBR1_TGFBR2,macrophages,Macrophage,fibroblasts,Fibroblast,100,1.0,3,5,eligible_descriptive,
GSE136831,subtype,consensus,core,TGFB1,ACVR1_TGFBR1_TGFBR2,macrophages,Macrophage,fibroblasts,Myofibroblast,100,1.0,0,8,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,core,TGFB1,ACVR1_TGFBR1_TGFBR2,macrophages,Macrophage_Alveolar,fibroblasts,Fibroblast,100,1.0,3,3,eligible_descriptive,
GSE136831,subtype,consensus,core,TGFB1,ACVR1_TGFBR1_TGFBR2,macrophages,Macrophage_Alveolar,fibroblasts,Myofibroblast,100,1.0,0,6,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,core,TGFB1,ACVR1_TGFBR2,macrophages,Macrophage,fibroblasts,Fibroblast,100,1.0,3,5,eligible_descriptive,
GSE136831,subtype,consensus,core,TGFB1,ACVR1_TGFBR2,macrophages,Macrophage,fibroblasts,Myofibroblast,100,1.0,0,8,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,core,TGFB1,ACVR1_TGFBR2,macrophages,Macrophage_Alveolar,fibroblasts,Fibroblast,100,1.0,3,3,eligible_descriptive,
GSE136831,subtype,consensus,core,TGFB1,ACVR1_TGFBR2,macrophages,Macrophage_Alveolar,fibroblasts,Myofibroblast,100,1.0,0,6,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,core,TGFB1,ACVR1C_TGFBR2,macrophages,Macrophage,fibroblasts,Fibroblast,100,1.0,3,5,eligible_descriptive,
GSE136831,subtype,consensus,core,TGFB1,ACVR1C_TGFBR2,macrophages,Macrophage,fibroblasts,Myofibroblast,100,1.0,0,8,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,core,TGFB1,ACVR1C_TGFBR2,macrophages,Macrophage_Alveolar,fibroblasts,Fibroblast,100,1.0,3,3,eligible_descriptive,
GSE136831,subtype,consensus,core,TGFB1,ACVR1C_TGFBR2,macrophages,Macrophage_Alveolar,fibroblasts,Myofibroblast,100,1.0,0,6,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,core,TGFB1,EGFR,macrophages,Macrophage,fibroblasts,Fibroblast,100,1.0,3,5,eligible_descriptive,
GSE136831,subtype,consensus,core,TGFB1,EGFR,macrophages,Macrophage,fibroblasts,Myofibroblast,100,1.0,0,8,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,core,TGFB1,EGFR,macrophages,Macrophage_Alveolar,fibroblasts,Fibroblast,100,1.0,3,3,eligible_descriptive,
GSE136831,subtype,consensus,core,TGFB1,EGFR,macrophages,Macrophage_Alveolar,fibroblasts,Myofibroblast,100,1.0,0,6,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,core,TGFB1,ITGB3,macrophages,Macrophage,fibroblasts,Fibroblast,100,1.0,3,5,eligible_descriptive,
GSE136831,subtype,consensus,core,TGFB1,ITGB3,macrophages,Macrophage,fibroblasts,Myofibroblast,100,1.0,0,8,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,core,TGFB1,ITGB3,macrophages,Macrophage_Alveolar,fibroblasts,Fibroblast,100,1.0,3,3,eligible_descriptive,
GSE136831,subtype,consensus,core,TGFB1,ITGB3,macrophages,Macrophage_Alveolar,fibroblasts,Myofibroblast,100,1.0,0,6,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,core,TGFB1,ITGB1,macrophages,Macrophage,fibroblasts,Fibroblast,100,1.0,3,5,eligible_descriptive,
GSE136831,subtype,consensus,core,TGFB1,ITGB1,macrophages,Macrophage,fibroblasts,Myofibroblast,100,1.0,0,8,insufficient_same_donor_coverage,
GSE136831,subtype,consensus,core,TGFB1,ITGB1,macrophages,Macrophage_Alveolar,fibroblasts,Fibroblast,100,1.0,3,3,eligible_descriptive,
