gene,t,pval,pval_adj,mean_logCPM_homeostasis,mean_logCPM_H1N1,log2FC_H1N1_vs_homeostasis
Ces1g,-7.55978610023391,1.488981287297723e-07,8.356447576176306e-05,0.3252230965719586,0.7910369768040736,0.465813880232115
Nat8f5,-8.648760200593372,1.493886255428325e-07,8.356447576176306e-05,0.012677644838480703,0.27855393092478775,0.26587628608630703
Il10,-9.134576785751472,1.518929229450391e-07,8.356447576176306e-05,0.17335780002769507,0.8020957290129115,0.6287379289852164
Gm38224,7.394146039172879,1.6255151680437552e-07,8.774101495735047e-05,0.20566765676068238,0.11781363077362013,-0.08785402598706225
Rnasek,-7.420528580369106,1.7047057777237045e-07,8.886285363417462e-05,0.3158668188864219,0.8319455037543761,0.5160786848679543
Meiob,-7.423317403038247,1.7084231508248057e-07,8.886285363417462e-05,0.023831350448171862,0.1168123847303515,0.09298103428217964
Plxdc1,7.476123926146858,1.7506210675874487e-07,8.943172768132452e-05,2.1391552648582017,1.6901730480345987,-0.44898221682360306
Krt17,-7.404473244072312,2.0801647501320744e-07,0.0001044023739855761,0.0,1.809183044643822,1.809183044643822
Sparcl1,-8.851308220984286,2.3189415897375216e-07,0.00011437979482622591,6.103809655030592,6.762313746482375,0.6585040914517837
Dio3os,-7.2175739371970105,2.4433892603434824e-07,0.0001172985606649882,0.1963788905108955,0.549621900237242,0.3532430097263465
Gm3558,7.3229068837932205,2.460120819316028e-07,0.0001172985606649882,0.1656080075935169,0.08217405472658146,-0.08343395286693545
Vmn1r-ps136,-7.307735682551571,2.563882114756131e-07,0.0001202418680966285,0.0,0.024031320915545173,0.024031320915545173
Cacna1e,12.057261323240114,2.7349607518011733e-07,0.00012619638256052896,0.9435386270661525,0.45587480880285786,-0.4876638182632947
Syngap1,-7.169573848979646,2.9057343165553287e-07,0.0001319480116317696,0.40873223224748934,0.7102362740539286,0.3015040418064393
8430430B14Rik,-7.215555699515479,3.132733535645038e-07,0.0001400331890433332,0.0,0.06332757518002738,0.06332757518002738
Fbln7,-7.082571322868783,3.2470853902292203e-07,0.00014291172129796544,0.4095485797865033,1.168642489338491,0.7590939095519877
Gm38319,10.797843525884558,3.3714807259955117e-07,0.00014613836455951452,0.6923386710254434,0.38713129037155564,-0.3052073806538878
Pdcd1,-7.030896142754993,3.6649380468491505e-07,0.0001564873845436724,0.30864607963651547,0.8535438436232667,0.5448977639867513
Gm10123,-7.11239264368251,3.879547980860088e-07,0.00016224451768517552,0.35947125926102264,0.9753700887801015,0.6158988295190788
Gm42896,-7.113826432149704,3.913196210946977e-07,0.00016224451768517552,0.0,0.030608477534536535,0.030608477534536535
Gm37855,-7.104018463862559,3.9983169746232923e-07,0.00016340550287146163,0.0,0.04388398291003087,0.04388398291003087
Krt5,-7.061211958132238,4.392685533668594e-07,0.00017699429260167765,0.0,1.8496412350236113,1.8496412350236113
Gm43421,6.939880649940454,4.5496039017943904e-07,0.0001796958078246224,0.9067452236473479,0.7144576677828072,-0.19228755586454072
Gbgt1,-7.380536563434707,4.605441260443452e-07,0.0001796958078246224,0.06984886992000877,0.1593390589123672,0.08949018899235842
Artn,-6.9579532615422925,4.678083207307991e-07,0.0001796958078246224,0.5638083737171855,0.9411169167554879,0.3773085430383024
Cyp7b1,-8.897947910854935,4.7109848947310824e-07,0.0001796958078246224,2.1645893834118897,2.7655989303782347,0.601009546966345
Tprg,-7.015455085570491,4.858635845918777e-07,0.00018104400395661834,0.0,0.09700656249075433,0.09700656249075433
1700026N04Rik,-7.01412656897303,4.872898596427437e-07,0.00018104400395661834,0.0,0.03839259054776952,0.03839259054776952
1700029H14Rik,-6.991825112343058,5.118848477064625e-07,0.0001877436118357241,0.0,0.036544778571697724,0.036544778571697724
Gm46339,6.999776836002644,5.374489401551416e-07,0.00019119365185168194,0.4392617574217088,0.25621568233260295,-0.18304607508910586
Trim37,-8.002600138959261,5.433608370114538e-07,0.00019119365185168194,2.8181736112277607,3.4426149927132172,0.6244413814854566
Gm7332,-7.629103742118037,5.436661306761718e-07,0.00019119365185168194,0.03474166530527703,0.2161825166801505,0.18144085137487348
Krt15,-6.880018988887508,5.480243096979138e-07,0.00019119365185168194,0.17335780002769507,1.5813163272707527,1.4079585272430575
Pcdhb7,-6.946334761978383,6.339359449537846e-07,0.000218501680882384,1.5432688516031918,1.9932868026989394,0.4500179510957476
Cby3,-6.8867303440694645,6.46140988317261e-07,0.00022005715944976433,0.0,0.03015729020303574,0.03015729020303574
4833415N18Rik,-6.868644495148312,6.726637923880837e-07,0.0002263948914428035,0.0,0.05673818640898815,0.05673818640898815
Gm38266,-6.8588409953210245,6.875049536272504e-07,0.00022701784343808843,0.0,0.08691879144401943,0.08691879144401943
Rpl35,-6.758707738141971,6.903856396502269e-07,0.00022701784343808843,6.294402422502673,6.662865152679238,0.3684627301765655
Kcng1,-7.127591479698438,7.019470638252781e-07,0.00022777699130968043,0.1963788905108955,0.42857040641497657,0.23219151590408107
Sdc4,-7.414485515720038,7.086182965101216e-07,0.00022777699130968043,5.1764208375632474,5.520559795788244,0.3441389582249963
Asap3,-6.7082206448619015,7.996331333927397e-07,0.0002541767186677722,1.389275380389043,1.611820851556683,0.22254547116764
4921539H07Rik,-6.766486724434883,8.449404374410223e-07,0.00026562698938805237,0.0,0.08653480063986342,0.08653480063986342
Gm18227,-6.743006399770336,8.905728478695188e-07,0.0002768276891723669,0.0,0.05887785967322719,0.05887785967322719
Ugt1a2,-6.731630552364086,9.135823843180264e-07,0.0002768276891723669,0.0,0.032901091795244156,0.032901091795244156
Sclt1,-7.616729428953822,9.144846800965731e-07,0.0002768276891723669,2.5738606929979317,2.8198561971696434,0.24599550417171168
Gm28050,-6.63941317154661,9.192753939938079e-07,0.0002768276891723669,0.5490887910137844,0.8336025612367614,0.28451377022297697
Gm17409,-6.708950025818468,9.612943043584526e-07,0.00028646570269881885,0.0,0.02793274088043003,0.02793274088043003
H1f2,-6.609599055738327,1.026660736856673e-06,0.0002978239025345078,3.6385748589547102,4.027601483686745,0.3890266247320344
Gm43130,7.396640489612407,1.0317589528307161e-06,0.0002978239025345078,0.773371100769471,0.4405347827766237,-0.3328363179928473
C920009B18Rik,6.937545692759767,1.0394342594588511e-06,0.0002978239025345078,1.8103512824992611,1.2506629063600077,-0.5596883761392535
Gm34256,-6.673497447697829,1.041051113445567e-06,0.0002978239025345078,0.0,0.05222529750241524,0.05222529750241524
Gm5815,-6.666511524028599,1.0575508255111455e-06,0.0002995486536259688,0.0,0.11889658637130912,0.11889658637130912
Sv2c,-6.545215285328367,1.124859418493314e-06,0.00031548998278683066,0.6023355789389582,1.0864338165707412,0.48409823763178306
Gm18899,-6.621521331447028,1.1704325809546596e-06,0.0003230371974865354,0.0,0.04403828866957484,0.04403828866957484
Gm14270,-6.613846935319938,1.1908873512723078e-06,0.0003230371974865354,0.0,0.04383062532420391,0.04383062532420391
Gm43488,6.542484701026973,1.1955471982870492e-06,0.0003230371974865354,0.14495721341082085,0.06943224150013952,-0.07552497191068133
Mt2,-7.152099570808934,1.1969359246914413e-06,0.0003230371974865354,3.782410144315065,4.667096117777518,0.8846859734624535
Gm10416,6.519475375138226,1.2122929959669367e-06,0.0003241240937254404,0.14495721341082085,0.08243647053247985,-0.062520742878341
Gm14845,-6.585868244432224,1.2686136035312831e-06,0.00033604164786873097,0.0,0.031079727857061614,0.031079727857061614
Col4a4,6.528308579190416,1.3113346108629123e-06,0.0003394979625887522,3.9197018842915274,3.3313003613307677,-0.5884015229607598
Ror1,-6.484064486395692,1.3142380308148075e-06,0.0003394979625887522,1.7014032092648004,1.957852262529164,0.2564490532643635
Cyp4f41-ps,-6.541007172343773,1.3172634873934388e-06,0.0003394979625887522,0.06984886992000877,0.17084998311424124,0.10100111319423247
Dhx58os,-6.454058481421234,1.395853094571384e-06,0.0003556277450718556,0.21598972710033876,0.5696744366563418,0.353684709556003
Gm568,8.742920786905156,1.4047097033389148e-06,0.0003556277450718556,0.21478700327067973,0.09144785229314527,-0.12333915097753446
Zfp54,-8.438068512952292,1.534372050310497e-06,0.0003850466282042342,1.0792222673198428,1.3336592288865858,0.254436961566743
H2-DMa,-7.0527445144439715,1.5785567813204824e-06,0.0003926900208697075,4.309887497467731,4.810671062119778,0.5007835646520471
Gm14523,-6.482610685416287,1.603378109566265e-06,0.00039275669585092074,0.0,0.04776673664422305,0.04776673664422305
Rel,6.4809087912072965,1.6062826277460056e-06,0.00039275669585092074,4.521494123842304,4.1042676262543765,-0.4172264975879276
Ddx3y,-6.40525284490006,1.9125270969082988e-06,0.0004627401832715558,0.0,2.9384032537136515,2.9384032537136515
Eif2s3y,-6.400692588070823,1.9325531946734113e-06,0.0004627401832715558,0.0,2.39246278485725,2.39246278485725
Kdm5d,-6.397117829277803,1.9484015002547034e-06,0.0004627401832715558,0.0,1.6667535034635022,1.6667535034635022
Uty,-6.38881519592418,1.957199460845157e-06,0.0004627401832715558,0.011153705609691157,1.8139327697942191,1.802779064184528
Cox10,6.302116194473197,1.977536460295336e-06,0.0004634737798320606,2.6972683702095095,2.539920767613304,-0.1573476025962055
Pard3bos3,-6.38728060124736,1.992703961106804e-06,0.0004634737798320606,0.0,0.03404715305946158,0.03404715305946158
Gm15418,-6.3719107961298835,2.0639963846074828e-06,0.00047448144831493104,0.0,0.03562919115908218,0.03562919115908218
Mrpl53,-6.34727636831496,2.0732026370024603e-06,0.00047448144831493104,0.1763746297248973,0.40982008017923494,0.23344545045433762
Ildr2,-6.3590637479266725,2.112013144759489e-06,0.00047952755591491636,2.5326286974391268,3.1247393451546985,0.5921106477155718
Pdf,-6.404928013949,2.1346324021751625e-06,0.00048084695875139403,0.2428634654629565,0.5363690047682977,0.29350553930534123
Sfrp1,-8.714056313378837,2.2271294331008107e-06,0.0004962852523697203,3.2268164146264837,4.071475561517172,0.8446591468906881
B930094E09Rik,-6.333760499476285,2.2378634492342678e-06,0.0004962852523697203,0.1656080075935169,0.23707322213705548,0.07146521454353857
Ocm,-6.281782483206041,2.5379263481728495e-06,0.0005584999766809914,0.0,0.07235744658151899,0.07235744658151899
Cass4,6.173985445836278,2.6788192917754518e-06,0.0005779775015977645,2.1471427922085065,1.7351594881236045,-0.4119833040849019
Gm49035,-6.25533626012772,2.697120711505336e-06,0.0005779775015977645,0.0,0.04916082343263974,0.04916082343263974
Gm5854,-6.2547844938422585,2.700548719497093e-06,0.0005779775015977645,0.0,0.0482829832145819,0.0482829832145819
1700028I16Rik,-6.253708060190018,2.707249203513019e-06,0.0005779775015977645,0.0,0.032050415070191816,0.032050415070191816
Gm42785,-6.24058937896833,2.790288339611121e-06,0.00059129310236737,0.0,0.04392201846965283,0.04392201846965283
Gm20390,-6.2346384647907644,2.828810796858139e-06,0.0005950486711508651,0.0,0.0560342462102706,0.0560342462102706
Pawr,-6.205662183630638,2.995588775200472e-06,0.0006255314137294533,2.6732706013353154,2.934528729647211,0.26125812831189554
Hsp25-ps1,-6.144697305859161,3.026050882825711e-06,0.0006258284243891553,0.47872182319469797,0.8897762819541961,0.41105445875949814
Rasgrf2,6.164012399536622,3.04076310787516e-06,0.0006258284243891553,2.7787205557051093,2.3303655852897562,-0.4483549704153531
A930004J17Rik,6.369581409839908,3.103538551111369e-06,0.0006341859347871003,2.9751505440852024,2.7358401287175202,-0.23931041536768216
Gm45542,-6.188040337409596,3.1498891965096312e-06,0.0006390924122960818,0.0,0.06461863616981292,0.06461863616981292
Gm25395,-6.182109221529641,3.1933476697720964e-06,0.0006419373602809509,0.0,0.04792901363610774,0.04792901363610774
Gm20716,-6.1787197364897555,3.218457753876596e-06,0.0006419373602809509,0.0,0.04520206365911387,0.04520206365911387
Gm32486,-6.177006253021955,3.231228323561833e-06,0.0006419373602809509,0.0,0.03769324714537299,0.03769324714537299
Plcxd2,6.133329688077302,3.351892536526718e-06,0.0006613168392065955,1.801286150395077,1.4979690357975297,-0.3033171145975473
4932702P03Rik,-6.155948535475322,3.392466358793967e-06,0.0006647375177560124,0.0,0.028675035741118623,0.028675035741118623
Gm18329,-6.147240787189749,3.461522323305919e-06,0.0006709246403467771,0.0,0.03294965931771739,0.03294965931771739
Hoxd3,-6.146066169573244,3.4709468250602283e-06,0.0006709246403467771,0.0,0.028986871187003015,0.028986871187003015
1810062G17Rik,-6.641758872456039,3.5972931878703427e-06,0.0006901313197655018,0.5367190796060898,0.8687904383354016,0.3320713587293118
Fndc7,-6.054382150036311,3.618557674944955e-06,0.0006901313197655018,0.5005012035536595,0.8765030079350901,0.3760018043814306
Gm17349,-6.120957189825448,3.6788000305088615e-06,0.0006969742468397186,0.0,0.03648951336111675,0.03648951336111675
Srarp,-6.112340355611034,3.7530254758598757e-06,0.0007063589000881535,0.0,0.07603897488127323,0.07603897488127323
Brinp1,-6.085430207018568,3.8059799129006646e-06,0.0007116436166553086,1.5434855392917424,2.083733401585129,0.5402478622933868
Gm7666,-6.023934576826227,3.960391230006832e-06,0.0007323698636844838,0.08030293870359564,0.311385487612451,0.23108254890885535
Erc2,6.341056160955791,4.019681693062805e-06,0.0007323698636844838,0.8835564278367326,0.5672327127475202,-0.3163237150892124
Gm9385,-6.055415101497409,4.027021404900579e-06,0.0007323698636844838,1.0633097239975902,1.5637895719593513,0.5004798479617611
Gm15988,-6.081120101448424,4.035010819400676e-06,0.0007323698636844838,0.0,0.0653492845422325,0.0653492845422325
ENSMUSG00002076302,-6.075843164130524,4.084768835019284e-06,0.0007323698636844838,0.0,0.021737249989502782,0.021737249989502782
E130008D07Rik,-6.0755753832718415,4.0873104717257025e-06,0.0007323698636844838,0.0,0.06730427410920559,0.06730427410920559
Gm10248,-6.071665443999706,4.124606055375021e-06,0.0007323698636844838,0.0,0.10797849765668632,0.10797849765668632
Gm37618,6.065980693544541,4.132670851506025e-06,0.0007323698636844838,0.5425808254555862,0.4065815848626651,-0.13599924059292107
Sez6,-6.068831727331359,4.151852949874851e-06,0.0007323698636844838,0.0,0.07189907887985197,0.07189907887985197
AU040972,-6.064852286141989,4.172828851390201e-06,0.0007323698636844838,2.449526539186137,3.581433690915332,1.131907151729195
Gm5106,-6.053928018044886,4.298211054790236e-06,0.0007427122258051407,0.0,0.02285621835808128,0.02285621835808128
4930551L18Rik,-6.052804448670135,4.309456087113224e-06,0.0007427122258051407,0.0,0.04024024949101369,0.04024024949101369
Klrc3,-6.050222575258877,4.335410230070637e-06,0.0007427122258051407,0.0,0.03675818144486689,0.03675818144486689
Gm29674,-6.224598170948072,4.335603387495054e-06,0.0007427122258051407,0.08030293870359564,0.1893000042393329,0.10899706553573726
2610300M13Rik,-5.980912105036893,4.425804354256344e-06,0.0007526147703442071,0.21598972710033876,0.5132228915067667,0.29723316440642794
Gm38214,-6.0393928856559125,4.446025454004859e-06,0.0007526147703442071,0.0,0.03908308516280182,0.03908308516280182
Gm45474,-6.017536009377123,4.678131921449421e-06,0.0007872470471107354,0.0,0.039881749654248635,0.039881749654248635
Rpl21-ps11,-6.006299428284422,4.802234541864695e-06,0.0008034054138810829,0.0,0.03300323899749551,0.03300323899749551
Gm29094,-5.99590295447542,4.920050727724198e-06,0.0008183302977833364,0.0,0.02034031106853787,0.02034031106853787
Gm6938,-5.92080026534334,5.100845346962699e-06,0.0008434970155254849,0.023831350448171862,0.08291325529401605,0.05908190484584419
Gm13055,-5.965120170535123,5.286486552034465e-06,0.0008691713062103563,0.0,0.03701463432185176,0.03701463432185176
Gm21972,-5.918593713162419,5.374666042069832e-06,0.0008786196921801928,0.023831350448171862,0.10163702714074757,0.07780567669257571
H2bu1-ps,-5.953441514380767,5.432691760936451e-06,0.0008830593516867613,0.0,0.039653195096149875,0.039653195096149875
Ngef,-5.875352333673866,5.48769456737293e-06,0.0008869602609231909,0.9536459418939167,1.2497455750286042,0.29609963313468746
Gm35013,-5.938290466759544,5.6285358234428835e-06,0.0009046132181856967,0.0,0.024294401680115752,0.024294401680115752
Gm30524,5.931965957474456,5.666571711224188e-06,0.0009056384553893942,0.3076470066451479,0.2103583031347026,-0.09728870351044527
Gm37154,7.725470039524191,5.800808568143362e-06,0.0009219418417635851,0.5573004081589874,0.33876906149964836,-0.21853134665933904
Rtkn2,5.891706753903757,5.860460342088146e-06,0.000926276516389269,3.8656331877104635,3.1247430804806133,-0.7408901072298502
Slc66a2,5.958358937563183,5.902915347465597e-06,0.0009278604519796473,3.986906457749845,3.7656808384642146,-0.22122561928563034
Gm16179,-5.909385361434418,6.022382014858843e-06,0.000941466145798261,0.0,0.08038834209567101,0.08038834209567101
Gm14288,-5.905440068271881,6.078277215406679e-06,0.0009448245459184973,0.0,0.030859019521831538,0.030859019521831538
6430500D05Rik,-5.902497573297101,6.120309413837375e-06,0.0009448245459184973,0.0,0.018579723512721368,0.018579723512721368
Gm28196,-5.900921490039031,6.142944824553988e-06,0.0009448245459184973,0.0,0.04215327415071291,0.04215327415071291
1700020N18Rik,-5.891332872415373,6.28250640790656e-06,0.0009611226915368496,0.0,0.07009112598989943,0.07009112598989943
Gm38047,-5.883520218729695,6.3986068702527984e-06,0.0009650029703719585,0.0,0.03155634915926868,0.03155634915926868
Syne2,5.8281493557014,6.420498298402512e-06,0.0009650029703719585,5.008105321575403,4.75177174272768,-0.25633357884772323
Gm16558,5.84899528653378,6.4226454713956e-06,0.0009650029703719585,0.2897551003277734,0.19598557454460744,-0.09376952578316597
Gbp8,-5.922930623993156,6.442798075400031e-06,0.0009650029703719585,2.1959288513813435,2.829554693610191,0.6336258422288474
Gm29650,-5.873596856482612,6.549234151181388e-06,0.0009684404953869639,0.0,0.35374243264610705,0.35374243264610705
Gm16260,-5.872843323811504,6.560818714894312e-06,0.0009684404953869639,0.0,0.03252419173246009,0.03252419173246009
Plcb2,5.84130556447924,6.581668454914904e-06,0.0009684404953869639,2.4475718379899787,1.900870029657821,-0.5467018083321578
Gm37008,-5.8251232590883095,6.620854779034388e-06,0.0009684404953869639,0.023831350448171862,0.09385721059696875,0.07002586014879689
Gpld1,-5.8649044645810235,6.64411681889823e-06,0.0009684404953869639,1.1509905417105353,1.4354757829005187,0.2844852411899834
Gm36535,-5.864636442952976,6.6883496529317355e-06,0.0009684404953869639,0.0,0.021652914339763903,0.021652914339763903
Gm49260,5.842757516824042,6.73655803391558e-06,0.0009684404953869639,0.41621404063778156,0.28616528465291724,-0.13004875598486432
Gm9908,-5.805365883314159,6.73656524685423e-06,0.0009684404953869639,0.23406507000439758,0.4450067498053172,0.2109416798009196
H2ap,-5.8561316952209665,6.823177377995226e-06,0.0009759872921484372,0.0,0.05520397719116107,0.05520397719116107
Gm11989,-5.843378239163055,7.030573362390717e-06,0.0009929682326551813,0.0,0.06666210321320419,0.06666210321320419
Gm42856,5.797238373192235,7.036108247502277e-06,0.0009929682326551813,1.2446152994706705,1.0409366979625267,-0.20367860150814376
Gm43198,-5.842443747949,7.046020386919805e-06,0.0009929682326551813,0.0,0.03792134847086555,0.03792134847086555
Olfr1238,5.767316828236295,7.127743555771218e-06,0.000999543849917085,0.40873223224748934,0.2375129355563386,-0.17121929669115074
Akap5,6.1794505326536235,7.162559047574189e-06,0.000999543849917085,4.3921867114048485,3.699180402863872,-0.6930063085409763
7530414M10Rik,-5.824257354207164,7.353624318026261e-06,0.0010212256528645402,0.0,0.045487178932344906,0.045487178932344906
Gm29083,-5.815536290800543,7.505953455162744e-06,0.0010367958926723216,0.0,0.028588816973565485,0.028588816973565485
Gm10518,-5.8137118516276285,7.538225170436342e-06,0.0010367958926723216,0.0,0.03641096788282148,0.03641096788282148
Dntt,5.809973912222045,7.587660434678341e-06,0.0010386018646664017,0.3076470066451479,0.13080085381600334,-0.17684615282914454
BC030500,-5.807257331398145,7.6535356892579e-06,0.0010426302333251905,0.0,0.06274713547118897,0.06274713547118897
Gm16833,-5.802357390249611,7.742272479906281e-06,0.001047418112199204,0.0,0.03293863175481182,0.03293863175481182
Cetn4,-5.760546516823777,7.772980479786258e-06,0.001047418112199204,1.7430512465735293,2.2981701756342336,0.5551189290607044
Pphln1,5.798451994017626,7.798519920946254e-06,0.001047418112199204,3.594998417389747,3.375133661194683,-0.21986475619506418
Gm31152,-5.794730016404832,7.882493494267296e-06,0.0010537494106728916,0.0,0.019987923231649562,0.019987923231649562
Calb1,-5.791307297649299,7.946254943937441e-06,0.001057332378772848,0.0,0.031146936077185293,0.031146936077185293
Gm13404,7.952423443206062,8.066767258908148e-06,0.0010683985080687235,0.10232433642018603,0.03163067699187687,-0.07069365942830916
Oaz1-ps,-5.732553623896026,8.11870763171083e-06,0.0010703225250137485,0.09208437382306935,0.32299954687747917,0.23091517305440984
Xist,5.91849645404677,8.230699300327642e-06,0.0010801093834118037,6.7130455034236665,2.5255497743482884,-4.187495729075378
Nlgn1,-5.796800666676832,8.321273209674731e-06,0.0010870090592802499,0.23522235664729596,0.49163238949638133,0.25641003284908537
4930563E18Rik,-5.7673322685726465,8.407866434089586e-06,0.0010933283770292494,0.0,0.017337067653682075,0.017337067653682075
D230049E03Rik,5.998918701144506,8.535326917927166e-06,0.0011048806899007257,1.1558676431191384,0.86230155479097,-0.29356608832816833
Nsa2-ps1,-7.137547050941658,8.841529913701634e-06,0.0011393625575278213,0.2540911279808041,0.471284780450186,0.21719365246938194
4930470B04Rik,-5.72917972326468,9.199494487811654e-06,0.001180175508104555,0.0,0.02915246900396642,0.02915246900396642
