comp,label,case,reference,ligand,source_label,source_comp,focused_direction,supporting_patients,patients,receptors
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT7B,Club (nasal),other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT7B,DC2,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT7B,Deuterosomal,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT7B,Goblet (subsegmental),other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT7B,Ionocyte,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT7B,Multiciliated (nasal),other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT7B,SM activated stress response,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT7B,Alveolar Mph proliferating,macrophages,True,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT7B,Hillock-like,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT7B,SMG mucous,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT7B,SMG duct,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT7B,SMG serous (nasal),other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT7B,Smooth muscle FAM83D+,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT7B,Tuft,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8A,AT1,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8A,AT2,AT2,True,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8A,Adventitial fibroblasts,fibroblasts,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8A,Alveolar fibroblasts,fibroblasts,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8A,B cells,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8A,Basal resting,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8A,CD4 T cells,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8A,CD8 T cells,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8A,Classical monocytes,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8A,EC aerocyte capillary,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8A,EC arterial,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8A,EC general capillary,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8A,EC venous pulmonary,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8A,EC venous systemic,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8A,Goblet (bronchial),other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8A,Goblet (nasal),other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8A,Lymphatic EC differentiating,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8A,Lymphatic EC mature,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8A,Mast cells,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8A,Monocyte-derived Mph,macrophages,True,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8A,Multiciliated (non-nasal),other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8A,Non-classical monocytes,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8A,Pericytes,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8A,Plasma cells,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8A,NK cells,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8A,Neuroendocrine,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8A,Plasmacytoid DCs,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8A,SMG serous (bronchial),other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8A,Smooth muscle,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8A,Suprabasal,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8A,Alveolar macrophages,macrophages,True,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8A,Interstitial Mph perivascular,macrophages,True,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8A,AT0,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8A,AT2 proliferating,AT2,True,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8A,Club (non-nasal),other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8A,Mesothelium,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8A,Migratory DCs,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8A,Myofibroblasts,fibroblasts,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8A,Peribronchial fibroblasts,fibroblasts,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8A,T cells proliferating,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8A,pre-TB secretory,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8A,Club (nasal),other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8A,DC2,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8A,Deuterosomal,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8A,Goblet (subsegmental),other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8A,Ionocyte,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8A,Multiciliated (nasal),other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8A,SM activated stress response,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8A,Alveolar Mph proliferating,macrophages,True,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8A,Hillock-like,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8A,SMG mucous,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8A,SMG duct,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8A,SMG serous (nasal),other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8A,Smooth muscle FAM83D+,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8A,Tuft,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8B,AT1,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8B,AT2,AT2,True,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8B,Adventitial fibroblasts,fibroblasts,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8B,Alveolar fibroblasts,fibroblasts,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8B,B cells,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8B,Basal resting,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8B,CD4 T cells,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8B,CD8 T cells,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8B,Classical monocytes,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8B,EC aerocyte capillary,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8B,EC arterial,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8B,EC general capillary,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8B,EC venous pulmonary,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8B,EC venous systemic,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8B,Goblet (bronchial),other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8B,Goblet (nasal),other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8B,Lymphatic EC differentiating,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8B,Lymphatic EC mature,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8B,Mast cells,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8B,Monocyte-derived Mph,macrophages,True,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8B,Multiciliated (non-nasal),other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8B,Non-classical monocytes,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8B,Pericytes,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8B,Plasma cells,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8B,NK cells,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8B,Neuroendocrine,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8B,Plasmacytoid DCs,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8B,SMG serous (bronchial),other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8B,Smooth muscle,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8B,Suprabasal,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8B,Alveolar macrophages,macrophages,True,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8B,Interstitial Mph perivascular,macrophages,True,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8B,AT0,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8B,AT2 proliferating,AT2,True,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8B,Club (non-nasal),other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8B,Mesothelium,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8B,Migratory DCs,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8B,Myofibroblasts,fibroblasts,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8B,Peribronchial fibroblasts,fibroblasts,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8B,T cells proliferating,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8B,pre-TB secretory,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8B,Club (nasal),other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8B,DC2,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8B,Deuterosomal,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8B,Goblet (subsegmental),other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8B,Ionocyte,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8B,Multiciliated (nasal),other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8B,SM activated stress response,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8B,Alveolar Mph proliferating,macrophages,True,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8B,Hillock-like,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8B,SMG mucous,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8B,SMG duct,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8B,SMG serous (nasal),other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8B,Smooth muscle FAM83D+,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT8B,Tuft,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9A,AT1,other,False,3,19;22;23,FZD1;FZD2;FZD4;FZD5;FZD6;FZD7;FZD8;LRP5;LRP6
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9A,AT2,AT2,True,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9A,Adventitial fibroblasts,fibroblasts,False,1,23,FZD1;FZD2;FZD4;FZD5;FZD6;FZD8;LRP5;LRP6
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9A,Alveolar fibroblasts,fibroblasts,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9A,B cells,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9A,Basal resting,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9A,CD4 T cells,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9A,CD8 T cells,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9A,Classical monocytes,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9A,EC aerocyte capillary,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9A,EC arterial,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9A,EC general capillary,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9A,EC venous pulmonary,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9A,EC venous systemic,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9A,Goblet (bronchial),other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9A,Goblet (nasal),other,False,1,23,FZD1;FZD2;FZD4;FZD5;FZD6;FZD8;LRP5;LRP6
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9A,Lymphatic EC differentiating,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9A,Lymphatic EC mature,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9A,Mast cells,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9A,Monocyte-derived Mph,macrophages,True,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9A,Multiciliated (non-nasal),other,False,3,19;22;23,FZD1;FZD2;FZD4;FZD5;FZD6;FZD7;FZD8;LRP5;LRP6
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9A,Non-classical monocytes,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9A,Pericytes,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9A,Plasma cells,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9A,NK cells,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9A,Neuroendocrine,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9A,Plasmacytoid DCs,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9A,SMG serous (bronchial),other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9A,Smooth muscle,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9A,Suprabasal,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9A,Alveolar macrophages,macrophages,True,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9A,Interstitial Mph perivascular,macrophages,True,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9A,AT0,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9A,AT2 proliferating,AT2,True,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9A,Club (non-nasal),other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9A,Mesothelium,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9A,Migratory DCs,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9A,Myofibroblasts,fibroblasts,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9A,Peribronchial fibroblasts,fibroblasts,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9A,T cells proliferating,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9A,pre-TB secretory,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9A,Club (nasal),other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9A,DC2,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9A,Deuterosomal,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9A,Goblet (subsegmental),other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9A,Ionocyte,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9A,Multiciliated (nasal),other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9A,SM activated stress response,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9A,Alveolar Mph proliferating,macrophages,True,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9A,Hillock-like,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9A,SMG mucous,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9A,SMG duct,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9A,SMG serous (nasal),other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9A,Smooth muscle FAM83D+,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9A,Tuft,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9B,AT1,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9B,AT2,AT2,True,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9B,Adventitial fibroblasts,fibroblasts,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9B,Alveolar fibroblasts,fibroblasts,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9B,B cells,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9B,Basal resting,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9B,CD4 T cells,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9B,CD8 T cells,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9B,Classical monocytes,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9B,EC aerocyte capillary,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9B,EC arterial,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9B,EC general capillary,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9B,EC venous pulmonary,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9B,EC venous systemic,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9B,Goblet (bronchial),other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9B,Goblet (nasal),other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9B,Lymphatic EC differentiating,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9B,Lymphatic EC mature,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9B,Mast cells,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9B,Monocyte-derived Mph,macrophages,True,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9B,Multiciliated (non-nasal),other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9B,Non-classical monocytes,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9B,Pericytes,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9B,Plasma cells,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9B,NK cells,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9B,Neuroendocrine,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9B,Plasmacytoid DCs,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9B,SMG serous (bronchial),other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9B,Smooth muscle,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9B,Suprabasal,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9B,Alveolar macrophages,macrophages,True,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9B,Interstitial Mph perivascular,macrophages,True,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9B,AT0,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9B,AT2 proliferating,AT2,True,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9B,Club (non-nasal),other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9B,Mesothelium,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9B,Migratory DCs,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9B,Myofibroblasts,fibroblasts,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9B,Peribronchial fibroblasts,fibroblasts,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9B,T cells proliferating,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9B,pre-TB secretory,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9B,Club (nasal),other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9B,DC2,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9B,Deuterosomal,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9B,Goblet (subsegmental),other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9B,Ionocyte,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9B,Multiciliated (nasal),other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9B,SM activated stress response,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9B,Alveolar Mph proliferating,macrophages,True,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9B,Hillock-like,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9B,SMG mucous,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9B,SMG duct,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9B,SMG serous (nasal),other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9B,Smooth muscle FAM83D+,other,False,0,,
fibroblasts,Adventitial fibroblasts,LUAD,AIS,WNT9B,Tuft,other,False,0,,
fibroblasts,Alveolar fibroblasts,LUAD,AAH,AREG,AT1,other,False,1,24,EGFR;ERBB2;ERBB3;MMP9
fibroblasts,Alveolar fibroblasts,LUAD,AAH,AREG,AT2,AT2,True,8,4;6;9;11;20;22;24;25,EGFR;ERBB2;ERBB3;MMP9
fibroblasts,Alveolar fibroblasts,LUAD,AAH,AREG,Adventitial fibroblasts,fibroblasts,False,0,,
fibroblasts,Alveolar fibroblasts,LUAD,AAH,AREG,Alveolar fibroblasts,fibroblasts,False,1,24,EGFR;ERBB2;ERBB3;MMP9
fibroblasts,Alveolar fibroblasts,LUAD,AAH,AREG,B cells,other,False,0,,
fibroblasts,Alveolar fibroblasts,LUAD,AAH,AREG,Basal resting,other,False,0,,
fibroblasts,Alveolar fibroblasts,LUAD,AAH,AREG,CD4 T cells,other,False,1,24,EGFR;ERBB2;ERBB3;MMP9
fibroblasts,Alveolar fibroblasts,LUAD,AAH,AREG,CD8 T cells,other,False,0,,
fibroblasts,Alveolar fibroblasts,LUAD,AAH,AREG,Classical monocytes,other,False,1,24,EGFR;ERBB2;ERBB3;MMP9
fibroblasts,Alveolar fibroblasts,LUAD,AAH,AREG,EC aerocyte capillary,other,False,0,,
fibroblasts,Alveolar fibroblasts,LUAD,AAH,AREG,EC arterial,other,False,0,,
fibroblasts,Alveolar fibroblasts,LUAD,AAH,AREG,EC general capillary,other,False,0,,
fibroblasts,Alveolar fibroblasts,LUAD,AAH,AREG,EC venous pulmonary,other,False,0,,
fibroblasts,Alveolar fibroblasts,LUAD,AAH,AREG,EC venous systemic,other,False,0,,
fibroblasts,Alveolar fibroblasts,LUAD,AAH,AREG,Goblet (bronchial),other,False,0,,
fibroblasts,Alveolar fibroblasts,LUAD,AAH,AREG,Goblet (nasal),other,False,1,24,EGFR;ERBB2;ERBB3;MMP9
fibroblasts,Alveolar fibroblasts,LUAD,AAH,AREG,Lymphatic EC differentiating,other,False,0,,
fibroblasts,Alveolar fibroblasts,LUAD,AAH,AREG,Lymphatic EC mature,other,False,0,,
fibroblasts,Alveolar fibroblasts,LUAD,AAH,AREG,Mast cells,other,False,3,20;22;24,EGFR;ERBB2;ERBB3;MMP9
fibroblasts,Alveolar fibroblasts,LUAD,AAH,AREG,Monocyte-derived Mph,macrophages,True,0,,
fibroblasts,Alveolar fibroblasts,LUAD,AAH,AREG,Multiciliated (non-nasal),other,False,1,24,EGFR;ERBB2;ERBB3;MMP9
fibroblasts,Alveolar fibroblasts,LUAD,AAH,AREG,Non-classical monocytes,other,False,0,,
fibroblasts,Alveolar fibroblasts,LUAD,AAH,AREG,Pericytes,other,False,1,24,EGFR;ERBB2;ERBB3;MMP9
fibroblasts,Alveolar fibroblasts,LUAD,AAH,AREG,Plasma cells,other,False,2,9;24,EGFR;ERBB2;ERBB3;MMP9
fibroblasts,Alveolar fibroblasts,LUAD,AAH,AREG,NK cells,other,False,0,,
fibroblasts,Alveolar fibroblasts,LUAD,AAH,AREG,Neuroendocrine,other,False,0,,
fibroblasts,Alveolar fibroblasts,LUAD,AAH,AREG,Plasmacytoid DCs,other,False,1,24,EGFR;ERBB2;ERBB3;MMP9
fibroblasts,Alveolar fibroblasts,LUAD,AAH,AREG,SMG serous (bronchial),other,False,0,,
fibroblasts,Alveolar fibroblasts,LUAD,AAH,AREG,Smooth muscle,other,False,0,,
fibroblasts,Alveolar fibroblasts,LUAD,AAH,AREG,Suprabasal,other,False,0,,
