annotation	group	category	sources	total_cells	state_cells	equal_source	cell_pooled	weighting_gap_pp	loo_equal_min	loo_equal_max	loo_pooled_min	loo_pooled_max	max_abs_equal_change_pp	max_abs_pooled_change_pp
clusterK12_stringent	8wk	08	4	742	71	0.10986162503854455	0.09568733153638814	1.4174293502156403	0.09092661116250385	0.1247430362832768	0.08588957055214724	0.11475409836065574	1.8935013876040698	1.9066766824267598
clusterK12_stringent	8wk	09	4	742	2	0.0024764878199198272	0.0026954177897574125	-0.02189299698375853	0.0008865248226950354	0.003301983759893103	0.0016556291390728477	0.0033112582781456954	0.15899629972247917	0.10397886506845648
clusterK12_stringent	8wk	11	4	742	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
clusterK12_stringent	8wk	12	4	742	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
clusterK12_stringent	8wk	other	4	742	227	0.29470333538904303	0.3059299191374663	-1.122658374842328	0.2721648336588207	0.3132276355911878	0.2896174863387978	0.3211920529801324	2.2538501730222316	1.6312432798668508
clusterK12_stringent	12wk_3d	01	6	877	19	0.029145144085994144	0.021664766248574687	0.7480377837419456	0.01773279359284815	0.03413735281951097	0.017094017094017096	0.02821316614420063	1.1412350493145995	0.6548399895625941
clusterK12_stringent	12wk_3d	02	6	877	24	0.0366602251798386	0.027366020524515394	0.9294204655323206	0.0164060633192546	0.043992270215806324	0.019536019536019536	0.032504780114722756	2.0254161860584	0.7830000988495858
clusterK12_stringent	12wk_3d	03	6	877	51	0.04807456338515729	0.05815279361459521	-1.0078230229437921	0.041305295271228296	0.055728691748463254	0.04206500956022945	0.06451612903225806	0.7654128363305965	1.6087784054365764
clusterK12_stringent	12wk_3d	04	6	877	2	0.001394700139470014	0.002280501710376283	-0.0885801570906269	0.0	0.0016736401673640166	0.0	0.0038240917782026767	0.1394700139470014	0.22805017103762829
clusterK12_stringent	12wk_3d	05	6	877	508	0.5927551696284533	0.5792474344355758	1.3507735192877512	0.5590673975839947	0.6388924104506957	0.512539184952978	0.6692160611854685	4.613724082224236	8.99686267498927
clusterK12_stringent	12wk_3d	06	6	877	5	0.005486836610235846	0.005701254275940707	-0.021441766570486076	0.0030754320024584544	0.006584203932283016	0.003134796238244514	0.0076481835564053535	0.2411404607777392	0.2566458037696193
clusterK12_stringent	12wk_3d	07	6	877	5	0.0071595558153126826	0.005701254275940707	0.14583015393719753	0.001694915254237288	0.008591466978375218	0.003663003663003663	0.007836990595611285	0.5464640561075395	0.21357363196705775
clusterK12_stringent	12wk_3d	08	6	877	30	0.030297893518924108	0.03420752565564424	-0.3909632136720135	0.026012644636502037	0.03635747222270893	0.02676864244741874	0.03918495297805643	0.6059578703784821	0.7438883208225503
clusterK12_stringent	12wk_3d	09	6	877	80	0.07441919313369479	0.09122006841505131	-1.6800875281356529	0.05992450068698742	0.08631795713356807	0.05353728489483748	0.109717868338558	1.449469244670737	3.7682783520213836
clusterK12_stringent	12wk_3d	11	6	877	3	0.0025756065137919576	0.0034207525655644243	-0.08451460517724667	0.0011299435028248588	0.0030907278165503487	0.0019120458891013384	0.004702194357366771	0.14456630109670987	0.1508706676463086
clusterK12_stringent	12wk_3d	12	6	877	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
clusterK12_stringent	12wk_3d	other	6	877	150	0.17203111198912724	0.17103762827822122	0.0993483710906018	0.16236953777678317	0.19053775279699453	0.13766730401529637	0.20532915360501566	1.8506640807867292	3.4291525326794443
clusterK12_stringent	14wk	01	3	991	27	0.02837465765955065	0.027245206861755803	0.11294507977948481	0.026168543866375155	0.029956944472519252	0.026881720430107527	0.027777777777777776	0.22061137931754965	0.05325709160219731
clusterK12_stringent	14wk	02	3	991	20	0.030551016873366154	0.020181634712411706	1.0369382160954448	0.021236361375623	0.03719520595123295	0.01827956989247312	0.03333333333333333	0.9314655497743154	1.3151698620921626
clusterK12_stringent	14wk	03	3	991	58	0.08072408887146458	0.05852674066599395	2.219734820547063	0.06370908412686899	0.09519217523074804	0.054838709677419356	0.08888888888888889	1.7015004744595594	3.0362148222894945
clusterK12_stringent	14wk	04	3	991	67	0.029928124147316142	0.06760847628657922	-3.768035213926307	0.004201680672268907	0.04489218622097421	0.005555555555555556	0.07568807339449542	2.5726443475047236	6.205292073102366
clusterK12_stringent	14wk	05	3	991	306	0.42050768276828226	0.3087790110998991	11.17286716683832	0.37025732247175114	0.49820911971345916	0.2798165137614679	0.5055555555555555	7.77014369451769	19.677654445565647
clusterK12_stringent	14wk	06	3	991	9	0.006089242108680709	0.009081735620585268	-0.2992493511904558	0.004201680672268907	0.009133863163021064	0.005555555555555556	0.00967741935483871	0.3044621054340355	0.3526180065029712
clusterK12_stringent	14wk	07	3	991	11	0.0045211672831894775	0.011099899091826439	-0.6578731808636962	0.0	0.006781750924784217	0.0	0.01261467889908257	0.4521167283189477	1.109989909182644
clusterK12_stringent	14wk	08	3	991	103	0.0471147768601892	0.10393541876892028	-5.682064190873107	0.008403361344537815	0.0706721652902838	0.011111111111111112	0.1158256880733945	3.871141551565139	9.282430765780916
clusterK12_stringent	14wk	09	3	991	14	0.03607500690640308	0.014127144298688193	2.1947862607714885	0.004932182490752158	0.05411251035960461	0.008602150537634409	0.03333333333333333	3.114282441565092	1.920618903464514
clusterK12_stringent	14wk	11	3	991	5	0.006835286519046583	0.005045408678102927	0.17898778409436564	0.0018495684340320592	0.010252929778569874	0.0034403669724770644	0.011111111111111112	0.49857180850145233	0.6065702433008185
clusterK12_stringent	14wk	12	3	991	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
clusterK12_stringent	14wk	other	3	991	371	0.30927895000251115	0.37436932391523714	-6.5090373912725985	0.2660146025623364	0.34916432664311103	0.2777777777777778	0.3841743119266055	4.326434744017477	9.659154613745935
clusterK12_stringent	Hopx_12wk3d	01	2	1226	89	0.07231727113503353	0.07259380097879282	-0.027652984375929612	0.06747404844290658	0.07716049382716049	0.06747404844290658	0.07716049382716049	0.4843222692126961	0.5119752535886244
clusterK12_stringent	Hopx_12wk3d	02	2	1226	53	0.0427640010252467	0.0432300163132137	-0.046601528796699765	0.03460207612456748	0.05092592592592592	0.03460207612456748	0.05092592592592592	0.8161924900679227	0.8627940188646224
clusterK12_stringent	Hopx_12wk3d	03	2	1226	504	0.40757828185740524	0.4110929853181077	-0.35147034607024286	0.3460207612456747	0.4691358024691358	0.3460207612456747	0.4691358024691358	6.155752061173053	6.507222407243296
clusterK12_stringent	Hopx_12wk3d	04	2	1226	44	0.03600645051048742	0.03588907014681892	0.011738036366849836	0.033950617283950615	0.03806228373702422	0.033950617283950615	0.03806228373702422	0.20558332265368032	0.21732135902053015
clusterK12_stringent	Hopx_12wk3d	05	2	1226	46	0.03708242556281772	0.037520391517128875	-0.04379659543111564	0.029411764705882353	0.044753086419753084	0.029411764705882353	0.044753086419753084	0.7670660856935365	0.8108626811246522
clusterK12_stringent	Hopx_12wk3d	06	2	1226	1	0.0008650519031141869	0.0008156606851549756	0.0049391217959211305	0.0	0.0017301038062283738	0.0	0.0017301038062283738	0.08650519031141869	0.09144431210733982
clusterK12_stringent	Hopx_12wk3d	07	2	1226	1	0.0008650519031141869	0.0008156606851549756	0.0049391217959211305	0.0	0.0017301038062283738	0.0	0.0017301038062283738	0.08650519031141869	0.09144431210733982
clusterK12_stringent	Hopx_12wk3d	08	2	1226	126	0.10638002477679524	0.10277324632952692	0.36067784472683245	0.043209876543209874	0.1695501730103806	0.043209876543209874	0.1695501730103806	6.317014823358537	6.67769266808537
clusterK12_stringent	Hopx_12wk3d	09	2	1226	2	0.0016366568413857918	0.0016313213703099511	0.0005335471075840637	0.0015432098765432098	0.0017301038062283738	0.0015432098765432098	0.0017301038062283738	0.009344696484258199	0.009878243591842261
clusterK12_stringent	Hopx_12wk3d	11	2	1226	3	0.002408261779657397	0.0024469820554649264	-0.0038720275807529493	0.0017301038062283738	0.0030864197530864196	0.0017301038062283738	0.0030864197530864196	0.06781579734290231	0.07168782492365526
clusterK12_stringent	Hopx_12wk3d	12	2	1226	1	0.0007716049382716049	0.0008156606851549756	-0.004405574688337067	0.0	0.0015432098765432098	0.0	0.0015432098765432098	0.07716049382716049	0.08156606851549755
clusterK12_stringent	Hopx_12wk3d	other	2	1226	356	0.2913249177666709	0.2903752039151713	0.09497138514996117	0.27469135802469136	0.3079584775086505	0.27469135802469136	0.3079584775086505	1.6633559741979609	1.758327359347922
clusterK12_stringent	Hopx_12wk14d	01	2	911	43	0.046230168723243516	0.04720087815587267	-0.09707094326291549	0.04155124653739612	0.05090909090909091	0.04155124653739612	0.05090909090909091	0.4678922185847395	0.5649631618476549
clusterK12_stringent	Hopx_12wk14d	02	2	911	54	0.05623016872324352	0.059275521405049394	-0.3045352681805877	0.04155124653739612	0.07090909090909091	0.04155124653739612	0.07090909090909091	1.4678922185847396	1.7724274867653274
clusterK12_stringent	Hopx_12wk14d	03	2	911	554	0.60311004784689	0.6081229418221734	-0.5012893975283372	0.5789473684210527	0.6272727272727273	0.5789473684210527	0.6272727272727273	2.4162679425837386	2.917557340112076
clusterK12_stringent	Hopx_12wk14d	04	2	911	4	0.004588264920674893	0.0043907793633369925	0.01974855573379005	0.0036363636363636364	0.00554016620498615	0.0036363636363636364	0.00554016620498615	0.09519012843112566	0.1149386841649157
clusterK12_stringent	Hopx_12wk14d	05	2	911	20	0.02389322588768572	0.021953896816684963	0.19393290710007574	0.014545454545454545	0.0332409972299169	0.014545454545454545	0.0332409972299169	0.9347771342231179	1.1287100413231936
clusterK12_stringent	Hopx_12wk14d	06	2	911	1	0.0013850415512465374	0.0010976948408342481	0.028734671041228926	0.0	0.002770083102493075	0.0	0.002770083102493075	0.13850415512465375	0.16723882616588268
clusterK12_stringent	Hopx_12wk14d	07	2	911	4	0.005064215562830521	0.0043907793633369925	0.06734361994935288	0.0018181818181818182	0.008310249307479225	0.0018181818181818182	0.008310249307479225	0.32460337446487036	0.39194699441422326
clusterK12_stringent	Hopx_12wk14d	08	2	911	30	0.03583983883152858	0.03293084522502744	0.29089936065011396	0.02181818181818182	0.04986149584487535	0.02181818181818182	0.04986149584487535	1.4021657013346769	1.6930650619847907
clusterK12_stringent	Hopx_12wk14d	09	2	911	47	0.05224628557038529	0.05159165751920966	0.06546280511756306	0.04909090909090909	0.055401662049861494	0.04909090909090909	0.055401662049861494	0.3155376479476203	0.3810004530651834
clusterK12_stringent	Hopx_12wk14d	11	2	911	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
clusterK12_stringent	Hopx_12wk14d	12	2	911	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
clusterK12_stringent	Hopx_12wk14d	other	2	911	154	0.17141274238227147	0.1690450054884742	0.23677368937972676	0.16	0.18282548476454294	0.16	0.18282548476454294	1.1412742382271468	1.3780479276068736
