level	unit	left	right	left_category	right_category	cells
source	BL1237_B0302	cell type	clusterK12_stringent	Highly proliferative	12	0
source	BL1237_B0302	cell type	clusterK12_stringent	Highly proliferative	other	2
source	BL1237_B0302	cell type	clusterK12_stringent	Hybrid lung/gastric-like	01	0
source	BL1237_B0302	cell type	clusterK12_stringent	Hybrid lung/gastric-like	02	0
source	BL1237_B0302	cell type	clusterK12_stringent	Hybrid lung/gastric-like	03	0
source	BL1237_B0302	cell type	clusterK12_stringent	Hybrid lung/gastric-like	04	0
source	BL1237_B0302	cell type	clusterK12_stringent	Hybrid lung/gastric-like	05	0
source	BL1237_B0302	cell type	clusterK12_stringent	Hybrid lung/gastric-like	06	0
source	BL1237_B0302	cell type	clusterK12_stringent	Hybrid lung/gastric-like	07	0
source	BL1237_B0302	cell type	clusterK12_stringent	Hybrid lung/gastric-like	08	3
source	BL1237_B0302	cell type	clusterK12_stringent	Hybrid lung/gastric-like	09	0
source	BL1237_B0302	cell type	clusterK12_stringent	Hybrid lung/gastric-like	11	0
source	BL1237_B0302	cell type	clusterK12_stringent	Hybrid lung/gastric-like	12	0
source	BL1237_B0302	cell type	clusterK12_stringent	Hybrid lung/gastric-like	other	0
source	BL1237_B0302	cell type	clusterK12_stringent	Lung endoderm-like	01	0
source	BL1237_B0302	cell type	clusterK12_stringent	Lung endoderm-like	02	0
source	BL1237_B0302	cell type	clusterK12_stringent	Lung endoderm-like	03	0
source	BL1237_B0302	cell type	clusterK12_stringent	Lung endoderm-like	04	1
source	BL1237_B0302	cell type	clusterK12_stringent	Lung endoderm-like	05	0
source	BL1237_B0302	cell type	clusterK12_stringent	Lung endoderm-like	06	0
source	BL1237_B0302	cell type	clusterK12_stringent	Lung endoderm-like	07	0
source	BL1237_B0302	cell type	clusterK12_stringent	Lung endoderm-like	08	1
source	BL1237_B0302	cell type	clusterK12_stringent	Lung endoderm-like	09	0
source	BL1237_B0302	cell type	clusterK12_stringent	Lung endoderm-like	11	0
source	BL1237_B0302	cell type	clusterK12_stringent	Lung endoderm-like	12	0
source	BL1237_B0302	cell type	clusterK12_stringent	Lung endoderm-like	other	1
source	BL1237_B0302	cell type	clusterK12_stringent	Ribosome	01	0
source	BL1237_B0302	cell type	clusterK12_stringent	Ribosome	02	0
source	BL1237_B0302	cell type	clusterK12_stringent	Ribosome	03	0
source	BL1237_B0302	cell type	clusterK12_stringent	Ribosome	04	0
source	BL1237_B0302	cell type	clusterK12_stringent	Ribosome	05	0
source	BL1237_B0302	cell type	clusterK12_stringent	Ribosome	06	2
source	BL1237_B0302	cell type	clusterK12_stringent	Ribosome	07	0
source	BL1237_B0302	cell type	clusterK12_stringent	Ribosome	08	0
source	BL1237_B0302	cell type	clusterK12_stringent	Ribosome	09	2
source	BL1237_B0302	cell type	clusterK12_stringent	Ribosome	11	0
source	BL1237_B0302	cell type	clusterK12_stringent	Ribosome	12	0
source	BL1237_B0302	cell type	clusterK12_stringent	Ribosome	other	2
source	BL1237_B0302	clusterK12	clusterK12_stringent	01	01	1
source	BL1237_B0302	clusterK12	clusterK12_stringent	01	02	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	01	03	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	01	04	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	01	05	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	01	06	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	01	07	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	01	08	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	01	09	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	01	11	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	01	12	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	01	other	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	02	01	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	02	02	6
source	BL1237_B0302	clusterK12	clusterK12_stringent	02	03	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	02	04	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	02	05	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	02	06	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	02	07	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	02	08	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	02	09	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	02	11	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	02	12	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	02	other	2
source	BL1237_B0302	clusterK12	clusterK12_stringent	03	01	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	03	02	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	03	03	12
source	BL1237_B0302	clusterK12	clusterK12_stringent	03	04	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	03	05	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	03	06	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	03	07	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	03	08	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	03	09	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	03	11	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	03	12	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	03	other	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	04	01	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	04	02	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	04	03	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	04	04	2
source	BL1237_B0302	clusterK12	clusterK12_stringent	04	05	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	04	06	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	04	07	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	04	08	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	04	09	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	04	11	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	04	12	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	04	other	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	05	01	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	05	02	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	05	03	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	05	04	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	05	05	181
source	BL1237_B0302	clusterK12	clusterK12_stringent	05	06	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	05	07	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	05	08	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	05	09	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	05	11	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	05	12	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	05	other	4
source	BL1237_B0302	clusterK12	clusterK12_stringent	06	01	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	06	02	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	06	03	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	06	04	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	06	05	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	06	06	3
source	BL1237_B0302	clusterK12	clusterK12_stringent	06	07	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	06	08	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	06	09	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	06	11	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	06	12	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	06	other	1
source	BL1237_B0302	clusterK12	clusterK12_stringent	07	01	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	07	02	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	07	03	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	07	04	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	07	05	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	07	06	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	07	07	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	07	08	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	07	09	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	07	11	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	07	12	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	07	other	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	08	01	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	08	02	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	08	03	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	08	04	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	08	05	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	08	06	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	08	07	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	08	08	5
source	BL1237_B0302	clusterK12	clusterK12_stringent	08	09	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	08	11	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	08	12	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	08	other	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	09	01	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	09	02	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	09	03	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	09	04	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	09	05	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	09	06	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	09	07	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	09	08	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	09	09	10
source	BL1237_B0302	clusterK12	clusterK12_stringent	09	11	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	09	12	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	09	other	9
source	BL1237_B0302	clusterK12	clusterK12_stringent	10	01	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	10	02	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	10	03	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	10	04	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	10	05	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	10	06	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	10	07	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	10	08	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	10	09	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	10	11	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	10	12	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	10	other	1
source	BL1237_B0302	clusterK12	clusterK12_stringent	11	01	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	11	02	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	11	03	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	11	04	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	11	05	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	11	06	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	11	07	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	11	08	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	11	09	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	11	11	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	11	12	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	11	other	2
source	BL1237_B0302	clusterK12	clusterK12_stringent	12	01	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	12	02	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	12	03	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	12	04	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	12	05	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	12	06	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	12	07	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	12	08	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	12	09	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	12	11	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	12	12	0
source	BL1237_B0302	clusterK12	clusterK12_stringent	12	other	0
source	BL1606_B0303	cell type	clusterK12	AT1-like	01	0
source	BL1606_B0303	cell type	clusterK12	AT1-like	02	1
source	BL1606_B0303	cell type	clusterK12	AT1-like	03	29
source	BL1606_B0303	cell type	clusterK12	AT1-like	04	0
source	BL1606_B0303	cell type	clusterK12	AT1-like	05	0
source	BL1606_B0303	cell type	clusterK12	AT1-like	06	0
source	BL1606_B0303	cell type	clusterK12	AT1-like	07	0
source	BL1606_B0303	cell type	clusterK12	AT1-like	08	1
source	BL1606_B0303	cell type	clusterK12	AT1-like	09	0
source	BL1606_B0303	cell type	clusterK12	AT1-like	10	0
source	BL1606_B0303	cell type	clusterK12	AT1-like	11	0
source	BL1606_B0303	cell type	clusterK12	AT1-like	12	0
source	BL1606_B0303	cell type	clusterK12	AT2-like	01	9
source	BL1606_B0303	cell type	clusterK12	AT2-like	02	15
source	BL1606_B0303	cell type	clusterK12	AT2-like	03	0
source	BL1606_B0303	cell type	clusterK12	AT2-like	04	2
source	BL1606_B0303	cell type	clusterK12	AT2-like	05	13
source	BL1606_B0303	cell type	clusterK12	AT2-like	06	2
source	BL1606_B0303	cell type	clusterK12	AT2-like	07	0
source	BL1606_B0303	cell type	clusterK12	AT2-like	08	7
source	BL1606_B0303	cell type	clusterK12	AT2-like	09	24
source	BL1606_B0303	cell type	clusterK12	AT2-like	10	0
source	BL1606_B0303	cell type	clusterK12	AT2-like	11	0
source	BL1606_B0303	cell type	clusterK12	AT2-like	12	0
source	BL1606_B0303	cell type	clusterK12	EMT	01	0
source	BL1606_B0303	cell type	clusterK12	EMT	02	0
source	BL1606_B0303	cell type	clusterK12	EMT	03	0
source	BL1606_B0303	cell type	clusterK12	EMT	04	0
source	BL1606_B0303	cell type	clusterK12	EMT	05	0
source	BL1606_B0303	cell type	clusterK12	EMT	06	0
source	BL1606_B0303	cell type	clusterK12	EMT	07	0
source	BL1606_B0303	cell type	clusterK12	EMT	08	0
source	BL1606_B0303	cell type	clusterK12	EMT	09	0
source	BL1606_B0303	cell type	clusterK12	EMT	10	0
source	BL1606_B0303	cell type	clusterK12	EMT	11	2
source	BL1606_B0303	cell type	clusterK12	EMT	12	0
source	BL1606_B0303	cell type	clusterK12	HPCS	01	0
source	BL1606_B0303	cell type	clusterK12	HPCS	02	1
source	BL1606_B0303	cell type	clusterK12	HPCS	03	2
source	BL1606_B0303	cell type	clusterK12	HPCS	04	0
source	BL1606_B0303	cell type	clusterK12	HPCS	05	161
source	BL1606_B0303	cell type	clusterK12	HPCS	06	1
source	BL1606_B0303	cell type	clusterK12	HPCS	07	0
source	BL1606_B0303	cell type	clusterK12	HPCS	08	5
source	BL1606_B0303	cell type	clusterK12	HPCS	09	29
source	BL1606_B0303	cell type	clusterK12	HPCS	10	1
source	BL1606_B0303	cell type	clusterK12	HPCS	11	2
source	BL1606_B0303	cell type	clusterK12	HPCS	12	0
source	BL1606_B0303	cell type	clusterK12	Highly proliferative	01	0
source	BL1606_B0303	cell type	clusterK12	Highly proliferative	02	0
source	BL1606_B0303	cell type	clusterK12	Highly proliferative	03	0
source	BL1606_B0303	cell type	clusterK12	Highly proliferative	04	0
source	BL1606_B0303	cell type	clusterK12	Highly proliferative	05	3
source	BL1606_B0303	cell type	clusterK12	Highly proliferative	06	1
source	BL1606_B0303	cell type	clusterK12	Highly proliferative	07	5
source	BL1606_B0303	cell type	clusterK12	Highly proliferative	08	0
source	BL1606_B0303	cell type	clusterK12	Highly proliferative	09	10
source	BL1606_B0303	cell type	clusterK12	Highly proliferative	10	0
source	BL1606_B0303	cell type	clusterK12	Highly proliferative	11	0
source	BL1606_B0303	cell type	clusterK12	Highly proliferative	12	0
source	BL1606_B0303	cell type	clusterK12	Hybrid lung/gastric-like	01	0
source	BL1606_B0303	cell type	clusterK12	Hybrid lung/gastric-like	02	0
source	BL1606_B0303	cell type	clusterK12	Hybrid lung/gastric-like	03	0
source	BL1606_B0303	cell type	clusterK12	Hybrid lung/gastric-like	04	0
source	BL1606_B0303	cell type	clusterK12	Hybrid lung/gastric-like	05	0
source	BL1606_B0303	cell type	clusterK12	Hybrid lung/gastric-like	06	0
source	BL1606_B0303	cell type	clusterK12	Hybrid lung/gastric-like	07	0
source	BL1606_B0303	cell type	clusterK12	Hybrid lung/gastric-like	08	8
source	BL1606_B0303	cell type	clusterK12	Hybrid lung/gastric-like	09	6
source	BL1606_B0303	cell type	clusterK12	Hybrid lung/gastric-like	10	0
source	BL1606_B0303	cell type	clusterK12	Hybrid lung/gastric-like	11	0
source	BL1606_B0303	cell type	clusterK12	Hybrid lung/gastric-like	12	0
source	BL1606_B0303	cell type	clusterK12	Lung endoderm-like	01	1
source	BL1606_B0303	cell type	clusterK12	Lung endoderm-like	02	0
source	BL1606_B0303	cell type	clusterK12	Lung endoderm-like	03	1
source	BL1606_B0303	cell type	clusterK12	Lung endoderm-like	04	1
source	BL1606_B0303	cell type	clusterK12	Lung endoderm-like	05	2
source	BL1606_B0303	cell type	clusterK12	Lung endoderm-like	06	1
source	BL1606_B0303	cell type	clusterK12	Lung endoderm-like	07	0
source	BL1606_B0303	cell type	clusterK12	Lung endoderm-like	08	1
source	BL1606_B0303	cell type	clusterK12	Lung endoderm-like	09	6
source	BL1606_B0303	cell type	clusterK12	Lung endoderm-like	10	1
source	BL1606_B0303	cell type	clusterK12	Lung endoderm-like	11	0
source	BL1606_B0303	cell type	clusterK12	Lung endoderm-like	12	0
source	BL1606_B0303	cell type	clusterK12	Ribosome	01	0
source	BL1606_B0303	cell type	clusterK12	Ribosome	02	0
source	BL1606_B0303	cell type	clusterK12	Ribosome	03	0
source	BL1606_B0303	cell type	clusterK12	Ribosome	04	0
source	BL1606_B0303	cell type	clusterK12	Ribosome	05	0
source	BL1606_B0303	cell type	clusterK12	Ribosome	06	0
source	BL1606_B0303	cell type	clusterK12	Ribosome	07	0
source	BL1606_B0303	cell type	clusterK12	Ribosome	08	0
source	BL1606_B0303	cell type	clusterK12	Ribosome	09	0
source	BL1606_B0303	cell type	clusterK12	Ribosome	10	0
source	BL1606_B0303	cell type	clusterK12	Ribosome	11	0
source	BL1606_B0303	cell type	clusterK12	Ribosome	12	0
source	BL1606_B0303	cell type	clusterK12_stringent	AT1-like	01	0
source	BL1606_B0303	cell type	clusterK12_stringent	AT1-like	02	0
source	BL1606_B0303	cell type	clusterK12_stringent	AT1-like	03	26
source	BL1606_B0303	cell type	clusterK12_stringent	AT1-like	04	0
source	BL1606_B0303	cell type	clusterK12_stringent	AT1-like	05	0
source	BL1606_B0303	cell type	clusterK12_stringent	AT1-like	06	0
source	BL1606_B0303	cell type	clusterK12_stringent	AT1-like	07	0
source	BL1606_B0303	cell type	clusterK12_stringent	AT1-like	08	0
source	BL1606_B0303	cell type	clusterK12_stringent	AT1-like	09	0
source	BL1606_B0303	cell type	clusterK12_stringent	AT1-like	11	0
source	BL1606_B0303	cell type	clusterK12_stringent	AT1-like	12	0
source	BL1606_B0303	cell type	clusterK12_stringent	AT1-like	other	5
source	BL1606_B0303	cell type	clusterK12_stringent	AT2-like	01	7
source	BL1606_B0303	cell type	clusterK12_stringent	AT2-like	02	7
source	BL1606_B0303	cell type	clusterK12_stringent	AT2-like	03	0
source	BL1606_B0303	cell type	clusterK12_stringent	AT2-like	04	0
source	BL1606_B0303	cell type	clusterK12_stringent	AT2-like	05	8
source	BL1606_B0303	cell type	clusterK12_stringent	AT2-like	06	1
source	BL1606_B0303	cell type	clusterK12_stringent	AT2-like	07	0
source	BL1606_B0303	cell type	clusterK12_stringent	AT2-like	08	6
source	BL1606_B0303	cell type	clusterK12_stringent	AT2-like	09	20
source	BL1606_B0303	cell type	clusterK12_stringent	AT2-like	11	0
source	BL1606_B0303	cell type	clusterK12_stringent	AT2-like	12	0
source	BL1606_B0303	cell type	clusterK12_stringent	AT2-like	other	23
source	BL1606_B0303	cell type	clusterK12_stringent	EMT	01	0
source	BL1606_B0303	cell type	clusterK12_stringent	EMT	02	0
source	BL1606_B0303	cell type	clusterK12_stringent	EMT	03	0
source	BL1606_B0303	cell type	clusterK12_stringent	EMT	04	0
source	BL1606_B0303	cell type	clusterK12_stringent	EMT	05	0
source	BL1606_B0303	cell type	clusterK12_stringent	EMT	06	0
source	BL1606_B0303	cell type	clusterK12_stringent	EMT	07	0
source	BL1606_B0303	cell type	clusterK12_stringent	EMT	08	0
source	BL1606_B0303	cell type	clusterK12_stringent	EMT	09	0
source	BL1606_B0303	cell type	clusterK12_stringent	EMT	11	1
source	BL1606_B0303	cell type	clusterK12_stringent	EMT	12	0
source	BL1606_B0303	cell type	clusterK12_stringent	EMT	other	1
source	BL1606_B0303	cell type	clusterK12_stringent	HPCS	01	0
source	BL1606_B0303	cell type	clusterK12_stringent	HPCS	02	0
source	BL1606_B0303	cell type	clusterK12_stringent	HPCS	03	2
source	BL1606_B0303	cell type	clusterK12_stringent	HPCS	04	0
source	BL1606_B0303	cell type	clusterK12_stringent	HPCS	05	147
source	BL1606_B0303	cell type	clusterK12_stringent	HPCS	06	0
source	BL1606_B0303	cell type	clusterK12_stringent	HPCS	07	0
source	BL1606_B0303	cell type	clusterK12_stringent	HPCS	08	2
source	BL1606_B0303	cell type	clusterK12_stringent	HPCS	09	20
source	BL1606_B0303	cell type	clusterK12_stringent	HPCS	11	1
source	BL1606_B0303	cell type	clusterK12_stringent	HPCS	12	0
source	BL1606_B0303	cell type	clusterK12_stringent	HPCS	other	30
source	BL1606_B0303	cell type	clusterK12_stringent	Highly proliferative	01	0
source	BL1606_B0303	cell type	clusterK12_stringent	Highly proliferative	02	0
source	BL1606_B0303	cell type	clusterK12_stringent	Highly proliferative	03	0
source	BL1606_B0303	cell type	clusterK12_stringent	Highly proliferative	04	0
source	BL1606_B0303	cell type	clusterK12_stringent	Highly proliferative	05	2
source	BL1606_B0303	cell type	clusterK12_stringent	Highly proliferative	06	0
source	BL1606_B0303	cell type	clusterK12_stringent	Highly proliferative	07	3
source	BL1606_B0303	cell type	clusterK12_stringent	Highly proliferative	08	0
source	BL1606_B0303	cell type	clusterK12_stringent	Highly proliferative	09	2
source	BL1606_B0303	cell type	clusterK12_stringent	Highly proliferative	11	0
source	BL1606_B0303	cell type	clusterK12_stringent	Highly proliferative	12	0
source	BL1606_B0303	cell type	clusterK12_stringent	Highly proliferative	other	12
source	BL1606_B0303	cell type	clusterK12_stringent	Hybrid lung/gastric-like	01	0
source	BL1606_B0303	cell type	clusterK12_stringent	Hybrid lung/gastric-like	02	0
source	BL1606_B0303	cell type	clusterK12_stringent	Hybrid lung/gastric-like	03	0
source	BL1606_B0303	cell type	clusterK12_stringent	Hybrid lung/gastric-like	04	0
source	BL1606_B0303	cell type	clusterK12_stringent	Hybrid lung/gastric-like	05	0
source	BL1606_B0303	cell type	clusterK12_stringent	Hybrid lung/gastric-like	06	0
source	BL1606_B0303	cell type	clusterK12_stringent	Hybrid lung/gastric-like	07	0
source	BL1606_B0303	cell type	clusterK12_stringent	Hybrid lung/gastric-like	08	8
source	BL1606_B0303	cell type	clusterK12_stringent	Hybrid lung/gastric-like	09	5
source	BL1606_B0303	cell type	clusterK12_stringent	Hybrid lung/gastric-like	11	0
source	BL1606_B0303	cell type	clusterK12_stringent	Hybrid lung/gastric-like	12	0
source	BL1606_B0303	cell type	clusterK12_stringent	Hybrid lung/gastric-like	other	1
source	BL1606_B0303	cell type	clusterK12_stringent	Lung endoderm-like	01	1
source	BL1606_B0303	cell type	clusterK12_stringent	Lung endoderm-like	02	0
source	BL1606_B0303	cell type	clusterK12_stringent	Lung endoderm-like	03	1
source	BL1606_B0303	cell type	clusterK12_stringent	Lung endoderm-like	04	0
source	BL1606_B0303	cell type	clusterK12_stringent	Lung endoderm-like	05	1
source	BL1606_B0303	cell type	clusterK12_stringent	Lung endoderm-like	06	0
source	BL1606_B0303	cell type	clusterK12_stringent	Lung endoderm-like	07	0
source	BL1606_B0303	cell type	clusterK12_stringent	Lung endoderm-like	08	0
source	BL1606_B0303	cell type	clusterK12_stringent	Lung endoderm-like	09	5
source	BL1606_B0303	cell type	clusterK12_stringent	Lung endoderm-like	11	0
source	BL1606_B0303	cell type	clusterK12_stringent	Lung endoderm-like	12	0
source	BL1606_B0303	cell type	clusterK12_stringent	Lung endoderm-like	other	6
source	BL1606_B0303	cell type	clusterK12_stringent	Ribosome	01	0
source	BL1606_B0303	cell type	clusterK12_stringent	Ribosome	02	0
source	BL1606_B0303	cell type	clusterK12_stringent	Ribosome	03	0
source	BL1606_B0303	cell type	clusterK12_stringent	Ribosome	04	0
source	BL1606_B0303	cell type	clusterK12_stringent	Ribosome	05	0
source	BL1606_B0303	cell type	clusterK12_stringent	Ribosome	06	0
source	BL1606_B0303	cell type	clusterK12_stringent	Ribosome	07	0
source	BL1606_B0303	cell type	clusterK12_stringent	Ribosome	08	0
source	BL1606_B0303	cell type	clusterK12_stringent	Ribosome	09	0
source	BL1606_B0303	cell type	clusterK12_stringent	Ribosome	11	0
source	BL1606_B0303	cell type	clusterK12_stringent	Ribosome	12	0
source	BL1606_B0303	cell type	clusterK12_stringent	Ribosome	other	0
source	BL1606_B0303	clusterK12	clusterK12_stringent	01	01	8
source	BL1606_B0303	clusterK12	clusterK12_stringent	01	02	0
source	BL1606_B0303	clusterK12	clusterK12_stringent	01	03	0
source	BL1606_B0303	clusterK12	clusterK12_stringent	01	04	0
source	BL1606_B0303	clusterK12	clusterK12_stringent	01	05	0
source	BL1606_B0303	clusterK12	clusterK12_stringent	01	06	0
source	BL1606_B0303	clusterK12	clusterK12_stringent	01	07	0
source	BL1606_B0303	clusterK12	clusterK12_stringent	01	08	0
source	BL1606_B0303	clusterK12	clusterK12_stringent	01	09	0
source	BL1606_B0303	clusterK12	clusterK12_stringent	01	11	0
source	BL1606_B0303	clusterK12	clusterK12_stringent	01	12	0
source	BL1606_B0303	clusterK12	clusterK12_stringent	01	other	2
source	BL1606_B0303	clusterK12	clusterK12_stringent	02	01	0
source	BL1606_B0303	clusterK12	clusterK12_stringent	02	02	7
source	BL1606_B0303	clusterK12	clusterK12_stringent	02	03	0
source	BL1606_B0303	clusterK12	clusterK12_stringent	02	04	0
source	BL1606_B0303	clusterK12	clusterK12_stringent	02	05	0
source	BL1606_B0303	clusterK12	clusterK12_stringent	02	06	0
source	BL1606_B0303	clusterK12	clusterK12_stringent	02	07	0
source	BL1606_B0303	clusterK12	clusterK12_stringent	02	08	0
source	BL1606_B0303	clusterK12	clusterK12_stringent	02	09	0
source	BL1606_B0303	clusterK12	clusterK12_stringent	02	11	0
source	BL1606_B0303	clusterK12	clusterK12_stringent	02	12	0
source	BL1606_B0303	clusterK12	clusterK12_stringent	02	other	10
source	BL1606_B0303	clusterK12	clusterK12_stringent	03	01	0
source	BL1606_B0303	clusterK12	clusterK12_stringent	03	02	0
source	BL1606_B0303	clusterK12	clusterK12_stringent	03	03	29
source	BL1606_B0303	clusterK12	clusterK12_stringent	03	04	0
source	BL1606_B0303	clusterK12	clusterK12_stringent	03	05	0
source	BL1606_B0303	clusterK12	clusterK12_stringent	03	06	0
source	BL1606_B0303	clusterK12	clusterK12_stringent	03	07	0
source	BL1606_B0303	clusterK12	clusterK12_stringent	03	08	0
source	BL1606_B0303	clusterK12	clusterK12_stringent	03	09	0
source	BL1606_B0303	clusterK12	clusterK12_stringent	03	11	0
