cluster,rank,feature_id,gene_symbol,mean_log_expression,mean_log_difference_vs_other_cells,descriptive_no_P_value
29,2,ENSMUSG00000076609,Igkc,4.995213925047258,4.658729198258547,True
29,3,ENSMUSG00000095079,Igha,3.684652668844282,3.6423017490983822,True
29,4,ENSMUSG00000024353,Mzb1,2.7986604597716207,2.640952315296914,True
29,5,ENSMUSG00000076937,Iglc2,2.582182642632881,2.3159194815348436,True
29,6,ENSMUSG00000038991,Txndc5,2.2859665962447107,1.967815992843251,True
29,7,ENSMUSG00000105906,Iglc1,2.023728438315138,1.9200325405158054,True
29,8,ENSMUSG00000076934,Iglv1,1.8780890577926046,1.8132380727918196,True
29,9,ENSMUSG00000020048,Hsp90b1,3.0740934067067847,1.7202747079226797,True
29,10,ENSMUSG00000020484,Xbp1,2.2175891254327995,1.701303266406505,True
29,11,ENSMUSG00000024516,Sec11c,2.1557149844886982,1.6777485232975267,True
29,12,ENSMUSG00000024610,Cd74,3.0607848113353273,1.5504930362027929,True
29,13,ENSMUSG00000002014,Ssr4,2.1516048931970007,1.5210481041131416,True
29,14,ENSMUSG00000028211,Trp53inp1,1.7171758898591574,1.5129555975873463,True
29,15,ENSMUSG00000025823,Pdia4,1.7467380754188098,1.3995846281383961,True
29,16,ENSMUSG00000003379,Cd79a,1.817890596337023,1.371074144542922,True
29,17,ENSMUSG00000105547,Iglc3,1.5897213580597818,1.359934974024518,True
29,18,ENSMUSG00000032026,Rexo2,1.6527674494855171,1.2975422058774837,True
29,19,ENSMUSG00000032575,Manf,1.6884546750678426,1.267607438858678,True
29,20,ENSMUSG00000009092,Derl3,1.2737581280216705,1.2665762532168396,True
29,21,ENSMUSG00000044468,Fam46c,1.3717490044315304,1.2547619666230667,True
29,22,ENSMUSG00000027808,Serp1,2.042333482377297,1.252992725810472,True
29,23,ENSMUSG00000076617,Ighm,1.7023993605269796,1.2503306761404143,True
29,24,ENSMUSG00000019188,H13,1.642677387964409,1.1828884641857194,True
29,25,ENSMUSG00000034634,Ly6d,1.518858390637731,1.1783427649474048,True
29,26,ENSMUSG00000030793,Pycard,1.4378035801042497,1.1765399547175581,True
29,27,ENSMUSG00000021356,Irf4,1.2752627160696857,1.1634929524274282,True
29,28,ENSMUSG00000053317,Sec61b,2.014199811404785,1.1529593207384927,True
29,29,ENSMUSG00000030104,Edem1,1.3240273427383034,1.1423292646101617,True
29,30,ENSMUSG00000022498,Txndc11,1.279027326840215,1.1247548552746347,True
29,31,ENSMUSG00000023272,Creld2,1.2672182432318155,1.0852536036938258,True
29,32,ENSMUSG00000021917,Spcs1,1.645864538650597,1.0754954517385449,True
29,33,ENSMUSG00000022769,Sdf2l1,1.1824790372521476,1.0087875839017348,True
29,34,ENSMUSG00000038312,Edem2,1.1411877898252116,0.9968567267050702,True
29,35,ENSMUSG00000034858,Fam214a,1.1068300209214201,0.9962875266587891,True
30,1,ENSMUSG00000033061,Resp18,4.047674513338412,4.041516832053268,True
30,2,ENSMUSG00000030669,Calca,4.058383450555643,4.035952261503042,True
30,3,ENSMUSG00000023043,Krt18,3.507827953642785,3.3884819388783702,True
30,4,ENSMUSG00000030342,Cd9,4.071147533746257,3.252780168472927,True
30,5,ENSMUSG00000037362,Nov,3.2487402837537847,3.1945244106400765,True
30,6,ENSMUSG00000017723,Wfdc2,3.278659461344595,3.122086038670698,True
30,7,ENSMUSG00000049382,Krt8,3.0758806621513495,2.965972575171335,True
30,8,ENSMUSG00000038418,Egr1,3.9363456705083877,2.8116886035240283,True
30,9,ENSMUSG00000026628,Atf3,3.7542784711055184,2.687886366180236,True
30,10,ENSMUSG00000021587,Pcsk1,2.6643468070267837,2.6545613133468304,True
30,11,ENSMUSG00000026335,Pam,3.0007839535557945,2.594377925601292,True
30,12,ENSMUSG00000020052,Ascl1,2.501141453304164,2.4964638348152524,True
30,13,ENSMUSG00000045394,Epcam,2.586490258425969,2.4688185269086285,True
30,14,ENSMUSG00000047501,Cldn4,2.4235681394405937,2.406013950259759,True
30,15,ENSMUSG00000023039,Krt7,2.5365492172811512,2.386222736938893,True
30,16,ENSMUSG00000025867,Cplx2,2.3914265649461273,2.3748306664371186,True
30,17,ENSMUSG00000018569,Cldn7,2.4513472512710925,2.3692704463596277,True
30,18,ENSMUSG00000052684,Jun,3.7800824717429786,2.2322035835189658,True
30,19,ENSMUSG00000023236,Scg5,2.1481056263874536,2.1410131353285347,True
30,20,ENSMUSG00000063903,Klk1,2.0912600093307687,2.077928251880206,True
30,21,ENSMUSG00000070473,Cldn3,2.121172856452853,2.02944653190765,True
30,22,ENSMUSG00000003545,Fosb,2.852017792455382,1.9692528355546255,True
30,23,ENSMUSG00000026204,Ptprn,1.9435679348204222,1.9355530273936714,True
30,24,ENSMUSG00000074227,Spint2,2.226454583117336,1.925154741363196,True
30,25,ENSMUSG00000041482,Piezo2,1.9570440259882778,1.9003783574084059,True
30,26,ENSMUSG00000068196,Col8a1,1.91774668150962,1.8895536355685307,True
30,27,ENSMUSG00000041261,Car8,1.8756387580272764,1.842714483195503,True
30,28,ENSMUSG00000026223,Itm2c,2.311725165558812,1.8262698088653293,True
30,29,ENSMUSG00000025757,Hspa4l,1.9482509527491572,1.809369893799905,True
30,30,ENSMUSG00000027350,Chgb,1.7117664240721453,1.7097769687345967,True
30,31,ENSMUSG00000021194,Chga,1.6577242323726515,1.656551603117703,True
30,32,ENSMUSG00000050711,Scg2,1.6490629405476327,1.647638661110657,True
30,33,ENSMUSG00000040152,Thbs1,2.0094166850528845,1.6374640985684137,True
30,34,ENSMUSG00000026185,Igfbp5,1.7540585058076041,1.6204142196556408,True
30,35,ENSMUSG00000020577,Tspan13,2.3250834894338714,1.5889617256801887,True
31,1,ENSMUSG00000020469,Myl7,5.95451143208672,5.942497375527987,True
31,2,ENSMUSG00000061086,Myl4,5.208599300945506,5.190167154340786,True
31,3,ENSMUSG00000032366,Tpm1,5.414583802223206,4.964944127082757,True
31,4,ENSMUSG00000068614,Actc1,4.897416339201086,4.857956478148098,True
31,5,ENSMUSG00000026414,Tnnt2,4.858861825045417,4.852553238593093,True
31,6,ENSMUSG00000035458,Tnni3,4.5360758374719055,4.53152142730705,True
31,7,ENSMUSG00000042045,Sln,4.380976361386916,4.3786089456708845,True
31,8,ENSMUSG00000040752,Myh6,3.9753500924390903,3.9702122757553484,True
31,9,ENSMUSG00000028773,Fabp3,3.875527676414041,3.8548769226576916,True
31,10,ENSMUSG00000030785,Cox6a2,3.8821593943764183,3.843215914301998,True
31,11,ENSMUSG00000030470,Csrp3,3.740632849581101,3.7361091181037667,True
31,12,ENSMUSG00000091898,Tnnc1,3.6298485503477207,3.62678714451484,True
31,13,ENSMUSG00000031633,Slc25a4,4.024447917938232,3.6109542806955934,True
31,14,ENSMUSG00000007877,Tcap,3.604444714153514,3.5849740504651733,True
31,15,ENSMUSG00000032060,Cryab,3.7997581608155193,3.5446437269014397,True
31,16,ENSMUSG00000028116,Myoz2,3.263120216481826,3.2623093411938333,True
31,17,ENSMUSG00000006057,Atp5g1,3.788744134061477,3.190065275605243,True
31,18,ENSMUSG00000030399,Ckm,2.9436940445619473,2.9422082746605343,True
31,19,ENSMUSG00000068745,Mybphl,2.8183069474556866,2.8176197473324547,True
31,20,ENSMUSG00000060600,Eno3,2.8864758400356068,2.811663923876822,True
31,21,ENSMUSG00000020475,Pgam2,2.7755911841112026,2.774011885049713,True
31,22,ENSMUSG00000063694,Cycs,3.2756100402158848,2.7446952072101896,True
31,23,ENSMUSG00000049422,Chchd10,2.9430817786385033,2.733475349534714,True
31,24,ENSMUSG00000025488,Cox8b,2.7299143777174106,2.718372543304337,True
31,25,ENSMUSG00000018770,Atp5g3,3.7339714274686924,2.707725231012205,True
31,26,ENSMUSG00000020321,Mdh1,3.19468891620636,2.698655516837843,True
31,27,ENSMUSG00000022956,Atp5o,3.2527072569903206,2.6706571832058073,True
31,28,ENSMUSG00000027602,Map1lc3a,3.040533083326676,2.6554527801041448,True
31,29,ENSMUSG00000071528,Usmg5,3.463475830414716,2.646366761947528,True
31,30,ENSMUSG00000006221,Hspb7,2.6634665341938244,2.643508172277612,True
31,31,ENSMUSG00000021520,Uqcrb,3.2676610946655273,2.5677839945722463,True
31,32,ENSMUSG00000024803,Ankrd1,2.578496655997108,2.5673153979819907,True
31,33,ENSMUSG00000074218,Cox7a1,2.56721729741377,2.5583713124716705,True
31,34,ENSMUSG00000016349,Eef1a2,2.5494517964475296,2.5479251216759073,True
31,35,ENSMUSG00000031231,Cox7b,3.1440084786976086,2.5439974491113317,True
32,1,ENSMUSG00000024653,Scgb1a1,8.014018145474521,7.861634768469048,True
32,2,ENSMUSG00000035042,Ccl5,4.743074937300249,4.3316264852200845,True
32,3,ENSMUSG00000023132,Gzma,3.910814545371316,3.672413314852723,True
32,4,ENSMUSG00000025150,Cbr2,3.562435735355724,3.4566076934466596,True
32,5,ENSMUSG00000038791,Scgb3a2,3.1375814351168545,3.116570987288134,True
32,6,ENSMUSG00000061100,Retnla,3.1083564541556616,3.085556213837287,True
32,7,ENSMUSG00000037202,Prf1,2.814667918465354,2.680978387699401,True
32,8,ENSMUSG00000052974,Cyp2f2,2.545814795927568,2.510870164719704,True
32,9,ENSMUSG00000021789,Sftpa1,2.574529864571311,2.492951734603908,True
32,10,ENSMUSG00000029375,Cxcl15,2.408288977362893,2.3596791612992636,True
32,11,ENSMUSG00000004612,Nkg7,2.4424920082092285,2.1020330027332723,True
32,12,ENSMUSG00000026701,Prdx6,2.9606099778955635,2.0992337826784997,True
32,13,ENSMUSG00000017723,Wfdc2,2.240937037901445,2.051889121820337,True
32,14,ENSMUSG00000075010,AW112010,2.5694500749761406,2.0061745976547405,True
32,15,ENSMUSG00000008540,Mgst1,2.037359042601152,1.6580724967854503,True
32,16,ENSMUSG00000105361,AY036118,4.289625232869929,1.6179552286216135,True
32,17,ENSMUSG00000021403,Serpinb9b,1.5552073608745227,1.5347288848804466,True
32,18,ENSMUSG00000041515,Irf8,1.920160705393011,1.483551818334773,True
32,19,ENSMUSG00000031722,Hp,1.9762617241252551,1.4797697188507573,True
32,20,ENSMUSG00000024646,Cyb5a,2.0762453729456123,1.4674192856059765,True
32,21,ENSMUSG00000041831,Sytl3,1.5911878455768933,1.4330760446635271,True
32,22,ENSMUSG00000022225,Cma1,1.4772456776012073,1.4244281707921294,True
32,23,ENSMUSG00000022584,Ly6c2,1.7198699821125378,1.4162424638970639,True
32,24,ENSMUSG00000030361,Klrb1a,1.3629092086445203,1.299628898102563,True
32,25,ENSMUSG00000079852,Klra4,1.3651732964949175,1.27618302040403,True
32,26,ENSMUSG00000032348,Gsta4,1.3044945326718418,1.2702358168866739,True
32,27,ENSMUSG00000000290,Itgb2,1.9298063841733066,1.2578314635903123,True
32,28,ENSMUSG00000000817,Fasl,1.3603202863173052,1.2356471468814298,True
32,29,ENSMUSG00000069117,Gm10260,1.4136660315773704,1.2116307066005214,True
32,30,ENSMUSG00000037894,H2afz,2.2463692968541924,1.1392097261459675,True
32,31,ENSMUSG00000000486,Sept1,1.628099419853904,1.0968094300437912,True
32,32,ENSMUSG00000015437,Gzmb,1.176488226110285,1.0658063651215253,True
32,33,ENSMUSG00000056370,Sftpb,1.1188241568478672,1.0558936180830796,True
32,34,ENSMUSG00000029552,Tes,1.3144529082558372,0.996446322946731,True
32,35,ENSMUSG00000098178,Gm42418,6.471719481728294,0.9844505418479814,True
