cluster,gene_symbol,mean_log_expression,fraction_detected
15,Krt19,0.0022100220827749447,0.001081665765278529
16,Krt19,0.0461025510058307,0.020134228187919462
17,Krt19,0.0,0.0
18,Krt19,0.0,0.0
19,Krt19,0.005224442743529518,0.003538570417551309
20,Krt19,0.8946501508891889,0.4939965694682676
21,Krt19,1.4275941920567707,0.7710843373493976
22,Krt19,0.0032284125973042047,0.004132231404958678
23,Krt19,1.4060392406334241,0.6845637583892618
24,Krt19,1.9924647853154094,0.8571428571428571
25,Krt19,0.008451090452635562,0.0040595399188092015
26,Krt19,0.006167962655916319,0.005494505494505495
27,Krt19,0.0,0.0
28,Krt19,0.0,0.0
29,Krt19,0.017197440551445547,0.01327433628318584
30,Krt19,0.055388282501816356,0.059800664451827246
31,Krt19,0.0,0.0
32,Krt19,0.3546206300908869,0.18181818181818182
0,Cdh1,0.010790156185134384,0.008264462809917356
1,Cdh1,0.007038573525869508,0.008675078864353312
2,Cdh1,0.04501826266030304,0.05042016806722689
3,Cdh1,0.24869054942936092,0.12987012987012986
4,Cdh1,0.018868194598900646,0.024671052631578948
5,Cdh1,0.18199649339026594,0.19148936170212766
6,Cdh1,0.0,0.0
7,Cdh1,0.0042200633701885044,0.0035842293906810036
8,Cdh1,0.008764097008389342,0.0062202707647274055
9,Cdh1,0.027263430345706625,0.018321513002364065
10,Cdh1,0.006901524024095364,0.0029940119760479044
11,Cdh1,0.004359353039490641,0.0036452004860267314
12,Cdh1,0.004815968324664193,0.0030816640986132513
13,Cdh1,0.07518670346638928,0.050684931506849315
14,Cdh1,0.005403998837762069,0.003014318010550113
15,Cdh1,0.0021892548445561822,0.001081665765278529
16,Cdh1,0.031044427180450234,0.013422818791946308
17,Cdh1,1.233477092625802,0.7017543859649122
18,Cdh1,0.0,0.0
19,Cdh1,0.006445414068339483,0.004246284501061571
20,Cdh1,0.7585438010418599,0.5317324185248714
21,Cdh1,0.7978651275835842,0.5301204819277109
22,Cdh1,0.0037057824207074714,0.0027548209366391185
23,Cdh1,1.4966537204364803,0.7564717162032598
24,Cdh1,0.009839913173883903,0.01680672268907563
25,Cdh1,0.0035156621339356626,0.0040595399188092015
26,Cdh1,0.004460751300766354,0.004273504273504274
27,Cdh1,0.0,0.0
28,Cdh1,0.0,0.0
29,Cdh1,0.015459410384692977,0.017699115044247787
30,Cdh1,1.2951944962490436,0.8604651162790697
31,Cdh1,0.0,0.0
32,Cdh1,0.0,0.0
0,Adgre1,0.45842582510768876,0.3068181818181818
1,Adgre1,0.5329814873142197,0.5165615141955836
2,Adgre1,0.3041726370976001,0.296218487394958
3,Adgre1,0.01913711776981106,0.012987012987012988
4,Adgre1,0.45148235961402716,0.4161184210526316
5,Adgre1,0.002309931085464802,0.00425531914893617
6,Adgre1,1.8656501142602218,0.8947368421052632
7,Adgre1,0.0019316973224762948,0.0014336917562724014
8,Adgre1,0.00011750543200398294,0.00036589828027808267
9,Adgre1,0.002908221056275334,0.002364066193853428
10,Adgre1,0.0,0.0
11,Adgre1,0.007637367938008083,0.007594167679222357
12,Adgre1,0.0022837652814774005,0.0015408320493066256
13,Adgre1,0.00047313750606693634,0.0013698630136986301
14,Adgre1,0.0017582592249096294,0.0007535795026375283
15,Adgre1,0.0971968257633527,0.04975662520281233
16,Adgre1,0.09691620753115456,0.053691275167785234
17,Adgre1,0.09480227503860206,0.07017543859649122
18,Adgre1,0.33532749236315146,0.3793103448275862
19,Adgre1,0.004975903439167452,0.003538570417551309
20,Adgre1,0.0036613645725348393,0.005145797598627788
21,Adgre1,0.003278938641988609,0.004016064257028112
22,Adgre1,0.0015406689039603409,0.0027548209366391185
23,Adgre1,0.001919794259798264,0.0028763183125599234
24,Adgre1,0.0,0.0
25,Adgre1,0.004017786340881265,0.0027063599458728013
26,Adgre1,0.0038418256210320163,0.003663003663003663
27,Adgre1,0.009895143374590807,0.007042253521126761
28,Adgre1,0.07240248973979506,0.06976744186046512
29,Adgre1,0.00538588888877261,0.008849557522123894
30,Adgre1,0.002996382820249792,0.006644518272425249
31,Adgre1,0.0,0.0
32,Adgre1,0.0,0.0
0,Csf1r,1.8836998038671233,0.8254132231404959
1,Csf1r,1.6746602470190368,0.9274447949526814
2,Csf1r,0.7693938975449369,0.5220588235294118
3,Csf1r,0.03872473983021526,0.025974025974025976
4,Csf1r,1.529332627150181,0.8355263157894737
5,Csf1r,0.055645718726706,0.04680851063829787
6,Csf1r,1.14786276064421,0.7894736842105263
7,Csf1r,0.007438220815419296,0.005017921146953405
8,Csf1r,0.0041682851039748295,0.003293084522502744
9,Csf1r,0.006273278741971821,0.005319148936170213
10,Csf1r,0.023057971885818207,0.008982035928143712
11,Csf1r,0.004966987077404778,0.003948967193195626
12,Csf1r,0.004265426441407167,0.003852080123266564
13,Csf1r,0.007811888113413772,0.005479452054794521
14,Csf1r,0.006173498754494156,0.003014318010550113
15,Csf1r,0.37582191056080805,0.183071930773391
16,Csf1r,0.1848106454282799,0.10067114093959731
17,Csf1r,0.008829277858399508,0.008771929824561403
18,Csf1r,1.4397596394878693,0.9195402298850575
19,Csf1r,0.017989430584472204,0.01132342533616419
20,Csf1r,0.029792792954534856,0.02058319039451115
21,Csf1r,0.009673612304480678,0.012048192771084338
22,Csf1r,0.009639385359017974,0.008264462809917356
23,Csf1r,0.5160976610041991,0.3576222435282838
24,Csf1r,0.0594907690997885,0.05042016806722689
25,Csf1r,0.016794612023762662,0.009472259810554804
26,Csf1r,0.014704951636666052,0.01282051282051282
27,Csf1r,0.013854827679378885,0.007042253521126761
28,Csf1r,0.4338865820751634,0.27906976744186046
29,Csf1r,0.017185460940926475,0.022123893805309734
30,Csf1r,0.018010626599638167,0.016611295681063124
31,Csf1r,0.0,0.0
32,Csf1r,0.0,0.0
0,Mertk,0.019636023820431763,0.01859504132231405
1,Mertk,0.01172291247720598,0.013406940063091483
2,Mertk,0.03906500818473952,0.04726890756302521
3,Mertk,0.0041206328125743125,0.012987012987012988
4,Mertk,0.010855179721195447,0.014802631578947368
5,Mertk,0.0,0.0
6,Mertk,0.2898158211457102,0.47368421052631576
7,Mertk,0.1767006417329166,0.14767025089605734
8,Mertk,0.0011094436949092392,0.0007317965605561653
9,Mertk,0.002339479489247568,0.0017730496453900709
10,Mertk,0.006060578152091203,0.0029940119760479044
11,Mertk,0.0012397551558287147,0.001215066828675577
12,Mertk,0.0011685392338616088,0.0007704160246533128
13,Mertk,0.002425781014847429,0.0013698630136986301
14,Mertk,0.3736909121701658,0.20874152223059533
15,Mertk,0.0010834017142919412,0.0005408328826392645
16,Mertk,0.0,0.0
17,Mertk,0.0,0.0
18,Mertk,0.0,0.0
19,Mertk,0.1765896773726402,0.1111111111111111
20,Mertk,0.006030662186558823,0.008576329331046312
21,Mertk,0.0,0.0
22,Mertk,0.13666753446267657,0.15013774104683195
23,Mertk,0.0030423693094591853,0.0028763183125599234
24,Mertk,0.10161157215342802,0.11764705882352941
25,Mertk,0.6176777581239424,0.36671177266576455
26,Mertk,0.022957895301346086,0.029304029304029304
27,Mertk,0.03791522937761226,0.028169014084507043
28,Mertk,0.24151692556780438,0.18604651162790697
29,Mertk,0.0,0.0
30,Mertk,0.0,0.0
31,Mertk,0.0,0.0
32,Mertk,0.0,0.0
0,Marco,0.037070095970118344,0.01652892561983471
1,Marco,0.0,0.0
2,Marco,0.008020503556027132,0.0063025210084033615
3,Marco,0.0,0.0
4,Marco,0.0016210249772197322,0.001644736842105263
5,Marco,0.0,0.0
6,Marco,0.2482705367238898,0.15789473684210525
7,Marco,0.0,0.0
8,Marco,0.0,0.0
9,Marco,0.0007826564018889804,0.000591016548463357
10,Marco,0.0,0.0
11,Marco,0.000563032209945623,0.00030376670716889426
12,Marco,0.0,0.0
13,Marco,0.0,0.0
14,Marco,0.0,0.0
15,Marco,0.0,0.0
16,Marco,0.0,0.0
17,Marco,0.0,0.0
18,Marco,0.0,0.0
19,Marco,0.0,0.0
20,Marco,0.0,0.0
21,Marco,0.0,0.0
22,Marco,0.0025059313156716423,0.0013774104683195593
23,Marco,0.0025076854720440258,0.0009587727708533077
24,Marco,0.0,0.0
25,Marco,0.0,0.0
26,Marco,0.0,0.0
27,Marco,0.0,0.0
28,Marco,0.0,0.0
29,Marco,0.0,0.0
30,Marco,0.0,0.0
31,Marco,0.0,0.0
32,Marco,0.0,0.0
0,Lyz2,4.282415918082245,0.9865702479338843
1,Lyz2,5.1598537067885655,0.998422712933754
2,Lyz2,2.3035666730661855,0.8245798319327731
3,Lyz2,0.993873189796101,0.37662337662337664
4,Lyz2,3.9683487187874946,0.9572368421052632
5,Lyz2,0.07225201383550116,0.06808510638297872
6,Lyz2,5.750863878350509,1.0
7,Lyz2,0.05836134478182776,0.03727598566308244
8,Lyz2,0.06177973114785544,0.03915111598975485
9,Lyz2,0.06967269505944376,0.04905437352245863
10,Lyz2,0.05380069103069648,0.02694610778443114
11,Lyz2,0.05435420694972591,0.035844471445929525
12,Lyz2,0.06773439568620984,0.04391371340523883
13,Lyz2,0.07707259328397986,0.049315068493150684
14,Lyz2,0.09649962375464076,0.04747550866616428
15,Lyz2,1.4438297119799532,0.4956733369388859
16,Lyz2,0.5073005837082063,0.2348993288590604
17,Lyz2,0.043238413438462374,0.03508771929824561
18,Lyz2,4.500069697697957,1.0
19,Lyz2,0.14380656896714022,0.060155697098372256
20,Lyz2,1.6965487548253957,0.3876500857632933
21,Lyz2,0.15870152647236743,0.10441767068273092
22,Lyz2,0.07467180929729104,0.03856749311294766
23,Lyz2,0.07978082600398809,0.04410354745925216
24,Lyz2,0.043181051727102585,0.03361344537815126
25,Lyz2,0.11399594025940953,0.05277401894451962
26,Lyz2,0.07118016703370436,0.04945054945054945
27,Lyz2,0.0948265748964229,0.04929577464788732
28,Lyz2,2.2798645191414413,0.7209302325581395
29,Lyz2,0.2193884676800365,0.10176991150442478
30,Lyz2,0.06545695454575294,0.03986710963455149
31,Lyz2,0.0,0.0
32,Lyz2,0.26221342520280316,0.09090909090909091
0,Cd68,1.2499366761608557,0.6497933884297521
1,Cd68,1.3648445698600087,0.8706624605678234
2,Cd68,1.0058489210527986,0.7531512605042017
3,Cd68,0.071846054745959,0.05194805194805195
4,Cd68,1.0088738625084883,0.7055921052631579
5,Cd68,1.1259067233572615,0.8042553191489362
6,Cd68,1.0382571063543622,0.7368421052631579
7,Cd68,0.008415295808546004,0.007885304659498209
8,Cd68,0.006926050933777871,0.005122575923893158
9,Cd68,0.011135268665797322,0.008274231678486997
10,Cd68,0.01012158144020035,0.005988023952095809
11,Cd68,0.01223172078119593,0.013973268529769137
12,Cd68,0.006335319557983446,0.004622496147919877
13,Cd68,0.017700060099771577,0.015068493150684932
14,Cd68,0.009454312096346385,0.006028636021100226
15,Cd68,0.21470148185254948,0.10951865873445106
16,Cd68,0.3604375822032058,0.16778523489932887
17,Cd68,0.010084493118419982,0.008771929824561403
18,Cd68,1.0492570126193694,0.8045977011494253
19,Cd68,0.0332494969074387,0.021939136588818117
20,Cd68,0.03770834596038478,0.044596912521440824
21,Cd68,0.03153541935495583,0.04417670682730924
22,Cd68,0.00805529689329058,0.006887052341597796
23,Cd68,0.014625098566995258,0.013422818791946308
24,Cd68,0.03336332500481806,0.04201680672268908
25,Cd68,0.021226562247063374,0.016238159675236806
26,Cd68,0.01051055340685396,0.01098901098901099
27,Cd68,0.0,0.0
28,Cd68,0.3043147741362106,0.2558139534883721
29,Cd68,0.0580707290003785,0.10619469026548672
30,Cd68,0.02516647044606383,0.036544850498338874
31,Cd68,0.0,0.0
32,Cd68,0.0,0.0
0,Pdgfra,0.03065581958402287,0.01859504132231405
1,Pdgfra,0.012870193467907349,0.01498422712933754
2,Pdgfra,0.03622015490501869,0.0273109243697479
3,Pdgfra,1.0052691047841853,0.42857142857142855
4,Pdgfra,0.011523517044751267,0.013157894736842105
5,Pdgfra,0.015230335834178519,0.01702127659574468
6,Pdgfra,0.0790547069750334,0.10526315789473684
7,Pdgfra,1.9991211335291572,0.8681003584229391
8,Pdgfra,0.0252631034250884,0.01646542261251372
9,Pdgfra,0.013557450497967695,0.011229314420803783
10,Pdgfra,0.037009972298216676,0.014970059880239521
11,Pdgfra,0.014345699552342495,0.009720534629404616
12,Pdgfra,0.01994721602952719,0.01386748844375963
13,Pdgfra,0.027678958357196963,0.01643835616438356
14,Pdgfra,2.9205849306333667,0.8982667671439337
15,Pdgfra,0.03384979661572231,0.015413737155219038
16,Pdgfra,0.040575169876917894,0.026845637583892617
17,Pdgfra,0.011326273282368978,0.008771929824561403
18,Pdgfra,0.0,0.0
19,Pdgfra,0.019126618448420778,0.012738853503184714
20,Pdgfra,0.012717861765244812,0.010291595197255575
21,Pdgfra,0.0029898652111191347,0.004016064257028112
22,Pdgfra,0.09076214624830514,0.07162534435261708
23,Pdgfra,0.021363742456683033,0.016299137104506232
24,Pdgfra,0.1126396373039534,0.1092436974789916
25,Pdgfra,0.037509025191744545,0.02165087956698241
26,Pdgfra,1.188499540636391,0.7704517704517705
27,Pdgfra,0.007004811730183346,0.007042253521126761
28,Pdgfra,2.3750660793725835,0.9302325581395349
29,Pdgfra,0.022230670779152254,0.030973451327433628
30,Pdgfra,0.0033392284399647253,0.0033222591362126247
31,Pdgfra,0.0,0.0
32,Pdgfra,0.15303995392539285,0.09090909090909091
0,Col1a1,0.0142169824439632,0.008264462809917356
1,Col1a1,0.008308553874304618,0.01025236593059937
2,Col1a1,0.023299586184385445,0.025210084033613446
3,Col1a1,0.7211451406602736,0.37662337662337664
4,Col1a1,0.010711698253688059,0.009868421052631578
5,Col1a1,0.0020336786483196503,0.00425531914893617
6,Col1a1,0.016777785200821727,0.05263157894736842
7,Col1a1,2.190701747367886,0.8688172043010752
8,Col1a1,0.014177035290899183,0.009147457006952067
9,Col1a1,0.017663995037405768,0.01182033096926714
10,Col1a1,0.21411914668397275,0.0718562874251497
11,Col1a1,0.015395983365587302,0.010024301336573511
12,Col1a1,0.012777732498656803,0.00847457627118644
13,Col1a1,0.02135713663819718,0.015068493150684932
14,Col1a1,2.7308719342780816,0.8771665410700829
15,Col1a1,0.023744758123833143,0.011357490535424553
16,Col1a1,0.04202551409702173,0.020134228187919462
17,Col1a1,0.03487246601205123,0.017543859649122806
18,Col1a1,0.0,0.0
19,Col1a1,0.015123787220707197,0.009200283085633405
20,Col1a1,0.05457948682443151,0.032590051457975985
21,Col1a1,0.009029176579900535,0.008032128514056224
22,Col1a1,1.2881605178117752,0.7203856749311295
23,Col1a1,0.013098428827689912,0.00862895493767977
24,Col1a1,0.9254304573816412,0.5126050420168067
25,Col1a1,0.020355487789288265,0.012178619756427604
26,Col1a1,2.395326437822046,0.9462759462759462
27,Col1a1,0.9845490921551073,0.5140845070422535
28,Col1a1,1.8950813731481864,0.7906976744186046
29,Col1a1,0.039116486115793214,0.02654867256637168
30,Col1a1,0.012389441067198186,0.013289036544850499
31,Col1a1,0.0,0.0
32,Col1a1,0.0,0.0
0,Col1a2,0.0201914750716903,0.013429752066115703
1,Col1a2,0.005166371491053127,0.007097791798107256
2,Col1a2,0.025592216987068914,0.018907563025210083
3,Col1a2,0.7951002717018127,0.42857142857142855
4,Col1a2,0.015535312116538224,0.01644736842105263
5,Col1a2,0.021255362287480782,0.02553191489361702
6,Col1a2,0.02948027221780074,0.05263157894736842
7,Col1a2,2.2517703825854913,0.8853046594982079
8,Col1a2,0.01615719291651768,0.010611050128064398
9,Col1a2,0.01455827434294049,0.01004728132387707
10,Col1a2,0.24039441124050917,0.08383233532934131
11,Col1a2,0.014599997989317336,0.010024301336573511
12,Col1a2,0.013330613887181451,0.00847457627118644
13,Col1a2,0.022113231600147405,0.0136986301369863
14,Col1a2,2.5246766911203373,0.8447626224566692
15,Col1a2,0.02214193121686763,0.010005408328826392
16,Col1a2,0.10671481910167925,0.04697986577181208
17,Col1a2,0.02572510848965561,0.017543859649122806
18,Col1a2,0.0225018249160942,0.011494252873563218
19,Col1a2,0.02292151705896441,0.012738853503184714
20,Col1a2,0.05659194293193915,0.025728987993138937
21,Col1a2,0.008066591728164488,0.012048192771084338
22,Col1a2,1.280036095211657,0.7272727272727273
23,Col1a2,0.020611658878088683,0.014381591562799617
24,Col1a2,0.993008830467192,0.5546218487394958
25,Col1a2,0.017398284559159545,0.010825439783491205
26,Col1a2,2.6485483465541124,0.9737484737484737
27,Col1a2,1.3333174225310205,0.6549295774647887
28,Col1a2,1.936265151168025,0.8604651162790697
29,Col1a2,0.03708412531202873,0.03982300884955752
30,Col1a2,0.019563024127206136,0.026578073089700997
31,Col1a2,0.0,0.0
32,Col1a2,0.0,0.0
0,Dcn,0.03702474176144797,0.023760330578512397
1,Dcn,0.015071306976986233,0.018138801261829655
2,Dcn,0.023805270550631676,0.026260504201680673
3,Dcn,1.2911916320974177,0.5064935064935064
4,Dcn,0.023746887761119165,0.02138157894736842
5,Dcn,0.02817642054659255,0.03404255319148936
6,Dcn,0.0,0.0
7,Dcn,1.1825257627767474,0.43010752688172044
8,Dcn,0.03218031867362622,0.020856201975850714
9,Dcn,0.03669152128780987,0.02541371158392435
10,Dcn,0.25744123801499785,0.08682634730538923
11,Dcn,0.022489446010508486,0.016099635479951396
12,Dcn,0.03228833720386488,0.02157164869029276
13,Dcn,0.03112038749538056,0.019178082191780823
14,Dcn,0.4505614204431892,0.17407686510926904
15,Dcn,0.03803617124817963,0.017577068685776097
16,Dcn,0.04444081351261011,0.026845637583892617
17,Dcn,0.027545863076260214,0.02631578947368421
18,Dcn,0.010389010796601745,0.011494252873563218
19,Dcn,0.04484277022956368,0.021939136588818117
20,Dcn,0.1449681825641907,0.07375643224699828
21,Dcn,0.0229278125437388,0.028112449799196786
22,Dcn,0.6524361295640961,0.2369146005509642
23,Dcn,0.021644529823145953,0.01725790987535954
24,Dcn,3.7659105012396803,0.9831932773109243
25,Dcn,0.03354500409553435,0.02165087956698241
26,Dcn,4.938784890704685,0.9981684981684982
27,Dcn,0.04593974267932731,0.014084507042253521
28,Dcn,0.47488662669825,0.18604651162790697
29,Dcn,0.08492820690163469,0.07079646017699115
30,Dcn,0.5315439874349639,0.31893687707641194
31,Dcn,0.03642601125380572,0.029411764705882353
32,Dcn,0.0,0.0
0,Lum,0.0037738769507605183,0.0030991735537190084
1,Lum,0.004006755558850261,0.00473186119873817
2,Lum,0.00412464198194632,0.0031512605042016808
3,Lum,0.097924187585905,0.05194805194805195
4,Lum,0.00946138907027872,0.008223684210526315
5,Lum,0.0,0.0
6,Lum,0.0,0.0
7,Lum,0.1111432196846145,0.060215053763440864
8,Lum,0.0019920548370283165,0.0014635931211123307
9,Lum,0.0,0.0
10,Lum,0.021634348138363776,0.011976047904191617
11,Lum,0.0006098399620009801,0.00030376670716889426
12,Lum,0.002562839463238356,0.0015408320493066256
13,Lum,0.0,0.0
14,Lum,0.015088751519094667,0.007535795026375283
15,Lum,0.0031681279029763666,0.0016224986479177934
16,Lum,0.0,0.0
17,Lum,0.017045371365128903,0.008771929824561403
18,Lum,0.0,0.0
19,Lum,0.003546806573024137,0.0014154281670205238
20,Lum,0.0035509257537423033,0.003430531732418525
21,Lum,0.007020589338248992,0.004016064257028112
22,Lum,0.5995695508872839,0.22176308539944903
23,Lum,0.0008523367623926237,0.0009587727708533077
24,Lum,0.008316506858633346,0.008403361344537815
25,Lum,0.0,0.0
26,Lum,1.9108886551544053,0.8229548229548229
27,Lum,0.014279310132416201,0.007042253521126761
28,Lum,0.0441157762394395,0.023255813953488372
29,Lum,0.02712275575747532,0.017699115044247787
30,Lum,0.005439381266749183,0.0033222591362126247
31,Lum,0.0,0.0
32,Lum,0.0,0.0
0,Pecam1,0.2518398740198001,0.1590909090909091
1,Pecam1,0.04474337314393618,0.0528391167192429
2,Pecam1,0.10214935573397063,0.13760504201680673
3,Pecam1,0.17638665128063846,0.14285714285714285
4,Pecam1,0.13773288788568033,0.13815789473684212
5,Pecam1,0.34408429112840205,0.3446808510638298
6,Pecam1,0.011228947263014944,0.05263157894736842
7,Pecam1,0.015058757156454107,0.013620071684587814
8,Pecam1,0.3455763807717235,0.24039517014270034
9,Pecam1,0.2273855342333762,0.18262411347517732
10,Pecam1,0.24030400250486272,0.12275449101796407
11,Pecam1,0.41064633394649225,0.29404617253948967
12,Pecam1,0.11769533049435756,0.08320493066255778
13,Pecam1,0.10236622286985998,0.07671232876712329
14,Pecam1,0.04204204635864465,0.023360964581763375
15,Pecam1,0.026455227428671475,0.01352082206598161
16,Pecam1,0.11675899860842916,0.08053691275167785
17,Pecam1,0.6520341164187381,0.45614035087719296
18,Pecam1,0.36628493050049094,0.4367816091954023
19,Pecam1,2.4276393107800978,0.8761500353857041
20,Pecam1,0.04077008044535668,0.036020583190394515
21,Pecam1,0.018162232326216488,0.01606425702811245
22,Pecam1,0.10730212811924537,0.09917355371900827
23,Pecam1,0.023587795254825288,0.016299137104506232
24,Pecam1,0.025869908453035755,0.03361344537815126
25,Pecam1,2.9669033490595216,0.9350473612990527
26,Pecam1,0.03689400597005828,0.038461538461538464
27,Pecam1,0.022920838544066523,0.014084507042253521
28,Pecam1,0.10830023330311443,0.09302325581395349
29,Pecam1,0.1350619151397089,0.2168141592920354
30,Pecam1,0.05547893146343801,0.06976744186046512
31,Pecam1,0.03762574055615593,0.029411764705882353
32,Pecam1,0.0,0.0
0,Cdh5,0.031134957432254286,0.013429752066115703
1,Cdh5,0.004546088140093565,0.005520504731861199
2,Cdh5,0.010029405793722938,0.009453781512605041
3,Cdh5,0.0,0.0
4,Cdh5,0.018227093313869677,0.014802631578947368
5,Cdh5,0.1834330104767008,0.17872340425531916
6,Cdh5,0.0,0.0
7,Cdh5,0.00385910951963035,0.0035842293906810036
8,Cdh5,0.00875341545475563,0.005122575923893158
9,Cdh5,0.0017774662368404668,0.0017730496453900709
10,Cdh5,0.00905889736678072,0.0029940119760479044
11,Cdh5,0.008134429900933007,0.0054678007290400975
12,Cdh5,0.0033222638036143064,0.0023112480739599386
13,Cdh5,0.0043670792285710166,0.00410958904109589
14,Cdh5,0.027857054241097055,0.013564431047475508
15,Cdh5,0.005991304932961018,0.0029745808545159546
16,Cdh5,0.01349065767838651,0.006711409395973154
17,Cdh5,0.011839606259998522,0.008771929824561403
18,Cdh5,0.01787463070332319,0.022988505747126436
19,Cdh5,2.5022671817889552,0.883934890304317
20,Cdh5,0.02417372885331077,0.0137221269296741
21,Cdh5,0.012777596113672218,0.008032128514056224
22,Cdh5,0.004438752642019392,0.0027548209366391185
23,Cdh5,0.014094927909847416,0.00862895493767977
24,Cdh5,0.00808956042057326,0.008403361344537815
25,Cdh5,3.104806972453333,0.9296346414073072
26,Cdh5,0.010320915680228571,0.008547008547008548
27,Cdh5,0.0,0.0
28,Cdh5,0.03318116831225018,0.023255813953488372
29,Cdh5,0.0069325917062506215,0.008849557522123894
30,Cdh5,0.0,0.0
31,Cdh5,0.0,0.0
32,Cdh5,0.0,0.0
0,Emcn,0.005398667302013428,0.002066115702479339
1,Emcn,0.0,0.0
2,Emcn,0.0009961380552844842,0.0021008403361344537
3,Emcn,0.0,0.0
4,Emcn,0.0020441646246533644,0.001644736842105263
5,Emcn,0.0,0.0
6,Emcn,0.0,0.0
7,Emcn,0.0,0.0
8,Emcn,0.002841680031576481,0.0018294914013904135
9,Emcn,0.0011508763541002928,0.000591016548463357
10,Emcn,0.0,0.0
11,Emcn,0.0019415615178545074,0.0015188335358444715
12,Emcn,0.0,0.0
13,Emcn,0.0,0.0
14,Emcn,0.0043589452108945175,0.003014318010550113
15,Emcn,0.0012270769214165927,0.0008112493239588967
16,Emcn,0.0,0.0
17,Emcn,0.0,0.0
18,Emcn,0.0,0.0
19,Emcn,0.670540393959607,0.33687190375088466
20,Emcn,0.0,0.0
21,Emcn,0.0014826511762228358,0.004016064257028112
22,Emcn,0.0007776261689577549,0.0013774104683195593
23,Emcn,0.002570381557724277,0.0028763183125599234
24,Emcn,0.0,0.0
25,Emcn,1.0401176455379015,0.5250338294993234
