"compartment","label","direction","gene"
"fibroblasts","__broad__","up","PARVA"
"fibroblasts","__broad__","up","PCDH7"
"fibroblasts","__broad__","up","PDE1A"
"fibroblasts","__broad__","up","PDE3B"
"fibroblasts","__broad__","up","PDE7B"
"fibroblasts","__broad__","up","PDGFC"
"fibroblasts","__broad__","up","PDLIM7"
"fibroblasts","__broad__","up","PGM1"
"fibroblasts","__broad__","up","PHLDA1"
"fibroblasts","__broad__","up","PIEZO2"
"fibroblasts","__broad__","up","PLCB4"
"fibroblasts","__broad__","up","PLEKHG1"
"fibroblasts","__broad__","up","PLSCR4"
"fibroblasts","__broad__","up","PON2"
"fibroblasts","__broad__","up","POSTN"
"fibroblasts","__broad__","up","POT1-AS1"
"fibroblasts","__broad__","up","PPFIA2"
"fibroblasts","__broad__","up","PPIC"
"fibroblasts","__broad__","up","PPP1R2"
"fibroblasts","__broad__","up","PREPL"
"fibroblasts","__broad__","up","PRICKLE2"
"fibroblasts","__broad__","up","PRKACB"
"fibroblasts","__broad__","up","PRKCA"
"fibroblasts","__broad__","up","PRR16"
"fibroblasts","__broad__","up","PRUNE2"
"fibroblasts","__broad__","up","PSD3"
"fibroblasts","__broad__","up","PTGDS"
"fibroblasts","__broad__","up","PTMS"
"fibroblasts","__broad__","up","PTPDC1"
"fibroblasts","__broad__","up","PTPN13"
"fibroblasts","__broad__","up","PYGO1"
"fibroblasts","__broad__","up","RCAN2"
"fibroblasts","__broad__","up","REPS1"
"fibroblasts","__broad__","up","RERG"
"fibroblasts","__broad__","up","RFX7"
"fibroblasts","__broad__","up","RNF115"
"fibroblasts","__broad__","up","ROBO2"
"fibroblasts","__broad__","up","ROR1"
"fibroblasts","__broad__","up","RTL8C"
"fibroblasts","__broad__","up","RUNX2"
"fibroblasts","__broad__","up","RYR2"
"fibroblasts","__broad__","up","SEC31A"
"fibroblasts","__broad__","up","SELENOW"
"fibroblasts","__broad__","up","SESN3"
"fibroblasts","__broad__","up","SFRP2"
"fibroblasts","__broad__","up","SGCD"
"fibroblasts","__broad__","up","SH3BGRL"
"fibroblasts","__broad__","up","SH3KBP1"
"fibroblasts","__broad__","up","SLC24A3"
"fibroblasts","__broad__","up","SLF2"
"fibroblasts","__broad__","up","SMARCA2"
"fibroblasts","__broad__","up","SMC6"
"fibroblasts","__broad__","up","SMYD3"
"fibroblasts","__broad__","up","SNCAIP"
"fibroblasts","__broad__","up","SPARC"
"fibroblasts","__broad__","up","SPATS2L"
"fibroblasts","__broad__","up","SPON1"
"fibroblasts","__broad__","up","SSC5D"
"fibroblasts","__broad__","up","SSX2IP"
"fibroblasts","__broad__","up","STIM2"
"fibroblasts","__broad__","up","SUGCT"
"fibroblasts","__broad__","up","SYNPO"
"fibroblasts","__broad__","up","SYTL2"
"fibroblasts","__broad__","up","TANC1"
"fibroblasts","__broad__","up","TASP1"
"fibroblasts","__broad__","up","TCIM"
"fibroblasts","__broad__","up","TENM3"
"fibroblasts","__broad__","up","TENM4"
"fibroblasts","__broad__","up","TGFB3"
"fibroblasts","__broad__","up","THY1"
"fibroblasts","__broad__","up","TMEM108"
"fibroblasts","__broad__","up","TMEM119"
"fibroblasts","__broad__","up","TMEM131"
"fibroblasts","__broad__","up","TMEM87A"
"fibroblasts","__broad__","up","TMEM98"
"fibroblasts","__broad__","up","TNFRSF19"
"fibroblasts","__broad__","up","TNIK"
"fibroblasts","__broad__","up","TPM2"
"fibroblasts","__broad__","up","TPPP3"
"fibroblasts","__broad__","up","TSC22D1"
"fibroblasts","__broad__","up","TSPAN5"
"fibroblasts","__broad__","up","TTC3"
"fibroblasts","__broad__","up","TUSC3"
"fibroblasts","__broad__","up","UBE2E3"
"fibroblasts","__broad__","up","UBE2Q2"
"fibroblasts","__broad__","up","UBTF"
"fibroblasts","__broad__","up","VSTM4"
"fibroblasts","__broad__","up","WDR41"
"fibroblasts","__broad__","up","WLS"
"fibroblasts","__broad__","up","ZMAT3"
"fibroblasts","__broad__","down","A4GALT"
"fibroblasts","__broad__","down","AADACL2"
"fibroblasts","__broad__","down","AASS"
"fibroblasts","__broad__","down","ABAT"
"fibroblasts","__broad__","down","ABCA1"
"fibroblasts","__broad__","down","ABCA6"
"fibroblasts","__broad__","down","ABCA9"
"fibroblasts","__broad__","down","ABCA9-AS1"
"fibroblasts","__broad__","down","ABR"
"fibroblasts","__broad__","down","ABTB1"
"fibroblasts","__broad__","down","ACAT1"
"fibroblasts","__broad__","down","ACKR2"
"fibroblasts","__broad__","down","ACKR3"
"fibroblasts","__broad__","down","ACKR4"
"fibroblasts","__broad__","down","ACSM3"
"fibroblasts","__broad__","down","ACYP1"
"fibroblasts","__broad__","down","ADA"
"fibroblasts","__broad__","down","ADAM15"
"fibroblasts","__broad__","down","ADAMTS4"
"fibroblasts","__broad__","down","ADAMTSL4"
"fibroblasts","__broad__","down","ADAP1"
"fibroblasts","__broad__","down","ADCY10"
"fibroblasts","__broad__","down","ADGRD1"
"fibroblasts","__broad__","down","ADH1B"
"fibroblasts","__broad__","down","ADRA1A"
"fibroblasts","__broad__","down","AIFM1"
"fibroblasts","__broad__","down","AIFM2"
"fibroblasts","__broad__","down","AKAP12"
"fibroblasts","__broad__","down","AKR1C2"
"fibroblasts","__broad__","down","AKR1C3"
"fibroblasts","__broad__","down","ALDH1A1"
"fibroblasts","__broad__","down","ALDH6A1"
"fibroblasts","__broad__","down","ALK"
"fibroblasts","__broad__","down","ANGPTL1"
"fibroblasts","__broad__","down","ANGPTL5"
"fibroblasts","__broad__","down","ANKFN1"
"fibroblasts","__broad__","down","ANKHD1-EIF4EBP3"
"fibroblasts","__broad__","down","APBB1IP"
"fibroblasts","__broad__","down","APH1B"
"fibroblasts","__broad__","down","APOL3"
"fibroblasts","__broad__","down","APRT"
"fibroblasts","__broad__","down","AR"
"fibroblasts","__broad__","down","ARHGAP29"
"fibroblasts","__broad__","down","ARID3A"
"fibroblasts","__broad__","down","ARMC9"
"fibroblasts","__broad__","down","ARRB1"
"fibroblasts","__broad__","down","ASAP3"
"fibroblasts","__broad__","down","ATOH8"
"fibroblasts","__broad__","down","ATP5PD"
"fibroblasts","__broad__","down","AVPI1"
"fibroblasts","__broad__","down","B4GALT1"
"fibroblasts","__broad__","down","BLVRB"
"fibroblasts","__broad__","down","C15orf61"
"fibroblasts","__broad__","down","C1R"
"fibroblasts","__broad__","down","C1RL"
"fibroblasts","__broad__","down","C6orf132"
"fibroblasts","__broad__","down","C9"
"fibroblasts","__broad__","down","C9orf72"
"fibroblasts","__broad__","down","CACHD1"
"fibroblasts","__broad__","down","CACNA2D3"
"fibroblasts","__broad__","down","CADM2"
"fibroblasts","__broad__","down","CALCRL"
"fibroblasts","__broad__","down","CALHM2"
"fibroblasts","__broad__","down","CARHSP1"
"fibroblasts","__broad__","down","CASP8"
"fibroblasts","__broad__","down","CATSPERB"
"fibroblasts","__broad__","down","CBSL"
"fibroblasts","__broad__","down","CBX7"
"fibroblasts","__broad__","down","CCDC3"
"fibroblasts","__broad__","down","CCDC69"
"fibroblasts","__broad__","down","CCDC73"
"fibroblasts","__broad__","down","CD14"
"fibroblasts","__broad__","down","CD38"
"fibroblasts","__broad__","down","CD40"
"fibroblasts","__broad__","down","CD70"
"fibroblasts","__broad__","down","CDC27"
"fibroblasts","__broad__","down","CDC42EP2"
"fibroblasts","__broad__","down","CDKN1B"
"fibroblasts","__broad__","down","CEBPD"
"fibroblasts","__broad__","down","CENPA"
"fibroblasts","__broad__","down","CENPO"
"fibroblasts","__broad__","down","CENPX"
"fibroblasts","__broad__","down","CFL2"
"fibroblasts","__broad__","down","CFLAR"
"fibroblasts","__broad__","down","CHPT1"
"fibroblasts","__broad__","down","CISD3"
"fibroblasts","__broad__","down","CKB"
"fibroblasts","__broad__","down","CLDN11"
"fibroblasts","__broad__","down","CLEC2B"
"fibroblasts","__broad__","down","CLIP1"
"fibroblasts","__broad__","down","CLSTN2"
"fibroblasts","__broad__","down","COQ8A"
"fibroblasts","__broad__","down","CORO2B"
"fibroblasts","__broad__","down","CORO6"
"fibroblasts","__broad__","down","CORO7-PAM16"
"fibroblasts","__broad__","down","COX5B"
"fibroblasts","__broad__","down","CPB1"
"fibroblasts","__broad__","down","CPT1A"
"fibroblasts","__broad__","down","CPXM2"
"fibroblasts","__broad__","down","CREBL2"
"fibroblasts","__broad__","down","CRIPT"
"fibroblasts","__broad__","down","CRISPLD2"
"fibroblasts","__broad__","down","CRKL"
"fibroblasts","__broad__","down","CSF1"
"fibroblasts","__broad__","down","CSF1R"
"fibroblasts","__broad__","down","CSF3"
"fibroblasts","__broad__","down","CTH"
"fibroblasts","__broad__","down","CYB5A"
"fibroblasts","__broad__","down","CYB5D1"
"fibroblasts","__broad__","down","CYP4B1"
"fibroblasts","__broad__","down","CYP4X1"
"fibroblasts","__broad__","down","DANCR"
"fibroblasts","__broad__","down","DCHS2"
"fibroblasts","__broad__","down","DCXR"
"fibroblasts","__broad__","down","DDR2"
"fibroblasts","__broad__","down","DEDD"
"fibroblasts","__broad__","down","DHCR24"
"fibroblasts","__broad__","down","DHPS"
"fibroblasts","__broad__","down","DHRS3"
"fibroblasts","__broad__","down","DNAJC19"
"fibroblasts","__broad__","down","DRAM1"
"fibroblasts","__broad__","down","DSE"
"fibroblasts","__broad__","down","ECE1"
"fibroblasts","__broad__","down","EDEM2"
"fibroblasts","__broad__","down","EFHD1"
"fibroblasts","__broad__","down","EHBP1"
"fibroblasts","__broad__","down","EIF4EBP2"
"fibroblasts","__broad__","down","ELL2"
"fibroblasts","__broad__","down","EMILIN2"
"fibroblasts","__broad__","down","EPB41"
"fibroblasts","__broad__","down","EPB41L3"
"fibroblasts","__broad__","down","EPHB6"
"fibroblasts","__broad__","down","ERMP1"
"fibroblasts","__broad__","down","FAM107A"
"fibroblasts","__broad__","down","FAM200B"
"fibroblasts","__broad__","down","FBLN5"
"fibroblasts","__broad__","down","FGF9"
"fibroblasts","__broad__","down","FIBCD1"
"fibroblasts","__broad__","down","FLOT1"
"fibroblasts","__broad__","down","FMC1"
"fibroblasts","__broad__","down","FOXP2"
"fibroblasts","__broad__","down","FPGS"
"fibroblasts","__broad__","down","FSTL3"
"fibroblasts","__broad__","down","FTL"
"fibroblasts","__broad__","down","FUOM"
"fibroblasts","__broad__","down","FYN"
"fibroblasts","__broad__","down","FZD4"
"fibroblasts","__broad__","down","G6PD"
"fibroblasts","__broad__","down","GAB2"
"fibroblasts","__broad__","down","GABARAPL1"
"fibroblasts","__broad__","down","GALNT15"
"fibroblasts","__broad__","down","GDPD5"
"fibroblasts","__broad__","down","GFPT2"
"fibroblasts","__broad__","down","GFRA1"
"fibroblasts","__broad__","down","GGNBP2"
"fibroblasts","__broad__","down","GGT1"
"fibroblasts","__broad__","down","GGT5"
"fibroblasts","__broad__","down","GLP2R"
"fibroblasts","__broad__","down","GLRX"
"fibroblasts","__broad__","down","GLUL"
"fibroblasts","__broad__","down","GPD1L"
"fibroblasts","__broad__","down","GPR160"
"fibroblasts","__broad__","down","GPRC5D-AS1"
"fibroblasts","__broad__","down","GPX3"
"fibroblasts","__broad__","down","GPX4"
"fibroblasts","__broad__","down","GRHL1"
"fibroblasts","__broad__","down","GRM5"
"fibroblasts","__broad__","down","HAUS6"
"fibroblasts","__broad__","down","HLA-E"
"fibroblasts","__broad__","down","HNRNPC"
"fibroblasts","__broad__","down","HOMEZ"
"fibroblasts","__broad__","down","HOTAIRM1"
"fibroblasts","__broad__","down","HP"
"fibroblasts","__broad__","down","HSD17B14"
"fibroblasts","__broad__","down","HSD17B7"
"fibroblasts","__broad__","down","ID2"
"fibroblasts","__broad__","down","ID3"
"fibroblasts","__broad__","down","IFITM2"
"fibroblasts","__broad__","down","IFITM3"
"fibroblasts","__broad__","down","IFNGR2"
"fibroblasts","__broad__","down","IGFBP6"
"fibroblasts","__broad__","down","IGFLR1"
"fibroblasts","__broad__","down","IL15RA"
"fibroblasts","__broad__","down","IL17RC"
"fibroblasts","__broad__","down","IL18"
"fibroblasts","__broad__","down","IL33"
"fibroblasts","__broad__","down","IL6"
"fibroblasts","__broad__","down","IMPA2"
"fibroblasts","__broad__","down","INSL6"
"fibroblasts","__broad__","down","INSR"
"fibroblasts","__broad__","down","IPMK"
"fibroblasts","__broad__","down","IRF1"
"fibroblasts","__broad__","down","ITPKB"
"fibroblasts","__broad__","down","ITPR2"
"fibroblasts","__broad__","down","ITPR3"
"fibroblasts","__broad__","down","ITSN2"
"fibroblasts","__broad__","down","JUP"
"fibroblasts","__broad__","down","KCNB1"
"fibroblasts","__broad__","down","KCNK15-AS1"
"fibroblasts","__broad__","down","KDSR"
"fibroblasts","__broad__","down","KIAA1671"
"fibroblasts","__broad__","down","KIRREL1"
"fibroblasts","__broad__","down","KLB"
"fibroblasts","__broad__","down","KLRD1"
"fibroblasts","__broad__","down","KYNU"
"fibroblasts","__broad__","down","LARP6"
"fibroblasts","__broad__","down","LINC01028"
"fibroblasts","__broad__","down","LINC01239"
"fibroblasts","__broad__","down","LINC01257"
"fibroblasts","__broad__","down","LINC01359"
"fibroblasts","__broad__","down","LINC01476"
"fibroblasts","__broad__","down","LINC01695"
"fibroblasts","__broad__","down","LINC02147"
"fibroblasts","__broad__","down","LINC02202"
"fibroblasts","__broad__","down","LINC02381"
"fibroblasts","__broad__","down","LMO3"
"fibroblasts","__broad__","down","LMX1A"
"fibroblasts","__broad__","down","LRP4"
"fibroblasts","__broad__","down","LRRC49"
"fibroblasts","__broad__","down","LSS"
"fibroblasts","__broad__","down","LYSMD2"
"fibroblasts","__broad__","down","MAN1C1"
"fibroblasts","__broad__","down","MAOA"
"fibroblasts","__broad__","down","MAP1LC3A"
"fibroblasts","__broad__","down","MAP1LC3C"
"fibroblasts","__broad__","down","MAP7D2"
"fibroblasts","__broad__","down","MAPK9"
"fibroblasts","__broad__","down","MAT2B"
"fibroblasts","__broad__","down","MDC1"
"fibroblasts","__broad__","down","MED16"
"fibroblasts","__broad__","down","MED30"
"fibroblasts","__broad__","down","MEGF6"
"fibroblasts","__broad__","down","METTL7A"
"fibroblasts","__broad__","down","MFGE8"
"fibroblasts","__broad__","down","MGST1"
"fibroblasts","__broad__","down","MID1IP1"
"fibroblasts","__broad__","down","MINK1"
"fibroblasts","__broad__","down","MLXIPL"
"fibroblasts","__broad__","down","MPST"
"fibroblasts","__broad__","down","MPZL1"
"fibroblasts","__broad__","down","MRPL22"
"fibroblasts","__broad__","down","MRPL53"
"fibroblasts","__broad__","down","MRPS36"
"fibroblasts","__broad__","down","MSR1"
"fibroblasts","__broad__","down","MT-CO2"
"fibroblasts","__broad__","down","MTFR1"
"fibroblasts","__broad__","down","MTURN"
"fibroblasts","__broad__","down","MXI1"
"fibroblasts","__broad__","down","MYOM1"
"fibroblasts","__broad__","down","MYRIP"
"fibroblasts","__broad__","down","NAA38"
"fibroblasts","__broad__","down","NAMPT"
"fibroblasts","__broad__","down","NCSTN"
"fibroblasts","__broad__","down","NDRG1"
"fibroblasts","__broad__","down","NDRG2"
"fibroblasts","__broad__","down","NDUFA2"
"fibroblasts","__broad__","down","NECAB1"
"fibroblasts","__broad__","down","NFIL3"
"fibroblasts","__broad__","down","NFKB1"
"fibroblasts","__broad__","down","NFKBIA"
"fibroblasts","__broad__","down","NFKBIZ"
"fibroblasts","__broad__","down","NGF"
"fibroblasts","__broad__","down","NGF-AS1"
"fibroblasts","__broad__","down","NID1"
"fibroblasts","__broad__","down","NIPSNAP3B"
"fibroblasts","__broad__","down","NLGN1"
"fibroblasts","__broad__","down","NMT1"
"fibroblasts","__broad__","down","NNMT"
"fibroblasts","__broad__","down","NOCT"
"fibroblasts","__broad__","down","NOVA1"
"fibroblasts","__broad__","down","NPR1"
"fibroblasts","__broad__","down","NPY1R"
"fibroblasts","__broad__","down","NQO1"
"fibroblasts","__broad__","down","NR3C2"
"fibroblasts","__broad__","down","NUDT16"
"fibroblasts","__broad__","down","NUP210L"
"fibroblasts","__broad__","down","NUPR1"
"fibroblasts","__broad__","down","OSER1"
"fibroblasts","__broad__","down","OSMR"
"fibroblasts","__broad__","down","OTUD1"
"fibroblasts","__broad__","down","OXNAD1"
"fibroblasts","__broad__","down","PASK"
"fibroblasts","__broad__","down","PCK2"
"fibroblasts","__broad__","down","PCSK5"
"fibroblasts","__broad__","down","PCSK6"
"fibroblasts","__broad__","down","PCYT2"
"fibroblasts","__broad__","down","PDE7A"
"fibroblasts","__broad__","down","PDGFRL"
"fibroblasts","__broad__","down","PDZK1"
"fibroblasts","__broad__","down","PGD"
"fibroblasts","__broad__","down","PHF3"
"fibroblasts","__broad__","down","PHGDH"
"fibroblasts","__broad__","down","PHLDB2"
"fibroblasts","__broad__","down","PHYHIP"
"fibroblasts","__broad__","down","PID1"
"fibroblasts","__broad__","down","PILRA"
"fibroblasts","__broad__","down","PIP4K2A"
"fibroblasts","__broad__","down","PKD1L3"
"fibroblasts","__broad__","down","PLAT"
"fibroblasts","__broad__","down","PLCXD3"
"fibroblasts","__broad__","down","PLIN2"
"fibroblasts","__broad__","down","PLPP3"
"fibroblasts","__broad__","down","PLSCR1"
"fibroblasts","__broad__","down","PNPLA2"
"fibroblasts","__broad__","down","POLD4"
"fibroblasts","__broad__","down","POLR3E"
"fibroblasts","__broad__","down","POR"
"fibroblasts","__broad__","down","POU2F3"
"fibroblasts","__broad__","down","PPARA"
"fibroblasts","__broad__","down","PPL"
"fibroblasts","__broad__","down","PRELP"
"fibroblasts","__broad__","down","PRKCG"
"fibroblasts","__broad__","down","PROCR"
"fibroblasts","__broad__","down","PRR13"
"fibroblasts","__broad__","down","PRRX2"
"fibroblasts","__broad__","down","PSEN1"
"fibroblasts","__broad__","down","PSMB1"
"fibroblasts","__broad__","down","PTK2B"
"fibroblasts","__broad__","down","PTPRS"
"fibroblasts","__broad__","down","PXK"
"fibroblasts","__broad__","down","PXMP2"
"fibroblasts","__broad__","down","RAD9A"
"fibroblasts","__broad__","down","RADIL"
"fibroblasts","__broad__","down","RAMP2"
"fibroblasts","__broad__","down","RASA1"
"fibroblasts","__broad__","down","RASSF4"
"fibroblasts","__broad__","down","RASSF5"
"fibroblasts","__broad__","down","RDH10"
"fibroblasts","__broad__","down","RETREG1"
"fibroblasts","__broad__","down","RFFL"
"fibroblasts","__broad__","down","RHBDL2"
"fibroblasts","__broad__","down","RILPL2"
"fibroblasts","__broad__","down","RMND5B"
"fibroblasts","__broad__","down","RNASE4"
"fibroblasts","__broad__","down","RNASEH2C"
"fibroblasts","__broad__","down","RNF114"
"fibroblasts","__broad__","down","RNF181"
"fibroblasts","__broad__","down","RPL21"
"fibroblasts","__broad__","down","RPL23"
"fibroblasts","__broad__","down","RPS15"
"fibroblasts","__broad__","down","RPS25"
"fibroblasts","__broad__","down","RPS28"
"fibroblasts","__broad__","down","RPS29"
"fibroblasts","__broad__","down","RPS6KA2"
"fibroblasts","__broad__","down","RRAGC"
"fibroblasts","__broad__","down","S100A9"
"fibroblasts","__broad__","down","SAA1"
"fibroblasts","__broad__","down","SAMSN1"
"fibroblasts","__broad__","down","SERPINB1"
"fibroblasts","__broad__","down","SERPINE2"
"fibroblasts","__broad__","down","SERPINF2"
"fibroblasts","__broad__","down","SERPING1"
"fibroblasts","__broad__","down","SESN2"
"fibroblasts","__broad__","down","SESTD1"
"fibroblasts","__broad__","down","SFTPC"
"fibroblasts","__broad__","down","SH3BP5"
"fibroblasts","__broad__","down","SHC3"
"fibroblasts","__broad__","down","SHMT1"
"fibroblasts","__broad__","down","SIRPA"
"fibroblasts","__broad__","down","SLC16A12"
"fibroblasts","__broad__","down","SLC16A7"
"fibroblasts","__broad__","down","SLC1A7"
"fibroblasts","__broad__","down","SLC22A5"
"fibroblasts","__broad__","down","SLC25A16"
"fibroblasts","__broad__","down","SLC25A37"
"fibroblasts","__broad__","down","SLC27A3"
"fibroblasts","__broad__","down","SLC38A1"
"fibroblasts","__broad__","down","SLC39A14"
"fibroblasts","__broad__","down","SLC48A1"
"fibroblasts","__broad__","down","SLC9A3R1"
"fibroblasts","__broad__","down","SLPI"
