"NGenes","Correlation","Direction","PValue","FDR","set","compartment","label","cell_floor","correlation_setting","n_control","n_antiIL1B","assayed_fraction","FDR_global_early","FDR_reserving_late_family"
120,0.01,"Down",0.0133368265810101,0.0533473063240405,"HALLMARK_G2M_CHECKPOINT","alveolar","__broad__",30,"fixed001",4,3,0.969230769230769,0.101693302680202,0.203386605360404
141,0.178851698201754,"Up",0.666008886828011,0.812687393395255,"HALLMARK_TNFA_SIGNALING_VIA_NFKB","alveolar","mixed_AT2_AT1_alveolar",30,"estimated",3,3,0.98469387755102,0.850341377559999,1
78,0.0366086431662181,"Up",0.726325256585106,0.812687393395255,"HALLMARK_INFLAMMATORY_RESPONSE","alveolar","mixed_AT2_AT1_alveolar",30,"estimated",3,3,0.99492385786802,0.850341377559999,1
46,0.00452891643028195,"Down",0.478191336782602,0.812687393395255,"HALLMARK_IL6_JAK_STAT3_SIGNALING","alveolar","mixed_AT2_AT1_alveolar",30,"estimated",3,3,0.976470588235294,0.850341377559999,1
114,0.00482108987352467,"Up",0.696525046475114,0.812687393395255,"HALLMARK_HYPOXIA","alveolar","mixed_AT2_AT1_alveolar",30,"estimated",3,3,0.974874371859297,0.850341377559999,1
111,0.0299564512050182,"Down",0.405337442486784,0.812687393395255,"HALLMARK_GLYCOLYSIS","alveolar","mixed_AT2_AT1_alveolar",30,"estimated",3,3,0.985,0.850341377559999,1
133,0.00995692611547965,"Up",0.812687393395255,0.812687393395255,"HALLMARK_P53_PATHWAY","alveolar","mixed_AT2_AT1_alveolar",30,"estimated",3,3,0.97,0.885248767805545,1
88,0.04198421685233,"Down",0.236454087133061,0.812687393395255,"HALLMARK_E2F_TARGETS","alveolar","mixed_AT2_AT1_alveolar",30,"estimated",3,3,0.979899497487437,0.850341377559999,1
92,0.04838607361854,"Down",0.356299284451683,0.812687393395255,"HALLMARK_G2M_CHECKPOINT","alveolar","mixed_AT2_AT1_alveolar",30,"estimated",3,3,0.969230769230769,0.850341377559999,1
141,0.01,"Up",0.127068937661074,0.338850500429531,"HALLMARK_TNFA_SIGNALING_VIA_NFKB","alveolar","mixed_AT2_AT1_alveolar",30,"fixed001",3,3,0.98469387755102,0.322966883221897,0.645933766443793
78,0.01,"Up",0.58190763706002,0.77587684941336,"HALLMARK_INFLAMMATORY_RESPONSE","alveolar","mixed_AT2_AT1_alveolar",30,"fixed001",3,3,0.99492385786802,0.696007173738456,1
46,0.01,"Down",0.476245958409946,0.761993533455914,"HALLMARK_IL6_JAK_STAT3_SIGNALING","alveolar","mixed_AT2_AT1_alveolar",30,"fixed001",3,3,0.976470588235294,0.645577854733483,1
114,0.01,"Up",0.720619431448296,0.80045888498526,"HALLMARK_HYPOXIA","alveolar","mixed_AT2_AT1_alveolar",30,"fixed001",3,3,0.974874371859297,0.799232460333565,1
111,0.01,"Down",0.184783511215104,0.369567022430209,"HALLMARK_GLYCOLYSIS","alveolar","mixed_AT2_AT1_alveolar",30,"fixed001",3,3,0.985,0.396916245019701,0.793832490039402
133,0.01,"Up",0.80045888498526,0.80045888498526,"HALLMARK_P53_PATHWAY","alveolar","mixed_AT2_AT1_alveolar",30,"fixed001",3,3,0.97,0.856631438317559,1
88,0.01,"Down",0.0285402680608701,0.22832214448696,"HALLMARK_E2F_TARGETS","alveolar","mixed_AT2_AT1_alveolar",30,"fixed001",3,3,0.979899497487437,0.124548204834992,0.249096409669984
92,0.01,"Down",0.0804751996819931,0.321900798727973,"HALLMARK_G2M_CHECKPOINT","alveolar","mixed_AT2_AT1_alveolar",30,"fixed001",3,3,0.969230769230769,0.233761294314361,0.467522588628722
169,0.0647357098053249,"Down",0.637943283856667,0.765531940628,"HALLMARK_TNFA_SIGNALING_VIA_NFKB","fibroblast","__broad__",50,"estimated",4,3,0.98469387755102,0.841528415398144,1
133,0.0174038000978928,"Down",0.554312881645298,0.765531940628,"HALLMARK_INFLAMMATORY_RESPONSE","fibroblast","__broad__",50,"estimated",4,3,0.99492385786802,0.83646590542218,1
63,0.0400418475302854,"Up",0.502922903488566,0.765531940628,"HALLMARK_IL6_JAK_STAT3_SIGNALING","fibroblast","__broad__",50,"estimated",4,3,0.976470588235294,0.83646590542218,1
51,0.0735031177276088,"Down",0.358662939417514,0.765531940628,"HALLMARK_TGF_BETA_SIGNALING","fibroblast","__broad__",50,"estimated",4,3,1,0.83646590542218,1
34,0.00598446052396548,"Down",0.272846931818625,0.765531940628,"HALLMARK_WNT_BETA_CATENIN_SIGNALING","fibroblast","__broad__",50,"estimated",4,3,1,0.83646590542218,1
154,0.0617339462527299,"Up",0.93716209013708,0.93716209013708,"REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION","fibroblast","__broad__",50,"estimated",4,3,0.988461538461539,0.946187161254246,1
169,0.01,"Down",0.293084856295824,0.439627284443736,"HALLMARK_TNFA_SIGNALING_VIA_NFKB","fibroblast","__broad__",50,"fixed001",4,3,0.98469387755102,0.449396779653597,0.898793559307194
133,0.01,"Down",0.450532712170728,0.540639254604874,"HALLMARK_INFLAMMATORY_RESPONSE","fibroblast","__broad__",50,"fixed001",4,3,0.99492385786802,0.592128707424386,1
63,0.01,"Up",0.290575492482963,0.439627284443736,"HALLMARK_IL6_JAK_STAT3_SIGNALING","fibroblast","__broad__",50,"fixed001",4,3,0.976470588235294,0.449396779653597,0.898793559307194
51,0.01,"Down",0.0747656389675784,0.439627284443736,"HALLMARK_TGF_BETA_SIGNALING","fibroblast","__broad__",50,"fixed001",4,3,1,0.202307023088742,0.404614046177483
34,0.01,"Down",0.242502344796059,0.439627284443736,"HALLMARK_WNT_BETA_CATENIN_SIGNALING","fibroblast","__broad__",50,"fixed001",4,3,1,0.446204314424748,0.892408628849496
154,0.01,"Up",0.866533106280264,0.866533106280264,"REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION","fibroblast","__broad__",50,"fixed001",4,3,0.988461538461539,0.898276534700076,1
169,0.0647357098053249,"Down",0.637943283856667,0.765531940628,"HALLMARK_TNFA_SIGNALING_VIA_NFKB","fibroblast","__broad__",30,"estimated",4,3,0.98469387755102,0.850341377559999,1
133,0.0174038000978928,"Down",0.554312881645298,0.765531940628,"HALLMARK_INFLAMMATORY_RESPONSE","fibroblast","__broad__",30,"estimated",4,3,0.99492385786802,0.850341377559999,1
63,0.0400418475302854,"Up",0.502922903488566,0.765531940628,"HALLMARK_IL6_JAK_STAT3_SIGNALING","fibroblast","__broad__",30,"estimated",4,3,0.976470588235294,0.850341377559999,1
51,0.0735031177276088,"Down",0.358662939417514,0.765531940628,"HALLMARK_TGF_BETA_SIGNALING","fibroblast","__broad__",30,"estimated",4,3,1,0.850341377559999,1
34,0.00598446052396548,"Down",0.272846931818625,0.765531940628,"HALLMARK_WNT_BETA_CATENIN_SIGNALING","fibroblast","__broad__",30,"estimated",4,3,1,0.850341377559999,1
154,0.0617339462527299,"Up",0.93716209013708,0.93716209013708,"REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION","fibroblast","__broad__",30,"estimated",4,3,0.988461538461539,0.96195694727515,1
169,0.01,"Down",0.293084856295824,0.439627284443736,"HALLMARK_TNFA_SIGNALING_VIA_NFKB","fibroblast","__broad__",30,"fixed001",4,3,0.98469387755102,0.47047832194856,0.940956643897119
133,0.01,"Down",0.450532712170728,0.540639254604874,"HALLMARK_INFLAMMATORY_RESPONSE","fibroblast","__broad__",30,"fixed001",4,3,0.99492385786802,0.624602169145782,1
63,0.01,"Up",0.290575492482963,0.439627284443736,"HALLMARK_IL6_JAK_STAT3_SIGNALING","fibroblast","__broad__",30,"fixed001",4,3,0.976470588235294,0.47047832194856,0.940956643897119
51,0.01,"Down",0.0747656389675784,0.439627284443736,"HALLMARK_TGF_BETA_SIGNALING","fibroblast","__broad__",30,"fixed001",4,3,1,0.228035198851114,0.456070397702228
34,0.01,"Down",0.242502344796059,0.439627284443736,"HALLMARK_WNT_BETA_CATENIN_SIGNALING","fibroblast","__broad__",30,"fixed001",4,3,1,0.448261910077563,0.896523820155126
154,0.01,"Up",0.866533106280264,0.866533106280264,"REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION","fibroblast","__broad__",30,"fixed001",4,3,0.988461538461539,0.908536878316768,1
170,0.0674747102383188,"Down",0.451437933725381,0.755762279480532,"HALLMARK_TNFA_SIGNALING_VIA_NFKB","fibroblast","__broad__",100,"estimated",3,3,0.98469387755102,0.879946016970668,1
133,0.0182451682784972,"Down",0.550988668958111,0.755762279480532,"HALLMARK_INFLAMMATORY_RESPONSE","fibroblast","__broad__",100,"estimated",3,3,0.99492385786802,0.879946016970668,1
64,0.0476086508719968,"Up",0.62980189956711,0.755762279480532,"HALLMARK_IL6_JAK_STAT3_SIGNALING","fibroblast","__broad__",100,"estimated",3,3,0.976470588235294,0.879946016970668,1
51,0.0998340736078111,"Down",0.415656391845987,0.755762279480532,"HALLMARK_TGF_BETA_SIGNALING","fibroblast","__broad__",100,"estimated",3,3,1,0.879946016970668,1
33,-0.010338331165797,"Down",0.325904625622279,0.755762279480532,"HALLMARK_WNT_BETA_CATENIN_SIGNALING","fibroblast","__broad__",100,"estimated",3,3,1,0.879946016970668,1
155,0.0694494133818492,"Down",0.949013466622148,0.949013466622148,"REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION","fibroblast","__broad__",100,"estimated",3,3,0.988461538461539,0.952839398970922,1
170,0.01,"Down",0.0741338199088832,0.22240145972665,"HALLMARK_TNFA_SIGNALING_VIA_NFKB","fibroblast","__broad__",100,"fixed001",3,3,0.98469387755102,0.214164368625663,0.428328737251325
133,0.01,"Down",0.4309881341577,0.51718576098924,"HALLMARK_INFLAMMATORY_RESPONSE","fibroblast","__broad__",100,"fixed001",3,3,0.99492385786802,0.659158322829423,1
64,0.01,"Up",0.414822734933575,0.51718576098924,"HALLMARK_IL6_JAK_STAT3_SIGNALING","fibroblast","__broad__",100,"fixed001",3,3,0.976470588235294,0.659158322829423,1
51,0.01,"Down",0.0701711806505662,0.22240145972665,"HALLMARK_TGF_BETA_SIGNALING","fibroblast","__broad__",100,"fixed001",3,3,1,0.214164368625663,0.428328737251325
33,0.01,"Down",0.330050695502476,0.51718576098924,"HALLMARK_WNT_BETA_CATENIN_SIGNALING","fibroblast","__broad__",100,"fixed001",3,3,1,0.572087872204291,1
155,0.01,"Down",0.88414949724263,0.88414949724263,"REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION","fibroblast","__broad__",100,"fixed001",3,3,0.988461538461539,0.937088884198143,1
152,0.104484427789277,"Down",0.185749474274831,0.528880066854139,"HALLMARK_TNFA_SIGNALING_VIA_NFKB","fibroblast","fibroblast_Gsn",50,"estimated",4,3,0.98469387755102,0.829862052259875,1
111,0.0484123816201341,"Down",0.26444003342707,0.528880066854139,"HALLMARK_INFLAMMATORY_RESPONSE","fibroblast","fibroblast_Gsn",50,"estimated",4,3,0.99492385786802,0.83646590542218,1
56,0.0435860290550905,"Down",0.568305629155287,0.568305629155287,"HALLMARK_IL6_JAK_STAT3_SIGNALING","fibroblast","fibroblast_Gsn",50,"estimated",4,3,0.976470588235294,0.83646590542218,1
49,0.105262926880661,"Down",0.470954283745192,0.565145140494231,"HALLMARK_TGF_BETA_SIGNALING","fibroblast","fibroblast_Gsn",50,"estimated",4,3,1,0.83646590542218,1
27,-0.0262750030871135,"Down",0.0685341563177422,0.411204937906453,"HALLMARK_WNT_BETA_CATENIN_SIGNALING","fibroblast","fibroblast_Gsn",50,"estimated",4,3,1,0.788142797654035,1
129,0.0843175173621424,"Down",0.389615646180425,0.565145140494231,"REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION","fibroblast","fibroblast_Gsn",50,"estimated",4,3,0.988461538461539,0.83646590542218,1
152,0.01,"Down",7.74379375262661e-05,0.000464627625157597,"HALLMARK_TNFA_SIGNALING_VIA_NFKB","fibroblast","fibroblast_Gsn",50,"fixed001",4,3,0.98469387755102,0.00128467761255208,0.00256935522510416
111,0.01,"Down",0.0295249763683972,0.0587969794447019,"HALLMARK_INFLAMMATORY_RESPONSE","fibroblast","fibroblast_Gsn",50,"fixed001",4,3,0.99492385786802,0.107338968101351,0.214677936202703
56,0.01,"Down",0.366717472607765,0.366717472607765,"HALLMARK_IL6_JAK_STAT3_SIGNALING","fibroblast","fibroblast_Gsn",50,"fixed001",4,3,0.976470588235294,0.527156366873663,1
49,0.01,"Down",0.115443594868475,0.13853231384217,"HALLMARK_TGF_BETA_SIGNALING","fibroblast","fibroblast_Gsn",50,"fixed001",4,3,1,0.295022520219436,0.590045040438871
27,0.01,"Down",0.039197986296468,0.0587969794447019,"HALLMARK_WNT_BETA_CATENIN_SIGNALING","fibroblast","fibroblast_Gsn",50,"fixed001",4,3,1,0.120207157975835,0.24041431595167
129,0.01,"Down",0.0326683815960635,0.0587969794447019,"REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION","fibroblast","fibroblast_Gsn",50,"fixed001",4,3,0.988461538461539,0.107338968101351,0.214677936202703
152,0.104484427789277,"Down",0.185749474274831,0.528880066854139,"HALLMARK_TNFA_SIGNALING_VIA_NFKB","fibroblast","fibroblast_Gsn",30,"estimated",4,3,0.98469387755102,0.850341377559999,1
111,0.0484123816201341,"Down",0.26444003342707,0.528880066854139,"HALLMARK_INFLAMMATORY_RESPONSE","fibroblast","fibroblast_Gsn",30,"estimated",4,3,0.99492385786802,0.850341377559999,1
56,0.0435860290550905,"Down",0.568305629155287,0.568305629155287,"HALLMARK_IL6_JAK_STAT3_SIGNALING","fibroblast","fibroblast_Gsn",30,"estimated",4,3,0.976470588235294,0.850341377559999,1
49,0.105262926880661,"Down",0.470954283745192,0.565145140494231,"HALLMARK_TGF_BETA_SIGNALING","fibroblast","fibroblast_Gsn",30,"estimated",4,3,1,0.850341377559999,1
27,-0.0262750030871135,"Down",0.0685341563177422,0.411204937906453,"HALLMARK_WNT_BETA_CATENIN_SIGNALING","fibroblast","fibroblast_Gsn",30,"estimated",4,3,1,0.836116707076454,1
129,0.0843175173621424,"Down",0.389615646180425,0.565145140494231,"REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION","fibroblast","fibroblast_Gsn",30,"estimated",4,3,0.988461538461539,0.850341377559999,1
152,0.01,"Down",7.74379375262661e-05,0.000464627625157597,"HALLMARK_TNFA_SIGNALING_VIA_NFKB","fibroblast","fibroblast_Gsn",30,"fixed001",4,3,0.98469387755102,0.0012776956690056,0.00255539133801121
111,0.01,"Down",0.0295249763683972,0.0587969794447019,"HALLMARK_INFLAMMATORY_RESPONSE","fibroblast","fibroblast_Gsn",30,"fixed001",4,3,0.99492385786802,0.124548204834992,0.249096409669984
56,0.01,"Down",0.366717472607765,0.366717472607765,"HALLMARK_IL6_JAK_STAT3_SIGNALING","fibroblast","fibroblast_Gsn",30,"fixed001",4,3,0.976470588235294,0.545604044611553,1
49,0.01,"Down",0.115443594868475,0.13853231384217,"HALLMARK_TGF_BETA_SIGNALING","fibroblast","fibroblast_Gsn",30,"fixed001",4,3,1,0.320093603953498,0.640187207906997
27,0.01,"Down",0.039197986296468,0.0587969794447019,"HALLMARK_WNT_BETA_CATENIN_SIGNALING","fibroblast","fibroblast_Gsn",30,"fixed001",4,3,1,0.140651597887326,0.281303195774652
129,0.01,"Down",0.0326683815960635,0.0587969794447019,"REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION","fibroblast","fibroblast_Gsn",30,"fixed001",4,3,0.988461538461539,0.124548204834992,0.249096409669984
113,0.124532399828672,"Up",0.449190601561092,0.518847412647545,"HALLMARK_TNFA_SIGNALING_VIA_NFKB","fibroblast","fibroblast_Itga8",50,"estimated",3,3,0.98469387755102,0.83646590542218,1
74,0.0319721522171632,"Up",0.132645915200632,0.518847412647545,"HALLMARK_INFLAMMATORY_RESPONSE","fibroblast","fibroblast_Itga8",50,"estimated",3,3,0.99492385786802,0.829862052259875,1
43,0.035989320066159,"Up",0.415366540410542,0.518847412647545,"HALLMARK_IL6_JAK_STAT3_SIGNALING","fibroblast","fibroblast_Itga8",50,"estimated",3,3,0.976470588235294,0.83646590542218,1
41,0.132116542850745,"Up",0.518847412647545,0.518847412647545,"HALLMARK_TGF_BETA_SIGNALING","fibroblast","fibroblast_Itga8",50,"estimated",3,3,1,0.83646590542218,1
22,-0.0361550540577338,"Down",0.233669396528377,0.518847412647545,"HALLMARK_WNT_BETA_CATENIN_SIGNALING","fibroblast","fibroblast_Itga8",50,"estimated",3,3,1,0.83646590542218,1
119,0.0492337122227375,"Up",0.453754522297182,0.518847412647545,"REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION","fibroblast","fibroblast_Itga8",50,"estimated",3,3,0.988461538461539,0.83646590542218,1
113,0.01,"Up",0.0265919371401936,0.0797758114205807,"HALLMARK_TNFA_SIGNALING_VIA_NFKB","fibroblast","fibroblast_Itga8",50,"fixed001",3,3,0.98469387755102,0.107338968101351,0.214677936202703
74,0.01,"Up",0.00902574146567868,0.0541544487940721,"HALLMARK_INFLAMMATORY_RESPONSE","fibroblast","fibroblast_Itga8",50,"fixed001",3,3,0.99492385786802,0.0691973512368699,0.13839470247374
43,0.01,"Up",0.227825369974645,0.227825369974645,"HALLMARK_IL6_JAK_STAT3_SIGNALING","fibroblast","fibroblast_Itga8",50,"fixed001",3,3,0.976470588235294,0.436665292451403,0.873330584902805
41,0.01,"Up",0.135081609341165,0.216030208517067,"HALLMARK_TGF_BETA_SIGNALING","fibroblast","fibroblast_Itga8",50,"fixed001",3,3,1,0.325775845067012,0.651551690134025
22,0.01,"Down",0.202532597519598,0.227825369974645,"HALLMARK_WNT_BETA_CATENIN_SIGNALING","fibroblast","fibroblast_Itga8",50,"fixed001",3,3,1,0.405065195039196,0.810130390078391
119,0.01,"Up",0.144020139011378,0.216030208517067,"REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION","fibroblast","fibroblast_Itga8",50,"fixed001",3,3,0.988461538461539,0.325775845067012,0.651551690134025
113,0.124532399828672,"Up",0.449190601561092,0.518847412647545,"HALLMARK_TNFA_SIGNALING_VIA_NFKB","fibroblast","fibroblast_Itga8",30,"estimated",3,3,0.98469387755102,0.850341377559999,1
74,0.0319721522171632,"Up",0.132645915200632,0.518847412647545,"HALLMARK_INFLAMMATORY_RESPONSE","fibroblast","fibroblast_Itga8",30,"estimated",3,3,0.99492385786802,0.850341377559999,1
43,0.035989320066159,"Up",0.415366540410542,0.518847412647545,"HALLMARK_IL6_JAK_STAT3_SIGNALING","fibroblast","fibroblast_Itga8",30,"estimated",3,3,0.976470588235294,0.850341377559999,1
41,0.132116542850745,"Up",0.518847412647545,0.518847412647545,"HALLMARK_TGF_BETA_SIGNALING","fibroblast","fibroblast_Itga8",30,"estimated",3,3,1,0.850341377559999,1
22,-0.0361550540577338,"Down",0.233669396528377,0.518847412647545,"HALLMARK_WNT_BETA_CATENIN_SIGNALING","fibroblast","fibroblast_Itga8",30,"estimated",3,3,1,0.850341377559999,1
119,0.0492337122227375,"Up",0.453754522297182,0.518847412647545,"REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION","fibroblast","fibroblast_Itga8",30,"estimated",3,3,0.988461538461539,0.850341377559999,1
113,0.01,"Up",0.0265919371401936,0.0797758114205807,"HALLMARK_TNFA_SIGNALING_VIA_NFKB","fibroblast","fibroblast_Itga8",30,"fixed001",3,3,0.98469387755102,0.124548204834992,0.249096409669984
74,0.01,"Up",0.00902574146567868,0.0541544487940721,"HALLMARK_INFLAMMATORY_RESPONSE","fibroblast","fibroblast_Itga8",30,"fixed001",3,3,0.99492385786802,0.0786528899151999,0.1573057798304
43,0.01,"Up",0.227825369974645,0.227825369974645,"HALLMARK_IL6_JAK_STAT3_SIGNALING","fibroblast","fibroblast_Itga8",30,"fixed001",3,3,0.976470588235294,0.434292111514167,0.868584223028334
41,0.01,"Up",0.135081609341165,0.216030208517067,"HALLMARK_TGF_BETA_SIGNALING","fibroblast","fibroblast_Itga8",30,"fixed001",3,3,1,0.329599126792442,0.659198253584884
22,0.01,"Down",0.202532597519598,0.227825369974645,"HALLMARK_WNT_BETA_CATENIN_SIGNALING","fibroblast","fibroblast_Itga8",30,"fixed001",3,3,1,0.411816281623182,0.823632563246365
119,0.01,"Up",0.144020139011378,0.216030208517067,"REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION","fibroblast","fibroblast_Itga8",30,"fixed001",3,3,0.988461538461539,0.336005521361387,0.672011042722774
159,0.0881528352176622,"Up",0.919334095237199,0.946187161254246,"HALLMARK_TNFA_SIGNALING_VIA_NFKB","fibroblast","fibroblast_Pi16",50,"estimated",3,3,0.98469387755102,0.946187161254246,1
111,0.00479484258136409,"Down",0.198445273366492,0.396890546732984,"HALLMARK_INFLAMMATORY_RESPONSE","fibroblast","fibroblast_Pi16",50,"estimated",3,3,0.99492385786802,0.829862052259875,1
60,-0.00186140148354113,"Up",0.143042367392697,0.396890546732984,"HALLMARK_IL6_JAK_STAT3_SIGNALING","fibroblast","fibroblast_Pi16",50,"estimated",3,3,0.976470588235294,0.829862052259875,1
50,-0.00613424289850314,"Down",0.044370255445973,0.266221532675838,"HALLMARK_TGF_BETA_SIGNALING","fibroblast","fibroblast_Pi16",50,"estimated",3,3,1,0.788142797654035,1
27,0.0010828052306563,"Down",0.521762387028303,0.782643580542454,"HALLMARK_WNT_BETA_CATENIN_SIGNALING","fibroblast","fibroblast_Pi16",50,"estimated",3,3,1,0.83646590542218,1
132,0.045413039977361,"Up",0.946187161254246,0.946187161254246,"REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION","fibroblast","fibroblast_Pi16",50,"estimated",3,3,0.988461538461539,0.946187161254246,1
159,0.01,"Up",0.79589023319076,0.901047004036676,"HALLMARK_TNFA_SIGNALING_VIA_NFKB","fibroblast","fibroblast_Pi16",50,"fixed001",3,3,0.98469387755102,0.851417458762208,1
