resource,family,view,ligand,receptor,human_ligand,human_receptor,source,source_label,target,target_label,cell_floor,prior_count,gsm,treatment,ligand_min,receptor_min,score
consensus,exploratory,broad,Wnt16,Fzd5_Lrp6,WNT16,FZD5_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057716,Control IgG,-0.458289005452726,5.16025903991619,2.350985017231732
consensus,exploratory,broad,Wnt16,Fzd5_Lrp6,WNT16,FZD5_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057717,anti-IL-1β,-1.6028973383684,5.1981142829831,1.7976084723073502
consensus,exploratory,broad,Wnt16,Fzd5_Lrp6,WNT16,FZD5_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057720,Control IgG,-1.6028973383684,5.23774811965393,1.817425390642765
consensus,exploratory,broad,Wnt16,Fzd5_Lrp6,WNT16,FZD5_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057721,anti-IL-1β,-1.6028973383684,5.80459363216862,2.10084814690011
consensus,exploratory,broad,Wnt16,Fzd2_Lrp6,WNT16,FZD2_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057709,Control IgG,-1.6028973383684,5.77948319191342,2.0882929267725103
consensus,exploratory,broad,Wnt16,Fzd2_Lrp6,WNT16,FZD2_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057712,Control IgG,-1.6028973383684,5.64544407344548,2.02127336753854
consensus,exploratory,broad,Wnt16,Fzd2_Lrp6,WNT16,FZD2_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057713,anti-IL-1β,-1.6028973383684,5.66397037301375,2.030536517322675
consensus,exploratory,broad,Wnt16,Fzd2_Lrp6,WNT16,FZD2_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057716,Control IgG,-0.458289005452726,5.64947837369542,2.595594684121347
consensus,exploratory,broad,Wnt16,Fzd2_Lrp6,WNT16,FZD2_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057717,anti-IL-1β,-1.6028973383684,5.54481267821028,1.9709576699209401
consensus,exploratory,broad,Wnt16,Fzd2_Lrp6,WNT16,FZD2_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057720,Control IgG,-1.6028973383684,5.86167890580352,2.12939078371756
consensus,exploratory,broad,Wnt16,Fzd2_Lrp6,WNT16,FZD2_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057721,anti-IL-1β,-1.6028973383684,5.80459363216862,2.10084814690011
consensus,exploratory,broad,Wnt16,Fzd8_Lrp6,WNT16,FZD8_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057709,Control IgG,-1.6028973383684,2.62490948103661,0.5110060713341049
consensus,exploratory,broad,Wnt16,Fzd8_Lrp6,WNT16,FZD8_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057712,Control IgG,-1.6028973383684,3.24799996245388,0.8225513120427399
consensus,exploratory,broad,Wnt16,Fzd8_Lrp6,WNT16,FZD8_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057713,anti-IL-1β,-1.6028973383684,3.05206379017357,0.7245832259025851
consensus,exploratory,broad,Wnt16,Fzd8_Lrp6,WNT16,FZD8_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057716,Control IgG,-0.458289005452726,3.07174627331635,1.306728633931812
consensus,exploratory,broad,Wnt16,Fzd8_Lrp6,WNT16,FZD8_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057717,anti-IL-1β,-1.6028973383684,3.67546783508173,1.036285248356665
consensus,exploratory,broad,Wnt16,Fzd8_Lrp6,WNT16,FZD8_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057720,Control IgG,-1.6028973383684,3.18006811338445,0.7885853875080251
consensus,exploratory,broad,Wnt16,Fzd8_Lrp6,WNT16,FZD8_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057721,anti-IL-1β,-1.6028973383684,3.2384232944639,0.81776297804775
consensus,exploratory,broad,Wnt16,Fzd3_Lrp6,WNT16,FZD3_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057709,Control IgG,-1.6028973383684,3.77294161606343,1.085022138847515
consensus,exploratory,broad,Wnt16,Fzd3_Lrp6,WNT16,FZD3_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057712,Control IgG,-1.6028973383684,3.24799996245388,0.8225513120427399
consensus,exploratory,broad,Wnt16,Fzd3_Lrp6,WNT16,FZD3_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057713,anti-IL-1β,-1.6028973383684,2.81694392191479,0.607023291773195
consensus,exploratory,broad,Wnt16,Fzd3_Lrp6,WNT16,FZD3_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057716,Control IgG,-0.458289005452726,3.51689546237117,1.529303228459222
consensus,exploratory,broad,Wnt16,Fzd3_Lrp6,WNT16,FZD3_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057717,anti-IL-1β,-1.6028973383684,2.26276733171774,0.3299349966746701
consensus,exploratory,broad,Wnt16,Fzd3_Lrp6,WNT16,FZD3_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057720,Control IgG,-1.6028973383684,3.24760593501236,0.82235429832198
consensus,exploratory,broad,Wnt16,Fzd3_Lrp6,WNT16,FZD3_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057721,anti-IL-1β,-1.6028973383684,3.74625945302898,1.07168105733029
consensus,exploratory,broad,Wnt16,Fzd4_Lrp6,WNT16,FZD4_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057709,Control IgG,-1.6028973383684,0.912158026461592,-0.34536965595340396
consensus,exploratory,broad,Wnt16,Fzd4_Lrp6,WNT16,FZD4_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057712,Control IgG,-1.6028973383684,-0.303634247139911,-0.9532657927541555
consensus,exploratory,broad,Wnt16,Fzd4_Lrp6,WNT16,FZD4_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057713,anti-IL-1β,-1.6028973383684,-0.303634247139913,-0.9532657927541565
consensus,exploratory,broad,Wnt16,Fzd4_Lrp6,WNT16,FZD4_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057716,Control IgG,-0.458289005452726,2.61555654997233,1.078633772259802
consensus,exploratory,broad,Wnt16,Fzd4_Lrp6,WNT16,FZD4_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057717,anti-IL-1β,-1.6028973383684,2.76416838101828,0.5806355213249401
consensus,exploratory,broad,Wnt16,Fzd4_Lrp6,WNT16,FZD4_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057720,Control IgG,-1.6028973383684,3.1092126534297,0.75315765753065
consensus,exploratory,broad,Wnt16,Fzd4_Lrp6,WNT16,FZD4_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057721,anti-IL-1β,-1.6028973383684,1.48601934652605,-0.05843899592117496
consensus,exploratory,broad,Wnt16,Fzd10_Lrp6,WNT16,FZD10_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057709,Control IgG,-1.6028973383684,0.912158026461592,-0.34536965595340396
consensus,exploratory,broad,Wnt16,Fzd10_Lrp6,WNT16,FZD10_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057712,Control IgG,-1.6028973383684,-0.303634247139911,-0.9532657927541555
consensus,exploratory,broad,Wnt16,Fzd10_Lrp6,WNT16,FZD10_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057713,anti-IL-1β,-1.6028973383684,-0.303634247139913,-0.9532657927541565
consensus,exploratory,broad,Wnt16,Fzd10_Lrp6,WNT16,FZD10_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057716,Control IgG,-0.458289005452726,-0.303634247139911,-0.38096162629631847
consensus,exploratory,broad,Wnt16,Fzd10_Lrp6,WNT16,FZD10_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057717,anti-IL-1β,-1.6028973383684,-0.303634247139911,-0.9532657927541555
consensus,exploratory,broad,Wnt16,Fzd10_Lrp6,WNT16,FZD10_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057720,Control IgG,-1.6028973383684,0.315673507810712,-0.643611915278844
consensus,exploratory,broad,Wnt16,Fzd10_Lrp6,WNT16,FZD10_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057721,anti-IL-1β,-1.6028973383684,0.55959554624771,-0.521650896060345
consensus,exploratory,broad,Wnt16,Fzd1_Lrp6,WNT16,FZD1_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057709,Control IgG,-1.6028973383684,5.31923549655956,1.8581690790955798
consensus,exploratory,broad,Wnt16,Fzd1_Lrp6,WNT16,FZD1_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057712,Control IgG,-1.6028973383684,4.74851563036266,1.57280914599713
consensus,exploratory,broad,Wnt16,Fzd1_Lrp6,WNT16,FZD1_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057713,anti-IL-1β,-1.6028973383684,5.25659715072566,1.8268499061786299
consensus,exploratory,broad,Wnt16,Fzd1_Lrp6,WNT16,FZD1_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057716,Control IgG,-0.458289005452726,5.46326519558253,2.502488095064902
consensus,exploratory,broad,Wnt16,Fzd1_Lrp6,WNT16,FZD1_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057717,anti-IL-1β,-1.6028973383684,4.94143401240038,1.6692683370159902
consensus,exploratory,broad,Wnt16,Fzd1_Lrp6,WNT16,FZD1_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057720,Control IgG,-1.6028973383684,5.48165290794457,1.9393777847880849
consensus,exploratory,broad,Wnt16,Fzd1_Lrp6,WNT16,FZD1_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057721,anti-IL-1β,-1.6028973383684,5.80459363216862,2.10084814690011
consensus,exploratory,broad,Wnt6,Fzd9_Lrp5,WNT6,FZD9_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057709,Control IgG,2.23881333563438,-0.303634247139908,0.9675895442472359
consensus,exploratory,broad,Wnt6,Fzd9_Lrp5,WNT6,FZD9_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057712,Control IgG,0.881464731460639,-0.303634247139911,0.288915242160364
consensus,exploratory,broad,Wnt6,Fzd9_Lrp5,WNT6,FZD9_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057713,anti-IL-1β,-0.0547846262683382,-0.303634247139913,-0.1792094367041256
consensus,exploratory,broad,Wnt6,Fzd9_Lrp5,WNT6,FZD9_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057716,Control IgG,1.4441464717376,2.20447149954523,1.824308985641415
consensus,exploratory,broad,Wnt6,Fzd9_Lrp5,WNT6,FZD9_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057717,anti-IL-1β,1.41762030992962,-0.303634247139911,0.5569930313948546
consensus,exploratory,broad,Wnt6,Fzd9_Lrp5,WNT6,FZD9_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057720,Control IgG,1.96005371970874,2.87301865476796,2.41653618723835
consensus,exploratory,broad,Wnt6,Fzd9_Lrp5,WNT6,FZD9_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057721,anti-IL-1β,1.88060732516111,-0.303634247139908,0.788486539010601
consensus,exploratory,broad,Wnt6,Fzd9_Lrp6,WNT6,FZD9_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057709,Control IgG,2.23881333563438,-0.303634247139908,0.9675895442472359
consensus,exploratory,broad,Wnt6,Fzd9_Lrp6,WNT6,FZD9_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057712,Control IgG,0.881464731460639,-0.303634247139911,0.288915242160364
consensus,exploratory,broad,Wnt6,Fzd9_Lrp6,WNT6,FZD9_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057713,anti-IL-1β,-0.0547846262683382,-0.303634247139913,-0.1792094367041256
consensus,exploratory,broad,Wnt6,Fzd9_Lrp6,WNT6,FZD9_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057716,Control IgG,1.4441464717376,2.20447149954523,1.824308985641415
consensus,exploratory,broad,Wnt6,Fzd9_Lrp6,WNT6,FZD9_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057717,anti-IL-1β,1.41762030992962,-0.303634247139911,0.5569930313948546
consensus,exploratory,broad,Wnt6,Fzd9_Lrp6,WNT6,FZD9_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057720,Control IgG,1.96005371970874,2.87301865476796,2.41653618723835
consensus,exploratory,broad,Wnt6,Fzd9_Lrp6,WNT6,FZD9_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057721,anti-IL-1β,1.88060732516111,-0.303634247139908,0.788486539010601
consensus,exploratory,broad,Wnt6,Fzd6_Lrp5,WNT6,FZD6_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057709,Control IgG,2.23881333563438,4.3291163848373,3.28396486023584
consensus,exploratory,broad,Wnt6,Fzd6_Lrp5,WNT6,FZD6_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057712,Control IgG,0.881464731460639,3.63194626751174,2.2567054994861895
consensus,exploratory,broad,Wnt6,Fzd6_Lrp5,WNT6,FZD6_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057713,anti-IL-1β,-0.0547846262683382,4.37621535562578,2.1607153646787207
consensus,exploratory,broad,Wnt6,Fzd6_Lrp5,WNT6,FZD6_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057716,Control IgG,1.4441464717376,3.77886997825986,2.61150822499873
consensus,exploratory,broad,Wnt6,Fzd6_Lrp5,WNT6,FZD6_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057717,anti-IL-1β,1.41762030992962,3.43061519048256,2.42411775020609
consensus,exploratory,broad,Wnt6,Fzd6_Lrp5,WNT6,FZD6_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057720,Control IgG,1.96005371970874,4.60091959151191,3.280486655610325
consensus,exploratory,broad,Wnt6,Fzd6_Lrp5,WNT6,FZD6_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057721,anti-IL-1β,1.88060732516111,3.2384232944639,2.5595153098125047
consensus,exploratory,broad,Wnt6,Fzd6_Lrp6,WNT6,FZD6_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057709,Control IgG,2.23881333563438,4.3291163848373,3.28396486023584
consensus,exploratory,broad,Wnt6,Fzd6_Lrp6,WNT6,FZD6_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057712,Control IgG,0.881464731460639,3.63194626751174,2.2567054994861895
consensus,exploratory,broad,Wnt6,Fzd6_Lrp6,WNT6,FZD6_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057713,anti-IL-1β,-0.0547846262683382,4.37621535562578,2.1607153646787207
consensus,exploratory,broad,Wnt6,Fzd6_Lrp6,WNT6,FZD6_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057716,Control IgG,1.4441464717376,3.77886997825986,2.61150822499873
consensus,exploratory,broad,Wnt6,Fzd6_Lrp6,WNT6,FZD6_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057717,anti-IL-1β,1.41762030992962,3.43061519048256,2.42411775020609
consensus,exploratory,broad,Wnt6,Fzd6_Lrp6,WNT6,FZD6_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057720,Control IgG,1.96005371970874,4.60091959151191,3.280486655610325
consensus,exploratory,broad,Wnt6,Fzd6_Lrp6,WNT6,FZD6_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057721,anti-IL-1β,1.88060732516111,3.2384232944639,2.5595153098125047
consensus,exploratory,broad,Wnt6,Fzd7_Lrp5,WNT6,FZD7_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057709,Control IgG,2.23881333563438,4.47529235225547,3.357052843944925
consensus,exploratory,broad,Wnt6,Fzd7_Lrp5,WNT6,FZD7_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057712,Control IgG,0.881464731460639,4.89616379358713,2.8888142625238844
consensus,exploratory,broad,Wnt6,Fzd7_Lrp5,WNT6,FZD7_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057713,anti-IL-1β,-0.0547846262683382,4.75506874732484,2.350142060528251
consensus,exploratory,broad,Wnt6,Fzd7_Lrp5,WNT6,FZD7_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057716,Control IgG,1.4441464717376,4.65092735561591,3.047536913676755
consensus,exploratory,broad,Wnt6,Fzd7_Lrp5,WNT6,FZD7_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057717,anti-IL-1β,1.41762030992962,3.8847315485349,2.6511759292322603
consensus,exploratory,broad,Wnt6,Fzd7_Lrp5,WNT6,FZD7_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057720,Control IgG,1.96005371970874,4.8164144375048,3.38823407860677
consensus,exploratory,broad,Wnt6,Fzd7_Lrp5,WNT6,FZD7_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057721,anti-IL-1β,1.88060732516111,4.90740420100959,3.39400576308535
consensus,exploratory,broad,Wnt6,Fzd7_Lrp6,WNT6,FZD7_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057709,Control IgG,2.23881333563438,4.47529235225547,3.357052843944925
consensus,exploratory,broad,Wnt6,Fzd7_Lrp6,WNT6,FZD7_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057712,Control IgG,0.881464731460639,4.89616379358713,2.8888142625238844
consensus,exploratory,broad,Wnt6,Fzd7_Lrp6,WNT6,FZD7_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057713,anti-IL-1β,-0.0547846262683382,4.94229283163891,2.443754102685286
consensus,exploratory,broad,Wnt6,Fzd7_Lrp6,WNT6,FZD7_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057716,Control IgG,1.4441464717376,4.6939108835503,3.06902867764395
consensus,exploratory,broad,Wnt6,Fzd7_Lrp6,WNT6,FZD7_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057717,anti-IL-1β,1.41762030992962,3.8847315485349,2.6511759292322603
consensus,exploratory,broad,Wnt6,Fzd7_Lrp6,WNT6,FZD7_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057720,Control IgG,1.96005371970874,4.8164144375048,3.38823407860677
consensus,exploratory,broad,Wnt6,Fzd7_Lrp6,WNT6,FZD7_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057721,anti-IL-1β,1.88060732516111,4.90740420100959,3.39400576308535
consensus,exploratory,broad,Wnt6,Fzd5_Lrp5,WNT6,FZD5_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057709,Control IgG,2.23881333563438,4.60801065888174,3.42341199725806
consensus,exploratory,broad,Wnt6,Fzd5_Lrp5,WNT6,FZD5_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057712,Control IgG,0.881464731460639,5.15264105602013,3.0170528937403844
consensus,exploratory,broad,Wnt6,Fzd5_Lrp5,WNT6,FZD5_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057713,anti-IL-1β,-0.0547846262683382,4.75506874732484,2.350142060528251
consensus,exploratory,broad,Wnt6,Fzd5_Lrp5,WNT6,FZD5_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057716,Control IgG,1.4441464717376,4.65092735561591,3.047536913676755
consensus,exploratory,broad,Wnt6,Fzd5_Lrp5,WNT6,FZD5_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057717,anti-IL-1β,1.41762030992962,4.06745109205325,2.742535700991435
consensus,exploratory,broad,Wnt6,Fzd5_Lrp5,WNT6,FZD5_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057720,Control IgG,1.96005371970874,4.9642631008171,3.46215841026292
consensus,exploratory,broad,Wnt6,Fzd5_Lrp5,WNT6,FZD5_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057721,anti-IL-1β,1.88060732516111,4.90740420100959,3.39400576308535
consensus,exploratory,broad,Wnt6,Fzd2_Lrp5,WNT6,FZD2_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057709,Control IgG,2.23881333563438,4.60801065888174,3.42341199725806
consensus,exploratory,broad,Wnt6,Fzd2_Lrp5,WNT6,FZD2_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057712,Control IgG,0.881464731460639,5.15264105602013,3.0170528937403844
consensus,exploratory,broad,Wnt6,Fzd2_Lrp5,WNT6,FZD2_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057713,anti-IL-1β,-0.0547846262683382,4.75506874732484,2.350142060528251
consensus,exploratory,broad,Wnt6,Fzd2_Lrp5,WNT6,FZD2_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057716,Control IgG,1.4441464717376,4.65092735561591,3.047536913676755
consensus,exploratory,broad,Wnt6,Fzd2_Lrp5,WNT6,FZD2_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057717,anti-IL-1β,1.41762030992962,4.06745109205325,2.742535700991435
consensus,exploratory,broad,Wnt6,Fzd2_Lrp5,WNT6,FZD2_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057720,Control IgG,1.96005371970874,4.9642631008171,3.46215841026292
consensus,exploratory,broad,Wnt6,Fzd2_Lrp5,WNT6,FZD2_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057721,anti-IL-1β,1.88060732516111,4.90740420100959,3.39400576308535
consensus,exploratory,broad,Wnt6,Fzd8_Lrp5,WNT6,FZD8_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057709,Control IgG,2.23881333563438,2.62490948103661,2.431861408335495
consensus,exploratory,broad,Wnt6,Fzd8_Lrp5,WNT6,FZD8_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057712,Control IgG,0.881464731460639,3.24799996245388,2.0647323469572596
consensus,exploratory,broad,Wnt6,Fzd8_Lrp5,WNT6,FZD8_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057713,anti-IL-1β,-0.0547846262683382,3.05206379017357,1.498639581952616
consensus,exploratory,broad,Wnt6,Fzd8_Lrp5,WNT6,FZD8_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057716,Control IgG,1.4441464717376,3.07174627331635,2.257946372526975
consensus,exploratory,broad,Wnt6,Fzd8_Lrp5,WNT6,FZD8_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057717,anti-IL-1β,1.41762030992962,3.67546783508173,2.546544072505675
consensus,exploratory,broad,Wnt6,Fzd8_Lrp5,WNT6,FZD8_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057720,Control IgG,1.96005371970874,3.18006811338445,2.570060916546595
consensus,exploratory,broad,Wnt6,Fzd8_Lrp5,WNT6,FZD8_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057721,anti-IL-1β,1.88060732516111,3.2384232944639,2.5595153098125047
consensus,exploratory,broad,Wnt6,Fzd3_Lrp5,WNT6,FZD3_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057709,Control IgG,2.23881333563438,3.77294161606343,3.005877475848905
consensus,exploratory,broad,Wnt6,Fzd3_Lrp5,WNT6,FZD3_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057712,Control IgG,0.881464731460639,3.24799996245388,2.0647323469572596
consensus,exploratory,broad,Wnt6,Fzd3_Lrp5,WNT6,FZD3_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057713,anti-IL-1β,-0.0547846262683382,2.81694392191479,1.381079647823226
consensus,exploratory,broad,Wnt6,Fzd3_Lrp5,WNT6,FZD3_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057716,Control IgG,1.4441464717376,3.51689546237117,2.4805209670543853
consensus,exploratory,broad,Wnt6,Fzd3_Lrp5,WNT6,FZD3_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057717,anti-IL-1β,1.41762030992962,2.26276733171774,1.84019382082368
consensus,exploratory,broad,Wnt6,Fzd3_Lrp5,WNT6,FZD3_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057720,Control IgG,1.96005371970874,3.24760593501236,2.60382982736055
consensus,exploratory,broad,Wnt6,Fzd3_Lrp5,WNT6,FZD3_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057721,anti-IL-1β,1.88060732516111,3.74625945302898,2.813433389095045
consensus,exploratory,broad,Wnt6,Fzd4_Lrp5,WNT6,FZD4_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057709,Control IgG,2.23881333563438,0.912158026461592,1.575485681047986
consensus,exploratory,broad,Wnt6,Fzd4_Lrp5,WNT6,FZD4_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057712,Control IgG,0.881464731460639,-0.303634247139911,0.288915242160364
consensus,exploratory,broad,Wnt6,Fzd4_Lrp5,WNT6,FZD4_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057713,anti-IL-1β,-0.0547846262683382,-0.303634247139913,-0.1792094367041256
consensus,exploratory,broad,Wnt6,Fzd4_Lrp5,WNT6,FZD4_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057716,Control IgG,1.4441464717376,2.61555654997233,2.0298515108549653
consensus,exploratory,broad,Wnt6,Fzd4_Lrp5,WNT6,FZD4_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057717,anti-IL-1β,1.41762030992962,2.76416838101828,2.0908943454739504
consensus,exploratory,broad,Wnt6,Fzd4_Lrp5,WNT6,FZD4_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057720,Control IgG,1.96005371970874,3.1092126534297,2.53463318656922
consensus,exploratory,broad,Wnt6,Fzd4_Lrp5,WNT6,FZD4_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057721,anti-IL-1β,1.88060732516111,1.48601934652605,1.6833133358435801
consensus,exploratory,broad,Wnt6,Fzd10_Lrp5,WNT6,FZD10_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,GSM9057709,Control IgG,2.23881333563438,0.912158026461592,1.575485681047986
