resource,family,view,ligand,receptor,human_ligand,human_receptor,source,source_label,target,target_label,cell_floor,prior_count,n_control,n_antiIL1B,difference_antiIL1B_minus_IgG,ligand_component_difference,receptor_component_difference,loo_min,loo_max,inference
consensus,exploratory,broad,Wnt10b,Fzd8_Lrp6,WNT10B,FZD8_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,4,3,-0.37723327892145164,-1.0452705735348151,0.29080401569191094,-0.545983159311326,-0.17286130216896867,descriptive_no_p_value
consensus,exploratory,broad,Wnt10b,Fzd3_Lrp6,WNT10B,FZD3_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,4,3,-0.7748205409780944,-1.0452705735348151,-0.5043705084213732,-1.0324003614034476,-0.6066672815823901,descriptive_no_p_value
consensus,exploratory,broad,Wnt10b,Fzd4_Lrp6,WNT10B,FZD4_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,4,3,-0.6565379962071347,-1.0452705735348151,-0.2678054188794554,-1.0990797996907118,-0.11485829673584602,descriptive_no_p_value
consensus,exploratory,broad,Wnt10b,Fzd10_Lrp6,WNT10B,FZD10_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,4,3,-0.6081511581051533,-1.0452705735348151,-0.17103174267549187,-0.8085353063929912,-0.3993236610035755,descriptive_no_p_value
consensus,exploratory,broad,Wnt10b,Fzd1_Lrp6,WNT10B,FZD1_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,4,3,-0.4821148080244626,-1.0452705735348151,0.08104095748588946,-0.6562236658486302,-0.32582034844537944,descriptive_no_p_value
consensus,exploratory,broad,Wnt7a,Fzd9_Lrp5,WNT7A,FZD9_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,4,3,-0.9324351515507074,-0.4436806409531615,-1.4211896621482534,-1.2432468687342766,-0.5294421503179787,descriptive_no_p_value
consensus,exploratory,broad,Wnt7a,Fzd9_Lrp6,WNT7A,FZD9_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,4,3,-0.9324351515507074,-0.4436806409531615,-1.4211896621482534,-1.2432468687342766,-0.5294421503179787,descriptive_no_p_value
consensus,exploratory,broad,Wnt7a,Fzd6_Lrp5,WNT7A,FZD6_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,4,3,-0.423571208146309,-0.4436806409531615,-0.4034617753394554,-0.5971872270050672,-0.2527880672147851,descriptive_no_p_value
consensus,exploratory,broad,Wnt7a,Fzd6_Lrp6,WNT7A,FZD6_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,4,3,-0.423571208146309,-0.4436806409531615,-0.4034617753394554,-0.5971872270050672,-0.2527880672147851,descriptive_no_p_value
consensus,exploratory,broad,Wnt7a,Fzd7_Lrp5,WNT7A,FZD7_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,4,3,-0.31882264670210625,-0.4436806409531615,-0.19396465245105077,-0.43183727560852603,-0.10677768107967811,descriptive_no_p_value
consensus,exploratory,broad,Wnt7a,Fzd7_Lrp6,WNT7A,FZD7_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,4,3,-0.29299157364156003,-0.4436806409531615,-0.14230250632995745,-0.4077971828785798,-0.07557366702733326,descriptive_no_p_value
consensus,exploratory,broad,Wnt7a,Fzd5_Lrp5,WNT7A,FZD5_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,4,3,-0.35549991849549456,-0.4436806409531615,-0.2673191960378274,-0.46877167264635133,-0.16583179588854846,descriptive_no_p_value
consensus,exploratory,broad,Wnt7a,Fzd2_Lrp5,WNT7A,FZD2_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,4,3,-0.35549991849549456,-0.4436806409531615,-0.2673191960378274,-0.46877167264635133,-0.16583179588854846,descriptive_no_p_value
consensus,exploratory,broad,Wnt7a,Fzd8_Lrp5,WNT7A,FZD8_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,4,3,-0.0764383126306254,-0.4436806409531615,0.29080401569191094,-0.2180969988746877,0.1521628938073767,descriptive_no_p_value
consensus,exploratory,broad,Wnt7a,Fzd3_Lrp5,WNT7A,FZD3_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,4,3,-0.4740255746872676,-0.4436806409531615,-0.5043705084213732,-0.6750928790560534,-0.24042946781135988,descriptive_no_p_value
consensus,exploratory,broad,Wnt7a,Fzd4_Lrp5,WNT7A,FZD4_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,4,3,-0.3557430299163085,-0.4436806409531615,-0.2678054188794554,-0.744182718878642,0.04904498856903783,descriptive_no_p_value
consensus,exploratory,broad,Wnt7a,Fzd10_Lrp5,WNT7A,FZD10_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,4,3,-0.3073561918143266,-0.4436806409531615,-0.17103174267549187,-0.4577654664961922,-0.16197837252741765,descriptive_no_p_value
consensus,exploratory,broad,Wnt7a,Fzd1_Lrp5,WNT7A,FZD1_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,4,3,-0.3049842402883107,-0.4436806409531615,-0.16628783962345928,-0.4014174350367732,-0.09847755827897031,descriptive_no_p_value
consensus,exploratory,broad,Wnt7a,Fzd5_Lrp6,WNT7A,FZD5_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,4,3,-0.043064636990140626,-0.4436806409531615,0.3575513669728805,-0.1835710493844911,0.17448056132215184,descriptive_no_p_value
consensus,exploratory,broad,Wnt7a,Fzd2_Lrp6,WNT7A,FZD2_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,4,3,-0.2532881080183689,-0.4436806409531615,-0.06289557508357646,-0.3419977253053932,-0.0455382479616282,descriptive_no_p_value
consensus,exploratory,broad,Wnt7a,Fzd8_Lrp6,WNT7A,FZD8_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,4,3,-0.0764383126306254,-0.4436806409531615,0.29080401569191094,-0.2180969988746877,0.1521628938073767,descriptive_no_p_value
consensus,exploratory,broad,Wnt7a,Fzd3_Lrp6,WNT7A,FZD3_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,4,3,-0.4740255746872676,-0.4436806409531615,-0.5043705084213732,-0.6750928790560534,-0.24042946781135988,descriptive_no_p_value
consensus,exploratory,broad,Wnt7a,Fzd4_Lrp6,WNT7A,FZD4_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,4,3,-0.3557430299163085,-0.4436806409531615,-0.2678054188794554,-0.744182718878642,0.04904498856903783,descriptive_no_p_value
consensus,exploratory,broad,Wnt7a,Fzd10_Lrp6,WNT7A,FZD10_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,4,3,-0.3073561918143266,-0.4436806409531615,-0.17103174267549187,-0.4577654664961922,-0.16197837252741765,descriptive_no_p_value
consensus,exploratory,broad,Wnt7a,Fzd1_Lrp6,WNT7A,FZD1_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,4,3,-0.18131984173363613,-0.4436806409531615,0.08104095748588946,-0.3393752281007745,0.07553679340464514,descriptive_no_p_value
consensus,exploratory,broad,Wnt7a,Reck,WNT7A,RECK,fibroblast,__broad__,alveolar,__broad__,50,1.0,4,3,-0.29778695306384373,-0.4436806409531615,-0.15189326517452528,-0.40711836767600795,-0.18073776175836986,descriptive_no_p_value
consensus,exploratory,broad,Wnt7a,Ldlr,WNT7A,LDLR,fibroblast,__broad__,alveolar,__broad__,50,1.0,4,3,0.06485946122461361,-0.4436806409531615,0.573399563402389,-0.21626484423035452,0.41448534776267865,descriptive_no_p_value
consensus,exploratory,broad,Wnt9a,Fzd9_Lrp5,WNT9A,FZD9_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,4,3,-0.749765369141314,-0.07834107613437435,-1.4211896621482534,-0.9875449315606506,-0.47252601887262724,descriptive_no_p_value
consensus,exploratory,broad,Wnt9a,Fzd9_Lrp6,WNT9A,FZD9_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,4,3,-0.749765369141314,-0.07834107613437435,-1.4211896621482534,-0.9875449315606506,-0.47252601887262724,descriptive_no_p_value
consensus,exploratory,broad,Wnt9a,Fzd6_Lrp5,WNT9A,FZD6_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,4,3,-0.2409014257369151,-0.07834107613437435,-0.4034617753394554,-0.35071270871624005,-0.17028819276454676,descriptive_no_p_value
consensus,exploratory,broad,Wnt9a,Fzd6_Lrp6,WNT9A,FZD6_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,4,3,-0.2409014257369151,-0.07834107613437435,-0.4034617753394554,-0.35071270871624005,-0.17028819276454676,descriptive_no_p_value
consensus,exploratory,broad,Wnt9a,Fzd7_Lrp5,WNT9A,FZD7_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,4,3,-0.13615286429271212,-0.07834107613437435,-0.19396465245105077,-0.2875804063071552,0.011303420601063152,descriptive_no_p_value
consensus,exploratory,broad,Wnt9a,Fzd7_Lrp6,WNT9A,FZD7_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,4,3,-0.11032179123216679,-0.07834107613437435,-0.14230250632995745,-0.246147326220437,0.05273650068778046,descriptive_no_p_value
consensus,exploratory,broad,Wnt9a,Fzd5_Lrp5,WNT9A,FZD5_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,4,3,-0.17283013608609998,-0.07834107613437435,-0.2673191960378274,-0.3090310494740134,-0.05582710844538319,descriptive_no_p_value
consensus,exploratory,broad,Wnt9a,Fzd2_Lrp5,WNT9A,FZD2_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,4,3,-0.17283013608609998,-0.07834107613437435,-0.2673191960378274,-0.3090310494740134,-0.05582710844538319,descriptive_no_p_value
consensus,exploratory,broad,Wnt9a,Fzd8_Lrp5,WNT9A,FZD8_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,4,3,0.10623146977876763,-0.07834107613437435,0.29080401569191094,0.007566218273324932,0.237516501424742,descriptive_no_p_value
consensus,exploratory,broad,Wnt9a,Fzd3_Lrp5,WNT9A,FZD3_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,4,3,-0.2913557922778738,-0.07834107613437435,-0.5043705084213732,-0.5459332964811487,-0.13184460236379358,descriptive_no_p_value
consensus,exploratory,broad,Wnt9a,Fzd4_Lrp5,WNT9A,FZD4_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,4,3,-0.17307324750691455,-0.07834107613437435,-0.2678054188794554,-0.5455304221060606,0.29551950685786466,descriptive_no_p_value
consensus,exploratory,broad,Wnt9a,Fzd10_Lrp5,WNT9A,FZD10_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,4,3,-0.12468640940493314,-0.07834107613437435,-0.17103174267549187,-0.3220682414706926,0.011054142590135818,descriptive_no_p_value
consensus,exploratory,broad,Wnt9a,Fzd1_Lrp5,WNT9A,FZD1_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,4,3,-0.12231445787891637,-0.07834107613437435,-0.16628783962345928,-0.2585153712668298,-0.005311430238199577,descriptive_no_p_value
consensus,exploratory,broad,Wnt9a,Fzd5_Lrp6,WNT9A,FZD5_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,4,3,0.13960514541925217,-0.07834107613437435,0.3575513669728805,0.02084182251130784,0.2156773235972338,descriptive_no_p_value
consensus,exploratory,broad,Wnt9a,Fzd2_Lrp6,WNT9A,FZD2_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,4,3,-0.07061832560897496,-0.07834107613437435,-0.06289557508357646,-0.1574955432028986,-0.0050247927002589066,descriptive_no_p_value
consensus,exploratory,broad,Wnt9a,Fzd8_Lrp6,WNT9A,FZD8_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,4,3,0.10623146977876763,-0.07834107613437435,0.29080401569191094,0.007566218273324932,0.237516501424742,descriptive_no_p_value
consensus,exploratory,broad,Wnt9a,Fzd3_Lrp6,WNT9A,FZD3_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,4,3,-0.2913557922778738,-0.07834107613437435,-0.5043705084213732,-0.5459332964811487,-0.13184460236379358,descriptive_no_p_value
consensus,exploratory,broad,Wnt9a,Fzd4_Lrp6,WNT9A,FZD4_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,4,3,-0.17307324750691455,-0.07834107613437435,-0.2678054188794554,-0.5455304221060606,0.29551950685786466,descriptive_no_p_value
consensus,exploratory,broad,Wnt9a,Fzd10_Lrp6,WNT9A,FZD10_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,4,3,-0.12468640940493314,-0.07834107613437435,-0.17103174267549187,-0.3220682414706926,0.011054142590135818,descriptive_no_p_value
consensus,exploratory,broad,Wnt9a,Fzd1_Lrp6,WNT9A,FZD1_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,4,3,0.001349940675757999,-0.07834107613437435,0.08104095748588946,-0.1697566009263305,0.0892489678052737,descriptive_no_p_value
consensus,exploratory,broad,Wnt9b,Fzd9_Lrp5,WNT9B,FZD9_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,4,3,-0.7105948310741266,2.220446049250313e-16,-1.4211896621482534,-0.9474597747655022,-0.41801762444752366,descriptive_no_p_value
consensus,exploratory,broad,Wnt9b,Fzd9_Lrp6,WNT9B,FZD9_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,4,3,-0.7105948310741266,2.220446049250313e-16,-1.4211896621482534,-0.9474597747655022,-0.41801762444752366,descriptive_no_p_value
consensus,exploratory,broad,Wnt9b,Fzd6_Lrp5,WNT9B,FZD6_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,4,3,-0.20173088766972813,2.220446049250313e-16,-0.4034617753394554,-0.37534690652848635,-0.09089889123801642,descriptive_no_p_value
consensus,exploratory,broad,Wnt9b,Fzd6_Lrp6,WNT9B,FZD6_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,4,3,-0.20173088766972813,2.220446049250313e-16,-0.4034617753394554,-0.37534690652848635,-0.09089889123801642,descriptive_no_p_value
consensus,exploratory,broad,Wnt9b,Fzd7_Lrp5,WNT9B,FZD7_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,4,3,-0.09698232622552538,2.220446049250313e-16,-0.19396465245105077,-0.19489966840547868,0.06076849471319368,descriptive_no_p_value
consensus,exploratory,broad,Wnt9b,Fzd7_Lrp6,WNT9B,FZD7_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,4,3,-0.07115125316497917,2.220446049250313e-16,-0.14230250632995745,-0.16218874597609,0.10220157479991254,descriptive_no_p_value
consensus,exploratory,broad,Wnt9b,Fzd5_Lrp5,WNT9B,FZD5_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,4,3,-0.13365959801891347,2.220446049250313e-16,-0.2673191960378274,-0.21635031157233775,-0.006362034333252664,descriptive_no_p_value
consensus,exploratory,broad,Wnt9b,Fzd2_Lrp5,WNT9B,FZD2_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,4,3,-0.13365959801891347,2.220446049250313e-16,-0.2673191960378274,-0.21635031157233775,-0.006362034333252664,descriptive_no_p_value
consensus,exploratory,broad,Wnt9b,Fzd8_Lrp5,WNT9B,FZD8_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,4,3,0.14540200784595547,2.220446049250313e-16,0.29080401569191094,0.057031292385456345,0.21288230361249627,descriptive_no_p_value
consensus,exploratory,broad,Wnt9b,Fzd3_Lrp5,WNT9B,FZD3_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,4,3,-0.2521852542106867,2.220446049250313e-16,-0.5043705084213732,-0.45325255857947255,-0.08237952825166261,descriptive_no_p_value
consensus,exploratory,broad,Wnt9b,Fzd4_Lrp5,WNT9B,FZD4_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,4,3,-0.13390270943972765,2.220446049250313e-16,-0.2678054188794554,-0.4960653479939296,0.2708853090456187,descriptive_no_p_value
consensus,exploratory,broad,Wnt9b,Fzd10_Lrp5,WNT9B,FZD10_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,4,3,-0.08551587133774585,2.220446049250313e-16,-0.17103174267549187,-0.22938750356901627,0.04065367307283285,descriptive_no_p_value
consensus,exploratory,broad,Wnt9b,Fzd1_Lrp5,WNT9B,FZD1_LRP5,fibroblast,__broad__,alveolar,__broad__,50,1.0,4,3,-0.08314391981172986,2.220446049250313e-16,-0.16628783962345928,-0.16583463336515414,0.04415364387393095,descriptive_no_p_value
consensus,exploratory,broad,Wnt9b,Fzd5_Lrp6,WNT9B,FZD5_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,4,3,0.17877568348644002,2.220446049250313e-16,0.3575513669728805,0.11221604458428347,0.265142397709365,descriptive_no_p_value
consensus,exploratory,broad,Wnt9b,Fzd2_Lrp6,WNT9B,FZD2_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,4,3,-0.03144778754178823,2.220446049250313e-16,-0.06289557508357646,-0.0648148053012223,0.00013043318836247764,descriptive_no_p_value
consensus,exploratory,broad,Wnt9b,Fzd8_Lrp6,WNT9B,FZD8_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,4,3,0.14540200784595547,2.220446049250313e-16,0.29080401569191094,0.057031292385456345,0.21288230361249627,descriptive_no_p_value
consensus,exploratory,broad,Wnt9b,Fzd3_Lrp6,WNT9B,FZD3_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,4,3,-0.2521852542106867,2.220446049250313e-16,-0.5043705084213732,-0.45325255857947255,-0.08237952825166261,descriptive_no_p_value
consensus,exploratory,broad,Wnt9b,Fzd4_Lrp6,WNT9B,FZD4_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,4,3,-0.13390270943972765,2.220446049250313e-16,-0.2678054188794554,-0.4960653479939296,0.2708853090456187,descriptive_no_p_value
consensus,exploratory,broad,Wnt9b,Fzd10_Lrp6,WNT9B,FZD10_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,4,3,-0.08551587133774585,2.220446049250313e-16,-0.17103174267549187,-0.22938750356901627,0.04065367307283285,descriptive_no_p_value
consensus,exploratory,broad,Wnt9b,Fzd1_Lrp6,WNT9B,FZD1_LRP6,fibroblast,__broad__,alveolar,__broad__,50,1.0,4,3,0.040520478742945176,2.220446049250313e-16,0.08104095748588946,-0.07707586302465486,0.1387140419174051,descriptive_no_p_value
consensus,exploratory,broad,Fgf10,Fgfr1,FGF10,FGFR1,fibroblast,__broad__,alveolar,__broad__,50,1.0,4,3,0.33850887174894595,0.05771556516950138,0.6193021783283883,0.14325550561046807,0.593664595507196,descriptive_no_p_value
consensus,exploratory,broad,Fgf10,Fgfr2,FGF10,FGFR2,fibroblast,__broad__,alveolar,__broad__,50,1.0,4,3,0.10396847812932197,0.05771556516950138,0.1502213910891399,0.04529091566761512,0.22061505721828478,descriptive_no_p_value
consensus,exploratory,broad,Fgf10,Fgfrl1,FGF10,FGFRL1,fibroblast,__broad__,alveolar,__broad__,50,1.0,4,3,0.20632593106076946,0.05771556516950138,0.354936296952034,0.06395061610757047,0.46704952664500254,descriptive_no_p_value
consensus,exploratory,broad,Wnt11,Fzd9,WNT11,FZD9,fibroblast,__broad__,alveolar,__broad__,50,1.0,4,3,-1.0005712303916936,-0.5799527986351345,-1.4211896621482534,-1.3698681332163614,-0.6782408539420537,descriptive_no_p_value
consensus,exploratory,broad,Wnt11,Musk,WNT11,MUSK,fibroblast,__broad__,alveolar,__broad__,50,1.0,4,3,0.008600304911924095,-0.5799527986351345,0.5971534084589825,-0.35376421462224394,0.22215578065062624,descriptive_no_p_value
consensus,exploratory,broad,Wnt11,Fzd6,WNT11,FZD6,fibroblast,__broad__,alveolar,__broad__,50,1.0,4,3,-0.49170728698729516,-0.5799527986351345,-0.4034617753394554,-0.6010561822220977,-0.3760030278339732,descriptive_no_p_value
consensus,exploratory,broad,Wnt11,Fzd7,WNT11,FZD7,fibroblast,__broad__,alveolar,__broad__,50,1.0,4,3,-0.3611276524825451,-0.5799527986351345,-0.14230250632995745,-0.5344184473606646,-0.25156263982233007,descriptive_no_p_value
consensus,exploratory,broad,Wnt11,Fzd5,WNT11,FZD5,fibroblast,__broad__,alveolar,__broad__,50,1.0,4,3,-0.10004367745222709,-0.5799527986351345,0.3798654437306803,-0.29903527548767705,0.040606253942244486,descriptive_no_p_value
consensus,exploratory,broad,Wnt11,Fzd2,WNT11,FZD2,fibroblast,__broad__,alveolar,__broad__,50,1.0,4,3,-0.09944488616705094,-0.5799527986351345,0.38106302630103084,-0.3137450757795506,0.13732705268634682,descriptive_no_p_value
consensus,exploratory,broad,Wnt11,Fzd8,WNT11,FZD8,fibroblast,__broad__,alveolar,__broad__,50,1.0,4,3,-0.1445743914716111,-0.5799527986351345,0.29080401569191094,-0.34471826335677314,-0.012826972081114718,descriptive_no_p_value
consensus,exploratory,broad,Wnt11,Fzd3,WNT11,FZD3,fibroblast,__broad__,alveolar,__broad__,50,1.0,4,3,-0.5421616535282543,-0.5799527986351345,-0.5043705084213732,-0.743708266216319,-0.4361437428739068,descriptive_no_p_value
consensus,exploratory,broad,Wnt11,Fzd4,WNT11,FZD4,fibroblast,__broad__,alveolar,__broad__,50,1.0,4,3,-0.4238791087572946,-0.5799527986351345,-0.2678054188794554,-0.8498295626161734,0.04517603335200748,descriptive_no_p_value
consensus,exploratory,broad,Wnt11,Fzd10,WNT11,FZD10,fibroblast,__broad__,alveolar,__broad__,50,1.0,4,3,-0.3754922706553132,-0.5799527986351345,-0.17103174267549187,-0.5198432112058624,-0.2392893309157218,descriptive_no_p_value
consensus,core,broad,Tgfb1,Itgav_Itgb6,TGFB1,ITGAV_ITGB6,myeloid,__broad__,fibroblast,__broad__,50,1.0,4,3,0.28563870572438876,0.29813880721910024,0.27313860422967695,-0.08133294102226252,0.49843548542372673,descriptive_no_p_value
consensus,core,broad,Tgfb1,Acvr1b_Tgfbr2,TGFB1,ACVR1B_TGFBR2,myeloid,__broad__,fibroblast,__broad__,50,1.0,4,3,0.17709544548290967,0.29813880721910024,0.05605208374672088,0.12711249053263174,0.2312931987967497,descriptive_no_p_value
consensus,core,broad,Tgfb1,Tgfbr1_Tgfbr2,TGFB1,TGFBR1_TGFBR2,myeloid,__broad__,fibroblast,__broad__,50,1.0,4,3,0.2340021447329974,0.29813880721910024,0.16986548224689546,0.09989434275854148,0.3114612856242145,descriptive_no_p_value
consensus,core,broad,Tgfb1,Acvr1_Tgfbr1_Tgfbr2,TGFB1,ACVR1_TGFBR1_TGFBR2,myeloid,__broad__,fibroblast,__broad__,50,1.0,4,3,0.003137848169814994,0.29813880721910024,-0.29186311087947026,-0.06925492615810391,0.05144410410551448,descriptive_no_p_value
consensus,core,broad,Tgfb1,Acvr1_Tgfbr2,TGFB1,ACVR1_TGFBR2,myeloid,__broad__,fibroblast,__broad__,50,1.0,4,3,0.003137848169814994,0.29813880721910024,-0.29186311087947026,-0.06925492615810391,0.05144410410551448,descriptive_no_p_value
consensus,core,broad,Tgfb1,Acvr1c_Tgfbr2,TGFB1,ACVR1C_TGFBR2,myeloid,__broad__,fibroblast,__broad__,50,1.0,4,3,0.14906940360954968,0.29813880721910024,2.220446049250313e-16,0.09467445791651175,0.21128164504335967,descriptive_no_p_value
