"comp","label","case","reference","direction","gene"
"AT2","__broad__","LUAD","normal","up","MFAP1"
"AT2","__broad__","LUAD","normal","up","FRMD5"
"AT2","__broad__","LUAD","normal","up","B2M"
"AT2","__broad__","LUAD","normal","up","SORD"
"AT2","__broad__","LUAD","normal","up","SHF"
"AT2","__broad__","LUAD","normal","up","GATM"
"AT2","__broad__","LUAD","normal","up","C15orf48"
"AT2","__broad__","LUAD","normal","up","EID1"
"AT2","__broad__","LUAD","normal","up","SPPL2A"
"AT2","__broad__","LUAD","normal","up","LYSMD2"
"AT2","__broad__","LUAD","normal","up","ONECUT1"
"AT2","__broad__","LUAD","normal","up","CCNB2"
"AT2","__broad__","LUAD","normal","up","FAM81A"
"AT2","__broad__","LUAD","normal","up","GCNT3"
"AT2","__broad__","LUAD","normal","up","ANXA2"
"AT2","__broad__","LUAD","normal","up","C2CD4A"
"AT2","__broad__","LUAD","normal","up","C2CD4B"
"AT2","__broad__","LUAD","normal","up","CIAO2A"
"AT2","__broad__","LUAD","normal","up","PPIB"
"AT2","__broad__","LUAD","normal","up","PCLAF"
"AT2","__broad__","LUAD","normal","up","HACD3"
"AT2","__broad__","LUAD","normal","up","ITGA11"
"AT2","__broad__","LUAD","normal","up","SPESP1"
"AT2","__broad__","LUAD","normal","up","PKM"
"AT2","__broad__","LUAD","normal","up","LOXL1"
"AT2","__broad__","LUAD","normal","up","UBL7"
"AT2","__broad__","LUAD","normal","up","CSK"
"AT2","__broad__","LUAD","normal","up","SCAMP2"
"AT2","__broad__","LUAD","normal","up","MPI"
"AT2","__broad__","LUAD","normal","up","UBE2Q2"
"AT2","__broad__","LUAD","normal","up","PSMA4"
"AT2","__broad__","LUAD","normal","up","TMED3"
"AT2","__broad__","LUAD","normal","up","ABHD17C"
"AT2","__broad__","LUAD","normal","up","MESD"
"AT2","__broad__","LUAD","normal","up","HOMER2"
"AT2","__broad__","LUAD","normal","up","ZSCAN2"
"AT2","__broad__","LUAD","normal","up","SEC11A"
"AT2","__broad__","LUAD","normal","up","FANCI"
"AT2","__broad__","LUAD","normal","up","MESP1"
"AT2","__broad__","LUAD","normal","up","MESP2"
"AT2","__broad__","LUAD","normal","up","ARPIN"
"AT2","__broad__","LUAD","normal","up","IDH2"
"AT2","__broad__","LUAD","normal","up","FURIN"
"AT2","__broad__","LUAD","normal","up","PRC1"
"AT2","__broad__","LUAD","normal","up","POLR3K"
"AT2","__broad__","LUAD","normal","up","SNRNP25"
"AT2","__broad__","LUAD","normal","up","MPG"
"AT2","__broad__","LUAD","normal","up","NME4"
"AT2","__broad__","LUAD","normal","up","METTL26"
"AT2","__broad__","LUAD","normal","up","JMJD8"
"AT2","__broad__","LUAD","normal","up","FBXL16"
"AT2","__broad__","LUAD","normal","up","METRN"
"AT2","__broad__","LUAD","normal","up","ANTKMT"
"AT2","__broad__","LUAD","normal","up","RPUSD1"
"AT2","__broad__","LUAD","normal","up","UBE2I"
"AT2","__broad__","LUAD","normal","up","BAIAP3"
"AT2","__broad__","LUAD","normal","up","TSR3"
"AT2","__broad__","LUAD","normal","up","C16orf91"
"AT2","__broad__","LUAD","normal","up","JPT2"
"AT2","__broad__","LUAD","normal","up","NUBP2"
"AT2","__broad__","LUAD","normal","up","FAHD1"
"AT2","__broad__","LUAD","normal","up","MSRB1"
"AT2","__broad__","LUAD","normal","up","NDUFB10"
"AT2","__broad__","LUAD","normal","up","GFER"
"AT2","__broad__","LUAD","normal","up","NPW"
"AT2","__broad__","LUAD","normal","up","NTHL1"
"AT2","__broad__","LUAD","normal","up","TEDC2"
"AT2","__broad__","LUAD","normal","up","KCTD5"
"AT2","__broad__","LUAD","normal","up","PRSS21"
"AT2","__broad__","LUAD","normal","up","PKMYT1"
"AT2","__broad__","LUAD","normal","up","PAQR4"
"AT2","__broad__","LUAD","normal","up","HCFC1R1"
"AT2","__broad__","LUAD","normal","up","IL32"
"AT2","__broad__","LUAD","normal","up","ZNF213"
"AT2","__broad__","LUAD","normal","up","TRAP1"
"AT2","__broad__","LUAD","normal","up","TFAP4"
"AT2","__broad__","LUAD","normal","up","VASN"
"AT2","__broad__","LUAD","normal","up","DNAJA3"
"AT2","__broad__","LUAD","normal","up","SMIM22"
"AT2","__broad__","LUAD","normal","up","NAGPA"
"AT2","__broad__","LUAD","normal","up","ALG1"
"AT2","__broad__","LUAD","normal","up","EEF2KMT"
"AT2","__broad__","LUAD","normal","up","TMEM186"
"AT2","__broad__","LUAD","normal","up","CARHSP1"
"AT2","__broad__","LUAD","normal","up","NUBP1"
"AT2","__broad__","LUAD","normal","up","RMI2"
"AT2","__broad__","LUAD","normal","up","LITAF"
"AT2","__broad__","LUAD","normal","up","SNN"
"AT2","__broad__","LUAD","normal","up","RSL1D1"
"AT2","__broad__","LUAD","normal","up","MRTFB"
"AT2","__broad__","LUAD","normal","up","NOMO1"
"AT2","__broad__","LUAD","normal","up","NTAN1"
"AT2","__broad__","LUAD","normal","up","MPV17L"
"AT2","__broad__","LUAD","normal","up","NDE1"
"AT2","__broad__","LUAD","normal","up","ABCC1"
"AT2","__broad__","LUAD","normal","up","XYLT1"
"AT2","__broad__","LUAD","normal","up","ARL6IP1"
"AT2","__broad__","LUAD","normal","up","ITPRIPL2"
"AT2","__broad__","LUAD","normal","up","GDE1"
"AT2","__broad__","LUAD","normal","up","KNOP1"
"AT2","__broad__","LUAD","normal","up","ACSM3"
"AT2","__broad__","LUAD","normal","up","METTL9"
"AT2","__broad__","LUAD","normal","up","SCNN1B"
"AT2","__broad__","LUAD","normal","up","EARS2"
"AT2","__broad__","LUAD","normal","up","UBFD1"
"AT2","__broad__","LUAD","normal","up","NDUFAB1"
"AT2","__broad__","LUAD","normal","up","PLK1"
"AT2","__broad__","LUAD","normal","up","NSMCE1"
"AT2","__broad__","LUAD","normal","up","TUFM"
"AT2","__broad__","LUAD","normal","up","MAZ"
"AT2","__broad__","LUAD","normal","up","CDIPT"
"AT2","__broad__","LUAD","normal","up","PPP4C"
"AT2","__broad__","LUAD","normal","up","DCTPP1"
"AT2","__broad__","LUAD","normal","up","SEPHS2"
"AT2","__broad__","LUAD","normal","up","BCL7C"
"AT2","__broad__","LUAD","normal","up","HSD3B7"
"AT2","__broad__","LUAD","normal","up","VKORC1"
"AT2","__broad__","LUAD","normal","up","PYCARD"
"AT2","__broad__","LUAD","normal","up","SHCBP1"
"AT2","__broad__","LUAD","normal","up","ORC6"
"AT2","__broad__","LUAD","normal","up","GPT2"
"AT2","__broad__","LUAD","normal","up","DNAJA2"
"AT2","__broad__","LUAD","normal","up","NETO2"
"AT2","__broad__","LUAD","normal","up","TOX3"
"AT2","__broad__","LUAD","normal","up","RPGRIP1L"
"AT2","__broad__","LUAD","normal","up","NUDT21"
"AT2","__broad__","LUAD","normal","up","OGFOD1"
"AT2","__broad__","LUAD","normal","up","MT2A"
"AT2","__broad__","LUAD","normal","up","MT1E"
"AT2","__broad__","LUAD","normal","up","MT1F"
"AT2","__broad__","LUAD","normal","up","MT1G"
"AT2","__broad__","LUAD","normal","up","NLRC5"
"AT2","__broad__","LUAD","normal","up","ARL2BP"
"AT2","__broad__","LUAD","normal","up","CCL22"
"AT2","__broad__","LUAD","normal","up","CX3CL1"
"AT2","__broad__","LUAD","normal","up","ADGRG1"
"AT2","__broad__","LUAD","normal","up","ZNF319"
"AT2","__broad__","LUAD","normal","up","USB1"
"AT2","__broad__","LUAD","normal","up","MMP15"
"AT2","__broad__","LUAD","normal","up","CCDC113"
"AT2","__broad__","LUAD","normal","up","GINS3"
"AT2","__broad__","LUAD","normal","up","GOT2"
"AT2","__broad__","LUAD","normal","up","CKLF"
"AT2","__broad__","LUAD","normal","up","CMTM3"
"AT2","__broad__","LUAD","normal","up","TRADD"
"AT2","__broad__","LUAD","normal","up","TMEM208"
"AT2","__broad__","LUAD","normal","up","HSD11B2"
"AT2","__broad__","LUAD","normal","up","THAP11"
"AT2","__broad__","LUAD","normal","up","NUTF2"
"AT2","__broad__","LUAD","normal","up","PSMB10"
"AT2","__broad__","LUAD","normal","up","SMPD3"
"AT2","__broad__","LUAD","normal","up","CDH3"
"AT2","__broad__","LUAD","normal","up","CDH1"
"AT2","__broad__","LUAD","normal","up","NQO1"
"AT2","__broad__","LUAD","normal","up","NOB1"
"AT2","__broad__","LUAD","normal","up","PSMD7"
"AT2","__broad__","LUAD","normal","up","ATMIN"
"AT2","__broad__","LUAD","normal","up","CMIP"
"AT2","__broad__","LUAD","normal","up","HSBP1"
"AT2","__broad__","LUAD","normal","up","OSGIN1"
"AT2","__broad__","LUAD","normal","up","COTL1"
"AT2","__broad__","LUAD","normal","up","USP10"
"AT2","__broad__","LUAD","normal","up","ZDHHC7"
"AT2","__broad__","LUAD","normal","up","GINS2"
"AT2","__broad__","LUAD","normal","up","COX4I1"
"AT2","__broad__","LUAD","normal","up","SLC7A5"
"AT2","__broad__","LUAD","normal","up","CYBA"
"AT2","__broad__","LUAD","normal","up","CDT1"
"AT2","__broad__","LUAD","normal","up","APRT"
"AT2","__broad__","LUAD","normal","up","CPNE7"
"AT2","__broad__","LUAD","normal","up","CHMP1A"
"AT2","__broad__","LUAD","normal","up","FANCA"
"AT2","__broad__","LUAD","normal","up","CENPBD1"
"AT2","__broad__","LUAD","normal","up","DBNDD1"
"AT2","__broad__","LUAD","normal","up","TIMM22"
"AT2","__broad__","LUAD","normal","up","RAP1GAP2"
"AT2","__broad__","LUAD","normal","up","TAX1BP3"
"AT2","__broad__","LUAD","normal","up","EMC6"
"AT2","__broad__","LUAD","normal","up","P2RX5"
"AT2","__broad__","LUAD","normal","up","GGT6"
"AT2","__broad__","LUAD","normal","up","CXCL16"
"AT2","__broad__","LUAD","normal","up","SLC25A11"
"AT2","__broad__","LUAD","normal","up","RNF167"
"AT2","__broad__","LUAD","normal","up","PFN1"
"AT2","__broad__","LUAD","normal","up","C1QBP"
"AT2","__broad__","LUAD","normal","up","TXNDC17"
"AT2","__broad__","LUAD","normal","up","XAF1"
"AT2","__broad__","LUAD","normal","up","TMEM102"
"AT2","__broad__","LUAD","normal","up","FGF11"
"AT2","__broad__","LUAD","normal","up","CHRNB1"
"AT2","__broad__","LUAD","normal","up","TP53"
"AT2","__broad__","LUAD","normal","up","AURKB"
"AT2","__broad__","LUAD","normal","up","MFSD6L"
"AT2","__broad__","LUAD","normal","up","CENPV"
"AT2","__broad__","LUAD","normal","up","RASD1"
"AT2","__broad__","LUAD","normal","up","SLC47A1"
"AT2","__broad__","LUAD","normal","up","ALDH3A2"
"AT2","__broad__","LUAD","normal","up","LGALS9"
"AT2","__broad__","LUAD","normal","up","POLDIP2"
"AT2","__broad__","LUAD","normal","up","SDF2"
"AT2","__broad__","LUAD","normal","up","RAB34"
"AT2","__broad__","LUAD","normal","up","ERAL1"
"AT2","__broad__","LUAD","normal","up","ABHD15"
"AT2","__broad__","LUAD","normal","up","TP53I13"
"AT2","__broad__","LUAD","normal","up","GIT1"
"AT2","__broad__","LUAD","normal","up","BLMH"
"AT2","__broad__","LUAD","normal","up","CPD"
"AT2","__broad__","LUAD","normal","up","EVI2A"
"AT2","__broad__","LUAD","normal","up","COPRS"
"AT2","__broad__","LUAD","normal","up","PSMD11"
"AT2","__broad__","LUAD","normal","up","TMEM98"
"AT2","__broad__","LUAD","normal","up","CCL8"
"AT2","__broad__","LUAD","normal","up","NLE1"
"AT2","__broad__","LUAD","normal","up","SLFN5"
"AT2","__broad__","LUAD","normal","up","SLFN12"
"AT2","__broad__","LUAD","normal","up","SLFN13"
"AT2","__broad__","LUAD","normal","up","PIGW"
"AT2","__broad__","LUAD","normal","up","MRM1"
"AT2","__broad__","LUAD","normal","up","SRCIN1"
"AT2","__broad__","LUAD","normal","up","EPOP"
"AT2","__broad__","LUAD","normal","up","PSMB3"
"AT2","__broad__","LUAD","normal","up","LASP1"
"AT2","__broad__","LUAD","normal","up","STAC2"
"AT2","__broad__","LUAD","normal","up","MED1"
"AT2","__broad__","LUAD","normal","up","ERBB2"
"AT2","__broad__","LUAD","normal","up","IKZF3"
"AT2","__broad__","LUAD","normal","up","ORMDL3"
"AT2","__broad__","LUAD","normal","up","PSMD3"
"AT2","__broad__","LUAD","normal","up","CDC6"
"AT2","__broad__","LUAD","normal","up","TOP2A"
"AT2","__broad__","LUAD","normal","up","IGFBP4"
"AT2","__broad__","LUAD","normal","up","CCR7"
"AT2","__broad__","LUAD","normal","up","KRT10"
"AT2","__broad__","LUAD","normal","up","KRT19"
"AT2","__broad__","LUAD","normal","up","KRT17"
"AT2","__broad__","LUAD","normal","up","JUP"
"AT2","__broad__","LUAD","normal","up","P3H4"
"AT2","__broad__","LUAD","normal","up","FKBP10"
"AT2","__broad__","LUAD","normal","up","CNP"
"AT2","__broad__","LUAD","normal","up","NKIRAS2"
"AT2","__broad__","LUAD","normal","up","GHDC"
"AT2","__broad__","LUAD","normal","up","RETREG3"
"AT2","__broad__","LUAD","normal","up","TUBG1"
"AT2","__broad__","LUAD","normal","up","VPS25"
"AT2","__broad__","LUAD","normal","up","COA3"
"AT2","__broad__","LUAD","normal","up","IFI35"
"AT2","__broad__","LUAD","normal","up","VAT1"
"AT2","__broad__","LUAD","normal","up","RND2"
"AT2","__broad__","LUAD","normal","up","BRCA1"
"AT2","__broad__","LUAD","normal","up","NBR1"
"AT2","__broad__","LUAD","normal","up","ARL4D"
"AT2","__broad__","LUAD","normal","up","ETV4"
"AT2","__broad__","LUAD","normal","up","TMEM101"
"AT2","__broad__","LUAD","normal","up","SLC25A39"
"AT2","__broad__","LUAD","normal","up","GRN"
"AT2","__broad__","LUAD","normal","up","FAM171A2"
"AT2","__broad__","LUAD","normal","up","FZD2"
"AT2","__broad__","LUAD","normal","up","EFTUD2"
"AT2","__broad__","LUAD","normal","up","KIF18B"
"AT2","__broad__","LUAD","normal","up","NMT1"
"AT2","__broad__","LUAD","normal","up","HEXIM1"
"AT2","__broad__","LUAD","normal","up","NSF"
"AT2","__broad__","LUAD","normal","up","ITGB3"
"AT2","__broad__","LUAD","normal","up","KPNB1"
"AT2","__broad__","LUAD","normal","up","PNPO"
"AT2","__broad__","LUAD","normal","up","NFE2L1"
"AT2","__broad__","LUAD","normal","up","SKAP1"
"AT2","__broad__","LUAD","normal","up","HOXB3"
"AT2","__broad__","LUAD","normal","up","HOXB4"
"AT2","__broad__","LUAD","normal","up","HOXB5"
"AT2","__broad__","LUAD","normal","up","HOXB6"
"AT2","__broad__","LUAD","normal","up","HOXB7"
"AT2","__broad__","LUAD","normal","up","ATP5MC1"
"AT2","__broad__","LUAD","normal","up","UBE2Z"
"AT2","__broad__","LUAD","normal","up","SNF8"
"AT2","__broad__","LUAD","normal","up","PHB"
"AT2","__broad__","LUAD","normal","up","SLC35B1"
"AT2","__broad__","LUAD","normal","up","DLX3"
"AT2","__broad__","LUAD","normal","up","PPP1R9B"
"AT2","__broad__","LUAD","normal","up","COL1A1"
"AT2","__broad__","LUAD","normal","up","EPN3"
"AT2","__broad__","LUAD","normal","up","SPATA20"
"AT2","__broad__","LUAD","normal","up","ABCC3"
"AT2","__broad__","LUAD","normal","up","NME1"
"AT2","__broad__","LUAD","normal","up","NME2"
"AT2","__broad__","LUAD","normal","up","CA10"
"AT2","__broad__","LUAD","normal","up","MMD"
"AT2","__broad__","LUAD","normal","up","PCTP"
"AT2","__broad__","LUAD","normal","up","NOG"
"AT2","__broad__","LUAD","normal","up","MSI2"
"AT2","__broad__","LUAD","normal","up","DYNLL2"
"AT2","__broad__","LUAD","normal","up","SUPT4H1"
"AT2","__broad__","LUAD","normal","up","RAD51C"
"AT2","__broad__","LUAD","normal","up","PRR11"
"AT2","__broad__","LUAD","normal","up","SMG8"
"AT2","__broad__","LUAD","normal","up","DHX40"
"AT2","__broad__","LUAD","normal","up","CLTC"
"AT2","__broad__","LUAD","normal","up","PTRH2"
"AT2","__broad__","LUAD","normal","up","CYB561"
"AT2","__broad__","LUAD","normal","up","DCAF7"
"AT2","__broad__","LUAD","normal","up","CCDC47"
"AT2","__broad__","LUAD","normal","up","CD79B"
"AT2","__broad__","LUAD","normal","up","MILR1"
"AT2","__broad__","LUAD","normal","up","C17orf58"
"AT2","__broad__","LUAD","normal","up","SOX9"
"AT2","__broad__","LUAD","normal","up","SLC39A11"
"AT2","__broad__","LUAD","normal","up","C17orf80"
"AT2","__broad__","LUAD","normal","up","SLC9A3R1"
"AT2","__broad__","LUAD","normal","up","FDXR"
"AT2","__broad__","LUAD","normal","up","HID1"
"AT2","__broad__","LUAD","normal","up","CDR2L"
"AT2","__broad__","LUAD","normal","up","ATP5PD"
"AT2","__broad__","LUAD","normal","up","JPT1"
"AT2","__broad__","LUAD","normal","up","SUMO2"
"AT2","__broad__","LUAD","normal","up","MIF4GD"
"AT2","__broad__","LUAD","normal","up","ITGB4"
"AT2","__broad__","LUAD","normal","up","GALK1"
"AT2","__broad__","LUAD","normal","up","TRIM47"
"AT2","__broad__","LUAD","normal","up","TRIM65"
"AT2","__broad__","LUAD","normal","up","ACOX1"
"AT2","__broad__","LUAD","normal","up","SRP68"
"AT2","__broad__","LUAD","normal","up","FOXJ1"
"AT2","__broad__","LUAD","normal","up","RNF157"
"AT2","__broad__","LUAD","normal","up","RHBDF2"
"AT2","__broad__","LUAD","normal","up","ST6GALNAC1"
"AT2","__broad__","LUAD","normal","up","MXRA7"
"AT2","__broad__","LUAD","normal","up","SEPTIN9"
"AT2","__broad__","LUAD","normal","up","SYNGR2"
"AT2","__broad__","LUAD","normal","up","TK1"
"AT2","__broad__","LUAD","normal","up","BIRC5"
"AT2","__broad__","LUAD","normal","up","LGALS3BP"
"AT2","__broad__","LUAD","normal","up","CANT1"
"AT2","__broad__","LUAD","normal","up","CBX2"
"AT2","__broad__","LUAD","normal","up","CBX8"
"AT2","__broad__","LUAD","normal","up","GAA"
"AT2","__broad__","LUAD","normal","up","EIF4A3"
"AT2","__broad__","LUAD","normal","up","CARD14"
"AT2","__broad__","LUAD","normal","up","RNF213"
"AT2","__broad__","LUAD","normal","up","NDUFAF8"
"AT2","__broad__","LUAD","normal","up","ACTG1"
"AT2","__broad__","LUAD","normal","up","TSPAN10"
"AT2","__broad__","LUAD","normal","up","CCDC137"
"AT2","__broad__","LUAD","normal","up","SLC25A10"
"AT2","__broad__","LUAD","normal","up","P4HB"
"AT2","__broad__","LUAD","normal","up","ARHGDIA"
"AT2","__broad__","LUAD","normal","up","ALYREF"
"AT2","__broad__","LUAD","normal","up","ANAPC11"
"AT2","__broad__","LUAD","normal","up","PYCR1"
"AT2","__broad__","LUAD","normal","up","RAC3"
"AT2","__broad__","LUAD","normal","up","RFNG"
"AT2","__broad__","LUAD","normal","up","GPS1"
"AT2","__broad__","LUAD","normal","up","SLC16A3"
"AT2","__broad__","LUAD","normal","up","SECTM1"
"AT2","__broad__","LUAD","normal","up","CYBC1"
"AT2","__broad__","LUAD","normal","up","TYMS"
"AT2","__broad__","LUAD","normal","up","NDC80"
"AT2","__broad__","LUAD","normal","up","MYL12A"
"AT2","__broad__","LUAD","normal","up","RAB31"
"AT2","__broad__","LUAD","normal","up","LDLRAD4"
"AT2","__broad__","LUAD","normal","up","SNRPD1"
"AT2","__broad__","LUAD","normal","up","TMEM241"
"AT2","__broad__","LUAD","normal","up","TTC39C"
"AT2","__broad__","LUAD","normal","up","CABYR"
"AT2","__broad__","LUAD","normal","up","IMPACT"
"AT2","__broad__","LUAD","normal","up","KCTD1"
"AT2","__broad__","LUAD","normal","up","DSC2"
"AT2","__broad__","LUAD","normal","up","DSG2"
"AT2","__broad__","LUAD","normal","up","DTNA"
"AT2","__broad__","LUAD","normal","up","SLC39A6"
"AT2","__broad__","LUAD","normal","up","FHOD3"
"AT2","__broad__","LUAD","normal","up","ATP5F1A"
"AT2","__broad__","LUAD","normal","up","IER3IP1"
"AT2","__broad__","LUAD","normal","up","SEC11C"
"AT2","__broad__","LUAD","normal","up","PMAIP1"
"AT2","__broad__","LUAD","normal","up","CNDP2"
"AT2","__broad__","LUAD","normal","up","PLPP2"
"AT2","__broad__","LUAD","normal","up","CDC34"
"AT2","__broad__","LUAD","normal","up","BSG"
"AT2","__broad__","LUAD","normal","up","MISP"
"AT2","__broad__","LUAD","normal","up","ARHGAP45"
"AT2","__broad__","LUAD","normal","up","GPX4"
"AT2","__broad__","LUAD","normal","up","ATP5F1D"
"AT2","__broad__","LUAD","normal","up","REEP6"
"AT2","__broad__","LUAD","normal","up","MEX3D"
"AT2","__broad__","LUAD","normal","up","UQCR11"
"AT2","__broad__","LUAD","normal","up","TCF3"
"AT2","__broad__","LUAD","normal","up","BTBD2"
"AT2","__broad__","LUAD","normal","up","JSRP1"
"AT2","__broad__","LUAD","normal","up","LSM7"
"AT2","__broad__","LUAD","normal","up","TIMM13"
"AT2","__broad__","LUAD","normal","up","SLC39A3"
"AT2","__broad__","LUAD","normal","up","EEF2"
"AT2","__broad__","LUAD","normal","up","UBXN6"
"AT2","__broad__","LUAD","normal","up","MYDGF"
"AT2","__broad__","LUAD","normal","up","PLIN3"
"AT2","__broad__","LUAD","normal","up","UHRF1"
"AT2","__broad__","LUAD","normal","up","MICOS13"
"AT2","__broad__","LUAD","normal","up","SLC25A23"
"AT2","__broad__","LUAD","normal","up","DENND1C"
"AT2","__broad__","LUAD","normal","up","VAV1"
"AT2","__broad__","LUAD","normal","up","ZNF358"
"AT2","__broad__","LUAD","normal","up","PET100"
"AT2","__broad__","LUAD","normal","up","TRAPPC5"
"AT2","__broad__","LUAD","normal","up","CD209"
"AT2","__broad__","LUAD","normal","up","PRR36"
"AT2","__broad__","LUAD","normal","up","SNAPC2"
"AT2","__broad__","LUAD","normal","up","CTXN1"
"AT2","__broad__","LUAD","normal","up","CD320"
"AT2","__broad__","LUAD","normal","up","MUC16"
"AT2","__broad__","LUAD","normal","up","UBL5"
"AT2","__broad__","LUAD","normal","up","OLFM2"
"AT2","__broad__","LUAD","normal","up","ICAM3"
"AT2","__broad__","LUAD","normal","up","AP1M2"
"AT2","__broad__","LUAD","normal","up","TMED1"
"AT2","__broad__","LUAD","normal","up","YIPF2"
"AT2","__broad__","LUAD","normal","up","SPC24"
"AT2","__broad__","LUAD","normal","up","TMEM205"
"AT2","__broad__","LUAD","normal","up","ELOF1"
"AT2","__broad__","LUAD","normal","up","MAN2B1"
"AT2","__broad__","LUAD","normal","up","GET3"
"AT2","__broad__","LUAD","normal","up","PRDX2"
"AT2","__broad__","LUAD","normal","up","DNASE2"
"AT2","__broad__","LUAD","normal","up","FARSA"
"AT2","__broad__","LUAD","normal","up","CALR"
"AT2","__broad__","LUAD","normal","up","GADD45GIP1"
"AT2","__broad__","LUAD","normal","up","NACC1"
"AT2","__broad__","LUAD","normal","up","C19orf53"
"AT2","__broad__","LUAD","normal","up","ZSWIM4"
"AT2","__broad__","LUAD","normal","up","PODNL1"
"AT2","__broad__","LUAD","normal","up","ASF1B"
"AT2","__broad__","LUAD","normal","up","NDUFB7"
"AT2","__broad__","LUAD","normal","up","NOTCH3"
"AT2","__broad__","LUAD","normal","up","EPHX3"
"AT2","__broad__","LUAD","normal","up","RAB8A"
"AT2","__broad__","LUAD","normal","up","FAM32A"
"AT2","__broad__","LUAD","normal","up","BST2"
"AT2","__broad__","LUAD","normal","up","MVB12A"
"AT2","__broad__","LUAD","normal","up","PGLS"
"AT2","__broad__","LUAD","normal","up","NIBAN3"
"AT2","__broad__","LUAD","normal","up","COLGALT1"
"AT2","__broad__","LUAD","normal","up","FCHO1"
"AT2","__broad__","LUAD","normal","up","B3GNT3"
"AT2","__broad__","LUAD","normal","up","JAK3"
"AT2","__broad__","LUAD","normal","up","CCDC124"
"AT2","__broad__","LUAD","normal","up","IFI30"
"AT2","__broad__","LUAD","normal","up","LSM4"
"AT2","__broad__","LUAD","normal","up","GDF15"
"AT2","__broad__","LUAD","normal","up","ISYNA1"
"AT2","__broad__","LUAD","normal","up","UBA52"
"AT2","__broad__","LUAD","normal","up","CRLF1"
"AT2","__broad__","LUAD","normal","up","TMEM59L"
"AT2","__broad__","LUAD","normal","up","COMP"
"AT2","__broad__","LUAD","normal","up","COPE"
"AT2","__broad__","LUAD","normal","up","HOMER3"
"AT2","__broad__","LUAD","normal","up","NR2C2AP"
"AT2","__broad__","LUAD","normal","up","NDUFA13"
"AT2","__broad__","LUAD","normal","up","ZNF101"
"AT2","__broad__","LUAD","normal","up","ZNF486"
"AT2","__broad__","LUAD","normal","up","ZNF681"
"AT2","__broad__","LUAD","normal","up","UQCRFS1"
"AT2","__broad__","LUAD","normal","up","POP4"
"AT2","__broad__","LUAD","normal","up","PLEKHF1"
"AT2","__broad__","LUAD","normal","up","CEP89"
"AT2","__broad__","LUAD","normal","up","FAAP24"
"AT2","__broad__","LUAD","normal","up","RHPN2"
"AT2","__broad__","LUAD","normal","up","SLC7A10"
"AT2","__broad__","LUAD","normal","up","GPI"
"AT2","__broad__","LUAD","normal","up","PDCD2L"
"AT2","__broad__","LUAD","normal","up","ZNF30"
"AT2","__broad__","LUAD","normal","up","ZNF792"
"AT2","__broad__","LUAD","normal","up","FXYD3"
"AT2","__broad__","LUAD","normal","up","FXYD5"
"AT2","__broad__","LUAD","normal","up","LSR"
"AT2","__broad__","LUAD","normal","up","TMEM147"
"AT2","__broad__","LUAD","normal","up","RBM42"
"AT2","__broad__","LUAD","normal","up","COX6B1"
"AT2","__broad__","LUAD","normal","up","PSENEN"
"AT2","__broad__","LUAD","normal","up","LRFN3"
"AT2","__broad__","LUAD","normal","up","SDHAF1"
"AT2","__broad__","LUAD","normal","up","POLR2I"
"AT2","__broad__","LUAD","normal","up","TBCB"
"AT2","__broad__","LUAD","normal","up","CAPNS1"
"AT2","__broad__","LUAD","normal","up","ZNF146"
"AT2","__broad__","LUAD","normal","up","ZNF260"
"AT2","__broad__","LUAD","normal","up","ZNF382"
"AT2","__broad__","LUAD","normal","up","ZNF607"
"AT2","__broad__","LUAD","normal","up","SPINT2"
"AT2","__broad__","LUAD","normal","up","YIF1B"
"AT2","__broad__","LUAD","normal","up","C19orf33"
"AT2","__broad__","LUAD","normal","up","KCNK6"
"AT2","__broad__","LUAD","normal","up","NCCRP1"
"AT2","__broad__","LUAD","normal","up","FBL"
"AT2","__broad__","LUAD","normal","up","PSMC4"
"AT2","__broad__","LUAD","normal","up","EXOSC5"
"AT2","__broad__","LUAD","normal","up","CEACAM5"
"AT2","__broad__","LUAD","normal","up","CEACAM6"
"AT2","__broad__","LUAD","normal","up","CD79A"
"AT2","__broad__","LUAD","normal","up","RABAC1"
"AT2","__broad__","LUAD","normal","up","PAFAH1B3"
"AT2","__broad__","LUAD","normal","up","CNFN"
"AT2","__broad__","LUAD","normal","up","CEACAM1"
"AT2","__broad__","LUAD","normal","up","CADM4"
"AT2","__broad__","LUAD","normal","up","KCNN4"
"AT2","__broad__","LUAD","normal","up","LYPD5"
"AT2","__broad__","LUAD","normal","up","ZNF229"
"AT2","__broad__","LUAD","normal","up","BCAM"
"AT2","__broad__","LUAD","normal","up","TOMM40"
"AT2","__broad__","LUAD","normal","up","APOE"
"AT2","__broad__","LUAD","normal","up","APOC2"
"AT2","__broad__","LUAD","normal","up","TRAPPC6A"
"AT2","__broad__","LUAD","normal","up","KLC3"
"AT2","__broad__","LUAD","normal","up","SNRPD2"
"AT2","__broad__","LUAD","normal","up","SLC1A5"
"AT2","__broad__","LUAD","normal","up","AP2S1"
"AT2","__broad__","LUAD","normal","up","TMEM160"
"AT2","__broad__","LUAD","normal","up","BBC3"
"AT2","__broad__","LUAD","normal","up","EHD2"
"AT2","__broad__","LUAD","normal","up","SELENOW"
"AT2","__broad__","LUAD","normal","up","KDELR1"
"AT2","__broad__","LUAD","normal","up","CA11"
"AT2","__broad__","LUAD","normal","up","TEAD2"
