gene	gene_group	mark	window	replicate	contrast	eligible	log2_ratio_difference	raw_mark_log2_ratio	H3_log2_ratio
HOPX	AT1	H3K27ac	promoter	CUT1	iATCs_minus_iAT1	True	-0.8866183883067964	-0.9182610626532105	-0.031642674346413664
HOPX	AT1	H3K27ac	broad_promoter	CUT1	iATCs_minus_iAT2	True	-1.0055340683785414	-0.8200005226304652	0.1855335457480762
HOPX	AT1	H3K27ac	broad_promoter	CUT1	iATCs_minus_iAT1	True	-1.089729960555979	-1.1072404511331273	-0.017510490577148496
CAV1	AT1	H3K27ac	promoter	CUT1	iATCs_minus_iAT2	True	-0.37616603631993417	-0.8110352959578555	-0.43486925963792117
CAV1	AT1	H3K27ac	promoter	CUT1	iATCs_minus_iAT1	True	-2.2980535795305483	-2.5253071801503992	-0.22725360061985037
CAV1	AT1	H3K27ac	broad_promoter	CUT1	iATCs_minus_iAT2	True	-0.5407284766516938	-0.5645770823057981	-0.023848605654104058
CAV1	AT1	H3K27ac	broad_promoter	CUT1	iATCs_minus_iAT1	True	-2.3500249512469433	-2.11142145125088	0.23860349999606376
AQP5	AT1	H3K27ac	promoter	CUT1	iATCs_minus_iAT2	True	0.7311685952691018	0.939103217791456	0.20793462252235417
AQP5	AT1	H3K27ac	promoter	CUT1	iATCs_minus_iAT1	True	0.10316781203727285	1.363664343899122	1.260496531861849
AQP5	AT1	H3K27ac	broad_promoter	CUT1	iATCs_minus_iAT2	True	0.00856740419504981	0.2934564885982042	0.2848890844031543
AQP5	AT1	H3K27ac	broad_promoter	CUT1	iATCs_minus_iAT1	True	-0.4631926526299166	0.2602702629078115	0.723462915537728
KRT8	transition_stress	H3K27ac	promoter	CUT1	iATCs_minus_iAT2	True	0.39803413010889344	0.22323483223036364	-0.17479929787853
KRT8	transition_stress	H3K27ac	promoter	CUT1	iATCs_minus_iAT1	True	-0.8715245223963901	0.4343238894733914	1.3058484118697815
KRT8	transition_stress	H3K27ac	broad_promoter	CUT1	iATCs_minus_iAT2	True	0.18779178819958275	0.20998653471725823	0.022194746517675362
KRT8	transition_stress	H3K27ac	broad_promoter	CUT1	iATCs_minus_iAT1	True	-1.4279670019079092	-0.1451093640242293	1.2828576378836793
CLDN4	transition_stress	H3K27ac	promoter	CUT1	iATCs_minus_iAT2	True	-0.9443041740885114	0.35976327810495884	1.3040674521934705
CLDN4	transition_stress	H3K27ac	promoter	CUT1	iATCs_minus_iAT1	True	-2.375245240727417	0.06691895796226324	2.442164198689681
CLDN4	transition_stress	H3K27ac	broad_promoter	CUT1	iATCs_minus_iAT2	True	-0.37671066913987605	0.03457555688034749	0.4112862260202235
CLDN4	transition_stress	H3K27ac	broad_promoter	CUT1	iATCs_minus_iAT1	True	-1.0516964059232734	-0.2550371403306151	0.7966592655926577
KRT19	transition_stress	H3K27ac	promoter	CUT1	iATCs_minus_iAT2	True	-0.7507335665541315	0.013079608231077096	0.7638131747852089
KRT19	transition_stress	H3K27ac	promoter	CUT1	iATCs_minus_iAT1	True	-1.7492002097119825	-0.150788940777968	1.5984112689340149
KRT19	transition_stress	H3K27ac	broad_promoter	CUT1	iATCs_minus_iAT2	True	-0.3100919220706744	0.2422423739165255	0.5523342959872003
KRT19	transition_stress	H3K27ac	broad_promoter	CUT1	iATCs_minus_iAT1	True	-1.0286438217461957	-0.06704757494302728	0.9615962468031686
CDKN1A	transition_stress	H3K27ac	promoter	CUT1	iATCs_minus_iAT2	True	0.8374601501951453	0.8205704048598909	-0.016889745335254776
CDKN1A	transition_stress	H3K27ac	promoter	CUT1	iATCs_minus_iAT1	True	0.264579641695299	0.7366503786444093	0.4720707369491094
CDKN1A	transition_stress	H3K27ac	broad_promoter	CUT1	iATCs_minus_iAT2	True	-0.13692426926905021	0.7625029332611284	0.8994272025301786
CDKN1A	transition_stress	H3K27ac	broad_promoter	CUT1	iATCs_minus_iAT1	True	-0.5690458511669405	0.8344684692153337	1.4035143203822742
SFN	transition_stress	H3K27ac	promoter	CUT1	iATCs_minus_iAT2	True	-0.41014989246184275	0.5320173168345058	0.9421672092963485
SFN	transition_stress	H3K27ac	promoter	CUT1	iATCs_minus_iAT1	True	-0.5559576650038052	0.3555316097076268	0.9114892747114317
SFN	transition_stress	H3K27ac	broad_promoter	CUT1	iATCs_minus_iAT2	True	-0.3999085948047607	0.39053892879561597	0.7904475236003768
SFN	transition_stress	H3K27ac	broad_promoter	CUT1	iATCs_minus_iAT1	True	-0.8164798450443456	0.2264894872167839	1.0429693322611298
ITGB6	transition_stress	H3K27ac	promoter	CUT1	iATCs_minus_iAT2	True	0.6291526219074539	0.8540617780360391	0.22490915612858506
ITGB6	transition_stress	H3K27ac	promoter	CUT1	iATCs_minus_iAT1	True	-0.718156888577461	0.2822153782678647	1.0003722668453252
ITGB6	transition_stress	H3K27ac	broad_promoter	CUT1	iATCs_minus_iAT2	True	0.8697025900058613	0.8379141827064208	-0.03178840729944076
ITGB6	transition_stress	H3K27ac	broad_promoter	CUT1	iATCs_minus_iAT1	True	-0.784336270393224	0.39581210633338687	1.1801483767266108
KRT17	transition_stress	H3K27ac	promoter	CUT1	iATCs_minus_iAT2	True	1.2705973134932158	2.2041462635687004	0.9335489500754844
KRT17	transition_stress	H3K27ac	promoter	CUT1	iATCs_minus_iAT1	True	0.39734195911941006	1.849003063119346	1.4516611039999359
KRT17	transition_stress	H3K27ac	broad_promoter	CUT1	iATCs_minus_iAT2	True	1.8092906919730858	2.145733278894663	0.3364425869215774
KRT17	transition_stress	H3K27ac	broad_promoter	CUT1	iATCs_minus_iAT1	True	1.313553476661439	2.155081189034788	0.8415277123733489
TP63	transition_stress	H3K27ac	promoter	CUT1	iATCs_minus_iAT2	False			0.8175878412678612
TP63	transition_stress	H3K27ac	promoter	CUT1	iATCs_minus_iAT1	True	-2.203361949605002	-2.0687061397590676	0.1346558098459342
TP63	transition_stress	H3K27ac	broad_promoter	CUT1	iATCs_minus_iAT2	True	0.10123358778451941	0.753425944683757	0.6521923568992375
TP63	transition_stress	H3K27ac	broad_promoter	CUT1	iATCs_minus_iAT1	True	-1.9813980333724248	-1.4048280712309917	0.5765699621414332
COL1A1	transition_stress	H3K27ac	promoter	CUT1	iATCs_minus_iAT2	True	0.4227318397408266	0.7950235045121082	0.37229166477128156
COL1A1	transition_stress	H3K27ac	promoter	CUT1	iATCs_minus_iAT1	True	-0.42263144615944204	0.7484237494699348	1.1710551956293769
COL1A1	transition_stress	H3K27ac	broad_promoter	CUT1	iATCs_minus_iAT2	True	0.7835553906263775	0.9951216712499027	0.21156628062352548
COL1A1	transition_stress	H3K27ac	broad_promoter	CUT1	iATCs_minus_iAT1	True	0.15944828272419942	1.2096460649401286	1.050197782215929
ATF3	regulators	H3K27ac	promoter	CUT1	iATCs_minus_iAT2	True	-1.2797060505865399	-1.1645262446434765	0.11517980594306337
ATF3	regulators	H3K27ac	promoter	CUT1	iATCs_minus_iAT1	True	-1.608428299401077	-0.4132186168035065	1.1952096825975704
ATF3	regulators	H3K27ac	broad_promoter	CUT1	iATCs_minus_iAT2	True	-1.8549045648664955	-0.5432578496257139	1.3116467152407816
ATF3	regulators	H3K27ac	broad_promoter	CUT1	iATCs_minus_iAT1	True	-0.4230517028193743	0.10258048611095036	0.5256321889303247
HNF1B	regulators	H3K27ac	promoter	CUT1	iATCs_minus_iAT2	True	-0.6002701399561348	0.18759587288405458	0.7878660128401888
HNF1B	regulators	H3K27ac	promoter	CUT1	iATCs_minus_iAT1	True	-2.1185990208988343	-0.07196126967926571	2.0466377512195684
HNF1B	regulators	H3K27ac	broad_promoter	CUT1	iATCs_minus_iAT2	True	-1.1484046092447988	0.2116489906480004	1.3600535998927992
HNF1B	regulators	H3K27ac	broad_promoter	CUT1	iATCs_minus_iAT1	True	-1.2579026113275997	0.0015072917380867664	1.2594099030656867
TP53	regulators	H3K27ac	promoter	CUT1	iATCs_minus_iAT2	True	-0.4273579428442065	0.04267971519255687	0.4700376580367633
TP53	regulators	H3K27ac	promoter	CUT1	iATCs_minus_iAT1	True	-0.7765809781979613	-0.0041836353154141165	0.7723973428825474
TP53	regulators	H3K27ac	broad_promoter	CUT1	iATCs_minus_iAT2	True	-0.29166262580509184	0.05965355016172932	0.3513161759668212
TP53	regulators	H3K27ac	broad_promoter	CUT1	iATCs_minus_iAT1	True	-1.0295350240080894	0.15635704286119056	1.1858920668692798
CEBPA	regulators	H3K27ac	promoter	CUT1	iATCs_minus_iAT2	True	-0.09035059690901726	-0.2094738857401999	-0.11912328883118237
CEBPA	regulators	H3K27ac	promoter	CUT1	iATCs_minus_iAT1	True	-0.6739524896308333	0.03817279153735184	0.7121252811681851
CEBPA	regulators	H3K27ac	broad_promoter	CUT1	iATCs_minus_iAT2	True	-0.4910392708237934	-0.3796763313714895	0.11136293945230369
CEBPA	regulators	H3K27ac	broad_promoter	CUT1	iATCs_minus_iAT1	True	-0.42844467211028014	0.19288725976386545	0.6213319318741455
SFTPC	AT2	H3K27ac	promoter	CUT2	iATCs_minus_iAT2	True	-2.3997119087116987	-1.6801322560997582	0.71957965261194
SFTPC	AT2	H3K27ac	promoter	CUT2	iATCs_minus_iAT1	True	-1.140565958342778	-0.3321001439037473	0.8084658144390308
SFTPC	AT2	H3K27ac	broad_promoter	CUT2	iATCs_minus_iAT2	True	-2.571158496955787	-2.3127407545401253	0.25841774241566157
SFTPC	AT2	H3K27ac	broad_promoter	CUT2	iATCs_minus_iAT1	True	-0.9623289516926905	-0.7596437690884449	0.20268518260424565
ABCA3	AT2	H3K27ac	promoter	CUT2	iATCs_minus_iAT2	True	-1.856747968869458	-1.5086966613335102	0.3480513075359478
ABCA3	AT2	H3K27ac	promoter	CUT2	iATCs_minus_iAT1	True	-1.9416409388393974	-1.2126402990978709	0.7290006397415264
ABCA3	AT2	H3K27ac	broad_promoter	CUT2	iATCs_minus_iAT2	True	-2.19087707021374	-1.7345038121531196	0.45637325806062073
ABCA3	AT2	H3K27ac	broad_promoter	CUT2	iATCs_minus_iAT1	True	-2.037336450248757	-1.2184719974671259	0.8188644527816309
NKX2-1	AT2	H3K27ac	promoter	CUT2	iATCs_minus_iAT2	True	-1.372213051874064	-0.33928824085942466	1.0329248110146396
NKX2-1	AT2	H3K27ac	promoter	CUT2	iATCs_minus_iAT1	True	-1.681140611063284	-0.9492943359908844	0.7318462750723994
NKX2-1	AT2	H3K27ac	broad_promoter	CUT2	iATCs_minus_iAT2	True	-1.509368708657509	-0.5296326046401182	0.9797361040173912
NKX2-1	AT2	H3K27ac	broad_promoter	CUT2	iATCs_minus_iAT1	True	-1.9287216410048051	-0.9932152318087144	0.9355064091960913
ETV5	AT2	H3K27ac	promoter	CUT2	iATCs_minus_iAT2	True	0.004859711055080762	0.2043080277398956	0.19944831668481502
ETV5	AT2	H3K27ac	promoter	CUT2	iATCs_minus_iAT1	True	0.3485044064336402	1.4283121071951994	1.0798077007615592
ETV5	AT2	H3K27ac	broad_promoter	CUT2	iATCs_minus_iAT2	True	-0.4285870851939504	-0.08267451221740282	0.34591257297654765
ETV5	AT2	H3K27ac	broad_promoter	CUT2	iATCs_minus_iAT1	True	0.3456593870857727	1.2247694066076877	0.8791100195219153
SFTPB	AT2	H3K27ac	promoter	CUT2	iATCs_minus_iAT2	True	-7.63263089976981	-8.093266886148891	-0.460635986379081
SFTPB	AT2	H3K27ac	promoter	CUT2	iATCs_minus_iAT1	True	-7.271501570081613	-7.703291987405619	-0.43179041732400586
SFTPB	AT2	H3K27ac	broad_promoter	CUT2	iATCs_minus_iAT2	True	-7.824400289081428	-7.505205702075726	0.31919458700570136
SFTPB	AT2	H3K27ac	broad_promoter	CUT2	iATCs_minus_iAT1	True	-7.525940897015643	-7.1472839409186415	0.37865695609700195
AGER	AT1	H3K27ac	promoter	CUT2	iATCs_minus_iAT2	True	-3.175601697506814	-0.7900096587186975	2.385592038788116
AGER	AT1	H3K27ac	promoter	CUT2	iATCs_minus_iAT1	True	-4.057395527038793	-2.869581695785872	1.18781383125292
AGER	AT1	H3K27ac	broad_promoter	CUT2	iATCs_minus_iAT2	True	-0.504375810115159	0.4237705961587501	0.9281464062739092
AGER	AT1	H3K27ac	broad_promoter	CUT2	iATCs_minus_iAT1	True	-1.6216053633702692	-0.5833160838060928	1.0382892795641763
PDPN	AT1	H3K27ac	promoter	CUT2	iATCs_minus_iAT2	True	-2.183567063527369	-1.6305083899802748	0.5530586735470944
PDPN	AT1	H3K27ac	promoter	CUT2	iATCs_minus_iAT1	True	-5.10271131086069	-3.586099334296967	1.5166119765637232
PDPN	AT1	H3K27ac	broad_promoter	CUT2	iATCs_minus_iAT2	True	-2.271122541856026	-1.7610767705056072	0.5100457713504184
PDPN	AT1	H3K27ac	broad_promoter	CUT2	iATCs_minus_iAT1	True	-5.014417750538289	-3.7931109941181442	1.2213067564201445
HOPX	AT1	H3K27ac	promoter	CUT2	iATCs_minus_iAT2	True	-0.3821743299970879	-0.6818328453396804	-0.2996585153425925
HOPX	AT1	H3K27ac	promoter	CUT2	iATCs_minus_iAT1	True	-2.0943036977030984	-1.2639024186328718	0.8304012790702264
HOPX	AT1	H3K27ac	broad_promoter	CUT2	iATCs_minus_iAT2	True	-0.9635267662366624	-0.9124600599940319	0.05106670624263045
HOPX	AT1	H3K27ac	broad_promoter	CUT2	iATCs_minus_iAT1	True	-2.911324301661512	-1.3611731126341293	1.5501511890273822
CAV1	AT1	H3K27ac	promoter	CUT2	iATCs_minus_iAT2	True	-0.3365867590910261	-0.8190927914391778	-0.48250603234815165
CAV1	AT1	H3K27ac	promoter	CUT2	iATCs_minus_iAT1	True	-1.7124095261941794	-2.637667128663258	-0.9252576024690786
CAV1	AT1	H3K27ac	broad_promoter	CUT2	iATCs_minus_iAT2	True	-0.20662479917567955	-0.7145478593562519	-0.5079230601805726
CAV1	AT1	H3K27ac	broad_promoter	CUT2	iATCs_minus_iAT1	True	-2.202262084552213	-2.216989503737243	-0.014727419185029978
AQP5	AT1	H3K27ac	promoter	CUT2	iATCs_minus_iAT2	True	1.2439845094384014	0.8486085325256056	-0.39537597691279563
AQP5	AT1	H3K27ac	promoter	CUT2	iATCs_minus_iAT1	True	-0.052708321581722506	0.40424659898552934	0.45695492056725207
AQP5	AT1	H3K27ac	broad_promoter	CUT2	iATCs_minus_iAT2	True	0.7669849382235664	0.2636826486937181	-0.5033022895298482
AQP5	AT1	H3K27ac	broad_promoter	CUT2	iATCs_minus_iAT1	True	0.1743472092715036	0.31751031171397165	0.1431631024424681
KRT8	transition_stress	H3K27ac	promoter	CUT2	iATCs_minus_iAT2	True	0.39290589349252514	0.13907687471162064	-0.25382901878090464
KRT8	transition_stress	H3K27ac	promoter	CUT2	iATCs_minus_iAT1	True	-1.2711305886642972	0.1775781759482646	1.4487087646125623
KRT8	transition_stress	H3K27ac	broad_promoter	CUT2	iATCs_minus_iAT2	True	0.2520816610799601	0.3077289981138945	0.05564733703393453
KRT8	transition_stress	H3K27ac	broad_promoter	CUT2	iATCs_minus_iAT1	True	-0.9583615195721231	-0.2979137284315127	0.6604477911406099
CLDN4	transition_stress	H3K27ac	promoter	CUT2	iATCs_minus_iAT2	True	-0.8896499522599894	0.41241363442226325	1.3020635866822527
CLDN4	transition_stress	H3K27ac	promoter	CUT2	iATCs_minus_iAT1	True	-2.0260557176037715	0.056223009147618415	2.0822787267513903
CLDN4	transition_stress	H3K27ac	broad_promoter	CUT2	iATCs_minus_iAT2	True	-0.26162563726487154	0.04428784590221808	0.30591348316708983
CLDN4	transition_stress	H3K27ac	broad_promoter	CUT2	iATCs_minus_iAT1	True	-1.104230994239928	-0.3627976842344835	0.7414333100054448
KRT19	transition_stress	H3K27ac	promoter	CUT2	iATCs_minus_iAT2	True	-0.828354240662601	0.19331325036397026	1.0216674910265717
KRT19	transition_stress	H3K27ac	promoter	CUT2	iATCs_minus_iAT1	True	-2.2863963916720076	-0.2606558383786125	2.0257405532933954
KRT19	transition_stress	H3K27ac	broad_promoter	CUT2	iATCs_minus_iAT2	True	-0.24191873766158611	0.3977941063188641	0.6397128439804495
KRT19	transition_stress	H3K27ac	broad_promoter	CUT2	iATCs_minus_iAT1	True	-1.4844223910404422	-0.23329238121394763	1.2511300098264944
CDKN1A	transition_stress	H3K27ac	promoter	CUT2	iATCs_minus_iAT2	True	1.272704470262073	0.4915129897631649	-0.7811914804989081
CDKN1A	transition_stress	H3K27ac	promoter	CUT2	iATCs_minus_iAT1	True	0.23562718574723984	0.5365250851312074	0.3008978993839677
CDKN1A	transition_stress	H3K27ac	broad_promoter	CUT2	iATCs_minus_iAT2	True	0.6557903655626842	0.7402454879320008	0.08445512236931682
CDKN1A	transition_stress	H3K27ac	broad_promoter	CUT2	iATCs_minus_iAT1	True	-0.11873734399848912	0.7618509397178717	0.8805882837163608
SFN	transition_stress	H3K27ac	promoter	CUT2	iATCs_minus_iAT2	True	0.03807633783107911	0.6396738120722187	0.6015974742411393
SFN	transition_stress	H3K27ac	promoter	CUT2	iATCs_minus_iAT1	True	-0.07968809044974057	0.6000027763838055	0.679690866833546
SFN	transition_stress	H3K27ac	broad_promoter	CUT2	iATCs_minus_iAT2	True	-0.030081165819480393	0.3571819985775725	0.38726316439705316
SFN	transition_stress	H3K27ac	broad_promoter	CUT2	iATCs_minus_iAT1	True	-0.274332928498648	0.24165036301307308	0.515983291511721
ITGB6	transition_stress	H3K27ac	promoter	CUT2	iATCs_minus_iAT2	True	-0.011151555609087538	0.8036804390291554	0.8148319946382433
ITGB6	transition_stress	H3K27ac	promoter	CUT2	iATCs_minus_iAT1	True	0.6700778353809742	0.48703721682762335	-0.18304061855335071
ITGB6	transition_stress	H3K27ac	broad_promoter	CUT2	iATCs_minus_iAT2	True	0.5786770735693589	0.7889077808253059	0.21023070725594706
ITGB6	transition_stress	H3K27ac	broad_promoter	CUT2	iATCs_minus_iAT1	True	0.32764770208122096	0.727571299761416	0.39992359768019486
KRT17	transition_stress	H3K27ac	promoter	CUT2	iATCs_minus_iAT2	True	1.4059300942184385	2.0063323058183657	0.6004022115999271
KRT17	transition_stress	H3K27ac	promoter	CUT2	iATCs_minus_iAT1	True	-0.37883815913400576	1.2639366492019568	1.6427748083359623
KRT17	transition_stress	H3K27ac	broad_promoter	CUT2	iATCs_minus_iAT2	True	1.8104925734403317	1.9825541766998052	0.1720616032594736
KRT17	transition_stress	H3K27ac	broad_promoter	CUT2	iATCs_minus_iAT1	True	0.5527605116250109	1.404832175473659	0.8520716638486479
TP63	transition_stress	H3K27ac	promoter	CUT2	iATCs_minus_iAT2	True	0.5589883239834919	-0.5247806486079432	-1.0837689725914348
TP63	transition_stress	H3K27ac	promoter	CUT2	iATCs_minus_iAT1	True	-0.9334345590511575	-1.4381402697777252	-0.504705710726567
TP63	transition_stress	H3K27ac	broad_promoter	CUT2	iATCs_minus_iAT2	True	1.0983669218428234	0.41381955276743404	-0.68454736907539
TP63	transition_stress	H3K27ac	broad_promoter	CUT2	iATCs_minus_iAT1	True	-0.4100830334167722	-0.5211352160329412	-0.11105218261616942
COL1A1	transition_stress	H3K27ac	promoter	CUT2	iATCs_minus_iAT2	True	0.32655890168545865	0.7593712889950086	0.43281238730955035
COL1A1	transition_stress	H3K27ac	promoter	CUT2	iATCs_minus_iAT1	True	0.5019279155668908	0.89300433556733	0.39107642000043946
COL1A1	transition_stress	H3K27ac	broad_promoter	CUT2	iATCs_minus_iAT2	True	0.8443245064478115	1.0160817399654185	0.17175723351760724
COL1A1	transition_stress	H3K27ac	broad_promoter	CUT2	iATCs_minus_iAT1	True	0.48545382596129705	1.1022884369860908	0.6168346110247935
ATF3	regulators	H3K27ac	promoter	CUT2	iATCs_minus_iAT2	True	-1.202383799009667	-0.5977540089389464	0.6046297900707203
ATF3	regulators	H3K27ac	promoter	CUT2	iATCs_minus_iAT1	True	-0.207945940131063	0.27060854313499133	0.4785544832660541
ATF3	regulators	H3K27ac	broad_promoter	CUT2	iATCs_minus_iAT2	True	-0.697902896699482	-0.5954429918656479	0.10245990483383415
ATF3	regulators	H3K27ac	broad_promoter	CUT2	iATCs_minus_iAT1	True	0.4385285772675347	0.35700860361990394	-0.08151997364763089
HNF1B	regulators	H3K27ac	promoter	CUT2	iATCs_minus_iAT2	True	0.28288402055661077	0.3649082025900591	0.08202418203344775
HNF1B	regulators	H3K27ac	promoter	CUT2	iATCs_minus_iAT1	True	-0.10534330821143723	-0.1197798103016343	-0.014436502090197733
HNF1B	regulators	H3K27ac	broad_promoter	CUT2	iATCs_minus_iAT2	True	-0.14396925385728565	0.49642094704163964	0.6403902008989258
HNF1B	regulators	H3K27ac	broad_promoter	CUT2	iATCs_minus_iAT1	True	-0.6459469379333616	0.019490395897408617	0.6654373338307705
TP53	regulators	H3K27ac	promoter	CUT2	iATCs_minus_iAT2	True	-0.4600146573546948	0.15455750012736819	0.614572157482063
TP53	regulators	H3K27ac	promoter	CUT2	iATCs_minus_iAT1	True	-0.8774675212265524	0.021313024365986553	0.8987805455925387
TP53	regulators	H3K27ac	broad_promoter	CUT2	iATCs_minus_iAT2	True	-0.5018580908910142	0.20747495195413723	0.7093330428451518
TP53	regulators	H3K27ac	broad_promoter	CUT2	iATCs_minus_iAT1	True	-0.7160800655375166	0.24097723957068337	0.9570573051082002
CEBPA	regulators	H3K27ac	promoter	CUT2	iATCs_minus_iAT2	True	-0.4097637561848204	-0.3549631994175029	0.0548005567673176
CEBPA	regulators	H3K27ac	promoter	CUT2	iATCs_minus_iAT1	True	-0.7200481204812204	-0.3207374828425102	0.39931063763871044
CEBPA	regulators	H3K27ac	broad_promoter	CUT2	iATCs_minus_iAT2	True	-0.8451269850059537	-0.6670523808855361	0.1780746041204176
CEBPA	regulators	H3K27ac	broad_promoter	CUT2	iATCs_minus_iAT1	True	-0.8298458010702618	-0.2828243872234039	0.547021413846858
SFTPC	AT2	H3K4me3	promoter	CUT1	iATCs_minus_iAT2	True	-1.4639869304429693	-1.2362721833014498	0.22771474714151962
SFTPC	AT2	H3K4me3	promoter	CUT1	iATCs_minus_iAT1	True	-1.9492496454675683	-1.4586179204548249	0.49063172501274344
SFTPC	AT2	H3K4me3	broad_promoter	CUT1	iATCs_minus_iAT2	True	-0.9861319271234987	-0.8239292756369603	0.1622026514865385
SFTPC	AT2	H3K4me3	broad_promoter	CUT1	iATCs_minus_iAT1	True	-0.9569539936507241	-0.9431126553373769	0.013841338313347138
ABCA3	AT2	H3K4me3	promoter	CUT1	iATCs_minus_iAT2	True	-1.713752961356278	-0.9489249912663301	0.7648279700899481
ABCA3	AT2	H3K4me3	promoter	CUT1	iATCs_minus_iAT1	True	-2.831783723361507	-1.5201851152777217	1.3115986080837851
ABCA3	AT2	H3K4me3	broad_promoter	CUT1	iATCs_minus_iAT2	True	-1.913333932418621	-1.0610681703437777	0.8522657620748433
ABCA3	AT2	H3K4me3	broad_promoter	CUT1	iATCs_minus_iAT1	True	-2.825092646196227	-1.501114531319678	1.3239781148765486
NKX2-1	AT2	H3K4me3	promoter	CUT1	iATCs_minus_iAT2	True	-0.9273334221400225	-1.0629759817368136	-0.13564255959679097
NKX2-1	AT2	H3K4me3	promoter	CUT1	iATCs_minus_iAT1	True	-1.3983273279744406	-1.0342192035513953	0.36410812442304513
NKX2-1	AT2	H3K4me3	broad_promoter	CUT1	iATCs_minus_iAT2	True	-1.427556155669615	-0.9741246391052867	0.4534315165643286
NKX2-1	AT2	H3K4me3	broad_promoter	CUT1	iATCs_minus_iAT1	True	-1.3607884026574073	-0.8121258147287939	0.5486625879286134
