gene_set	symbol	ensembl_id	in_counts_index
a5a11_injury_residual	Arpc2	ENSMUSG00000006304	True
a5a11_injury_residual	Arpc5	ENSMUSG00000008475	True
a5a11_injury_residual	Arpp19	ENSMUSG00000007656	True
a5a11_injury_residual	Atf3	ENSMUSG00000026628	True
a5a11_injury_residual	Atf4	ENSMUSG00000042406	True
a5a11_injury_residual	Atp5d		False
a5a11_injury_residual	Atp6v0e	ENSMUSG00000015575	True
a5a11_injury_residual	Atp6v1f	ENSMUSG00000004285	True
a5a11_injury_residual	Atxn10	ENSMUSG00000016541	True
a5a11_injury_residual	B2m	ENSMUSG00000060802	True
a5a11_injury_residual	Bola2	ENSMUSG00000047721	True
a5a11_injury_residual	Btf3	ENSMUSG00000021660	True
a5a11_injury_residual	Btg2	ENSMUSG00000020423	True
a5a11_injury_residual	Bzw1	ENSMUSG00000051223	True
a5a11_injury_residual	Cald1	ENSMUSG00000029761	True
a5a11_injury_residual	Calm1	ENSMUSG00000001175	True
a5a11_injury_residual	Calm2	ENSMUSG00000036438	True
a5a11_injury_residual	Canx	ENSMUSG00000020368	True
a5a11_injury_residual	Capg	ENSMUSG00000056737	True
a5a11_injury_residual	Capn2	ENSMUSG00000026509	True
a5a11_injury_residual	Capns1	ENSMUSG00000001794	True
a5a11_injury_residual	Capzb	ENSMUSG00000028745	True
a5a11_injury_residual	Cast	ENSMUSG00000021585	True
a5a11_injury_residual	Ccng1	ENSMUSG00000020326	True
a5a11_injury_residual	Cct2	ENSMUSG00000034024	True
a5a11_injury_residual	Cct3	ENSMUSG00000001416	True
a5a11_injury_residual	Cct6a	ENSMUSG00000029447	True
a5a11_injury_residual	Cct8	ENSMUSG00000025613	True
a5a11_injury_residual	Cd151	ENSMUSG00000025510	True
a5a11_injury_residual	Cd2ap	ENSMUSG00000061665	True
a5a11_injury_residual	Cd44	ENSMUSG00000005087	True
a5a11_injury_residual	Cd63	ENSMUSG00000025351	True
a5a11_injury_residual	Cd81	ENSMUSG00000037706	True
a5a11_injury_residual	Cd9	ENSMUSG00000030342	True
a5a11_injury_residual	Cdc42	ENSMUSG00000006699	True
a5a11_injury_residual	Cdkn1a	ENSMUSG00000023067	True
a5a11_injury_residual	Cfl1	ENSMUSG00000056201	True
a5a11_injury_residual	Cfl2	ENSMUSG00000062929	True
a5a11_injury_residual	Chchd2	ENSMUSG00000070493	True
a5a11_injury_residual	Chmp2a	ENSMUSG00000033916	True
a5a11_injury_residual	Chmp3	ENSMUSG00000053119	True
a5a11_injury_residual	Cldn18	ENSMUSG00000032473	True
a5a11_injury_residual	Clic1	ENSMUSG00000007041	True
a5a11_injury_residual	Clta	ENSMUSG00000028478	True
a5a11_injury_residual	Cltb	ENSMUSG00000047547	True
a5a11_injury_residual	Clu	ENSMUSG00000022037	True
a5a11_injury_residual	Cnbp	ENSMUSG00000030057	True
a5a11_injury_residual	Cnn2	ENSMUSG00000004665	True
a5a11_injury_residual	Commd3	ENSMUSG00000051154	True
a5a11_injury_residual	Cox17	ENSMUSG00000046516	True
a5a11_injury_residual	Cox4i1	ENSMUSG00000031818	True
a5a11_injury_residual	Cox5a	ENSMUSG00000000088	True
a5a11_injury_residual	Cox5b	ENSMUSG00000061518	True
a5a11_injury_residual	Cox6a1	ENSMUSG00000041697	True
a5a11_injury_residual	Cox6b1	ENSMUSG00000036751	True
a5a11_injury_residual	Cox7a2	ENSMUSG00000032330	True
a5a11_injury_residual	Cox7c	ENSMUSG00000017778	True
a5a11_injury_residual	Cox8a	ENSMUSG00000035885	True
a5a11_injury_residual	Cryab	ENSMUSG00000032060	True
a5a11_injury_residual	Cstb	ENSMUSG00000005054	True
a5a11_injury_residual	Ctnna1	ENSMUSG00000037815	True
a5a11_injury_residual	Ctsd	ENSMUSG00000007891	True
a5a11_injury_residual	Ctsl	ENSMUSG00000021477	True
a5a11_injury_residual	Cwc15	ENSMUSG00000004096	True
a5a11_injury_residual	Cycs	ENSMUSG00000063694	True
a5a11_injury_residual	Cyr61		False
a5a11_injury_residual	Cystm1	ENSMUSG00000046727	True
a5a11_injury_residual	D8Ertd738e	ENSMUSG00000019362	True
a5a11_injury_residual	Dctn3	ENSMUSG00000028447	True
a5a11_injury_residual	Denr	ENSMUSG00000023106	True
a5a11_injury_residual	Dstn	ENSMUSG00000015932	True
a5a11_injury_residual	Dusp1	ENSMUSG00000024190	True
a5a11_injury_residual	Dynlrb1	ENSMUSG00000047459	True
a5a11_injury_residual	Edf1	ENSMUSG00000015092	True
a5a11_injury_residual	Edn1	ENSMUSG00000021367	True
a5a11_injury_residual	Eef1a1	ENSMUSG00000037742	True
a5a11_injury_residual	Eef1b2	ENSMUSG00000025967	True
a5a11_injury_residual	Eef1g	ENSMUSG00000071644	True
a5a11_injury_residual	Ehd4	ENSMUSG00000027293	True
a5a11_injury_residual	Eif1	ENSMUSG00000035530	True
a5a11_injury_residual	Eif2s1	ENSMUSG00000021116	True
a5a11_injury_residual	Eif2s2	ENSMUSG00000074656	True
a5a11_injury_residual	Eif3a	ENSMUSG00000024991	True
a5a11_injury_residual	Eif3c	ENSMUSG00000030738	True
a5a11_injury_residual	Eif3g	ENSMUSG00000070319	True
a5a11_injury_residual	Eif3h	ENSMUSG00000022312	True
a5a11_injury_residual	Eif4a1	ENSMUSG00000059796	True
a5a11_injury_residual	Eif4g2	ENSMUSG00000005610	True
a5a11_injury_residual	Eif5	ENSMUSG00000021282	True
a5a11_injury_residual	Eif5a	ENSMUSG00000078812	True
a5a11_injury_residual	Eif6	ENSMUSG00000027613	True
a5a11_injury_residual	Emp2	ENSMUSG00000022505	True
a5a11_injury_residual	Eno1	ENSMUSG00000063524	True
a5a11_injury_residual	Epcam	ENSMUSG00000045394	True
a5a11_injury_residual	Esd	ENSMUSG00000021996	True
a5a11_injury_residual	Etf1	ENSMUSG00000024360	True
a5a11_injury_residual	F11r	ENSMUSG00000038235	True
a5a11_injury_residual	F3	ENSMUSG00000028128	True
a5a11_injury_residual	Fau	ENSMUSG00000038274	True
a5a11_injury_residual	Fkbp3	ENSMUSG00000020949	True
a5a11_injury_residual	Ftl1	ENSMUSG00000050708	True
a5a11_injury_residual	Fubp1	ENSMUSG00000028034	True
a5a11_injury_residual	Gadd45b	ENSMUSG00000015312	True
a5a11_injury_residual	Gas5	ENSMUSG00000053332	True
a5a11_injury_residual	Ghitm	ENSMUSG00000041028	True
a5a11_injury_residual	Glrx3	ENSMUSG00000031068	True
a5a11_injury_residual	Gnb2l1		False
a5a11_injury_residual	Gpx1	ENSMUSG00000063856	True
a5a11_injury_residual	H2-D1	ENSMUSG00000073411	True
a5a11_injury_residual	H2-K1	ENSMUSG00000061232	True
a5a11_injury_residual	H3f3b	ENSMUSG00000016559	True
a5a11_injury_residual	Hbegf	ENSMUSG00000024486	True
a5a11_injury_residual	Hint1	ENSMUSG00000020267	True
a5a11_injury_residual	Hist1h2bc		False
a5a11_injury_residual	Hnrnpa2b1	ENSMUSG00000004980	True
a5a11_injury_residual	Hnrnpab	ENSMUSG00000020358	True
a5a11_injury_residual	Hnrnpc	ENSMUSG00000060373	True
a5a11_injury_residual	Hsp90aa1	ENSMUSG00000021270	True
a5a11_injury_residual	Hsp90ab1	ENSMUSG00000023944	True
a5a11_injury_residual	Hspa8	ENSMUSG00000015656	True
a5a11_injury_residual	Hspa9	ENSMUSG00000024359	True
a5a11_injury_residual	Hspb1	ENSMUSG00000004951	True
a5a11_injury_residual	Icam1	ENSMUSG00000037405	True
a5a11_injury_residual	Ier3	ENSMUSG00000003541	True
a5a11_injury_residual	Ifrd1	ENSMUSG00000001627	True
a5a11_injury_residual	Igfbp7	ENSMUSG00000036256	True
a5a11_injury_residual	Itgb1	ENSMUSG00000025809	True
a5a11_injury_residual	Jun	ENSMUSG00000052684	True
a5a11_injury_residual	Krt18	ENSMUSG00000023043	True
a5a11_injury_residual	Krt19	ENSMUSG00000020911	True
a5a11_injury_residual	Krt7	ENSMUSG00000023039	True
a5a11_injury_residual	Lamp1	ENSMUSG00000031447	True
a5a11_injury_residual	Laptm4a	ENSMUSG00000020585	True
a5a11_injury_residual	Las1l	ENSMUSG00000057421	True
a5a11_injury_residual	Lgals3	ENSMUSG00000050335	True
a5a11_injury_residual	Lmna	ENSMUSG00000028063	True
a5a11_injury_residual	Lmo7	ENSMUSG00000033060	True
a5a11_injury_residual	Lrrfip1	ENSMUSG00000026305	True
a5a11_injury_residual	Lsr	ENSMUSG00000001247	True
a5a11_injury_residual	Mal	ENSMUSG00000027375	True
a5a11_injury_residual	Map1lc3b	ENSMUSG00000031812	True
a5a11_injury_residual	Mdm2	ENSMUSG00000020184	True
a5a11_injury_residual	Mfge8	ENSMUSG00000030605	True
a5a11_injury_residual	Mif	ENSMUSG00000033307	True
a5a11_injury_residual	Morf4l1	ENSMUSG00000062270	True
a5a11_injury_residual	Mrpl33	ENSMUSG00000106918	False
a5a11_injury_residual	Msn	ENSMUSG00000031207	True
a5a11_injury_residual	Myl12a	ENSMUSG00000024048	True
a5a11_injury_residual	Myl12b	ENSMUSG00000034868	True
a5a11_injury_residual	Myl6	ENSMUSG00000090841	True
a5a11_injury_residual	Naca	ENSMUSG00000061315	True
a5a11_injury_residual	Ncl	ENSMUSG00000026234	True
a5a11_injury_residual	Ndufa4	ENSMUSG00000029632	True
a5a11_injury_residual	Ndufb6	ENSMUSG00000071014	True
a5a11_injury_residual	Nfkbia	ENSMUSG00000021025	True
a5a11_injury_residual	Nme1	ENSMUSG00000037601	True
a5a11_injury_residual	Nop10	ENSMUSG00000027133	True
a5a11_injury_residual	Nop56	ENSMUSG00000027405	True
a5a11_injury_residual	Nop58	ENSMUSG00000026020	True
a5a11_injury_residual	Npm1	ENSMUSG00000057113	True
a5a11_injury_residual	Nupr1	ENSMUSG00000030717	True
a5a11_injury_residual	Ociad1	ENSMUSG00000029152	True
a5a11_injury_residual	Pa2g4	ENSMUSG00000025364	True
a5a11_injury_residual	Pabpc1	ENSMUSG00000022283	True
a5a11_injury_residual	Pafah1b1	ENSMUSG00000020745	True
a5a11_injury_residual	Pdap1	ENSMUSG00000029623	True
a5a11_injury_residual	Pdcd6	ENSMUSG00000021576	True
a5a11_injury_residual	Pdia3	ENSMUSG00000027248	True
a5a11_injury_residual	Pdlim1	ENSMUSG00000055044	True
a5a11_injury_residual	Perp	ENSMUSG00000019851	True
a5a11_injury_residual	Pfn1	ENSMUSG00000018293	True
a5a11_injury_residual	Phlda1	ENSMUSG00000020205	True
a5a11_injury_residual	Pkm	ENSMUSG00000032294	True
a5a11_injury_residual	Plaur	ENSMUSG00000046223	True
a5a11_injury_residual	Plk2	ENSMUSG00000021701	True
a5a11_injury_residual	Pls3	ENSMUSG00000016382	True
a5a11_injury_residual	Polr1d	ENSMUSG00000029642	True
a5a11_injury_residual	Ppia	ENSMUSG00000071866	True
a5a11_injury_residual	Ppp1r15a	ENSMUSG00000040435	True
a5a11_injury_residual	Ppp2r2a	ENSMUSG00000022052	True
a5a11_injury_residual	Prdx1	ENSMUSG00000028691	True
a5a11_injury_residual	Prkcdbp		False
a5a11_injury_residual	Prr13	ENSMUSG00000023048	True
a5a11_injury_residual	Psma1	ENSMUSG00000030751	True
a5a11_injury_residual	Psma2	ENSMUSG00000015671	True
a5a11_injury_residual	Psma5	ENSMUSG00000068749	True
a5a11_injury_residual	Psma6	ENSMUSG00000021024	True
a5a11_injury_residual	Psma7	ENSMUSG00000027566	True
a5a11_injury_residual	Psmb1	ENSMUSG00000014769	True
a5a11_injury_residual	Psmb2	ENSMUSG00000028837	True
a5a11_injury_residual	Psmb3	ENSMUSG00000069744	True
a5a11_injury_residual	Psmb4	ENSMUSG00000005779	True
a5a11_injury_residual	Psmb6	ENSMUSG00000018286	True
a5a11_injury_residual	Psmc1	ENSMUSG00000021178	True
a5a11_injury_residual	Psmc3	ENSMUSG00000002102	True
a5a11_injury_residual	Psmc6	ENSMUSG00000021832	True
a5a11_injury_residual	Psmd11	ENSMUSG00000017428	True
a5a11_injury_residual	Psmd12	ENSMUSG00000020720	True
a5a11_injury_residual	Psmd2	ENSMUSG00000006998	True
a5a11_injury_residual	Psmd4	ENSMUSG00000005625	True
a5a11_injury_residual	Psmd7	ENSMUSG00000039067	True
a5a11_injury_residual	Psmd8	ENSMUSG00000030591	True
a5a11_injury_residual	Psme2	ENSMUSG00000079197	True
a5a11_injury_residual	Ptp4a2	ENSMUSG00000028788	True
a5a11_injury_residual	Pttg1ip	ENSMUSG00000009291	True
a5a11_injury_residual	Rab1		False
a5a11_injury_residual	Rab11a	ENSMUSG00000004771	True
a5a11_injury_residual	Rab2a	ENSMUSG00000047187	True
a5a11_injury_residual	Rab6a	ENSMUSG00000030704	True
a5a11_injury_residual	Rac1	ENSMUSG00000001847	True
a5a11_injury_residual	Rala	ENSMUSG00000008859	True
a5a11_injury_residual	Ran	ENSMUSG00000029430	True
a5a11_injury_residual	Ranbp1	ENSMUSG00000005732	True
a5a11_injury_residual	Rap1b	ENSMUSG00000052681	True
a5a11_injury_residual	Rap2b	ENSMUSG00000036894	True
a5a11_injury_residual	Rars		False
a5a11_injury_residual	Rbm8a	ENSMUSG00000038374	True
a5a11_injury_residual	Rbms1	ENSMUSG00000026970	True
a5a11_injury_residual	Rbx1	ENSMUSG00000022400	True
a5a11_injury_residual	Rhoa	ENSMUSG00000007815	True
a5a11_injury_residual	Riok3	ENSMUSG00000024404	True
a5a11_injury_residual	Rnf11	ENSMUSG00000028557	True
a5a11_injury_residual	Rnh1	ENSMUSG00000038650	True
a5a11_injury_residual	Rpl10a	ENSMUSG00000037805	True
a5a11_injury_residual	Rpl11	ENSMUSG00000059291	True
a5a11_injury_residual	Rpl12	ENSMUSG00000038900	True
a5a11_injury_residual	Rpl13	ENSMUSG00000000740	True
a5a11_injury_residual	Rpl13a	ENSMUSG00000074129	True
a5a11_injury_residual	Rpl14	ENSMUSG00000025794	True
a5a11_injury_residual	Rpl15	ENSMUSG00000012405	True
a5a11_injury_residual	Rpl17	ENSMUSG00000062328	True
a5a11_injury_residual	Rpl18	ENSMUSG00000059070	True
a5a11_injury_residual	Rpl18a	ENSMUSG00000045128	True
a5a11_injury_residual	Rpl19	ENSMUSG00000017404	True
a5a11_injury_residual	Rpl22	ENSMUSG00000028936	True
a5a11_injury_residual	Rpl23	ENSMUSG00000071415	True
a5a11_injury_residual	Rpl23a	ENSMUSG00000058546	True
a5a11_injury_residual	Rpl26	ENSMUSG00000060938	True
a5a11_injury_residual	Rpl27	ENSMUSG00000063316	True
a5a11_injury_residual	Rpl27a	ENSMUSG00000046364	True
a5a11_injury_residual	Rpl28	ENSMUSG00000030432	True
a5a11_injury_residual	Rpl29	ENSMUSG00000048758	True
a5a11_injury_residual	Rpl3	ENSMUSG00000060036	True
a5a11_injury_residual	Rpl30	ENSMUSG00000058600	True
a5a11_injury_residual	Rpl31	ENSMUSG00000073702	True
a5a11_injury_residual	Rpl32	ENSMUSG00000057841	True
a5a11_injury_residual	Rpl34	ENSMUSG00000062006	True
a5a11_injury_residual	Rpl35	ENSMUSG00000062997	True
a5a11_injury_residual	Rpl35a	ENSMUSG00000060636	True
a5a11_injury_residual	Rpl36	ENSMUSG00000057863	True
a5a11_injury_residual	Rpl36a	ENSMUSG00000079435	True
a5a11_injury_residual	Rpl37	ENSMUSG00000041841	True
a5a11_injury_residual	Rpl37a	ENSMUSG00000046330	True
a5a11_injury_residual	Rpl38	ENSMUSG00000057322	True
a5a11_injury_residual	Rpl39	ENSMUSG00000079641	True
a5a11_injury_residual	Rpl4	ENSMUSG00000032399	True
a5a11_injury_residual	Rpl41	ENSMUSG00000093674	True
a5a11_injury_residual	Rpl5	ENSMUSG00000058558	True
a5a11_injury_residual	Rpl6	ENSMUSG00000029614	True
a5a11_injury_residual	Rpl7	ENSMUSG00000043716	True
a5a11_injury_residual	Rpl7a	ENSMUSG00000062647	True
a5a11_injury_residual	Rpl8	ENSMUSG00000003970	True
a5a11_injury_residual	Rpl9	ENSMUSG00000047215	True
a5a11_injury_residual	Rplp0	ENSMUSG00000067274	True
a5a11_injury_residual	Rplp1	ENSMUSG00000007892	True
a5a11_injury_residual	Rplp2	ENSMUSG00000025508	True
a5a11_injury_residual	Rps10	ENSMUSG00000052146	True
a5a11_injury_residual	Rps11	ENSMUSG00000003429	True
a5a11_injury_residual	Rps12	ENSMUSG00000061983	True
a5a11_injury_residual	Rps13	ENSMUSG00000090862	True
a5a11_injury_residual	Rps14	ENSMUSG00000024608	True
a5a11_injury_residual	Rps15	ENSMUSG00000063457	True
a5a11_injury_residual	Rps15a	ENSMUSG00000008683	True
a5a11_injury_residual	Rps16	ENSMUSG00000037563	True
a5a11_injury_residual	Rps17	ENSMUSG00000061787	True
a5a11_injury_residual	Rps18	ENSMUSG00000008668	True
a5a11_injury_residual	Rps19	ENSMUSG00000040952	True
a5a11_injury_residual	Rps2	ENSMUSG00000044533	True
a5a11_injury_residual	Rps20	ENSMUSG00000028234	True
a5a11_injury_residual	Rps21	ENSMUSG00000039001	True
a5a11_injury_residual	Rps23	ENSMUSG00000049517	True
a5a11_injury_residual	Rps24	ENSMUSG00000025290	True
a5a11_injury_residual	Rps25	ENSMUSG00000009927	True
a5a11_injury_residual	Rps26	ENSMUSG00000025362	True
a5a11_injury_residual	Rps27	ENSMUSG00000090733	True
a5a11_injury_residual	Rps27a	ENSMUSG00000020460	True
a5a11_injury_residual	Rps27l	ENSMUSG00000036781	True
a5a11_injury_residual	Rps28	ENSMUSG00000067288	True
a5a11_injury_residual	Rps29	ENSMUSG00000034892	True
a5a11_injury_residual	Rps3	ENSMUSG00000030744	True
a5a11_injury_residual	Rps3a1	ENSMUSG00000028081	True
a5a11_injury_residual	Rps4x	ENSMUSG00000031320	True
a5a11_injury_residual	Rps5	ENSMUSG00000012848	True
a5a11_injury_residual	Rps6	ENSMUSG00000028495	True
a5a11_injury_residual	Rps7	ENSMUSG00000061477	True
a5a11_injury_residual	Rps8	ENSMUSG00000047675	True
a5a11_injury_residual	Rps9	ENSMUSG00000006333	True
a5a11_injury_residual	Rpsa	ENSMUSG00000032518	True
a5a11_injury_residual	Rsl1d1	ENSMUSG00000005846	True
a5a11_injury_residual	Rtn4	ENSMUSG00000020458	True
a5a11_injury_residual	S100a10	ENSMUSG00000041959	True
a5a11_injury_residual	S100a11	ENSMUSG00000027907	True
a5a11_injury_residual	S100a6	ENSMUSG00000001025	True
a5a11_injury_residual	Sat1	ENSMUSG00000025283	True
a5a11_injury_residual	Sbds	ENSMUSG00000025337	True
a5a11_injury_residual	Sdc4	ENSMUSG00000017009	True
a5a11_injury_residual	Sdcbp	ENSMUSG00000028249	True
a5a11_injury_residual	Serbp1	ENSMUSG00000036371	True
a5a11_injury_residual	Serinc1	ENSMUSG00000019877	True
a5a11_injury_residual	Serpinb6a	ENSMUSG00000060147	True
a5a11_injury_residual	Serpinb9	ENSMUSG00000045827	True
a5a11_injury_residual	Sfn	ENSMUSG00000047281	True
a5a11_injury_residual	Skp1a		False
a5a11_injury_residual	Slc25a3	ENSMUSG00000061904	True
a5a11_injury_residual	Snx6	ENSMUSG00000005656	True
a5a11_injury_residual	Sparc	ENSMUSG00000018593	True
a5a11_injury_residual	Sprr1a	ENSMUSG00000050359	True
a5a11_injury_residual	Sqstm1	ENSMUSG00000015837	True
a5a11_injury_residual	Sra1	ENSMUSG00000006050	True
a5a11_injury_residual	St13	ENSMUSG00000022403	True
a5a11_injury_residual	Tacstd2	ENSMUSG00000051397	True
a5a11_injury_residual	Tagln2	ENSMUSG00000026547	True
a5a11_injury_residual	Taldo1	ENSMUSG00000025503	True
a5a11_injury_residual	Tax1bp1	ENSMUSG00000004535	True
a5a11_injury_residual	Tbrg1	ENSMUSG00000011114	True
a5a11_injury_residual	Tceb1		False
a5a11_injury_residual	Tceb2		False
a5a11_injury_residual	Tcp1	ENSMUSG00000068039	True
a5a11_injury_residual	Tes	ENSMUSG00000029552	True
a5a11_injury_residual	Timm17a	ENSMUSG00000062580	True
a5a11_injury_residual	Timp2	ENSMUSG00000017466	True
a5a11_injury_residual	Tinagl1	ENSMUSG00000028776	True
a5a11_injury_residual	Tjp2	ENSMUSG00000024812	True
a5a11_injury_residual	Tmbim4	ENSMUSG00000020225	True
a5a11_injury_residual	Tmsb10	ENSMUSG00000079523	True
a5a11_injury_residual	Tnfrsf12a	ENSMUSG00000023905	True
a5a11_injury_residual	Tnip3	ENSMUSG00000044162	True
a5a11_injury_residual	Tpd52	ENSMUSG00000027506	True
a5a11_injury_residual	Tpd52l2	ENSMUSG00000000827	True
a5a11_injury_residual	Tpm1	ENSMUSG00000032366	True
a5a11_injury_residual	Tpm2	ENSMUSG00000028464	True
a5a11_injury_residual	Tpm3	ENSMUSG00000027940	True
a5a11_injury_residual	Tpm4	ENSMUSG00000031799	True
a5a11_injury_residual	Tpt1	ENSMUSG00000060126	True
a5a11_injury_residual	Trp53	ENSMUSG00000059552	True
a5a11_injury_residual	Tsg101	ENSMUSG00000014402	True
a5a11_injury_residual	Tspan8	ENSMUSG00000034127	True
a5a11_injury_residual	Tspo	ENSMUSG00000041736	True
a5a11_injury_residual	Tuba1c	ENSMUSG00000043091	True
a5a11_injury_residual	Tuft1	ENSMUSG00000005968	True
a5a11_injury_residual	Txn1	ENSMUSG00000028367	True
a5a11_injury_residual	Txndc17	ENSMUSG00000020803	True
a5a11_injury_residual	Txnl1	ENSMUSG00000024583	True
a5a11_injury_residual	Txnrd1	ENSMUSG00000020250	True
a5a11_injury_residual	Uba52	ENSMUSG00000090137	True
a5a11_injury_residual	Ubb	ENSMUSG00000019505	True
a5a11_injury_residual	Ubc	ENSMUSG00000008348	True
a5a11_injury_residual	Ube2b	ENSMUSG00000020390	True
a5a11_injury_residual	Ube2d3	ENSMUSG00000078578	True
a5a11_injury_residual	Ube2k	ENSMUSG00000029203	True
a5a11_injury_residual	Ubxn1	ENSMUSG00000071655	True
a5a11_injury_residual	Ubxn4	ENSMUSG00000026353	True
a5a11_injury_residual	Uqcrb	ENSMUSG00000021520	True
a5a11_injury_residual	Uqcrq	ENSMUSG00000044894	True
a5a11_injury_residual	Usmg5		False
a5a11_injury_residual	Vmp1	ENSMUSG00000018171	True
a5a11_injury_residual	Ybx1	ENSMUSG00000028639	True
a5a11_injury_residual	Ywhab	ENSMUSG00000018326	True
a5a11_injury_residual	Ywhah	ENSMUSG00000018965	True
a5a11_shared_remodelling	Actn1	ENSMUSG00000015143	True
a5a11_shared_remodelling	Areg	ENSMUSG00000029378	True
a5a11_shared_remodelling	Bax	ENSMUSG00000003873	True
a5a11_shared_remodelling	Cxcl16	ENSMUSG00000018920	True
a5a11_shared_remodelling	Gdf15	ENSMUSG00000038508	True
a5a11_shared_remodelling	Itgb6	ENSMUSG00000026971	True
a5a11_shared_remodelling	Klf6	ENSMUSG00000000078	True
a5a11_shared_remodelling	Lamc2	ENSMUSG00000026479	True
a5a11_shared_remodelling	Ly6a	ENSMUSG00000075602	True
a5a11_shared_remodelling	Nars		False
a5a11_shared_remodelling	Ndnf	ENSMUSG00000049001	True
a5a11_shared_remodelling	S100a14	ENSMUSG00000042306	True
a1_frozen_marker_panel	Ager	ENSMUSG00000015452	True
a1_frozen_marker_panel	Cdkn1a	ENSMUSG00000023067	True
a1_frozen_marker_panel	Cldn4	ENSMUSG00000047501	True
a1_frozen_marker_panel	Itgb6	ENSMUSG00000026971	True
a1_frozen_marker_panel	Krt19	ENSMUSG00000020911	True
