"NGenes","Correlation","Direction","PValue","FDR","set","config","comp","label","cell_floor","case","reference","correlation_setting","n_patients","assayed_fraction","FDR_global"
184,0.01,"Down",7.78698426772504e-11,6.22958741418003e-10,"HALLMARK_TNFA_SIGNALING_VIA_NFKB","unc20_pooled","AT2","AT2",50,"AIS","normal","fixed001",12,0.98,2.41396512299476e-09
160,0.01,"Down",0.118145987898181,0.13502398616935,"HALLMARK_INFLAMMATORY_RESPONSE","unc20_pooled","AT2","AT2",50,"AIS","normal","fixed001",12,0.99,0.171907291172369
69,0.01,"Down",0.0155728094026082,0.0415274917402885,"HALLMARK_IL6_JAK_STAT3_SIGNALING","unc20_pooled","AT2","AT2",50,"AIS","normal","fixed001",12,0.988505747126437,0.0301723182175534
170,0.01,"Down",0.0951264388437624,0.126835251791683,"HALLMARK_HYPOXIA","unc20_pooled","AT2","AT2",50,"AIS","normal","fixed001",12,0.975,0.142689658265644
167,0.01,"Up",1.68580754168549e-05,6.74323016674197e-05,"HALLMARK_GLYCOLYSIS","unc20_pooled","AT2","AT2",50,"AIS","normal","fixed001",12,0.955,8.87434536094816e-05
180,0.01,"Up",0.0911351564588008,0.126835251791683,"HALLMARK_P53_PATHWAY","unc20_pooled","AT2","AT2",50,"AIS","normal","fixed001",12,0.95,0.13818863397829
160,0.01,"Up",0.492382469706055,0.492382469706055,"HALLMARK_E2F_TARGETS","unc20_pooled","AT2","AT2",50,"AIS","normal","fixed001",12,0.955,0.560713098155059
153,0.01,"Down",0.0565512045810735,0.113102409162147,"HALLMARK_G2M_CHECKPOINT","unc20_pooled","AT2","AT2",50,"AIS","normal","fixed001",12,0.945,0.0928105063418794
176,0.0663697056346275,"Down",0.227243577893907,0.385557420790748,"HALLMARK_TNFA_SIGNALING_VIA_NFKB","unc20_pooled","AT2","AT2",50,"MIA","normal","estimated",4,0.98,0.44648562135493
132,0.0193572148667999,"Down",0.620629446152113,0.709290795602414,"HALLMARK_INFLAMMATORY_RESPONSE","unc20_pooled","AT2","AT2",50,"MIA","normal","estimated",4,0.99,0.7298964785458
62,0.0189132445278746,"Down",0.289168065593061,0.385557420790748,"HALLMARK_IL6_JAK_STAT3_SIGNALING","unc20_pooled","AT2","AT2",50,"MIA","normal","estimated",4,0.988505747126437,0.498384339039663
159,0.00583800983331556,"Down",0.247969341607635,0.385557420790748,"HALLMARK_HYPOXIA","unc20_pooled","AT2","AT2",50,"MIA","normal","estimated",4,0.975,0.467455718300879
158,0.0346594610428181,"Up",0.112274803556752,0.299399476151338,"HALLMARK_GLYCOLYSIS","unc20_pooled","AT2","AT2",50,"MIA","normal","estimated",4,0.955,0.335251138882971
176,0.00223113228345599,"Up",0.0394957033582889,0.299399476151338,"HALLMARK_P53_PATHWAY","unc20_pooled","AT2","AT2",50,"MIA","normal","estimated",4,0.95,0.216064730136522
140,0.0496918928506217,"Down",0.951691635742078,0.951691635742078,"HALLMARK_E2F_TARGETS","unc20_pooled","AT2","AT2",50,"MIA","normal","estimated",4,0.955,0.965534423171054
140,0.0110211697441808,"Down",0.0949391244736251,0.299399476151338,"HALLMARK_G2M_CHECKPOINT","unc20_pooled","AT2","AT2",50,"MIA","normal","estimated",4,0.945,0.329066552655959
176,0.01,"Down",0.00121770945162546,0.00487083780650185,"HALLMARK_TNFA_SIGNALING_VIA_NFKB","unc20_pooled","AT2","AT2",50,"MIA","normal","fixed001",4,0.98,0.00369283627177722
132,0.01,"Down",0.496617903961945,0.567563318813651,"HALLMARK_INFLAMMATORY_RESPONSE","unc20_pooled","AT2","AT2",50,"MIA","normal","fixed001",4,0.99,0.560957065608837
62,0.01,"Down",0.137567105887302,0.220107369419683,"HALLMARK_IL6_JAK_STAT3_SIGNALING","unc20_pooled","AT2","AT2",50,"MIA","normal","fixed001",4,0.988505747126437,0.195377576017825
159,0.01,"Down",0.216529021980203,0.288705362640271,"HALLMARK_HYPOXIA","unc20_pooled","AT2","AT2",50,"MIA","normal","fixed001",4,0.975,0.288765201826863
158,0.01,"Up",0.000432427844191397,0.00345942275353118,"HALLMARK_GLYCOLYSIS","unc20_pooled","AT2","AT2",50,"MIA","normal","fixed001",4,0.955,0.00158746537538684
176,0.01,"Up",0.0126010042578667,0.0262230215777255,"HALLMARK_P53_PATHWAY","unc20_pooled","AT2","AT2",50,"MIA","normal","fixed001",4,0.95,0.0262364193130209
140,0.01,"Down",0.904935856601817,0.904935856601817,"HALLMARK_E2F_TARGETS","unc20_pooled","AT2","AT2",50,"MIA","normal","fixed001",4,0.955,0.918098559970571
140,0.01,"Down",0.0131115107888627,0.0262230215777255,"HALLMARK_G2M_CHECKPOINT","unc20_pooled","AT2","AT2",50,"MIA","normal","fixed001",4,0.945,0.0265080544209616
189,0.148489032498118,"Down",0.805823626459459,0.805823626459459,"HALLMARK_TNFA_SIGNALING_VIA_NFKB","unc20_pooled","AT2","AT2",50,"LUAD","normal","estimated",23,0.98,0.848395440687506
172,0.0481021463188675,"Up",0.494440508893429,0.752638836362722,"HALLMARK_INFLAMMATORY_RESPONSE","unc20_pooled","AT2","AT2",50,"LUAD","normal","estimated",23,0.99,0.638652323987346
76,0.0523823084488308,"Up",0.658558981817381,0.752638836362722,"HALLMARK_IL6_JAK_STAT3_SIGNALING","unc20_pooled","AT2","AT2",50,"LUAD","normal","estimated",23,0.988505747126437,0.745396851080174
176,0.0280361800199223,"Up",0.489378443071108,0.752638836362722,"HALLMARK_HYPOXIA","unc20_pooled","AT2","AT2",50,"LUAD","normal","estimated",23,0.975,0.63802142811607
177,0.0339551533801398,"Up",0.00859560882086995,0.0687648705669596,"HALLMARK_GLYCOLYSIS","unc20_pooled","AT2","AT2",50,"LUAD","normal","estimated",23,0.955,0.208545066835373
186,0.0264985111746236,"Up",0.143287502544301,0.382100006784804,"HALLMARK_P53_PATHWAY","unc20_pooled","AT2","AT2",50,"LUAD","normal","estimated",23,0.95,0.365564624585219
174,0.0454245403574129,"Up",0.0962983228608765,0.382100006784804,"HALLMARK_E2F_TARGETS","unc20_pooled","AT2","AT2",50,"LUAD","normal","estimated",23,0.955,0.329066552655959
170,0.027475531237429,"Up",0.651235033514288,0.752638836362722,"HALLMARK_G2M_CHECKPOINT","unc20_pooled","AT2","AT2",50,"LUAD","normal","estimated",23,0.945,0.745396851080174
189,0.01,"Down",0.431535770295898,0.507360402477698,"HALLMARK_TNFA_SIGNALING_VIA_NFKB","unc20_pooled","AT2","AT2",50,"LUAD","normal","fixed001",23,0.98,0.505875966019142
172,0.01,"Up",0.200634210701731,0.401268421403462,"HALLMARK_INFLAMMATORY_RESPONSE","unc20_pooled","AT2","AT2",50,"LUAD","normal","fixed001",23,0.99,0.270420023119724
76,0.01,"Up",0.452674316795579,0.507360402477698,"HALLMARK_IL6_JAK_STAT3_SIGNALING","unc20_pooled","AT2","AT2",50,"LUAD","normal","fixed001",23,0.988505747126437,0.524050350149238
176,0.01,"Up",0.303475119296998,0.485560190875198,"HALLMARK_HYPOXIA","unc20_pooled","AT2","AT2",50,"LUAD","normal","fixed001",23,0.975,0.381394406684066
177,0.01,"Up",4.69228993096678e-06,3.75383194477342e-05,"HALLMARK_GLYCOLYSIS","unc20_pooled","AT2","AT2",50,"LUAD","normal","fixed001",23,0.955,3.19304607497495e-05
186,0.01,"Up",0.0291605346273747,0.0777614256729993,"HALLMARK_P53_PATHWAY","unc20_pooled","AT2","AT2",50,"LUAD","normal","fixed001",23,0.95,0.0538793984174672
174,0.01,"Up",0.00178529274874199,0.00714117099496797,"HALLMARK_E2F_TARGETS","unc20_pooled","AT2","AT2",50,"LUAD","normal","fixed001",23,0.955,0.00484848354188132
170,0.01,"Up",0.507360402477698,0.507360402477698,"HALLMARK_G2M_CHECKPOINT","unc20_pooled","AT2","AT2",50,"LUAD","normal","fixed001",23,0.945,0.57078045278741
187,0.14713155478906,"Up",0.349578621750694,0.399518424857936,"HALLMARK_TNFA_SIGNALING_VIA_NFKB","unc20_pooled","AT2","AT2",50,"LUAD","AAH","estimated",8,0.98,0.544873941164489
168,0.0647512405781131,"Up",0.190100581144704,0.304160929831526,"HALLMARK_INFLAMMATORY_RESPONSE","unc20_pooled","AT2","AT2",50,"LUAD","AAH","estimated",8,0.99,0.392874534365722
78,0.0601153937299863,"Up",0.152782818772992,0.304160929831526,"HALLMARK_IL6_JAK_STAT3_SIGNALING","unc20_pooled","AT2","AT2",50,"LUAD","AAH","estimated",8,0.988505747126437,0.366169191645772
170,0.0277497253458017,"Up",0.184044237433373,0.304160929831526,"HALLMARK_HYPOXIA","unc20_pooled","AT2","AT2",50,"LUAD","AAH","estimated",8,0.975,0.391406035579109
171,0.0111340842505712,"Up",0.0176414132320385,0.141131305856308,"HALLMARK_GLYCOLYSIS","unc20_pooled","AT2","AT2",50,"LUAD","AAH","estimated",8,0.955,0.208545066835373
183,0.0235999977286562,"Up",0.438131061370183,0.438131061370183,"HALLMARK_P53_PATHWAY","unc20_pooled","AT2","AT2",50,"LUAD","AAH","estimated",8,0.95,0.605141416446936
170,0.0846579836918233,"Up",0.175982881080816,0.304160929831526,"HALLMARK_E2F_TARGETS","unc20_pooled","AT2","AT2",50,"LUAD","AAH","estimated",8,0.955,0.391406035579109
169,0.0519755402176411,"Up",0.308740375354224,0.399518424857936,"HALLMARK_G2M_CHECKPOINT","unc20_pooled","AT2","AT2",50,"LUAD","AAH","estimated",8,0.945,0.509695649253423
187,0.01,"Up",0.00164042899985312,0.00437447733294165,"HALLMARK_TNFA_SIGNALING_VIA_NFKB","unc20_pooled","AT2","AT2",50,"LUAD","AAH","fixed001",8,0.98,0.00455330158414746
168,0.01,"Up",0.00232343027318894,0.00464686054637788,"HALLMARK_INFLAMMATORY_RESPONSE","unc20_pooled","AT2","AT2",50,"LUAD","AAH","fixed001",8,0.99,0.00594712886440105
78,0.01,"Up",0.00428671513285808,0.00685874421257292,"HALLMARK_IL6_JAK_STAT3_SIGNALING","unc20_pooled","AT2","AT2",50,"LUAD","AAH","fixed001",8,0.988505747126437,0.010222166855277
170,0.01,"Up",0.0323311806512906,0.0421170062879903,"HALLMARK_HYPOXIA","unc20_pooled","AT2","AT2",50,"LUAD","AAH","fixed001",8,0.975,0.0581961251723231
171,0.01,"Up",0.00140279457392872,0.00437447733294165,"HALLMARK_GLYCOLYSIS","unc20_pooled","AT2","AT2",50,"LUAD","AAH","fixed001",8,0.955,0.00412268846569338
183,0.01,"Up",0.26054269054197,0.26054269054197,"HALLMARK_P53_PATHWAY","unc20_pooled","AT2","AT2",50,"LUAD","AAH","fixed001",8,0.95,0.333446837895457
170,0.01,"Up",0.000340527909603245,0.00272422327682596,"HALLMARK_E2F_TARGETS","unc20_pooled","AT2","AT2",50,"LUAD","AAH","fixed001",8,0.955,0.00133813079970852
169,0.01,"Up",0.0368523805019915,0.0421170062879903,"HALLMARK_G2M_CHECKPOINT","unc20_pooled","AT2","AT2",50,"LUAD","AAH","fixed001",8,0.945,0.065074773164909
184,0.127315722689083,"Up",0.0143416138086873,0.0541963041179947,"HALLMARK_TNFA_SIGNALING_VIA_NFKB","unc20_pooled","AT2","AT2",50,"LUAD","AIS","estimated",12,0.98,0.208545066835373
166,0.0452695818936805,"Up",0.0175317471610334,0.0541963041179947,"HALLMARK_INFLAMMATORY_RESPONSE","unc20_pooled","AT2","AT2",50,"LUAD","AIS","estimated",12,0.99,0.208545066835373
69,0.0304184035128845,"Up",0.0342647760934642,0.0548236417495428,"HALLMARK_IL6_JAK_STAT3_SIGNALING","unc20_pooled","AT2","AT2",50,"LUAD","AIS","estimated",12,0.988505747126437,0.208545066835373
170,0.0282826480771719,"Up",0.0280219750408877,0.0548236417495428,"HALLMARK_HYPOXIA","unc20_pooled","AT2","AT2",50,"LUAD","AIS","estimated",12,0.975,0.208545066835373
178,0.0359236046407237,"Up",0.0770881816815527,0.0881007790646316,"HALLMARK_GLYCOLYSIS","unc20_pooled","AT2","AT2",50,"LUAD","AIS","estimated",12,0.955,0.294624694371962
182,0.00975281151811791,"Up",0.020323614044248,0.0541963041179947,"HALLMARK_P53_PATHWAY","unc20_pooled","AT2","AT2",50,"LUAD","AIS","estimated",12,0.95,0.208545066835373
167,0.019509782858943,"Up",0.111074019622735,0.111074019622735,"HALLMARK_E2F_TARGETS","unc20_pooled","AT2","AT2",50,"LUAD","AIS","estimated",12,0.955,0.335251138882971
164,0.00861175655203595,"Up",0.053618566043288,0.0714914213910506,"HALLMARK_G2M_CHECKPOINT","unc20_pooled","AT2","AT2",50,"LUAD","AIS","estimated",12,0.945,0.257369488458427
184,0.01,"Up",2.27900808248834e-17,1.82320646599067e-16,"HALLMARK_TNFA_SIGNALING_VIA_NFKB","unc20_pooled","AT2","AT2",50,"LUAD","AIS","fixed001",12,0.98,2.11947751671416e-15
166,0.01,"Up",6.35326123266387e-07,2.54130449306555e-06,"HALLMARK_INFLAMMATORY_RESPONSE","unc20_pooled","AT2","AT2",50,"LUAD","AIS","fixed001",12,0.99,6.66466488049075e-06
69,0.01,"Up",0.00110737284814016,0.00221474569628033,"HALLMARK_IL6_JAK_STAT3_SIGNALING","unc20_pooled","AT2","AT2",50,"LUAD","AIS","fixed001",12,0.988505747126437,0.00344114294218137
170,0.01,"Up",0.000214585148867651,0.000572227063647069,"HALLMARK_HYPOXIA","unc20_pooled","AT2","AT2",50,"LUAD","AIS","fixed001",12,0.975,0.00089357099304589
178,0.01,"Up",0.0015086272506844,0.00241380360109504,"HALLMARK_GLYCOLYSIS","unc20_pooled","AT2","AT2",50,"LUAD","AIS","fixed001",12,0.955,0.0043691271936016
182,0.01,"Up",0.00720689286516209,0.00960919048688279,"HALLMARK_P53_PATHWAY","unc20_pooled","AT2","AT2",50,"LUAD","AIS","fixed001",12,0.95,0.016481336962133
167,0.01,"Up",0.0288979553442943,0.0330262346791935,"HALLMARK_E2F_TARGETS","unc20_pooled","AT2","AT2",50,"LUAD","AIS","fixed001",12,0.955,0.0537501969403875
164,0.01,"Up",0.0388167027322961,0.0388167027322961,"HALLMARK_G2M_CHECKPOINT","unc20_pooled","AT2","AT2",50,"LUAD","AIS","fixed001",12,0.945,0.0676866253894413
182,0.196885557549397,"Up",0.60814981237588,0.60814981237588,"HALLMARK_TNFA_SIGNALING_VIA_NFKB","unc20_pooled","AT2","AT2",50,"LUAD","MIA","estimated",4,0.98,0.722016160224981
151,0.0204549403377177,"Up",0.032374554118439,0.179146531644252,"HALLMARK_INFLAMMATORY_RESPONSE","unc20_pooled","AT2","AT2",50,"LUAD","MIA","estimated",4,0.99,0.208545066835373
68,0.0301553755504683,"Up",0.0485395879701661,0.179146531644252,"HALLMARK_IL6_JAK_STAT3_SIGNALING","unc20_pooled","AT2","AT2",50,"LUAD","MIA","estimated",4,0.988505747126437,0.251511395936141
164,0.015026617933338,"Up",0.212055022835199,0.282740030446931,"HALLMARK_HYPOXIA","unc20_pooled","AT2","AT2",50,"LUAD","MIA","estimated",4,0.975,0.425635621374247
163,0.00411341239797885,"Up",0.150286192514271,0.282740030446931,"HALLMARK_GLYCOLYSIS","unc20_pooled","AT2","AT2",50,"LUAD","MIA","estimated",4,0.955,0.365564624585219
178,0.0555563571175614,"Down",0.544032819108115,0.60814981237588,"HALLMARK_P53_PATHWAY","unc20_pooled","AT2","AT2",50,"LUAD","MIA","estimated",4,0.95,0.671418651949321
152,0.00195435952564381,"Up",0.0671799493665944,0.179146531644252,"HALLMARK_E2F_TARGETS","unc20_pooled","AT2","AT2",50,"LUAD","MIA","estimated",4,0.955,0.272017225798108
147,-0.0039413389188115,"Up",0.186496373442037,0.282740030446931,"HALLMARK_G2M_CHECKPOINT","unc20_pooled","AT2","AT2",50,"LUAD","MIA","estimated",4,0.945,0.391406035579109
182,0.01,"Up",0.0398522366825489,0.0858345014143468,"HALLMARK_TNFA_SIGNALING_VIA_NFKB","unc20_pooled","AT2","AT2",50,"LUAD","MIA","fixed001",4,0.98,0.0686344076199453
151,0.01,"Up",1.44413905669981e-06,1.15531124535985e-05,"HALLMARK_INFLAMMATORY_RESPONSE","unc20_pooled","AT2","AT2",50,"LUAD","MIA","fixed001",4,0.99,1.22095392975529e-05
68,0.01,"Up",1.51163518074269e-05,6.04654072297076e-05,"HALLMARK_IL6_JAK_STAT3_SIGNALING","unc20_pooled","AT2","AT2",50,"LUAD","MIA","fixed001",4,0.988505747126437,8.11050414283098e-05
164,0.01,"Up",0.0704344572615993,0.112695131618559,"HALLMARK_HYPOXIA","unc20_pooled","AT2","AT2",50,"LUAD","MIA","fixed001",4,0.975,0.110556023756674
163,0.01,"Up",0.124711752366112,0.16628233648815,"HALLMARK_GLYCOLYSIS","unc20_pooled","AT2","AT2",50,"LUAD","MIA","fixed001",4,0.955,0.180282792280546
178,0.01,"Down",0.178154535658913,0.203605183610186,"HALLMARK_P53_PATHWAY","unc20_pooled","AT2","AT2",50,"LUAD","MIA","fixed001",4,0.95,0.244852785462249
152,0.01,"Up",0.0429172507071734,0.0858345014143468,"HALLMARK_E2F_TARGETS","unc20_pooled","AT2","AT2",50,"LUAD","MIA","fixed001",4,0.955,0.0730116643128133
147,0.01,"Up",0.274918264567915,0.274918264567915,"HALLMARK_G2M_CHECKPOINT","unc20_pooled","AT2","AT2",50,"LUAD","MIA","fixed001",4,0.945,0.348646344611129
186,0.179403198225847,"Down",0.139291223064836,0.222865956903738,"HALLMARK_TNFA_SIGNALING_VIA_NFKB","unc20_pooled","AT2","AT2",30,"AAH","normal","estimated",8,0.98,0.347631056047219
160,0.0562801874049319,"Down",0.0563742262986979,0.222865956903738,"HALLMARK_INFLAMMATORY_RESPONSE","unc20_pooled","AT2","AT2",30,"AAH","normal","estimated",8,0.99,0.238675295758124
72,0.0679122056839131,"Down",0.105337348531569,0.222865956903738,"HALLMARK_IL6_JAK_STAT3_SIGNALING","unc20_pooled","AT2","AT2",30,"AAH","normal","estimated",8,0.988505747126437,0.306606925190104
166,0.0628581279914709,"Down",0.5805113961853,0.5805113961853,"HALLMARK_HYPOXIA","unc20_pooled","AT2","AT2",30,"AAH","normal","estimated",8,0.975,0.698327362200766
161,0.023094562131054,"Up",0.108197747242681,0.222865956903738,"HALLMARK_GLYCOLYSIS","unc20_pooled","AT2","AT2",30,"AAH","normal","estimated",8,0.955,0.312145713284196
177,0.016501977452788,"Up",0.139038342816035,0.222865956903738,"HALLMARK_P53_PATHWAY","unc20_pooled","AT2","AT2",30,"AAH","normal","estimated",8,0.95,0.347631056047219
153,0.019688942284353,"Up",0.276657645602671,0.368876860803562,"HALLMARK_E2F_TARGETS","unc20_pooled","AT2","AT2",30,"AAH","normal","estimated",8,0.955,0.47468627613932
147,0.0107636656033274,"Down",0.431144783413347,0.492736895329539,"HALLMARK_G2M_CHECKPOINT","unc20_pooled","AT2","AT2",30,"AAH","normal","estimated",8,0.945,0.608455408626628
186,0.01,"Down",8.49873477617271e-09,6.79898782093817e-08,"HALLMARK_TNFA_SIGNALING_VIA_NFKB","unc20_pooled","AT2","AT2",30,"AAH","normal","fixed001",8,0.98,1.73161721064519e-07
160,0.01,"Down",8.03056341891174e-06,3.2122253675647e-05,"HALLMARK_INFLAMMATORY_RESPONSE","unc20_pooled","AT2","AT2",30,"AAH","normal","fixed001",8,0.99,5.03454552801005e-05
72,0.01,"Down",0.000613916983353384,0.00163711195560902,"HALLMARK_IL6_JAK_STAT3_SIGNALING","unc20_pooled","AT2","AT2",30,"AAH","normal","fixed001",8,0.988505747126437,0.00208475975597087
166,0.01,"Down",0.231036397305909,0.264041596921039,"HALLMARK_HYPOXIA","unc20_pooled","AT2","AT2",30,"AAH","normal","fixed001",8,0.975,0.308679776728387
161,0.01,"Up",0.0134856843788043,0.0269713687576086,"HALLMARK_GLYCOLYSIS","unc20_pooled","AT2","AT2",30,"AAH","normal","fixed001",8,0.955,0.0287342033169294
177,0.01,"Up",0.0473235841090072,0.0757177345744115,"HALLMARK_P53_PATHWAY","unc20_pooled","AT2","AT2",30,"AAH","normal","fixed001",8,0.95,0.0811973074712439
153,0.01,"Up",0.137954775897891,0.183939701197188,"HALLMARK_E2F_TARGETS","unc20_pooled","AT2","AT2",30,"AAH","normal","fixed001",8,0.955,0.201673797949383
147,0.01,"Down",0.393175216535867,0.393175216535867,"HALLMARK_G2M_CHECKPOINT","unc20_pooled","AT2","AT2",30,"AAH","normal","fixed001",8,0.945,0.47590186536097
184,0.143338636736797,"Down",0.0592281129381275,0.187270640224455,"HALLMARK_TNFA_SIGNALING_VIA_NFKB","unc20_pooled","AT2","AT2",30,"AIS","normal","estimated",12,0.98,0.24583015273552
160,0.0609176343317859,"Down",0.457072497463654,0.52236856852989,"HALLMARK_INFLAMMATORY_RESPONSE","unc20_pooled","AT2","AT2",30,"AIS","normal","estimated",12,0.99,0.620856809054796
69,0.0576216112457148,"Down",0.184645172960715,0.295432276737145,"HALLMARK_IL6_JAK_STAT3_SIGNALING","unc20_pooled","AT2","AT2",30,"AIS","normal","estimated",12,0.988505747126437,0.377804111637369
170,0.0111422970320354,"Down",0.135149354769041,0.270298709538081,"HALLMARK_HYPOXIA","unc20_pooled","AT2","AT2",30,"AIS","normal","estimated",12,0.975,0.347631056047219
167,0.0171703865700747,"Up",0.00431399782467623,0.0345119825974098,"HALLMARK_GLYCOLYSIS","unc20_pooled","AT2","AT2",30,"AIS","normal","estimated",12,0.955,0.127851208258587
180,0.0283892950602694,"Up",0.276129234248324,0.368172312331099,"HALLMARK_P53_PATHWAY","unc20_pooled","AT2","AT2",30,"AIS","normal","estimated",12,0.95,0.47468627613932
160,0.0142619204833641,"Up",0.553273141167822,0.553273141167822,"HALLMARK_E2F_TARGETS","unc20_pooled","AT2","AT2",30,"AIS","normal","estimated",12,0.955,0.673286397624246
153,0.0084136081512091,"Down",0.0702264900841707,0.187270640224455,"HALLMARK_G2M_CHECKPOINT","unc20_pooled","AT2","AT2",30,"AIS","normal","estimated",12,0.945,0.260157224629996
184,0.01,"Down",7.78698426772504e-11,6.22958741418003e-10,"HALLMARK_TNFA_SIGNALING_VIA_NFKB","unc20_pooled","AT2","AT2",30,"AIS","normal","fixed001",12,0.98,2.71733395688102e-09
160,0.01,"Down",0.118145987898181,0.13502398616935,"HALLMARK_INFLAMMATORY_RESPONSE","unc20_pooled","AT2","AT2",30,"AIS","normal","fixed001",12,0.99,0.178548074622675
69,0.01,"Down",0.0155728094026082,0.0415274917402885,"HALLMARK_IL6_JAK_STAT3_SIGNALING","unc20_pooled","AT2","AT2",30,"AIS","normal","fixed001",12,0.988505747126437,0.0317295991578142
170,0.01,"Down",0.0951264388437624,0.126835251791683,"HALLMARK_HYPOXIA","unc20_pooled","AT2","AT2",30,"AIS","normal","fixed001",12,0.975,0.146279335203144
167,0.01,"Up",1.68580754168549e-05,6.74323016674197e-05,"HALLMARK_GLYCOLYSIS","unc20_pooled","AT2","AT2",30,"AIS","normal","fixed001",12,0.955,9.64163611560475e-05
