"cohort","compartment","set","omissions","direction_reversals","min_p","max_p","max_FDR_candidate_family","below_floor_omissions","worst_donor"
"GSE135893","macrophages","GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_VIA_MHC_CLASS_IB",21,0,0.141147948489629,0.518539372285583,0.994247049154543,0,"VUHD68"
"GSE135893","macrophages","GOBP_ANTIMICROBIAL_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_ANTIMICROBIAL_PEPTIDE",21,0,0.0177857512623906,0.0737510377168438,0.579082222072996,0,"VUILD59"
"GSE135893","macrophages","GOBP_ANTIMICROBIAL_HUMORAL_RESPONSE",21,0,0.0217976453914962,0.0725903279637021,0.497972123900965,0,"VUHD65"
"GSE135893","macrophages","GOBP_ATP_BIOSYNTHETIC_PROCESS",21,0,0.453797256016032,0.932174366403147,0.996144076226255,0,"THD0005"
"GSE135893","macrophages","GOBP_ATP_METABOLIC_PROCESS",21,0,0.11713215022801,0.362777381304346,0.994247049154543,0,"THD0005"
"GSE135893","macrophages","GOBP_ATP_SYNTHESIS_COUPLED_ELECTRON_TRANSPORT",21,1,0.535498098374806,0.949498112941864,0.998854917801185,0,"THD0005"
"GSE135893","macrophages","GOBP_ATTACHMENT_OF_MITOTIC_SPINDLE_MICROTUBULES_TO_KINETOCHORE",21,0,0.212634041372402,0.800972291347108,0.994247049154543,0,"VUILD59"
"GSE135893","macrophages","GOBP_ATTACHMENT_OF_SPINDLE_MICROTUBULES_TO_KINETOCHORE",21,0,0.213990993235347,0.828134855681538,0.994247049154543,0,"VUILD59"
"GSE135893","macrophages","GOBP_CARBOHYDRATE_DERIVATIVE_CATABOLIC_PROCESS",21,0,0.0617578298159144,0.182665291809471,0.99294979137456,0,"VUILD59"
"GSE135893","macrophages","GOBP_CELLULAR_METABOLIC_COMPOUND_SALVAGE",21,0,0.233221394870152,0.544313408754683,0.994247049154543,0,"THD0005"
"GSE135893","macrophages","GOBP_CELLULAR_OXIDANT_DETOXIFICATION",21,1,0.585481802359911,0.999166912913032,0.999166912913032,0,"VUHD66"
"GSE135893","macrophages","GOBP_CELLULAR_RESPIRATION",21,3,0.651838146561677,0.999432267318363,0.999432267318363,0,"THD0001"
"GSE135893","macrophages","GOBP_CELL_CYCLE_CHECKPOINT_SIGNALING",21,0,0.326124643999526,0.981464385772868,0.994247049154543,0,"VUILD59"
"GSE135893","macrophages","GOBP_CELL_CYCLE_DNA_REPLICATION",21,0,0.0226240654683242,0.139595753030966,0.845551418358996,0,"VUILD59"
"GSE135893","macrophages","GOBP_CELL_CYCLE_PHASE_TRANSITION",21,0,0.116083395615388,0.60160811499822,0.994247049154543,0,"VUILD59"
"GSE135893","macrophages","GOBP_CELL_REDOX_HOMEOSTASIS",21,0,0.450167167447275,0.971859107588461,0.994247049154543,0,"TILD015"
"GSE135893","macrophages","GOBP_CHAPERONE_MEDIATED_PROTEIN_COMPLEX_ASSEMBLY",21,0,0.420562868676789,0.785948780612103,0.996144076226255,0,"VUILD59"
"GSE135893","macrophages","GOBP_CHROMOSOME_LOCALIZATION",21,0,0.100467350052439,0.468302777178065,0.994247049154543,0,"VUILD59"
"GSE135893","macrophages","GOBP_CHROMOSOME_SEGREGATION",21,0,0.128047677414164,0.553180481713828,0.994247049154543,0,"VUILD59"
"GSE135893","macrophages","GOBP_CHROMOSOME_SEPARATION",21,0,0.24016831107974,0.827065596594632,0.994247049154543,0,"VUILD59"
"GSE135893","macrophages","GOBP_COLLAGEN_CATABOLIC_PROCESS",21,0,0.00119670894612686,0.0157937020604491,0.403182774067,0,"THD0005"
"GSE135893","macrophages","GOBP_COLLAGEN_METABOLIC_PROCESS",21,0,0.0234984315861994,0.0588555545738144,0.46836614882058,0,"THD0005"
"GSE135893","macrophages","GOBP_COPII_COATED_VESICLE_CARGO_LOADING",21,0,0.287493194855156,0.53053650055996,0.994247049154543,0,"VUHD70"
"GSE135893","macrophages","GOBP_CYTOCHROME_COMPLEX_ASSEMBLY",21,0,0.560471205054173,0.974055054980905,0.998854917801185,0,"TILD006"
"GSE135893","macrophages","GOBP_CYTOKINESIS",21,0,0.116034329850432,0.630024268389149,0.994247049154543,0,"VUILD59"
"GSE135893","macrophages","GOBP_CYTOKINETIC_PROCESS",21,0,0.13628570590305,0.653491142725993,0.994247049154543,0,"VUILD59"
"GSE135893","macrophages","GOBP_CYTOPLASMIC_TRANSLATION",21,0,0.21583942744698,0.669394483887861,0.994247049154543,0,"TILD015"
"GSE135893","macrophages","GOBP_CYTOPLASMIC_TRANSLATIONAL_INITIATION",21,0,0.0843343038016716,0.377590269438803,0.994247049154543,0,"VUHD68"
"GSE135893","macrophages","GOBP_CYTOSKELETON_DEPENDENT_CYTOKINESIS",21,0,0.106826041238968,0.567581741706952,0.994247049154543,0,"VUILD59"
"GSE135893","macrophages","GOBP_DECIDUALIZATION",21,0,0.0096836307383342,0.0839860126789998,0.535162326635306,0,"VUHD071"
"GSE135893","macrophages","GOBP_DENDRITIC_CELL_CHEMOTAXIS",21,0,0.00667172631832412,0.0210706680363276,0.403182774067,0,"VUHD65"
"GSE135893","macrophages","GOBP_DEOXYRIBONUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS",21,0,0.0531371714581068,0.20699413055413,0.994247049154543,0,"THD0005"
"GSE135893","macrophages","GOBP_DEOXYRIBONUCLEOTIDE_METABOLIC_PROCESS",21,0,0.206542384309994,0.593649982694918,0.994247049154543,0,"THD0005"
"GSE135893","macrophages","GOBP_DNA_CONFORMATION_CHANGE",21,0,0.0521899026395938,0.277918094418323,0.994247049154543,0,"VUILD59"
"GSE135893","macrophages","GOBP_DNA_REPLICATION",21,0,0.0589322204502459,0.344694256308009,0.994247049154543,0,"VUILD59"
"GSE135893","macrophages","GOBP_DNA_REPLICATION_INITIATION",21,0,0.148267415468615,0.461492278419973,0.994247049154543,0,"VUILD59"
"GSE135893","macrophages","GOBP_DNA_STRAND_ELONGATION",21,0,0.146176942064575,0.461174759990039,0.994247049154543,0,"VUILD59"
"GSE135893","macrophages","GOBP_DNA_STRAND_ELONGATION_INVOLVED_IN_DNA_REPLICATION",21,0,0.131664632155756,0.412914141699881,0.994247049154543,0,"VUILD59"
"GSE135893","macrophages","GOBP_DNA_TEMPLATED_DNA_REPLICATION",21,0,0.0982923205951524,0.400910322353873,0.994247049154543,0,"VUILD59"
"GSE135893","macrophages","GOBP_DNA_UNWINDING_INVOLVED_IN_DNA_REPLICATION",21,0,0.0212732694685593,0.0965486200001832,0.655604161302511,0,"VUILD59"
"GSE135893","macrophages","GOBP_ELECTRON_TRANSPORT_CHAIN",21,1,0.571743635975514,0.944208949351159,0.998854917801185,0,"THD0002"
"GSE135893","macrophages","GOBP_ENERGY_DERIVATION_BY_OXIDATION_OF_ORGANIC_COMPOUNDS",21,4,0.659910453675504,0.992859033483162,0.998854917801185,0,"THD0001"
"GSE135893","macrophages","GOBP_EOSINOPHIL_MIGRATION",21,0,0.00110411757099405,0.00488028100157859,0.403182774067,0,"VUHD65"
"GSE135893","macrophages","GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRIAL_MEMBRANE",21,2,0.618074840283968,0.989862864853164,0.998854917801185,0,"TILD006"
"GSE135893","macrophages","GOBP_EXTRACELLULAR_MATRIX_DISASSEMBLY",21,0,0.00203627947300001,0.0144055957972734,0.403182774067,0,"TILD028"
"GSE135893","macrophages","GOBP_FEMALE_MEIOTIC_NUCLEAR_DIVISION",21,0,0.132242595355997,0.666357482166927,0.994247049154543,0,"VUILD59"
"GSE135893","macrophages","GOBP_FORMATION_OF_CYTOPLASMIC_TRANSLATION_INITIATION_COMPLEX",21,0,0.0437603447269703,0.276069807951903,0.994247049154543,0,"VUHD66"
"GSE135893","macrophages","GOBP_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY",21,1,0.544928369661802,0.912076627289992,0.996144076226255,0,"VUILD59"
"GSE135893","macrophages","GOBP_GLUTATHIONE_METABOLIC_PROCESS",21,0,0.416407838775025,0.960325821003654,0.996144076226255,0,"THD0005"
"GSE135893","macrophages","GOBP_GLYCOSYL_COMPOUND_BIOSYNTHETIC_PROCESS",21,0,0.0315311582392096,0.145801277965091,0.655604161302511,0,"THD0005"
"GSE135893","macrophages","GOBP_GLYCOSYL_COMPOUND_CATABOLIC_PROCESS",21,0,0.39968112063283,0.849566170125237,0.994247049154543,0,"VUILD59"
"GSE135893","macrophages","GOBP_GLYCOSYL_COMPOUND_METABOLIC_PROCESS",21,0,0.3944953972332,0.778659793731213,0.996144076226255,0,"THD0005"
"GSE135893","macrophages","GOBP_GRANULOCYTE_CHEMOTAXIS",21,0,0.00960749952601009,0.0326758685636557,0.403182774067,0,"VUHD65"
"GSE135893","macrophages","GOBP_GRANULOCYTE_MIGRATION",21,0,0.0102617628937026,0.0355720335134992,0.403182774067,0,"VUHD65"
"GSE135893","macrophages","GOBP_HUMORAL_IMMUNE_RESPONSE",21,0,0.0195917097196228,0.0761671975167567,0.497972123900965,0,"VUHD65"
"GSE135893","macrophages","GOBP_HYDROGEN_PEROXIDE_METABOLIC_PROCESS",21,0,0.487000409460668,0.93163173476128,0.994247049154543,0,"VUHD071"
"GSE135893","macrophages","GOBP_INNER_MITOCHONDRIAL_MEMBRANE_ORGANIZATION",21,1,0.546036701960004,0.998854917801185,0.998854917801185,0,"TILD006"
"GSE135893","macrophages","GOBP_INTERMEDIATE_FILAMENT_ORGANIZATION",21,0,0.192494152492902,0.484880117062982,0.994247049154543,0,"THD0005"
"GSE135893","macrophages","GOBP_KINETOCHORE_ORGANIZATION",21,0,0.360297289220869,0.994247049154543,0.994247049154543,0,"VUILD59"
"GSE135893","macrophages","GOBP_LUNG_CELL_DIFFERENTIATION",21,0,0.231883326022509,0.483246264385806,0.994247049154543,0,"VUILD53"
"GSE135893","macrophages","GOBP_LYSOSOMAL_LUMEN_ACIDIFICATION",21,7,0.727263839628146,0.998175087064507,0.999166912913032,0,"VUHD66"
"GSE135893","macrophages","GOBP_MATERNAL_PLACENTA_DEVELOPMENT",21,0,0.0174438184085044,0.103430832711585,0.56223939832964,0,"VUHD67"
"GSE135893","macrophages","GOBP_MATURATION_OF_LSU_RRNA",21,0,0.204794743690577,0.471042930984311,0.994247049154543,0,"THD0005"
"GSE135893","macrophages","GOBP_MATURATION_OF_SSU_RRNA",21,2,0.608252975939053,0.978227117424436,0.998854917801185,0,"THD0002"
"GSE135893","macrophages","GOBP_MEIOTIC_CHROMOSOME_SEGREGATION",21,0,0.0820855989420799,0.42168877743352,0.994247049154543,0,"VUILD59"
"GSE135893","macrophages","GOBP_MEIOTIC_SPINDLE_ORGANIZATION",21,0,0.0452494743170147,0.260763307170232,0.994247049154543,0,"VUILD59"
"GSE135893","macrophages","GOBP_MEMBRANE_BIOGENESIS",21,0,0.0261326555576285,0.175780979974155,0.980672835645285,0,"VUILD59"
"GSE135893","macrophages","GOBP_MEMBRANE_RAFT_ORGANIZATION",21,0,0.145788413308021,0.370302710781866,0.994247049154543,0,"VUHD65"
"GSE135893","macrophages","GOBP_METALLO_SULFUR_CLUSTER_ASSEMBLY",21,0,0.42214563268376,0.918588777518937,0.996144076226255,0,"THD0005"
"GSE135893","macrophages","GOBP_METAPHASE_CHROMOSOME_ALIGNMENT",21,0,0.0955179257287278,0.493951807340878,0.994247049154543,0,"VUILD59"
"GSE135893","macrophages","GOBP_MICROTUBULE_ANCHORING",21,0,0.283420556048834,0.593943917142779,0.994247049154543,0,"THD0005"
"GSE135893","macrophages","GOBP_MICROTUBULE_CYTOSKELETON_ORGANIZATION_INVOLVED_IN_MITOSIS",21,0,0.204915717123719,0.670775704635443,0.994247049154543,0,"VUILD59"
"GSE135893","macrophages","GOBP_MIDBODY_ABSCISSION",21,0,0.244383690336988,0.638938393363994,0.994247049154543,0,"VUILD59"
"GSE135893","macrophages","GOBP_MITOCHONDRIAL_ELECTRON_TRANSPORT_CYTOCHROME_C_TO_OXYGEN",21,1,0.603723634287625,0.982528369112566,0.998854917801185,0,"TILD006"
"GSE135893","macrophages","GOBP_MITOCHONDRIAL_ELECTRON_TRANSPORT_NADH_TO_UBIQUINONE",21,1,0.561994690863309,0.939379728680242,0.998854917801185,0,"THD0002"
"GSE135893","macrophages","GOBP_MITOCHONDRIAL_GENE_EXPRESSION",21,5,0.630301870527497,0.995190249680065,0.995190249680065,0,"VUHD67"
"GSE135893","macrophages","GOBP_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_ASSEMBLY",21,0,0.500013645100219,0.970216127264827,0.998854917801185,0,"THD0005"
"GSE135893","macrophages","GOBP_MITOCHONDRIAL_TRANSLATION",21,10,0.708154913677179,0.995239300150257,0.997314210268041,0,"TILD010"
"GSE135893","macrophages","GOBP_MITOCHONDRION_ORGANIZATION",21,0,0.39817922918818,0.980005610393691,0.996144076226255,0,"THD0005"
"GSE135893","macrophages","GOBP_MITOTIC_CELL_CYCLE_CHECKPOINT_SIGNALING",21,0,0.304676142283719,0.940937266122395,0.994247049154543,0,"VUILD59"
"GSE135893","macrophages","GOBP_MITOTIC_CELL_CYCLE_PHASE_TRANSITION",21,0,0.100923704080056,0.549939162934526,0.994247049154543,0,"VUILD59"
"GSE135893","macrophages","GOBP_MITOTIC_CYTOKINESIS",21,0,0.0602295808433566,0.343404554882883,0.994247049154543,0,"VUILD59"
"GSE135893","macrophages","GOBP_MITOTIC_CYTOKINETIC_PROCESS",21,0,0.117632395718944,0.384151374405693,0.994247049154543,0,"VUILD59"
"GSE135893","macrophages","GOBP_MITOTIC_DNA_REPLICATION",21,0,0.0205454274001602,0.114683462106345,0.71508511666309,0,"VUILD59"
"GSE135893","macrophages","GOBP_MITOTIC_METAPHASE_CHROMOSOME_ALIGNMENT",21,0,0.103442030618682,0.458530702906624,0.994247049154543,0,"VUILD59"
"GSE135893","macrophages","GOBP_MITOTIC_NUCLEAR_DIVISION",21,0,0.0927999153740989,0.477728965269759,0.994247049154543,0,"VUILD59"
"GSE135893","macrophages","GOBP_MITOTIC_SISTER_CHROMATID_SEGREGATION",21,0,0.14083980394789,0.595180394081793,0.994247049154543,0,"VUILD59"
"GSE135893","macrophages","GOBP_MITOTIC_SISTER_CHROMATID_SEPARATION",21,0,0.258613429608358,0.857249315023685,0.994247049154543,0,"VUILD59"
"GSE135893","macrophages","GOBP_MITOTIC_SPINDLE_ASSEMBLY",21,0,0.116436291637175,0.493155022063902,0.994247049154543,0,"VUILD59"
"GSE135893","macrophages","GOBP_MITOTIC_SPINDLE_ORGANIZATION",21,0,0.263390718312817,0.724765560816449,0.994247049154543,0,"VUILD59"
"GSE135893","macrophages","GOBP_MODULATION_OF_EXCITATORY_POSTSYNAPTIC_POTENTIAL",21,0,0.306021507325485,0.583398141103671,0.994247049154543,0,"VUHD071"
"GSE135893","macrophages","GOBP_MONOCYTE_CHEMOTAXIS",21,0,0.00267580837140514,0.00970762669620589,0.403182774067,0,"VUHD65"
"GSE135893","macrophages","GOBP_NADH_DEHYDROGENASE_COMPLEX_ASSEMBLY",21,0,0.46418582599812,0.943696176421124,0.996144076226255,0,"THD0005"
"GSE135893","macrophages","GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE",21,0,0.23413407619893,0.840824522055354,0.994247049154543,0,"VUILD59"
"GSE135893","macrophages","GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE_G1_S_PHASE_TRANSITION",21,0,0.181423328613169,0.565543890584694,0.994247049154543,0,"VUHD071"
"GSE135893","macrophages","GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE_PROCESS",21,0,0.125175549889688,0.6788324480578,0.994247049154543,0,"VUILD59"
"GSE135893","macrophages","GOBP_NEGATIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION",21,0,0.327069751743118,0.863802368282643,0.994247049154543,0,"VUILD59"
"GSE135893","macrophages","GOBP_NEGATIVE_REGULATION_OF_CHROMOSOME_SEGREGATION",21,1,0.403574464978283,0.905981827878129,0.996144076226255,0,"VUILD59"
"GSE135893","macrophages","GOBP_NEGATIVE_REGULATION_OF_MITOTIC_CELL_CYCLE",21,0,0.148958222713457,0.660923178432284,0.994247049154543,0,"VUILD59"
"GSE135893","macrophages","GOBP_NEGATIVE_REGULATION_OF_MITOTIC_CELL_CYCLE_PHASE_TRANSITION",21,0,0.181721164457763,0.812209991129225,0.994247049154543,0,"VUILD59"
"GSE135893","macrophages","GOBP_NEGATIVE_REGULATION_OF_NUCLEAR_DIVISION",21,1,0.341523111784653,0.988904577980021,0.994247049154543,0,"VUILD59"
"GSE135893","macrophages","GOBP_NUCLEAR_CHROMOSOME_SEGREGATION",21,0,0.0992867996853306,0.498095581836101,0.994247049154543,0,"VUILD59"
"GSE135893","macrophages","GOBP_NUCLEOBASE_CONTAINING_SMALL_MOLECULE_BIOSYNTHETIC_PROCESS",21,0,0.0322758579851894,0.153856791744546,0.655604161302511,0,"THD0005"
"GSE135893","macrophages","GOBP_NUCLEOSIDE_METABOLIC_PROCESS",21,0,0.0548429211458787,0.216771299957585,0.994247049154543,0,"THD0005"
"GSE135893","macrophages","GOBP_NUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS",21,0,0.380892361905289,0.843125947854747,0.996144076226255,0,"THD0005"
"GSE135893","macrophages","GOBP_NUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS",21,0,0.151947675693288,0.478746803172391,0.994247049154543,0,"THD0005"
"GSE135893","macrophages","GOBP_NUCLEOSIDE_PHOSPHATE_BIOSYNTHETIC_PROCESS",21,1,0.48647786706635,0.950541296852633,0.996144076226255,0,"THD0005"
"GSE135893","macrophages","GOBP_NUCLEOSIDE_TRIPHOSPHATE_BIOSYNTHETIC_PROCESS",21,0,0.450284255681784,0.948638305782747,0.996144076226255,0,"THD0005"
"GSE135893","macrophages","GOBP_NUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS",21,0,0.0960477840443351,0.299728505131768,0.994247049154543,0,"THD0005"
"GSE135893","macrophages","GOBP_ORGANELLE_FISSION",21,0,0.0880383802891377,0.539488781909522,0.994247049154543,0,"VUILD59"
"GSE135893","macrophages","GOBP_OXIDATIVE_PHOSPHORYLATION",21,1,0.521231354039664,0.979199347499965,0.998854917801185,0,"THD0005"
"GSE135893","macrophages","GOBP_PEPTIDE_ANTIGEN_ASSEMBLY_WITH_MHC_PROTEIN_COMPLEX",21,1,0.628590450280163,0.997314210268041,0.997314210268041,0,"TILD010"
"GSE135893","macrophages","GOBP_PEPTIDYL_CYSTEINE_MODIFICATION",21,1,0.508439240143236,0.921749120983406,0.996144076226255,0,"THD0005"
"GSE135893","macrophages","GOBP_PLATELET_AGGREGATION",21,0,0.0497833768408002,0.137931766200972,0.630957422554291,0,"VUHD65"
"GSE135893","macrophages","GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_CHECKPOINT",21,0,0.276298242507268,0.692294717561561,0.994247049154543,0,"VUILD59"
"GSE135893","macrophages","GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_SEGREGATION",21,0,0.14380242550195,0.58240160841395,0.994247049154543,0,"VUILD59"
"GSE135893","macrophages","GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_SEPARATION",21,0,0.079629110239975,0.3705468441753,0.994247049154543,0,"VUILD59"
"GSE135893","macrophages","GOBP_POSITIVE_REGULATION_OF_DNA_BIOSYNTHETIC_PROCESS",21,0,0.0841774957644146,0.2406950937686,0.994247049154543,0,"VUILD53"
"GSE135893","macrophages","GOBP_POSITIVE_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION",21,0,0.517512651777151,0.907573429103146,0.996144076226255,0,"THD0005"
"GSE135893","macrophages","GOBP_POSITIVE_REGULATION_OF_MITOTIC_SISTER_CHROMATID_SEPARATION",21,0,0.0667439722044373,0.322187704302807,0.994247049154543,0,"VUILD59"
"GSE135893","macrophages","GOBP_POSITIVE_REGULATION_OF_MONOCYTE_CHEMOTAXIS",21,0,0.00165588544964623,0.00517336688007636,0.403182774067,0,"TILD015"
"GSE135893","macrophages","GOBP_POSITIVE_REGULATION_OF_MONONUCLEAR_CELL_MIGRATION",21,0,0.00703378061672663,0.019159764714757,0.403182774067,0,"VUHD65"
"GSE135893","macrophages","GOBP_POSITIVE_REGULATION_OF_TELOMERASE_RNA_LOCALIZATION_TO_CAJAL_BODY",21,0,0.0432503372653238,0.189584236536022,0.994247049154543,0,"VUILD59"
