"compartment","set","NGenes","Direction","PValue","FDR","Correlation","correlation_setting","n_first","n_second","residual_df","genes_tested","method","FDR_family","cohort","frozen_candidate","FDR_global","eligible","not_tested_reason"
"macrophages","HALLMARK_COMPLEMENT",188,"Up",0.00101914266787618,0.0162896436220535,0.01,"fixed_0.01",32,27,57,24761,"voom_TMM",0.0162896436220535,"GSE136831",TRUE,0.0358799164501125,TRUE,""
"macrophages","HALLMARK_ALLOGRAFT_REJECTION",179,"Up",0.000147445613306772,0.0034574671958642,0.01,"fixed_0.01",32,27,57,24761,"voom_TMM",0.0034574671958642,"GSE136831",TRUE,0.00813792273027014,TRUE,""
"macrophages","HALLMARK_TGF_BETA_SIGNALING",51,"Down",0.583820233057376,0.809787716795033,0.01,"fixed_0.01",32,27,57,24761,"voom_TMM",0.809787716795033,"GSE136831",TRUE,0.902515391642453,TRUE,""
"macrophages","GOBP_ATP_SYNTHESIS_COUPLED_ELECTRON_TRANSPORT",90,"Up",1.97093227606092e-17,2.57272359768485e-14,0.01,"fixed_0.01",32,27,57,24761,"voom_TMM",2.57272359768485e-14,"GSE136831",TRUE,6.96198977647251e-14,TRUE,""
"macrophages","GOBP_OXIDATIVE_PHOSPHORYLATION",129,"Up",2.5036999873539e-16,1.96089783009558e-13,0.01,"fixed_0.01",32,27,57,24761,"voom_TMM",1.96089783009558e-13,"GSE136831",TRUE,5.30634175319786e-13,TRUE,""
"macrophages","GOBP_PROTON_MOTIVE_FORCE_DRIVEN_ATP_SYNTHESIS",63,"Up",3.52802551722277e-15,2.30262465424073e-12,0.01,"fixed_0.01",32,27,57,24761,"voom_TMM",2.30262465424073e-12,"GSE136831",TRUE,6.23108106766828e-12,TRUE,""
"macrophages","GOBP_MITOCHONDRIAL_TRANSLATION",121,"Up",1.22454456479213e-14,4.59602754369386e-12,0.01,"fixed_0.01",32,27,57,24761,"voom_TMM",4.59602754369386e-12,"GSE136831",TRUE,1.24372073239336e-11,TRUE,""
"macrophages","GOBP_NUCLEOSIDE_TRIPHOSPHATE_BIOSYNTHETIC_PROCESS",106,"Up",8.94000910954509e-15,4.37613445912232e-12,0.01,"fixed_0.01",32,27,57,24761,"voom_TMM",4.37613445912232e-12,"GSE136831",TRUE,1.18421595667312e-11,TRUE,""
"macrophages","GOBP_ATP_BIOSYNTHETIC_PROCESS",82,"Up",8.10914694696609e-15,4.37613445912232e-12,0.01,"fixed_0.01",32,27,57,24761,"voom_TMM",4.37613445912232e-12,"GSE136831",TRUE,1.18421595667312e-11,TRUE,""
"macrophages","GOBP_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_ASSEMBLY",89,"Up",1.29101897294771e-14,4.59602754369386e-12,0.01,"fixed_0.01",32,27,57,24761,"voom_TMM",4.59602754369386e-12,"GSE136831",TRUE,1.24372073239336e-11,TRUE,""
"macrophages","GOBP_AEROBIC_RESPIRATION",175,"Up",1.16255150099086e-14,4.59602754369386e-12,0.01,"fixed_0.01",32,27,57,24761,"voom_TMM",4.59602754369386e-12,"GSE136831",TRUE,1.24372073239336e-11,TRUE,""
"macrophages","GOBP_MITOCHONDRIAL_ELECTRON_TRANSPORT_NADH_TO_UBIQUINONE",46,"Up",7.87024323749159e-12,1.10070973278632e-09,0.01,"fixed_0.01",32,27,57,24761,"voom_TMM",1.10070973278632e-09,"GSE136831",TRUE,2.97860598527494e-09,TRUE,""
"macrophages","GOBP_ELECTRON_TRANSPORT_CHAIN",116,"Up",3.92046697997873e-13,9.03091099623335e-11,0.01,"fixed_0.01",32,27,57,24761,"voom_TMM",9.03091099623335e-11,"GSE136831",TRUE,2.44383462275497e-10,TRUE,""
"macrophages","GOBP_REGULATION_OF_MITOTIC_SISTER_CHROMATID_SEGREGATION",54,"Up",6.11452585792796e-14,1.84188332766507e-11,0.01,"fixed_0.01",32,27,57,24761,"voom_TMM",1.84188332766507e-11,"GSE136831",TRUE,4.98427927049712e-11,TRUE,""
"macrophages","GOBP_NEGATIVE_REGULATION_OF_CHROMOSOME_SEGREGATION",49,"Up",3.91433128398668e-14,1.27737677567432e-11,0.01,"fixed_0.01",32,27,57,24761,"voom_TMM",1.27737677567432e-11,"GSE136831",TRUE,3.4566807180339e-11,TRUE,""
"macrophages","GOBP_MITOCHONDRIAL_GENE_EXPRESSION",155,"Up",1.22081483662173e-12,2.39035545010535e-10,0.01,"fixed_0.01",32,27,57,24761,"voom_TMM",2.39035545010535e-10,"GSE136831",TRUE,6.46848741184025e-10,TRUE,""
"macrophages","GOBP_MITOTIC_SISTER_CHROMATID_SEPARATION",62,"Up",2.34790972120471e-13,6.12960964549176e-11,0.01,"fixed_0.01",32,27,57,24761,"voom_TMM",6.12960964549176e-11,"GSE136831",TRUE,1.65871995437375e-10,TRUE,""
"macrophages","GOBP_RIBOSOMAL_SMALL_SUBUNIT_BIOGENESIS",104,"Up",4.52987014056351e-13,9.85498415024817e-11,0.01,"fixed_0.01",32,27,57,24761,"voom_TMM",9.85498415024817e-11,"GSE136831",TRUE,2.66683521553064e-10,TRUE,""
"macrophages","GOBP_NEGATIVE_REGULATION_OF_NUCLEAR_DIVISION",60,"Up",5.3254925382012e-12,8.34185151183836e-10,0.01,"fixed_0.01",32,27,57,24761,"voom_TMM",8.34185151183836e-10,"GSE136831",TRUE,2.25736977709272e-09,TRUE,""
"macrophages","GOBP_NADH_DEHYDROGENASE_COMPLEX_ASSEMBLY",55,"Up",4.31260839600033e-11,5.27755452460541e-09,0.01,"fixed_0.01",32,27,57,24761,"voom_TMM",5.27755452460541e-09,"GSE136831",TRUE,1.42814722413799e-08,TRUE,""
"macrophages","GOBP_CELLULAR_RESPIRATION",215,"Up",3.8433412271543e-12,6.54370619371142e-10,0.01,"fixed_0.01",32,27,57,24761,"voom_TMM",6.54370619371142e-10,"GSE136831",TRUE,1.77077769496322e-09,TRUE,""
"macrophages","GOBP_CHROMOSOME_SEPARATION",79,"Up",2.96582347212626e-12,5.27916578038475e-10,0.01,"fixed_0.01",32,27,57,24761,"voom_TMM",5.27916578038475e-10,"GSE136831",TRUE,1.42858324246009e-09,TRUE,""
"macrophages","GOBP_MITOTIC_SISTER_CHROMATID_SEGREGATION",184,"Up",7.98878267825237e-13,1.64653015621244e-10,0.01,"fixed_0.01",32,27,57,24761,"voom_TMM",1.64653015621244e-10,"GSE136831",TRUE,4.4556384232337e-10,TRUE,""
"macrophages","GOBP_REGULATION_OF_MITOTIC_NUCLEAR_DIVISION",110,"Up",4.50084774832684e-09,4.09891157731346e-07,0.01,"fixed_0.01",32,27,57,24761,"voom_TMM",4.09891157731346e-07,"GSE136831",TRUE,1.1091972927679e-06,TRUE,""
"macrophages","GOBP_CYTOPLASMIC_TRANSLATION",154,"Up",4.34481145089778e-12,7.08928401738155e-10,0.01,"fixed_0.01",32,27,57,24761,"voom_TMM",7.08928401738155e-10,"GSE136831",TRUE,1.91841528938183e-09,TRUE,""
"macrophages","GOBP_RESPIRATORY_CHAIN_COMPLEX_IV_ASSEMBLY",24,"Up",4.92888655084629e-08,3.57435550613224e-06,0.01,"fixed_0.01",32,27,57,24761,"voom_TMM",3.57435550613224e-06,"GSE136831",TRUE,9.32703763916395e-06,TRUE,""
"macrophages","GOBP_REGULATION_OF_NUCLEAR_DIVISION",131,"Up",1.07405249479368e-07,7.12879588069839e-06,0.01,"fixed_0.01",32,27,57,24761,"voom_TMM",7.12879588069839e-06,"GSE136831",TRUE,1.86585807988994e-05,TRUE,""
"macrophages","GOBP_MITOTIC_METAPHASE_CHROMOSOME_ALIGNMENT",59,"Up",5.48494663920138e-11,6.50880334518564e-09,0.01,"fixed_0.01",32,27,57,24761,"voom_TMM",6.50880334518564e-09,"GSE136831",TRUE,1.76133271320052e-08,TRUE,""
"macrophages","GOBP_RIBOSE_PHOSPHATE_BIOSYNTHETIC_PROCESS",201,"Up",1.34626426168642e-10,1.4644363468789e-08,0.01,"fixed_0.01",32,27,57,24761,"voom_TMM",1.4644363468789e-08,"GSE136831",TRUE,3.96287843919195e-08,TRUE,""
"macrophages","GOBP_RIBOSOME_BIOGENESIS",300,"Up",1.26621121368558e-13,3.54177365199482e-11,0.01,"fixed_0.01",32,27,57,24761,"voom_TMM",3.54177365199482e-11,"GSE136831",TRUE,9.58431445101867e-11,TRUE,""
"macrophages","GOBP_METAPHASE_CHROMOSOME_ALIGNMENT",95,"Up",1.05647107010852e-11,1.42660024501551e-09,0.01,"fixed_0.01",32,27,57,24761,"voom_TMM",1.42660024501551e-09,"GSE136831",TRUE,3.86049101032414e-09,TRUE,""
"macrophages","GOBP_RIBOSOMAL_LARGE_SUBUNIT_BIOGENESIS",63,"Up",9.00797333059952e-11,1.00786353036079e-08,0.01,"fixed_0.01",32,27,57,24761,"voom_TMM",1.00786353036079e-08,"GSE136831",TRUE,2.72735695383895e-08,TRUE,""
"macrophages","GOBP_ATTACHMENT_OF_SPINDLE_MICROTUBULES_TO_KINETOCHORE",51,"Up",6.70987713685407e-12,9.73180698811871e-10,0.01,"fixed_0.01",32,27,57,24761,"voom_TMM",9.73180698811871e-10,"GSE136831",TRUE,2.6335025192312e-09,TRUE,""
"macrophages","GOBP_MITOTIC_NUCLEAR_DIVISION",264,"Up",1.32281646876732e-09,1.29503732292321e-07,0.01,"fixed_0.01",32,27,57,24761,"voom_TMM",1.29503732292321e-07,"GSE136831",TRUE,3.50447152988183e-07,TRUE,""
"macrophages","GOBP_NUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS",236,"Up",1.24679014213403e-08,1.10964322649928e-06,0.01,"fixed_0.01",32,27,57,24761,"voom_TMM",1.10964322649928e-06,"GSE136831",TRUE,3.00278071277143e-06,TRUE,""
"macrophages","GOBP_LYSOSOMAL_LUMEN_ACIDIFICATION",23,"Up",1.33622825708127e-06,6.62363272750663e-05,0.01,"fixed_0.01",32,27,57,24761,"voom_TMM",6.62363272750663e-05,"GSE136831",TRUE,0.000174814948645558,TRUE,""
"macrophages","GOBP_ATTACHMENT_OF_MITOTIC_SPINDLE_MICROTUBULES_TO_KINETOCHORE",25,"Up",6.78745067579562e-10,6.99464653853043e-08,0.01,"fixed_0.01",32,27,57,24761,"voom_TMM",6.99464653853043e-08,"GSE136831",TRUE,1.89280565293174e-07,TRUE,""
"macrophages","GOBP_MITOCHONDRIAL_ELECTRON_TRANSPORT_CYTOCHROME_C_TO_OXYGEN",21,"Up",1.51257996155608e-06,7.13646160175132e-05,0.01,"fixed_0.01",32,27,57,24761,"voom_TMM",7.13646160175132e-05,"GSE136831",TRUE,0.000188574233560115,TRUE,""
"macrophages","GOBP_RRNA_PROCESSING",213,"Up",1.82704330440006e-12,3.40700075239554e-10,0.01,"fixed_0.01",32,27,57,24761,"voom_TMM",3.40700075239554e-10,"GSE136831",TRUE,9.21960852225117e-10,TRUE,""
"macrophages","GOBP_SISTER_CHROMATID_SEGREGATION",223,"Up",6.69540117050501e-11,7.71152675991106e-09,0.01,"fixed_0.01",32,27,57,24761,"voom_TMM",7.71152675991106e-09,"GSE136831",TRUE,2.08679900599534e-08,TRUE,""
"macrophages","GOBP_DNA_UNWINDING_INVOLVED_IN_DNA_REPLICATION",21,"Up",1.36730601992718e-07,8.49900059370609e-06,0.01,"fixed_0.01",32,27,57,24761,"voom_TMM",8.49900059370609e-06,"GSE136831",TRUE,2.2291295220259e-05,TRUE,""
"macrophages","GOBP_EOSINOPHIL_MIGRATION",25,"Up",0.000430572651223636,0.00842826544790812,0.01,"fixed_0.01",32,27,57,24761,"voom_TMM",0.00842826544790812,"GSE136831",TRUE,0.0193338067161732,TRUE,""
"macrophages","GOBP_REGULATION_OF_CHROMOSOME_SEGREGATION",125,"Up",3.64990296648903e-10,3.86297838291109e-08,0.01,"fixed_0.01",32,27,57,24761,"voom_TMM",3.86297838291109e-08,"GSE136831",TRUE,1.04535193880768e-07,TRUE,""
"macrophages","GOBP_PROTEIN_MATURATION_BY_IRON_SULFUR_CLUSTER_TRANSFER",17,"Up",1.74793766416229e-07,1.0695193582593e-05,0.01,"fixed_0.01",32,27,57,24761,"voom_TMM",1.0695193582593e-05,"GSE136831",TRUE,2.80649930714057e-05,TRUE,""
"macrophages","GOBP_MONOCYTE_CHEMOTAXIS",43,"Up",9.69423285966417e-06,0.000358137885645707,0.01,"fixed_0.01",32,27,57,24761,"voom_TMM",0.000358137885645707,"GSE136831",TRUE,0.000930424908493066,TRUE,""
"macrophages","GOBP_PROTON_TRANSMEMBRANE_TRANSPORT",139,"Up",1.09954617356638e-06,5.5202856611358e-05,0.01,"fixed_0.01",32,27,57,24761,"voom_TMM",5.5202856611358e-05,"GSE136831",TRUE,0.000145648635016036,TRUE,""
"macrophages","GOBP_CYTOCHROME_COMPLEX_ASSEMBLY",34,"Up",4.59460391912646e-08,3.39480546175457e-06,0.01,"fixed_0.01",32,27,57,24761,"voom_TMM",3.39480546175457e-06,"GSE136831",TRUE,8.85254867836057e-06,TRUE,""
"macrophages","GOBP_NEGATIVE_REGULATION_OF_MITOTIC_CELL_CYCLE_PHASE_TRANSITION",170,"Up",1.51901733941387e-08,1.32188264469883e-06,0.01,"fixed_0.01",32,27,57,24761,"voom_TMM",1.32188264469883e-06,"GSE136831",TRUE,3.57711705461529e-06,TRUE,""
"macrophages","GOBP_REGULATION_OF_SISTER_CHROMATID_SEGREGATION",102,"Up",2.33478586207618e-09,2.17690986568817e-07,0.01,"fixed_0.01",32,27,57,24761,"voom_TMM",2.17690986568817e-07,"GSE136831",TRUE,5.89088709057648e-07,TRUE,""
"macrophages","GOBP_CHROMOSOME_LOCALIZATION",113,"Up",1.31369448557502e-09,1.29503732292321e-07,0.01,"fixed_0.01",32,27,57,24761,"voom_TMM",1.29503732292321e-07,"GSE136831",TRUE,3.50447152988183e-07,TRUE,""
"macrophages","GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_SEPARATION",28,"Up",3.75737493395666e-08,2.88507455713221e-06,0.01,"fixed_0.01",32,27,57,24761,"voom_TMM",2.88507455713221e-06,"GSE136831",TRUE,7.51262305191296e-06,TRUE,""
"macrophages","GOBP_ATP_METABOLIC_PROCESS",191,"Up",5.94216877275145e-08,4.15527373465976e-06,0.01,"fixed_0.01",32,27,57,24761,"voom_TMM",4.15527373465976e-06,"GSE136831",TRUE,1.08567521525598e-05,TRUE,""
"macrophages","GOBP_RIBOSOMAL_SMALL_SUBUNIT_ASSEMBLY",19,"Up",1.57523435043331e-05,0.000532955385554919,0.01,"fixed_0.01",32,27,57,24761,"voom_TMM",0.000532955385554919,"GSE136831",TRUE,0.00133837890419644,TRUE,""
"macrophages","GOBP_NUCLEOSIDE_PHOSPHATE_BIOSYNTHETIC_PROCESS",252,"Up",2.1674818649026e-08,1.80592744318268e-06,0.01,"fixed_0.01",32,27,57,24761,"voom_TMM",1.80592744318268e-06,"GSE136831",TRUE,4.88697985582401e-06,TRUE,""
"macrophages","GOBP_NEGATIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION",89,"Up",3.349915961255e-08,2.62365418085491e-06,0.01,"fixed_0.01",32,27,57,24761,"voom_TMM",2.62365418085491e-06,"GSE136831",TRUE,6.82674220027293e-06,TRUE,""
"macrophages","GOBP_DNA_STRAND_ELONGATION_INVOLVED_IN_DNA_REPLICATION",15,"Up",9.67497632548354e-07,4.92041653124592e-05,0.01,"fixed_0.01",32,27,57,24761,"voom_TMM",4.92041653124592e-05,"GSE136831",TRUE,0.000129779397621708,TRUE,""
