"compartment","set","NGenes","Direction","PValue","FDR","Correlation","correlation_setting","n_first","n_second","residual_df","genes_tested","method","FDR_family","cohort","frozen_candidate","FDR_global","eligible","not_tested_reason"
"fibroblasts","GOBP_CELLULAR_RESPONSE_TO_FATTY_ACID",21,"Up",0.0331053395565485,0.106482727542012,0.01,"fixed_0.01",7,3,8,10280,"voom_TMM",0.106482727542012,"GSE135893",TRUE,0.123658180108284,TRUE,""
"fibroblasts","GOBP_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_BIOSYNTHETIC_PROCESS",22,"Up",0.802732586501106,0.95899489528421,0.01,"fixed_0.01",7,3,8,10280,"voom_TMM",0.95899489528421,"GSE135893",TRUE,0.890367148346204,TRUE,""
"fibroblasts","GOBP_ZYMOGEN_ACTIVATION",35,"Down",0.733210550443033,0.93688014778832,0.01,"fixed_0.01",7,3,8,10280,"voom_TMM",0.93688014778832,"GSE135893",TRUE,0.835136680773678,TRUE,""
"fibroblasts","GOBP_PLASMINOGEN_ACTIVATION",16,"Down",0.903529832612602,0.95899489528421,0.01,"fixed_0.01",7,3,8,10280,"voom_TMM",0.95899489528421,"GSE135893",TRUE,0.984963851860949,TRUE,""
"fibroblasts","GOBP_DETOXIFICATION",84,"Down",0.24629381766219,0.514977982384579,0.01,"fixed_0.01",7,3,8,10280,"voom_TMM",0.514977982384579,"GSE135893",TRUE,0.454605325267239,TRUE,""
"fibroblasts","GOBP_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS",90,"Up",0.973309648301993,0.973309648301993,0.01,"fixed_0.01",7,3,8,10280,"voom_TMM",0.973309648301993,"GSE135893",TRUE,1,TRUE,""
"fibroblasts","GOBP_POSITIVE_REGULATION_OF_LAMELLIPODIUM_ORGANIZATION",26,"Up",0.00773412624551156,0.0355769807293532,0.01,"fixed_0.01",7,3,8,10280,"voom_TMM",0.0355769807293532,"GSE135893",TRUE,0.0427058275295639,TRUE,""
"macrophages","HALLMARK_E2F_TARGETS",194,"Up",5.06496666675967e-07,1.78962155558842e-05,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",1.78962155558842e-05,"GSE135893",TRUE,1.6081269166962e-05,TRUE,""
"macrophages","HALLMARK_MYC_TARGETS_V1",193,"Up",0.00110797840881487,0.0102126705508153,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.0102126705508153,"GSE135893",TRUE,0.00970436261513713,TRUE,""
"macrophages","HALLMARK_OXIDATIVE_PHOSPHORYLATION",184,"Down",0.700715209268207,0.769697535569222,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.769697535569222,"GSE135893",TRUE,0.812701658238012,TRUE,""
"macrophages","HALLMARK_MYC_TARGETS_V2",57,"Up",0.00371801685378376,0.0246318616563174,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.0246318616563174,"GSE135893",TRUE,0.0242147764323352,TRUE,""
"macrophages","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",134,"Up",4.53247569086802e-06,0.000120110605808003,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.000120110605808003,"GSE135893",TRUE,0.000104658984134589,TRUE,""
"macrophages","HALLMARK_G2M_CHECKPOINT",184,"Up",8.62618988905628e-07,2.61250322354276e-05,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",2.61250322354276e-05,"GSE135893",TRUE,2.43450247980033e-05,TRUE,""
"macrophages","HALLMARK_COAGULATION",94,"Up",0.000276135413517396,0.00344357103915811,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.00344357103915811,"GSE135893",TRUE,0.00350691975167093,TRUE,""
"macrophages","HALLMARK_DNA_REPAIR",142,"Up",0.612193153665622,0.717043914790673,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.717043914790673,"GSE135893",TRUE,0.754840102092562,TRUE,""
"macrophages","HALLMARK_MTORC1_SIGNALING",191,"Up",0.00069743467777769,0.00704076912804144,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.00704076912804144,"GSE135893",TRUE,0.00708593632622133,TRUE,""
"macrophages","HALLMARK_CHOLESTEROL_HOMEOSTASIS",68,"Up",0.0479477522652465,0.15913766894243,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.15913766894243,"GSE135893",TRUE,0.154915266169783,TRUE,""
"macrophages","HALLMARK_GLYCOLYSIS",165,"Up",0.0918818240786633,0.244580786750118,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.244580786750118,"GSE135893",TRUE,0.244196225764662,TRUE,""
"macrophages","HALLMARK_ESTROGEN_RESPONSE_LATE",149,"Up",0.00100275786487295,0.00966293942513937,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.00966293942513937,"GSE135893",TRUE,0.00909644634563322,TRUE,""
"macrophages","HALLMARK_ADIPOGENESIS",177,"Down",0.103403988641566,0.255601205522288,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.255601205522288,"GSE135893",TRUE,0.258201661738293,TRUE,""
"macrophages","HALLMARK_FATTY_ACID_METABOLISM",136,"Down",0.137973657542285,0.301550674216128,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.301550674216128,"GSE135893",TRUE,0.310135478015402,TRUE,""
"macrophages","HALLMARK_ANGIOGENESIS",23,"Up",0.00180628395187224,0.0147281614537275,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.0147281614537275,"GSE135893",TRUE,0.0139254711762964,TRUE,""
"macrophages","HALLMARK_COMPLEMENT",172,"Up",0.00336284979628085,0.024278606901487,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.024278606901487,"GSE135893",TRUE,0.0237267735626482,TRUE,""
"macrophages","HALLMARK_ALLOGRAFT_REJECTION",169,"Up",0.00502521720209462,0.0305847637251262,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.0305847637251262,"GSE135893",TRUE,0.0305366744739861,TRUE,""
"macrophages","HALLMARK_TGF_BETA_SIGNALING",52,"Up",0.912886397447624,0.948685864014197,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.948685864014197,"GSE135893",TRUE,0.99091087586195,TRUE,""
"macrophages","GOBP_ATP_SYNTHESIS_COUPLED_ELECTRON_TRANSPORT",90,"Up",0.114160348194452,0.268911042413598,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.268911042413598,"GSE135893",TRUE,0.273554041899914,TRUE,""
"macrophages","GOBP_OXIDATIVE_PHOSPHORYLATION",116,"Up",0.113885718003846,0.268911042413598,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.268911042413598,"GSE135893",TRUE,0.273554041899914,TRUE,""
"macrophages","GOBP_PROTON_MOTIVE_FORCE_DRIVEN_ATP_SYNTHESIS",55,"Up",0.156725594533861,0.327792966275237,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.327792966275237,"GSE135893",TRUE,0.339481138881469,TRUE,""
"macrophages","GOBP_MITOCHONDRIAL_TRANSLATION",126,"Up",0.965373396914143,0.974567429265707,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.974567429265707,"GSE135893",TRUE,1,TRUE,""
"macrophages","GOBP_NUCLEOSIDE_TRIPHOSPHATE_BIOSYNTHETIC_PROCESS",94,"Up",0.109383616012282,0.26351507493868,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.26351507493868,"GSE135893",TRUE,0.267148446799228,TRUE,""
"macrophages","GOBP_ATP_BIOSYNTHETIC_PROCESS",72,"Up",0.0974497642742157,0.251943293001631,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.251943293001631,"GSE135893",TRUE,0.252573878833171,TRUE,""
"macrophages","GOBP_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_ASSEMBLY",92,"Up",0.103687281485456,0.255601205522288,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.255601205522288,"GSE135893",TRUE,0.258201661738293,TRUE,""
"macrophages","GOBP_AEROBIC_RESPIRATION",161,"Up",0.484012985501051,0.603592664271899,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.603592664271899,"GSE135893",TRUE,0.630457940088549,TRUE,""
"macrophages","GOBP_MITOCHONDRIAL_ELECTRON_TRANSPORT_NADH_TO_UBIQUINONE",49,"Up",0.236774791793115,0.425391998814749,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.425391998814749,"GSE135893",TRUE,0.447414224380105,TRUE,""
"macrophages","GOBP_ELECTRON_TRANSPORT_CHAIN",114,"Up",0.263976622795084,0.448928767484575,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.448928767484575,"GSE135893",TRUE,0.47016388598876,TRUE,""
"macrophages","GOBP_REGULATION_OF_MITOTIC_SISTER_CHROMATID_SEGREGATION",51,"Up",0.411019994183131,0.550137983948319,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.550137983948319,"GSE135893",TRUE,0.576947089415473,TRUE,""
"macrophages","GOBP_NEGATIVE_REGULATION_OF_CHROMOSOME_SEGREGATION",46,"Up",0.403261852709808,0.548022517785123,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.548022517785123,"GSE135893",TRUE,0.575441070720737,TRUE,""
"macrophages","GOBP_MITOCHONDRIAL_GENE_EXPRESSION",160,"Down",0.725622224220663,0.788881597614259,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.788881597614259,"GSE135893",TRUE,0.833973054081667,TRUE,""
"macrophages","GOBP_MITOTIC_SISTER_CHROMATID_SEPARATION",59,"Up",0.135078572572061,0.298298514429968,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.298298514429968,"GSE135893",TRUE,0.306338905654496,TRUE,""
"macrophages","GOBP_RIBOSOMAL_SMALL_SUBUNIT_BIOGENESIS",100,"Up",0.572626198159309,0.685857367286856,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.685857367286856,"GSE135893",TRUE,0.720034922437943,TRUE,""
"macrophages","GOBP_NEGATIVE_REGULATION_OF_NUCLEAR_DIVISION",53,"Up",0.262489663174126,0.448928767484575,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.448928767484575,"GSE135893",TRUE,0.47016388598876,TRUE,""
"macrophages","GOBP_NADH_DEHYDROGENASE_COMPLEX_ASSEMBLY",56,"Up",0.0864250866358843,0.241080504826414,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.241080504826414,"GSE135893",TRUE,0.241230461599062,TRUE,""
"macrophages","GOBP_CELLULAR_RESPIRATION",196,"Up",0.570583719010546,0.685857367286856,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.685857367286856,"GSE135893",TRUE,0.720034922437943,TRUE,""
"macrophages","GOBP_CHROMOSOME_SEPARATION",75,"Up",0.118219112788513,0.271809216391828,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.271809216391828,"GSE135893",TRUE,0.277855171785,TRUE,""
"macrophages","GOBP_MITOTIC_SISTER_CHROMATID_SEGREGATION",181,"Up",0.0202047392449291,0.0931174939114124,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.0931174939114124,"GSE135893",TRUE,0.0900351538282806,TRUE,""
"macrophages","GOBP_REGULATION_OF_MITOTIC_NUCLEAR_DIVISION",99,"Up",0.019416144539783,0.0914716142763109,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.0914716142763109,"GSE135893",TRUE,0.0880660841625870,TRUE,""
"macrophages","GOBP_CYTOPLASMIC_TRANSLATION",150,"Down",0.0130062660394011,0.0641239162872798,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.0641239162872798,"GSE135893",TRUE,0.0647763053727035,TRUE,""
"macrophages","GOBP_RESPIRATORY_CHAIN_COMPLEX_IV_ASSEMBLY",25,"Up",0.282450869248975,0.460577366440969,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.460577366440969,"GSE135893",TRUE,0.484746762089458,TRUE,""
"macrophages","GOBP_REGULATION_OF_NUCLEAR_DIVISION",109,"Up",0.0227011831441347,0.1005653893504,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.1005653893504,"GSE135893",TRUE,0.0980247223345119,TRUE,""
"macrophages","GOBP_MITOTIC_METAPHASE_CHROMOSOME_ALIGNMENT",61,"Up",0.0257064499369183,0.106915141138235,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.106915141138235,"GSE135893",TRUE,0.105369654466273,TRUE,""
"macrophages","GOBP_RIBOSE_PHOSPHATE_BIOSYNTHETIC_PROCESS",173,"Up",0.293537308381712,0.46658320614891,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.46658320614891,"GSE135893",TRUE,0.493252501505924,TRUE,""
"macrophages","GOBP_RIBOSOME_BIOGENESIS",292,"Up",0.297116664292938,0.46658320614891,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.46658320614891,"GSE135893",TRUE,0.493252501505924,TRUE,""
"macrophages","GOBP_METAPHASE_CHROMOSOME_ALIGNMENT",95,"Up",0.0295576779347607,0.116041254114246,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.116041254114246,"GSE135893",TRUE,0.115502310698911,TRUE,""
"macrophages","GOBP_RIBOSOMAL_LARGE_SUBUNIT_BIOGENESIS",61,"Up",0.166527111091565,0.339459111071267,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.339459111071267,"GSE135893",TRUE,0.352482385143812,TRUE,""
"macrophages","GOBP_ATTACHMENT_OF_SPINDLE_MICROTUBULES_TO_KINETOCHORE",49,"Up",0.169884646372531,0.343005190771205,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.343005190771205,"GSE135893",TRUE,0.356617356848123,TRUE,""
"macrophages","GOBP_MITOTIC_NUCLEAR_DIVISION",252,"Up",0.0289838226541042,0.115935290616417,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.115935290616417,"GSE135893",TRUE,0.115029546158476,TRUE,""
"macrophages","GOBP_NUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS",208,"Up",0.010610017370576,0.0535553257752885,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.0535553257752885,"GSE135893",TRUE,0.0538988882425262,TRUE,""
"macrophages","GOBP_LYSOSOMAL_LUMEN_ACIDIFICATION",24,"Down",0.851327648582986,0.893472581681154,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.893472581681154,"GSE135893",TRUE,0.940161838000341,TRUE,""
"macrophages","GOBP_ATTACHMENT_OF_MITOTIC_SPINDLE_MICROTUBULES_TO_KINETOCHORE",25,"Up",0.218894985358031,0.407067867507918,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.407067867507918,"GSE135893",TRUE,0.427687125238,TRUE,""
"macrophages","GOBP_MITOCHONDRIAL_ELECTRON_TRANSPORT_CYTOCHROME_C_TO_OXYGEN",17,"Up",0.415200248384579,0.550137983948319,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.550137983948319,"GSE135893",TRUE,0.576947089415473,TRUE,""
"macrophages","GOBP_RRNA_PROCESSING",208,"Up",0.178322647759802,0.353312161916618,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.353312161916618,"GSE135893",TRUE,0.368243516512112,TRUE,""
"macrophages","GOBP_SISTER_CHROMATID_SEGREGATION",216,"Up",0.0487922098172546,0.15913766894243,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.15913766894243,"GSE135893",TRUE,0.154915266169783,TRUE,""
"macrophages","GOBP_DNA_UNWINDING_INVOLVED_IN_DNA_REPLICATION",20,"Up",2.4322648477178e-05,0.00039664626747398,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.00039664626747398,"GSE135893",TRUE,0.000386122044575201,TRUE,""
"macrophages","GOBP_EOSINOPHIL_MIGRATION",21,"Up",5.47548870558006e-08,3.86934535194325e-06,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",3.86934535194325e-06,"GSE135893",TRUE,2.78154826243467e-06,TRUE,""
"macrophages","GOBP_REGULATION_OF_CHROMOSOME_SEGREGATION",117,"Up",0.187187566256957,0.366207070351189,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.366207070351189,"GSE135893",TRUE,0.382596564141246,TRUE,""
"macrophages","GOBP_MONOCYTE_CHEMOTAXIS",39,"Up",2.25980636128422e-08,3.86934535194325e-06,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",3.86934535194325e-06,"GSE135893",TRUE,1.91330271922064e-06,TRUE,""
"macrophages","GOBP_PROTON_TRANSMEMBRANE_TRANSPORT",98,"Up",0.0353318535935455,0.131409701084766,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.131409701084766,"GSE135893",TRUE,0.130062185692182,TRUE,""
"macrophages","GOBP_CYTOCHROME_COMPLEX_ASSEMBLY",35,"Up",0.3524032571953,0.504677785672969,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.504677785672969,"GSE135893",TRUE,0.534683053030211,TRUE,""
"macrophages","GOBP_NEGATIVE_REGULATION_OF_MITOTIC_CELL_CYCLE_PHASE_TRANSITION",160,"Up",0.324291555663752,0.489712962605693,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.489712962605693,"GSE135893",TRUE,0.517057194656847,TRUE,""
"macrophages","GOBP_REGULATION_OF_SISTER_CHROMATID_SEGREGATION",95,"Up",0.37709014530428,0.519111109120177,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.519111109120177,"GSE135893",TRUE,0.544209641518677,TRUE,""
"macrophages","GOBP_CHROMOSOME_LOCALIZATION",109,"Up",0.0410601192160941,0.140399117319548,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.140399117319548,"GSE135893",TRUE,0.137227240537999,TRUE,""
"macrophages","GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_SEPARATION",27,"Up",0.0103225324046458,0.0533750456045102,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.0533750456045102,"GSE135893",TRUE,0.053508637362858,TRUE,""
"macrophages","GOBP_ATP_METABOLIC_PROCESS",166,"Up",0.0150000749693423,0.0722730884886493,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.0722730884886493,"GSE135893",TRUE,0.0718871517398669,TRUE,""
"macrophages","GOBP_RIBOSOMAL_SMALL_SUBUNIT_ASSEMBLY",17,"Up",0.797865633049303,0.841529921425136,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.841529921425136,"GSE135893",TRUE,0.888850310502294,TRUE,""
"macrophages","GOBP_NUCLEOSIDE_PHOSPHATE_BIOSYNTHETIC_PROCESS",211,"Up",0.383072306382851,0.523944057762351,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.523944057762351,"GSE135893",TRUE,0.549719580910984,TRUE,""
"macrophages","GOBP_NEGATIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION",87,"Up",0.274820369367054,0.455171236764183,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.455171236764183,"GSE135893",TRUE,0.478112149446793,TRUE,""
"macrophages","GOBP_DNA_STRAND_ELONGATION_INVOLVED_IN_DNA_REPLICATION",15,"Up",0.0662442933979099,0.200625574290813,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.200625574290813,"GSE135893",TRUE,0.197953535565519,TRUE,""
"macrophages","GOBP_REGULATION_OF_SPINDLE_CHECKPOINT",20,"Up",0.942353142055517,0.960475317864277,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.960475317864277,"GSE135893",TRUE,1,TRUE,""
"macrophages","GOBP_ANTIMICROBIAL_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_ANTIMICROBIAL_PEPTIDE",53,"Up",0.00162433579533562,0.013774367544446,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.013774367544446,"GSE135893",TRUE,0.0133090739359757,TRUE,""
"macrophages","GOBP_POSITIVE_REGULATION_OF_MONOCYTE_CHEMOTAXIS",17,"Up",4.03695123606003e-07,1.71166732408945e-05,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",1.71166732408945e-05,"GSE135893",TRUE,1.46483659137035e-05,TRUE,""
"macrophages","GOBP_RIBOSOME_ASSEMBLY",54,"Down",0.443017793856591,0.569210741197559,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.569210741197559,"GSE135893",TRUE,0.595378410791397,TRUE,""
"macrophages","GOBP_ENERGY_DERIVATION_BY_OXIDATION_OF_ORGANIC_COMPOUNDS",266,"Up",0.696538037824049,0.769094083430721,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.769094083430721,"GSE135893",TRUE,0.811562667923433,TRUE,""
"macrophages","GOBP_RRNA_METABOLIC_PROCESS",239,"Up",0.423402902559355,0.550683529709099,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.550683529709099,"GSE135893",TRUE,0.576947089415473,TRUE,""
"macrophages","GOBP_MITOTIC_CYTOKINETIC_PROCESS",31,"Up",0.0994286488360835,0.252193367955914,0.01,"fixed_0.01",12,9,19,14203,"voom_TMM",0.252193367955914,"GSE135893",TRUE,0.253811212203178,TRUE,""
