disease,label,gene,donors,mean_of_donor_expression,mean_of_donor_detection,cohort
IPF,B,FGF7,22,0.0064845755091410585,0.0023358090660376726,GSE136831
IPF,B,FGFR1,22,0.09186807403683757,0.02882573829117342,GSE136831
IPF,B,FGFR2,22,0.029001472841842735,0.01141138718525639,GSE136831
IPF,B,FGFR3,22,0.0003035803906982454,8.843296781039545e-05,GSE136831
IPF,B,FGFR4,22,0.0031642801597939543,0.0006954275542231454,GSE136831
IPF,B,FGFRL1,22,0.007116648408827032,0.0034267416715259087,GSE136831
IPF,B,FLT1,22,0.07762492084667122,0.024396383703356995,GSE136831
IPF,B,FZD1,22,0.0010272213662044136,0.0006060606060606045,GSE136831
IPF,B,FZD10,22,0.0,0.0,GSE136831
IPF,B,FZD2,22,0.004177807486631014,0.0005347593582887681,GSE136831
IPF,B,FZD3,22,0.04061629736548121,0.013467729454037864,GSE136831
IPF,B,FZD4,22,0.00019428996557220452,0.00011449507671169999,GSE136831
IPF,B,FZD5,22,0.011011458157523758,0.0045674529665412,GSE136831
IPF,B,FZD6,22,0.05956718024057663,0.017003275549594427,GSE136831
IPF,B,FZD7,22,0.0020246833192820272,0.00032010243277848634,GSE136831
IPF,B,FZD8,22,0.001985144882516159,0.0011985707588755318,GSE136831
IPF,B,FZD9,22,0.0,0.0,GSE136831
IPF,B,GPC1,22,0.00020886388240528637,8.843296781039545e-05,GSE136831
IPF,B,GRIN2B,22,0.03164373550602359,0.012132720163855849,GSE136831
IPF,B,GRM7,22,0.07185520277326701,0.022896711497696474,GSE136831
IPF,B,GSDMD,22,0.24700765752790524,0.08845245570218789,GSE136831
IPF,B,HBEGF,22,0.030478898611558093,0.011444932973461204,GSE136831
IPF,B,IL1A,22,0.014375586440200592,0.0035391711638426363,GSE136831
IPF,B,IL1B,22,0.05168479195514852,0.013771221886021428,GSE136831
IPF,B,IL1R1,22,0.04828777783381341,0.01832197138369153,GSE136831
IPF,B,IL1R2,22,0.02643686380511433,0.00754731768248744,GSE136831
IPF,B,IL1RAP,22,0.22057926336282033,0.06495814625891223,GSE136831
IPF,B,IL1RN,22,0.05746436274803835,0.016821971236691338,GSE136831
IPF,B,IL6,22,0.16496667786780922,0.04126795511332467,GSE136831
IPF,B,ITGA4,22,0.636543234485463,0.17671017601842268,GSE136831
IPF,B,ITGA5,22,0.0221392485152337,0.005935695288120032,GSE136831
IPF,B,ITGA9,22,0.06906511804354884,0.02393129026133287,GSE136831
IPF,B,ITGAV,22,0.1895313730783512,0.05623271047066391,GSE136831
IPF,B,ITGB1,22,0.7405258633953498,0.16975536749035267,GSE136831
IPF,B,ITGB3,22,0.01278696723619382,0.0050664727248347415,GSE136831
IPF,B,ITGB5,22,0.03216491163533606,0.010519847078641559,GSE136831
IPF,B,ITGB6,22,0.01490291684427666,0.005869235212771423,GSE136831
IPF,B,ITGB8,22,0.03901698444167328,0.011431367577236905,GSE136831
IPF,B,KDR,22,0.0018079234576729045,0.000828024953856,GSE136831
IPF,B,KLRG2,22,0.01967405581993512,0.00657783579799456,GSE136831
IPF,B,LDLR,22,0.060696732677235105,0.020705252974905174,GSE136831
IPF,B,LGR5,22,0.00901910262643977,0.0015371861724475181,GSE136831
IPF,B,LPP,22,3.951133551316053,0.5484881907049084,GSE136831
IPF,B,LRP1,22,0.053952601503966635,0.017964187717711664,GSE136831
IPF,B,LRP2,22,0.013060481302177301,0.004176458976943891,GSE136831
IPF,B,LRP5,22,0.051172787181558314,0.01867809436190834,GSE136831
IPF,B,LRP6,22,0.07262998084454377,0.019737184412280565,GSE136831
IPF,B,MCAM,22,0.004054754043896068,0.0017300168178636319,GSE136831
IPF,B,MUSK,22,0.012814868295218428,0.004370691388468546,GSE136831
IPF,B,NLRP3,22,0.08253377900498847,0.026987031668085228,GSE136831
IPF,B,NOTCH1,22,0.11762996646958399,0.03227941322746369,GSE136831
IPF,B,NRP1,22,0.0450828615745825,0.015963340877178628,GSE136831
IPF,B,NRP2,22,0.05233926722260232,0.013899790173117287,GSE136831
IPF,B,PRLR,22,0.019140171470133957,0.006800300101901608,GSE136831
IPF,B,PTK7,22,0.03939331891847674,0.010481234330954636,GSE136831
IPF,B,PTPRK,22,0.615664463753153,0.158799689725414,GSE136831
IPF,B,PYCARD,22,0.283368888576847,0.09736402476496299,GSE136831
IPF,B,RECK,22,0.20640722608293396,0.05832299701637634,GSE136831
IPF,B,RET,22,0.0004956918430536499,0.0001578282828282818,GSE136831
IPF,B,ROR1,22,0.35402470048595674,0.06350677896401434,GSE136831
IPF,B,ROR2,22,0.08007090396415338,0.027601260404613335,GSE136831
IPF,B,RYK,22,0.4496735653246922,0.1251724660198698,GSE136831
IPF,B,SDC2,22,0.2385998480973097,0.07154861803565266,GSE136831
IPF,B,SDC4,22,0.05193999544760834,0.019255426732855782,GSE136831
IPF,B,SIGIRR,22,0.21789782478341327,0.06997840678583192,GSE136831
IPF,B,SIRPA,22,0.08815888020008082,0.029675874709689888,GSE136831
IPF,B,SMO,22,0.023966743221080052,0.006744018777141087,GSE136831
IPF,B,SPP1,22,0.6068317002701857,0.12784602637271664,GSE136831
IPF,B,TGFB1,22,2.641870858701003,0.42674645594954086,GSE136831
IPF,B,TGFBR1,22,0.5174481241960114,0.12936282105360208,GSE136831
IPF,B,TGFBR2,22,1.85174731863935,0.34790437970916444,GSE136831
IPF,B,TGFBR3,22,0.07100329277095872,0.02350461375364431,GSE136831
IPF,B,TMED5,22,0.6015370427671017,0.1673981529801614,GSE136831
IPF,B,TNF,22,0.24041787321886351,0.056600736583875655,GSE136831
IPF,B,TYRO3,22,0.002279357539903659,0.0012463702578159363,GSE136831
IPF,B,VANGL2,22,0.0029827372795482045,0.0011698201689549273,GSE136831
IPF,B,VASN,22,0.008377958008859791,0.00323076329724125,GSE136831
IPF,B,VEGFA,22,0.02909487505929326,0.008815569883439314,GSE136831
IPF,B,WNT1,22,0.0,0.0,GSE136831
IPF,B,WNT10A,22,0.022559995730544014,0.009422405793136286,GSE136831
IPF,B,WNT10B,22,0.00029906313091105453,8.843296781039545e-05,GSE136831
IPF,B,WNT11,22,0.001021178949478409,0.0008099336893111136,GSE136831
IPF,B,WNT16,22,0.08946017708442558,0.027821799789278033,GSE136831
IPF,B,WNT2,22,0.00928543667786717,0.0022760265025407317,GSE136831
IPF,B,WNT2B,22,0.03773720795733673,0.012392251825563317,GSE136831
IPF,B,WNT3,22,0.019459050047609363,0.005708845461784973,GSE136831
IPF,B,WNT3A,22,0.006922557658240096,0.00292441209586055,GSE136831
IPF,B,WNT4,22,0.0009723916614692318,0.0005224660397074181,GSE136831
IPF,B,WNT5A,22,0.0,0.0,GSE136831
IPF,B,WNT5B,22,0.11059717860309241,0.031083301097305383,GSE136831
IPF,B,WNT6,22,0.004530121711724782,0.0012130728849812863,GSE136831
IPF,B,WNT7A,22,0.0015229525958446045,0.0006501473471640045,GSE136831
IPF,B,WNT7B,22,0.0047069896499093685,0.0017453648699877408,GSE136831
IPF,B,WNT8A,22,0.0051501146897504,0.0020505477622890862,GSE136831
IPF,B,WNT8B,22,0.006433811143623195,0.0029783428204110496,GSE136831
IPF,B,WNT9A,22,0.00022371058364927725,0.00011449507671169999,GSE136831
IPF,B,WNT9B,22,0.011402747736493218,0.004406368935389764,GSE136831
IPF,B,XCR1,22,0.0,0.0,GSE136831
IPF,Basal,ACKR1,6,0.008519741521291816,0.006969715660272599,GSE136831
IPF,Basal,ACKR2,6,0.0018755967970514999,0.0009560229445506667,GSE136831
IPF,Basal,ACKR3,6,0.3030568957887777,0.12610892816303837,GSE136831
IPF,Basal,ACKR4,6,0.018564575499450266,0.011966073668102881,GSE136831
IPF,Basal,ACVR1,6,0.3073078878614707,0.17859942535207182,GSE136831
IPF,Basal,ACVR1B,6,0.5565415946827991,0.2616983650298777,GSE136831
IPF,Basal,ACVR1C,6,0.029768194411760734,0.021570427249511914,GSE136831
IPF,Basal,ACVRL1,6,0.0017615129797984499,0.0006373486297004333,GSE136831
IPF,Basal,ADGRA2,6,0.10498179601418049,0.057488404578743026,GSE136831
IPF,Basal,ADRA2A,6,0.0016564590122615831,0.002110789010190717,GSE136831
IPF,Basal,ADRB2,6,0.39917952610859503,0.22097758197675577,GSE136831
IPF,Basal,ANTXR1,6,0.6463983500432465,0.27245925490361406,GSE136831
IPF,Basal,APCDD1,6,0.16682103375250704,0.11992532357963603,GSE136831
IPF,Basal,AREG,6,1.270933132530302,0.3411287203746228,GSE136831
IPF,Basal,ATP6AP2,6,0.4433027637346983,0.25702421343500464,GSE136831
IPF,Basal,AVPR1A,6,0.0,0.0,GSE136831
IPF,Basal,CASP1,6,0.10334893210444646,0.08066448151532567,GSE136831
IPF,Basal,CAV1,6,0.644615877656299,0.23434975538477598,GSE136831
IPF,Basal,CCL2,6,0.5811628115863804,0.05218772444354088,GSE136831
IPF,Basal,CCR1,6,0.004592787451207933,0.005858967355143234,GSE136831
IPF,Basal,CCR10,6,0.004863670504214584,0.007680829703321383,GSE136831
IPF,Basal,CCR2,6,0.0,0.0,GSE136831
IPF,Basal,CCR3,6,0.0012986017319159334,0.002830331085840783,GSE136831
IPF,Basal,CCR4,6,0.0009279974223943499,0.00031867431485021666,GSE136831
IPF,Basal,CCR5,6,0.0,0.0,GSE136831
IPF,Basal,CD36,6,0.0672505295528159,0.04148366260836107,GSE136831
IPF,Basal,CD4,6,0.060793167979832384,0.035432232144827915,GSE136831
IPF,Basal,CD44,6,3.7095954887264235,0.7019070085501506,GSE136831
IPF,Basal,CD82,6,0.4329571969933532,0.2404984913066066,GSE136831
IPF,Basal,CD9,6,10.076781725196023,0.8466080281150709,GSE136831
IPF,Basal,CSF1,6,0.059467277588187394,0.05264580271145824,GSE136831
IPF,Basal,CSF1R,6,0.03267002712203415,0.027991904252466716,GSE136831
IPF,Basal,CXCL1,6,2.1365737809457452,0.29267354879984603,GSE136831
IPF,Basal,CXCL12,6,0.0048757659606775,0.005496275279782334,GSE136831
IPF,Basal,CXCL2,6,2.469134057539351,0.32169532860226974,GSE136831
IPF,Basal,CXCR1,6,0.0,0.0,GSE136831
IPF,Basal,CXCR2,6,0.0032143170550157332,0.005169172932330816,GSE136831
IPF,Basal,CXCR3,6,0.0,0.0,GSE136831
IPF,Basal,CXCR4,6,0.11756670658110248,0.09149721599623721,GSE136831
IPF,Basal,DPP4,6,0.033901253451370114,0.03265847125984537,GSE136831
IPF,Basal,EGFR,6,4.241719038336895,0.7930838211235764,GSE136831
IPF,Basal,ENG,6,0.153488536384558,0.08561741874763096,GSE136831
IPF,Basal,EPHA7,6,0.015883318401558367,0.008890937146446834,GSE136831
IPF,Basal,EPHB2,6,0.2883683822009669,0.1537726047103674,GSE136831
IPF,Basal,ERBB2,6,0.3493059997087536,0.22227665437094515,GSE136831
IPF,Basal,ERBB3,6,0.35359850892856604,0.2207866931674094,GSE136831
IPF,Basal,ERBB4,6,2.814696295198224,0.5762380958594929,GSE136831
IPF,Basal,FGF10,6,0.0,0.0,GSE136831
IPF,Basal,FGF7,6,0.007634793799889634,0.01031869300542585,GSE136831
IPF,Basal,FGFR1,6,0.31165761307051765,0.12463163758972512,GSE136831
IPF,Basal,FGFR2,6,2.104921052791503,0.5610574704516943,GSE136831
IPF,Basal,FGFR3,6,0.2856878348335722,0.18781887667897756,GSE136831
IPF,Basal,FGFR4,6,0.0,0.0,GSE136831
IPF,Basal,FGFRL1,6,0.03770559819738397,0.040294208751294816,GSE136831
IPF,Basal,FLT1,6,0.03113127307242775,0.030788904681037982,GSE136831
IPF,Basal,FZD1,6,0.039508065002969085,0.04086719566126925,GSE136831
IPF,Basal,FZD10,6,0.0006939454619694,0.0006373486297004333,GSE136831
IPF,Basal,FZD2,6,0.0028238430226657832,0.003520125508653217,GSE136831
IPF,Basal,FZD3,6,0.07714434159325166,0.05776194045074275,GSE136831
IPF,Basal,FZD4,6,0.021210815690184782,0.01366644152720625,GSE136831
IPF,Basal,FZD5,6,0.0773294296504491,0.06628893185335867,GSE136831
IPF,Basal,FZD6,6,0.8259938457545406,0.3841332542620008,GSE136831
IPF,Basal,FZD7,6,0.027174885922867167,0.020343081272622833,GSE136831
IPF,Basal,FZD8,6,0.0029476342089546,0.006867874030433617,GSE136831
IPF,Basal,FZD9,6,0.0,0.0,GSE136831
IPF,Basal,GPC1,6,0.49253128586469447,0.2675997877330385,GSE136831
IPF,Basal,GRIN2B,6,0.03175235884666112,0.02378193720720183,GSE136831
IPF,Basal,GRM7,6,0.07282300233745566,0.06229873463311051,GSE136831
IPF,Basal,GSDMD,6,0.21051064901219466,0.16146691072591177,GSE136831
IPF,Basal,HBEGF,6,0.8450654596180994,0.27343079415186106,GSE136831
IPF,Basal,IL1A,6,0.001954887118734967,0.0039029037055312165,GSE136831
IPF,Basal,IL1B,6,0.02465292448174487,0.020074726666374998,GSE136831
IPF,Basal,IL1R1,6,2.190914733432152,0.45359052628057034,GSE136831
IPF,Basal,IL1R2,6,0.06444988100244714,0.021556157141838835,GSE136831
IPF,Basal,IL1RAP,6,0.6728932379818424,0.29117029896906826,GSE136831
IPF,Basal,IL1RN,6,0.11597360251050336,0.0829315600642297,GSE136831
IPF,Basal,IL6,6,0.026879113881640066,0.01349577929795395,GSE136831
IPF,Basal,ITGA4,6,0.06421737573424567,0.0365324448090227,GSE136831
IPF,Basal,ITGA5,6,0.010471930336568633,0.013443153404912466,GSE136831
IPF,Basal,ITGA9,6,0.714934661102124,0.2636910651444959,GSE136831
IPF,Basal,ITGAV,6,1.4440229289110942,0.4237687498521072,GSE136831
IPF,Basal,ITGB1,6,1.8498382127140378,0.5323787203570565,GSE136831
IPF,Basal,ITGB3,6,0.14268553442390766,0.05500890599353655,GSE136831
IPF,Basal,ITGB5,6,1.0140130519828903,0.40886219989092276,GSE136831
IPF,Basal,ITGB6,6,2.0845323871510533,0.5129978605113893,GSE136831
IPF,Basal,ITGB8,6,2.479234063256534,0.6135163588802156,GSE136831
IPF,Basal,KDR,6,0.03845246187067231,0.016337588372781032,GSE136831
IPF,Basal,KLRG2,6,0.026199986429292485,0.0350766109679116,GSE136831
IPF,Basal,LDLR,6,3.865928086237441,0.6761088478984206,GSE136831
IPF,Basal,LGR5,6,0.04482843387376271,0.02568017231213915,GSE136831
IPF,Basal,LPP,6,7.993092047986626,0.9147144633713241,GSE136831
IPF,Basal,LRP1,6,0.23369829558317423,0.1715352687569995,GSE136831
IPF,Basal,LRP2,6,0.025935418775789264,0.016031800970219418,GSE136831
IPF,Basal,LRP5,6,0.7119197695477301,0.3354180150334227,GSE136831
IPF,Basal,LRP6,6,0.24915966756191144,0.14288994134468197,GSE136831
IPF,Basal,MCAM,6,0.03234206757696798,0.03417116556966154,GSE136831
IPF,Basal,MUSK,6,0.32155411334773454,0.13747978913501538,GSE136831
IPF,Basal,NLRP3,6,0.02056046062736973,0.022011137456751234,GSE136831
IPF,Basal,NOTCH1,6,0.4596192642089667,0.24684830792815124,GSE136831
IPF,Basal,NRP1,6,0.4794213308125707,0.2000671477937934,GSE136831
IPF,Basal,NRP2,6,1.733120070635734,0.4240463378396469,GSE136831
IPF,Basal,PRLR,6,0.026943167927793568,0.01809319414368315,GSE136831
IPF,Basal,PTK7,6,0.7804604623517069,0.3498089791864362,GSE136831
IPF,Basal,PTPRK,6,4.111877263146005,0.7975914715159863,GSE136831
IPF,Basal,PYCARD,6,0.4546670875802283,0.3058105324462406,GSE136831
IPF,Basal,RECK,6,0.10021310106099716,0.06946504248486572,GSE136831
IPF,Basal,RET,6,0.001213254545207,0.002110789010190717,GSE136831
IPF,Basal,ROR1,6,0.5807579293019088,0.20275186286403724,GSE136831
IPF,Basal,ROR2,6,0.31164775411444023,0.16235338777527955,GSE136831
IPF,Basal,RYK,6,0.7598944503974195,0.37868797219744477,GSE136831
IPF,Basal,SDC2,6,0.1266606218694941,0.09171995803987021,GSE136831
IPF,Basal,SDC4,6,3.0229834652916288,0.6397664681459444,GSE136831
IPF,Basal,SIGIRR,6,0.2051622788113975,0.14598376353242493,GSE136831
IPF,Basal,SIRPA,6,0.10314562828319691,0.06754259685066503,GSE136831
IPF,Basal,SMO,6,0.043380232486820235,0.025329138325694,GSE136831
IPF,Basal,SPP1,6,0.37144203395213365,0.16313284572158213,GSE136831
IPF,Basal,TGFB1,6,0.9819600937412605,0.3846761868019988,GSE136831
IPF,Basal,TGFBR1,6,0.5221537041308276,0.22025588694461462,GSE136831
IPF,Basal,TGFBR2,6,2.631142685959112,0.6096062808105532,GSE136831
IPF,Basal,TGFBR3,6,0.24168061608953886,0.13918669995676908,GSE136831
IPF,Basal,TMED5,6,0.583576514800528,0.2911389880209167,GSE136831
IPF,Basal,TNF,6,0.002759299857571533,0.002110789010190717,GSE136831
IPF,Basal,TYRO3,6,0.02649577992907053,0.018728876012383048,GSE136831
IPF,Basal,VANGL2,6,0.0599953252928648,0.06435879260780974,GSE136831
IPF,Basal,VASN,6,0.030883114344104,0.030859774510012917,GSE136831
IPF,Basal,VEGFA,6,0.24994247560103214,0.16022250454954715,GSE136831
IPF,Basal,WNT1,6,0.0,0.0,GSE136831
IPF,Basal,WNT10A,6,0.09661884382496416,0.06863372902820614,GSE136831
IPF,Basal,WNT10B,6,0.0032159883504037836,0.00219298245614035,GSE136831
IPF,Basal,WNT11,6,0.012474415412349199,0.0126987604937398,GSE136831
IPF,Basal,WNT16,6,0.008399518917144118,0.006814990299693901,GSE136831
IPF,Basal,WNT2,6,0.004163848266162,0.0032948647910406837,GSE136831
IPF,Basal,WNT2B,6,0.20791976954376382,0.11001335689991153,GSE136831
IPF,Basal,WNT3,6,0.032783889444307414,0.022409852522302848,GSE136831
IPF,Basal,WNT3A,6,0.18194985632940627,0.08787127502948461,GSE136831
IPF,Basal,WNT4,6,0.0864910593283193,0.06775765172393766,GSE136831
IPF,Basal,WNT5A,6,0.05987699325818622,0.03781465381420092,GSE136831
IPF,Basal,WNT5B,6,0.7625082410681779,0.31039420011143476,GSE136831
IPF,Basal,WNT6,6,0.024880687365199352,0.01815901278333145,GSE136831
IPF,Basal,WNT7A,6,0.07945059273894126,0.05760608973247786,GSE136831
IPF,Basal,WNT7B,6,0.5008487191353492,0.21771759531058432,GSE136831
IPF,Basal,WNT8A,6,0.0012049354154617168,0.0025641025641025502,GSE136831
IPF,Basal,WNT8B,6,0.017451415214906382,0.014584288786317965,GSE136831
IPF,Basal,WNT9A,6,0.21464598382693856,0.11983036317691415,GSE136831
IPF,Basal,WNT9B,6,0.010362446202481066,0.008277210528896134,GSE136831
IPF,Basal,XCR1,6,0.0,0.0,GSE136831
IPF,Ciliated,ACKR1,30,0.023311540202682435,0.008527563718760194,GSE136831
IPF,Ciliated,ACKR2,30,0.025867213174998613,0.018782841901070525,GSE136831
IPF,Ciliated,ACKR3,30,0.02184044256658561,0.013085967018792237,GSE136831
IPF,Ciliated,ACKR4,30,0.16131206449607025,0.10758013819423566,GSE136831
IPF,Ciliated,ACVR1,30,0.5592319503324822,0.2934661981503746,GSE136831
IPF,Ciliated,ACVR1B,30,0.47987588271207265,0.2756482171292202,GSE136831
IPF,Ciliated,ACVR1C,30,0.05062149433930405,0.031809474114726746,GSE136831
IPF,Ciliated,ACVRL1,30,0.00995555193001932,0.008191948588618386,GSE136831
IPF,Ciliated,ADGRA2,30,0.12120008420735995,0.05979193351369452,GSE136831
IPF,Ciliated,ADRA2A,30,0.00263529970185212,0.0028598857019687734,GSE136831
IPF,Ciliated,ADRB2,30,0.05822453406025023,0.045478773343178895,GSE136831
IPF,Ciliated,ANTXR1,30,0.39297812901349843,0.21959843541368207,GSE136831
IPF,Ciliated,APCDD1,30,0.2138206232128773,0.15399318662082084,GSE136831
IPF,Ciliated,AREG,30,0.3547943421465321,0.18277622155127823,GSE136831
IPF,Ciliated,ATP6AP2,30,0.44203107563552757,0.2796127551630199,GSE136831
IPF,Ciliated,AVPR1A,30,0.04055884232762642,0.03163134418312368,GSE136831
IPF,Ciliated,CASP1,30,0.03864925411477284,0.03314275897408262,GSE136831
IPF,Ciliated,CAV1,30,0.0566471105697739,0.03401709549009372,GSE136831
IPF,Ciliated,CCL2,30,0.07332630368552386,0.05149108138786553,GSE136831
IPF,Ciliated,CCR1,30,0.00540930833713535,0.004241586184236251,GSE136831
IPF,Ciliated,CCR10,30,0.050466456841588576,0.035346556796830124,GSE136831
IPF,Ciliated,CCR2,30,0.00039632229428985665,0.00045814878460722334,GSE136831
IPF,Ciliated,CCR3,30,0.010708226692199226,0.008302678542659097,GSE136831
IPF,Ciliated,CCR4,30,0.0030606045531937167,0.0028448783687492567,GSE136831
IPF,Ciliated,CCR5,30,0.0035820550601091835,0.0024237769419140965,GSE136831
IPF,Ciliated,CD36,30,0.08072052598836127,0.06174212470841007,GSE136831
IPF,Ciliated,CD4,30,0.30075240068441045,0.20229676479480158,GSE136831
IPF,Ciliated,CD44,30,0.19006137978189436,0.12399082806366045,GSE136831
IPF,Ciliated,CD82,30,0.17455568063443797,0.12731488795745222,GSE136831
IPF,Ciliated,CD9,30,2.862112538968641,0.7153102170121948,GSE136831
IPF,Ciliated,CSF1,30,0.013622869889652067,0.010588716853490474,GSE136831
IPF,Ciliated,CSF1R,30,0.046340931790403786,0.037382618303112757,GSE136831
IPF,Ciliated,CXCL1,30,0.04353008635131163,0.029865155339214286,GSE136831
IPF,Ciliated,CXCL12,30,0.005946087624819957,0.006258903897752593,GSE136831
IPF,Ciliated,CXCL2,30,0.14224023979664355,0.08693100840602495,GSE136831
IPF,Ciliated,CXCR1,30,0.00040399593551643335,0.00016515027316217333,GSE136831
IPF,Ciliated,CXCR2,30,0.003911685182379967,0.003082509490215283,GSE136831
IPF,Ciliated,CXCR3,30,5.565759447876333e-05,7.861635220125668e-05,GSE136831
IPF,Ciliated,CXCR4,30,0.11115031937672892,0.07711125649985154,GSE136831
IPF,Ciliated,DPP4,30,0.007468360666789456,0.0041925656549411825,GSE136831
IPF,Ciliated,EGFR,30,0.6270224739287645,0.32289268089307765,GSE136831
IPF,Ciliated,ENG,30,0.1286078518099287,0.08312668325962089,GSE136831
IPF,Ciliated,EPHA7,30,0.02333307553579687,0.019414787735567644,GSE136831
IPF,Ciliated,EPHB2,30,0.05316096640799908,0.039910610095063935,GSE136831
IPF,Ciliated,ERBB2,30,0.46772162086205266,0.2784152012584648,GSE136831
IPF,Ciliated,ERBB3,30,0.4526873279916052,0.2600767546515227,GSE136831
IPF,Ciliated,ERBB4,30,2.832530442453856,0.6704009476339388,GSE136831
IPF,Ciliated,FGF10,30,0.010964306123281796,0.010037671522470933,GSE136831
IPF,Ciliated,FGF7,30,0.021714773743691452,0.019874153480206394,GSE136831
IPF,Ciliated,FGFR1,30,0.03887752707219502,0.029014524826479763,GSE136831
IPF,Ciliated,FGFR2,30,0.40608480577087636,0.1975315151384513,GSE136831
IPF,Ciliated,FGFR3,30,0.0061795545805926,0.00620796395238428,GSE136831
IPF,Ciliated,FGFR4,30,0.012024290565153816,0.007689642672955947,GSE136831
IPF,Ciliated,FGFRL1,30,0.03199486821543982,0.023501617507078746,GSE136831
IPF,Ciliated,FLT1,30,0.0545974518131784,0.0410667045783723,GSE136831
IPF,Ciliated,FZD1,30,0.022945875968421608,0.0247551684478859,GSE136831
IPF,Ciliated,FZD10,30,0.00061930397272458,0.0005527181931676266,GSE136831
IPF,Ciliated,FZD2,30,0.00029363870786926666,0.00032347028262101,GSE136831
IPF,Ciliated,FZD3,30,0.27829351809847985,0.18034430711138386,GSE136831
IPF,Ciliated,FZD4,30,0.026952132241055828,0.018714590671350895,GSE136831
IPF,Ciliated,FZD5,30,0.014665142383209047,0.01110898155337269,GSE136831
IPF,Ciliated,FZD6,30,0.5699569580928241,0.312848498947247,GSE136831
IPF,Ciliated,FZD7,30,0.004473760017768094,0.0029327116451416967,GSE136831
IPF,Ciliated,FZD8,30,0.02921633931583427,0.024957917315988336,GSE136831
IPF,Ciliated,FZD9,30,0.00011412738373586333,0.00012484394506866333,GSE136831
IPF,Ciliated,GPC1,30,0.07329585999613578,0.047762134669113575,GSE136831
IPF,Ciliated,GRIN2B,30,0.050723215690193245,0.03842681581252862,GSE136831
IPF,Ciliated,GRM7,30,2.3623170855251656,0.5053843501252367,GSE136831
IPF,Ciliated,GSDMD,30,0.297772929935754,0.20384191987857941,GSE136831
IPF,Ciliated,HBEGF,30,0.055326051306437835,0.03868495876179412,GSE136831
IPF,Ciliated,IL1A,30,0.00482070949023223,0.0035730702203491,GSE136831
IPF,Ciliated,IL1B,30,0.04215581350397678,0.027263858831325743,GSE136831
IPF,Ciliated,IL1R1,30,0.4871197257380209,0.20421102160076118,GSE136831
IPF,Ciliated,IL1R2,30,0.021720327395798728,0.016151556040467436,GSE136831
IPF,Ciliated,IL1RAP,30,0.1191791368948122,0.08427879944545816,GSE136831
IPF,Ciliated,IL1RN,30,0.04369801487235244,0.031148192134300885,GSE136831
IPF,Ciliated,IL6,30,0.009527550968814035,0.00772752957996751,GSE136831
IPF,Ciliated,ITGA4,30,0.30946136684261655,0.19129100312132047,GSE136831
IPF,Ciliated,ITGA5,30,0.01637334931204259,0.011832526779787533,GSE136831
IPF,Ciliated,ITGA9,30,0.16083121374352388,0.10049863701973931,GSE136831
IPF,Ciliated,ITGAV,30,0.6139048422879297,0.31781954502986615,GSE136831
IPF,Ciliated,ITGB1,30,0.5391977206897548,0.285512511558433,GSE136831
