unit_id,gsm,patient,histology,uncertainty_cutoff,label,compartment,lineage,cells,full_library_sum,panel_gene_coverage
GSM9237968_unc20_6,GSM9237968,23,AIS,0.2,Alveolar macrophages,Immune,Myeloid,137,1189805,0.8655
GSM9237968_unc20_7,GSM9237968,23,AIS,0.2,B cells,Immune,Lymphoid,61,87887,0.8655
GSM9237968_unc20_8,GSM9237968,23,AIS,0.2,Basal resting,Epithelial,Airway epithelium,163,422267,0.8655
GSM9237968_unc20_9,GSM9237968,23,AIS,0.2,CD4 T cells,Immune,Lymphoid,730,1166963,0.8655
GSM9237968_unc20_10,GSM9237968,23,AIS,0.2,CD8 T cells,Immune,Lymphoid,764,1146254,0.8655
GSM9237968_unc20_11,GSM9237968,23,AIS,0.2,Classical monocytes,Immune,Myeloid,56,176509,0.8655
GSM9237968_unc20_12,GSM9237968,23,AIS,0.2,Club (non-nasal),Epithelial,Airway epithelium,5,10906,0.8655
GSM9237968_unc20_13,GSM9237968,23,AIS,0.2,Deuterosomal,Epithelial,Airway epithelium,1,1771,0.8655
GSM9237968_unc20_14,GSM9237968,23,AIS,0.2,EC aerocyte capillary,Endothelial,Blood vessels,203,354980,0.8655
GSM9237968_unc20_15,GSM9237968,23,AIS,0.2,EC arterial,Endothelial,Blood vessels,212,402344,0.8655
GSM9237968_unc20_16,GSM9237968,23,AIS,0.2,EC general capillary,Endothelial,Blood vessels,381,537660,0.8655
GSM9237968_unc20_17,GSM9237968,23,AIS,0.2,EC venous pulmonary,Endothelial,Blood vessels,369,724368,0.8655
GSM9237968_unc20_18,GSM9237968,23,AIS,0.2,EC venous systemic,Endothelial,Blood vessels,5,8719,0.8655
GSM9237968_unc20_19,GSM9237968,23,AIS,0.2,Goblet (nasal),Epithelial,Airway epithelium,23,63574,0.8655
GSM9237968_unc20_20,GSM9237968,23,AIS,0.2,Interstitial Mph perivascular,Immune,Myeloid,51,134832,0.8655
GSM9237968_unc20_21,GSM9237968,23,AIS,0.2,Ionocyte,Epithelial,Airway epithelium,2,6611,0.8655
GSM9237968_unc20_22,GSM9237968,23,AIS,0.2,Lymphatic EC differentiating,Endothelial,Lymphatic EC,150,305554,0.8655
GSM9237968_unc20_23,GSM9237968,23,AIS,0.2,Lymphatic EC mature,Endothelial,Lymphatic EC,1,3332,0.8655
GSM9237968_unc20_24,GSM9237968,23,AIS,0.2,Mast cells,Immune,Myeloid,311,480543,0.8655
GSM9237968_unc20_25,GSM9237968,23,AIS,0.2,Migratory DCs,Immune,Myeloid,6,24304,0.8655
GSM9237968_unc20_26,GSM9237968,23,AIS,0.2,Monocyte-derived Mph,Immune,Myeloid,242,915485,0.8655
GSM9237968_unc20_27,GSM9237968,23,AIS,0.2,Multiciliated (non-nasal),Epithelial,Airway epithelium,822,4803495,0.8655
GSM9237968_unc20_28,GSM9237968,23,AIS,0.2,Myofibroblasts,Stroma,Fibroblast lineage,9,12977,0.8655
GSM9237968_unc20_29,GSM9237968,23,AIS,0.2,NK cells,Immune,Lymphoid,81,126790,0.8655
GSM9237968_unc20_30,GSM9237968,23,AIS,0.2,Neuroendocrine,Epithelial,Airway epithelium,2,10816,0.8655
GSM9237968_unc20_31,GSM9237968,23,AIS,0.2,Non-classical monocytes,Immune,Myeloid,62,189686,0.8655
GSM9237968_unc20_32,GSM9237968,23,AIS,0.2,Peribronchial fibroblasts,Stroma,Fibroblast lineage,18,40688,0.8655
GSM9237968_unc20_33,GSM9237968,23,AIS,0.2,Pericytes,Stroma,Fibroblast lineage,202,591936,0.8655
GSM9237968_unc20_34,GSM9237968,23,AIS,0.2,Plasma cells,Immune,Lymphoid,255,1301526,0.8655
GSM9237968_unc20_35,GSM9237968,23,AIS,0.2,Plasmacytoid DCs,Immune,Myeloid,4,11714,0.8655
GSM9237968_unc20_36,GSM9237968,23,AIS,0.2,SM activated stress response,Stroma,Smooth muscle,6,12901,0.8655
GSM9237968_unc20_37,GSM9237968,23,AIS,0.2,SMG duct,Epithelial,Submucosal Gland,2,9192,0.8655
GSM9237968_unc20_38,GSM9237968,23,AIS,0.2,SMG mucous,Epithelial,Submucosal Gland,28,92359,0.8655
GSM9237968_unc20_39,GSM9237968,23,AIS,0.2,SMG serous (bronchial),Epithelial,Submucosal Gland,479,3985765,0.8655
GSM9237968_unc20_40,GSM9237968,23,AIS,0.2,SMG serous (nasal),Epithelial,Submucosal Gland,4,18486,0.8655
GSM9237968_unc20_41,GSM9237968,23,AIS,0.2,Smooth muscle,Stroma,Smooth muscle,199,421004,0.8655
GSM9237968_unc20_42,GSM9237968,23,AIS,0.2,Smooth muscle FAM83D+,Stroma,Smooth muscle,1,2594,0.8655
GSM9237968_unc20_43,GSM9237968,23,AIS,0.2,Suprabasal,Epithelial,Airway epithelium,6,28470,0.8655
GSM9237968_unc20_44,GSM9237968,23,AIS,0.2,T cells proliferating,Immune,Lymphoid,5,20704,0.8655
GSM9237968_unc20_45,GSM9237968,23,AIS,0.2,pre-TB secretory,Epithelial,Airway epithelium,53,166769,0.8655
GSM9237968_unc30_0,GSM9237968,23,AIS,0.3,AT0,Epithelial,Airway epithelium,16,64805,0.8655
GSM9237968_unc30_1,GSM9237968,23,AIS,0.3,AT1,Epithelial,Alveolar epithelium,1985,6757014,0.8655
GSM9237968_unc30_2,GSM9237968,23,AIS,0.3,AT2,Epithelial,Alveolar epithelium,3677,15437400,0.8655
GSM9237968_unc30_3,GSM9237968,23,AIS,0.3,AT2 proliferating,Epithelial,Alveolar epithelium,2,19012,0.8655
GSM9237968_unc30_4,GSM9237968,23,AIS,0.3,Adventitial fibroblasts,Stroma,Fibroblast lineage,392,1450745,0.8655
GSM9237968_unc30_5,GSM9237968,23,AIS,0.3,Alveolar fibroblasts,Stroma,Fibroblast lineage,3316,9664865,0.8655
GSM9237968_unc30_6,GSM9237968,23,AIS,0.3,Alveolar macrophages,Immune,Myeloid,267,2290601,0.8655
GSM9237968_unc30_7,GSM9237968,23,AIS,0.3,B cells,Immune,Lymphoid,67,96144,0.8655
GSM9237968_unc30_8,GSM9237968,23,AIS,0.3,Basal resting,Epithelial,Airway epithelium,208,565194,0.8655
GSM9237968_unc30_9,GSM9237968,23,AIS,0.3,CD4 T cells,Immune,Lymphoid,1011,1606622,0.8655
GSM9237968_unc30_10,GSM9237968,23,AIS,0.3,CD8 T cells,Immune,Lymphoid,1135,1745447,0.8655
GSM9237968_unc30_11,GSM9237968,23,AIS,0.3,Classical monocytes,Immune,Myeloid,68,214224,0.8655
GSM9237968_unc30_12,GSM9237968,23,AIS,0.3,Club (non-nasal),Epithelial,Airway epithelium,7,17911,0.8655
GSM9237968_unc30_13,GSM9237968,23,AIS,0.3,DC2,Immune,Myeloid,1,6624,0.8655
GSM9237968_unc30_14,GSM9237968,23,AIS,0.3,Deuterosomal,Epithelial,Airway epithelium,1,1771,0.8655
GSM9237968_unc30_15,GSM9237968,23,AIS,0.3,EC aerocyte capillary,Endothelial,Blood vessels,237,436550,0.8655
GSM9237968_unc30_16,GSM9237968,23,AIS,0.3,EC arterial,Endothelial,Blood vessels,272,513242,0.8655
GSM9237968_unc30_17,GSM9237968,23,AIS,0.3,EC general capillary,Endothelial,Blood vessels,490,720570,0.8655
GSM9237968_unc30_18,GSM9237968,23,AIS,0.3,EC venous pulmonary,Endothelial,Blood vessels,434,841768,0.8655
GSM9237968_unc30_19,GSM9237968,23,AIS,0.3,EC venous systemic,Endothelial,Blood vessels,11,20659,0.8655
GSM9237968_unc30_20,GSM9237968,23,AIS,0.3,Goblet (nasal),Epithelial,Airway epithelium,47,170551,0.8655
GSM9237968_unc30_21,GSM9237968,23,AIS,0.3,Interstitial Mph perivascular,Immune,Myeloid,86,216211,0.8655
GSM9237968_unc30_22,GSM9237968,23,AIS,0.3,Ionocyte,Epithelial,Airway epithelium,2,6611,0.8655
GSM9237968_unc30_23,GSM9237968,23,AIS,0.3,Lymphatic EC differentiating,Endothelial,Lymphatic EC,157,317560,0.8655
GSM9237968_unc30_24,GSM9237968,23,AIS,0.3,Lymphatic EC mature,Endothelial,Lymphatic EC,1,3332,0.8655
GSM9237968_unc30_25,GSM9237968,23,AIS,0.3,Mast cells,Immune,Myeloid,319,504222,0.8655
GSM9237968_unc30_26,GSM9237968,23,AIS,0.3,Mesothelium,Stroma,Mesothelium,1,8768,0.8655
GSM9237968_unc30_27,GSM9237968,23,AIS,0.3,Migratory DCs,Immune,Myeloid,7,28263,0.8655
GSM9237968_unc30_28,GSM9237968,23,AIS,0.3,Monocyte-derived Mph,Immune,Myeloid,522,2065405,0.8655
GSM9237968_unc30_29,GSM9237968,23,AIS,0.3,Multiciliated (non-nasal),Epithelial,Airway epithelium,846,4954446,0.8655
GSM9237968_unc30_30,GSM9237968,23,AIS,0.3,Myofibroblasts,Stroma,Fibroblast lineage,13,18343,0.8655
GSM9237968_unc30_31,GSM9237968,23,AIS,0.3,NK cells,Immune,Lymphoid,135,212332,0.8655
GSM9237968_unc30_32,GSM9237968,23,AIS,0.3,Neuroendocrine,Epithelial,Airway epithelium,2,10816,0.8655
GSM9237968_unc30_33,GSM9237968,23,AIS,0.3,Non-classical monocytes,Immune,Myeloid,83,250916,0.8655
GSM9237968_unc30_34,GSM9237968,23,AIS,0.3,Peribronchial fibroblasts,Stroma,Fibroblast lineage,40,121391,0.8655
GSM9237968_unc30_35,GSM9237968,23,AIS,0.3,Pericytes,Stroma,Fibroblast lineage,241,736382,0.8655
GSM9237968_unc30_36,GSM9237968,23,AIS,0.3,Plasma cells,Immune,Lymphoid,263,1328767,0.8655
GSM9237968_unc30_37,GSM9237968,23,AIS,0.3,Plasmacytoid DCs,Immune,Myeloid,4,11714,0.8655
GSM9237968_unc30_38,GSM9237968,23,AIS,0.3,SM activated stress response,Stroma,Smooth muscle,12,27963,0.8655
GSM9237968_unc30_39,GSM9237968,23,AIS,0.3,SMG duct,Epithelial,Submucosal Gland,6,38537,0.8655
GSM9237968_unc30_40,GSM9237968,23,AIS,0.3,SMG mucous,Epithelial,Submucosal Gland,35,114845,0.8655
GSM9237968_unc30_41,GSM9237968,23,AIS,0.3,SMG serous (bronchial),Epithelial,Submucosal Gland,514,4273486,0.8655
GSM9237968_unc30_42,GSM9237968,23,AIS,0.3,SMG serous (nasal),Epithelial,Submucosal Gland,7,25860,0.8655
GSM9237968_unc30_43,GSM9237968,23,AIS,0.3,Smooth muscle,Stroma,Smooth muscle,290,646474,0.8655
GSM9237968_unc30_44,GSM9237968,23,AIS,0.3,Smooth muscle FAM83D+,Stroma,Smooth muscle,1,2594,0.8655
GSM9237968_unc30_45,GSM9237968,23,AIS,0.3,Suprabasal,Epithelial,Airway epithelium,17,106111,0.8655
GSM9237968_unc30_46,GSM9237968,23,AIS,0.3,T cells proliferating,Immune,Lymphoid,8,26277,0.8655
GSM9237968_unc30_47,GSM9237968,23,AIS,0.3,pre-TB secretory,Epithelial,Airway epithelium,102,313966,0.8655
GSM9237969_unc20_0,GSM9237969,23,LUAD,0.2,AT0,Epithelial,Airway epithelium,12,41406,0.8655
GSM9237969_unc20_1,GSM9237969,23,LUAD,0.2,AT1,Epithelial,Alveolar epithelium,1750,5830710,0.8655
GSM9237969_unc20_2,GSM9237969,23,LUAD,0.2,AT2,Epithelial,Alveolar epithelium,3221,12967849,0.8655
GSM9237969_unc20_3,GSM9237969,23,LUAD,0.2,AT2 proliferating,Epithelial,Alveolar epithelium,4,51329,0.8655
GSM9237969_unc20_4,GSM9237969,23,LUAD,0.2,Adventitial fibroblasts,Stroma,Fibroblast lineage,63,326045,0.8655
GSM9237969_unc20_5,GSM9237969,23,LUAD,0.2,Alveolar fibroblasts,Stroma,Fibroblast lineage,3630,9547624,0.8655
GSM9237969_unc20_6,GSM9237969,23,LUAD,0.2,Alveolar macrophages,Immune,Myeloid,99,1011159,0.8655
GSM9237969_unc20_7,GSM9237969,23,LUAD,0.2,B cells,Immune,Lymphoid,73,97066,0.8655
GSM9237969_unc20_8,GSM9237969,23,LUAD,0.2,Basal resting,Epithelial,Airway epithelium,21,36912,0.8655
GSM9237969_unc20_9,GSM9237969,23,LUAD,0.2,CD4 T cells,Immune,Lymphoid,582,918608,0.8655
GSM9237969_unc20_10,GSM9237969,23,LUAD,0.2,CD8 T cells,Immune,Lymphoid,684,1008286,0.8655
GSM9237969_unc20_11,GSM9237969,23,LUAD,0.2,Classical monocytes,Immune,Myeloid,27,85837,0.8655
GSM9237969_unc20_12,GSM9237969,23,LUAD,0.2,EC aerocyte capillary,Endothelial,Blood vessels,221,386482,0.8655
GSM9237969_unc20_13,GSM9237969,23,LUAD,0.2,EC arterial,Endothelial,Blood vessels,265,569225,0.8655
GSM9237969_unc20_14,GSM9237969,23,LUAD,0.2,EC general capillary,Endothelial,Blood vessels,371,535711,0.8655
GSM9237969_unc20_15,GSM9237969,23,LUAD,0.2,EC venous pulmonary,Endothelial,Blood vessels,320,590375,0.8655
GSM9237969_unc20_16,GSM9237969,23,LUAD,0.2,EC venous systemic,Endothelial,Blood vessels,18,38103,0.8655
GSM9237969_unc20_17,GSM9237969,23,LUAD,0.2,Goblet (nasal),Epithelial,Airway epithelium,130,982248,0.8655
GSM9237969_unc20_18,GSM9237969,23,LUAD,0.2,Interstitial Mph perivascular,Immune,Myeloid,29,62842,0.8655
GSM9237969_unc20_19,GSM9237969,23,LUAD,0.2,Ionocyte,Epithelial,Airway epithelium,1,5322,0.8655
GSM9237969_unc20_20,GSM9237969,23,LUAD,0.2,Lymphatic EC differentiating,Endothelial,Lymphatic EC,126,288873,0.8655
GSM9237969_unc20_21,GSM9237969,23,LUAD,0.2,Mast cells,Immune,Myeloid,327,498322,0.8655
GSM9237969_unc20_22,GSM9237969,23,LUAD,0.2,Migratory DCs,Immune,Myeloid,1,3998,0.8655
GSM9237969_unc20_23,GSM9237969,23,LUAD,0.2,Monocyte-derived Mph,Immune,Myeloid,142,527828,0.8655
GSM9237969_unc20_24,GSM9237969,23,LUAD,0.2,Multiciliated (non-nasal),Epithelial,Airway epithelium,143,669973,0.8655
GSM9237969_unc20_25,GSM9237969,23,LUAD,0.2,Myofibroblasts,Stroma,Fibroblast lineage,17,25759,0.8655
GSM9237969_unc20_26,GSM9237969,23,LUAD,0.2,NK cells,Immune,Lymphoid,68,113434,0.8655
GSM9237969_unc20_27,GSM9237969,23,LUAD,0.2,Non-classical monocytes,Immune,Myeloid,66,155060,0.8655
GSM9237969_unc20_28,GSM9237969,23,LUAD,0.2,Peribronchial fibroblasts,Stroma,Fibroblast lineage,26,108025,0.8655
GSM9237969_unc20_29,GSM9237969,23,LUAD,0.2,Pericytes,Stroma,Fibroblast lineage,434,1167727,0.8655
GSM9237969_unc20_30,GSM9237969,23,LUAD,0.2,Plasma cells,Immune,Lymphoid,77,376204,0.8655
GSM9237969_unc20_31,GSM9237969,23,LUAD,0.2,Plasmacytoid DCs,Immune,Myeloid,8,27186,0.8655
GSM9237969_unc20_32,GSM9237969,23,LUAD,0.2,SM activated stress response,Stroma,Smooth muscle,2,2737,0.8655
GSM9237969_unc20_33,GSM9237969,23,LUAD,0.2,Smooth muscle,Stroma,Smooth muscle,104,231395,0.8655
GSM9237969_unc20_34,GSM9237969,23,LUAD,0.2,T cells proliferating,Immune,Lymphoid,6,29239,0.8655
GSM9237969_unc20_35,GSM9237969,23,LUAD,0.2,pre-TB secretory,Epithelial,Airway epithelium,12,82247,0.8655
GSM9237969_unc30_0,GSM9237969,23,LUAD,0.3,AT0,Epithelial,Airway epithelium,35,139994,0.8655
GSM9237969_unc30_1,GSM9237969,23,LUAD,0.3,AT1,Epithelial,Alveolar epithelium,1899,6572931,0.8655
GSM9237969_unc30_2,GSM9237969,23,LUAD,0.3,AT2,Epithelial,Alveolar epithelium,3436,14043459,0.8655
GSM9237969_unc30_3,GSM9237969,23,LUAD,0.3,AT2 proliferating,Epithelial,Alveolar epithelium,7,86053,0.8655
GSM9237969_unc30_4,GSM9237969,23,LUAD,0.3,Adventitial fibroblasts,Stroma,Fibroblast lineage,96,577702,0.8655
GSM9237969_unc30_5,GSM9237969,23,LUAD,0.3,Alveolar fibroblasts,Stroma,Fibroblast lineage,4006,10944612,0.8655
GSM9237969_unc30_6,GSM9237969,23,LUAD,0.3,Alveolar macrophages,Immune,Myeloid,181,1581444,0.8655
GSM9237969_unc30_7,GSM9237969,23,LUAD,0.3,B cells,Immune,Lymphoid,78,106267,0.8655
GSM9237969_unc30_8,GSM9237969,23,LUAD,0.3,Basal resting,Epithelial,Airway epithelium,28,51177,0.8655
GSM9237969_unc30_9,GSM9237969,23,LUAD,0.3,CD4 T cells,Immune,Lymphoid,813,1288588,0.8655
GSM9237969_unc30_10,GSM9237969,23,LUAD,0.3,CD8 T cells,Immune,Lymphoid,958,1450080,0.8655
GSM9237969_unc30_11,GSM9237969,23,LUAD,0.3,Classical monocytes,Immune,Myeloid,33,103689,0.8655
GSM9237969_unc30_12,GSM9237969,23,LUAD,0.3,Club (nasal),Epithelial,Airway epithelium,1,1675,0.8655
GSM9237969_unc30_13,GSM9237969,23,LUAD,0.3,Club (non-nasal),Epithelial,Airway epithelium,2,5659,0.8655
GSM9237969_unc30_14,GSM9237969,23,LUAD,0.3,EC aerocyte capillary,Endothelial,Blood vessels,251,454269,0.8655
GSM9237969_unc30_15,GSM9237969,23,LUAD,0.3,EC arterial,Endothelial,Blood vessels,308,640784,0.8655
GSM9237969_unc30_16,GSM9237969,23,LUAD,0.3,EC general capillary,Endothelial,Blood vessels,560,830662,0.8655
GSM9237969_unc30_17,GSM9237969,23,LUAD,0.3,EC venous pulmonary,Endothelial,Blood vessels,387,714255,0.8655
GSM9237969_unc30_18,GSM9237969,23,LUAD,0.3,EC venous systemic,Endothelial,Blood vessels,46,102937,0.8655
GSM9237969_unc30_19,GSM9237969,23,LUAD,0.3,Goblet (nasal),Epithelial,Airway epithelium,256,2383699,0.8655
GSM9237969_unc30_20,GSM9237969,23,LUAD,0.3,Interstitial Mph perivascular,Immune,Myeloid,78,167170,0.8655
GSM9237969_unc30_21,GSM9237969,23,LUAD,0.3,Ionocyte,Epithelial,Airway epithelium,1,5322,0.8655
GSM9237969_unc30_22,GSM9237969,23,LUAD,0.3,Lymphatic EC differentiating,Endothelial,Lymphatic EC,135,310955,0.8655
GSM9237969_unc30_23,GSM9237969,23,LUAD,0.3,Mast cells,Immune,Myeloid,334,519544,0.8655
GSM9237969_unc30_24,GSM9237969,23,LUAD,0.3,Migratory DCs,Immune,Myeloid,4,9549,0.8655
GSM9237969_unc30_25,GSM9237969,23,LUAD,0.3,Monocyte-derived Mph,Immune,Myeloid,331,1302385,0.8655
GSM9237969_unc30_26,GSM9237969,23,LUAD,0.3,Multiciliated (non-nasal),Epithelial,Airway epithelium,153,701756,0.8655
GSM9237969_unc30_27,GSM9237969,23,LUAD,0.3,Myofibroblasts,Stroma,Fibroblast lineage,40,60998,0.8655
GSM9237969_unc30_28,GSM9237969,23,LUAD,0.3,NK cells,Immune,Lymphoid,124,202427,0.8655
GSM9237969_unc30_29,GSM9237969,23,LUAD,0.3,Non-classical monocytes,Immune,Myeloid,92,215252,0.8655
GSM9237969_unc30_30,GSM9237969,23,LUAD,0.3,Peribronchial fibroblasts,Stroma,Fibroblast lineage,69,254993,0.8655
GSM9237969_unc30_31,GSM9237969,23,LUAD,0.3,Pericytes,Stroma,Fibroblast lineage,492,1428373,0.8655
GSM9237969_unc30_32,GSM9237969,23,LUAD,0.3,Plasma cells,Immune,Lymphoid,83,401552,0.8655
GSM9237969_unc30_33,GSM9237969,23,LUAD,0.3,Plasmacytoid DCs,Immune,Myeloid,8,27186,0.8655
GSM9237969_unc30_34,GSM9237969,23,LUAD,0.3,SM activated stress response,Stroma,Smooth muscle,4,6557,0.8655
GSM9237969_unc30_35,GSM9237969,23,LUAD,0.3,Smooth muscle,Stroma,Smooth muscle,124,268308,0.8655
GSM9237969_unc30_36,GSM9237969,23,LUAD,0.3,T cells proliferating,Immune,Lymphoid,8,40028,0.8655
GSM9237969_unc30_37,GSM9237969,23,LUAD,0.3,pre-TB secretory,Epithelial,Airway epithelium,30,123221,0.8655
GSM9237970_unc20_0,GSM9237970,24,normal,0.2,AT1,Epithelial,Alveolar epithelium,507,3452582,0.8655
GSM9237970_unc20_1,GSM9237970,24,normal,0.2,AT2,Epithelial,Alveolar epithelium,1718,25405554,0.8655
GSM9237970_unc20_2,GSM9237970,24,normal,0.2,Adventitial fibroblasts,Stroma,Fibroblast lineage,21,146811,0.8655
GSM9237970_unc20_3,GSM9237970,24,normal,0.2,Alveolar fibroblasts,Stroma,Fibroblast lineage,489,2076677,0.8655
GSM9237970_unc20_4,GSM9237970,24,normal,0.2,Alveolar macrophages,Immune,Myeloid,15,451930,0.8655
GSM9237970_unc20_5,GSM9237970,24,normal,0.2,B cells,Immune,Lymphoid,34,69568,0.8655
GSM9237970_unc20_6,GSM9237970,24,normal,0.2,Basal resting,Epithelial,Airway epithelium,3,34567,0.8655
GSM9237970_unc20_7,GSM9237970,24,normal,0.2,CD4 T cells,Immune,Lymphoid,332,755957,0.8655
GSM9237970_unc20_8,GSM9237970,24,normal,0.2,CD8 T cells,Immune,Lymphoid,64,144511,0.8655
GSM9237970_unc20_9,GSM9237970,24,normal,0.2,Classical monocytes,Immune,Myeloid,12,49059,0.8655
GSM9237970_unc20_10,GSM9237970,24,normal,0.2,EC aerocyte capillary,Endothelial,Blood vessels,135,408176,0.8655
GSM9237970_unc20_11,GSM9237970,24,normal,0.2,EC arterial,Endothelial,Blood vessels,169,639753,0.8655
GSM9237970_unc20_12,GSM9237970,24,normal,0.2,EC general capillary,Endothelial,Blood vessels,524,1496171,0.8655
GSM9237970_unc20_13,GSM9237970,24,normal,0.2,EC venous pulmonary,Endothelial,Blood vessels,143,630363,0.8655
GSM9237970_unc20_14,GSM9237970,24,normal,0.2,Goblet (nasal),Epithelial,Airway epithelium,4,16583,0.8655
GSM9237970_unc20_15,GSM9237970,24,normal,0.2,Goblet (subsegmental),Epithelial,Airway epithelium,1,11949,0.8655
GSM9237970_unc20_16,GSM9237970,24,normal,0.2,Interstitial Mph perivascular,Immune,Myeloid,17,54942,0.8655
GSM9237970_unc20_17,GSM9237970,24,normal,0.2,Lymphatic EC differentiating,Endothelial,Lymphatic EC,64,267673,0.8655
GSM9237970_unc20_18,GSM9237970,24,normal,0.2,Lymphatic EC mature,Endothelial,Lymphatic EC,1,1479,0.8655
GSM9237970_unc20_19,GSM9237970,24,normal,0.2,Mast cells,Immune,Myeloid,109,398856,0.8655
GSM9237970_unc20_20,GSM9237970,24,normal,0.2,Migratory DCs,Immune,Myeloid,3,19052,0.8655
GSM9237970_unc20_21,GSM9237970,24,normal,0.2,Monocyte-derived Mph,Immune,Myeloid,32,163394,0.8655
GSM9237970_unc20_22,GSM9237970,24,normal,0.2,Multiciliated (non-nasal),Epithelial,Airway epithelium,26,340817,0.8655
GSM9237970_unc20_23,GSM9237970,24,normal,0.2,Myofibroblasts,Stroma,Fibroblast lineage,2,6661,0.8655
GSM9237970_unc20_24,GSM9237970,24,normal,0.2,NK cells,Immune,Lymphoid,26,66158,0.8655
GSM9237970_unc20_25,GSM9237970,24,normal,0.2,Non-classical monocytes,Immune,Myeloid,31,173866,0.8655
GSM9237970_unc20_26,GSM9237970,24,normal,0.2,Peribronchial fibroblasts,Stroma,Fibroblast lineage,3,11983,0.8655
GSM9237970_unc20_27,GSM9237970,24,normal,0.2,Pericytes,Stroma,Fibroblast lineage,107,365298,0.8655
GSM9237970_unc20_28,GSM9237970,24,normal,0.2,Plasma cells,Immune,Lymphoid,84,959121,0.8655
GSM9237970_unc20_29,GSM9237970,24,normal,0.2,Plasmacytoid DCs,Immune,Myeloid,24,118668,0.8655
GSM9237970_unc20_30,GSM9237970,24,normal,0.2,Smooth muscle,Stroma,Smooth muscle,68,166636,0.8655
GSM9237970_unc20_31,GSM9237970,24,normal,0.2,pre-TB secretory,Epithelial,Airway epithelium,1,3625,0.8655
GSM9237970_unc30_0,GSM9237970,24,normal,0.3,AT1,Epithelial,Alveolar epithelium,550,3814032,0.8655
GSM9237970_unc30_1,GSM9237970,24,normal,0.3,AT2,Epithelial,Alveolar epithelium,1862,27012734,0.8655
GSM9237970_unc30_2,GSM9237970,24,normal,0.3,AT2 proliferating,Epithelial,Alveolar epithelium,1,28494,0.8655
GSM9237970_unc30_3,GSM9237970,24,normal,0.3,Adventitial fibroblasts,Stroma,Fibroblast lineage,27,174221,0.8655
GSM9237970_unc30_4,GSM9237970,24,normal,0.3,Alveolar fibroblasts,Stroma,Fibroblast lineage,575,2388860,0.8655
GSM9237970_unc30_5,GSM9237970,24,normal,0.3,Alveolar macrophages,Immune,Myeloid,52,1447625,0.8655
GSM9237970_unc30_6,GSM9237970,24,normal,0.3,B cells,Immune,Lymphoid,37,76395,0.8655
GSM9237970_unc30_7,GSM9237970,24,normal,0.3,Basal resting,Epithelial,Airway epithelium,3,34567,0.8655
GSM9237970_unc30_8,GSM9237970,24,normal,0.3,CD4 T cells,Immune,Lymphoid,427,977736,0.8655
GSM9237970_unc30_9,GSM9237970,24,normal,0.3,CD8 T cells,Immune,Lymphoid,137,322281,0.8655
GSM9237970_unc30_10,GSM9237970,24,normal,0.3,Classical monocytes,Immune,Myeloid,23,118573,0.8655
GSM9237970_unc30_11,GSM9237970,24,normal,0.3,EC aerocyte capillary,Endothelial,Blood vessels,155,450514,0.8655
GSM9237970_unc30_12,GSM9237970,24,normal,0.3,EC arterial,Endothelial,Blood vessels,190,712554,0.8655
GSM9237970_unc30_13,GSM9237970,24,normal,0.3,EC general capillary,Endothelial,Blood vessels,555,1609161,0.8655
GSM9237970_unc30_14,GSM9237970,24,normal,0.3,EC venous pulmonary,Endothelial,Blood vessels,153,661014,0.8655
GSM9237970_unc30_15,GSM9237970,24,normal,0.3,EC venous systemic,Endothelial,Blood vessels,1,1599,0.8655
GSM9237970_unc30_16,GSM9237970,24,normal,0.3,Goblet (nasal),Epithelial,Airway epithelium,6,23726,0.8655
GSM9237970_unc30_17,GSM9237970,24,normal,0.3,Goblet (subsegmental),Epithelial,Airway epithelium,1,11949,0.8655
GSM9237970_unc30_18,GSM9237970,24,normal,0.3,Interstitial Mph perivascular,Immune,Myeloid,33,120265,0.8655
GSM9237970_unc30_19,GSM9237970,24,normal,0.3,Lymphatic EC differentiating,Endothelial,Lymphatic EC,71,308976,0.8655
GSM9237970_unc30_20,GSM9237970,24,normal,0.3,Lymphatic EC mature,Endothelial,Lymphatic EC,2,4537,0.8655
GSM9237970_unc30_21,GSM9237970,24,normal,0.3,Mast cells,Immune,Myeloid,114,412643,0.8655
GSM9237970_unc30_22,GSM9237970,24,normal,0.3,Migratory DCs,Immune,Myeloid,3,19052,0.8655
GSM9237970_unc30_23,GSM9237970,24,normal,0.3,Monocyte-derived Mph,Immune,Myeloid,94,713055,0.8655
GSM9237970_unc30_24,GSM9237970,24,normal,0.3,Multiciliated (non-nasal),Epithelial,Airway epithelium,29,394896,0.8655
GSM9237970_unc30_25,GSM9237970,24,normal,0.3,Myofibroblasts,Stroma,Fibroblast lineage,2,6661,0.8655
GSM9237970_unc30_26,GSM9237970,24,normal,0.3,NK cells,Immune,Lymphoid,48,126565,0.8655
GSM9237970_unc30_27,GSM9237970,24,normal,0.3,Non-classical monocytes,Immune,Myeloid,36,198880,0.8655
GSM9237970_unc30_28,GSM9237970,24,normal,0.3,Peribronchial fibroblasts,Stroma,Fibroblast lineage,5,22593,0.8655
GSM9237970_unc30_29,GSM9237970,24,normal,0.3,Pericytes,Stroma,Fibroblast lineage,112,380368,0.8655
GSM9237970_unc30_30,GSM9237970,24,normal,0.3,Plasma cells,Immune,Lymphoid,88,996170,0.8655
