patient,histology,uncertainty,broad,count_sum,cells,detected_cells,sum_normalized_10000,fraction_of_observed_IL1B_counts,detection_fraction
4,normal,0.3,Fibroblasts,48,4497,35,110.56194677498156,0.014315538323889055,0.00778296642205915
4,normal,0.3,Macrophages,1578,2718,487,1599.1966425447406,0.47062332239785265,0.17917586460632817
4,normal,0.3,Other assigned,48,6883,40,238.93040870387335,0.014315538323889055,0.005811419439198024
4,normal,0.3,Other epithelial,29,3081,23,107.99119471227644,0.00864897107068297,0.007465108730931516
4,normal,0.3,Other myeloid,118,969,52,539.9550293062731,0.03519236504622726,0.053663570691434466
4,normal,0.3,Unassigned,1430,12528,452,4486.537128718568,0.42648374589919474,0.036079182630906766
5,AIS,0.2,AT2-like,2,224,1,1.285512276642242,0.015151515151515152,0.004464285714285714
5,AIS,0.2,Fibroblasts,0,234,0,0.0,0.0,0.0
5,AIS,0.2,Macrophages,33,45,3,43.24406664390929,0.25,0.06666666666666667
5,AIS,0.2,Other assigned,0,204,0,0.0,0.0,0.0
5,AIS,0.2,Other epithelial,0,406,0,0.0,0.0,0.0
5,AIS,0.2,Other myeloid,2,30,2,11.785200515527318,0.015151515151515152,0.06666666666666667
5,AIS,0.2,Unassigned,95,713,16,398.0137317217144,0.7196969696969697,0.02244039270687237
5,AIS,0.3,AT2-like,2,244,1,1.285512276642242,0.015151515151515152,0.004098360655737705
5,AIS,0.3,Fibroblasts,0,256,0,0.0,0.0,0.0
5,AIS,0.3,Macrophages,34,58,4,43.685411864140555,0.25757575757575757,0.06896551724137931
5,AIS,0.3,Other assigned,0,252,0,0.0,0.0,0.0
5,AIS,0.3,Other epithelial,0,431,0,0.0,0.0,0.0
5,AIS,0.3,Other myeloid,2,35,2,11.785200515527318,0.015151515151515152,0.05714285714285714
5,AIS,0.3,Unassigned,94,580,15,397.57238650148315,0.7121212121212122,0.02586206896551724
5,LUAD,0.2,AT2-like,10,1096,9,39.08661538725092,0.013986013986013986,0.008211678832116789
5,LUAD,0.2,Fibroblasts,2,574,1,2.9577048210588583,0.002797202797202797,0.0017421602787456446
5,LUAD,0.2,Macrophages,65,340,23,124.51050531391041,0.09090909090909091,0.06764705882352941
5,LUAD,0.2,Other assigned,38,4681,19,126.1343601036615,0.05314685314685315,0.004058961760307627
5,LUAD,0.2,Other epithelial,1,162,1,0.5450779461462989,0.0013986013986013986,0.006172839506172839
5,LUAD,0.2,Other myeloid,17,208,4,41.58275596160112,0.023776223776223775,0.019230769230769232
5,LUAD,0.2,Unassigned,582,8126,198,1414.953585909917,0.813986013986014,0.02436623184838789
5,LUAD,0.3,AT2-like,20,1575,16,47.4300740604273,0.027972027972027972,0.010158730158730159
5,LUAD,0.3,Fibroblasts,6,892,5,12.17103264036827,0.008391608391608392,0.005605381165919282
5,LUAD,0.3,Macrophages,138,596,39,320.2408907936654,0.193006993006993,0.06543624161073826
5,LUAD,0.3,Other assigned,40,5321,21,133.95764548865705,0.055944055944055944,0.003946626573952265
5,LUAD,0.3,Other epithelial,3,219,3,1.5087899377596146,0.004195804195804196,0.0136986301369863
5,LUAD,0.3,Other myeloid,39,242,6,97.38117063610511,0.05454545454545454,0.024793388429752067
5,LUAD,0.3,Unassigned,469,6342,165,1137.0810018865632,0.6559440559440559,0.026017029328287606
5,normal,0.2,AT2-like,93,1727,44,226.09028508418996,0.031134917977904252,0.025477707006369428
5,normal,0.2,Fibroblasts,122,2919,66,544.294220788232,0.04084365584198192,0.022610483042137718
5,normal,0.2,Macrophages,417,469,123,428.0636672893143,0.13960495480415133,0.2622601279317697
5,normal,0.2,Other assigned,48,1646,22,158.10019661522503,0.016069635085369936,0.013365735115431349
5,normal,0.2,Other epithelial,27,2055,19,91.98296176241303,0.009039169735520589,0.009245742092457421
5,normal,0.2,Other myeloid,46,256,16,247.24837303362898,0.015400066956812855,0.0625
5,normal,0.2,Unassigned,2234,6293,456,9130.752951402857,0.7479075995982591,0.07246146511997457
5,normal,0.3,AT2-like,93,1786,44,226.09028508418996,0.031134917977904252,0.02463605823068309
5,normal,0.3,Fibroblasts,151,3173,74,732.7053785804012,0.050552393706059594,0.023321777497636306
5,normal,0.3,Macrophages,564,635,157,646.5497892962795,0.18881821225309675,0.247244094488189
5,normal,0.3,Other assigned,65,2195,32,243.49140787852718,0.02176096417810512,0.01457858769931663
5,normal,0.3,Other epithelial,33,2141,23,103.12916402870732,0.011047874121191832,0.010742643624474545
5,normal,0.3,Other myeloid,204,311,38,919.0199213825447,0.06829594911282223,0.12218649517684887
5,normal,0.3,Unassigned,1877,5124,378,7955.546709725219,0.6283896886508202,0.07377049180327869
6,AAH,0.2,AT2-like,3,414,2,10.195706090359334,0.04225352112676056,0.004830917874396135
6,AAH,0.2,Fibroblasts,0,282,0,0.0,0.0,0.0
6,AAH,0.2,Macrophages,21,86,10,19.073579346495883,0.29577464788732394,0.11627906976744186
6,AAH,0.2,Other assigned,1,301,1,7.173601147776184,0.014084507042253521,0.0033222591362126247
6,AAH,0.2,Other epithelial,0,461,0,0.0,0.0,0.0
6,AAH,0.2,Other myeloid,10,34,3,42.48481512128116,0.14084507042253522,0.08823529411764706
6,AAH,0.2,Unassigned,36,658,7,52.692909836350054,0.5070422535211268,0.010638297872340425
6,AAH,0.3,AT2-like,3,422,2,10.195706090359334,0.04225352112676056,0.004739336492890996
6,AAH,0.3,Fibroblasts,0,317,0,0.0,0.0,0.0
6,AAH,0.3,Macrophages,21,98,10,19.073579346495883,0.29577464788732394,0.10204081632653061
6,AAH,0.3,Other assigned,1,366,1,7.173601147776184,0.014084507042253521,0.00273224043715847
6,AAH,0.3,Other epithelial,0,508,0,0.0,0.0,0.0
6,AAH,0.3,Other myeloid,10,39,3,42.48481512128116,0.14084507042253522,0.07692307692307693
6,AAH,0.3,Unassigned,36,486,7,52.692909836350054,0.5070422535211268,0.01440329218106996
6,LUAD,0.2,AT2-like,2,477,2,6.212702720842018,0.00437636761487965,0.0041928721174004195
6,LUAD,0.2,Fibroblasts,0,346,0,0.0,0.0,0.0
6,LUAD,0.2,Macrophages,146,259,45,146.82631221960713,0.31947483588621445,0.17374517374517376
6,LUAD,0.2,Other assigned,8,1199,7,38.73342523470372,0.0175054704595186,0.005838198498748957
6,LUAD,0.2,Other epithelial,3,365,2,1.6433523978665632,0.006564551422319475,0.005479452054794521
6,LUAD,0.2,Other myeloid,4,78,2,14.378189746094442,0.0087527352297593,0.02564102564102564
6,LUAD,0.2,Unassigned,294,2111,93,659.8419336194585,0.6433260393873085,0.04405495026054003
6,LUAD,0.3,AT2-like,7,544,4,27.519213884245694,0.015317286652078774,0.007352941176470588
6,LUAD,0.3,Fibroblasts,0,433,0,0.0,0.0,0.0
6,LUAD,0.3,Macrophages,166,338,56,175.1127314750151,0.36323851203501095,0.16568047337278108
6,LUAD,0.3,Other assigned,13,1396,9,56.178043794229666,0.028446389496717725,0.0064469914040114614
6,LUAD,0.3,Other epithelial,4,408,3,2.3202171602870316,0.0087527352297593,0.007352941176470588
6,LUAD,0.3,Other myeloid,18,85,3,43.078476748964476,0.03938730853391685,0.03529411764705882
6,LUAD,0.3,Unassigned,249,1631,76,563.4272328758302,0.5448577680525164,0.04659717964438995
6,normal,0.2,AT2-like,1,142,1,7.8064012490242,0.00980392156862745,0.007042253521126761
6,normal,0.2,Fibroblasts,3,136,3,8.802166720772153,0.029411764705882353,0.022058823529411766
6,normal,0.2,Macrophages,22,94,13,28.639855792802923,0.21568627450980393,0.13829787234042554
6,normal,0.2,Other assigned,2,182,2,2.1102224733517208,0.0196078431372549,0.01098901098901099
6,normal,0.2,Other epithelial,1,153,1,2.42600679281902,0.00980392156862745,0.006535947712418301
6,normal,0.2,Other myeloid,5,29,1,15.267175572519085,0.049019607843137254,0.034482758620689655
6,normal,0.2,Unassigned,68,340,13,308.35523944435494,0.6666666666666666,0.03823529411764706
6,normal,0.3,AT2-like,1,147,1,7.8064012490242,0.00980392156862745,0.006802721088435374
6,normal,0.3,Fibroblasts,3,148,3,8.802166720772153,0.029411764705882353,0.02027027027027027
6,normal,0.3,Macrophages,58,117,16,134.92027899536714,0.5686274509803921,0.13675213675213677
6,normal,0.3,Other assigned,2,222,2,2.1102224733517208,0.0196078431372549,0.009009009009009009
6,normal,0.3,Other epithelial,1,164,1,2.42600679281902,0.00980392156862745,0.006097560975609756
6,normal,0.3,Other myeloid,5,32,1,15.267175572519085,0.049019607843137254,0.03125
6,normal,0.3,Unassigned,32,246,10,202.0748162417907,0.3137254901960784,0.04065040650406504
7,LUAD,0.2,AT2-like,7,1935,7,17.728501088397408,0.009549795361527967,0.0036175710594315244
7,LUAD,0.2,Fibroblasts,0,1730,0,0.0,0.0,0.0
7,LUAD,0.2,Macrophages,257,598,125,239.9606815102624,0.3506139154160982,0.20903010033444816
7,LUAD,0.2,Other assigned,9,2375,9,40.336622368067985,0.01227830832196453,0.003789473684210526
7,LUAD,0.2,Other epithelial,2,1704,2,1.755177847329801,0.002728512960436562,0.0011737089201877935
7,LUAD,0.2,Other myeloid,41,425,21,166.4577584797214,0.05593451568894952,0.04941176470588235
7,LUAD,0.2,Unassigned,417,6019,137,616.3873691904129,0.5688949522510232,0.022761256022595114
7,LUAD,0.3,AT2-like,8,2059,8,22.12603846746513,0.010914051841746248,0.003885381253035454
7,LUAD,0.3,Fibroblasts,6,1951,6,20.90057972500052,0.008185538881309686,0.0030753459764223477
7,LUAD,0.3,Macrophages,323,784,153,339.01851956531885,0.4406548431105048,0.1951530612244898
7,LUAD,0.3,Other assigned,11,2874,10,50.52510937774705,0.015006821282401092,0.003479471120389701
7,LUAD,0.3,Other epithelial,3,1982,3,2.3748333188876147,0.004092769440654843,0.0015136226034308778
7,LUAD,0.3,Other myeloid,45,442,24,179.43803545504346,0.061391541609822645,0.05429864253393665
7,LUAD,0.3,Unassigned,337,4694,97,468.2429945747292,0.4597544338335607,0.020664678312739666
7,normal,0.2,AT2-like,2,1385,2,8.859541591396345,0.023529411764705882,0.001444043321299639
7,normal,0.2,Fibroblasts,2,809,2,12.964345656321994,0.023529411764705882,0.002472187886279357
7,normal,0.2,Macrophages,21,82,17,49.84168100065936,0.24705882352941178,0.2073170731707317
7,normal,0.2,Other assigned,0,444,0,0.0,0.0,0.0
7,normal,0.2,Other epithelial,1,1430,1,0.4279905842071474,0.011764705882352941,0.0006993006993006993
7,normal,0.2,Other myeloid,12,91,7,85.34355567216912,0.1411764705882353,0.07692307692307693
7,normal,0.2,Unassigned,47,1946,21,165.94852906358705,0.5529411764705883,0.01079136690647482
7,normal,0.3,AT2-like,2,1416,2,8.859541591396345,0.023529411764705882,0.0014124293785310734
7,normal,0.3,Fibroblasts,3,908,3,16.913792733731157,0.03529411764705882,0.003303964757709251
7,normal,0.3,Macrophages,39,97,21,75.99870944477703,0.4588235294117647,0.21649484536082475
7,normal,0.3,Other assigned,3,614,1,24.232633279483036,0.03529411764705882,0.0016286644951140066
7,normal,0.3,Other epithelial,1,1500,1,0.4279905842071474,0.011764705882352941,0.0006666666666666666
7,normal,0.3,Other myeloid,12,112,7,85.34355567216912,0.1411764705882353,0.0625
7,normal,0.3,Unassigned,25,1540,15,111.60942026257719,0.29411764705882354,0.00974025974025974
8,AIS,0.2,AT2-like,0,73,0,0.0,0.0,0.0
8,AIS,0.2,Fibroblasts,0,22,0,0.0,0.0,0.0
8,AIS,0.2,Macrophages,1,5,1,1.7073587160662456,0.1,0.2
8,AIS,0.2,Other assigned,0,9,0,0.0,0.0,0.0
8,AIS,0.2,Other epithelial,0,53,0,0.0,0.0,0.0
8,AIS,0.2,Other myeloid,0,1,0,0.0,0.0,0.0
8,AIS,0.2,Unassigned,9,306,6,45.49538187923011,0.9,0.0196078431372549
8,AIS,0.3,AT2-like,0,98,0,0.0,0.0,0.0
8,AIS,0.3,Fibroblasts,0,29,0,0.0,0.0,0.0
8,AIS,0.3,Macrophages,7,16,4,35.29143215123774,0.7,0.25
8,AIS,0.3,Other assigned,0,12,0,0.0,0.0,0.0
8,AIS,0.3,Other epithelial,0,62,0,0.0,0.0,0.0
8,AIS,0.3,Other myeloid,0,2,0,0.0,0.0,0.0
8,AIS,0.3,Unassigned,3,250,3,11.911308444058617,0.3,0.012
8,LUAD,0.2,AT2-like,1,292,1,5.694760820045558,0.007751937984496124,0.003424657534246575
8,LUAD,0.2,Fibroblasts,0,117,0,0.0,0.0,0.0
8,LUAD,0.2,Macrophages,17,105,10,68.187878412248,0.13178294573643412,0.09523809523809523
8,LUAD,0.2,Other assigned,0,126,0,0.0,0.0,0.0
8,LUAD,0.2,Other epithelial,16,998,10,58.84427451626739,0.12403100775193798,0.01002004008016032
8,LUAD,0.2,Other myeloid,1,10,1,6.644518272425249,0.007751937984496124,0.1
8,LUAD,0.2,Unassigned,94,3382,52,372.6918561191106,0.7286821705426356,0.01537551744529864
8,LUAD,0.3,AT2-like,1,317,1,5.694760820045558,0.007751937984496124,0.0031545741324921135
8,LUAD,0.3,Fibroblasts,0,163,0,0.0,0.0,0.0
8,LUAD,0.3,Macrophages,22,171,13,79.63210285834079,0.17054263565891473,0.07602339181286549
8,LUAD,0.3,Other assigned,0,150,0,0.0,0.0,0.0
8,LUAD,0.3,Other epithelial,31,1566,22,91.47052840107719,0.24031007751937986,0.0140485312899106
8,LUAD,0.3,Other myeloid,1,12,1,6.644518272425249,0.007751937984496124,0.08333333333333333
8,LUAD,0.3,Unassigned,74,2651,37,328.62137778820806,0.5736434108527132,0.013956997359486986
8,normal,0.2,AT2-like,0,211,0,0.0,0.0,0.0
8,normal,0.2,Fibroblasts,0,22,0,0.0,0.0,0.0
8,normal,0.2,Macrophages,0,2,0,0.0,0.0,0.0
8,normal,0.2,Other assigned,0,18,0,0.0,0.0,0.0
8,normal,0.2,Other epithelial,0,76,0,0.0,0.0,0.0
8,normal,0.2,Other myeloid,0,1,0,0.0,0.0,0.0
8,normal,0.2,Unassigned,5,144,4,28.070201897452606,1.0,0.027777777777777776
8,normal,0.3,AT2-like,1,219,1,7.836990595611285,0.2,0.0045662100456621
8,normal,0.3,Fibroblasts,0,27,0,0.0,0.0,0.0
8,normal,0.3,Macrophages,0,4,0,0.0,0.0,0.0
8,normal,0.3,Other assigned,0,20,0,0.0,0.0,0.0
8,normal,0.3,Other epithelial,0,80,0,0.0,0.0,0.0
8,normal,0.3,Other myeloid,0,2,0,0.0,0.0,0.0
8,normal,0.3,Unassigned,4,122,3,20.233211301841315,0.8,0.02459016393442623
9,AAH,0.2,AT2-like,1,220,1,1.4156285390713477,0.006944444444444444,0.004545454545454545
9,AAH,0.2,Fibroblasts,0,139,0,0.0,0.0,0.0
9,AAH,0.2,Macrophages,62,60,20,53.073401232581446,0.4305555555555556,0.3333333333333333
9,AAH,0.2,Other assigned,0,204,0,0.0,0.0,0.0
9,AAH,0.2,Other epithelial,0,143,0,0.0,0.0,0.0
9,AAH,0.2,Other myeloid,5,21,3,21.056783165102193,0.034722222222222224,0.14285714285714285
9,AAH,0.2,Unassigned,76,222,15,141.0027607573031,0.5277777777777778,0.06756756756756757
9,AAH,0.3,AT2-like,1,225,1,1.4156285390713477,0.006944444444444444,0.0044444444444444444
9,AAH,0.3,Fibroblasts,0,147,0,0.0,0.0,0.0
9,AAH,0.3,Macrophages,115,75,25,85.01629234737129,0.7986111111111112,0.3333333333333333
9,AAH,0.3,Other assigned,0,227,0,0.0,0.0,0.0
9,AAH,0.3,Other epithelial,0,148,0,0.0,0.0,0.0
9,AAH,0.3,Other myeloid,5,26,3,21.056783165102193,0.034722222222222224,0.11538461538461539
9,AAH,0.3,Unassigned,23,161,10,109.0598696425132,0.1597222222222222,0.062111801242236024
9,AIS,0.2,AT2-like,2,658,2,5.913590275897343,0.0056022408963585435,0.00303951367781155
9,AIS,0.2,Fibroblasts,8,466,6,36.38578091778698,0.022408963585434174,0.012875536480686695
9,AIS,0.2,Macrophages,53,55,16,47.037954699550006,0.1484593837535014,0.2909090909090909
9,AIS,0.2,Other assigned,2,729,2,7.69214211618604,0.0056022408963585435,0.0027434842249657062
9,AIS,0.2,Other epithelial,8,613,7,34.15942142118329,0.022408963585434174,0.011419249592169658
9,AIS,0.2,Other myeloid,160,129,30,528.6264733229856,0.4481792717086835,0.23255813953488372
9,AIS,0.2,Unassigned,124,1120,28,327.1603058954388,0.3473389355742297,0.025
9,AIS,0.3,AT2-like,2,669,2,5.913590275897343,0.0056022408963585435,0.0029895366218236174
9,AIS,0.3,Fibroblasts,8,511,6,36.38578091778698,0.022408963585434174,0.011741682974559686
9,AIS,0.3,Macrophages,63,82,21,65.70600419798552,0.17647058823529413,0.25609756097560976
9,AIS,0.3,Other assigned,3,917,3,10.236024080062915,0.008403361344537815,0.003271537622682661
9,AIS,0.3,Other epithelial,8,645,7,34.15942142118329,0.022408963585434174,0.010852713178294573
9,AIS,0.3,Other myeloid,160,142,30,528.6264733229856,0.4481792717086835,0.2112676056338028
9,AIS,0.3,Unassigned,113,804,22,305.9483744331264,0.3165266106442577,0.02736318407960199
9,LUAD,0.2,AT2-like,5,677,4,32.52019584556575,0.016233766233766232,0.005908419497784343
9,LUAD,0.2,Fibroblasts,2,356,2,16.47048533433807,0.006493506493506494,0.0056179775280898875
9,LUAD,0.2,Macrophages,42,93,21,79.39555241347314,0.13636363636363635,0.22580645161290322
9,LUAD,0.2,Other assigned,5,622,5,29.35321877938791,0.016233766233766232,0.008038585209003215
9,LUAD,0.2,Other epithelial,8,767,6,20.600471980037888,0.025974025974025976,0.007822685788787484
9,LUAD,0.2,Other myeloid,24,51,6,124.20681366433838,0.07792207792207792,0.11764705882352941
9,LUAD,0.2,Unassigned,222,1923,76,584.159623584922,0.7207792207792207,0.039521580863234526
9,LUAD,0.3,AT2-like,7,700,6,44.23814252738126,0.022727272727272728,0.008571428571428572
9,LUAD,0.3,Fibroblasts,3,461,3,21.90526794303372,0.00974025974025974,0.006507592190889371
9,LUAD,0.3,Macrophages,63,140,33,147.9899320722811,0.20454545454545456,0.2357142857142857
9,LUAD,0.3,Other assigned,6,733,6,36.2736340043014,0.01948051948051948,0.008185538881309686
9,LUAD,0.3,Other epithelial,11,853,9,24.865508426742213,0.03571428571428571,0.010550996483001172
9,LUAD,0.3,Other myeloid,36,62,8,153.47821456330786,0.11688311688311688,0.12903225806451613
9,LUAD,0.3,Unassigned,182,1540,55,457.9556620650157,0.5909090909090909,0.03571428571428571
9,normal,0.2,AT2-like,0,279,0,0.0,0.0,0.0
9,normal,0.2,Fibroblasts,1,246,1,0.8848774444739403,0.005050505050505051,0.0040650406504065045
9,normal,0.2,Macrophages,82,40,20,42.940919077403265,0.41414141414141414,0.5
9,normal,0.2,Other assigned,2,452,2,14.405269556341207,0.010101010101010102,0.004424778761061947
9,normal,0.2,Other epithelial,1,377,1,7.79423226812159,0.005050505050505051,0.002652519893899204
9,normal,0.2,Other myeloid,20,52,8,67.46071546869359,0.10101010101010101,0.15384615384615385
9,normal,0.2,Unassigned,92,543,21,221.1346704398953,0.46464646464646464,0.03867403314917127
9,normal,0.3,AT2-like,0,283,0,0.0,0.0,0.0
9,normal,0.3,Fibroblasts,2,267,2,4.29087199488266,0.010101010101010102,0.00749063670411985
9,normal,0.3,Macrophages,98,44,21,44.11027037976828,0.494949494949495,0.4772727272727273
9,normal,0.3,Other assigned,2,532,2,14.405269556341207,0.010101010101010102,0.0037593984962406013
9,normal,0.3,Other epithelial,1,399,1,7.79423226812159,0.005050505050505051,0.002506265664160401
9,normal,0.3,Other myeloid,34,57,11,104.80845185990168,0.1717171717171717,0.19298245614035087
9,normal,0.3,Unassigned,61,407,16,179.2115881959135,0.30808080808080807,0.03931203931203931
10,LUAD,0.2,AT2-like,4,781,3,5.8398341865161205,0.005405405405405406,0.0038412291933418692
10,LUAD,0.2,Fibroblasts,4,633,3,6.856996963758334,0.005405405405405406,0.004739336492890996
10,LUAD,0.2,Macrophages,130,191,32,67.00128198166787,0.17567567567567569,0.16753926701570682
10,LUAD,0.2,Other assigned,30,4343,25,135.059587779739,0.04054054054054054,0.005756389592447617
10,LUAD,0.2,Other epithelial,28,1177,17,23.408377479156083,0.03783783783783784,0.014443500424808835
10,LUAD,0.2,Other myeloid,24,218,7,81.83224375389027,0.032432432432432434,0.03211009174311927
10,LUAD,0.2,Unassigned,520,7727,142,1179.308097500854,0.7027027027027027,0.018377119192442087
