EEM-scRNA-162,43.921,2.339,3.178,0.0,10.837,3.017,3.66,1.25,1.393,0.232,0.518,0.0,0.214,0.839,0.928,5.374,0.0,1.0,0.536,0.304,0.018,0.0,0.714,2.16,12.48,2.464,0.054,1.053,1.518
EEM-scRNA-166,0.569,29.264,1.066,0.0,2.008,3.216,14.286,4.709,3.82,2.719,0.657,0.018,0.018,0.817,9.026,5.526,0.0,1.119,1.226,0.533,0.018,0.284,0.888,2.079,7.018,3.66,1.599,1.475,2.381
EEM-scRNA-167,0.56,17.98,5.114,0.0,2.819,6.722,13.191,3.054,3.415,2.602,0.831,0.0,2.385,0.958,7.589,2.801,0.0,1.247,1.03,0.542,0.108,0.488,8.186,2.367,8.746,2.982,1.265,1.211,1.807
EEM-scRNA-170,0.439,20.395,3.249,0.307,0.659,4.764,12.755,4.676,2.744,6.498,1.647,0.176,1.054,1.537,6.015,3.557,0.0,1.932,0.812,0.637,0.0,0.307,10.165,0.329,6.147,2.854,2.459,1.273,2.613
EEM-scRNA-172,0.485,17.12,5.882,0.021,2.319,5.102,13.894,4.934,3.542,4.259,1.392,0.38,0.253,1.56,7.717,2.382,0.527,1.054,0.78,1.37,0.042,0.063,6.979,3.163,4.069,5.735,2.066,1.16,1.75
EEM-scRNA-179,0.354,21.768,1.521,0.0,3.13,2.44,18.868,3.112,1.592,7.197,0.424,0.955,0.088,1.22,9.195,1.592,0.0,1.061,0.513,0.23,0.0,0.106,12.219,2.246,5.075,1.609,0.884,0.566,2.034
EEM-scRNA-180,0.093,36.063,1.063,0.0,2.388,1.455,13.601,1.642,1.082,7.705,0.131,0.205,0.112,1.026,8.955,1.119,0.0,0.933,0.41,0.354,0.019,0.0,6.847,4.216,4.403,1.81,0.951,0.97,2.444
EEM-scRNA-181,0.667,26.827,1.753,0.0,3.227,4.515,13.887,2.514,1.35,4.344,0.574,0.326,0.078,0.59,12.599,1.691,6.036,0.45,0.667,0.419,0.016,0.14,2.824,2.25,3.398,3.848,1.971,0.652,2.389
EEM-scRNA-182,0.31,16.733,2.221,0.0,2.731,4.334,15.532,3.878,2.367,7.265,0.674,1.256,0.055,0.838,11.398,2.349,0.0,1.311,0.619,1.275,0.036,0.164,11.653,0.747,3.678,2.549,2.349,1.202,2.476
EEM-scRNA-236,0.644,16.002,3.765,0.0,5.45,3.245,17.513,2.849,3.542,2.006,1.016,2.353,0.718,0.644,5.623,3.691,0.0,0.248,0.446,1.189,0.099,0.124,14.788,4.929,3.74,1.635,1.239,0.768,1.734
EEM-scRNA-237,0.068,12.816,1.916,0.0,2.645,3.238,24.157,9.917,0.949,3.034,0.746,2.356,0.102,1.322,4.289,2.119,0.034,0.729,1.644,1.136,0.034,0.0,16.613,1.102,3.441,1.204,1.221,0.797,2.373
EEM-scRNA-238,0.111,24.456,4.865,0.0,6.156,1.456,13.509,2.506,6.34,2.58,0.645,1.161,0.074,1.64,7.888,3.078,0.055,0.627,0.461,0.921,0.074,0.055,4.22,7.741,2.193,0.792,1.253,1.014,4.128
EEM-scRNA-239,0.169,17.467,4.278,0.0,2.895,2.909,22.903,6.439,1.341,3.784,1.214,1.031,0.424,1.426,7.399,2.033,0.014,1.384,0.791,0.706,0.014,0.099,9.164,1.214,3.036,1.003,2.824,0.974,3.064
EEM-scRNA-249,0.127,23.504,3.616,0.0,2.296,4.466,14.247,3.019,2.513,5.062,0.524,0.488,0.615,1.392,5.442,4.665,0.0,0.85,0.759,0.94,0.072,0.018,11.481,3.399,3.96,2.549,0.416,0.976,2.604
EEM-scRNA-250,0.113,28.247,2.823,0.0,2.008,3.727,13.452,3.238,2.196,3.413,0.678,0.038,0.627,1.23,8.583,3.413,0.0,0.715,1.092,0.678,0.05,0.213,7.529,4.543,4.128,2.711,1.142,0.966,2.447
EEM-scRNA-251,0.07,25.275,5.648,0.0,3.19,3.573,13.108,2.998,2.946,3.573,1.168,0.139,0.505,1.708,5.09,4.427,0.017,0.558,0.906,0.732,0.0,0.07,8.663,5.787,3.643,2.196,0.575,1.255,2.179
EEM-scRNA-288,0.068,11.652,4.702,0.0,2.589,8.075,21.295,5.213,2.385,3.68,1.431,0.716,2.453,2.147,3.748,4.906,0.0,0.988,1.363,0.75,0.068,0.034,10.324,1.704,2.896,2.317,1.227,1.158,2.112
EEM-scRNA-289,0.169,8.317,0.289,0.0,0.41,3.496,7.859,2.266,1.109,1.688,0.458,0.892,1.109,1.109,2.29,1.688,54.918,0.217,0.41,0.024,0.0,0.024,5.545,1.374,1.76,0.82,0.53,0.506,0.723
EEM-scRNA-290,0.087,12.311,4.657,0.0,2.474,7.276,13.941,3.522,3.376,5.675,1.077,4.715,1.979,1.688,4.162,4.366,0.0,0.931,1.106,0.407,0.0,0.262,11.671,3.027,5.006,1.921,1.193,0.96,2.212
EEM-scRNA-291,0.195,17.335,6.005,0.0,5.081,4.376,17.262,4.863,3.136,4.668,1.653,0.997,1.459,1.726,6.929,4.547,0.0,0.389,0.778,0.316,0.024,0.073,4.449,3.963,3.647,1.313,1.702,1.386,1.726
EEM-scRNA-292,0.227,16.348,8.32,0.0,6.118,3.173,15.248,4.921,3.108,4.403,1.554,1.004,1.036,2.622,5.73,5.115,0.032,0.777,1.522,0.194,0.065,0.065,5.277,3.917,3.043,0.939,2.201,1.068,1.975
EEM-scRNA-310,0.101,24.607,6.111,0.0,6.051,1.472,11.698,2.299,7.503,2.804,2.077,1.513,0.121,1.533,7.866,3.025,0.0,0.444,0.444,0.202,0.0,0.0,4.679,7.443,1.835,0.686,0.887,1.008,3.59
EEM-scRNA-311,0.091,19.586,5.437,0.0,3.981,3.48,13.558,4.026,4.982,2.616,3.048,1.797,0.205,1.41,4.504,2.934,0.0,0.705,0.387,1.001,0.045,0.159,10.692,4.459,2.616,2.571,1.319,0.819,3.571
EEM-scRNA-312,0.183,19.227,5.233,0.0,5.233,3.042,17.463,5.02,3.894,4.077,3.042,1.217,0.122,0.913,3.955,3.012,0.0,0.578,0.548,0.335,0.0,0.061,7.332,3.499,2.89,2.525,1.825,1.004,3.772
