leiden_cluster,AF1,AF2,AT1,AT1_AT2,AT2,Adventitial_fibroblast,Alveolar_transitional,Arterial_endothelium,B_lymphocyte,CAP1,CAP2,Ciliated,Krt5,Lymphatic_endothelium,Mesothelium,NK_cell,Neutrophil,Peribronchial_fibroblast,Plasma_cell,Secretory,T_lymphocyte,VSMC,Venous_endothelium,aMAC,cDC1,cDC2,cMON,iMAC,iMON,maDC,pMON
18,0.00078125,0.0,0.0,0.0,0.00703125,0.0,0.00078125,0.0,0.0,0.00078125,0.00078125,0.98359375,0.00078125,0.0,0.0,0.0,0.0,0.00078125,0.0,0.00234375,0.0,0.0,0.0015625,0.00078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.001579778830963665,0.0,0.0007898894154818325,0.0,0.001579778830963665,0.0,0.001579778830963665,0.0,0.0,0.0007898894154818325,0.0,0.0,0.8988941548183255,0.0,0.0,0.0,0.0,0.0,0.0,0.09399684044233807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007898894154818325,0.0,0.0,0.0
2,0.5193798449612403,0.015503875968992248,0.0,0.0,0.0,0.06201550387596899,0.007751937984496124,0.031007751937984496,0.007751937984496124,0.21705426356589147,0.007751937984496124,0.0,0.0,0.007751937984496124,0.0,0.0,0.0,0.0,0.0,0.0,0.015503875968992248,0.03875968992248062,0.06201550387596899,0.0,0.007751937984496124,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0005830903790087463,0.0005830903790087463,0.0,0.0,0.0,0.0005830903790087463,0.0,0.0,0.0,0.9982507288629737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001756697408871322,0.0,0.17786561264822134,0.8173034694773825,0.0,0.0,0.0004391743522178305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002635046113306983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0023453532688361184,0.6995016124303723,0.0,0.0,0.0,0.0002931691586045148,0.0,0.0,0.0,0.0005863383172090296,0.0,0.0,0.0,0.0,0.0002931691586045148,0.0,0.0,0.001465845793022574,0.0002931691586045148,0.0,0.0,0.2952213427147464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.07142857142857142,0.07142857142857142,0.0,0.0,0.14285714285714285,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21428571428571427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.997557003257329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008143322475570033,0.0,0.0,0.0,0.0016286644951140066
25,0.003980099502487562,0.0029850746268656717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9860696517412936,0.0,0.0,0.0,0.006965174129353234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,0.0011098779134295228,0.0,0.0,0.0,0.0,0.0011098779134295228,0.0,0.0,0.0,0.0,0.9977802441731409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019467303778426689,0.0,0.9900893726218919,0.0012388284222635164,0.0,0.0,8.848774444739404e-05,0.0,0.0,0.0,0.0,0.0,0.0,8.848774444739404e-05,0.0,0.006548093089107159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0004083299305839118,0.0004083299305839118,0.0,0.0,0.0012249897917517355,0.0,0.0,0.007758268681094325,0.0,0.9763168640261332,0.008574928542262147,0.0,0.0004083299305839118,0.0,0.0,0.0,0.0,0.0,0.0008166598611678236,0.0,0.0,0.0,0.004083299305839118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.00021110407430863416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021110407430863416,0.0,0.0,0.0,0.0,0.0,0.0,0.0010555203715431707,0.0,0.00021110407430863416,0.0,0.0018999366687777073,0.0,0.00021110407430863416,0.0004222081486172683,0.1112518471606502,0.10301878826261347,0.218703820983745,0.17542748575047498,0.20012666244458518,0.022165927802406588,0.16508338610935192
6,0.0,0.0,0.0,0.0,0.0,0.0012121212121212121,0.0,0.0,0.9470707070707071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050505050505050504,0.0,0.0012121212121212121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0021645021645021645,0.023809523809523808,0.0,0.0,0.0,0.0,0.0,0.0,0.006493506493506494,0.6515151515151515,0.017316017316017316,0.0,0.0,0.0,0.0,0.10822510822510822,0.0,0.0,0.0,0.0,0.14935064935064934,0.0,0.04112554112554113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9271356783919598,0.0,0.0711892797319933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016750418760469012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0003473428273706148,0.0,0.0,0.0,0.0,0.058353594998263286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9412990621743661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
