well,seed,arm,offset_kind,offset,observed,z,clears
7wk_Cebpa_mutant,13,AT1,median,0.0,0.00831330128205128,2.5661219749703212,False
7wk_Cebpa_mutant,13,AT1,mean,0.00037417423616845574,0.007939127045882826,2.4457005639353757,False
7wk_Cebpa_mutant,13,AT1,trimmed,4.231877444829187e-05,0.008270982507602989,2.552502420121979,False
7wk_Cebpa_mutant,29,AT2_identity,median,0.0,-0.0006717096560846563,-0.4305381436650979,False
7wk_Cebpa_mutant,29,AT2_identity,mean,0.000452935049479592,-0.0011246447055642483,-0.799459409451905,False
7wk_Cebpa_mutant,29,AT2_identity,trimmed,0.00010895934453738216,-0.0007806690006220384,-0.5192868932975616,False
7wk_Cebpa_mutant,29,transitional,median,0.0,0.0017922553636839356,0.8107158918820951,False
7wk_Cebpa_mutant,29,transitional,mean,0.000452935049479592,0.0013393203142043435,0.6332336014515388,False
7wk_Cebpa_mutant,29,transitional,trimmed,0.00010895934453738216,0.0016832960191465538,0.7680202469888024,False
7wk_Cebpa_mutant,29,AT1,median,0.0,0.0051425137362637345,2.085912325780322,False
7wk_Cebpa_mutant,29,AT1,mean,0.000452935049479592,0.004689578686784143,1.9214361008451135,False
7wk_Cebpa_mutant,29,AT1,trimmed,0.00010895934453738216,0.005033554391726353,2.0463454570173187,False
SeV_Cebpa_mutant,0,AT2_identity,median,0.0,-0.002469151683335626,-1.8785864742423284,False
SeV_Cebpa_mutant,0,AT2_identity,mean,0.002009441590055885,-0.004478593273391512,-3.2309856900362126,True
SeV_Cebpa_mutant,0,AT2_identity,trimmed,0.001388095282180418,-0.003857246965516044,-2.812805702289548,False
SeV_Cebpa_mutant,0,transitional,median,0.0,0.005147283272283272,4.224507587471441,True
SeV_Cebpa_mutant,0,transitional,mean,0.002009441590055885,0.0031378416822273867,2.63693386775236,False
SeV_Cebpa_mutant,0,transitional,trimmed,0.001388095282180418,0.0037591879901028528,3.1278329683329034,True
SeV_Cebpa_mutant,0,AT1,median,0.0,-0.0019631696428571424,-0.9619833306211271,False
SeV_Cebpa_mutant,0,AT1,mean,0.002009441590055885,-0.003972611232913027,-1.7707679138046688,False
SeV_Cebpa_mutant,0,AT1,trimmed,0.001388095282180418,-0.00335126492503756,-1.5206808661817932,False
SeV_Cebpa_mutant,7,AT2_identity,median,0.0,-0.0028676119035044604,-1.7688387962984982,False
SeV_Cebpa_mutant,7,AT2_identity,mean,0.0017597122163090313,-0.004627324119813491,-2.7744727740424993,False
SeV_Cebpa_mutant,7,AT2_identity,trimmed,0.0011628508739446005,-0.004030462777449061,-2.4333806111759335,False
SeV_Cebpa_mutant,7,transitional,median,0.0,0.006234975961538464,3.3567840216851557,True
SeV_Cebpa_mutant,7,transitional,mean,0.0017597122163090313,0.004475263745229431,2.320813235631038,False
SeV_Cebpa_mutant,7,transitional,trimmed,0.0011628508739446005,0.005072125087593863,2.6721950742543643,False
SeV_Cebpa_mutant,7,AT1,median,0.0,0.0020156250000000005,0.3888152151427385,False
SeV_Cebpa_mutant,7,AT1,mean,0.0017597122163090313,0.00025591278369096885,-0.18519769126199645,False
SeV_Cebpa_mutant,7,AT1,trimmed,0.0011628508739446005,0.0008527741260553997,0.009496708581319612,False
SeV_Cebpa_mutant,13,AT2_identity,median,0.0,-0.002550891482840496,-1.8341890819344016,False
SeV_Cebpa_mutant,13,AT2_identity,mean,0.0016720836355104305,-0.004222975118350927,-3.0306197008143547,True
SeV_Cebpa_mutant,13,AT2_identity,trimmed,0.0010728040290327355,-0.003623695511873232,-2.6018155099035525,False
SeV_Cebpa_mutant,13,transitional,median,0.0,0.0036971058455433463,1.9090003261684665,False
SeV_Cebpa_mutant,13,transitional,mean,0.0016720836355104305,0.0020250222100329156,0.9239230198996504,False
SeV_Cebpa_mutant,13,transitional,trimmed,0.0010728040290327355,0.0026243018165106103,1.276977572862053,False
SeV_Cebpa_mutant,13,AT1,median,0.0,0.0023962053571428567,0.7620467197010502,False
SeV_Cebpa_mutant,13,AT1,mean,0.0016720836355104305,0.0007241217216324265,0.27320559738983174,False
SeV_Cebpa_mutant,13,AT1,trimmed,0.0010728040290327355,0.0013234013281101214,0.44840766813993105,False
SeV_Cebpa_mutant,29,AT2_identity,median,0.0,-0.0013650306329673484,-1.258501073562662,False
SeV_Cebpa_mutant,29,AT2_identity,mean,0.001874536735847447,-0.0032395673688147956,-2.5310627282493545,False
SeV_Cebpa_mutant,29,AT2_identity,trimmed,0.001262942527033032,-0.00262797316000038,-2.1158714313907105,False
SeV_Cebpa_mutant,29,transitional,median,0.0,0.004822716346153847,2.495415027441394,False
SeV_Cebpa_mutant,29,transitional,mean,0.001874536735847447,0.002948179610306401,1.4050085785542021,False
SeV_Cebpa_mutant,29,transitional,trimmed,0.001262942527033032,0.0035597738191208155,1.7607691548289632,False
SeV_Cebpa_mutant,29,AT1,median,0.0,0.005081473214285713,1.500872772242991,False
SeV_Cebpa_mutant,29,AT1,mean,0.001874536735847447,0.0032069364784382665,0.9029497959448872,False
SeV_Cebpa_mutant,29,AT1,trimmed,0.001262942527033032,0.0038185306872526815,1.0980306511918656,False
