cohort,donor,disease,celltype,n_cells,det_AREG,det_HBEGF,det_EREG,det_EGF,det_EGFR,det_TGFA,det_BTC,det_EPGN,evaluable
E2_GSE136831,296C,Control,ILC_B,2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,296C,Control,Lymphatic,81,0.0247,0.0864,0.0123,0.0,0.0123,0.0741,0.0,0.0123,True
E2_GSE136831,296C,Control,Macrophage,636,0.5865,0.4544,0.4025,0.0047,0.0094,0.0346,0.0016,0.0079,True
E2_GSE136831,296C,Control,Macrophage_Alveolar,1276,0.2445,0.3205,0.1755,0.0094,0.0055,0.0815,0.0047,0.0031,True
E2_GSE136831,296C,Control,Mast,5,0.8,0.0,0.2,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,296C,Control,Mesothelial,2,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,False
E2_GSE136831,296C,Control,Multiplet,42,0.4048,0.4524,0.2857,0.0238,0.4048,0.0,0.0,0.0,True
E2_GSE136831,296C,Control,Myofibroblast,11,0.0909,0.0,0.0909,0.0,0.5455,0.0,0.0,0.0,False
E2_GSE136831,296C,Control,NK,83,0.6506,0.0361,0.0602,0.012,0.0,0.0241,0.0,0.0,True
E2_GSE136831,296C,Control,Pericyte,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,296C,Control,SMC,10,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.0,False
E2_GSE136831,296C,Control,T,115,0.1565,0.0261,0.0174,0.0,0.0087,0.0087,0.0,0.0,True
E2_GSE136831,296C,Control,T_Cytotoxic,82,0.1341,0.0122,0.0122,0.0,0.0,0.0,0.0,0.0,True
E2_GSE136831,296C,Control,T_Regulatory,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,296C,Control,VE_Arterial,11,0.0909,0.0909,0.0,0.0,0.0909,0.0,0.0909,0.0,False
E2_GSE136831,296C,Control,VE_Capillary_A,34,0.1471,0.1765,0.0882,0.0,0.2353,0.0,0.0,0.0,True
E2_GSE136831,296C,Control,VE_Capillary_B,141,0.1206,0.0355,0.0284,0.0071,0.2979,0.0071,0.0,0.0,True
E2_GSE136831,296C,Control,VE_Peribronchial,15,0.0,0.1333,0.0667,0.0,0.0667,0.0667,0.0,0.0,False
E2_GSE136831,296C,Control,VE_Venous,9,0.1111,0.1111,0.0,0.0,0.2222,0.0,0.0,0.0,False
E2_GSE136831,296C,Control,cDC1,3,1.0,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,296C,Control,cDC2,7,1.0,0.7143,0.5714,0.0,0.0,0.1429,0.0,0.0,False
E2_GSE136831,296C,Control,cMonocyte,548,0.8139,0.6515,0.7482,0.0,0.0036,0.0036,0.0036,0.0401,True
E2_GSE136831,296C,Control,ncMonocyte,31,0.6129,0.7419,0.4194,0.0,0.0,0.0,0.0,0.0323,True
E2_GSE136831,29I,IPF,ATI,1,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,False
E2_GSE136831,29I,IPF,ATII,4,1.0,0.5,0.25,0.25,0.75,0.25,0.25,0.0,False
E2_GSE136831,29I,IPF,Aberrant_Basaloid,8,0.75,0.375,0.0,0.0,0.25,0.125,0.125,0.0,False
E2_GSE136831,29I,IPF,B,12,0.4167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,29I,IPF,Basal,4,0.75,0.0,0.0,0.0,0.5,0.0,0.0,0.0,False
E2_GSE136831,29I,IPF,Ciliated,85,0.2353,0.1176,0.0118,0.0118,0.3412,0.2353,0.2353,0.0,True
E2_GSE136831,29I,IPF,Club,8,0.625,0.25,0.25,0.0,0.5,0.125,0.125,0.0,False
E2_GSE136831,29I,IPF,DC_Langerhans,7,0.7143,0.1429,0.0,0.0,0.0,0.2857,0.0,0.0,False
E2_GSE136831,29I,IPF,DC_Mature,4,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,29I,IPF,Fibroblast,5,0.0,0.4,0.0,0.0,1.0,0.0,0.0,0.0,False
E2_GSE136831,29I,IPF,Goblet,13,0.6154,0.5385,0.0769,0.0,0.4615,0.1538,0.0,0.0,False
E2_GSE136831,29I,IPF,ILC_A,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,29I,IPF,ILC_B,2,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,False
E2_GSE136831,29I,IPF,Ionocyte,1,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,False
E2_GSE136831,29I,IPF,Macrophage,463,0.6911,0.5529,0.514,0.0022,0.0065,0.0346,0.0065,0.0065,True
E2_GSE136831,29I,IPF,Macrophage_Alveolar,451,0.5743,0.6918,0.2594,0.0067,0.0111,0.0222,0.0133,0.0044,True
E2_GSE136831,29I,IPF,Mast,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,29I,IPF,Multiplet,9,0.7778,0.3333,0.3333,0.0,0.2222,0.2222,0.1111,0.0,False
E2_GSE136831,29I,IPF,NK,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,29I,IPF,Pericyte,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,29I,IPF,SMC,5,0.2,0.0,0.0,0.0,0.2,0.0,0.2,0.0,False
E2_GSE136831,29I,IPF,T,16,0.4375,0.0625,0.0,0.0,0.0,0.0,0.125,0.0625,False
E2_GSE136831,29I,IPF,T_Cytotoxic,19,0.3684,0.0526,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,29I,IPF,T_Regulatory,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,29I,IPF,VE_Capillary_A,3,0.3333,0.0,0.0,0.0,0.3333,0.0,0.0,0.0,False
E2_GSE136831,29I,IPF,VE_Capillary_B,2,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,29I,IPF,VE_Peribronchial,17,0.2353,0.2941,0.0,0.0,0.2353,0.0,0.0,0.0,False
E2_GSE136831,29I,IPF,VE_Venous,2,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,False
E2_GSE136831,29I,IPF,cDC1,8,0.875,0.125,0.0,0.0,0.0,0.125,0.0,0.0,False
E2_GSE136831,29I,IPF,cDC2,30,0.8667,0.3667,0.4333,0.0,0.0,0.1,0.0,0.0,True
E2_GSE136831,29I,IPF,cMonocyte,58,0.7931,0.4138,0.6034,0.0,0.0,0.0,0.0,0.0172,True
E2_GSE136831,29I,IPF,ncMonocyte,6,0.6667,0.1667,0.3333,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,29I,IPF,pDC,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,388C,Control,ATI,11,0.0,0.1818,0.0,0.0909,0.3636,0.0909,0.0,0.0,False
E2_GSE136831,388C,Control,ATII,7,0.5714,0.1429,0.0,0.0,0.4286,0.1429,0.0,0.0,False
E2_GSE136831,388C,Control,B,29,0.1379,0.0,0.0345,0.0,0.069,0.0,0.0,0.0,True
E2_GSE136831,388C,Control,B_Plasma,30,0.2,0.0,0.1,0.0,0.0,0.0667,0.0,0.0,True
E2_GSE136831,388C,Control,Basal,4,0.25,0.25,0.0,0.0,0.5,0.25,0.0,0.0,False
E2_GSE136831,388C,Control,Ciliated,33,0.0606,0.0,0.1212,0.0,0.2727,0.0909,0.0303,0.0,True
E2_GSE136831,388C,Control,Club,11,0.2727,0.1818,0.0,0.0,0.5455,0.0909,0.0,0.0,False
E2_GSE136831,388C,Control,DC_Mature,5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,388C,Control,Fibroblast,32,0.0312,0.0625,0.0625,0.0,0.375,0.0,0.0,0.0,True
E2_GSE136831,388C,Control,ILC_A,5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,388C,Control,ILC_B,4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,388C,Control,Lymphatic,21,0.0476,0.0,0.0476,0.0,0.0,0.0,0.0,0.0,True
E2_GSE136831,388C,Control,Macrophage,811,0.4217,0.2072,0.6227,0.0074,0.0025,0.0185,0.0049,0.0493,True
E2_GSE136831,388C,Control,Macrophage_Alveolar,953,0.1878,0.2288,0.3641,0.0031,0.0115,0.0315,0.0031,0.0021,True
E2_GSE136831,388C,Control,Mast,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,388C,Control,Mesothelial,21,0.2381,0.0476,0.0952,0.0,0.7619,0.0,0.0,0.0476,True
E2_GSE136831,388C,Control,Multiplet,15,0.5333,0.3333,0.7333,0.0,0.4,0.0667,0.0667,0.0,False
E2_GSE136831,388C,Control,Myofibroblast,12,0.0,0.25,0.0,0.0,0.3333,0.0,0.0,0.0,False
E2_GSE136831,388C,Control,NK,55,0.6182,0.0182,0.0182,0.0,0.0,0.0,0.0,0.0,True
E2_GSE136831,388C,Control,PNEC,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,388C,Control,Pericyte,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,388C,Control,SMC,6,0.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,388C,Control,T,44,0.0455,0.0,0.0682,0.0,0.0,0.0,0.0227,0.0,True
E2_GSE136831,388C,Control,T_Cytotoxic,19,0.1053,0.0,0.0526,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,388C,Control,T_Regulatory,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,388C,Control,VE_Arterial,19,0.0526,0.1579,0.0,0.0,0.0526,0.0,0.0526,0.0,False
E2_GSE136831,388C,Control,VE_Capillary_A,4,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,False
E2_GSE136831,388C,Control,VE_Capillary_B,30,0.0333,0.0667,0.0333,0.0,0.0667,0.0,0.0,0.0,True
E2_GSE136831,388C,Control,VE_Peribronchial,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,388C,Control,VE_Venous,10,0.1,0.2,0.0,0.0,0.1,0.0,0.0,0.1,False
E2_GSE136831,388C,Control,cDC1,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,388C,Control,cDC2,26,0.9615,0.1154,0.6538,0.0,0.0,0.0,0.0,0.0769,True
E2_GSE136831,388C,Control,cMonocyte,30,0.2667,0.1667,0.6333,0.0,0.0,0.0333,0.0,0.1333,True
E2_GSE136831,388C,Control,ncMonocyte,24,0.375,0.0417,0.75,0.0417,0.0,0.0,0.0,0.0417,True
E2_GSE136831,396C,Control,ATI,7,0.0,0.0,0.0,0.0,0.7143,0.0,0.0,0.0,False
E2_GSE136831,396C,Control,ATII,170,0.1529,0.0294,0.0118,0.0765,0.3412,0.0353,0.0176,0.0,True
E2_GSE136831,396C,Control,B,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,396C,Control,B_Plasma,5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,396C,Control,Basal,3,0.3333,0.6667,0.0,0.0,0.6667,0.0,0.0,0.0,False
E2_GSE136831,396C,Control,Ciliated,15,0.0667,0.0,0.0,0.1333,0.0667,0.0667,0.0,0.0,False
E2_GSE136831,396C,Control,Club,9,0.0,0.0,0.0,0.0,0.2222,0.1111,0.0,0.0,False
E2_GSE136831,396C,Control,DC_Langerhans,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,396C,Control,Fibroblast,3,0.0,0.3333,0.0,0.0,0.3333,0.0,0.0,0.0,False
E2_GSE136831,396C,Control,Goblet,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,396C,Control,ILC_A,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,396C,Control,Lymphatic,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,396C,Control,Macrophage,368,0.2745,0.3125,0.3098,0.0,0.0,0.019,0.0027,0.0,True
E2_GSE136831,396C,Control,Macrophage_Alveolar,587,0.0579,0.2385,0.1295,0.0017,0.0017,0.0153,0.0034,0.0,True
E2_GSE136831,396C,Control,Mesothelial,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,396C,Control,Multiplet,28,0.0,0.1786,0.1429,0.0714,0.1786,0.0,0.0,0.0,True
E2_GSE136831,396C,Control,Myofibroblast,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,396C,Control,NK,2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,396C,Control,SMC,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,396C,Control,T,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,396C,Control,T_Regulatory,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,396C,Control,VE_Arterial,3,0.0,0.0,0.0,0.3333,0.3333,0.0,0.0,0.0,False
E2_GSE136831,396C,Control,VE_Capillary_B,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,396C,Control,VE_Peribronchial,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,396C,Control,VE_Venous,4,0.0,0.0,0.25,0.0,0.5,0.0,0.0,0.0,False
E2_GSE136831,396C,Control,cDC2,19,0.7368,0.2632,0.1579,0.0,0.0,0.1053,0.0,0.0,False
E2_GSE136831,396C,Control,cMonocyte,8,1.0,0.625,0.75,0.0,0.0,0.0,0.0,0.25,False
E2_GSE136831,396C,Control,ncMonocyte,3,0.0,0.3333,1.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,439C,Control,ATI,8,0.125,0.25,0.0,0.125,0.875,0.5,0.0,0.0,False
E2_GSE136831,439C,Control,ATII,19,0.5263,0.3158,0.0526,0.0526,0.6842,0.0526,0.0,0.0,False
E2_GSE136831,439C,Control,B,45,0.3556,0.0,0.0444,0.0,0.0222,0.0222,0.0,0.0222,True
E2_GSE136831,439C,Control,B_Plasma,20,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.0,True
E2_GSE136831,439C,Control,Ciliated,53,0.2453,0.0755,0.0377,0.0,0.283,0.2075,0.1698,0.0377,True
E2_GSE136831,439C,Control,Club,15,0.1333,0.1333,0.0,0.0,0.2,0.0667,0.0,0.0,False
E2_GSE136831,439C,Control,DC_Mature,4,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,False
E2_GSE136831,439C,Control,Fibroblast,18,0.0,0.0,0.0,0.0556,0.7778,0.0,0.0,0.0,False
E2_GSE136831,439C,Control,Goblet,3,0.0,0.0,0.0,0.0,0.3333,0.3333,0.0,0.0,False
E2_GSE136831,439C,Control,ILC_A,49,0.8571,0.0,0.0612,0.0,0.0,0.0204,0.0,0.0,True
E2_GSE136831,439C,Control,ILC_B,13,0.9231,0.0769,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,439C,Control,Lymphatic,27,0.0741,0.0,0.0,0.037,0.0,0.037,0.0,0.0,True
E2_GSE136831,439C,Control,Macrophage,1129,0.6776,0.2746,0.6253,0.0027,0.0027,0.0186,0.0009,0.0549,True
E2_GSE136831,439C,Control,Macrophage_Alveolar,2474,0.4204,0.2777,0.2846,0.0049,0.0065,0.0994,0.002,0.0036,True
E2_GSE136831,439C,Control,Mast,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,439C,Control,Mesothelial,2,0.5,0.5,0.0,0.0,1.0,0.5,0.0,0.5,False
E2_GSE136831,439C,Control,Multiplet,90,0.5,0.0667,0.2333,0.0111,0.0667,0.0333,0.0111,0.0111,True
E2_GSE136831,439C,Control,Myofibroblast,12,0.0,0.0833,0.0833,0.0,0.5833,0.0,0.0,0.0,False
E2_GSE136831,439C,Control,NK,319,0.7085,0.0157,0.0157,0.0031,0.0031,0.0125,0.0,0.0,True
E2_GSE136831,439C,Control,Pericyte,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,439C,Control,SMC,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False
E2_GSE136831,439C,Control,T,1371,0.1415,0.0168,0.0233,0.0,0.0007,0.0044,0.0007,0.0007,True
E2_GSE136831,439C,Control,T_Cytotoxic,586,0.3208,0.0102,0.0324,0.0017,0.0034,0.0085,0.0,0.0,True
E2_GSE136831,439C,Control,T_Regulatory,37,0.1351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
E2_GSE136831,439C,Control,VE_Arterial,5,0.0,0.4,0.0,0.0,0.2,0.0,0.0,0.0,False
E2_GSE136831,439C,Control,VE_Capillary_A,10,0.1,0.1,0.0,0.0,0.4,0.0,0.0,0.0,False
E2_GSE136831,439C,Control,VE_Capillary_B,12,0.0,0.1667,0.0,0.0,0.4167,0.0,0.0,0.0,False
E2_GSE136831,439C,Control,VE_Peribronchial,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,439C,Control,VE_Venous,13,0.0769,0.3077,0.0769,0.0,0.6154,0.0,0.0,0.0,False
E2_GSE136831,439C,Control,cDC1,9,0.7778,0.0,0.2222,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,439C,Control,cDC2,60,0.9,0.1667,0.75,0.0,0.0,0.0833,0.0,0.0667,True
E2_GSE136831,439C,Control,cMonocyte,397,0.8086,0.3199,0.8413,0.0025,0.005,0.0025,0.0,0.1662,True
E2_GSE136831,439C,Control,ncMonocyte,389,0.5938,0.2262,0.6272,0.0,0.0,0.0129,0.0,0.1157,True
E2_GSE136831,454C,Control,ATI,50,0.12,0.46,0.02,0.02,0.4,0.1,0.04,0.0,True
E2_GSE136831,454C,Control,ATII,89,0.3483,0.2135,0.0225,0.0337,0.4157,0.0449,0.0337,0.0,True
E2_GSE136831,454C,Control,B,7,0.2857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,454C,Control,B_Plasma,6,0.8333,0.0,0.5,0.0,0.0,0.0,0.0,0.1667,False
E2_GSE136831,454C,Control,Basal,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False
E2_GSE136831,454C,Control,Ciliated,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,False
E2_GSE136831,454C,Control,Club,8,0.125,0.0,0.125,0.125,0.375,0.125,0.0,0.0,False
E2_GSE136831,454C,Control,DC_Langerhans,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,454C,Control,DC_Mature,10,0.8,0.0,0.3,0.0,0.0,0.0,0.0,0.1,False
E2_GSE136831,454C,Control,Fibroblast,4,0.0,0.0,0.25,0.0,0.75,0.0,0.0,0.0,False
E2_GSE136831,454C,Control,Goblet,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,False
E2_GSE136831,454C,Control,ILC_A,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,454C,Control,Lymphatic,43,0.1628,0.093,0.0465,0.0,0.0,0.0465,0.0,0.0,True
E2_GSE136831,454C,Control,Macrophage,467,0.7645,0.3255,0.7773,0.0043,0.0021,0.0535,0.0021,0.1456,True
E2_GSE136831,454C,Control,Macrophage_Alveolar,61,0.3607,0.3115,0.1639,0.0,0.0164,0.082,0.0,0.0,True
E2_GSE136831,454C,Control,Multiplet,10,0.7,0.2,0.6,0.0,0.2,0.2,0.0,0.0,False
E2_GSE136831,454C,Control,Myofibroblast,3,0.0,0.0,0.0,0.0,0.6667,0.0,0.0,0.0,False
E2_GSE136831,454C,Control,NK,21,0.7619,0.0476,0.0,0.0,0.0,0.0476,0.0,0.0,True
E2_GSE136831,454C,Control,SMC,5,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,False
E2_GSE136831,454C,Control,T,24,0.3333,0.0833,0.0,0.0,0.0,0.0,0.0,0.0,True
E2_GSE136831,454C,Control,T_Cytotoxic,95,0.3684,0.0211,0.0,0.0,0.0105,0.0105,0.0,0.0,True
E2_GSE136831,454C,Control,VE_Arterial,8,0.375,0.375,0.0,0.0,0.5,0.0,0.0,0.0,False
E2_GSE136831,454C,Control,VE_Capillary_A,4,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,False
E2_GSE136831,454C,Control,VE_Capillary_B,5,0.0,0.0,0.2,0.0,0.4,0.0,0.0,0.0,False
E2_GSE136831,454C,Control,VE_Venous,7,0.0,0.1429,0.1429,0.0,0.4286,0.0,0.0,0.0,False
E2_GSE136831,454C,Control,cDC1,11,0.9091,0.0,0.4545,0.0,0.0,0.0909,0.0,0.0909,False
E2_GSE136831,454C,Control,cDC2,61,0.9508,0.3607,0.7869,0.0,0.0,0.1967,0.0,0.1311,True
E2_GSE136831,454C,Control,cMonocyte,68,0.8529,0.4265,0.8971,0.0,0.0,0.0,0.0,0.3971,True
E2_GSE136831,454C,Control,ncMonocyte,84,0.8214,0.3214,0.7381,0.0238,0.0,0.0119,0.0,0.1667,True
E2_GSE136831,454C,Control,pDC,7,0.8571,0.0,0.0,0.0,0.1429,0.0,0.0,0.0,False
E2_GSE136831,465C,Control,ATI,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False
E2_GSE136831,465C,Control,ATII,24,0.625,0.1667,0.0417,0.0,0.625,0.125,0.0833,0.0,True
E2_GSE136831,465C,Control,B,189,0.1323,0.0317,0.0053,0.0053,0.0053,0.0,0.0053,0.0,True
E2_GSE136831,465C,Control,B_Plasma,11,0.1818,0.1818,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,465C,Control,Basal,5,0.4,0.6,0.2,0.0,0.8,0.0,0.0,0.0,False
E2_GSE136831,465C,Control,Ciliated,11,0.1818,0.0909,0.0,0.0,0.6364,0.1818,0.2727,0.0,False
E2_GSE136831,465C,Control,Club,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False
E2_GSE136831,465C,Control,Fibroblast,29,0.0,0.1034,0.0,0.0,0.4138,0.069,0.0,0.0,True
E2_GSE136831,465C,Control,ILC_A,11,0.7273,0.0,0.0,0.0,0.0,0.0909,0.0,0.0,False
E2_GSE136831,465C,Control,ILC_B,19,0.5263,0.0,0.0,0.0526,0.0,0.0,0.0,0.0,False
E2_GSE136831,465C,Control,Lymphatic,26,0.0,0.1154,0.0,0.0385,0.0,0.0,0.0,0.0,True
E2_GSE136831,465C,Control,Macrophage,183,0.2514,0.5355,0.4044,0.0109,0.0219,0.082,0.0,0.0055,True
E2_GSE136831,465C,Control,Macrophage_Alveolar,822,0.1594,0.7579,0.2908,0.0134,0.0182,0.09,0.0061,0.0,True
E2_GSE136831,465C,Control,Mast,6,0.1667,0.0,0.0,0.0,0.0,0.1667,0.0,0.0,False
E2_GSE136831,465C,Control,Mesothelial,8,0.25,0.0,0.125,0.0,0.75,0.0,0.125,0.0,False
E2_GSE136831,465C,Control,Multiplet,12,0.25,0.3333,0.0833,0.0,0.0833,0.1667,0.0,0.0,False
E2_GSE136831,465C,Control,Myofibroblast,3,0.0,0.0,0.0,0.0,0.3333,0.0,0.0,0.0,False
E2_GSE136831,465C,Control,NK,146,0.137,0.0411,0.0137,0.0,0.0068,0.0137,0.0,0.0,True
E2_GSE136831,465C,Control,SMC,2,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,False
E2_GSE136831,465C,Control,T,518,0.1371,0.0405,0.0039,0.0077,0.0039,0.0077,0.0,0.0019,True
E2_GSE136831,465C,Control,T_Cytotoxic,450,0.0956,0.0378,0.0156,0.0022,0.0,0.0133,0.0,0.0022,True
E2_GSE136831,465C,Control,T_Regulatory,39,0.1026,0.0256,0.0,0.0,0.0256,0.0,0.0,0.0,True
E2_GSE136831,465C,Control,VE_Arterial,10,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.0,False
E2_GSE136831,465C,Control,VE_Venous,9,0.0,0.2222,0.0,0.0,0.1111,0.0,0.0,0.0,False
E2_GSE136831,465C,Control,cDC1,5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,465C,Control,cDC2,40,0.675,0.5,0.425,0.0,0.0,0.05,0.0,0.05,True
E2_GSE136831,465C,Control,cMonocyte,31,0.3871,0.5806,0.7419,0.0,0.0,0.0645,0.0,0.0968,True
E2_GSE136831,465C,Control,ncMonocyte,11,0.3636,0.7273,0.5455,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,47I,IPF,ATI,2,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,False
E2_GSE136831,47I,IPF,B,87,0.1264,0.0115,0.0,0.0115,0.0115,0.0,0.0,0.0,True
E2_GSE136831,47I,IPF,B_Plasma,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,False
E2_GSE136831,47I,IPF,Basal,11,0.3636,0.3636,0.0909,0.0,1.0,0.3636,0.0909,0.0909,False
E2_GSE136831,47I,IPF,Ciliated,66,0.1364,0.0,0.0303,0.0303,0.4091,0.1515,0.2121,0.0,True
E2_GSE136831,47I,IPF,Club,5,0.4,0.2,0.0,0.0,0.0,0.4,0.2,0.0,False
E2_GSE136831,47I,IPF,DC_Langerhans,4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,47I,IPF,DC_Mature,4,1.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,False
E2_GSE136831,47I,IPF,Fibroblast,20,0.05,0.0,0.05,0.0,0.65,0.0,0.0,0.0,True
E2_GSE136831,47I,IPF,Goblet,6,0.1667,0.0,0.0,0.0,0.8333,0.1667,0.0,0.0,False
E2_GSE136831,47I,IPF,ILC_A,4,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,47I,IPF,Lymphatic,25,0.0,0.08,0.0,0.0,0.04,0.0,0.0,0.0,True
E2_GSE136831,47I,IPF,Macrophage,975,0.4831,0.2882,0.4472,0.0041,0.0072,0.0533,0.0031,0.0338,True
E2_GSE136831,47I,IPF,Macrophage_Alveolar,850,0.2482,0.3506,0.1659,0.0059,0.0047,0.0576,0.0012,0.0012,True
E2_GSE136831,47I,IPF,Mast,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E2_GSE136831,47I,IPF,Mesothelial,7,0.1429,0.0,0.1429,0.0,1.0,0.0,0.0,0.1429,False
E2_GSE136831,47I,IPF,Multiplet,12,0.0833,0.3333,0.4167,0.0,0.1667,0.0833,0.0,0.0,False
E2_GSE136831,47I,IPF,Myofibroblast,23,0.087,0.087,0.0,0.0,0.3913,0.0,0.0,0.0,True
E2_GSE136831,47I,IPF,NK,77,0.6364,0.039,0.0,0.0,0.0,0.026,0.0,0.0,True
E2_GSE136831,47I,IPF,SMC,5,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,False
E2_GSE136831,47I,IPF,T,32,0.2188,0.0625,0.0,0.0,0.0,0.0312,0.0,0.0625,True
E2_GSE136831,47I,IPF,T_Cytotoxic,103,0.1359,0.0097,0.0194,0.0,0.0,0.0194,0.0,0.0,True
E2_GSE136831,47I,IPF,T_Regulatory,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
