config,label,cell_floor,module,case,reference,n_patients,eligible,source_coverage,reason,mean_difference,positive_patients,loo_min,loo_max
unc20_largest_library,AT2,50,AT2_published_holdout,LUAD,MIA,4,True,0.864321608040201,eligible_descriptive_contrast,-0.06564082955028483,0.0,-0.08524941698274298,-0.04495580318298664
unc20_largest_library,AT2,50,DATP_PATS_holdout_panel,AAH,normal,8,False,0.666666666666667,assayed_source_gene_fraction_below_0.7,,,,
unc20_largest_library,AT2,50,DATP_PATS_holdout_panel,AIS,normal,12,False,0.666666666666667,assayed_source_gene_fraction_below_0.7,,,,
unc20_largest_library,AT2,50,DATP_PATS_holdout_panel,MIA,normal,4,False,0.666666666666667,assayed_source_gene_fraction_below_0.7,,,,
unc20_largest_library,AT2,50,DATP_PATS_holdout_panel,LUAD,normal,23,False,0.666666666666667,assayed_source_gene_fraction_below_0.7,,,,
unc20_largest_library,AT2,50,DATP_PATS_holdout_panel,LUAD,AAH,8,False,0.666666666666667,assayed_source_gene_fraction_below_0.7,,,,
unc20_largest_library,AT2,50,DATP_PATS_holdout_panel,LUAD,AIS,12,False,0.666666666666667,assayed_source_gene_fraction_below_0.7,,,,
unc20_largest_library,AT2,50,DATP_PATS_holdout_panel,LUAD,MIA,4,False,0.666666666666667,assayed_source_gene_fraction_below_0.7,,,,
unc20_largest_library,AT2,50,HALLMARK_HYPOXIA,AAH,normal,8,True,0.92964824120603,eligible_descriptive_contrast,-0.0022848400098964827,4.0,-0.0634286834706131,0.05406972405752545
unc20_largest_library,AT2,50,HALLMARK_HYPOXIA,AIS,normal,12,True,0.92964824120603,eligible_descriptive_contrast,0.031112726436315907,8.0,-0.037485925363869056,0.08468131241399825
unc20_largest_library,AT2,50,HALLMARK_HYPOXIA,MIA,normal,4,True,0.92964824120603,eligible_descriptive_contrast,0.15032754359692235,2.0,0.07574096789122331,0.2146364469119765
unc20_largest_library,AT2,50,HALLMARK_HYPOXIA,LUAD,normal,23,True,0.92964824120603,eligible_descriptive_contrast,0.24612787814974635,21.0,0.22340154825935937,0.26692573655394347
unc20_largest_library,AT2,50,HALLMARK_HYPOXIA,LUAD,AAH,8,True,0.92964824120603,eligible_descriptive_contrast,0.27375129089214134,8.0,0.21935817170318295,0.30863934705755014
unc20_largest_library,AT2,50,HALLMARK_HYPOXIA,LUAD,AIS,12,True,0.92964824120603,eligible_descriptive_contrast,0.21165502719618065,10.0,0.1665456643529971,0.24153039509276522
unc20_largest_library,AT2,50,HALLMARK_HYPOXIA,LUAD,MIA,4,True,0.92964824120603,eligible_descriptive_contrast,0.13163657017109975,3.0,0.09094184850123987,0.22875507262119962
unc20_largest_library,AT2,50,HALLMARK_INFLAMMATORY_RESPONSE,AAH,normal,8,True,0.954314720812183,eligible_descriptive_contrast,-0.0770727634250975,1.0,-0.15175755508129146,-0.02252832286605993
unc20_largest_library,AT2,50,HALLMARK_INFLAMMATORY_RESPONSE,AIS,normal,12,True,0.954314720812183,eligible_descriptive_contrast,0.10059085972221911,8.0,0.03206458970520266,0.17146917223593994
unc20_largest_library,AT2,50,HALLMARK_INFLAMMATORY_RESPONSE,MIA,normal,4,True,0.954314720812183,eligible_descriptive_contrast,0.3007490626839151,3.0,0.1732497581505701,0.4203737069431135
unc20_largest_library,AT2,50,HALLMARK_INFLAMMATORY_RESPONSE,LUAD,normal,23,True,0.954314720812183,eligible_descriptive_contrast,0.3966912130672839,20.0,0.3541945379466745,0.43025296904221494
unc20_largest_library,AT2,50,HALLMARK_INFLAMMATORY_RESPONSE,LUAD,AAH,8,True,0.954314720812183,eligible_descriptive_contrast,0.4949671036138263,7.0,0.3925368880532372,0.5823048598624087
unc20_largest_library,AT2,50,HALLMARK_INFLAMMATORY_RESPONSE,LUAD,AIS,12,True,0.954314720812183,eligible_descriptive_contrast,0.2532948032051408,9.0,0.20045455816382,0.2935259694354755
unc20_largest_library,AT2,50,HALLMARK_INFLAMMATORY_RESPONSE,LUAD,MIA,4,True,0.954314720812183,eligible_descriptive_contrast,0.41868326120095734,4.0,0.3804230607197998,0.4788221732372831
unc20_largest_library,AT2,50,HALLMARK_P53_PATHWAY,AAH,normal,8,True,0.93,eligible_descriptive_contrast,0.07947502713687882,6.0,0.02401282277723433,0.12272778312432145
unc20_largest_library,AT2,50,HALLMARK_P53_PATHWAY,AIS,normal,12,True,0.93,eligible_descriptive_contrast,0.094119294996914,9.0,0.07316647088933982,0.13627250606209343
unc20_largest_library,AT2,50,HALLMARK_P53_PATHWAY,MIA,normal,4,True,0.93,eligible_descriptive_contrast,0.30208838004158767,4.0,0.2922397668500934,0.3103932903135336
unc20_largest_library,AT2,50,HALLMARK_P53_PATHWAY,LUAD,normal,23,True,0.93,eligible_descriptive_contrast,0.23594734902851008,21.0,0.215562059529766,0.2557863617686892
unc20_largest_library,AT2,50,HALLMARK_P53_PATHWAY,LUAD,AAH,8,True,0.93,eligible_descriptive_contrast,0.1389536431477274,6.0,0.09959691159222281,0.17432620313352132
unc20_largest_library,AT2,50,HALLMARK_P53_PATHWAY,LUAD,AIS,12,True,0.93,eligible_descriptive_contrast,0.16061809055388268,11.0,0.13979293123782205,0.18517939259497107
unc20_largest_library,AT2,50,HALLMARK_P53_PATHWAY,LUAD,MIA,4,True,0.93,eligible_descriptive_contrast,-0.04634487338072235,2.0,-0.10587971286247318,0.016000504821626887
unc20_largest_library,AT2,50,HPCS_author_top100,AAH,normal,8,True,0.78,eligible_descriptive_contrast,0.018893530095146327,3.0,-0.06993712217802704,0.09158970301987569
unc20_largest_library,AT2,50,HPCS_author_top100,AIS,normal,12,True,0.78,eligible_descriptive_contrast,0.11739407416936827,10.0,0.07469566046278266,0.1715380504362008
unc20_largest_library,AT2,50,HPCS_author_top100,MIA,normal,4,True,0.78,eligible_descriptive_contrast,0.210054531992935,3.0,0.1250016870574265,0.3497818803790936
unc20_largest_library,AT2,50,HPCS_author_top100,LUAD,normal,23,True,0.78,eligible_descriptive_contrast,0.33369407383789135,18.0,0.2914159893568291,0.3687480508420355
unc20_largest_library,AT2,50,HPCS_author_top100,LUAD,AAH,8,True,0.78,eligible_descriptive_contrast,0.34290169095795886,6.0,0.25611840485168297,0.4244029317803645
unc20_largest_library,AT2,50,HPCS_author_top100,LUAD,AIS,12,True,0.78,eligible_descriptive_contrast,0.245741008855456,10.0,0.20066019762239373,0.28738100516584203
unc20_largest_library,AT2,50,HPCS_author_top100,LUAD,MIA,4,True,0.78,eligible_descriptive_contrast,0.17481432329605506,3.0,0.10944978186174688,0.24811294669508013
unc20_largest_library,AT2,50,HPCS_excluding_operational_markers,AAH,normal,8,True,0.785714285714286,eligible_descriptive_contrast,0.025957613619719766,3.0,-0.06539098973569304,0.09538989621682838
unc20_largest_library,AT2,50,HPCS_excluding_operational_markers,AIS,normal,12,True,0.785714285714286,eligible_descriptive_contrast,0.1153619148617749,10.0,0.06685004785597991,0.16684041870408625
unc20_largest_library,AT2,50,HPCS_excluding_operational_markers,MIA,normal,4,True,0.785714285714286,eligible_descriptive_contrast,0.19312283939598252,3.0,0.10041218754807317,0.3402190648936134
unc20_largest_library,AT2,50,HPCS_excluding_operational_markers,LUAD,normal,23,True,0.785714285714286,eligible_descriptive_contrast,0.3173407326477195,19.0,0.27423722922984856,0.35205326448787627
unc20_largest_library,AT2,50,HPCS_excluding_operational_markers,LUAD,AAH,8,True,0.785714285714286,eligible_descriptive_contrast,0.3228374659436089,6.0,0.23543531587602443,0.40694627924726456
unc20_largest_library,AT2,50,HPCS_excluding_operational_markers,LUAD,AIS,12,True,0.785714285714286,eligible_descriptive_contrast,0.24591153305878186,10.0,0.20145095221838386,0.2920219662808702
unc20_largest_library,AT2,50,HPCS_excluding_operational_markers,LUAD,MIA,4,True,0.785714285714286,eligible_descriptive_contrast,0.1449994258708649,3.0,0.08336877906356015,0.21925741883082317
unc20_largest_library,AT2,50,HPCS_without_ADI_or_operational_markers,AAH,normal,8,True,0.791208791208791,eligible_descriptive_contrast,0.00810786827036114,3.0,-0.0833345611744901,0.0739197364420556
unc20_largest_library,AT2,50,HPCS_without_ADI_or_operational_markers,AIS,normal,12,True,0.791208791208791,eligible_descriptive_contrast,0.09330691857453581,9.0,0.043499778319027224,0.14569817157926998
unc20_largest_library,AT2,50,HPCS_without_ADI_or_operational_markers,MIA,normal,4,True,0.791208791208791,eligible_descriptive_contrast,0.175273887223525,3.0,0.07365746002026989,0.3438512461219034
unc20_largest_library,AT2,50,HPCS_without_ADI_or_operational_markers,LUAD,normal,23,True,0.791208791208791,eligible_descriptive_contrast,0.30928236424771693,19.0,0.26538236171545454,0.34340318702282585
unc20_largest_library,AT2,50,HPCS_without_ADI_or_operational_markers,LUAD,AAH,8,True,0.791208791208791,eligible_descriptive_contrast,0.3300565531861751,7.0,0.23774340935228006,0.41198264040269006
unc20_largest_library,AT2,50,HPCS_without_ADI_or_operational_markers,LUAD,AIS,12,True,0.791208791208791,eligible_descriptive_contrast,0.2569300350549809,10.0,0.21219351538496828,0.3032090323360601
unc20_largest_library,AT2,50,HPCS_without_ADI_or_operational_markers,LUAD,MIA,4,True,0.791208791208791,eligible_descriptive_contrast,0.17321551313060235,3.0,0.11791540237895,0.2457479214395164
unc20_largest_library,AT2,50,Han_ISR_source_symbols,AAH,normal,8,True,0.821705426356589,eligible_descriptive_contrast,0.07767080939187998,5.0,0.023491188839165695,0.12843208386807423
unc20_largest_library,AT2,50,Han_ISR_source_symbols,AIS,normal,12,True,0.821705426356589,eligible_descriptive_contrast,0.14125293438053577,9.0,0.10073381817873264,0.17840367551055536
unc20_largest_library,AT2,50,Han_ISR_source_symbols,MIA,normal,4,True,0.821705426356589,eligible_descriptive_contrast,0.40215698986678505,4.0,0.35134309670032,0.4372164239120934
unc20_largest_library,AT2,50,Han_ISR_source_symbols,LUAD,normal,23,True,0.821705426356589,eligible_descriptive_contrast,0.37332851187272437,23.0,0.3572346674343777,0.38990428937962496
unc20_largest_library,AT2,50,Han_ISR_source_symbols,LUAD,AAH,8,True,0.821705426356589,eligible_descriptive_contrast,0.2590399940255612,8.0,0.21593880066282573,0.28377684026201716
unc20_largest_library,AT2,50,Han_ISR_source_symbols,LUAD,AIS,12,True,0.821705426356589,eligible_descriptive_contrast,0.22180982513879174,9.0,0.1685334437145337,0.2525286502874183
unc20_largest_library,AT2,50,Han_ISR_source_symbols,LUAD,MIA,4,True,0.821705426356589,eligible_descriptive_contrast,0.03573542455580525,3.0,-0.009950907308983107,0.09363623497511704
unc20_largest_library,AT2,50,Han_ISR_without_HPCS_ADI_or_operational_markers,AAH,normal,8,True,0.847619047619048,eligible_descriptive_contrast,0.10346484820963359,6.0,0.04414969782175847,0.14929996747565985
unc20_largest_library,AT2,50,Han_ISR_without_HPCS_ADI_or_operational_markers,AIS,normal,12,True,0.847619047619048,eligible_descriptive_contrast,0.17592198013346413,9.0,0.13018911846354903,0.2067264121223727
unc20_largest_library,AT2,50,Han_ISR_without_HPCS_ADI_or_operational_markers,MIA,normal,4,True,0.847619047619048,eligible_descriptive_contrast,0.46571944168574764,4.0,0.39984566871613697,0.52678221680514
unc20_largest_library,AT2,50,Han_ISR_without_HPCS_ADI_or_operational_markers,LUAD,normal,23,True,0.847619047619048,eligible_descriptive_contrast,0.43086229828450645,23.0,0.4097525588015413,0.44333422783423226
unc20_largest_library,AT2,50,Han_ISR_without_HPCS_ADI_or_operational_markers,LUAD,AAH,8,True,0.847619047619048,eligible_descriptive_contrast,0.27961369045059004,8.0,0.25216538586941856,0.29831242825974574
unc20_largest_library,AT2,50,Han_ISR_without_HPCS_ADI_or_operational_markers,LUAD,AIS,12,True,0.847619047619048,eligible_descriptive_contrast,0.2294536593823092,11.0,0.17487652324743277,0.2575673114584036
unc20_largest_library,AT2,50,Han_ISR_without_HPCS_ADI_or_operational_markers,LUAD,MIA,4,True,0.847619047619048,eligible_descriptive_contrast,0.08232378622657222,3.0,0.03245311286370948,0.14507384270669318
unc20_largest_library,__broad__,50,ADI_published_holdout,AAH,normal,8,False,0.64070351758794,assayed_source_gene_fraction_below_0.7,,,,
unc20_largest_library,__broad__,50,ADI_published_holdout,AIS,normal,12,False,0.64070351758794,assayed_source_gene_fraction_below_0.7,,,,
unc20_largest_library,__broad__,50,ADI_published_holdout,MIA,normal,4,False,0.64070351758794,assayed_source_gene_fraction_below_0.7,,,,
unc20_largest_library,__broad__,50,ADI_published_holdout,LUAD,normal,23,False,0.64070351758794,assayed_source_gene_fraction_below_0.7,,,,
unc20_largest_library,__broad__,50,ADI_published_holdout,LUAD,AAH,8,False,0.64070351758794,assayed_source_gene_fraction_below_0.7,,,,
unc20_largest_library,__broad__,50,ADI_published_holdout,LUAD,AIS,12,False,0.64070351758794,assayed_source_gene_fraction_below_0.7,,,,
unc20_largest_library,__broad__,50,ADI_published_holdout,LUAD,MIA,4,False,0.64070351758794,assayed_source_gene_fraction_below_0.7,,,,
unc20_largest_library,__broad__,50,AT1_published_holdout,AAH,normal,8,True,0.842105263157895,eligible_descriptive_contrast,0.07000348789628374,5.0,0.02702404986227006,0.10112193637722276
unc20_largest_library,__broad__,50,AT1_published_holdout,AIS,normal,12,True,0.842105263157895,eligible_descriptive_contrast,0.04480141424229419,8.0,0.0222713786531373,0.08619812004689456
unc20_largest_library,__broad__,50,AT1_published_holdout,MIA,normal,4,True,0.842105263157895,eligible_descriptive_contrast,0.18356300007751503,4.0,0.16938222622378016,0.20739675933070334
unc20_largest_library,__broad__,50,AT1_published_holdout,LUAD,normal,23,True,0.842105263157895,eligible_descriptive_contrast,0.15861188646068383,19.0,0.14369939263090672,0.1732322564630295
unc20_largest_library,__broad__,50,AT1_published_holdout,LUAD,AAH,8,True,0.842105263157895,eligible_descriptive_contrast,0.10882434075329861,5.0,0.06363614285259558,0.1485117852829813
unc20_largest_library,__broad__,50,AT1_published_holdout,LUAD,AIS,12,True,0.842105263157895,eligible_descriptive_contrast,0.09965224831831243,9.0,0.06501873226173908,0.11676307002502986
unc20_largest_library,__broad__,50,AT1_published_holdout,LUAD,MIA,4,True,0.842105263157895,eligible_descriptive_contrast,0.004503008672797293,2.0,-0.04894889685479361,0.054790885605286554
unc20_largest_library,__broad__,50,AT2_published_holdout,AAH,normal,8,True,0.864321608040201,eligible_descriptive_contrast,0.024775001039758715,5.0,0.0015985591346685218,0.046159792938091346
unc20_largest_library,__broad__,50,AT2_published_holdout,AIS,normal,12,True,0.864321608040201,eligible_descriptive_contrast,0.013629821780758444,7.0,-0.008097015233232615,0.05291261074527737
unc20_largest_library,__broad__,50,AT2_published_holdout,MIA,normal,4,True,0.864321608040201,eligible_descriptive_contrast,0.08657848699537252,3.0,0.05755721705599992,0.12983642904834683
unc20_largest_library,__broad__,50,AT2_published_holdout,LUAD,normal,23,True,0.864321608040201,eligible_descriptive_contrast,-0.005580766291481771,15.0,-0.01556151036426416,0.015374842927817685
unc20_largest_library,__broad__,50,AT2_published_holdout,LUAD,AAH,8,True,0.864321608040201,eligible_descriptive_contrast,-0.027051650901321334,4.0,-0.07249835993132578,0.011585134084258542
unc20_largest_library,__broad__,50,AT2_published_holdout,LUAD,AIS,12,True,0.864321608040201,eligible_descriptive_contrast,-0.0035568325117959856,7.0,-0.050122037775181046,0.026064136510389847
unc20_largest_library,__broad__,50,AT2_published_holdout,LUAD,MIA,4,True,0.864321608040201,eligible_descriptive_contrast,-0.07712796347077511,0.0,-0.10006299723044343,-0.0534035448974833
unc20_largest_library,__broad__,50,DATP_PATS_holdout_panel,AAH,normal,8,False,0.666666666666667,assayed_source_gene_fraction_below_0.7,,,,
unc20_largest_library,__broad__,50,DATP_PATS_holdout_panel,AIS,normal,12,False,0.666666666666667,assayed_source_gene_fraction_below_0.7,,,,
unc20_largest_library,__broad__,50,DATP_PATS_holdout_panel,MIA,normal,4,False,0.666666666666667,assayed_source_gene_fraction_below_0.7,,,,
unc20_largest_library,__broad__,50,DATP_PATS_holdout_panel,LUAD,normal,23,False,0.666666666666667,assayed_source_gene_fraction_below_0.7,,,,
unc20_largest_library,__broad__,50,DATP_PATS_holdout_panel,LUAD,AAH,8,False,0.666666666666667,assayed_source_gene_fraction_below_0.7,,,,
unc20_largest_library,__broad__,50,DATP_PATS_holdout_panel,LUAD,AIS,12,False,0.666666666666667,assayed_source_gene_fraction_below_0.7,,,,
unc20_largest_library,__broad__,50,DATP_PATS_holdout_panel,LUAD,MIA,4,False,0.666666666666667,assayed_source_gene_fraction_below_0.7,,,,
unc20_largest_library,__broad__,50,HALLMARK_HYPOXIA,AAH,normal,8,True,0.92964824120603,eligible_descriptive_contrast,-0.004065234631951131,4.0,-0.06334426956889841,0.052119830420947304
unc20_largest_library,__broad__,50,HALLMARK_HYPOXIA,AIS,normal,12,True,0.92964824120603,eligible_descriptive_contrast,0.03138068712031783,8.0,-0.03755684496206331,0.08517986352395489
unc20_largest_library,__broad__,50,HALLMARK_HYPOXIA,MIA,normal,4,True,0.92964824120603,eligible_descriptive_contrast,0.15152877193960257,2.0,0.07692414783432995,0.21593842517444006
unc20_largest_library,__broad__,50,HALLMARK_HYPOXIA,LUAD,normal,23,True,0.92964824120603,eligible_descriptive_contrast,0.2453555765149841,21.0,0.22330428641700475,0.2662742288011484
unc20_largest_library,__broad__,50,HALLMARK_HYPOXIA,LUAD,AAH,8,True,0.92964824120603,eligible_descriptive_contrast,0.2732949629696325,8.0,0.21861066745474148,0.30883292736321294
unc20_largest_library,__broad__,50,HALLMARK_HYPOXIA,LUAD,AIS,12,True,0.92964824120603,eligible_descriptive_contrast,0.21148924594273402,10.0,0.16593358931712618,0.24146891838893253
unc20_largest_library,__broad__,50,HALLMARK_HYPOXIA,LUAD,MIA,4,True,0.92964824120603,eligible_descriptive_contrast,0.12970283543442518,3.0,0.08905497792976351,0.22198964260701684
unc20_largest_library,__broad__,50,HALLMARK_INFLAMMATORY_RESPONSE,AAH,normal,8,True,0.954314720812183,eligible_descriptive_contrast,-0.0799244819132412,1.0,-0.15245614715557426,-0.02569847480829855
unc20_largest_library,__broad__,50,HALLMARK_INFLAMMATORY_RESPONSE,AIS,normal,12,True,0.954314720812183,eligible_descriptive_contrast,0.10130394684956752,8.0,0.03242050493507637,0.1724543594159791
unc20_largest_library,__broad__,50,HALLMARK_INFLAMMATORY_RESPONSE,MIA,normal,4,True,0.954314720812183,eligible_descriptive_contrast,0.30183072064957006,3.0,0.17329041077189014,0.4221118403912234
unc20_largest_library,__broad__,50,HALLMARK_INFLAMMATORY_RESPONSE,LUAD,normal,23,True,0.954314720812183,eligible_descriptive_contrast,0.39104322931364643,20.0,0.3494031493607254,0.42554656397046303
unc20_largest_library,__broad__,50,HALLMARK_INFLAMMATORY_RESPONSE,LUAD,AAH,8,True,0.954314720812183,eligible_descriptive_contrast,0.49246791660314115,7.0,0.3892127746539999,0.580969815116194
unc20_largest_library,__broad__,50,HALLMARK_INFLAMMATORY_RESPONSE,LUAD,AIS,12,True,0.954314720812183,eligible_descriptive_contrast,0.2509123001037366,9.0,0.19781764573766172,0.29116351753581815
unc20_largest_library,__broad__,50,HALLMARK_INFLAMMATORY_RESPONSE,LUAD,MIA,4,True,0.954314720812183,eligible_descriptive_contrast,0.40281275548802997,4.0,0.35901706820428325,0.4598093106493633
unc20_largest_library,__broad__,50,HALLMARK_P53_PATHWAY,AAH,normal,8,True,0.93,eligible_descriptive_contrast,0.07993421565585501,6.0,0.02410982866001429,0.12332010992044141
unc20_largest_library,__broad__,50,HALLMARK_P53_PATHWAY,AIS,normal,12,True,0.93,eligible_descriptive_contrast,0.09498658840043483,9.0,0.0740645173768871,0.13730876509031892
unc20_largest_library,__broad__,50,HALLMARK_P53_PATHWAY,MIA,normal,4,True,0.93,eligible_descriptive_contrast,0.30153808968276996,4.0,0.2923301673473733,0.31025642093805317
unc20_largest_library,__broad__,50,HALLMARK_P53_PATHWAY,LUAD,normal,23,True,0.93,eligible_descriptive_contrast,0.24038168000340202,21.0,0.22023994552748485,0.2605558273753535
unc20_largest_library,__broad__,50,HALLMARK_P53_PATHWAY,LUAD,AAH,8,True,0.93,eligible_descriptive_contrast,0.14136673446983972,6.0,0.09852107181393548,0.17776065134074542
unc20_largest_library,__broad__,50,HALLMARK_P53_PATHWAY,LUAD,AIS,12,True,0.93,eligible_descriptive_contrast,0.1678296086097558,11.0,0.1473328698153009,0.1931192879739663
unc20_largest_library,__broad__,50,HALLMARK_P53_PATHWAY,LUAD,MIA,4,True,0.93,eligible_descriptive_contrast,-0.05026582677113489,2.0,-0.11079373305548312,0.012032672884643306
unc20_largest_library,__broad__,50,HPCS_author_top100,AAH,normal,8,True,0.78,eligible_descriptive_contrast,0.015218702465959966,3.0,-0.07034758071020862,0.08750952570849987
unc20_largest_library,__broad__,50,HPCS_author_top100,AIS,normal,12,True,0.78,eligible_descriptive_contrast,0.11931365093691419,10.0,0.07659745516345726,0.17304174406001635
unc20_largest_library,__broad__,50,HPCS_author_top100,MIA,normal,4,True,0.78,eligible_descriptive_contrast,0.2115525365008749,3.0,0.12619232776134334,0.35172494485100997
unc20_largest_library,__broad__,50,HPCS_author_top100,LUAD,normal,23,True,0.78,eligible_descriptive_contrast,0.33741379129750604,19.0,0.2960384092618508,0.37279610113023537
unc20_largest_library,__broad__,50,HPCS_author_top100,LUAD,AAH,8,True,0.78,eligible_descriptive_contrast,0.34634273705010504,6.0,0.25967907267179297,0.4292870126713315
unc20_largest_library,__broad__,50,HPCS_author_top100,LUAD,AIS,12,True,0.78,eligible_descriptive_contrast,0.25146635966717157,10.0,0.20656805641549444,0.29371103385546177
unc20_largest_library,__broad__,50,HPCS_author_top100,LUAD,MIA,4,True,0.78,eligible_descriptive_contrast,0.17258887445064763,3.0,0.10648964875904336,0.24586214223053351
unc20_largest_library,__broad__,50,HPCS_excluding_operational_markers,AAH,normal,8,True,0.785714285714286,eligible_descriptive_contrast,0.022299388913898766,3.0,-0.06573169069551854,0.09128688781953283
unc20_largest_library,__broad__,50,HPCS_excluding_operational_markers,AIS,normal,12,True,0.785714285714286,eligible_descriptive_contrast,0.11730275600022914,10.0,0.06874210239362814,0.1690529453309682
unc20_largest_library,__broad__,50,HPCS_excluding_operational_markers,MIA,normal,4,True,0.785714285714286,eligible_descriptive_contrast,0.19447359611563508,3.0,0.10139602126189,0.3420401953230002
unc20_largest_library,__broad__,50,HPCS_excluding_operational_markers,LUAD,normal,23,True,0.785714285714286,eligible_descriptive_contrast,0.32075043713739604,19.0,0.2786317353372154,0.3557765450031027
unc20_largest_library,__broad__,50,HPCS_excluding_operational_markers,LUAD,AAH,8,True,0.785714285714286,eligible_descriptive_contrast,0.32572820642732236,6.0,0.23840160754214848,0.41150926997832266
unc20_largest_library,__broad__,50,HPCS_excluding_operational_markers,LUAD,AIS,12,True,0.785714285714286,eligible_descriptive_contrast,0.25154112461112416,10.0,0.2073954493602881,0.2982781194885182
unc20_largest_library,__broad__,50,HPCS_excluding_operational_markers,LUAD,MIA,4,True,0.785714285714286,eligible_descriptive_contrast,0.1424488364958525,3.0,0.08008314749896339,0.21655086417189326
unc20_largest_library,__broad__,50,HPCS_without_ADI_or_operational_markers,AAH,normal,8,True,0.791208791208791,eligible_descriptive_contrast,0.004419468196324938,3.0,-0.08399550636509145,0.06978756603712702
unc20_largest_library,__broad__,50,HPCS_without_ADI_or_operational_markers,AIS,normal,12,True,0.791208791208791,eligible_descriptive_contrast,0.09514699653457825,9.0,0.04526644581562991,0.14780746775192266
unc20_largest_library,__broad__,50,HPCS_without_ADI_or_operational_markers,MIA,normal,4,True,0.791208791208791,eligible_descriptive_contrast,0.1766715307832325,3.0,0.07464736187994332,0.3458750008129199
unc20_largest_library,__broad__,50,HPCS_without_ADI_or_operational_markers,LUAD,normal,23,True,0.791208791208791,eligible_descriptive_contrast,0.31265377262672994,19.0,0.26953708532463133,0.34708699670522997
unc20_largest_library,__broad__,50,HPCS_without_ADI_or_operational_markers,LUAD,AAH,8,True,0.791208791208791,eligible_descriptive_contrast,0.33322233872515883,7.0,0.24100072403956727,0.41667761880514437
unc20_largest_library,__broad__,50,HPCS_without_ADI_or_operational_markers,LUAD,AIS,12,True,0.791208791208791,eligible_descriptive_contrast,0.26273178343968656,10.0,0.21837927449013267,0.3096609510047063
unc20_largest_library,__broad__,50,HPCS_without_ADI_or_operational_markers,LUAD,MIA,4,True,0.791208791208791,eligible_descriptive_contrast,0.16983982308221512,3.0,0.11353783921973666,0.2424330707951666
