set	gene
HALLMARK_INTERFERON_GAMMA_RESPONSE	CD74
HALLMARK_INTERFERON_GAMMA_RESPONSE	CD86
HALLMARK_INTERFERON_GAMMA_RESPONSE	CDKN1A
HALLMARK_INTERFERON_GAMMA_RESPONSE	CFB
HALLMARK_INTERFERON_GAMMA_RESPONSE	CFH
HALLMARK_INTERFERON_GAMMA_RESPONSE	CIITA
HALLMARK_INTERFERON_GAMMA_RESPONSE	CMKLR1
HALLMARK_INTERFERON_GAMMA_RESPONSE	CMPK2
HALLMARK_INTERFERON_GAMMA_RESPONSE	CMTR1
HALLMARK_INTERFERON_GAMMA_RESPONSE	CSF2RB
HALLMARK_INTERFERON_GAMMA_RESPONSE	CXCL10
HALLMARK_INTERFERON_GAMMA_RESPONSE	CXCL11
HALLMARK_INTERFERON_GAMMA_RESPONSE	CXCL9
HALLMARK_INTERFERON_GAMMA_RESPONSE	DDX60
HALLMARK_INTERFERON_GAMMA_RESPONSE	DHX58
HALLMARK_INTERFERON_GAMMA_RESPONSE	EIF2AK2
HALLMARK_INTERFERON_GAMMA_RESPONSE	EIF4E3
HALLMARK_INTERFERON_GAMMA_RESPONSE	EPSTI1
HALLMARK_INTERFERON_GAMMA_RESPONSE	FAS
HALLMARK_INTERFERON_GAMMA_RESPONSE	FCGR1A
HALLMARK_INTERFERON_GAMMA_RESPONSE	FGL2
HALLMARK_INTERFERON_GAMMA_RESPONSE	FPR1
HALLMARK_INTERFERON_GAMMA_RESPONSE	GBP4
HALLMARK_INTERFERON_GAMMA_RESPONSE	GBP6
HALLMARK_INTERFERON_GAMMA_RESPONSE	GCH1
HALLMARK_INTERFERON_GAMMA_RESPONSE	GPR18
HALLMARK_INTERFERON_GAMMA_RESPONSE	GZMA
HALLMARK_INTERFERON_GAMMA_RESPONSE	HELZ2
HALLMARK_INTERFERON_GAMMA_RESPONSE	HERC6
HALLMARK_INTERFERON_GAMMA_RESPONSE	HIF1A
HALLMARK_INTERFERON_GAMMA_RESPONSE	HLA-A
HALLMARK_INTERFERON_GAMMA_RESPONSE	HLA-B
HALLMARK_INTERFERON_GAMMA_RESPONSE	HLA-DMA
HALLMARK_INTERFERON_GAMMA_RESPONSE	HLA-DQA1
HALLMARK_INTERFERON_GAMMA_RESPONSE	HLA-DRB1
HALLMARK_INTERFERON_GAMMA_RESPONSE	HLA-G
HALLMARK_INTERFERON_GAMMA_RESPONSE	ICAM1
HALLMARK_INTERFERON_GAMMA_RESPONSE	IDO1
HALLMARK_INTERFERON_GAMMA_RESPONSE	IFI27
HALLMARK_INTERFERON_GAMMA_RESPONSE	IFI30
HALLMARK_INTERFERON_GAMMA_RESPONSE	IFI35
HALLMARK_INTERFERON_GAMMA_RESPONSE	IFI44
HALLMARK_INTERFERON_GAMMA_RESPONSE	IFI44L
HALLMARK_INTERFERON_GAMMA_RESPONSE	IFIH1
HALLMARK_INTERFERON_GAMMA_RESPONSE	IFIT1
HALLMARK_INTERFERON_GAMMA_RESPONSE	IFIT2
HALLMARK_INTERFERON_GAMMA_RESPONSE	IFIT3
HALLMARK_INTERFERON_GAMMA_RESPONSE	IFITM2
HALLMARK_INTERFERON_GAMMA_RESPONSE	IFITM3
HALLMARK_INTERFERON_GAMMA_RESPONSE	IFNAR2
HALLMARK_INTERFERON_GAMMA_RESPONSE	IL10RA
HALLMARK_INTERFERON_GAMMA_RESPONSE	IL15
HALLMARK_INTERFERON_GAMMA_RESPONSE	IL15RA
HALLMARK_INTERFERON_GAMMA_RESPONSE	IL18BP
HALLMARK_INTERFERON_GAMMA_RESPONSE	IL2RB
HALLMARK_INTERFERON_GAMMA_RESPONSE	IL4R
HALLMARK_INTERFERON_GAMMA_RESPONSE	IL6
HALLMARK_INTERFERON_GAMMA_RESPONSE	IL7
HALLMARK_INTERFERON_GAMMA_RESPONSE	IRF1
HALLMARK_INTERFERON_GAMMA_RESPONSE	IRF2
HALLMARK_INTERFERON_GAMMA_RESPONSE	IRF4
HALLMARK_INTERFERON_GAMMA_RESPONSE	IRF5
HALLMARK_INTERFERON_GAMMA_RESPONSE	IRF7
HALLMARK_INTERFERON_GAMMA_RESPONSE	IRF8
HALLMARK_INTERFERON_GAMMA_RESPONSE	IRF9
HALLMARK_INTERFERON_GAMMA_RESPONSE	ISG15
HALLMARK_INTERFERON_GAMMA_RESPONSE	ISG20
HALLMARK_INTERFERON_GAMMA_RESPONSE	ISOC1
HALLMARK_INTERFERON_GAMMA_RESPONSE	ITGB7
HALLMARK_INTERFERON_GAMMA_RESPONSE	JAK2
HALLMARK_INTERFERON_GAMMA_RESPONSE	KLRK1
HALLMARK_INTERFERON_GAMMA_RESPONSE	LAP3
HALLMARK_INTERFERON_GAMMA_RESPONSE	LATS2
HALLMARK_INTERFERON_GAMMA_RESPONSE	LCP2
HALLMARK_INTERFERON_GAMMA_RESPONSE	LGALS3BP
HALLMARK_INTERFERON_GAMMA_RESPONSE	LY6E
HALLMARK_INTERFERON_GAMMA_RESPONSE	LYSMD2
HALLMARK_INTERFERON_GAMMA_RESPONSE	MARCHF1
HALLMARK_INTERFERON_GAMMA_RESPONSE	MT2A
HALLMARK_INTERFERON_GAMMA_RESPONSE	MTHFD2
HALLMARK_INTERFERON_GAMMA_RESPONSE	MVP
HALLMARK_INTERFERON_GAMMA_RESPONSE	MX1
HALLMARK_INTERFERON_GAMMA_RESPONSE	MX2
HALLMARK_INTERFERON_GAMMA_RESPONSE	MYD88
HALLMARK_INTERFERON_GAMMA_RESPONSE	NAMPT
HALLMARK_INTERFERON_GAMMA_RESPONSE	NCOA3
HALLMARK_INTERFERON_GAMMA_RESPONSE	NFKB1
HALLMARK_INTERFERON_GAMMA_RESPONSE	NFKBIA
HALLMARK_INTERFERON_GAMMA_RESPONSE	NLRC5
HALLMARK_INTERFERON_GAMMA_RESPONSE	NMI
HALLMARK_INTERFERON_GAMMA_RESPONSE	NOD1
HALLMARK_INTERFERON_GAMMA_RESPONSE	NUP93
HALLMARK_INTERFERON_GAMMA_RESPONSE	OAS2
HALLMARK_INTERFERON_GAMMA_RESPONSE	OAS3
HALLMARK_INTERFERON_GAMMA_RESPONSE	OASL
HALLMARK_INTERFERON_GAMMA_RESPONSE	OGFR
HALLMARK_INTERFERON_GAMMA_RESPONSE	P2RY14
HALLMARK_INTERFERON_GAMMA_RESPONSE	PARP12
HALLMARK_INTERFERON_GAMMA_RESPONSE	PARP14
HALLMARK_INTERFERON_GAMMA_RESPONSE	PDE4B
HALLMARK_INTERFERON_GAMMA_RESPONSE	PELI1
HALLMARK_INTERFERON_GAMMA_RESPONSE	PFKP
HALLMARK_INTERFERON_GAMMA_RESPONSE	PIM1
HALLMARK_INTERFERON_GAMMA_RESPONSE	PLA2G4A
HALLMARK_INTERFERON_GAMMA_RESPONSE	PLSCR1
HALLMARK_INTERFERON_GAMMA_RESPONSE	PML
HALLMARK_INTERFERON_GAMMA_RESPONSE	PNP
HALLMARK_INTERFERON_GAMMA_RESPONSE	PNPT1
HALLMARK_INTERFERON_GAMMA_RESPONSE	PSMA2
HALLMARK_INTERFERON_GAMMA_RESPONSE	PSMA3
HALLMARK_INTERFERON_GAMMA_RESPONSE	PSMB10
HALLMARK_INTERFERON_GAMMA_RESPONSE	PSMB2
HALLMARK_INTERFERON_GAMMA_RESPONSE	PSMB8
HALLMARK_INTERFERON_GAMMA_RESPONSE	PSMB9
HALLMARK_INTERFERON_GAMMA_RESPONSE	PSME1
HALLMARK_INTERFERON_GAMMA_RESPONSE	PSME2
HALLMARK_INTERFERON_GAMMA_RESPONSE	PTGS2
HALLMARK_INTERFERON_GAMMA_RESPONSE	PTPN1
HALLMARK_INTERFERON_GAMMA_RESPONSE	PTPN2
HALLMARK_INTERFERON_GAMMA_RESPONSE	PTPN6
HALLMARK_INTERFERON_GAMMA_RESPONSE	RAPGEF6
HALLMARK_INTERFERON_GAMMA_RESPONSE	RBCK1
HALLMARK_INTERFERON_GAMMA_RESPONSE	RIGI
HALLMARK_INTERFERON_GAMMA_RESPONSE	RIPK1
HALLMARK_INTERFERON_GAMMA_RESPONSE	RIPK2
HALLMARK_INTERFERON_GAMMA_RESPONSE	RNF213
HALLMARK_INTERFERON_GAMMA_RESPONSE	RNF31
HALLMARK_INTERFERON_GAMMA_RESPONSE	RSAD2
HALLMARK_INTERFERON_GAMMA_RESPONSE	RTP4
HALLMARK_INTERFERON_GAMMA_RESPONSE	SAMD9L
HALLMARK_INTERFERON_GAMMA_RESPONSE	SAMHD1
HALLMARK_INTERFERON_GAMMA_RESPONSE	SECTM1
HALLMARK_INTERFERON_GAMMA_RESPONSE	SELP
HALLMARK_INTERFERON_GAMMA_RESPONSE	SERPING1
HALLMARK_INTERFERON_GAMMA_RESPONSE	SLAMF7
HALLMARK_INTERFERON_GAMMA_RESPONSE	SLC25A28
HALLMARK_INTERFERON_GAMMA_RESPONSE	SOCS1
HALLMARK_INTERFERON_GAMMA_RESPONSE	SOCS3
HALLMARK_INTERFERON_GAMMA_RESPONSE	SOD2
HALLMARK_INTERFERON_GAMMA_RESPONSE	SP110
HALLMARK_INTERFERON_GAMMA_RESPONSE	SPPL2A
HALLMARK_INTERFERON_GAMMA_RESPONSE	SRI
HALLMARK_INTERFERON_GAMMA_RESPONSE	SSPN
HALLMARK_INTERFERON_GAMMA_RESPONSE	ST3GAL5
HALLMARK_INTERFERON_GAMMA_RESPONSE	ST8SIA4
HALLMARK_INTERFERON_GAMMA_RESPONSE	STAT1
HALLMARK_INTERFERON_GAMMA_RESPONSE	STAT2
HALLMARK_INTERFERON_GAMMA_RESPONSE	STAT3
HALLMARK_INTERFERON_GAMMA_RESPONSE	STAT4
HALLMARK_INTERFERON_GAMMA_RESPONSE	TAP1
HALLMARK_INTERFERON_GAMMA_RESPONSE	TAPBP
HALLMARK_INTERFERON_GAMMA_RESPONSE	TDRD7
HALLMARK_INTERFERON_GAMMA_RESPONSE	TMT1B
HALLMARK_INTERFERON_GAMMA_RESPONSE	TNFAIP2
HALLMARK_INTERFERON_GAMMA_RESPONSE	TNFAIP3
HALLMARK_INTERFERON_GAMMA_RESPONSE	TNFAIP6
HALLMARK_INTERFERON_GAMMA_RESPONSE	TNFSF10
HALLMARK_INTERFERON_GAMMA_RESPONSE	TOR1B
HALLMARK_INTERFERON_GAMMA_RESPONSE	TRAFD1
HALLMARK_INTERFERON_GAMMA_RESPONSE	TRIM14
HALLMARK_INTERFERON_GAMMA_RESPONSE	TRIM21
HALLMARK_INTERFERON_GAMMA_RESPONSE	TRIM25
HALLMARK_INTERFERON_GAMMA_RESPONSE	TRIM26
HALLMARK_INTERFERON_GAMMA_RESPONSE	TXNIP
HALLMARK_INTERFERON_GAMMA_RESPONSE	UBE2L6
HALLMARK_INTERFERON_GAMMA_RESPONSE	UPP1
HALLMARK_INTERFERON_GAMMA_RESPONSE	USP18
HALLMARK_INTERFERON_GAMMA_RESPONSE	VAMP5
HALLMARK_INTERFERON_GAMMA_RESPONSE	VAMP8
HALLMARK_INTERFERON_GAMMA_RESPONSE	VCAM1
HALLMARK_INTERFERON_GAMMA_RESPONSE	WARS1
HALLMARK_INTERFERON_GAMMA_RESPONSE	XAF1
HALLMARK_INTERFERON_GAMMA_RESPONSE	XCL1
HALLMARK_INTERFERON_GAMMA_RESPONSE	ZBP1
HALLMARK_INTERFERON_GAMMA_RESPONSE	ZNFX1
HALLMARK_OXIDATIVE_PHOSPHORYLATION	ABCB7
HALLMARK_OXIDATIVE_PHOSPHORYLATION	ACAA1
HALLMARK_OXIDATIVE_PHOSPHORYLATION	ACAA2
HALLMARK_OXIDATIVE_PHOSPHORYLATION	ACADM
HALLMARK_OXIDATIVE_PHOSPHORYLATION	ACADSB
HALLMARK_OXIDATIVE_PHOSPHORYLATION	ACADVL
HALLMARK_OXIDATIVE_PHOSPHORYLATION	ACAT1
HALLMARK_OXIDATIVE_PHOSPHORYLATION	ACO2
HALLMARK_OXIDATIVE_PHOSPHORYLATION	AFG3L2
HALLMARK_OXIDATIVE_PHOSPHORYLATION	AIFM1
HALLMARK_OXIDATIVE_PHOSPHORYLATION	ALAS1
HALLMARK_OXIDATIVE_PHOSPHORYLATION	ALDH6A1
HALLMARK_OXIDATIVE_PHOSPHORYLATION	ATP1B1
HALLMARK_OXIDATIVE_PHOSPHORYLATION	ATP5F1A
HALLMARK_OXIDATIVE_PHOSPHORYLATION	ATP5F1B
HALLMARK_OXIDATIVE_PHOSPHORYLATION	ATP5F1C
HALLMARK_OXIDATIVE_PHOSPHORYLATION	ATP5F1D
HALLMARK_OXIDATIVE_PHOSPHORYLATION	ATP5F1E
HALLMARK_OXIDATIVE_PHOSPHORYLATION	ATP5MC1
HALLMARK_OXIDATIVE_PHOSPHORYLATION	ATP5MC2
HALLMARK_OXIDATIVE_PHOSPHORYLATION	ATP5MC3
HALLMARK_OXIDATIVE_PHOSPHORYLATION	ATP5ME
HALLMARK_OXIDATIVE_PHOSPHORYLATION	ATP5MF
HALLMARK_OXIDATIVE_PHOSPHORYLATION	ATP5MG
HALLMARK_OXIDATIVE_PHOSPHORYLATION	ATP5PB
HALLMARK_OXIDATIVE_PHOSPHORYLATION	ATP5PD
HALLMARK_OXIDATIVE_PHOSPHORYLATION	ATP5PF
HALLMARK_OXIDATIVE_PHOSPHORYLATION	ATP5PO
HALLMARK_OXIDATIVE_PHOSPHORYLATION	ATP6AP1
HALLMARK_OXIDATIVE_PHOSPHORYLATION	ATP6V0B
HALLMARK_OXIDATIVE_PHOSPHORYLATION	ATP6V0C
HALLMARK_OXIDATIVE_PHOSPHORYLATION	ATP6V0E1
HALLMARK_OXIDATIVE_PHOSPHORYLATION	ATP6V1C1
HALLMARK_OXIDATIVE_PHOSPHORYLATION	ATP6V1D
HALLMARK_OXIDATIVE_PHOSPHORYLATION	ATP6V1E1
HALLMARK_OXIDATIVE_PHOSPHORYLATION	ATP6V1F
HALLMARK_OXIDATIVE_PHOSPHORYLATION	ATP6V1G1
HALLMARK_OXIDATIVE_PHOSPHORYLATION	ATP6V1H
HALLMARK_OXIDATIVE_PHOSPHORYLATION	BAX
HALLMARK_OXIDATIVE_PHOSPHORYLATION	BCKDHA
HALLMARK_OXIDATIVE_PHOSPHORYLATION	BDH2
HALLMARK_OXIDATIVE_PHOSPHORYLATION	CASP7
HALLMARK_OXIDATIVE_PHOSPHORYLATION	COX10
HALLMARK_OXIDATIVE_PHOSPHORYLATION	COX11
HALLMARK_OXIDATIVE_PHOSPHORYLATION	COX15
HALLMARK_OXIDATIVE_PHOSPHORYLATION	COX17
HALLMARK_OXIDATIVE_PHOSPHORYLATION	COX4I1
HALLMARK_OXIDATIVE_PHOSPHORYLATION	COX5A
HALLMARK_OXIDATIVE_PHOSPHORYLATION	COX5B
HALLMARK_OXIDATIVE_PHOSPHORYLATION	COX6A1
HALLMARK_OXIDATIVE_PHOSPHORYLATION	COX6B1
HALLMARK_OXIDATIVE_PHOSPHORYLATION	COX6C
HALLMARK_OXIDATIVE_PHOSPHORYLATION	COX7A2
HALLMARK_OXIDATIVE_PHOSPHORYLATION	COX7A2L
HALLMARK_OXIDATIVE_PHOSPHORYLATION	COX7B
HALLMARK_OXIDATIVE_PHOSPHORYLATION	COX7C
HALLMARK_OXIDATIVE_PHOSPHORYLATION	COX8A
HALLMARK_OXIDATIVE_PHOSPHORYLATION	CPT1A
HALLMARK_OXIDATIVE_PHOSPHORYLATION	CS
HALLMARK_OXIDATIVE_PHOSPHORYLATION	CYB5A
HALLMARK_OXIDATIVE_PHOSPHORYLATION	CYB5R3
HALLMARK_OXIDATIVE_PHOSPHORYLATION	CYC1
HALLMARK_OXIDATIVE_PHOSPHORYLATION	CYCS
HALLMARK_OXIDATIVE_PHOSPHORYLATION	DECR1
HALLMARK_OXIDATIVE_PHOSPHORYLATION	DLAT
HALLMARK_OXIDATIVE_PHOSPHORYLATION	DLD
HALLMARK_OXIDATIVE_PHOSPHORYLATION	DLST
HALLMARK_OXIDATIVE_PHOSPHORYLATION	ECH1
HALLMARK_OXIDATIVE_PHOSPHORYLATION	ECHS1
HALLMARK_OXIDATIVE_PHOSPHORYLATION	ECI1
HALLMARK_OXIDATIVE_PHOSPHORYLATION	ETFA
HALLMARK_OXIDATIVE_PHOSPHORYLATION	ETFB
HALLMARK_OXIDATIVE_PHOSPHORYLATION	ETFDH
HALLMARK_OXIDATIVE_PHOSPHORYLATION	FDX1
HALLMARK_OXIDATIVE_PHOSPHORYLATION	FH
HALLMARK_OXIDATIVE_PHOSPHORYLATION	FXN
HALLMARK_OXIDATIVE_PHOSPHORYLATION	GLUD1
HALLMARK_OXIDATIVE_PHOSPHORYLATION	GOT2
HALLMARK_OXIDATIVE_PHOSPHORYLATION	GPI
HALLMARK_OXIDATIVE_PHOSPHORYLATION	GPX4
HALLMARK_OXIDATIVE_PHOSPHORYLATION	GRPEL1
HALLMARK_OXIDATIVE_PHOSPHORYLATION	HADHA
HALLMARK_OXIDATIVE_PHOSPHORYLATION	HADHB
HALLMARK_OXIDATIVE_PHOSPHORYLATION	HCCS
HALLMARK_OXIDATIVE_PHOSPHORYLATION	HSD17B10
HALLMARK_OXIDATIVE_PHOSPHORYLATION	HSPA9
HALLMARK_OXIDATIVE_PHOSPHORYLATION	HTRA2
HALLMARK_OXIDATIVE_PHOSPHORYLATION	IDH1
HALLMARK_OXIDATIVE_PHOSPHORYLATION	IDH2
HALLMARK_OXIDATIVE_PHOSPHORYLATION	IDH3A
HALLMARK_OXIDATIVE_PHOSPHORYLATION	IDH3B
HALLMARK_OXIDATIVE_PHOSPHORYLATION	IDH3G
HALLMARK_OXIDATIVE_PHOSPHORYLATION	IMMT
HALLMARK_OXIDATIVE_PHOSPHORYLATION	ISCA1
HALLMARK_OXIDATIVE_PHOSPHORYLATION	ISCU
HALLMARK_OXIDATIVE_PHOSPHORYLATION	LDHA
HALLMARK_OXIDATIVE_PHOSPHORYLATION	LDHB
HALLMARK_OXIDATIVE_PHOSPHORYLATION	LRPPRC
HALLMARK_OXIDATIVE_PHOSPHORYLATION	MAOB
HALLMARK_OXIDATIVE_PHOSPHORYLATION	MDH1
HALLMARK_OXIDATIVE_PHOSPHORYLATION	MDH2
HALLMARK_OXIDATIVE_PHOSPHORYLATION	MFN2
HALLMARK_OXIDATIVE_PHOSPHORYLATION	MGST3
HALLMARK_OXIDATIVE_PHOSPHORYLATION	MPC1
HALLMARK_OXIDATIVE_PHOSPHORYLATION	MRPL11
HALLMARK_OXIDATIVE_PHOSPHORYLATION	MRPL15
HALLMARK_OXIDATIVE_PHOSPHORYLATION	MRPL34
HALLMARK_OXIDATIVE_PHOSPHORYLATION	MRPL35
HALLMARK_OXIDATIVE_PHOSPHORYLATION	MRPS11
HALLMARK_OXIDATIVE_PHOSPHORYLATION	MRPS12
HALLMARK_OXIDATIVE_PHOSPHORYLATION	MRPS15
HALLMARK_OXIDATIVE_PHOSPHORYLATION	MRPS22
HALLMARK_OXIDATIVE_PHOSPHORYLATION	MRPS30
HALLMARK_OXIDATIVE_PHOSPHORYLATION	MTRF1
HALLMARK_OXIDATIVE_PHOSPHORYLATION	MTRR
HALLMARK_OXIDATIVE_PHOSPHORYLATION	MTX2
HALLMARK_OXIDATIVE_PHOSPHORYLATION	NDUFA1
HALLMARK_OXIDATIVE_PHOSPHORYLATION	NDUFA2
HALLMARK_OXIDATIVE_PHOSPHORYLATION	NDUFA3
HALLMARK_OXIDATIVE_PHOSPHORYLATION	NDUFA4
HALLMARK_OXIDATIVE_PHOSPHORYLATION	NDUFA5
HALLMARK_OXIDATIVE_PHOSPHORYLATION	NDUFA6
HALLMARK_OXIDATIVE_PHOSPHORYLATION	NDUFA7
HALLMARK_OXIDATIVE_PHOSPHORYLATION	NDUFA8
HALLMARK_OXIDATIVE_PHOSPHORYLATION	NDUFA9
HALLMARK_OXIDATIVE_PHOSPHORYLATION	NDUFAB1
HALLMARK_OXIDATIVE_PHOSPHORYLATION	NDUFB1
HALLMARK_OXIDATIVE_PHOSPHORYLATION	NDUFB2
HALLMARK_OXIDATIVE_PHOSPHORYLATION	NDUFB3
HALLMARK_OXIDATIVE_PHOSPHORYLATION	NDUFB4
HALLMARK_OXIDATIVE_PHOSPHORYLATION	NDUFB5
HALLMARK_OXIDATIVE_PHOSPHORYLATION	NDUFB6
HALLMARK_OXIDATIVE_PHOSPHORYLATION	NDUFB7
HALLMARK_OXIDATIVE_PHOSPHORYLATION	NDUFB8
HALLMARK_OXIDATIVE_PHOSPHORYLATION	NDUFC1
HALLMARK_OXIDATIVE_PHOSPHORYLATION	NDUFC2
HALLMARK_OXIDATIVE_PHOSPHORYLATION	NDUFS1
HALLMARK_OXIDATIVE_PHOSPHORYLATION	NDUFS2
HALLMARK_OXIDATIVE_PHOSPHORYLATION	NDUFS3
HALLMARK_OXIDATIVE_PHOSPHORYLATION	NDUFS4
HALLMARK_OXIDATIVE_PHOSPHORYLATION	NDUFS6
HALLMARK_OXIDATIVE_PHOSPHORYLATION	NDUFS7
HALLMARK_OXIDATIVE_PHOSPHORYLATION	NDUFS8
HALLMARK_OXIDATIVE_PHOSPHORYLATION	NDUFV1
HALLMARK_OXIDATIVE_PHOSPHORYLATION	NDUFV2
HALLMARK_OXIDATIVE_PHOSPHORYLATION	NNT
HALLMARK_OXIDATIVE_PHOSPHORYLATION	NQO2
HALLMARK_OXIDATIVE_PHOSPHORYLATION	OAT
HALLMARK_OXIDATIVE_PHOSPHORYLATION	OGDH
HALLMARK_OXIDATIVE_PHOSPHORYLATION	OPA1
HALLMARK_OXIDATIVE_PHOSPHORYLATION	OXA1L
HALLMARK_OXIDATIVE_PHOSPHORYLATION	PDHA1
HALLMARK_OXIDATIVE_PHOSPHORYLATION	PDHB
HALLMARK_OXIDATIVE_PHOSPHORYLATION	PDHX
HALLMARK_OXIDATIVE_PHOSPHORYLATION	PDK4
HALLMARK_OXIDATIVE_PHOSPHORYLATION	PDP1
HALLMARK_OXIDATIVE_PHOSPHORYLATION	PHB2
HALLMARK_OXIDATIVE_PHOSPHORYLATION	PHYH
HALLMARK_OXIDATIVE_PHOSPHORYLATION	PMPCA
HALLMARK_OXIDATIVE_PHOSPHORYLATION	POLR2F
HALLMARK_OXIDATIVE_PHOSPHORYLATION	POR
HALLMARK_OXIDATIVE_PHOSPHORYLATION	PRDX3
HALLMARK_OXIDATIVE_PHOSPHORYLATION	RETSAT
HALLMARK_OXIDATIVE_PHOSPHORYLATION	RHOT1
HALLMARK_OXIDATIVE_PHOSPHORYLATION	RHOT2
HALLMARK_OXIDATIVE_PHOSPHORYLATION	SDHA
HALLMARK_OXIDATIVE_PHOSPHORYLATION	SDHB
HALLMARK_OXIDATIVE_PHOSPHORYLATION	SDHC
HALLMARK_OXIDATIVE_PHOSPHORYLATION	SDHD
HALLMARK_OXIDATIVE_PHOSPHORYLATION	SLC25A11
HALLMARK_OXIDATIVE_PHOSPHORYLATION	SLC25A12
HALLMARK_OXIDATIVE_PHOSPHORYLATION	SLC25A20
HALLMARK_OXIDATIVE_PHOSPHORYLATION	SLC25A3
HALLMARK_OXIDATIVE_PHOSPHORYLATION	SLC25A4
HALLMARK_OXIDATIVE_PHOSPHORYLATION	SLC25A5
HALLMARK_OXIDATIVE_PHOSPHORYLATION	SLC25A6
HALLMARK_OXIDATIVE_PHOSPHORYLATION	SUCLA2
HALLMARK_OXIDATIVE_PHOSPHORYLATION	SUCLG1
HALLMARK_OXIDATIVE_PHOSPHORYLATION	SUPV3L1
HALLMARK_OXIDATIVE_PHOSPHORYLATION	SURF1
HALLMARK_OXIDATIVE_PHOSPHORYLATION	TCIRG1
HALLMARK_OXIDATIVE_PHOSPHORYLATION	TIMM10
HALLMARK_OXIDATIVE_PHOSPHORYLATION	TIMM13
HALLMARK_OXIDATIVE_PHOSPHORYLATION	TIMM17A
HALLMARK_OXIDATIVE_PHOSPHORYLATION	TIMM50
HALLMARK_OXIDATIVE_PHOSPHORYLATION	TIMM8B
HALLMARK_OXIDATIVE_PHOSPHORYLATION	TIMM9
HALLMARK_OXIDATIVE_PHOSPHORYLATION	TOMM22
HALLMARK_OXIDATIVE_PHOSPHORYLATION	TOMM70
HALLMARK_OXIDATIVE_PHOSPHORYLATION	UQCR10
HALLMARK_OXIDATIVE_PHOSPHORYLATION	UQCR11
HALLMARK_OXIDATIVE_PHOSPHORYLATION	UQCRB
HALLMARK_OXIDATIVE_PHOSPHORYLATION	UQCRC1
HALLMARK_OXIDATIVE_PHOSPHORYLATION	UQCRC2
HALLMARK_OXIDATIVE_PHOSPHORYLATION	UQCRFS1
HALLMARK_OXIDATIVE_PHOSPHORYLATION	UQCRH
HALLMARK_OXIDATIVE_PHOSPHORYLATION	UQCRQ
HALLMARK_OXIDATIVE_PHOSPHORYLATION	VDAC1
HALLMARK_OXIDATIVE_PHOSPHORYLATION	VDAC2
HALLMARK_OXIDATIVE_PHOSPHORYLATION	VDAC3
HALLMARK_P53_PATHWAY	ABAT
HALLMARK_P53_PATHWAY	ABCC5
HALLMARK_P53_PATHWAY	ABHD4
HALLMARK_P53_PATHWAY	ACVR1B
HALLMARK_P53_PATHWAY	ADA
HALLMARK_P53_PATHWAY	AEN
HALLMARK_P53_PATHWAY	AK1
HALLMARK_P53_PATHWAY	ALOX15B
HALLMARK_P53_PATHWAY	ANKRA2
HALLMARK_P53_PATHWAY	APAF1
HALLMARK_P53_PATHWAY	APP
HALLMARK_P53_PATHWAY	ATF3
HALLMARK_P53_PATHWAY	BAIAP2
HALLMARK_P53_PATHWAY	BAK1
HALLMARK_P53_PATHWAY	BAX
HALLMARK_P53_PATHWAY	BLCAP
HALLMARK_P53_PATHWAY	BMP2
HALLMARK_P53_PATHWAY	BTG1
HALLMARK_P53_PATHWAY	BTG2
HALLMARK_P53_PATHWAY	CASP1
HALLMARK_P53_PATHWAY	CCND2
HALLMARK_P53_PATHWAY	CCND3
HALLMARK_P53_PATHWAY	CCNG1
HALLMARK_P53_PATHWAY	CCNK
HALLMARK_P53_PATHWAY	CCP110
HALLMARK_P53_PATHWAY	CD81
HALLMARK_P53_PATHWAY	CD82
HALLMARK_P53_PATHWAY	CDH13
HALLMARK_P53_PATHWAY	CDK5R1
HALLMARK_P53_PATHWAY	CDKN1A
HALLMARK_P53_PATHWAY	CDKN2A
HALLMARK_P53_PATHWAY	CDKN2AIP
HALLMARK_P53_PATHWAY	CDKN2B
HALLMARK_P53_PATHWAY	CEBPA
HALLMARK_P53_PATHWAY	CGRRF1
HALLMARK_P53_PATHWAY	CLCA2
HALLMARK_P53_PATHWAY	COQ8A
HALLMARK_P53_PATHWAY	CSRNP2
HALLMARK_P53_PATHWAY	CTSD
HALLMARK_P53_PATHWAY	CTSF
HALLMARK_P53_PATHWAY	CYFIP2
HALLMARK_P53_PATHWAY	DCXR
HALLMARK_P53_PATHWAY	DDB2
HALLMARK_P53_PATHWAY	DDIT3
HALLMARK_P53_PATHWAY	DDIT4
HALLMARK_P53_PATHWAY	DEF6
HALLMARK_P53_PATHWAY	DGKA
HALLMARK_P53_PATHWAY	DNTTIP2
HALLMARK_P53_PATHWAY	DRAM1
HALLMARK_P53_PATHWAY	EI24
HALLMARK_P53_PATHWAY	ELP1
HALLMARK_P53_PATHWAY	EPHA2
HALLMARK_P53_PATHWAY	EPHX1
HALLMARK_P53_PATHWAY	EPS8L2
HALLMARK_P53_PATHWAY	ERCC5
HALLMARK_P53_PATHWAY	F2R
HALLMARK_P53_PATHWAY	FAM162A
HALLMARK_P53_PATHWAY	FAS
HALLMARK_P53_PATHWAY	FBXW7
HALLMARK_P53_PATHWAY	FDXR
HALLMARK_P53_PATHWAY	FGF13
HALLMARK_P53_PATHWAY	FOS
HALLMARK_P53_PATHWAY	FOXO3
HALLMARK_P53_PATHWAY	FUCA1
