feature_index,name_0,gene
8269,Nup43,Nup43
8270,Lats1,Lats1
8271,Katna1,Katna1
8272,Ginm1,Ginm1
8273,B430219N15Rik,B430219N15Rik
8274,Ppil4,Ppil4
8275,Zc3h12d,Zc3h12d
8276,Tab2,Tab2
8277,Ust,Ust
8278,Sash1,Sash1
8279,Gm26674,Gm26674
8280,Samd5,Samd5
8281,Stxbp5,Stxbp5
8282,Gm46210,Gm46210
8283,Adgb,Adgb
8284,Rab32,Rab32
8285,Shprh,Shprh
8286,Fbxo30,Fbxo30
8287,Epm2a,Epm2a
8288,Utrn,Utrn
8289,B230208H11Rik,B230208H11Rik
8290,Stx11,Stx11
8291,Sf3b5,Sf3b5
8292,Plagl1,Plagl1
8293,Ltv1,Ltv1
8294,Phactr2,Phactr2
8295,Fuca2,Fuca2
8296,Pex3,Pex3
8297,Adat2,Adat2
8298,Aig1,Aig1
8299,Hivep2,Hivep2
8300,Adgrg6,Adgrg6
8301,Gm46212,Gm46212
8302,Vta1,Vta1
8303,Gm47761,Gm47761
8304,Gm47770,Gm47770
8305,Cited2,Cited2
8306,Txlnb,Txlnb
8307,Heca,Heca
8308,Abracl,Abracl
8309,Reps1,Reps1
8310,Ect2l,Ect2l
8311,Ccdc28a,Ccdc28a
8312,Gm10827,Gm10827
8313,Nhsl1,Nhsl1
8314,Hebp2,Hebp2
8315,Arfgef3,Arfgef3
8316,Gm32926,Gm32926
8317,4930444F02Rik,4930444F02Rik
8318,Perp,Perp
8319,Tnfaip3,Tnfaip3
8320,Gm33056,Gm33056
8321,Gm33104,Gm33104
8322,Ifngr1,Ifngr1
8323,Il20ra,Il20ra
8324,Slc35d3,Slc35d3
8325,Pex7,Pex7
8326,Map3k5,Map3k5
8327,Map7,Map7
8328,4933406P04Rik,4933406P04Rik
8329,Bclaf1,Bclaf1
8330,Mtfr2,Mtfr2
8331,Pde7b,Pde7b
8332,Ahi1,Ahi1
8333,Myb,Myb
8334,Gm26577,Gm26577
8335,Hbs1l,Hbs1l
8336,Gm5420,Gm5420
8337,Sgk1,Sgk1
8338,E030030I06Rik,E030030I06Rik
8339,Raet1e,Raet1e
8340,H60b,H60b
8341,Raet1d,Raet1d
8342,Slc2a12,Slc2a12
8343,Tbpl1,Tbpl1
8344,Gm10824,Gm10824
8345,Tcf21,Tcf21
8346,Eya4,Eya4
8347,Rps12,Rps12
8348,Slc18b1,Slc18b1
8349,Vnn3,Vnn3
8350,Vnn1,Vnn1
8351,Taar2,Taar2
8352,Gm40614,Gm40614
8353,Stx7,Stx7
8354,Moxd1,Moxd1
8355,Ctgf,Ctgf
8356,Enpp1,Enpp1
8357,Enpp3,Enpp3
8358,Med23,Med23
8359,Arg1,Arg1
8360,Akap7,Akap7
8361,Epb41l2,Epb41l2
8362,Gm36908,Gm36908
8363,Gm36543,Gm36543
8364,Gm47939,Gm47939
8365,Tmem200a,Tmem200a
8366,Samd3,Samd3
8367,L3mbtl3,L3mbtl3
8368,Arhgap18,Arhgap18
8369,Lama2,Lama2
8370,Ptprk,Ptprk
8371,Soga3,Soga3
8372,9330159F19Rik,9330159F19Rik
8373,Gm46218,Gm46218
8374,Echdc1,Echdc1
8375,Rnf146,Rnf146
8376,Rspo3,Rspo3
8377,Cenpw,Cenpw
8378,Trmt11,Trmt11
8379,Gm20300,Gm20300
8380,Hint3,Hint3
8381,Ncoa7,Ncoa7
8382,Hey2,Hey2
8383,Hddc2,Hddc2
8384,Tpd52l1,Tpd52l1
8385,Rnf217,Rnf217
8386,Nkain2,Nkain2
8387,Rsph4a,Rsph4a
8388,Zufsp,Zufsp
8389,Rwdd1,Rwdd1
8390,Gm48045,Gm48045
8391,Fam26e,Fam26e
8392,Fam26f,Fam26f
8393,Dse,Dse
8394,Tspyl1,Tspyl1
8395,Nt5dc1,Nt5dc1
8396,Gm47512,Gm47512
8397,Tspyl4,Tspyl4
8398,Frk,Frk
8399,Amd2,Amd2
8400,Hs3st5,Hs3st5
8401,Hdac2,Hdac2
8402,Marcks,Marcks
8403,Lama4,Lama4
8404,Fam229b,Fam229b
8405,Tube1,Tube1
8406,Wisp3,Wisp3
8407,Fyn,Fyn
8408,Gm16364,Gm16364
8409,Gm16365,Gm16365
8410,Traf3ip2,Traf3ip2
8411,E130307A14Rik,E130307A14Rik
8412,Rev3l,Rev3l
8413,Mfsd4b4,Mfsd4b4
8414,Mfsd4b3,Mfsd4b3
8415,Mfsd4b5,Mfsd4b5
8416,Mfsd4b1,Mfsd4b1
8417,Slc16a10,Slc16a10
8418,Rpf2,Rpf2
8419,Gtf3c6,Gtf3c6
8420,Amd1,Amd1
8421,Cdk19,Cdk19
8422,Ddo,Ddo
8423,Mettl24,Mettl24
8424,Cdc40,Cdc40
8425,Wasf1,Wasf1
8426,Fig4,Fig4
8427,Ak9,Ak9
8428,Zbtb24,Zbtb24
8429,Mical1,Mical1
8430,Smpd2,Smpd2
8431,Ppil6,Ppil6
8432,Cd164,Cd164
8433,Ccdc162,Ccdc162
8434,Cep57l1,Cep57l1
8435,Sesn1,Sesn1
8436,Armc2,Armc2
8437,Foxo3,Foxo3
8438,Afg1l,Afg1l
8439,Snx3,Snx3
8440,Ostm1,Ostm1
8441,Gm15199,Gm15199
8442,Sec63,Sec63
8443,Scml4,Scml4
8444,Gm34006,Gm34006
8445,Sobp,Sobp
8446,Pdss2,Pdss2
8447,Bend3,Bend3
8448,Gm47889,Gm47889
8449,Gm9803,Gm9803
8450,1700021F05Rik,1700021F05Rik
8451,Cd24a,Cd24a
8452,F930017D23Rik,F930017D23Rik
8453,Gm47926,Gm47926
8454,Gm40634,Gm40634
8455,1700027J07Rik,1700027J07Rik
8456,4933404K13Rik,4933404K13Rik
8457,Qrsl1,Qrsl1
8458,Rtn4ip1,Rtn4ip1
8459,Crybg1,Crybg1
8460,Atg5,Atg5
8461,Prdm1,Prdm1
8462,Gm40639,Gm40639
8463,Prep,Prep
8464,Popdc3,Popdc3
8465,Bves,Bves
8466,Lin28b,Lin28b
8467,Hace1,Hace1
8468,Grik2,Grik2
8469,Ascc3,Ascc3
8470,Lilr4b,Lilr4b
8471,Fam162b,Fam162b
8472,Rfx6,Rfx6
8473,Ros1,Ros1
8474,Dcbld1,Dcbld1
8475,Gopc,Gopc
8476,Nus1,Nus1
8477,Slc35f1,Slc35f1
8478,Cep85l,Cep85l
8479,Pln,Pln
8480,Mcm9,Mcm9
8481,Asf1a,Asf1a
8482,Fam184a,Fam184a
8483,Man1a,Man1a
8484,Tbc1d32,Tbc1d32
8485,Msl3l2,Msl3l2
8486,Gja1,Gja1
8487,Gm36827,Gm36827
8488,Gm40652,Gm40652
8489,Hsf2,Hsf2
8490,Serinc1,Serinc1
8491,Pkib,Pkib
8492,Fabp7,Fabp7
8493,Smpdl3a,Smpdl3a
8494,Gcc2,Gcc2
8495,Lims1,Lims1
8496,Ranbp2,Ranbp2
8497,Ccdc138,Ccdc138
8498,Edar,Edar
8499,Sh3rf3,Sh3rf3
8500,Sept10,Sept10
8501,Sowahc,Sowahc
8502,P4ha1,P4ha1
8503,Gm10273,Gm10273
8504,Pla2g12b,Pla2g12b
8505,Oit3,Oit3
8506,Mcu,Mcu
8507,Gm10322,Gm10322
8508,Micu1,Micu1
8509,Dnajb12,Dnajb12
8510,Ddit4,Ddit4
8511,Anapc16,Anapc16
8512,Ascc1,Ascc1
8513,Spock2,Spock2
8514,Chst3,Chst3
8515,Psap,Psap
8516,Vsir,Vsir
8517,Gm17455,Gm17455
8518,Slc29a3,Slc29a3
8519,Unc5b,Unc5b
8520,Pcbd1,Pcbd1
8521,Sgpl1,Sgpl1
8522,Tbata,Tbata
8523,Adamts14,Adamts14
8524,Pald1,Pald1
8525,Eif4ebp2,Eif4ebp2
8526,Lrrc20,Lrrc20
8527,Npffr1,Npffr1
8528,Ppa1,Ppa1
8529,Sar1a,Sar1a
8530,Tysnd1,Tysnd1
8531,Aifm2,Aifm2
8532,H2afy2,H2afy2
8533,Col13a1,Col13a1
8534,Fam241b,Fam241b
8535,Tspan15,Tspan15
8536,Hk1,Hk1
8537,Hk1os,Hk1os
8538,Hkdc1,Hkdc1
8539,Supv3l1,Supv3l1
8540,4930507D05Rik,4930507D05Rik
8541,Vps26a,Vps26a
8542,Srgn,Srgn
8543,Kif1bp,Kif1bp
8544,Ddx21,Ddx21
8545,Ddx50,Ddx50
8546,Stox1,Stox1
8547,Ccar1,Ccar1
8548,Tet1,Tet1
8549,Slc25a16,Slc25a16
8550,Dna2,Dna2
8551,Rufy2,Rufy2
8552,Hnrnph3,Hnrnph3
8553,Pbld2,Pbld2
8554,Gm16143,Gm16143
8555,Pbld1,Pbld1
8556,Atoh7,Atoh7
8557,Herc4,Herc4
8558,Gm26789,Gm26789
8559,Sirt1,Sirt1
8560,Dnajc12,Dnajc12
8561,Ctnna3,Ctnna3
8562,Lrrtm3,Lrrtm3
8563,1110002J07Rik,1110002J07Rik
8564,Gm26576,Gm26576
8565,Reep3,Reep3
8566,Jmjd1c,Jmjd1c
8567,Nrbf2,Nrbf2
8568,Egr2,Egr2
8569,Ado,Ado
8570,Zfp365,Zfp365
8571,4930521O17Rik,4930521O17Rik
8572,Rtkn2,Rtkn2
8573,Arid5b,Arid5b
8574,Cabcoco1,Cabcoco1
8575,Tmem26,Tmem26
8576,Rhobtb1,Rhobtb1
8577,A930033H14Rik,A930033H14Rik
8578,Cdk1,Cdk1
8579,Ank3,Ank3
8580,Ccdc6,Ccdc6
8581,Slc16a9,Slc16a9
8582,Fam13c,Fam13c
8583,Phyhipl,Phyhipl
8584,Bicc1,Bicc1
8585,Tfam,Tfam
8586,Ube2d1,Ube2d1
8587,Cisd1,Cisd1
8588,Ipmk,Ipmk
8589,Zwint,Zwint
8590,Pcdh15,Pcdh15
8591,Rsph14,Rsph14
8592,Gnaz,Gnaz
8593,Rab36,Rab36
8594,Bcr,Bcr
8595,Specc1l,Specc1l
8596,Adora2a,Adora2a
8597,Gucd1,Gucd1
8598,Upb1,Upb1
8599,Snrpd3,Snrpd3
8600,Lrrc75b,Lrrc75b
8601,Ggt1,Ggt1
8602,Ggt5,Ggt5
8603,Susd2,Susd2
8604,Cabin1,Cabin1
8605,Ddt,Ddt
8606,Gstt3,Gstt3
8607,Gstt1,Gstt1
8608,Gstt2,Gstt2
8609,Mif,Mif
8610,Derl3,Derl3
8611,Smarcb1,Smarcb1
8612,Mmp11,Mmp11
8613,Chchd10,Chchd10
8614,Gm867,Gm867
8615,Vpreb3,Vpreb3
8616,Zfp280b,Zfp280b
8617,Prmt2,Prmt2
8618,S100b,S100b
8619,Dip2a,Dip2a
8620,Pcnt,Pcnt
8621,2610028H24Rik,2610028H24Rik
8622,Ybey,Ybey
8623,Mcm3ap,Mcm3ap
8624,Lss,Lss
8625,Col6a2,Col6a2
8626,Col6a1,Col6a1
8627,Pcbp3,Pcbp3
8628,Slc19a1,Slc19a1
8629,Col18a1,Col18a1
8630,Pofut2,Pofut2
8631,Adarb1,Adarb1
8632,Fam207a,Fam207a
8633,2810425M01Rik,2810425M01Rik
8634,Itgb2,Itgb2
8635,Pttg1ip,Pttg1ip
8636,Sumo3,Sumo3
8637,Gm49325,Gm49325
8638,Ube2g2,Ube2g2
8639,Tspear,Tspear
8640,Lrrc3,Lrrc3
8641,Trpm2,Trpm2
8642,1810043G02Rik,1810043G02Rik
8643,Pfkl,Pfkl
8644,Aire,Aire
8645,Icosl,Icosl
8646,D10Jhu81e,D10Jhu81e
8647,Pwp2,Pwp2
8648,Trappc10,Trappc10
8649,Gm30122,Gm30122
8650,Agpat3,Agpat3
8651,Rrp1,Rrp1
8652,Cstb,Cstb
8653,4921516A02Rik,4921516A02Rik
8654,Pdxk,Pdxk
8655,Ilvbl,Ilvbl
8656,Syde1,Syde1
8657,Slc1a6,Slc1a6
8658,Olfr57,Olfr57
8659,2610008E11Rik,2610008E11Rik
8660,Plpp2,Plpp2
8661,Mier2,Mier2
8662,Shc2,Shc2
8663,Tpgs1,Tpgs1
8664,Cdc34,Cdc34
8665,Gzmm,Gzmm
8666,Bsg,Bsg
8667,Hcn2,Hcn2
8668,Polrmt,Polrmt
8669,Rnf126,Rnf126
8670,Fstl3,Fstl3
8671,Prss57,Prss57
8672,Palm,Palm
8673,Misp,Misp
8674,Ptbp1,Ptbp1
8675,Plppr3,Plppr3
8676,Prtn3,Prtn3
8677,Med16,Med16
8678,R3hdm4,R3hdm4
8679,Kiss1r,Kiss1r
8680,Arid3a,Arid3a
8681,Wdr18,Wdr18
8682,Tmem259,Tmem259
8683,Cnn2,Cnn2
8684,Abca7,Abca7
8685,Arhgap45,Arhgap45
8686,Polr2e,Polr2e
8687,Gpx4,Gpx4
8688,Sbno2,Sbno2
8689,Stk11,Stk11
8690,Cbarp,Cbarp
8691,Atp5d,Atp5d
8692,Midn,Midn
8693,Cirbp,Cirbp
8694,1600002K03Rik,1600002K03Rik
8695,Efna2,Efna2
8696,Mum1,Mum1
8697,Ndufs7,Ndufs7
8698,Gamt,Gamt
8699,Dazap1,Dazap1
8700,Gm15122,Gm15122
8701,Rps15,Rps15
8702,Apc2,Apc2
8703,2310011J03Rik,2310011J03Rik
8704,Pcsk4,Pcsk4
8705,Reep6,Reep6
8706,Adamtsl5,Adamtsl5
8707,Plk5,Plk5
8708,Mex3d,Mex3d
8709,Mbd3,Mbd3
8710,Uqcr11,Uqcr11
8711,Tcf3,Tcf3
8712,Atp8b3,Atp8b3
8713,Rexo1,Rexo1
8714,Klf16,Klf16
8715,Gm26710,Gm26710
8716,Abhd17a,Abhd17a
8717,Scamp4,Scamp4
8718,Adat3,Adat3
8719,Gm49322,Gm49322
8720,Csnk1g2,Csnk1g2
8721,Btbd2,Btbd2
8722,Mknk2,Mknk2
8723,Mob3a,Mob3a
8724,Izumo4,Izumo4
8725,Ap3d1,Ap3d1
8726,Dot1l,Dot1l
8727,Plekhj1,Plekhj1
8728,Sf3a2,Sf3a2
8729,Amh,Amh
8730,Jsrp1,Jsrp1
8731,Oaz1,Oaz1
8732,Lsm7,Lsm7
8733,Sppl2b,Sppl2b
8734,Timm13,Timm13
8735,Lmnb2,Lmnb2
8736,Gadd45b,Gadd45b
8737,Gng7,Gng7
8738,Diras1,Diras1
8739,Slc39a3,Slc39a3
8740,Sgta,Sgta
8741,Thop1,Thop1
8742,Map2k2,Map2k2
8743,Zbtb7a,Zbtb7a
8744,Pias4,Pias4
8745,Eef2,Eef2
8746,4930442H23Rik,4930442H23Rik
8747,Dapk3,Dapk3
8748,Atcayos,Atcayos
8749,Atcay,Atcay
8750,Zfr2,Zfr2
8751,Matk,Matk
8752,Mrpl54,Mrpl54
8753,Apba3,Apba3
8754,Tjp3,Tjp3
8755,Pip5k1c,Pip5k1c
8756,Cactin,Cactin
8757,Tbxa2r,Tbxa2r
8758,Gipc3,Gipc3
8759,Hmg20b,Hmg20b
8760,Mfsd12,Mfsd12
8761,4930404N11Rik,4930404N11Rik
8762,Fzr1,Fzr1
8763,Dohh,Dohh
8764,Gm48551,Gm48551
8765,Smim24,Smim24
8766,Nfic,Nfic
8767,Gm16104,Gm16104
8768,Celf5,Celf5
8769,Ncln,Ncln
8770,S1pr4,S1pr4
8771,Gna15,Gna15
8772,Gna11,Gna11
8773,Aes,Aes
8774,Gm15917,Gm15917
8775,Tle2,Tle2
8776,Tle6,Tle6
8777,BC025920,BC025920
8778,Sirt6,Sirt6
8779,Ankrd24,Ankrd24
8780,Gm10778,Gm10778
8781,Zfp433,Zfp433
8782,Gm3055,Gm3055
8783,Gm4767,Gm4767
8784,Gm32687,Gm32687
8785,Zfp781,Zfp781
8786,Zfp873,Zfp873
8787,BC024063,BC024063
8788,AU041133,AU041133
8789,AC158605.1,AC158605.1
8790,Zfp938,Zfp938
8791,Gm4924,Gm4924
8792,1190007I07Rik,1190007I07Rik
8793,Tdg,Tdg
8794,Glt8d2,Glt8d2
8795,Hcfc2,Hcfc2
8796,Nfyb,Nfyb
8797,1700028I16Rik,1700028I16Rik
8798,Txnrd1,Txnrd1
8799,Eid3,Eid3
8800,Chst11,Chst11
8801,Slc41a2,Slc41a2
8802,D10Wsu102e,D10Wsu102e
8803,Aldh1l2,Aldh1l2
8804,Washc4,Washc4
8805,Appl2,Appl2
8806,1500009L16Rik,1500009L16Rik
8807,Nuak1,Nuak1
8808,Ckap4,Ckap4
8809,Platr7,Platr7
8810,Tcp11l2,Tcp11l2
8811,Polr3b,Polr3b
8812,Rfx4,Rfx4
8813,Ric8b,Ric8b
8814,Fhl4,Fhl4
8815,Tmem263,Tmem263
8816,Mterf2,Mterf2
8817,Cry1,Cry1
8818,Btbd11,Btbd11
8819,Pwp1,Pwp1
8820,Prdm4,Prdm4
8821,Ascl4,Ascl4
8822,Rtcb,Rtcb
8823,A230060F14Rik,A230060F14Rik
8824,Fbxo7,Fbxo7
8825,Syn3,Syn3
8826,Timp3,Timp3
8827,Hsp90b1,Hsp90b1
8828,Ttc41,Ttc41
8829,Nt5dc3,Nt5dc3
8830,Stab2,Stab2
8831,Ascl1,Ascl1
8832,Igf1,Igf1
8833,Parpbp,Parpbp
8834,Nup37,Nup37
8835,Washc3,Washc3
8836,Dram1,Dram1
8837,Gnptab,Gnptab
8838,Gm26546,Gm26546
8839,Chpt1,Chpt1
8840,Sycp3,Sycp3
8841,Mybpc1,Mybpc1
8842,Arl1,Arl1
8843,Utp20,Utp20
8844,Slc5a8,Slc5a8
8845,Ano4,Ano4
8846,Gas2l3,Gas2l3
8847,Scyl2,Scyl2
8848,Actr6,Actr6
8849,Uhrf1bp1l,Uhrf1bp1l
8850,Anks1b,Anks1b
8851,Apaf1,Apaf1
8852,Ikbip,Ikbip
8853,Slc25a3,Slc25a3
8854,Tmpo,Tmpo
8855,Gm26765,Gm26765
8856,Rmst,Rmst
8857,Nedd1,Nedd1
8858,Cfap54,Cfap54
8859,Cdk17,Cdk17
8860,Elk3,Elk3
8861,Gm17745,Gm17745
8862,Lta4h,Lta4h
8863,Hal,Hal
8864,Amdhd1,Amdhd1
8865,Snrpf,Snrpf
8866,4933408J17Rik,4933408J17Rik
8867,Ntn4,Ntn4
8868,Gm15915,Gm15915
8869,Usp44,Usp44
8870,Metap2,Metap2
8871,Vezt,Vezt
8872,Fgd6,Fgd6
8873,Nr2c1,Nr2c1
8874,Ndufa12,Ndufa12
8875,Tmcc3,Tmcc3
8876,Cep83,Cep83
8877,Plxnc1,Plxnc1
8878,Gm29684,Gm29684
8879,Cradd,Cradd
8880,Gm48882,Gm48882
8881,2310039L15Rik,2310039L15Rik
8882,Socs2,Socs2
8883,Mrpl42,Mrpl42
8884,Ube2n,Ube2n
8885,Nudt4,Nudt4
8886,Gm47708,Gm47708
8887,4732465J04Rik,4732465J04Rik
8888,Gm47725,Gm47725
8889,Eea1,Eea1
8890,Btg1,Btg1
8891,Dcn,Dcn
8892,Epyc,Epyc
8893,Gm34297,Gm34297
8894,Gm5427,Gm5427
8895,Atp2b1,Atp2b1
8896,Poc1b,Poc1b
8897,Galnt4,Galnt4
8898,Gm34574,Gm34574
8899,Dusp6,Dusp6
8900,Gm48089,Gm48089
8901,B530045E10Rik,B530045E10Rik
8902,Gm35035,Gm35035
8903,Gm20110,Gm20110
8904,Gm35101,Gm35101
8905,Gm47578,Gm47578
8906,Kitl,Kitl
8907,Tmtc3,Tmtc3
8908,Cep290,Cep290
8909,4930430F08Rik,4930430F08Rik
8910,Nts,Nts
8911,Rassf9,Rassf9
8912,Alx1,Alx1
8913,Lrriq1,Lrriq1
8914,Slc6a15,Slc6a15
8915,Tmtc2,Tmtc2
8916,Mettl25,Mettl25
8917,Ccdc59,Ccdc59
8918,Ppfia2,Ppfia2
8919,Acss3,Acss3
8920,Lin7a,Lin7a
8921,Ppp1r12a,Ppp1r12a
8922,Pawr,Pawr
8923,Gm36283,Gm36283
8924,Syt1,Syt1
8925,Nav3,Nav3
8926,E2f7,E2f7
8927,Csrp2,Csrp2
8928,Zdhhc17,Zdhhc17
8929,Osbpl8,Osbpl8
8930,Bbs10,Bbs10
8931,Nap1l1,Nap1l1
8932,Phlda1,Phlda1
8933,Gm28592,Gm28592
8934,Krr1,Krr1
8935,Glipr1,Glipr1
8936,Glipr1l3,Glipr1l3
8937,Caps2,Caps2
8938,Kcnc2,Kcnc2
8939,Atxn7l3b,Atxn7l3b
8940,Trhde,Trhde
8941,Tbc1d15,Tbc1d15
8942,Rab21,Rab21
8943,Tmem19,Tmem19
8944,Thap2,Thap2
8945,Zfc3h1,Zfc3h1
8946,Lgr5,Lgr5
8947,Tspan8,Tspan8
8948,Ptprr,Ptprr
8949,Ptprb,Ptprb
8950,Kcnmb4,Kcnmb4
8951,Kcnmb4os2,Kcnmb4os2
8952,Cnot2,Cnot2
8953,Myrfl,Myrfl
8954,Rab3ip,Rab3ip
8955,Best3,Best3
8956,Cct2,Cct2
8957,Frs2,Frs2
8958,Yeats4,Yeats4
8959,9530003J23Rik,9530003J23Rik
8960,Lyz2,Lyz2
8961,Lyz1,Lyz1
8962,Cpsf6,Cpsf6
8963,Gm48903,Gm48903
8964,Cpm,Cpm
8965,Mdm2,Mdm2
8966,Slc35e3,Slc35e3
8967,Nup107,Nup107
8968,Rap1b,Rap1b
8969,Gm40773,Gm40773
8970,4933411E08Rik,4933411E08Rik
8971,Mdm1,Mdm1
8972,Dyrk2,Dyrk2
8973,Gm34045,Gm34045
8974,Cand1,Cand1
8975,Grip1os3,Grip1os3
8976,Grip1,Grip1
8977,Helb,Helb
8978,Irak3,Irak3
8979,Tmbim4,Tmbim4
8980,Llph,Llph
8981,Hmga2,Hmga2
8982,1700006J14Rik,1700006J14Rik
8983,Msrb3,Msrb3
8984,Gm15910,Gm15910
8985,Lemd3,Lemd3
8986,Wif1,Wif1
8987,4930432O09Rik,4930432O09Rik
8988,Gm35404,Gm35404
8989,Tbc1d30,Tbc1d30
8990,Gm48435,Gm48435
8991,Gns,Gns
8992,Rassf3,Rassf3
8993,Gm46204,Gm46204
8994,Gm35696,Gm35696
8995,Tbk1,Tbk1
8996,Xpot,Xpot
8997,D930020B18Rik,D930020B18Rik
8998,BC048403,BC048403
8999,Srgap1,Srgap1
9000,Tmem5,Tmem5
9001,Avpr1a,Avpr1a
9002,Ppm1h,Ppm1h
9003,Mon2,Mon2
9004,Usp15,Usp15
9005,Fam19a2,Fam19a2
9006,Slc16a7,Slc16a7
9007,Lrig3,Lrig3
9008,Atp23,Atp23
9009,Gm47972,Gm47972
9010,Ctdsp2,Ctdsp2
9011,Avil,Avil
9012,Tsfm,Tsfm
9013,Eef1akmt3,Eef1akmt3
9014,Mettl1,Mettl1
9015,Cyp27b1,Cyp27b1
9016,March9,March9
9017,Cdk4,Cdk4
9018,Tspan31,Tspan31
9019,A730063M14Rik,A730063M14Rik
9020,Os9,Os9
9021,B4galnt1,B4galnt1
9022,Slc26a10,Slc26a10
9023,Arhgef25,Arhgef25
9024,Dtx3,Dtx3
9025,F420014N23Rik,F420014N23Rik
9026,Pip4k2c,Pip4k2c
9027,Kif5a,Kif5a
9028,Dctn2,Dctn2
9029,Mbd6,Mbd6
9030,Ddit3,Ddit3
9031,Mars,Mars
9032,Arhgap9,Arhgap9
9033,Gli1,Gli1
9034,R3hdm2,R3hdm2
9035,Stac3,Stac3
9036,Ndufa4l2,Ndufa4l2
9037,Shmt2,Shmt2
9038,Nxph4,Nxph4
9039,Lrp1,Lrp1
9040,Stat6,Stat6
9041,Nab2,Nab2
9042,Nemp1,Nemp1
9043,Gm16230,Gm16230
9044,Zbtb39,Zbtb39
9045,Gpr182,Gpr182
9046,Rdh1,Rdh1
9047,Rdh16f2,Rdh16f2
9048,Prim1,Prim1
9049,Naca,Naca
9050,Ptges3,Ptges3
9051,Gm47438,Gm47438
9052,Atp5b,Atp5b
9053,Baz2a,Baz2a
9054,Rbms2,Rbms2
9055,Gls2,Gls2
9056,Spryd4,Spryd4
9057,Gm26847,Gm26847
9058,Timeless,Timeless
9059,Apof,Apof
9060,Stat2,Stat2
9061,Il23a,Il23a
9062,Pan2,Pan2
9063,Cnpy2,Cnpy2
9064,Cs,Cs
9065,Coq10a,Coq10a
9066,Ankrd52,Ankrd52
9067,Slc39a5,Slc39a5
9068,Nabp2,Nabp2
9069,Rnf41,Rnf41
9070,Smarcc2,Smarcc2
9071,Myl6,Myl6
9072,Myl6b,Myl6b
9073,A430046D13Rik,A430046D13Rik
9074,Esyt1,Esyt1
9075,Zc3h10,Zc3h10
9076,Rpl41,Rpl41
9077,Pa2g4,Pa2g4
9078,Erbb3,Erbb3
9079,Rps26,Rps26
9080,Ikzf4,Ikzf4
9081,Gm26876,Gm26876
9082,AC117232.1,AC117232.1
9083,Suox,Suox
9084,Rab5b,Rab5b
9085,Cdk2,Cdk2
9086,Pmel,Pmel
9087,Dgka,Dgka
9088,Pym1,Pym1
9089,Mmp19,Mmp19
9090,Tmem198b,Tmem198b
9091,Dnajc14,Dnajc14
9092,Sarnp,Sarnp
9093,Ormdl2,Ormdl2
9094,Gdf11,Gdf11
9095,Cd63,Cd63
9096,Rdh5,Rdh5
9097,Bloc1s1,Bloc1s1
9098,Itga7,Itga7
9099,Gm31793,Gm31793
9100,Insr,Insr
9101,Arhgef18,Arhgef18
9102,Pex11g,Pex11g
9103,Zfp358,Zfp358
9104,Mcoln1,Mcoln1
9105,Pnpla6,Pnpla6
9106,C330021F23Rik,C330021F23Rik
9107,Camsap3,Camsap3
9108,Xab2,Xab2
9109,Pet100,Pet100
9110,Stxbp2,Stxbp2
9111,Retn,Retn
9112,Fcor,Fcor
9113,Gm39121,Gm39121
9114,Trappc5,Trappc5
9115,Fcer2a,Fcer2a
9116,Clec4g,Clec4g
9117,4932443L11Rik,4932443L11Rik
9118,Evi5l,Evi5l
9119,Prr36,Prr36
9120,Lrrc8e,Lrrc8e
9121,Map2k7,Map2k7
9122,Gm49320,Gm49320
9123,Tgfbr3l,Tgfbr3l
9124,Snapc2,Snapc2
9125,Ctxn1,Ctxn1
9126,Timm44,Timm44
9127,Elavl1,Elavl1
9128,Ccl25,Ccl25
9129,Cers4,Cers4
9130,Zfp958,Zfp958
9131,Gm6410,Gm6410
9132,Shcbp1,Shcbp1
9133,Gm31463,Gm31463
9134,Efnb2,Efnb2
9135,Arglu1,Arglu1
9136,Fam155a,Fam155a
9137,Lig4,Lig4
9138,Abhd13,Abhd13
9139,Tnfsf13b,Tnfsf13b
9140,Myo16,Myo16
9141,3930402G23Rik,3930402G23Rik
9142,Gm44956,Gm44956
9143,Irs2,Irs2
9144,Col4a1,Col4a1
9145,Col4a2,Col4a2
9146,Rab20,Rab20
9147,Naxd,Naxd
9148,Cars2,Cars2
9149,Ing1,Ing1
9150,Ankrd10,Ankrd10
9151,Arhgef7,Arhgef7
9152,Tex29,Tex29
9153,Tubgcp3,Tubgcp3
9154,Atp11a,Atp11a
9155,Mcf2l,Mcf2l
9156,Gm15351,Gm15351
9157,F7,F7
9158,F10,F10
9159,Proz,Proz
9160,Pcid2,Pcid2
9161,Cul4a,Cul4a
9162,Lamp1,Lamp1
9163,Grtp1,Grtp1
9164,Adprhl1,Adprhl1
9165,Dcun1d2,Dcun1d2
9166,Tmco3,Tmco3
9167,Tfdp1,Tfdp1
9168,Tmem255b,Tmem255b
9169,Gas6,Gas6
9170,Rasa3,Rasa3
9171,4932443I19Rik,4932443I19Rik
9172,Cdc16,Cdc16
9173,Upf3a,Upf3a
9174,Champ1,Champ1
9175,Coprs,Coprs
9176,Fbxo25,Fbxo25
9177,Tdrp,Tdrp
9178,Erich1,Erich1
9179,Dlgap2,Dlgap2
9180,Cln8,Cln8
9181,Arhgef10,Arhgef10
9182,Kbtbd11,Kbtbd11
9183,Myom2,Myom2
9184,Gm7706,Gm7706
9185,Csmd1,Csmd1
