feature_index,name_0,gene
969,Gm37885,Gm37885
970,Capn8,Capn8
971,Susd4,Susd4
972,Tlr5,Tlr5
973,Disp1,Disp1
974,Brox,Brox
975,Aida,Aida
976,Mia3,Mia3
977,Taf1a,Taf1a
978,Dusp10,Dusp10
979,1700056E22Rik,1700056E22Rik
980,Gm37800,Gm37800
981,Hlx,Hlx
982,Marc1,Marc1
983,Marc2,Marc2
984,C130074G19Rik,C130074G19Rik
985,Mark1,Mark1
986,Rab3gap2,Rab3gap2
987,Iars2,Iars2
988,Bpnt1,Bpnt1
989,4930532G15Rik,4930532G15Rik
990,Eprs,Eprs
991,Lyplal1,Lyplal1
992,Tgfb2,Tgfb2
993,Rrp15,Rrp15
994,A430105J06Rik,A430105J06Rik
995,Spata17,Spata17
996,Gpatch2,Gpatch2
997,Esrrg,Esrrg
998,Kctd3,Kctd3
999,Kcnk2,Kcnk2
1000,A430027H14Rik,A430027H14Rik
1001,Cenpf,Cenpf
1002,Ptpn14,Ptpn14
1003,Smyd2,Smyd2
1004,Prox1,Prox1
1005,Gm28172,Gm28172
1006,Prox1os,Prox1os
1007,Gm29678,Gm29678
1008,Rps6kc1,Rps6kc1
1009,Angel2,Angel2
1010,Vash2,Vash2
1011,Flvcr1,Flvcr1
1012,A230020J21Rik,A230020J21Rik
1013,Tatdn3,Tatdn3
1014,Nsl1,Nsl1
1015,Batf3,Batf3
1016,Fam71a,Fam71a
1017,Atf3,Atf3
1018,D730003I15Rik,D730003I15Rik
1019,Gm37168,Gm37168
1020,Nenf,Nenf
1021,Tmem206,Tmem206
1022,Ppp2r5a,Ppp2r5a
1023,Gm32200,Gm32200
1024,Dtl,Dtl
1025,Ints7,Ints7
1026,Lpgat1,Lpgat1
1027,Gm38037,Gm38037
1028,Nek2,Nek2
1029,1700034H15Rik,1700034H15Rik
1030,Slc30a1,Slc30a1
1031,Rd3,Rd3
1032,Gm26670,Gm26670
1033,Traf5,Traf5
1034,Gm26879,Gm26879
1035,Rcor3,Rcor3
1036,Gm10516,Gm10516
1037,Kcnh1,Kcnh1
1038,Hhat,Hhat
1039,Sertad4,Sertad4
1040,Gm15867,Gm15867
1041,Syt14,Syt14
1042,Diexf,Diexf
1043,Irf6,Irf6
1044,A130010J15Rik,A130010J15Rik
1045,Traf3ip3,Traf3ip3
1046,Lamb3,Lamb3
1047,Hsd11b1,Hsd11b1
1048,G0s2,G0s2
1049,Camk1g,Camk1g
1050,4631405K08Rik,4631405K08Rik
1051,Plxna2,Plxna2
1052,Cd34,Cd34
1053,Gm37027,Gm37027
1054,Cd46,Cd46
1055,Cr1l,Cr1l
1056,Fam171a1,Fam171a1
1057,Nmt2,Nmt2
1058,Rpp38,Rpp38
1059,Acbd7,Acbd7
1060,Meig1,Meig1
1061,Dclre1c,Dclre1c
1062,Suv39h2,Suv39h2
1063,Hspa14,Hspa14
1064,Gm45902,Gm45902
1065,Cdnf,Cdnf
1066,Fam107b,Fam107b
1067,Frmd4a,Frmd4a
1068,Gm13179,Gm13179
1069,Prpf18,Prpf18
1070,Bend7,Bend7
1071,Sephs1,Sephs1
1072,Phyh,Phyh
1073,Mcm10,Mcm10
1074,Optn,Optn
1075,Ccdc3,Ccdc3
1076,Camk1d,Camk1d
1077,Cdc123,Cdc123
1078,Nudt5,Nudt5
1079,Gm13199,Gm13199
1080,Sec61a2,Sec61a2
1081,Dhtkd1,Dhtkd1
1082,Upf2,Upf2
1083,Proser2,Proser2
1084,Echdc3,Echdc3
1085,Gm13383,Gm13383
1086,Usp6nl,Usp6nl
1087,Celf2,Celf2
1088,Gata3,Gata3
1089,Taf3,Taf3
1090,Atp5c1,Atp5c1
1091,Kin,Kin
1092,Itih2,Itih2
1093,Itih5,Itih5
1094,Sfmbt2,Sfmbt2
1095,Prkcq,Prkcq
1096,Gm13293,Gm13293
1097,Pfkfb3,Pfkfb3
1098,Rbm17,Rbm17
1099,Il15ra,Il15ra
1100,Fbxo18,Fbxo18
1101,Ankrd16,Ankrd16
1102,Itga8,Itga8
1103,Mindy3,Mindy3
1104,Pter,Pter
1105,Rsu1,Rsu1
1106,Cubn,Cubn
1107,Trdmt1,Trdmt1
1108,Vim,Vim
1109,St8sia6,St8sia6
1110,Hacd1,Hacd1
1111,Stam,Stam
1112,Mrc1,Mrc1
1113,Cacnb2,Cacnb2
1114,Nsun6,Nsun6
1115,Arl5b,Arl5b
1116,Plxdc2,Plxdc2
1117,Nebl,Nebl
1118,A930004D18Rik,A930004D18Rik
1119,Skida1,Skida1
1120,Mllt10,Mllt10
1121,Dnajc1,Dnajc1
1122,Commd3,Commd3
1123,Bmi1,Bmi1
1124,Spag6,Spag6
1125,Pip4k2a,Pip4k2a
1126,Armc3,Armc3
1127,Msrb2,Msrb2
1128,4921504E06Rik,4921504E06Rik
1129,Otud1,Otud1
1130,Etl4,Etl4
1131,Arhgap21,Arhgap21
1132,Gm13375,Gm13375
1133,Enkur,Enkur
1134,Thnsl1,Thnsl1
1135,Apbb1ip,Apbb1ip
1136,Pdss1,Pdss1
1137,Abi1,Abi1
1138,Acbd5,Acbd5
1139,Mastl,Mastl
1140,Yme1l1,Yme1l1
1141,Spopl,Spopl
1142,Hnmt,Hnmt
1143,Il1rn,Il1rn
1144,Psd4,Psd4
1145,Cacna1b,Cacna1b
1146,Ehmt1,Ehmt1
1147,Arrdc1,Arrdc1
1148,Zmynd19,Zmynd19
1149,Dph7,Dph7
1150,Mrpl41,Mrpl41
1151,Pnpla7,Pnpla7
1152,Nsmf,Nsmf
1153,Entpd8,Entpd8
1154,Noxa1,Noxa1
1155,Gm13387,Gm13387
1156,Nrarp,Nrarp
1157,Gm38287,Gm38287
1158,Tor4a,Tor4a
1159,Nelfb,Nelfb
1160,Stpg3,Stpg3
1161,Tubb4b,Tubb4b
1162,Cysrt1,Cysrt1
1163,Rnf208,Rnf208
1164,Ndor1,Ndor1
1165,Tmem203,Tmem203
1166,Tprn,Tprn
1167,Ssna1,Ssna1
1168,Anapc2,Anapc2
1169,Lrrc26,Lrrc26
1170,Grin1,Grin1
1171,Grin1os,Grin1os
1172,AA543186,AA543186
1173,Man1b1,Man1b1
1174,Dpp7,Dpp7
1175,Uap1l1,Uap1l1
1176,Sapcd2,Sapcd2
1177,Entpd2,Entpd2
1178,Npdc1,Npdc1
1179,Abca2,Abca2
1180,Paxx,Paxx
1181,Clic3,Clic3
1182,Ptgds,Ptgds
1183,C8g,C8g
1184,Fbxw5,Fbxw5
1185,Traf2,Traf2
1186,Edf1,Edf1
1187,Mamdc4,Mamdc4
1188,Phpt1,Phpt1
1189,Gm996,Gm996
1190,Rabl6,Rabl6
1191,Fcnaos,Fcnaos
1192,Tmem141,Tmem141
1193,Bmyc,Bmyc
1194,Camsap1,Camsap1
1195,Ubac1,Ubac1
1196,Nacc2,Nacc2
1197,Tmem250-ps,Tmem250-ps
1198,Qsox2,Qsox2
1199,Ccdc187,Ccdc187
1200,Gpsm1,Gpsm1
1201,Dnlz,Dnlz
1202,Card9,Card9
1203,Snapc4,Snapc4
1204,Gm13563,Gm13563
1205,Sdccag3,Sdccag3
1206,Pmpca,Pmpca
1207,Inpp5e,Inpp5e
1208,Sec16a,Sec16a
1209,Notch1,Notch1
1210,Egfl7,Egfl7
1211,Agpat2,Agpat2
1212,Fam69b,Fam69b
1213,Snhg7os,Snhg7os
1214,Surf6,Surf6
1215,Med22,Med22
1216,Rpl7a,Rpl7a
1217,Surf1,Surf1
1218,Surf2,Surf2
1219,Surf4,Surf4
1220,Stkld1,Stkld1
1221,Rexo4,Rexo4
1222,Adamts13,Adamts13
1223,Cacfd1,Cacfd1
1224,Slc2a6,Slc2a6
1225,Gm13398,Gm13398
1226,Adamtsl2,Adamtsl2
1227,Dbh,Dbh
1228,Sardh,Sardh
1229,Vav2,Vav2
1230,Brd3os,Brd3os
1231,Brd3,Brd3
1232,Wdr5,Wdr5
1233,Rxra,Rxra
1234,Col5a1,Col5a1
1235,Olfm1,Olfm1
1236,Ppp1r26,Ppp1r26
1237,1700007K13Rik,1700007K13Rik
1238,Mrps2,Mrps2
1239,Gbgt1,Gbgt1
1240,Ralgds,Ralgds
1241,Gtf3c5,Gtf3c5
1242,Tsc1,Tsc1
1243,Spaca9,Spaca9
1244,Ak8,Ak8
1245,Gtf3c4,Gtf3c4
1246,Ddx31,Ddx31
1247,Barhl1,Barhl1
1248,Cfap77,Cfap77
1249,Ttf1,Ttf1
1250,Setx,Setx
1251,Med27,Med27
1252,Rapgef1,Rapgef1
1253,Gm13420,Gm13420
1254,Trub2,Trub2
1255,Coq4,Coq4
1256,Slc27a4,Slc27a4
1257,Urm1,Urm1
1258,2600006K01Rik,2600006K01Rik
1259,Cercam,Cercam
1260,Odf2,Odf2
1261,Gle1,Gle1
1262,Sptan1,Sptan1
1263,Wdr34,Wdr34
1264,Set,Set
1265,Pkn3,Pkn3
1266,Zdhhc12,Zdhhc12
1267,Zer1,Zer1
1268,Tbc1d13,Tbc1d13
1269,Endog,Endog
1270,Spout1,Spout1
1271,Kyat1,Kyat1
1272,1700084E18Rik,1700084E18Rik
1273,Lrrc8a,Lrrc8a
1274,Phyhd1,Phyhd1
1275,Dolk,Dolk
1276,Nup188,Nup188
1277,Sh3glb2,Sh3glb2
1278,Miga2,Miga2
1279,Dolpp1,Dolpp1
1280,Crat,Crat
1281,Ptpa,Ptpa
1282,Ier5l,Ier5l
1283,Gm14487,Gm14487
1284,Cstad,Cstad
1285,9330198N18Rik,9330198N18Rik
1286,Gm14486,Gm14486
1287,1700001O22Rik,1700001O22Rik
1288,Ntmt1,Ntmt1
1289,Asb6,Asb6
1290,Prrx2,Prrx2
1291,Ptges,Ptges
1292,Tor1b,Tor1b
1293,Tor1a,Tor1a
1294,BC005624,BC005624
1295,Usp20,Usp20
1296,Fnbp1,Fnbp1
1297,Gpr107,Gpr107
1298,Ncs1,Ncs1
1299,Hmcn2,Hmcn2
1300,Ass1,Ass1
1301,Fubp3,Fubp3
1302,Exosc2,Exosc2
1303,Abl1,Abl1
1304,Lamc3,Lamc3
1305,Aif1l,Aif1l
1306,Nup214,Nup214
1307,Fam78a,Fam78a
1308,Plpp7,Plpp7
1309,Prrc2b,Prrc2b
1310,Pomt1,Pomt1
1311,Uck1,Uck1
1312,Swi5,Swi5
1313,Golga2,Golga2
1314,Dnm1,Dnm1
1315,Ciz1,Ciz1
1316,1110008P14Rik,1110008P14Rik
1317,Lcn2,Lcn2
1318,Ptges2,Ptges2
1319,Slc25a25,Slc25a25
1320,Naif1,Naif1
1321,Fam102a,Fam102a
1322,Dpm2,Dpm2
1323,Pip5kl1,Pip5kl1
1324,St6galnac4,St6galnac4
1325,St6galnac6,St6galnac6
1326,Ak1,Ak1
1327,Eng,Eng
1328,Fpgs,Fpgs
1329,Cdk9,Cdk9
1330,Sh2d3c,Sh2d3c
1331,Ttc16,Ttc16
1332,Tor2a,Tor2a
1333,Ptrh1,Ptrh1
1334,Cfap157,Cfap157
1335,Stxbp1,Stxbp1
1336,Gm13524,Gm13524
1337,Gm13523,Gm13523
1338,Fam129b,Fam129b
1339,Lrsam1,Lrsam1
1340,Rpl12,Rpl12
1341,Slc2a8,Slc2a8
1342,Garnl3,Garnl3
1343,Ralgps1,Ralgps1
1344,Gm13528,Gm13528
1345,Angptl2,Angptl2
1346,Zbtb34,Zbtb34
1347,Zbtb43,Zbtb43
1348,Lmx1b,Lmx1b
1349,C130021I20Rik,C130021I20Rik
1350,Mvb12b,Mvb12b
1351,C230014O12Rik,C230014O12Rik
1352,Pbx3,Pbx3
1353,Mapkap1,Mapkap1
1354,Gapvd1,Gapvd1
1355,Hspa5,Hspa5
1356,Rabepk,Rabepk
1357,Fbxw2,Fbxw2
1358,Psmd5,Psmd5
1359,Cutal,Cutal
1360,Phf19,Phf19
1361,Traf1,Traf1
1362,Hc,Hc
1363,AI182371,AI182371
1364,Cntrl,Cntrl
1365,Rab14,Rab14
1366,Gm13605,Gm13605
1367,Gsn,Gsn
1368,Stom,Stom
1369,Ggta1,Ggta1
1370,Dab2ip,Dab2ip
1371,Ttll11,Ttll11
1372,Ndufa8,Ndufa8
1373,Morn5,Morn5
1374,Lhx6,Lhx6
1375,Rbm18,Rbm18
1376,Mrrf,Mrrf
1377,Gm13431,Gm13431
1378,Ptgs1,Ptgs1
1379,Pdcl,Pdcl
1380,Rc3h2,Rc3h2
1381,Zbtb6,Zbtb6
1382,Zbtb26,Zbtb26
1383,Rabgap1,Rabgap1
1384,Strbp,Strbp
1385,Gpr21,Gpr21
1386,Crb2,Crb2
1387,Dennd1a,Dennd1a
1388,Lhx2,Lhx2
1389,Nek6,Nek6
1390,Psmb7,Psmb7
1391,Nr6a1,Nr6a1
1392,Nr6a1os,Nr6a1os
1393,Olfml2a,Olfml2a
1394,Gm13496,Gm13496
1395,Wdr38,Wdr38
1396,Rpl35,Rpl35
1397,Arpc5l,Arpc5l
1398,Golga1,Golga1
1399,Scai,Scai
1400,Ppp6c,Ppp6c
1401,Lrp1b,Lrp1b
1402,Gtdc1,Gtdc1
1403,Zeb2,Zeb2
1404,Zeb2os,Zeb2os
1405,Gm13470,Gm13470
1406,Gm13481,Gm13481
1407,Acvr2a,Acvr2a
1408,Orc4,Orc4
1409,Mbd5,Mbd5
1410,Epc2,Epc2
1411,Kif5c,Kif5c
1412,Lypd6b,Lypd6b
1413,Lypd6,Lypd6
1414,Mmadhc,Mmadhc
1415,Gm13483,Gm13483
1416,Rnd3,Rnd3
1417,Rbm43,Rbm43
1418,Nmi,Nmi
1419,Tnfaip6,Tnfaip6
1420,Rif1,Rif1
1421,Arl5a,Arl5a
1422,Cacnb4,Cacnb4
1423,Stam2,Stam2
1424,Fmnl2,Fmnl2
1425,Prpf40a,Prpf40a
1426,Arl6ip6,Arl6ip6
1427,Rprm,Rprm
1428,Galnt13,Galnt13
1429,Nr4a2,Nr4a2
1430,Gpd2,Gpd2
1431,Galnt5,Galnt5
1432,Cytip,Cytip
1433,Gm13546,Gm13546
1434,Acvr1c,Acvr1c
1435,Acvr1,Acvr1
1436,Upp2,Upp2
1437,Ccdc148,Ccdc148
1438,Pkp4,Pkp4
1439,Dapl1,Dapl1
1440,Tanc1,Tanc1
1441,Wdsub1,Wdsub1
1442,Baz2b,Baz2b
1443,Gm13572,Gm13572
1444,Gm13620,Gm13620
1445,March7,March7
1446,Cd302,Cd302
1447,Ly75,Ly75
1448,Gm13580,Gm13580
1449,Pla2r1,Pla2r1
1450,Itgb6,Itgb6
1451,Rbms1,Rbms1
1452,Tank,Tank
1453,Psmd14,Psmd14
1454,Dpp4,Dpp4
1455,Ifih1,Ifih1
1456,Gca,Gca
1457,Kcnh7,Kcnh7
1458,Fign,Fign
1459,Grb14,Grb14
1460,Cobll1,Cobll1
1461,Gm13594,Gm13594
1462,Slc38a11,Slc38a11
1463,Scn3a,Scn3a
1464,Scn2a,Scn2a
1465,Csrnp3,Csrnp3
1466,Galnt3,Galnt3
1467,Ttc21b,Ttc21b
1468,Scn9a,Scn9a
1469,Scn7a,Scn7a
1470,B3galt1,B3galt1
1471,Stk39,Stk39
1472,Cers6,Cers6
1473,Nostrin,Nostrin
1474,Spc25,Spc25
1475,Dhrs9,Dhrs9
1476,Lrp2,Lrp2
1477,Bbs5,Bbs5
1478,Klhl41,Klhl41
1479,Fastkd1,Fastkd1
1480,Ppig,Ppig
1481,Ccdc173,Ccdc173
1482,Phospho2,Phospho2
1483,Klhl23,Klhl23
1484,Ssb,Ssb
1485,Mettl5,Mettl5
1486,Mettl5os,Mettl5os
1487,Ubr3,Ubr3
1488,Myo3b,Myo3b
1489,Sp5,Sp5
1490,Gad1os,Gad1os
1491,Erich2os,Erich2os
1492,Erich2,Erich2
1493,Gad1,Gad1
1494,Gm26558,Gm26558
1495,Gorasp2,Gorasp2
1496,Tlk1,Tlk1
1497,Mettl8,Mettl8
1498,Dcaf17,Dcaf17
1499,Cybrd1,Cybrd1
1500,Dync1i2,Dync1i2
1501,Slc25a12,Slc25a12
1502,Hat1,Hat1
1503,Metap1d,Metap1d
1504,Dlx1,Dlx1
1505,Dlx2,Dlx2
1506,Itga6,Itga6
1507,Pdk1,Pdk1
1508,Rapgef4,Rapgef4
1509,Rapgef4os3,Rapgef4os3
1510,Map3k20,Map3k20
1511,Cdca7,Cdca7
1512,6430710C18Rik,6430710C18Rik
1513,Sp3,Sp3
1514,Sp3os,Sp3os
1515,Ola1,Ola1
1516,Cir1,Cir1
1517,Scrn3,Scrn3
1518,Gpr155,Gpr155
1519,Wipf1,Wipf1
1520,Chrna1,Chrna1
1521,Chrna1os,Chrna1os
1522,Chn1os3,Chn1os3
1523,Chn1,Chn1
1524,Atf2,Atf2
1525,Atp5g3,Atp5g3
1526,4930441J16Rik,4930441J16Rik
1527,Lnpk,Lnpk
1528,Hoxd3,Hoxd3
1529,Mtx2,Mtx2
1530,Hnrnpa3,Hnrnpa3
1531,Nfe2l2,Nfe2l2
1532,Agps,Agps
1533,Ttc30b,Ttc30b
1534,Ttc30a2,Ttc30a2
1535,Ttc30a1,Ttc30a1
1536,Pde11a,Pde11a
1537,Rbm45,Rbm45
1538,Osbpl6,Osbpl6
1539,Prkra,Prkra
1540,Pjvk,Pjvk
1541,Fkbp7,Fkbp7
1542,Plekha3,Plekha3
1543,Ttn,Ttn
1544,Ccdc141,Ccdc141
1545,Sestd1,Sestd1
1546,Zfp385b,Zfp385b
1547,Cwc22,Cwc22
1548,4930440I19Rik,4930440I19Rik
1549,Ube2e3,Ube2e3
1550,Itga4,Itga4
1551,Cerkl,Cerkl
1552,Ssfa2,Ssfa2
1553,Pde1a,Pde1a
1554,Dnajc10,Dnajc10
1555,Frzb,Frzb
1556,Nckap1,Nckap1
1557,Dusp19,Dusp19
1558,Nup35,Nup35
1559,Zfp804a,Zfp804a
1560,Zc3h15,Zc3h15
1561,Itgav,Itgav
1562,Fam171b,Fam171b
1563,Zswim2,Zswim2
1564,Calcrl,Calcrl
1565,Tfpi,Tfpi
1566,Gm13710,Gm13710
1567,Ctnnd1,Ctnnd1
1568,Selenoh,Selenoh
1569,Tmx2,Tmx2
1570,Med19,Med19
1571,Zdhhc5,Zdhhc5
1572,Clp1,Clp1
1573,Ypel4,Ypel4
1574,Gm19426,Gm19426
1575,Serping1,Serping1
1576,Ube2l6,Ube2l6
1577,Smtnl1,Smtnl1
1578,Timm10,Timm10
1579,Slc43a1,Slc43a1
1580,Rtn4rl2,Rtn4rl2
1581,Slc43a3,Slc43a3
1582,P2rx3,P2rx3
1583,Ssrp1,Ssrp1
1584,Tnks1bp1,Tnks1bp1
1585,Aplnr,Aplnr
1586,Gm13713,Gm13713
1587,Olfr1033,Olfr1033
1588,Ptprj,Ptprj
1589,Nup160,Nup160
1590,Fnbp4,Fnbp4
1591,Agbl2,Agbl2
1592,Mtch2,Mtch2
1593,C1qtnf4,C1qtnf4
1594,Ndufs3,Ndufs3
1595,Kbtbd4,Kbtbd4
1596,Celf1,Celf1
1597,Rapsn,Rapsn
1598,Psmc3,Psmc3
1599,Slc39a13,Slc39a13
1600,Spi1,Spi1
1601,Madd,Madd
1602,Nr1h3,Nr1h3
1603,Acp2,Acp2
1604,Ddb2,Ddb2
1605,A330069E16Rik,A330069E16Rik
1606,Pacsin3,Pacsin3
1607,Arfgap2,Arfgap2
1608,1110051M20Rik,1110051M20Rik
1609,Lrp4,Lrp4
1610,Ckap5,Ckap5
1611,F2,F2
1612,Zfp408,Zfp408
1613,Arhgap1,Arhgap1
1614,Atg13,Atg13
1615,Harbi1,Harbi1
1616,Ambra1,Ambra1
1617,Mdk,Mdk
1618,Dgkz,Dgkz
1619,Creb3l1,Creb3l1
1620,Phf21a,Phf21a
1621,Large2,Large2
1622,Pex16,Pex16
1623,1700029I15Rik,1700029I15Rik
1624,Mapk8ip1,Mapk8ip1
1625,Cry2,Cry2
1626,Slc35c1,Slc35c1
1627,Chst1,Chst1
1628,Gm13816,Gm13816
1629,Syt13,Syt13
1630,Prdm11,Prdm11
1631,4631405J19Rik,4631405J19Rik
1632,Trp53i11,Trp53i11
1633,Tspan18,Tspan18
1634,Cd82,Cd82
1635,Ext2,Ext2
1636,Accs,Accs
1637,Gm13889,Gm13889
1638,Alkbh3,Alkbh3
1639,Hsd17b12,Hsd17b12
1640,Mir670hg,Mir670hg
1641,Ttc17,Ttc17
1642,Api5,Api5
1643,Gm10800,Gm10800
1644,B230118H07Rik,B230118H07Rik
1645,Traf6,Traf6
1646,Prr5l,Prr5l
1647,Commd9,Commd9
1648,Ldlrad3,Ldlrad3
1649,Trim44,Trim44
1650,Fjx1,Fjx1
1651,Pamr1,Pamr1
1652,Slc1a2,Slc1a2
1653,Cd44,Cd44
1654,Pdhx,Pdhx
1655,Apip,Apip
1656,Gm13869,Gm13869
1657,Ehf,Ehf
1658,BC016548,BC016548
1659,Elf5,Elf5
1660,Cat,Cat
1661,Abtb2,Abtb2
1662,Nat10,Nat10
1663,Caprin1,Caprin1
1664,Lmo2,Lmo2
1665,Fbxo3,Fbxo3
1666,Cd59b,Cd59b
1667,Cd59a,Cd59a
1668,A930018P22Rik,A930018P22Rik
1669,D430041D05Rik,D430041D05Rik
1670,Hipk3,Hipk3
1671,Cstf3,Cstf3
1672,Tcp11l1,Tcp11l1
1673,Depdc7,Depdc7
1674,Qser1,Qser1
1675,Prrg4,Prrg4
1676,Ccdc73,Ccdc73
1677,Eif3m,Eif3m
1678,Wt1os,Wt1os
1679,Wt1,Wt1
1680,Rcn1,Rcn1
1681,Elp4,Elp4
1682,Immp1l,Immp1l
1683,Dnajc24,Dnajc24
1684,Mpped2,Mpped2
1685,Arl14ep,Arl14ep
1686,Kcna4,Kcna4
1687,Mettl15,Mettl15
1688,Kif18a,Kif18a
1689,Bdnf,Bdnf
1690,Lin7c,Lin7c
1691,Lgr4,Lgr4
1692,Ccdc34,Ccdc34
1693,Bbox1,Bbox1
1694,Fibin,Fibin
1695,4930430A15Rik,4930430A15Rik
1696,Lpcat4,Lpcat4
1697,Nop10,Nop10
1698,Slc12a6,Slc12a6
1699,Emc4,Emc4
1700,Katnbl1,Katnbl1
1701,Emc7,Emc7
1702,Aven,Aven
1703,Ryr3,Ryr3
1704,Fmn1,Fmn1
1705,Gm13963,Gm13963
1706,Gm13966,Gm13966
1707,Grem1,Grem1
1708,Scg5,Scg5
1709,Arhgap11a,Arhgap11a
1710,Gjd2,Gjd2
1711,Actc1,Actc1
1712,Aqr,Aqr
1713,Zfp770,Zfp770
1714,Dph6,Dph6
1715,Gm13977,Gm13977
1716,BC052040,BC052040
1717,Meis2,Meis2
1718,2700033N17Rik,2700033N17Rik
1719,G630016G05Rik,G630016G05Rik
1720,D330050G23Rik,D330050G23Rik
1721,Gm29340,Gm29340
1722,Spred1,Spred1
1723,Fam98b,Fam98b
1724,Rasgrp1,Rasgrp1
1725,Gm28183,Gm28183
1726,Thbs1,Thbs1
1727,Fsip1,Fsip1
1728,Gpr176,Gpr176
1729,Eif2ak4,Eif2ak4
1730,Srp14,Srp14
1731,Bmf,Bmf
1732,Bub1b,Bub1b
1733,Pak6,Pak6
1734,Inafm2,Inafm2
1735,A430105I19Rik,A430105I19Rik
1736,Phgr1,Phgr1
1737,Disp2,Disp2
1738,Knstrn,Knstrn
1739,Ivd,Ivd
1740,Bahd1,Bahd1
1741,Chst14,Chst14
1742,Ccdc32,Ccdc32
1743,Rpusd2,Rpusd2
1744,Knl1,Knl1
1745,Rad51,Rad51
1746,Rmdn3,Rmdn3
1747,Gchfr,Gchfr
1748,Dnajc17,Dnajc17
1749,Zfyve19,Zfyve19
1750,Ppp1r14d,Ppp1r14d
1751,Spint1,Spint1
1752,Rhov,Rhov
1753,Vps18,Vps18
1754,Dll4,Dll4
1755,Chac1,Chac1
1756,Ino80,Ino80
1757,Exd1,Exd1
1758,Chp1,Chp1
1759,1700020I14Rik,1700020I14Rik
1760,Oip5,Oip5
1761,Nusap1,Nusap1
1762,Ndufaf1,Ndufaf1
1763,Rtf1,Rtf1
1764,Itpka,Itpka
1765,Ltk,Ltk
1766,Rpap1,Rpap1
1767,Tyro3,Tyro3
1768,Mga,Mga
1769,Mapkbp1,Mapkbp1
1770,Jmjd7,Jmjd7
1771,Gm28042,Gm28042
1772,Pla2g4b,Pla2g4b
1773,Ehd4,Ehd4
1774,Pla2g4f,Pla2g4f
1775,Vps39,Vps39
1776,Tmem87a,Tmem87a
1777,Ganc,Ganc
1778,Capn3,Capn3
1779,Zfp106,Zfp106
1780,Gm26899,Gm26899
1781,Snap23,Snap23
1782,Lrrc57,Lrrc57
1783,Haus2,Haus2
1784,Stard9,Stard9
1785,Cdan1,Cdan1
1786,Ttbk2,Ttbk2
1787,Ubr1,Ubr1
1788,Tmem62,Tmem62
1789,Ccndbp1,Ccndbp1
1790,Epb42,Epb42
1791,Tgm5,Tgm5
1792,Lcmt2,Lcmt2
1793,Adal,Adal
1794,Zscan29,Zscan29
1795,Tubgcp4,Tubgcp4
1796,Trp53bp1,Trp53bp1
1797,Map1a,Map1a
1798,Ppip5k1,Ppip5k1
1799,Ckmt1,Ckmt1
1800,Catsper2,Catsper2
1801,Pdia3,Pdia3
1802,Ell3,Ell3
1803,Serf2,Serf2
1804,Hypk,Hypk
1805,Mfap1b,Mfap1b
1806,Mfap1a,Mfap1a
1807,Wdr76,Wdr76
1808,Frmd5,Frmd5
1809,Casc4,Casc4
1810,Mageb3,Mageb3
1811,Ctdspl2,Ctdspl2
1812,Eif3j1,Eif3j1
1813,Spg11,Spg11
1814,B2m,B2m
1815,Sord,Sord
1816,Duoxa2,Duoxa2
1817,Shf,Shf
1818,Gatm,Gatm
1819,AA467197,AA467197
1820,Slc30a4,Slc30a4
1821,Bloc1s6os,Bloc1s6os
1822,Bloc1s6,Bloc1s6
1823,Sqor,Sqor
1824,Sema6d,Sema6d
1825,Slc24a5,Slc24a5
1826,Myef2,Myef2
1827,Ctxn2,Ctxn2
1828,Slc12a1,Slc12a1
1829,Dut,Dut
1830,Fbn1,Fbn1
1831,Cep152,Cep152
1832,Eid1,Eid1
1833,Secisbp2l,Secisbp2l
1834,Cops2,Cops2
1835,Galk2,Galk2
1836,Fgf7,Fgf7
1837,Dtwd1,Dtwd1
1838,Slc27a2,Slc27a2
1839,Hdc,Hdc
1840,Gabpb1,Gabpb1
1841,Gm27003,Gm27003
1842,Usp8,Usp8
1843,Usp50,Usp50
1844,Trpm7,Trpm7
1845,Sppl2a,Sppl2a
1846,Ap4e1,Ap4e1
1847,Blvra,Blvra
1848,Ncaph,Ncaph
1849,Itpripl1,Itpripl1
1850,1810024B03Rik,1810024B03Rik
1851,Snrnp200,Snrnp200
1852,Ciao1,Ciao1
1853,Tmem127,Tmem127
1854,Stard7,Stard7
1855,Dusp2,Dusp2
1856,Gpat2,Gpat2
1857,Fahd2a,Fahd2a
1858,Kcnip3,Kcnip3
1859,Prom2,Prom2
1860,Zfp661,Zfp661
1861,Mrps5,Mrps5
1862,Mal,Mal
1863,Mall,Mall
1864,Nphp1,Nphp1
1865,1500011K16Rik,1500011K16Rik
1866,Bub1,Bub1
1867,Acoxl,Acoxl
1868,Bcl2l11,Bcl2l11
1869,Gm14005,Gm14005
1870,Gm39929,Gm39929
1871,Anapc1,Anapc1
1872,Mertk,Mertk
1873,Tmem87b,Tmem87b
1874,Fbln7,Fbln7
1875,Zc3h8,Zc3h8
1876,Gm10762,Gm10762
1877,Zc3h6,Zc3h6
1878,Gm14025,Gm14025
1879,Ttl,Ttl
1880,Polr1b,Polr1b
1881,Chchd5,Chchd5
1882,AI847159,AI847159
1883,Slc20a1,Slc20a1
1884,Ckap2l,Ckap2l
1885,Il1b,Il1b
1886,Sirpa,Sirpa
1887,Stk35,Stk35
1888,Snrpb,Snrpb
